UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDAR
20WN00001,2020060716,20,A0716,06,2,,30,23,9,3,1,2.0,2,2,O,68,196,128,,9.0,  0,94,0.664,89,1,1,,,0,,,,.,A0714,00,A0236,06,,3,93,292,7,2,,,,,,,,,0.0,Trip,Or,
20WN00002,2020060717,20,A0717,06,2,,30,23,9,3,2,2.0,2,2,1,68,195,127,,7.6,  0,56,0.381,53,1,1,,,0,,,,.,A0714,00,A0236,06,,3,93,255,8,5,,,,,73,244,,,0.0,Tr>X,,
20WN00003,2020060718,20,A0718,06,2,,30,23,9,3,2,2.0,2,2,1,68,195,127,,7.2,  0,57,0.392,54,1,1,,,0,,,,.,A0714,00,A0236,06,,3,93,315,8,5,,,,,74,244,,,0.0,Trip,,
20WN00004,2020060719,20,A0719,06,1,,30,28,9,3,2,5.0,5,4,1,69,195,126,,10.5,  0,79,0.544,76,1,1,1,2,,,,,.,M0031,51,H9134,05,,1,01,265,8,5,,,,6,99,218,,,0.037,,,
20WN00005,2020060720,20,A0720,06,2,,30,28,9,3,2,5.0,5,4,1,69,195,126,,8.9,  0,72,0.501,69,1,1,,,,,,e6,.,M0031,51,H9134,05,,1,,,8,6,,,,,96,244,,,0.037,,,
20WN00006,2020060721,20,A0721,06,2,,30,25,9,3,2,5.0,5,4,1,69,195,126,,8.0,  0,78,0.556,75,1,1,,,0,.,,,.,H9421,05,H8988,05,,3,93,315,8,5,,,,,98,244,,,0.032,Trip,,
20WN00007,2020060722,20,A0722,06,2,,30,25,9,3,2,5.0,5,4,1,69,195,126,,7.8,  0,74,0.525,71,1,1,,,0,.,,,.,H9421,05,H8988,05,,3,93,255,8,5,,,,,90,244,,,0.032,Tr>X,,
20WN00008,2020060725,20,A0725,06,2,,30,21,9,3,2,6.0,6,4,1,69,195,126,,11.0,  0,69,0.46,66,1,1,,,,,,,.,A0209,06,H8765,05,,3,93,255,8,4,,,,,86,244,,,0.033,Tr>X,,
20WN00009,2020060726,20,A0726,06,2,,30,21,9,3,2,6.0,6,4,1,69,195,126,,9.4,  0,70,0.481,67,1,1,,,,,,,.,A0209,06,H8765,05,,3,93,255,8,5,,,,,89,244,,,0.033,Tr>X,,
20WN00010,2020060727,20,A0727,06,3,,30,23,8,2,2,2.0,2,2,1,70,195,125,,6.8,  0,68,0.49,66,1,1,,,,,,,1ST,A0714,00,A0070,06,,3,93,255,5,5,,,,,84,244,,,0.0,,,
20WN00011,2020060728,20,A0728,06,2,,30,23,8,2,2,2.0,2,2,1,70,195,125,,6.1,  0,59,0.423,57,1,1,,,,,,,2ND,A0714,00,A0070,06,,3,93,255,5,5,,,,,77,244,,,0.0,,,
20WN00012,2020060729,20,A0729,06,1,,30,22,8,2,2,2.0,2,2,1,70,195,125,,8.8,  0,67,0.466,65,1,1,1,3+,0,,,,.,A0273,06,A0313,06,,3,93,239,5,5,,,,,77,218,,,0.038,,,
20WN00013,2020060730,20,A0730,06,1,,30,22,8,2,2,2.0,2,2,1,70,195,125,,9.0,  0,67,0.464,65,1,1,2,3,0,,,,Scurs,A0273,06,A0313,06,,3,93,239,5,5,,,,,64,218,,,0.038,,,
20WN00014,2020060731,20,A0731,06,2,,30,27,8,2,2,3.0,3,3,1,70,195,125,,10.3,  0,75,0.518,72,1,1,,,0,,,e1,.,H9784,05,H9781,05,,1,,,5,5,,,,,99,244,,,0.033,,,
20WN00015,2020060732,20,A0732,06,2,,30,27,8,2,2,3.0,3,3,1,70,195,125,,11.3,  0,77,0.526,74,1,1,,,0,,,e2,PINK,H9784,05,H9781,05,,1,,,5,5,,,,,101,244,,,0.033,,,
20WN00016,2020060733,20,A0733,06,2,,30,26,5,1,1,2.0,2,2,1,71,195,124,,9.4,  0,83,0.594,81,1,1,,,0,,,e3,.,H9684,05,A0207,06,,1,,,1,1,,,,,101,244,,,0.031,,,
20WN00017,2020060734,20,A0734,06,2,,30,21,9,3,1,3.0,3,3,O,71,196,125,,9.8,  0,88,0.626,85,1,1,,,7,,,,HAIRY,A0209,06,H9923,05,,3,93,292,7,2,,,,,,,,,0.034,Trip,Or,
20WN00018,2020060735,20,A0735,06,2,,30,21,9,3,2,3.0,3,3,1,71,195,124,,10.0,  0,75,0.524,73,1,1,,,7,,,,.,A0209,06,H9923,05,,3,93,255,8,5,,,,,95,244,,,0.034,Tr>X,,
20WN00019,2020060736,20,A0736,06,2,,30,21,9,3,2,3.0,3,3,1,71,195,124,,9.6,  0,67,0.463,65,1,1,,,7,,,,.,A0209,06,H9923,05,,3,93,315,8,5,,,,,94,244,,,0.034,Tr>X,,
20WN00020,2020060737,20,A0737,06,1,,30,27,6,2,1,2.0,2,2,1,71,195,124,,7.6,  0,83,0.608,81,1,1,1,3,0,,,,HAIRY,H9784,05,A0061,06,,1,,,3,2,,,,,96,218,,,0.041,,,
20WN00021,2020060738,20,A0738,06,1,,30,27,9,3,2,3.0,3,3,1,71,195,124,,9.6,  0,67,0.463,65,1,1,1,2,0,,,,1ST,H9784,05,H9789,05,,3,93,239,8,5,,,,,79,218,,,0.038,,,
20WN00022,2020060739,20,A0739,06,2,,30,27,9,3,2,3.0,3,3,1,71,195,124,,9.0,  0,65,0.452,63,1,1,,,0,,,e4,2ND,H9784,05,H9789,05,,1,,,8,5,,,,,87,244,,,0.038,,,
20WN00023,2020060741,20,A0741,06,2,,30,20,9,3,1,5.0,5,4,1,71,195,124,,13.8,  0,108,0.76,105,1,1,,,0,,,e5,1ST,A0013,06,H8927,05,,1,,,7,2,,,,,129,244,,,0.029,,,
20WN00024,2020060742,20,A0742,06,2,,30,21,9,3,1,4.0,4,4,O,71,196,125,,8.6,  0,90,0.651,87,1,1,,,,,,,.,A0209,06,H9497,05,,3,93,292,7,2,,,,,,,,,0.033,Trip,Or,
20WN00025,2020060743,20,A0743,06,2,,30,21,9,3,1,4.0,4,4,1,71,195,124,,9.2,  0,88,0.635,85,1,1,,,,,,,.,A0209,06,H9497,05,,3,93,292,7,2,,,,,111,244,,,0.033,Trip,,
20WN00026,2020060745,20,A0745,06,2,,30,25,8,2,2,4.0,4,4,1,71,195,124,,12.0,  0,73,0.492,71,1,1,,,0,,,e6,.,H9421,05,H9393,05,,1,,,5,4,,,,,95,244,,,0.032,,,
20WN00027,2020060746,20,A0746,06,2,,30,25,8,2,2,4.0,4,4,1,71,195,124,,10.4,  0,73,0.505,71,1,1,,,0,,,e1,.,H9421,05,H9393,05,,1,,,5,5,,,,,96,244,,,0.032,,,
20WN00028,2020060751,20,A0751,06,2,,30,28,8,2,1,2.0,2,2,1,72,195,123,,11.1,  0,94,0.674,92,1,1,,,7,,,,PINK,M0031,51,H9974,05,,3,93,255,3,2,,,,,117,244,,,0.044,,,
20WN00029,2020060752,20,A0752,06,1,,30,26,9,3,1,3.0,3,3,1,72,195,123,,11.0,  0,79,0.553,77,1,1,2,3+,,,,,Scurs,H9684,05,H9779,05,,1,,,7,2,,,,,81,218,,,0.031,,,
20WN00030,2020060754,20,A0754,06,2,,30,26,9,3,1,3.0,3,3,1,72,195,123,,6.8,  0,86,0.644,84,1,1,,,,,,,.,H9684,05,H9779,05,,3,93,315,7,2,,,,,105,244,,,0.031,Trip,,
20WN00031,2020060755,20,A0755,06,2,,30,24,9,3,2,4.0,4,4,1,72,195,123,,8.9,  0,79,0.57,77,1,1,,,7,,,,1ST,A0715,00,H9325,05,,3,93,292,8,5,,,,,105,244,,,0.0,Trip,,
20WN00032,2020060756,20,A0756,06,3,,30,24,9,3,1,4.0,4,4,W,72,196,124,,9.5,  0,99,0.722,96,1,1,,,7,,,,.,A0715,00,H9325,05,,3,93,292,7,2,,,,,,,,,0.0,Trip,Wn,
20WN00033,2020060757,20,A0757,06,3,,30,24,9,3,2,4.0,4,4,1,72,195,123,,9.2,  0,77,0.551,75,1,1,,,7,,,,.,A0715,00,H9325,05,,3,93,315,8,5,,,,,99,244,,,0.0,Trip,,
20WN00034,2020060758,20,A0758,06,1,,30,22,9,3,1,5.0,5,4,O,73,196,123,,12.1,  0,67,0.446,66,1,1,,,0,.,,,2ND,A0273,06,H9240,05,,3,93,292,7,2,,,,,,,,,0.03,Trip,Or,
20WN00035,2020060760,20,A0760,06,1,,30,22,9,3,1,5.0,5,4,1,73,195,122,,9.4,  0,100,0.743,99,1,2,2,3,0,.,,,Scurs,A0273,06,H9240,05,,1,,,7,2,,,,,98,218,,,0.03,,,
20WN00036,2020060761,20,A0761,06,2,,30,25,8,2,2,2.0,2,2,1,73,195,122,,8.6,  0,65,0.462,64,1,1,,,0,,,e2,.,H9421,05,M0087,51,,1,,,5,5,,,,,86,244,,,0.03,,,
20WN00037,2020060762,20,A0762,06,1,,30,25,8,2,2,2.0,2,2,1,73,195,122,,9.9,  0,64,0.443,63,1,1,1,2,0,,,,.,H9421,05,M0087,51,,3,93,239,5,5,,,,,68,218,,,0.03,,,
20WN00038,2020060763,20,A0763,06,2,,30,25,9,3,2,3.0,3,3,1,73,195,122,,7.9,  0,67,0.484,66,1,1,,,0,,,,.,H9421,05,H9846,05,,3,93,255,8,5,,,,,83,244,,,0.034,Tr>X,,
20WN00039,2020060764,20,A0764,06,3,,30,25,9,3,1,3.0,3,3,W,73,196,123,,7.9,  0,81,0.594,79,1,1,,,0,,,,.,H9421,05,H9846,05,,3,93,292,7,2,,,,,,,,,0.034,Trip,Wn,
20WN00040,2020060765,20,A0765,06,2,,30,25,9,3,2,3.0,3,3,1,73,195,122,,9.4,  0,57,0.39,56,1,1,,,0,,,,.,H9421,05,H9846,05,,3,93,255,8,4,,,,,78,244,,,0.034,Tr>X,,
20WN00041,2020060766,20,A0766,06,2,,30,21,8,2,2,4.0,4,4,1,73,195,122,,12.5,  0,73,0.496,72,1,3,,,0,,,e3,.,A0209,06,H9306,05,,1,,,5,5,,,,,97,244,,,0.032,,,
20WN00042,2020060767,20,A0767,06,3,,30,21,8,2,2,4.0,4,4,1,73,195,122,,13.5,  0,83,0.57,82,1,1,,,0,,,,HAIRY,A0209,06,H9306,05,,3,93,255,5,5,,,,,110,244,,,0.032,,,
20WN00043,2020060769,20,A0769,06,2,,30,23,3,4,2,3.0,3,3,1,73,195,122,,8.7,  0,77,0.56,76,1,1,,,0,,,e4,HAIRY,A0714,00,H9692,05,,1,,,8,5,,,,,101,244,,,0.0,,,
20WN00044,2020060770,20,A0770,06,1,,30,23,3,4,2,3.0,3,3,1,73,195,122,,9.9,  0,74,0.525,73,1,3,1,3+,0,,,,Resp.,A0714,00,H9692,05,,1,03,313,8,5,,,,6,85,218,,,0.0,,,
20WN00045,2020060771,20,A0771,06,2,,30,20,8,2,2,3.0,3,3,1,73,195,122,,11.3,  0,78,0.547,77,1,3,,,7,,,e5,1ST,A0013,06,H9900,05,,1,,,5,5,,,,,108,244,,,0.032,,,
20WN00046,2020060772,20,A0772,06,1,,30,20,8,2,2,3.0,3,3,1,73,195,122,,12.3,  0,85,0.596,84,1,1,2,3+,7,,,,Scurs,A0013,06,H9900,05,,1,,,5,5,,,,,97,218,,,0.032,,,
20WN00047,2020060773,20,A0773,06,1,,30,25,8,2,2,2.0,2,2,1,73,195,122,,10.6,  0,75,0.528,74,1,1,2,2-,0,,,,Scurs,H9421,05,A0089,06,,1,,,5,4,,,,,88,218,,,0.033,,,
20WN00048,2020060774,20,A0774,06,1,,30,25,8,2,2,2.0,2,2,1,73,195,122,,9.0,  0,67,0.475,66,1,1,2,3+,0,,,,Scurs,H9421,05,A0089,06,,3,93,239,5,6,,,,,84,218,,,0.033,,,
20WN00049,2020060775,20,A0775,06,1,,30,25,3,4,2,6.0,6,4,1,73,195,122,,10.1,  0,72,0.507,71,1,1,2,3,0,.,,,Scurs,H9421,05,H8545,05,,3,93,239,8,4,,,,,78,218,,,0.031,,,
20WN00050,2020060776,20,A0776,06,3,,30,25,3,4,2,6.0,6,4,1,73,195,122,,7.5,  0,51,0.357,50,1,1,,,0,.,,,TOOSMALL,H9421,05,H8545,05,,3,93,255,8,6,,,,,73,244,,,0.031,,,
20WN00051,2020060777,20,A0777,06,1,,30,23,8,2,2,4.0,4,4,1,73,195,122,,14.4,  0,76,0.505,75,1,1,2,2,,,,,"Scurs,ugly",A0714,00,H9359,05,,3,93,239,5,4,,,,,91,218,,,0.0,,,
20WN00052,2020060778,20,A0778,06,2,,30,23,8,2,2,4.0,4,4,1,73,195,122,,11.5,  0,54,0.348,53,1,1,,,,,,e6,2ND,A0714,00,H9359,05,,1,97,324,5,6,,,,7,81,244,,,0.0,,,
20WN00053,2020060779,20,A0779,06,2,,30,28,8,2,2,2.0,2,2,1,74,195,121,,9.5,  0,57,0.393,57,1,1,,,0,,,,.,M0031,51,H9982,05,,3,93,255,5,5,,,,,77,244,,,0.043,,,
20WN00054,2020060780,20,A0780,06,1,,30,28,8,2,2,2.0,2,2,1,74,195,121,,8.5,  0,66,0.475,66,1,1,1,3,0,,,,.,M0031,51,H9982,05,,3,93,239,5,6,,,,,79,218,,,0.043,,,
20WN00055,2020060781,20,A0781,06,2,,30,23,8,2,2,3.0,3,3,1,74,195,121,,8.4,  0,72,0.526,71,1,1,,,0,,,e1,.,A0714,00,H9754,05,,1,,,5,7,,,,,94,244,,,0.0,,,
20WN00056,2020060782,20,A0782,06,2,,30,23,8,2,2,3.0,3,3,1,74,195,121,,12.8,  0,76,0.522,75,1,1,,,0,,,e2,.,A0714,00,H9754,05,,1,,,5,3,,,,,96,244,,,0.0,,,
20WN00057,2020060783,20,A0783,06,1,,30,23,8,2,2,3.0,3,3,1,74,195,121,,11.0,  0,70,0.488,70,1,1,1,2-,7,,,,.,A0714,00,H9899,05,,3,93,239,5,5,,,,,70,218,,,0.0,,,
20WN00058,2020060784,20,A0784,06,2,,30,23,8,2,2,3.0,3,3,1,74,195,121,,10.3,  0,75,0.535,74,1,1,,,7,,,e3,.,A0714,00,H9899,05,,1,,,5,5,,,,,97,244,,,0.0,,,
20WN00059,2020060785,20,A0785,06,1,,30,22,8,2,2,4.0,4,4,1,74,195,121,,10.7,  0,69,0.482,69,1,1,2,3,,,,,Scurs,A0273,06,H9436,05,,3,93,239,5,5,,,,,83,218,,,0.033,,,
20WN00060,2020060786,20,A0786,06,1,,30,22,8,2,2,4.0,4,4,1,74,195,121,,10.2,  0,83,0.602,82,1,1,1,3,,,,,.,A0273,06,H9436,05,,1,,,5,5,,,,,85,218,,,0.033,,,
20WN00061,2020060787,20,A0787,06,1,,30,22,8,2,2,2.0,2,2,1,74,195,121,,8.6,  0,56,0.392,56,1,1,1,3,,,,,.,A0273,06,A0032,06,,3,93,239,5,5,,,,,67,218,,,0.033,,,
20WN00062,2020060788,20,A0788,06,1,,30,22,8,2,2,2.0,2,2,1,74,195,121,,9.0,  0,65,0.463,65,1,1,2,2,,,,,Scurs,A0273,06,A0032,06,,3,93,239,5,5,,,,,76,218,,,0.033,,,
20WN00063,2020060790,20,A0790,06,3,,30,24,8,2,1,2.0,2,2,1,74,195,121,,6.2,  0,69,0.519,68,3,3,,,,,,,RF.BRN,A0715,00,A0327,06,,3,93,255,3,2,,,,,94,244,,,0.0,,,
20WN00064,2020060791,20,A0791,06,1,,30,28,9,3,2,6.0,6,4,1,74,195,121,,10.6,  0,84,0.607,83,1,1,1,3,,,,,.,M0031,51,H8468,05,,1,,,8,5,,,,,99,218,,,0.032,,,
20WN00065,2020060792,20,A0792,06,1,,30,28,9,3,2,6.0,6,4,1,74,195,121,,10.0,  0,85,0.62,84,1,1,1,3+,,,,,Nice,M0031,51,H8468,05,,1,,,8,5,,,,,99,218,,,0.032,,,
20WN00066,2020060793,20,A0793,06,2,,30,28,9,3,1,6.0,6,4,H,74,196,122,,8.4,  0,75,0.546,74,1,1,,,,,,,.,M0031,51,H8468,05,,3,93,315,7,2,,,,,95,245,,,0.032,Trip,,
20WN00067,2020060795,20,A0795,06,3,,30,26,9,3,1,2.0,2,2,1,74,195,121,,5.8,  0,66,0.498,66,1,1,,,0,,,,TOOSMALL,H9684,05,A0244,06,,3,93,315,7,2,,,,,89,244,,,0.032,Trip,,
20WN00068,2020060798,20,A0798,06,1,,30,23,8,2,1,2.0,2,2,B,74,196,122,,9.1,  0,66,0.466,65,1,1,2,3,,,,,Scurs,A0714,00,A0128,06,,3,93,239,3,2,,,,,75,218,,,0.0,Ltek,Blu,
20WN00069,2020060799,20,A0799,06,2,,30,25,8,2,1,3.0,3,3,H,75,196,121,,10.5,  0,106,0.789,105,1,1,,,,,,e4,1ST,H9421,05,H9834,05,,1,,,3,2,,,,,131,245,,,0.032,,,
20WN00070,2020060802,20,A0802,06,1,,30,27,9,3,2,5.0,5,4,1,75,195,120,,9.1,  0,84,0.624,84,1,1,1,3+,0,.,,,2ND,H9784,05,H9055,05,,1,97,335,8,5,,,,7,97,218,,,0.033,,,
20WN00071,2020060803,20,A0803,06,1,,30,27,9,3,2,5.0,5,4,1,75,195,120,,8.4,  0,78,0.58,78,1,1,1,2+,0,.,,,RNut~Larger,H9784,05,H9055,05,,1,,,8,5,,,,,92,218,,,0.033,,,
20WN00072,2020060804,20,A0804,06,3,,30,26,9,3,2,2.0,2,2,1,75,195,120,,5.2,  0,52,0.39,52,1,1,,,7,,,,SMALL,H9684,05,A0311,06,,3,93,255,8,5,,,,,72,244,,,0.031,Tr>X,,
20WN00073,2020060805,20,A0805,06,3,,30,26,9,3,2,2.0,2,2,1,75,195,120,,6.3,  0,65,0.489,65,1,1,,,7,,,,SMALL,H9684,05,A0311,06,,3,93,315,8,4,,,,,88,244,,,0.031,Trip,,
20WN00074,2020060807,20,A0807,06,1,,30,22,8,2,2,2.0,2,2,1,75,195,120,,10.0,  0,69,0.492,69,1,1,1,3,0,,,,.,A0273,06,A0253,06,,3,93,239,5,5,,,,,78,218,,,0.035,,,
20WN00075,2020060808,20,A0808,06,2,,30,22,8,2,2,2.0,2,2,1,75,195,120,,8.7,  0,61,0.436,61,1,1,,,0,,,e5,.,A0273,06,A0253,06,,1,,,5,5,,,,,84,244,,,0.035,,,
20WN00076,2020060809,20,A0809,06,2,,30,23,9,3,2,3.0,3,3,1,75,195,120,,11.5,  0,83,0.596,83,1,3,,,,,,e6,PINK.EARS,A0714,00,H9833,05,,1,,,8,5,,,,,110,244,,,0.0,,,
20WN00077,2020060810,20,A0810,06,1,,30,23,9,3,2,3.0,3,3,1,75,195,120,,12.4,  0,85,0.605,85,1,1,2,3,,,,,Scurs,A0714,00,H9833,05,,1,,,8,5,,,,,102,218,,,0.0,,,
20WN00078,2020060812,20,A0812,06,2,,30,20,3,4,2,5.0,5,4,1,75,195,120,,9.8,  0,68,0.485,68,1,1,,,0,.,,e1,1ST,A0013,06,H8955,05,,1,,,8,3,,,,,91,244,,,0.031,,,
20WN00079,2020060813,20,A0813,06,2,,30,20,3,4,2,5.0,5,4,1,75,195,120,,7.3,  0,74,0.556,74,1,1,,,0,.,,e2,4TH,A0013,06,H8955,05,,1,,,8,7,,,,,99,244,,,0.031,,,
20WN00080,2020060814,20,A0814,06,2,,30,24,8,2,2,4.0,4,4,1,76,195,119,,12.3,  0,58,0.384,58,1,1,,,,,,,.,A0715,00,H9553,05,,3,93,255,5,5,,,,,76,244,,,0.0,,,
20WN00081,2020060815,20,A0815,06,1,,30,24,8,2,2,4.0,4,4,1,76,195,119,,12.6,  0,56,0.365,56,1,3,1,3,,,,,.,A0715,00,H9553,05,,3,93,239,5,5,,,,,58,218,,,0.0,,,
20WN00082,2020060816,20,A0816,06,2,,30,26,5,1,1,2.0,2,2,1,76,195,119,,8.8,  0,83,0.624,84,1,1,,,0,,,e3,.,H9684,05,A0025,06,,1,,,1,1,,,,,103,244,,,0.031,,,
20WN00083,2020060817,20,A0817,06,1,,30,21,9,3,2,7.0,7,5,1,76,195,119,,11.6,  0,67,0.466,67,1,1,1,3,,,,,.,A0209,06,H8005,05,,3,93,239,8,5,,,,,83,218,,,0.036,,,
20WN00084,2020060818,20,A0818,06,1,,30,21,9,3,2,7.0,7,5,1,76,195,119,,13.0,  0,81,0.571,82,1,1,1,2-,,,,,.,A0209,06,H8005,05,,1,,,8,5,,,,,90,218,,,0.036,,,
20WN00085,2020060819,20,A0819,06,2,,30,20,8,2,1,2.0,2,2,1,76,195,119,,10.0,  0,95,0.714,96,1,1,,,0,,,e4,.,A0013,06,A0202,06,,1,,,3,2,,,,,122,244,,,0.032,,,
20WN00086,2020060821,20,A0821,06,1,,30,27,8,2,1,2.0,2,2,1,76,195,119,,12.1,  0,103,0.764,104,1,1,2,2,0,,,,Scurs,H9784,05,A0287,06,,1,,,3,2,,,,,111,218,,,0.044,,,
20WN00087,2020060823,20,A0823,06,1,,30,20,8,2,1,2.0,2,2,1,76,195,119,,11.9,  0,78,0.555,79,1,1,1,2-,0,,,,.,A0013,06,A0256,06,,1,01,265,3,2,,,,6,94,218,,,0.031,,,
20WN00088,2020060825,20,A0825,06,2,,30,23,5,1,1,5.0,5,4,1,76,195,119,,13.7,  0,90,0.641,91,1,1,,,0,,,e5,.,A0714,00,H9221,05,,1,,,1,1,,,,,117,244,,,0.0,,,
20WN00089,2020060826,20,A0826,06,1,,30,24,8,2,2,4.0,4,4,1,77,195,118,,11.5,  0,83,0.606,84,1,3,2,3+,0,,,,Scurs,A0715,00,H9548,05,,1,,,5,5,,,,,92,218,,,0.0,,,
20WN00090,2020060827,20,A0827,06,1,,30,24,8,2,2,4.0,4,4,1,77,195,118,,11.4,  0,76,0.547,77,1,1,3,2,0,,,,HeavyScurs,A0715,00,H9548,05,,3,93,239,5,5,,,,,88,218,,,0.0,,,
20WN00091,2020060828,20,A0828,06,2,,30,26,8,2,2,4.0,4,4,1,77,195,118,,9.4,  0,66,0.48,67,1,3,,,0,,,e6,.,H9684,05,H9482,05,,1,,,5,4,,,,,88,245,,,0.034,,,
20WN00092,2020060829,20,A0829,06,2,,30,26,8,2,2,4.0,4,4,1,77,195,118,,7.8,  0,63,0.468,64,1,1,,,0,,,e1,THIN,H9684,05,H9482,05,,1,,,5,5,,,,,84,244,,,0.034,,,
20WN00093,2020060830,20,A0830,06,1,,30,22,8,2,2,3.0,3,3,1,77,195,118,,12.0,  0,65,0.449,66,1,1,1,2,0,,,,.,A0273,06,H9663,05,,3,93,239,5,5,,,,,73,218,,,0.035,,,
20WN00094,2020060831,20,A0831,06,1,,30,22,8,2,2,3.0,3,3,1,77,195,118,,12.0,  0,76,0.542,77,1,1,2,2,0,,,,Scurs,A0273,06,H9663,05,,3,93,239,5,5,,,,,90,218,,,0.035,,,
20WN00095,2020060832,20,A0832,06,2,,30,22,9,3,1,2.0,2,2,1,77,195,118,,8.1,  0,79,0.601,80,1,3,,,0,,,e2,.,A0273,06,M0113,51,,1,,,7,2,,,,,98,244,,,0.039,,,
20WN00096,2020060835,20,A0835,06,2,,30,26,8,2,2,2.0,2,2,1,77,195,118,,8.0,  0,56,0.407,57,1,1,,,0,,,,.,H9684,05,A0009,06,,3,93,255,5,5,,,,,72,244,,,0.032,,,
20WN00097,2020060836,20,A0836,06,1,,30,26,8,2,2,2.0,2,2,1,77,195,118,,8.1,  0,61,0.448,62,1,1,1,2,0,,,,.,H9684,05,A0009,06,,3,93,239,5,5,,,,,73,218,,,0.032,,,
20WN00098,2020060837,20,A0837,06,2,,30,27,8,2,2,2.0,2,2,1,77,195,118,,7.3,  0,64,0.481,65,1,1,,,,,,e3,.,H9784,05,A0199,06,,1,,,5,7,,,,,81,245,,,0.044,,,
20WN00099,2020060838,20,A0838,06,1,,30,27,8,2,2,2.0,2,2,1,77,195,118,,12.4,  0,78,0.556,79,1,1,1,2-,,,,,.,H9784,05,A0199,06,,1,,,5,3,,,,,91,218,,,0.044,,,
20WN00100,2020060839,20,A0839,06,3,,30,26,9,3,2,4.0,4,4,1,77,195,118,,10.6,  0,73,0.529,74,1,1,,,,,,,.,H9684,05,H9465,05,,3,93,315,8,4,,,,,94,244,,,0.031,Trip,,
20WN00101,2020060841,20,A0841,06,3,,30,26,9,3,2,4.0,4,4,1,77,195,118,,8.9,  0,66,0.484,67,1,1,,,,,,,.,H9684,05,H9465,05,,3,93,255,8,6,,,,,90,244,,,0.031,Tr>X,,
20WN00102,2020060843,20,A0843,06,1,,30,21,8,2,1,2.0,2,2,1,77,195,118,,11.0,  0,96,0.72,97,1,1,1,2-,7,,,,.,A0209,06,A0023,06,,1,,,3,2,,,,,105,218,,,0.031,,,
20WN00103,2020060844,20,A0844,06,2,,30,20,5,1,1,5.0,5,4,1,77,195,118,,13.0,  0,99,0.729,100,1,1,,,7,,,e4,.,A0013,06,H9025,05,,1,,,1,1,,,,,125,244,,,0.032,,,
20WN00104,2020060846,20,A0846,06,2,,30,24,9,3,2,4.0,4,4,1,77,195,118,,12.6,  0,72,0.503,73,1,1,,,7,,,,.,A0715,00,H9380,05,,3,93,255,8,5,,,,,97,244,,,0.0,Tr>X,,
20WN00105,2020060847,20,A0847,06,2,,30,24,9,3,2,4.0,4,4,1,77,195,118,,11.8,  0,70,0.493,71,1,1,,,7,,,,.,A0715,00,H9380,05,,3,93,315,8,5,,,,,98,244,,,0.0,Trip,,
20WN00106,2020060848,20,A0848,06,1,,30,23,5,1,1,4.0,4,4,1,77,195,118,,10.6,  0,105,0.8,107,1,1,2,3+,7,,,,Scurs,A0714,00,H9310,05,,3,93,239,1,1,,,,,120,218,,,0.0,,,
20WN00107,2020060850,20,A0850,06,2,,30,23,8,2,1,2.0,2,2,1,77,195,118,,6.9,  0,83,0.645,84,1,1,,,7,,,e5,.,A0714,00,A0221,06,,1,,,3,2,,,,,107,244,,,0.0,,,
20WN00108,2020060851,20,A0851,06,1,,30,27,9,3,2,5.0,5,4,1,77,195,118,,12.2,  0,87,0.634,88,1,1,1,4+,,,,,.,H9784,05,H9229,05,,1,,,8,5,,,,,90,218,,,0.033,,,
20WN00109,2020060852,20,A0852,06,2,,30,27,9,3,1,5.0,5,4,W,77,196,119,,11.0,  0,86,0.63,87,1,1,,,,,,,.,H9784,05,H9229,05,,3,93,292,7,2,,,,,,,,,0.033,Trip,Wn,
20WN00110,2020060853,20,A0853,06,1,,30,27,9,3,2,5.0,5,4,1,77,195,118,,10.8,  0,70,0.502,71,1,1,1,3-,,,,,.,H9784,05,H9229,05,,1,,,8,5,,,,,85,218,,,0.033,,,
20WN00111,2020060854,20,A0854,06,1,,30,25,8,2,2,6.0,6,4,1,77,195,118,,10.9,  0,67,0.475,68,1,1,1,2-,,,,,.,H9421,05,H8709,05,,3,93,239,5,3,,,,,80,218,,,0.034,,,
20WN00112,2020060855,20,A0855,06,1,,30,25,8,2,2,6.0,6,4,1,77,195,118,,8.4,  0,44,0.302,45,1,1,1,4+,,,,,.,H9421,05,H8709,05,,3,93,239,5,6,,,,,59,218,,,0.034,,,
20WN00113,2020060857,20,A0857,06,2,,30,27,8,2,1,2.0,2,2,1,78,195,117,,10.5,  0,74,0.543,76,1,1,,,7,,,e6,.,H9784,05,A0189,06,,1,,,3,2,,,,,97,244,,,0.037,,,
20WN00114,2020060859,20,A0859,06,1,,30,26,9,3,2,2.0,2,2,1,78,195,117,,9.6,  0,79,0.593,81,1,1,2,2,0,,,,Scurs,H9684,05,A0203,06,,1,,,8,5,,,,,89,218,,,0.031,,,
