UID,IDLAMB,YR,SEX,ETAG,LBRD,LB1,LINE,BPEN,DAM,TESTE,TBRE,ADAM,ADAM2,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,MENB,LB2,DBRD,SIRE,SBRD,ADG,MELW,TM,BAND,IDX,BRWT,CAUSE,CADAM,CTBR,ABN,TB,TR
79WN01729,79794009,79,2,4009,79,8,,,8505,,7,6,6,78,138,5,,75,,70,,,,,,17,,,221,0,90,0000,97,459,745,9,2,0,67,97,4,2,,3,1
79WN01730,79794010,79,2,4010,79,8,00,,0000,,3,4,,77,137,5,,,,87,,,,,,23,,,,0,00,0000,00,562,,0,1,,100,93,4,6,,2,1
79WN01731,79794011,79,3,4011,79,8,,,1458,,5,4,4,77,137,5,,58,,63,,,,,,20,,,172,0,93,0000,97,377,963,9,1,0,113,93,4,5,,2,2
79WN01732,79794013,79,3,4013,79,8,,,0618,,5,5,5,77,137,5,,58,,79,,,,,,22,,,174,0,93,0000,97,489,1042,9,1,0,120,93,4,5,,2,2
79WN01733,79794014,79,3,4014,79,8,,,0618,,5,5,5,77,137,5,,58,,77,,,,,,21,,,174,0,93,0000,97,461,1042,9,1,0,138,93,4,5,,2,2
79WN01734,79794015,79,3,4015,79,8,,,8613,,8,6,6,79,139,5,,78,,60,,,,,,17,,,201,0,90,0000,97,364,1201,9,3,0,94,,4,4,,3,2
79WN01735,79794016,79,3,4016,79,8,,,8613,,8,6,6,77,137,5,,78,,68,,,,,,25,,,201,0,90,0000,97,428,1201,9,1,0,93,,4,4,,3,2
79WN01736,79794017,79,2,4017,79,8,,,8613,,8,6,6,77,137,5,,78,,71,,,,,,22,,,201,0,90,0000,97,464,1201,9,1,0,74,92,4,6,,3,2
79WN01737,79794018,79,3,4018,79,8,,,8600,,5,6,6,77,137,5,,58,,94,,,,,,21,,,190,0,90,0000,97,596,1300,9,1,0,123,93,4,5,,2,2
79WN01738,79794019,79,2,4019,79,8,,,8600,,5,6,6,77,137,5,,58,,76,,,,,,25,,,190,0,90,0000,97,472,1300,9,1,0,113,92,4,5,,2,2
79WN01739,79794020,79,2,4020,79,8,,,9449,,5,4,4,77,137,5,,10,,70,,,,,,23,,,177,0,18,0000,97,432,1006,9,1,0,108,93,4,5,,2,2
79WN01740,79794021,79,2,4021,79,8,,,9449,,5,4,4,77,137,5,,10,,68,,,,,,22,,,177,0,18,0000,97,410,1006,9,1,0,118,93,4,5,,2,2
79WN01741,79794023,79,3,4023,79,8,,,9218,,7,4,4,77,137,5,,10,,70,,,,,,24,,,177,0,18,0000,97,469,779,9,1,0,57,,4,2,,3,1
79WN01742,79794024,79,2,4024,79,8,,,0117,,3,5,5,77,137,5,,58,,55,,,,,,25,,,174,0,93,0000,97,331,974,9,1,0,97,,4,2,,2,1
79WN01743,79794026,79,3,4026,79,8,,,9313,,5,6,6,77,137,5,,78,,92,,,,,,25,,,221,0,90,0000,97,604,1131,9,1,0,93,93,4,4,,2,2
79WN01744,79794027,79,2,4027,79,8,,,9313,,5,6,6,77,137,5,,78,,71,,,,,,25,,,221,0,90,0000,97,466,1131,9,1,0,72,92,4,6,,2,2
79WN01745,79794028,79,3,4028,79,8,,,0670,,8,5,5,77,137,5,,78,,75,,,,,,26,,,244,0,93,0000,97,477,1291,9,1,0,96,93,4,5,,3,2
79WN01746,79794029,79,1,4029,79,8,,,0670,241,8,5,5,77,137,5,,78,,71,,,,,,22,,,244,0,93,0000,97,455,1291,9,1,0,87,93,4,5,,3,2
79WN01747,79794030,79,2,4030,79,8,,,0670,,8,5,5,77,137,5,,78,,63,,,,,,22,,,244,0,93,0000,97,394,1291,9,1,0,90,,4,7,,3,2
79WN01748,79794031,79,3,4031,79,8,,,0234,,1,5,5,77,137,5,,58,,92,,,,,,20,,,185,0,93,0000,97,560,1052,9,1,0,153,93,4,1,,1,1
79WN01749,79794032,79,3,4032,79,8,,,5450,,3,5,5,77,137,5,,30,,109,,,,,,24,,,128,0,62,0000,97,683,911,9,1,0,154,93,4,3,,1,2
79WN01750,79794033,79,2,4033,79,8,,,8828,,6,6,6,76,136,5,,58,,42,,,,,,1,,,,0,90,0000,97,257,,9,9,,70,,4,2,,3,1
79WN01751,79794034,79,3,4034,79,8,,,8828,,7,6,6,77,137,5,,58,,70,,,,,,24,,,190,0,90,0000,97,449,905,9,1,0,85,,4,2,,3,1
79WN01752,79794035,79,2,4035,79,8,,,8828,,8,6,6,78,138,5,,58,,58,,,,,,20,,,190,0,90,0000,97,368,905,9,2,0,72,,4,7,,3,2
79WN01753,79794036,79,3,4036,79,8,,,0340,,3,3,3,77,137,5,,10,,105,,,,,,26,,,178,0,19,0000,97,685,686,9,1,0,111,93,3,2,,2,1
79WN01754,79794038,79,3,4038,79,8,,,7361,,5,6,6,77,137,5,,10,,78,,,,,,23,,,177,0,18,0000,97,477,1037,9,1,0,127,93,4,5,,2,2
79WN01755,79794039,79,2,4039,79,8,,,7361,,5,6,6,77,137,5,,10,,77,,,,,,23,,,177,0,18,0000,97,479,1037,9,1,0,114,93,4,5,,2,2
79WN01756,79794040,79,3,4040,79,8,,,2099,,3,4,4,76,136,5,,58,,89,,,,,,27,,,185,0,93,0000,97,550,746,9,1,0,142,93,4,2,,2,1
79WN01757,79794041,79,3,4041,79,8,,,0125,,5,5,5,76,136,5,,57,,84,,,,,,21,,,185,0,93,0000,97,540,1171,9,1,0,105,93,4,5,,2,2
79WN01758,79794042,79,2,4042,79,8,,,0125,,5,5,5,76,136,5,,57,,69,,,,,,24,,,185,0,93,0000,97,439,1171,9,1,0,93,93,4,5,,2,2
79WN01759,79794043,79,3,4043,79,8,,,1187,,8,4,4,76,136,5,,78,,82,,,,,,25,,,238,0,93,0000,97,534,1411,9,1,0,94,93,4,5,,3,2
79WN01760,79794044,79,2,4044,79,8,,,1187,,8,4,4,76,136,5,,78,,76,,,,,,23,,,238,0,93,0000,97,496,1411,9,1,0,85,92,4,5,,3,2
79WN01761,79794046,79,3,4046,79,8,,,0423,,3,5,5,76,136,5,,79,,79,,,,,,22,,,189,0,93,0000,97,506,938,9,1,0,102,93,4,2,,2,1
79WN01762,79794048,79,3,4048,79,8,,,2209,,5,4,4,76,136,5,,57,,94,,,,,,22,,,197,0,93,0000,97,597,937,9,1,0,128,93,4,5,,2,2
79WN01763,79794049,79,3,4049,79,8,,,2209,,5,4,4,76,136,5,,57,,68,,,,,,20,,,197,0,93,0000,97,417,937,9,1,0,113,93,4,5,,2,2
79WN01764,79794050,79,2,4050,79,8,,,8703,,5,6,6,76,136,5,,79,,84,,,,,,25,,,191,0,90,0000,97,535,1278,9,1,0,112,92,4,4,,2,2
79WN01765,79794051,79,2,4051,79,8,,,8703,,5,6,6,76,136,5,,79,,63,,,,,,20,,,191,0,90,0000,97,399,1278,9,1,0,87,,4,6,,2,2
79WN01766,79794052,79,3,4052,79,8,,,0518,,5,5,5,76,136,5,,75,,69,,,,,,23,,,211,0,93,0000,97,448,1336,9,1,0,81,,4,5,,2,2
79WN01767,79794053,79,2,4053,79,8,,,0518,,5,5,5,76,136,5,,75,,77,,,,,,20,,,211,0,93,0000,97,510,1336,9,1,0,77,92,4,5,,2,2
79WN01768,79794054,79,2,4054,79,8,,,8624,,8,6,6,76,136,5,,78,,49,,,,,,24,,,231,0,90,0000,97,300,1247,9,1,0,82,95,4,7,,3,2
79WN01769,79794055,79,3,4055,79,8,,,8624,,8,6,6,77,137,5,,78,,70,,,,,,20,,,231,0,90,0000,97,463,1247,9,2,0,66,93,4,7,,3,2
79WN01770,79794056,79,3,4056,79,8,,,8624,,8,6,6,77,137,5,,78,,77,,,,,,21,,,231,0,90,0000,97,496,1247,9,2,0,90,93,4,3,,3,2
79WN01771,79794057,79,2,4057,79,8,,,1476,,1,3,3,76,136,5,,20,,91,,,,,,25,,,159,0,43,0000,97,582,860,9,1,0,118,92,3,1,,1,1
79WN01772,79794059,79,3,4059,79,8,,,9186,,3,6,6,76,136,5,,58,,104,,,,,,21,,,190,0,90,0000,97,676,1043,9,1,0,120,93,4,2,,2,1
79WN01773,79794060,79,2,4060,79,8,,,9143,,1,6,6,76,136,5,,58,,86,,,,,,24,,,170,0,90,0000,97,548,1035,9,1,0,115,92,4,1,,1,1
79WN01774,79794061,79,2,4061,79,8,,,4231,,8,3,3,76,136,5,,75,,45,,,,,,21,,,239,0,93,0000,97,293,1229,9,1,0,52,97,3,7,,3,2
79WN01775,79794062,79,3,4062,79,8,,,4231,,8,3,3,76,136,5,,75,,76,,,,,,24,,,239,0,93,0000,97,506,1229,9,1,0,72,,3,3,,3,2
79WN01776,79794063,79,3,4063,79,8,,,6672,,3,3,3,76,136,5,,30,,114,,,,,,22,,,158,0,62,0000,97,750,928,9,1,0,120,93,3,2,,2,1
79WN01777,79794065,79,2,4065,79,8,,,0609,,7,5,5,71,131,5,,75,,78,,,,,,3,,,200,0,93,0000,97,531,950,9,4,0,85,92,4,2,,3,1
79WN01778,79794066,79,2,4066,79,8,,,0609,,7,5,5,76,136,5,,75,,88,,,,,,22,,,200,0,93,0000,97,580,950,9,1,0,91,92,4,2,,3,1
79WN01779,79794068,79,3,4068,79,8,,,3956,,5,3,3,76,136,5,,79,,72,,,,,,24,,,211,0,93,0000,97,468,1116,9,1,0,84,93,3,5,,2,2
79WN01780,79794069,79,2,4069,79,8,,,3956,,5,3,3,76,136,5,,79,,80,,,,,,21,,,211,0,93,0000,97,520,1116,9,1,0,93,92,3,5,,2,2
79WN01781,79794070,79,2,4070,79,8,,,0354,,8,5,5,76,136,5,,57,,72,,,,,,24,,,218,0,93,0000,97,448,1286,9,1,0,111,92,4,7,,3,2
79WN01782,79794071,79,2,4071,79,8,,,0354,,8,5,5,76,136,5,,57,,82,,,,,,23,,,218,0,93,0000,97,529,1286,9,1,0,100,92,4,5,,3,2
79WN01783,79794072,79,3,4072,79,8,,,0354,,8,5,5,76,136,5,,57,,76,,,,,,21,,,218,0,93,0000,97,490,1286,9,1,0,94,93,4,5,,3,2
79WN01784,79794073,79,2,4073,79,8,,,4681,,1,6,6,76,136,5,,30,,86,,,,,,21,,,123,0,62,0000,97,534,833,9,1,0,134,92,4,1,,1,1
79WN01785,79794074,79,2,4074,79,8,,,5889,,5,4,4,76,136,5,,30,,102,,,,,,27,,,148,0,62,0000,97,676,705,9,1,0,101,92,4,3,,2,2
79WN01786,79794075,79,2,4075,79,8,,,8829,,1,4,4,76,136,5,,10,,85,,,,,,23,,,148,0,18,0000,97,546,871,9,1,0,107,92,4,1,,1,1
79WN01787,79794076,79,3,4076,79,8,,,0542,,1,5,5,76,136,5,,58,,98,,,,,,23,,,185,0,93,0000,97,626,915,9,1,0,128,93,4,1,,1,1
79WN01788,79794077,79,2,4077,79,8,,,9350,,5,5,5,76,136,5,,20,,89,,,,,,26,,,164,0,42,0000,97,578,832,9,1,0,104,92,4,5,,2,2
79WN01789,79794078,79,3,4078,79,8,,,9350,,5,5,5,76,136,5,,20,,82,,,,,,27,,,164,0,42,0000,97,529,832,9,1,0,101,93,4,5,,2,2
79WN01790,79794079,79,3,4079,79,8,,,3836,,5,3,3,77,137,5,,75,,58,,,,,,19,,,225,0,93,0000,97,355,1299,9,2,0,94,,3,7,,2,2
79WN01791,79794080,79,2,4080,79,8,,,3836,,3,3,3,76,136,5,,75,,83,,,,,,27,,,225,0,93,0000,97,532,1299,9,1,0,106,92,3,2,,2,1
79WN01792,79794082,79,3,4082,79,8,,,8853,,5,6,6,76,136,5,,20,,86,,,,,,24,,,171,0,42,0000,97,538,1059,9,1,0,128,93,4,5,,2,2
79WN01793,79794083,79,2,4083,79,8,,,8853,,5,6,6,76,136,5,,20,,79,,,,,,21,,,171,0,42,0000,97,493,1059,9,1,0,120,92,4,5,,2,2
79WN01794,79794084,79,2,4084,79,8,,,8720,,3,6,6,76,136,5,,58,,89,,,,,,26,,,180,0,90,0000,97,575,1121,9,1,0,108,92,4,2,,2,1
79WN01795,79794085,79,2,4085,79,8,,,8720,,3,6,6,76,136,5,,58,,95,,,,,,23,,,180,0,90,0000,97,621,1121,9,1,0,106,92,4,2,,2,1
79WN01796,79794086,79,2,4086,79,8,,,2228,,5,4,4,76,136,5,,78,,89,,,,,,21,,,226,0,93,0000,97,573,1297,9,1,0,111,92,4,5,,2,2
79WN01797,79794087,79,3,4087,79,8,,,2228,,5,4,4,76,136,5,,78,,85,,,,,,25,,,226,0,93,0000,97,546,1297,9,1,0,107,93,4,5,,2,2
79WN01798,79794088,79,2,4088,79,8,,,1779,,8,4,4,76,136,5,,75,,92,,,,,,26,,,238,0,93,0000,97,612,1278,9,1,0,88,92,4,3,,3,2
79WN01799,79794089,79,3,4089,79,8,,,1779,,8,4,4,76,136,5,,75,,60,,,,,,22,,,238,0,93,0000,97,397,1278,9,1,0,60,,4,7,,3,2
79WN01800,79794090,79,2,4090,79,8,,,1779,,8,4,4,76,136,5,,75,,67,,,,,,25,,,238,0,93,0000,97,432,1278,9,1,0,82,93,4,7,,3,2
79WN01801,79794091,79,3,4091,79,8,,,9693,,3,5,5,76,136,5,,20,,96,,,,,,21,,,126,0,42,0000,97,601,674,9,1,0,142,93,4,3,,1,2
79WN01802,79794092,79,3,4092,79,8,,,0096,,1,5,5,76,136,5,,59,,101,,,,,,24,,,163,0,93,0000,97,643,1027,9,1,0,135,93,4,1,,1,1
79WN01803,79794093,79,3,4093,79,8,,,8593,,7,6,6,75,135,5,,79,,64,,,,,,27,,,241,0,90,0000,97,421,1326,9,1,0,72,93,4,2,,3,1
79WN01804,79794094,79,2,4094,79,8,,,0574,,5,5,5,75,135,5,,58,,76,,,,,,27,,,163,0,93,0000,97,488,796,9,1,0,101,92,4,5,,2,2
79WN01805,79794095,79,3,4095,79,8,,,0574,,5,5,5,75,135,5,,58,,80,,,,,,27,,,163,0,93,0000,97,519,796,9,1,0,99,93,4,5,,2,2
79WN01806,79794096,79,3,4096,79,8,,,9043,,1,4,4,75,135,5,,10,,99,,,,,,24,,,163,0,18,0000,97,641,880,9,1,0,124,93,4,1,,1,1
79WN01807,79794097,79,3,4097,79,8,,,8854,,8,6,6,75,135,5,,78,,99,,,,,,26,,,211,0,90,0000,97,657,1173,9,1,0,103,93,4,4,,3,2
79WN01808,79794098,79,2,4098,79,8,,,8854,,8,6,6,75,135,5,,78,,71,,,,,,22,,,211,0,90,0000,97,464,1173,9,1,0,84,92,4,6,,3,2
79WN01809,79794099,79,2,4099,79,8,,,8854,,7,6,6,75,135,5,,78,,61,,,,,,26,,,211,0,90,0000,97,384,1173,9,1,0,92,,4,2,,3,1
79WN01810,79794100,79,2,4100,79,8,,,8547,,5,6,6,75,135,5,,58,,84,,,,,,20,,,170,0,90,0000,97,544,1034,9,1,0,105,92,4,5,,2,2
79WN01811,79794101,79,2,4101,79,8,,,8547,,5,6,6,75,135,5,,58,,78,,,,,,20,,,170,0,90,0000,97,511,1034,9,1,0,90,92,4,5,,2,2
79WN01812,79794103,79,1,4103,79,8,,,0136,280,3,5,5,75,135,5,,79,,103,,,,,,21,,,189,0,93,0000,97,659,1134,9,1,0,140,93,4,2,,2,1
79WN01813,79794104,79,2,4104,79,8,,,0594,,5,5,5,75,135,5,,75,,91,,,,,,26,,,211,0,93,0000,97,597,1222,9,1,0,104,92,4,5,,2,2
79WN01814,79794105,79,3,4105,79,8,,,0594,,5,5,5,75,135,5,,75,,47,,,,,,23,,,211,0,93,0000,97,265,1222,9,1,0,112,,4,5,,2,2
79WN01815,79794106,79,3,4106,79,8,,,5268,,1,2,2,75,135,5,,57,,87,,,,,,22,,,172,0,93,0000,97,548,1082,9,1,0,130,93,2,1,,1,1
79WN01816,79794107,79,3,4107,79,8,,,8593,,8,6,6,75,135,5,,79,,80,,,,,,21,,,241,0,90,0000,97,529,1326,9,1,0,86,93,4,4,,3,2
79WN01817,79794108,79,2,4108,79,8,,,8593,,8,6,6,75,135,5,,79,,84,,,,,,22,,,241,0,90,0000,97,575,1326,9,1,0,64,92,4,6,,3,2
79WN01818,79794109,79,3,4109,79,8,,,1634,,8,4,4,75,135,5,,79,,87,,,,,,22,,,251,0,93,0000,97,562,1329,9,1,0,111,93,4,4,,3,2
79WN01819,79794110,79,2,4110,79,8,,,1634,,8,4,4,75,135,5,,79,,81,,,,,,20,,,251,0,93,0000,97,532,1329,9,1,0,92,92,4,6,,3,2
79WN01820,79794111,79,2,4111,79,8,,,1634,,7,4,4,70,130,5,,79,,72,,,,,,3,,,251,0,93,0000,97,483,1329,9,4,0,92,92,4,2,,3,1
79WN01821,79794112,79,3,4112,79,8,,,0569,,5,5,5,75,135,5,,58,,93,,,,,,27,,,185,0,93,0000,97,609,1044,9,1,0,108,93,4,5,,2,2
79WN01822,79794113,79,1,4113,79,8,,,0569,285,5,5,5,75,135,5,,58,,80,,,,,,22,,,185,0,93,0000,97,510,1044,9,1,0,111,93,4,5,,2,2
79WN01823,79794114,79,2,4114,79,8,,,8500,,5,6,6,75,135,5,,58,,71,,,,,,21,,,210,0,90,0000,97,450,1174,9,1,0,103,92,4,5,,2,2
79WN01824,79794115,79,3,4115,79,8,,,8500,,5,6,6,75,135,5,,58,,93,,,,,,20,,,210,0,90,0000,97,607,1174,9,1,0,110,93,4,5,,2,2
79WN01825,79794117,79,3,4117,79,8,,,0554,,1,4,4,75,135,5,,20,,113,,,,,,20,,,135,0,43,0000,97,735,730,9,1,0,138,93,4,1,,1,1
79WN01826,79794118,79,3,4118,79,8,,,5386,,5,5,5,75,135,5,,30,,79,,,,,,22,,,178,0,62,0000,97,520,965,9,1,0,88,93,4,6,,2,2
79WN01827,79794119,79,2,4119,79,8,,,5386,,5,5,5,75,135,5,,30,,67,,,,,,20,,,178,0,62,0000,97,418,965,9,1,0,106,93,4,4,,2,2
79WN01828,79794121,79,2,4121,79,8,,,1649,,8,4,4,75,135,5,,58,,66,,,,,,22,,,197,0,93,0000,97,430,1269,9,1,0,79,93,4,7,,3,2
79WN01829,79794122,79,3,4122,79,8,,,1649,,8,4,4,75,135,5,,58,,79,,,,,,25,,,197,0,93,0000,97,529,1269,9,1,0,76,93,4,4,,3,2
79WN01830,79794123,79,2,4123,79,8,,,1649,,8,4,4,75,135,5,,58,,72,,,,,,26,,,197,0,93,0000,97,486,1269,9,1,0,64,92,4,6,,3,2
79WN01831,79794124,79,3,4124,79,8,,,4347,,3,3,3,76,136,5,,79,,80,,,,,,21,,,211,0,93,0000,97,529,908,9,2,0,81,93,3,2,,2,1
79WN01832,79794126,79,3,4126,79,8,,,5014,,5,6,6,77,137,5,,30,,89,,,,,,17,,,156,0,62,0000,97,580,742,9,3,0,95,93,4,6,,2,2
79WN01833,79794127,79,2,4127,79,8,,,5014,,3,6,6,75,135,5,,30,,89,,,,,,25,,,156,0,62,0000,97,566,742,9,1,0,126,92,4,2,,2,1
79WN01834,79794128,79,2,4128,79,8,,,8714,,8,6,6,75,135,5,,58,,77,,,,,,26,,,200,0,90,0000,97,504,1109,9,1,0,89,92,4,5,,3,2
79WN01835,79794129,79,2,4129,79,8,,,8714,,8,6,6,75,135,5,,58,,73,,,,,,21,,,200,0,90,0000,97,484,1109,9,1,0,77,92,4,5,,3,2
79WN01836,79794130,79,2,4130,79,8,,,8714,,7,6,6,70,130,5,,58,,74,,,,,,3,,,200,0,90,0000,97,494,1109,9,4,0,98,92,4,2,,3,1
79WN01837,79794131,79,3,4131,79,8,,,0586,,5,5,5,75,135,5,,57,,74,,,,,,26,,,185,0,93,0000,97,480,1111,9,1,0,92,93,4,5,,2,2
79WN01838,79794132,79,3,4132,79,8,,,0586,,5,5,5,75,135,5,,57,,65,,,,,,20,,,185,0,93,0000,97,407,1111,9,1,0,100,93,4,5,,2,2
79WN01839,79794133,79,2,4133,79,8,,,3518,,5,3,3,75,135,5,,78,,81,,,,,,20,,,211,0,93,0000,97,526,1030,9,1,0,100,92,3,4,,2,2
79WN01840,79794134,79,3,4134,79,8,,,3518,,5,3,3,75,135,5,,78,,90,,,,,,27,,,211,0,93,0000,97,604,1030,9,1,0,84,93,3,6,,2,2
79WN01841,79794135,79,3,4135,79,8,,,9384,,1,5,5,75,135,5,,20,,107,,,,,,25,,,139,0,42,0000,97,699,941,9,1,0,126,93,4,1,,1,1
79WN01842,79794136,79,3,4136,79,8,,,1286,,1,4,4,75,135,5,,79,,110,,,,,,25,,,188,0,93,0000,97,708,981,9,1,0,144,93,4,1,,1,1
79WN01843,79794137,79,2,4137,79,8,,,8465,,3,6,6,75,135,5,,78,,79,,,,,,25,,,231,0,90,0000,97,500,1170,9,1,0,115,92,4,2,,2,1
79WN01844,79794140,79,3,4140,79,8,,,2291,,1,4,4,75,135,5,,57,,90,,,,,,24,,,160,0,93,0000,97,570,1159,9,1,0,131,93,4,1,,1,1
79WN01845,79794141,79,2,4141,79,8,,,2261,,5,4,4,74,134,5,,75,,83,,,,,,26,,,213,0,93,0000,97,530,1275,9,1,0,120,93,4,5,,2,2
79WN01846,79794138,79,3,4138,79,8,,,2261,,5,4,4,74,134,5,,75,,77,,,,,,26,,,213,0,93,0000,97,483,1275,9,1,0,123,93,4,5,,2,2
79WN01847,79794142,79,3,4142,79,8,,,0274,,5,5,5,74,134,5,,75,,85,,,,,,24,,,255,0,93,0000,97,568,1453,9,1,0,89,93,4,5,,2,2
79WN01848,79794143,79,3,4143,79,8,,,0274,,5,5,5,74,134,5,,75,,86,,,,,,24,,,255,0,93,0000,97,564,1453,9,1,0,104,93,4,5,,2,2
79WN01849,79794144,79,2,4144,79,8,,,9220,,5,6,6,74,134,5,,75,,94,,,,,,25,,,231,0,90,0000,97,617,1323,9,1,0,113,92,4,5,,2,2
79WN01850,79794145,79,3,4145,79,8,,,9220,,5,6,6,74,134,5,,75,,88,,,,,,21,,,231,0,90,0000,97,579,1323,9,1,0,104,93,4,5,,2,2
79WN01851,79794146,79,3,4146,79,8,,,8925,,5,6,6,74,134,5,,79,,84,,,,,,23,,,181,0,90,0000,97,534,1149,9,1,0,124,93,4,5,,2,2
79WN01852,79794147,79,2,4147,79,8,,,8925,,5,6,6,74,134,5,,79,,76,,,,,,20,,,181,0,90,0000,97,473,1149,9,1,0,126,92,4,5,,2,2
79WN01853,79794148,79,3,4148,79,8,,,8402,,1,5,5,74,134,5,,10,,92,,,,,,23,,,131,0,18,0000,97,582,518,9,1,0,140,93,4,1,,1,1
79WN01854,79794149,79,2,4149,79,8,,,0079,,1,5,5,74,134,5,,58,,92,,,,,,22,,,118,0,93,0000,97,590,621,9,1,0,130,92,4,1,,1,1
79WN01855,79794150,79,2,4150,79,8,,,1150,,5,4,4,74,134,5,,78,,81,,,,,,24,,,201,0,93,0000,97,519,1179,9,1,0,115,92,4,5,,2,2
79WN01856,79794151,79,2,4151,79,8,,,1150,,5,4,4,74,134,5,,78,,73,,,,,,23,,,201,0,93,0000,97,472,1179,9,1,0,98,92,4,5,,2,2
79WN01857,79794152,79,2,4152,79,8,,,5165,,1,2,2,74,134,5,,57,,51,,,,,,26,,,172,0,93,0000,97,304,957,9,1,0,103,,2,1,,1,1
79WN01858,79794153,79,2,4153,79,8,,,0436,,5,5,5,74,134,5,,57,,98,,,,,,21,,,196,0,93,0000,97,647,1060,9,1,0,113,92,4,5,,2,2
79WN01859,79794154,79,2,4154,79,8,,,0436,,5,5,5,74,134,5,,57,,57,,,,,,26,,,196,0,93,0000,97,341,1060,9,1,0,113,93,4,5,,2,2
79WN01860,79794155,79,3,4155,79,8,,,9263,,5,6,6,74,134,5,,58,,79,,,,,,21,,,180,0,90,0000,97,496,1256,9,1,0,125,93,4,5,,2,2
79WN01861,79794156,79,3,4156,79,8,,,9263,,5,6,6,74,134,5,,58,,91,,,,,,22,,,180,0,90,0000,97,587,1256,9,1,0,124,93,4,5,,2,2
79WN01862,79794157,79,3,4157,79,8,,,0625,,5,5,5,74,134,5,,58,,86,,,,,,27,,,185,0,93,0000,97,560,1226,9,1,0,109,93,4,5,,2,2
79WN01863,79794158,79,3,4158,79,8,,,0625,,5,5,5,74,134,5,,58,,95,,,,,,20,,,185,0,93,0000,97,623,1226,9,1,0,115,93,4,5,,2,2
79WN01864,79794159,79,3,4159,79,8,,,0497,,1,5,5,74,134,5,,57,,86,,,,,,24,,,163,0,93,0000,97,572,932,9,1,0,93,93,4,1,,1,1
79WN01865,79794160,79,2,4160,79,8,,,9189,,5,5,5,74,134,5,,20,,87,,,,,,24,,,151,0,42,0000,97,564,677,9,1,0,114,92,4,5,,2,2
79WN01866,79794161,79,2,4161,79,8,,,9189,,5,5,5,74,134,5,,20,,75,,,,,,22,,,151,0,42,0000,97,463,677,9,1,0,129,92,4,5,,2,2
79WN01867,79794162,79,2,4162,79,8,,,3952,,5,3,3,74,134,5,,58,,71,,,,,,24,,,189,0,93,0000,97,446,1206,9,1,0,113,92,3,5,,2,2
79WN01868,79794163,79,2,4163,79,8,,,3952,,5,3,3,74,134,5,,58,,81,,,,,,21,,,189,0,93,0000,97,524,1206,9,1,0,108,92,3,5,,2,2
79WN01869,79794164,79,3,4164,79,8,,,4286,,5,3,3,74,134,5,,58,,68,,,,,,27,,,203,0,93,0000,97,437,1043,9,1,0,94,93,3,5,,2,2
79WN01870,79794165,79,2,4165,79,8,,,4286,,5,3,3,74,134,5,,58,,67,,,,,,26,,,203,0,93,0000,97,439,1043,9,1,0,82,93,3,5,,2,2
79WN01871,79794166,79,2,4166,79,8,,,3546,,1,3,3,74,134,5,,58,,102,,,,,,20,,,174,0,93,0000,97,657,896,9,1,0,140,92,3,1,,1,1
79WN01872,79794167,79,3,4167,79,8,,,8476,,5,5,5,73,133,5,,10,,87,,,,,,26,,,181,0,18,0000,97,556,928,9,1,0,131,93,4,5,,2,2
79WN01873,79794168,79,2,4168,79,8,,,8476,,5,5,5,73,133,5,,10,,77,,,,,,20,,,181,0,18,0000,97,488,928,9,1,0,121,92,4,5,,2,2
79WN01874,79794169,79,2,4169,79,8,,,3567,,5,3,3,74,134,5,,58,,85,,,,,,22,,,203,0,93,0000,97,547,902,9,2,0,117,92,3,5,,2,2
79WN01875,79794170,79,2,4170,79,8,,,3567,,5,3,3,74,134,5,,58,,71,,,,,,22,,,203,0,93,0000,97,452,902,9,2,0,104,92,3,5,,2,2
79WN01876,79794171,79,2,4171,79,8,,,1555,,5,4,4,74,134,5,,79,,70,,,,,,20,,,188,0,93,0000,97,458,1147,9,2,0,86,92,4,4,,2,2
79WN01877,79794172,79,3,4172,79,8,,,1555,,5,4,4,74,134,5,,79,,61,,,,,,22,,,188,0,93,0000,97,407,1147,9,2,0,65,93,4,6,,2,2
79WN01878,79794173,79,2,4173,79,8,,,1310,,5,4,4,74,134,9,1,78,2,88,04,03,07,05,053,17,5,7,238,0,93,0000,97,577,1297,9,2,0,107,92,4,4,,2,2
79WN01879,79794174,79,2,4174,79,8,,,1310,,5,4,4,74,134,5,,78,,77,,,,,,19,,,238,0,93,0000,97,509,1297,9,2,0,88,92,4,6,,2,2
79WN01880,79794175,79,2,4175,79,8,,,3886,,5,3,3,74,134,5,,57,,82,,,,,,22,,,174,0,93,0000,97,522,994,9,2,0,121,92,3,5,,2,2
79WN01881,79794176,79,2,4176,79,8,,,3886,,5,3,3,74,134,5,,57,,72,,,,,,19,,,174,0,93,0000,97,459,994,9,2,0,105,92,3,5,,2,2
79WN01882,79794177,79,2,4177,79,8,,,0765,,5,5,5,74,134,5,,58,,87,,,,,,22,,,174,0,93,0000,97,575,1220,9,2,0,100,92,4,5,,2,2
79WN01883,79794178,79,2,4178,79,8,,,0765,,5,5,5,74,134,5,,58,,81,,,,,,19,,,174,0,93,0000,97,534,1220,9,2,0,94,92,4,5,,2,2
