UID,IDLAMB,YR,SEX,ETAG,LBRD,LB1,LINE,BPEN,DAM,TESTE,TBRE,ADAM,ADAM2,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,MENB,LB2,DBRD,SIRE,SBRD,ADG,MELW,TM,BAND,IDX,BRWT,CAUSE,CADAM,CTBR,ABN,TB,TR
79WN00510,79432862,79,1,2862,43,4,42,852,8381,243,3,6,6,65,125,1,1,,1,91,11,04,09,07,036,1,2,4,171,3,42,1717,43,660,871,3,5,131,85,,4,2,,2,1
79WN00511,79432864,79,3,2864,43,4,41,414,0431,,2,4,4,64,124,1,1,,1,74,13,03,10,09,043,1,5,6,,3,43,2326,43,489,,6,9,,134,93,4,1,,1,1
79WN00512,79432865,79,1,2865,43,4,42,952,1414,201,1,3,3,67,127,1,1,,2,77,07,03,08,06,048,6,4,5,142,3,43,1900,43,501,779,3,3,138,134,93,3,1,,1,1
79WN00513,79432866,79,1,2866,43,4,42,842,0957,251,1,3,3,64,124,1,1,,1,91,07,03,09,07,037,1,1,2,142,3,43,1747,43,632,805,3,5,148,126,,3,1,,1,1
79WN00514,79432867,79,1,2867,43,4,40,402,0825,187,5,3,3,66,126,1,1,,2,72,05,03,09,08,045,14,5,6,159,3,43,1684,43,502,939,2,2,157,88,,3,5,,2,2
79WN00515,79432868,79,1,2868,43,4,40,402,0825,150,5,3,3,66,126,1,1,,2,72,06,03,09,08,040,17,5,6,159,3,43,1684,43,507,939,2,2,149,81,,3,5,,2,2
79WN00516,79432869,79,2,2869,43,4,40,401,0742,,1,3,3,66,126,1,1,,2,80,07,03,08,07,041,2,4,5,142,3,43,2055,43,533,798,2,2,139,128,,3,1,,1,1
79WN00517,79432871,79,2,2871,43,4,42,932,1755,,1,2,2,64,124,1,1,,1,65,07,03,09,07,048,1,3,4,150,3,43,1962,43,443,769,3,5,137,101,,2,1,,1,1
79WN00518,79432872,79,1,2872,43,4,40,403,7782,191,5,7,7,66,126,1,1,,2,77,06,03,08,08,038,5,6,8,160,3,42,1980,43,515,1031,2,2,152,121,,5,5,,2,2
79WN00519,79432873,79,2,2873,43,4,40,403,7782,,5,7,7,66,126,1,1,,2,75,09,03,08,07,045,4,6,8,160,3,42,1980,43,498,1031,2,2,139,122,,5,5,,2,2
79WN00520,79432874,79,1,2874,43,4,43,434,2107,186,1,2,2,64,124,1,1,,2,90,07,03,08,07,043,1,4,5,150,3,43,2290,43,629,815,6,5,157,120,,2,1,,1,1
79WN00521,79432875,79,1,2875,43,4,42,852,1570,169,1,2,2,64,124,1,1,,1,87,14,03,08,07,040,1,2,3,150,3,43,1717,43,596,809,3,5,117,131,93,2,1,90,1,1
79WN00522,79432876,79,2,2876,43,4,43,432,0281,,1,4,4,64,124,1,1,,1,90,07,03,07,06,052,1,4,5,149,3,43,2203,43,641,858,6,5,160,105,,4,1,,1,1
79WN00523,79432877,79,1,2877,43,4,41,411,1126,257,1,3,3,66,126,1,1,,1,94,06,03,07,06,058,17,3,5,159,3,43,2469,43,657,742,6,2,167,112,,3,1,,1,1
79WN00524,79432878,79,1,2878,43,4,43,435,0563,154,5,4,4,64,124,1,1,,1,60,09,03,10,10,030,1,3,4,149,3,43,2235,43,413,858,6,5,125,88,,4,5,,2,2
79WN00525,79432879,79,1,2879,43,4,43,435,0563,183,5,4,4,64,124,1,1,,3,81,09,03,10,09,032,1,1,2,149,3,43,2235,43,570,858,6,5,144,103,,4,5,,2,2
79WN00526,79432880,79,1,2880,43,4,43,431,9554,133,5,5,5,63,123,1,6,,3,63,11,03,11,09,030,1,3,4,164,3,42,2497,43,417,776,6,5,116,117,01,4,4,,2,2
79WN00527,79432881,79,1,2881,43,4,43,431,9554,186,3,5,5,63,123,1,1,,1,79,12,03,10,08,039,1,2,4,164,3,42,2497,43,562,776,6,5,125,99,,4,2,,2,1
79WN00528,79432882,79,2,2882,43,4,43,433,0819,,1,3,3,63,123,1,1,,1,74,07,03,08,07,049,1,4,6,142,3,43,2381,43,507,779,6,5,142,117,,3,1,,1,1
79WN00529,79432883,79,1,2883,43,4,42,902,9505,230,5,5,5,63,123,1,1,,1,74,08,03,08,07,046,1,2,3,176,3,42,1696,43,527,926,3,5,147,92,93,4,5,,2,2
79WN00530,79432884,79,1,2884,43,4,42,902,9505,172,5,5,5,63,123,1,2,,2,75,09,03,09,08,045,1,2,3,176,3,42,1696,43,528,926,3,5,146,100,,4,5,,2,2
79WN00531,79432886,79,1,2886,43,4,42,822,0919,119,3,3,3,65,125,1,2,,1,47,07,03,11,10,027,5,3,5,159,3,43,1929,43,291,719,3,2,109,106,,3,2,,2,1
79WN00532,79432887,79,2,2887,43,4,43,434,0548,,5,4,4,63,123,1,1,,2,66,06,03,08,08,047,1,4,6,178,3,43,2290,43,454,1007,6,5,154,102,,4,5,,2,2
79WN00533,79432888,79,1,2888,43,4,43,434,0548,187,5,4,4,63,123,1,1,,1,75,07,03,08,08,039,1,4,5,178,3,43,2290,43,527,1007,6,5,151,102,,4,5,,2,2
79WN00534,79432889,79,2,2889,43,4,41,412,1593,,3,2,2,65,125,1,1,,2,78,06,03,08,05,049,9,3,4,150,3,43,2215,43,507,867,6,2,144,146,,2,3,,1,2
79WN00535,79432890,79,2,2890,43,4,42,852,6497,,1,8,8,63,123,1,1,,3,74,09,03,09,07,040,1,4,5,143,3,42,1717,43,515,612,3,5,127,107,,5,1,,1,1
79WN00536,79432891,79,1,2891,43,4,42,872,1674,219,1,2,2,65,125,1,2,,2,78,06,03,08,07,046,15,3,4,150,3,43,1836,43,534,801,3,2,152,113,,2,1,,1,1
79WN00537,79432892,79,1,2892,43,4,43,434,6688,249,1,8,8,63,123,1,1,,2,95,09,03,08,08,047,1,2,3,143,3,42,2290,43,656,824,6,5,154,143,,5,1,,1,1
79WN00538,79432893,79,1,2893,43,4,42,922,1362,131,5,3,3,65,125,1,1,,2,70,07,03,09,09,034,11,4,4,176,3,43,1821,43,474,826,3,2,140,108,93,3,5,,2,2
79WN00539,79432894,79,2,2894,43,4,42,922,1362,,5,3,3,65,125,1,1,,2,61,06,03,10,09,042,3,3,4,176,3,43,1821,43,402,826,3,2,142,108,70,3,5,,2,2
79WN00540,79432896,79,2,2896,43,4,41,411,1759,,1,2,2,65,125,1,1,,2,75,05,03,09,07,043,10,5,6,150,3,43,2469,43,524,801,6,2,153,95,,2,1,,1,1
79WN00541,79432897,79,1,2897,43,4,40,402,1634,292,1,2,2,65,125,1,1,,2,92,11,03,08,08,051,7,6,8,150,3,43,1684,43,634,829,2,2,146,128,,2,1,,1,1
79WN00542,79432900,79,1,2900,43,4,41,412,1316,249,3,3,3,65,125,1,2,,2,91,05,03,08,06,040,11,6,7,159,3,43,2215,43,639,893,6,2,162,111,,3,2,,2,1
79WN00543,79432901,79,1,2901,43,4,41,412,1316,131,5,3,3,59,119,1,1,,1,51,06,03,10,11,039,15,6,8,159,3,43,2215,43,333,893,6,4,133,114,,3,3,,2,2
79WN00544,79432902,79,1,2902,43,4,42,802,0876,201,1,3,3,65,125,1,1,,2,87,07,03,10,07,036,1,5,6,142,3,43,1848,43,600,816,3,2,142,120,93,3,1,,1,1
79WN00545,79432903,79,1,2903,43,4,42,942,8840,139,5,6,6,65,125,1,2,,1,58,05,03,10,07,049,10,5,6,160,3,42,1866,43,395,881,3,2,147,86,,4,5,,2,2
79WN00546,79432904,79,2,2904,43,4,40,402,1137,,5,3,3,65,125,1,1,,1,62,05,03,10,08,049,14,6,7,159,3,43,1684,43,414,925,2,2,157,102,,3,6,,2,2
79WN00547,79432905,79,2,2905,43,4,40,402,1137,,5,3,3,65,125,1,1,,1,78,06,03,09,07,043,9,4,5,159,3,43,1684,43,526,925,2,2,142,122,,3,4,,2,2
79WN00548,79432906,79,2,2906,43,4,42,942,8840,,5,6,6,65,125,1,1,,2,71,06,03,09,08,041,1,4,5,160,3,42,1866,43,487,881,3,2,152,101,,4,5,,2,2
79WN00549,79432907,79,2,2907,43,4,42,892,8707,,1,6,6,65,125,1,1,,1,62,08,06,10,07,042,13,4,5,160,3,42,1875,43,410,780,3,2,112,107,,4,1,,1,1
79WN00550,79432908,79,1,2908,43,4,40,404,1062,209,5,3,3,66,126,1,1,,2,83,07,03,07,07,044,15,4,6,159,3,43,1788,43,558,803,2,3,156,127,,3,5,,2,2
79WN00551,79432909,79,1,2909,43,4,40,404,1062,184,5,3,3,66,126,1,1,,1,80,06,03,08,08,040,3,5,6,159,3,43,1788,43,517,803,2,3,157,148,,3,5,,2,2
79WN00552,79432912,79,1,2912,43,4,40,402,9523,0,3,5,5,65,125,1,1,,2,84,09,03,08,08,045,7,4,6,139,3,42,1684,43,599,805,2,2,147,91,93,4,2,91,2,1
79WN00553,79432913,79,1,2913,43,4,40,402,9523,242,3,5,5,59,119,1,1,,2,86,09,03,08,08,037,13,5,7,139,3,42,1684,43,650,805,2,4,151,87,46,4,2,,2,1
79WN00554,79432914,79,2,2914,43,4,40,401,1622,,1,2,2,66,126,1,1,,2,78,08,03,08,08,046,16,5,7,150,3,43,2055,43,529,809,2,3,147,113,,2,1,,1,1
79WN00555,79432917,79,1,2917,43,4,42,872,1167,228,3,3,3,64,124,1,2,,2,79,06,03,08,07,041,8,4,5,142,3,43,1836,43,561,694,3,2,149,94,,3,2,,2,1
79WN00556,79432918,79,1,2918,43,4,42,872,1167,218,3,3,3,64,124,1,3,,1,73,06,03,08,07,049,18,3,4,142,3,43,1836,43,500,694,3,2,149,110,93,3,2,,2,1
79WN00557,79432920,79,1,2920,43,4,40,404,0054,265,1,4,4,64,124,1,1,,2,100,07,03,06,06,047,7,6,8,135,3,43,1788,43,685,745,2,2,165,150,19,4,1,,1,1
79WN00558,79432921,79,2,2921,43,4,43,433,0758,,1,3,3,62,122,1,1,,1,83,06,03,07,07,043,1,4,5,142,3,43,2381,43,587,821,6,5,152,114,,3,1,,1,1
79WN00559,79432922,79,2,2922,43,4,42,912,0374,,3,4,4,65,125,1,1,,1,44,13,03,11,09,042,5,4,6,135,3,43,1654,43,267,775,3,3,97,106,,4,5,,1,2
79WN00560,79432923,79,1,2923,43,4,41,411,0241,248,1,4,4,64,124,1,1,,2,93,07,03,08,06,038,16,6,8,121,3,43,2469,43,646,693,6,2,153,129,,4,1,,1,1
79WN00561,79432924,79,2,2924,43,4,43,432,1633,,1,2,2,62,122,1,1,,1,75,09,03,09,07,044,1,3,5,150,3,43,2203,43,527,793,6,5,136,107,,2,1,,1,1
79WN00562,79432926,79,2,2926,43,4,42,932,9669,,4,5,5,62,122,1,1,,3,48,11,03,11,09,037,1,5,6,,3,42,1962,43,326,,3,9,,82,92,4,2,,2,1
79WN00563,79432927,79,2,2927,43,4,41,413,1098,,5,3,3,64,124,1,1,,4,63,05,03,09,07,045,13,3,4,176,3,43,2283,43,436,1054,6,2,148,89,,3,5,,2,2
79WN00564,79432928,79,2,2928,43,4,41,413,1098,,5,3,3,64,124,1,1,,2,72,04,03,10,06,040,2,3,5,176,3,43,2283,43,511,1054,6,2,155,86,,3,5,,2,2
79WN00565,79432929,79,1,2929,43,4,43,432,7138,250,3,7,7,62,122,1,1,,1,81,10,04,10,09,037,1,3,5,180,3,42,2203,43,578,924,6,5,133,105,,5,2,,2,1
79WN00566,79432930,79,2,2930,43,4,43,432,7138,,3,7,7,62,122,1,2,,1,74,10,03,09,07,047,1,7,8,180,3,42,2203,43,529,924,6,5,134,95,,5,2,,2,1
79WN00567,79432931,79,1,2931,43,4,42,862,0240,207,1,4,4,62,122,1,1,,2,83,10,05,09,07,044,1,2,4,135,3,43,2066,43,586,821,3,5,128,115,,4,1,,1,1
79WN00568,79432932,79,2,2932,43,4,41,411,7334,,1,7,7,65,125,1,1,,2,86,08,03,08,07,048,14,5,6,150,3,42,2469,43,576,829,6,3,151,140,,5,1,,1,1
79WN00569,79432933,79,2,2933,43,4,43,435,2081,,3,2,2,62,122,1,1,,2,62,13,04,10,09,032,1,2,3,150,3,43,2235,43,446,819,6,5,125,76,,2,7,,1,2
79WN00570,79432934,79,2,2934,43,4,41,414,0340,,3,4,4,64,124,1,1,,2,73,06,03,09,07,040,18,4,5,164,3,43,2326,43,506,843,6,2,150,102,,4,2,,2,1
79WN00571,79432936,79,1,2936,43,4,41,411,1978,137,5,2,2,64,124,1,1,,2,64,07,03,10,09,043,18,3,5,160,3,43,2469,43,418,901,6,2,148,122,93,2,5,,2,2
79WN00572,79432937,79,2,2937,43,4,41,411,1978,,5,2,2,64,124,1,1,,2,61,07,03,10,10,036,6,3,4,160,3,43,2469,43,403,901,6,2,143,110,,2,5,,2,2
79WN00573,79432938,79,1,2938,43,4,42,902,1253,182,5,3,3,62,122,1,1,,3,59,09,03,10,08,039,1,2,4,159,3,43,1696,43,415,837,3,5,135,84,,3,6,,2,2
79WN00574,79432939,79,1,2939,43,4,42,902,1253,221,5,3,3,62,122,1,1,,1,66,07,03,10,09,040,1,2,3,159,3,43,1696,43,452,837,3,5,143,109,93,3,4,,2,2
79WN00575,79432940,79,1,2940,43,4,40,403,1587,148,5,2,2,64,124,1,1,,1,72,08,03,09,10,039,5,3,5,160,3,43,1980,43,465,937,2,2,150,144,93,2,5,,2,2
79WN00576,79432941,79,1,2941,43,4,40,403,1587,163,5,2,2,64,124,1,1,,2,74,07,03,10,08,039,15,3,5,160,3,43,1980,43,487,937,2,2,153,136,93,2,5,,2,2
79WN00577,79432942,79,2,2942,43,4,40,401,1899,,1,2,2,64,124,1,1,,1,71,06,03,10,09,034,3,3,4,150,3,43,2055,43,507,795,2,2,143,81,,2,1,,1,1
79WN00578,79432943,79,2,2943,43,4,42,822,1516,,1,3,3,64,124,1,1,,3,66,07,03,09,07,053,11,6,7,142,3,43,1929,43,440,715,3,2,136,114,,3,1,03,1,1
79WN00579,79432944,79,2,2944,43,4,41,411,1238,,1,3,3,64,124,1,1,,1,71,07,03,09,08,049,7,6,8,159,3,43,2469,43,508,784,6,2,140,80,,3,1,,1,1
79WN00580,79432945,79,1,2945,43,4,41,411,1568,220,1,2,2,64,124,1,2,,2,100,06,03,07,06,046,2,4,5,150,3,43,2469,43,686,847,6,2,171,149,,2,1,,1,1
79WN00581,79432946,79,2,2946,43,4,43,435,1089,,5,3,3,62,122,1,1,,1,71,10,03,10,08,037,1,4,5,159,3,43,2235,43,495,955,6,5,130,106,,3,5,,2,2
79WN00582,79432947,79,2,2947,43,4,43,435,1089,,5,3,3,62,122,1,1,,3,71,10,03,09,08,038,1,2,4,159,3,43,2235,43,502,955,6,5,130,97,,3,5,,2,2
79WN00583,79432948,79,2,2948,43,4,43,434,1434,,5,3,3,62,122,1,1,,1,60,09,03,09,08,040,1,4,5,159,3,43,2290,43,429,830,6,5,144,77,,3,7,,2,2
79WN00584,79432949,79,2,2949,43,4,43,434,1434,,3,3,3,62,122,1,1,,1,79,07,03,07,06,044,1,5,7,159,3,43,2290,43,570,830,6,5,148,94,,3,2,,2,1
79WN00585,79432951,79,1,2951,43,4,41,414,1121,271,1,3,3,64,124,1,2,,2,98,07,03,07,06,050,6,4,5,142,3,43,2326,43,685,830,6,2,161,131,,3,1,,1,1
79WN00586,79432952,79,1,2952,43,4,43,433,1857,231,1,2,2,58,118,1,1,,2,74,09,03,10,08,052,2,4,5,150,3,43,2381,43,536,791,6,8,121,107,93,2,1,,1,1
79WN00587,79432954,79,1,2954,43,4,42,832,0614,210,3,4,4,61,121,1,1,,1,71,09,03,09,08,051,1,4,5,149,3,43,2016,43,496,758,3,5,142,110,,4,2,,2,1
79WN00588,79432955,79,1,2955,43,4,40,402,1256,239,3,3,3,63,123,1,1,,4,98,08,03,07,07,048,6,4,5,159,3,43,1684,43,722,849,2,2,163,92,,3,2,,2,1
79WN00589,79432958,79,1,2958,43,4,41,411,1669,186,3,2,2,63,123,1,1,,2,70,06,03,11,09,035,4,3,4,160,3,43,2469,43,495,847,6,2,147,91,93,2,2,,2,1
79WN00590,79432959,79,1,2959,43,4,41,411,1669,178,4,2,2,61,121,1,1,,1,58,09,03,10,09,044,1,5,6,,3,43,2469,43,417,,6,9,,76,,2,2,,2,1
79WN00591,79432960,79,1,2960,43,4,43,432,2102,186,1,2,2,61,121,1,1,,1,83,12,03,09,09,044,1,3,4,150,3,43,2203,43,590,805,6,5,134,116,,2,1,,1,1
79WN00592,79432961,79,1,2961,43,4,43,431,4878,201,1,9,9,61,121,1,1,,1,86,09,03,08,08,040,1,2,4,117,3,42,2497,43,593,766,6,5,142,142,93,5,1,,1,1
79WN00593,79432962,79,1,2962,43,4,40,402,2037,237,3,2,2,63,123,1,1,,2,82,07,03,09,08,038,8,3,5,160,3,43,1684,43,584,813,2,2,154,102,,2,2,,2,1
79WN00594,79432964,79,2,2964,43,4,43,431,2117,,5,2,2,61,121,1,1,,1,58,14,03,10,09,040,1,3,5,160,3,43,2497,43,388,901,6,5,108,110,,2,5,,2,2
79WN00595,79432965,79,1,2965,43,4,43,431,2117,171,5,2,2,61,121,1,1,,1,75,05,03,10,09,034,1,2,3,160,3,43,2497,43,515,901,6,5,165,127,93,2,5,,2,2
79WN00596,79432968,79,2,2968,43,4,42,922,1982,,1,2,2,63,123,1,1,,2,69,08,03,09,06,053,2,4,5,150,3,43,1821,43,455,791,3,2,137,130,92,2,1,,1,1
79WN00597,79432969,79,2,2969,43,4,42,812,0528,,5,4,4,64,124,1,1,,1,57,06,03,10,06,044,14,3,4,164,3,43,1610,43,397,849,3,3,140,78,,4,5,,2,2
79WN00598,79432970,79,2,2970,43,4,42,812,0528,,5,4,4,64,124,1,1,,2,41,08,03,10,10,040,12,2,4,164,3,43,1610,43,268,849,3,3,121,78,92,4,5,,2,2
79WN00599,79432971,79,1,2971,43,4,40,401,1069,168,1,3,3,63,123,1,2,,2,89,06,03,08,07,036,10,2,4,142,3,43,2055,43,607,812,2,2,151,144,,3,1,,1,1
79WN00600,79432972,79,2,2972,43,4,40,404,2029,,1,2,2,63,123,1,1,,1,69,07,03,09,08,037,12,4,5,150,3,43,1788,43,475,791,2,2,137,106,,2,1,,1,1
79WN00601,79432973,79,1,2973,43,4,43,433,9502,237,5,5,5,61,121,1,2,,1,69,08,03,09,08,043,1,5,7,151,3,42,2381,43,474,751,6,5,145,116,93,4,5,,2,2
79WN00602,79432974,79,1,2974,43,4,43,433,9502,254,5,5,5,61,121,1,2,,1,85,07,03,07,07,043,1,2,5,151,3,42,2381,43,592,751,6,5,163,134,93,4,5,,2,2
79WN00603,79432976,79,2,2976,43,4,41,411,8033,,4,7,7,61,121,1,1,,3,56,08,03,10,09,033,1,2,3,,3,42,2469,43,377,,6,9,,104,92,5,2,,2,1
79WN00604,79432977,79,1,2977,43,4,43,433,0594,273,5,4,4,61,121,1,2,,3,95,08,03,07,06,047,1,4,6,164,3,43,2381,43,707,760,6,5,181,95,,4,6,,2,2
79WN00605,79432980,79,1,2980,43,4,43,431,1050,204,5,3,3,61,121,1,2,,1,76,09,04,10,09,041,1,5,6,159,3,43,2497,43,536,759,6,5,141,111,,3,5,,2,2
79WN00606,79432981,79,2,2981,43,4,43,431,1050,,5,3,3,61,121,1,1,,1,76,12,03,09,08,046,1,3,5,159,3,43,2497,43,542,759,6,5,132,104,,3,5,,2,2
79WN00607,79432982,79,2,2982,43,4,43,434,0829,,5,3,3,61,121,1,1,,1,65,07,03,09,08,038,1,2,4,159,3,43,2290,43,475,876,6,5,140,75,,3,5,,2,2
79WN00608,79432983,79,2,2983,43,4,43,434,0829,,5,3,3,61,121,1,1,,1,54,07,03,09,08,045,1,4,6,159,3,43,2290,43,387,876,6,5,134,72,,3,5,,2,2
79WN00609,79432984,79,1,2984,43,4,42,922,0436,129,5,4,4,63,123,1,1,,4,64,08,03,10,09,038,3,4,5,149,3,43,1821,43,444,864,3,2,137,94,,4,5,,2,2
79WN00610,79432985,79,2,2985,43,4,42,922,0436,,5,4,4,63,123,1,1,,1,61,08,03,11,09,049,3,6,8,149,3,43,1821,43,408,864,3,2,143,108,,4,5,,2,2
79WN00611,79432986,79,1,2986,43,4,43,434,7896,172,1,7,7,61,121,1,1,,1,87,08,03,08,07,051,1,4,5,110,3,42,2290,43,612,551,6,5,153,129,93,5,1,,1,1
79WN00612,79432988,79,1,2988,43,4,43,431,0227,141,4,4,4,60,120,1,2,,1,58,11,04,12,09,033,1,3,4,,3,43,2497,43,399,,6,9,,101,,4,2,,2,1
79WN00613,79432990,79,1,2990,43,4,43,431,8807,263,3,6,6,60,120,1,2,,1,93,09,05,08,07,040,1,2,4,160,3,42,2497,43,700,595,6,5,147,90,,4,2,,2,1
79WN00614,79432994,79,1,2994,43,4,41,413,0163,220,1,4,4,63,123,1,1,,1,92,05,03,08,08,042,14,4,5,149,3,43,2283,43,617,794,6,3,172,161,,4,1,,1,1
79WN00615,79432995,79,1,2995,43,4,42,912,8765,214,1,6,6,63,123,1,1,,3,70,08,03,08,07,050,11,6,7,138,3,42,1654,43,479,758,3,3,138,111,93,4,1,,1,1
79WN00616,79432996,79,2,2996,43,4,40,403,9780,,3,5,5,63,123,1,1,,1,72,06,03,08,07,049,7,4,6,164,3,42,1980,43,502,779,2,3,157,102,,4,2,,2,1
79WN00617,79432998,79,1,2998,43,4,41,414,7526,115,7,7,7,56,116,1,1,,1,55,09,03,10,09,037,7,4,5,150,3,42,2326,43,426,655,6,4,123,56,93,5,2,,3,1
79WN00618,79433001,79,1,3001,43,4,43,431,1616,229,1,2,2,60,120,1,1,,1,91,09,04,09,08,039,1,4,5,150,3,43,2497,43,655,823,6,5,148,124,,2,1,,1,1
79WN00619,79433002,79,2,3002,43,4,41,412,1769,,5,2,2,62,122,1,1,,1,52,06,03,11,09,035,17,3,4,160,3,43,2215,43,337,899,6,2,139,109,92,2,5,,2,2
79WN00620,79433003,79,1,3003,43,4,41,412,1769,147,5,2,2,62,122,1,1,,1,69,08,03,09,08,033,18,2,4,160,3,43,2215,43,475,899,6,2,140,111,93,2,5,,2,2
79WN00621,79433005,79,1,3005,43,4,40,403,8917,239,3,6,6,63,123,1,2,,1,77,08,03,06,06,056,6,6,8,160,3,42,1980,43,546,932,2,3,151,98,,4,2,,2,1
79WN00622,79433006,79,2,3006,43,4,41,414,1006,,3,3,3,63,123,1,1,,1,50,06,03,11,10,047,4,6,8,142,3,43,2326,43,317,565,6,3,146,110,92,3,6,,1,2
79WN00623,79433008,79,2,3008,43,4,41,412,1514,,3,3,3,63,123,1,1,,2,73,08,03,09,06,049,8,3,4,159,3,43,2215,43,534,680,6,3,142,73,,3,2,,2,1
79WN00624,79433009,79,2,3009,43,4,41,413,1840,,1,2,2,63,123,1,1,,2,68,04,03,09,06,050,10,3,4,150,3,43,2283,43,460,795,6,3,157,114,,2,1,,1,1
79WN00625,79433010,79,1,3010,43,4,43,432,5331,147,5,9,9,60,120,1,7,,1,78,14,04,11,09,042,1,4,5,151,3,42,2203,43,551,1043,6,5,121,119,93,5,5,,2,2
79WN00626,79433011,79,1,3011,43,4,43,432,5331,167,5,9,9,60,120,1,1,,3,77,14,03,08,08,041,1,2,3,151,3,42,2203,43,537,1043,6,5,120,126,93,5,5,,2,2
79WN00627,79433012,79,2,3012,43,4,42,802,0517,,5,4,4,62,122,1,1,,2,61,08,03,10,08,031,17,4,5,149,3,43,1848,43,427,779,3,2,135,89,92,4,6,,2,2
79WN00628,79433013,79,2,3013,43,4,42,802,0517,,5,4,4,62,122,1,1,,2,72,06,03,09,08,045,2,6,8,149,3,43,1848,43,498,779,3,2,146,112,,4,4,,2,2
79WN00629,79433014,79,1,3014,43,4,41,413,1642,132,3,2,2,63,123,1,1,,2,76,05,03,10,08,036,13,2,2,160,3,43,2283,43,508,795,6,3,159,135,,2,2,,2,1
79WN00630,79433015,79,1,3015,43,4,41,413,1642,138,3,2,2,63,123,1,1,,2,66,06,03,10,09,039,14,3,4,160,3,43,2283,43,424,795,6,3,149,139,93,2,2,,2,1
79WN00631,79433016,79,1,3016,43,4,40,403,1730,151,1,2,2,63,123,1,1,,2,76,06,03,08,09,046,2,4,5,150,3,43,1980,43,524,805,2,3,158,116,93,2,1,90,1,1
79WN00632,79433017,79,1,3017,43,4,43,435,1465,173,5,3,3,60,120,1,1,,1,71,11,03,10,09,033,1,1,3,176,3,43,2235,43,508,980,6,5,138,100,,3,6,,2,2
79WN00633,79433018,79,1,3018,43,4,43,435,1465,176,5,3,3,60,120,1,4,,1,75,09,03,09,09,039,1,2,4,176,3,43,2235,43,522,980,6,5,143,124,93,3,4,,2,2
79WN00634,79433020,79,2,3020,43,4,41,413,1700,,3,2,2,62,122,1,1,,1,73,06,03,09,07,055,14,4,5,160,3,43,2283,43,534,801,6,2,164,78,,2,2,,2,1
79WN00635,79433021,79,2,3021,43,4,43,431,7648,,5,7,7,60,120,1,1,,1,81,09,03,08,06,043,1,5,7,180,3,42,2497,43,578,938,6,5,147,117,,5,5,,2,2
79WN00636,79433022,79,2,3022,43,4,43,431,7648,,5,7,7,60,120,1,1,,1,75,07,03,09,07,040,1,2,4,180,3,42,2497,43,522,938,6,5,151,124,,5,5,,2,2
79WN00637,79433023,79,2,3023,43,4,42,852,1064,,5,3,3,60,120,1,1,,2,48,07,03,11,10,036,1,3,5,159,3,43,1717,43,336,777,3,5,133,77,,3,6,,2,2
79WN00638,79433024,79,1,3024,43,4,42,852,1064,154,5,3,3,60,120,1,1,,1,69,14,03,10,08,036,1,2,4,159,3,43,1717,43,494,777,3,5,107,97,93,3,4,,2,2
79WN00639,79433025,79,1,3025,43,4,41,412,2034,233,3,2,2,62,122,1,2,,2,81,06,03,08,08,040,8,5,7,160,3,43,2215,43,569,813,6,2,160,116,,2,2,,2,1
79WN00640,79433027,79,1,3027,43,4,41,414,1436,135,5,3,3,63,123,1,1,,2,62,06,03,10,10,039,1,3,4,159,3,43,2326,43,407,957,6,3,146,120,93,3,5,,2,2
79WN00641,79433028,79,2,3028,43,4,41,414,1436,,5,3,3,63,123,1,1,,2,71,06,03,09,08,047,9,4,5,159,3,43,2326,43,476,957,6,3,158,124,,3,5,,2,2
79WN00642,79433029,79,1,3029,43,4,40,402,0746,212,1,3,3,63,123,2,1,,2,75,09,03,09,07,042,10,4,5,142,3,43,1684,43,558,821,2,3,129,64,93,3,1,05,1,1
79WN00643,79433030,79,1,3030,43,4,40,402,2004,174,1,2,2,62,122,1,1,,2,76,09,03,09,08,043,3,5,6,150,3,43,1684,43,520,803,2,2,137,126,,2,1,,1,1
79WN00644,79433031,79,2,3031,43,4,43,434,1185,,5,3,3,60,120,1,1,,5,68,11,03,09,08,043,1,5,7,176,3,43,2290,43,475,1057,6,5,128,110,,3,5,,2,2
79WN00645,79433032,79,1,3032,43,4,43,434,1185,209,5,3,3,60,120,1,1,,1,82,10,03,08,09,036,1,2,5,176,3,43,2290,43,590,1057,6,5,143,112,93,3,5,,2,2
79WN00646,79433034,79,1,3034,43,4,40,402,6796,228,3,8,8,63,123,1,2,,2,76,09,03,09,09,038,10,4,5,170,3,42,1684,43,538,976,2,3,139,98,,5,2,,2,1
79WN00647,79433035,79,1,3035,43,4,40,404,6673,147,3,8,8,61,121,1,1,,1,71,05,03,11,10,036,1,3,5,161,3,42,1788,43,482,984,2,1,152,127,93,5,3,,1,2
79WN00648,79433036,79,2,3036,43,4,42,912,1973,,1,2,2,62,122,1,1,,3,72,07,03,09,08,044,6,5,6,150,3,43,1654,43,508,799,3,2,146,100,,2,1,,1,1
79WN00649,79433037,79,1,3037,43,4,43,432,9426,158,5,5,5,60,120,1,1,,5,58,10,03,10,08,042,1,3,5,139,3,42,2203,43,399,862,6,5,124,101,93,4,5,,2,2
