UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,ADG,C5758,C5960,LBRD,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
52WN00350,52,2,0624,2,40,400,9265,2,13,26,5,4,65,125,1,3,08,1,57,10,03,09,10,028,15,2,3,2,,3,3,,392,17,12,14,5,2,,1,,1,136,80,,3,57,0,4
52WN00351,52,2,0625,2,82,444,8346,2,13,,5,6,65,125,1,1,05,1,66,12,05,07,07,033,11,2,3,2,,2,2,,454,17,06,14,5,2,,7,,1,118,92,,3,13,0,4
52WN00352,52,1,0626,2,82,444,8346,2,13,,5,6,65,125,1,1,07,1,64,12,03,09,09,030,15,2,2,1,,2,3,,432,17,06,14,5,2,,7,3,1,125,100,,3,10,0,4
52WN00353,52,2,0627,2,44,441,0642,2,13,14,5,3,65,125,1,1,06,1,65,12,03,08,11,033,10,2,3,2,,2,2,2,458,17,04,14,5,2,,1,,1,137,78,,1,,0,3
52WN00354,52,2,0628,2,44,441,0642,2,13,14,5,3,65,125,1,1,06,1,53,11,03,09,10,031,11,2,3,2,,3,2,1,357,17,04,14,5,2,,1,,1,126,84,,1,,0,3
52WN00355,52,2,0630,2,35,350,8785,2,13,11,3,5,65,125,1,3,07,1,68,12,03,07,10,029,13,2,3,2,,2,2,2,480,17,09,14,3,3,,1,,1,130,80,,1,,0,4
52WN00356,52,2,0631,2,40,401,8428,2,13,18,1,6,65,125,1,3,06,1,70,09,03,07,08,031,12,2,2,1,,2,2,1,474,17,19,14,1,1,,1,,1,139,108,,1,,0,4
52WN00357,52,1,0633,2,28,281,0191,2,13,22,1,3,65,125,1,7,07,1,85,13,06,08,07,031,11,2,2,1,,2,2,,592,17,17,14,1,1,,1,1,1,120,110,,3,17,0,3
52WN00358,52,2,0634,2,36,360,0457,2,13,30,1,3,65,125,1,5,07,1,77,11,03,07,08,035,12,2,3,2,,2,3,1,523,17,17,14,1,1,,1,,1,141,116,,1,,0,3
52WN00359,52,2,0635,2,82,444,7130,2,13,,1,7,65,125,1,1,06,1,72,11,03,08,08,035,15,2,3,2,,2,3,1,493,17,13,14,1,1,,7,,1,130,104,,1,,0,5
52WN00360,52,2,0636,2,47,470,0590,2,13,12,1,3,65,125,1,3,07,1,75,13,03,08,09,032,8,2,3,2,,2,3,1,504,17,08,14,1,1,,1,,1,126,120,,1,,0,3
52WN00361,52,2,0637,2,46,460,8622,2,13,19,1,5,65,125,1,4,06,1,68,12,03,07,08,035,11,2,4,3,,4,4,1,477,17,11,14,1,1,,1,,1,125,84,,1,,0,4
52WN00362,52,1,0638,2,82,214,9252,2,13,,1,4,65,125,1,7,06,1,83,13,03,07,07,032,11,2,3,2,,3,2,,584,17,06,14,1,1,,7,1,1,125,100,,3,10,0,4
52WN00363,52,1,0639,2,28,280,0438,2,13,22,1,3,65,125,1,7,06,1,59,15,04,09,09,033,15,2,3,2,,2,3,,366,17,11,14,1,1,,1,1,1,98,132,,3,17,0,3
52WN00364,52,1,0640,2,25,250,0658,2,13,24,1,3,65,125,1,7,05,1,79,13,03,07,09,032,8,2,2,1,,3,3,,534,17,09,14,1,1,,1,3,1,131,122,,1,,0,3
52WN00365,52,1,0641,2,82,435,0154,2,13,,1,3,65,125,1,7,07,1,69,12,04,09,10,034,11,2,2,1,,1,2,,462,17,15,14,1,1,,7,2,1,122,112,,3,10,0,3
52WN00366,52,1,0642,2,25,251,9800,2,13,14,1,4,65,125,1,7,06,1,82,11,04,08,09,037,9,2,4,3,,3,3,,549,17,09,14,1,1,,1,2,1,142,134,,6,,0,4
52WN00367,52,2,0643,2,35,350,9647,2,13,20,1,4,65,125,1,3,05,3,70,13,03,08,09,031,16,2,2,1,,2,2,1,482,17,20,14,1,1,,1,,1,122,98,,1,,0,4
52WN00368,52,1,0644,2,63,660,9290,2,13,,5,4,65,125,1,4,07,1,70,12,03,07,08,022,16,2,2,1,,3,2,,490,17,03,14,5,2,,6,1,1,123,88,,1,,0,4
52WN00369,52,2,0645,2,63,660,9290,2,13,,5,4,65,125,1,1,07,1,62,13,03,08,09,033,11,2,2,1,,3,2,2,421,17,03,14,5,2,,6,,1,121,94,,1,,0,4
52WN00370,52,1,0646,2,82,435,8477,2,13,,3,6,65,125,1,7,05,1,81,16,03,08,08,039,11,2,3,2,,2,2,,558,17,06,14,3,3,,7,4,1,121,112,,3,10,0,4
52WN00371,52,1,0647,2,82,435,8477,2,13,,4,6,65,125,1,7,07,1,44,15,03,11,14,025,15,2,2,1,,1,2,,294,17,06,14,3,3,,7,1,1,96,72,,3,10,0,4
52WN00372,52,1,0648,2,22,220,9251,2,13,22,5,4,65,125,1,7,07,1,64,13,03,09,10,025,15,2,3,2,,2,2,,426,17,19,14,5,2,,1,1,1,124,108,,3,10,0,4
52WN00373,52,1,0649,2,22,220,9251,2,13,22,5,4,65,125,1,7,06,1,60,13,03,10,10,026,16,2,3,2,,2,2,,387,17,19,14,5,2,,1,1,1,120,116,,1,,0,4
52WN00374,52,1,0650,2,42,420,7806,2,13,14,2,6,64,124,1,7,09,1,66,13,03,09,11,022,14,2,2,1,,1,2,,448,18,13,14,1,1,,1,1,1,115,104,,3,51,0,4
52WN00375,52,2,0651,2,42,420,9598,2,13,12,1,4,64,124,1,3,05,1,73,11,03,06,07,035,10,2,3,2,,3,3,2,511,18,13,14,1,1,,1,,1,131,96,,1,,0,4
52WN00376,52,2,0652,2,28,280,8980,2,13,13,1,5,64,124,1,4,05,1,81,15,03,06,06,036,11,2,2,1,,3,4,2,568,18,07,14,1,1,,1,,1,117,106,,1,,0,4
52WN00377,52,2,0654,2,39,390,8168,2,13,03,1,6,64,124,1,4,05,1,82,11,03,05,06,041,11,2,2,1,,2,3,2,547,18,16,14,1,1,,1,,1,140,142,,1,,0,4
52WN00378,52,2,0655,2,46,460,1093,2,13,18,1,2,64,124,1,3,07,1,71,09,04,08,08,033,16,2,2,1,,3,3,1,476,18,04,14,1,1,,1,,1,143,120,,1,,0,2
52WN00379,52,1,0656,2,44,440,7903,2,13,08,5,6,64,124,1,4,07,1,67,08,03,09,10,029,14,2,2,1,,2,3,,458,18,10,14,5,2,,1,2,1,152,102,,6,,0,4
52WN00380,52,1,0657,2,44,440,7903,2,13,08,5,6,64,124,1,1,08,4,45,11,03,09,12,028,10,2,2,1,,2,3,,289,18,10,14,5,2,,1,1,1,120,92,,3,34,0,4
52WN00381,52,1,0658,2,40,401,7197,2,13,10,1,7,64,124,1,7,05,1,100,09,04,05,05,035,14,2,3,2,,2,3,,685,18,00,14,1,1,,1,3,1,157,150,,6,,0,5
52WN00382,52,2,0660,2,39,390,0901,2,13,16,1,2,64,124,2,3,05,1,63,14,03,08,11,034,10,2,3,2,,3,3,1,431,18,00,14,1,1,,1,,1,122,96,,1,,0,2
52WN00383,52,1,0662,2,47,470,0477,2,13,12,1,3,64,124,1,7,08,1,80,13,03,07,09,037,10,2,3,2,,2,4,,532,18,08,14,1,1,,1,5,1,134,140,,1,,0,3
52WN00384,52,2,0663,2,63,660,9929,2,13,,1,4,64,124,1,4,05,1,75,09,03,06,08,039,11,2,3,2,,2,3,1,510,18,06,14,1,1,,6,,1,146,118,,1,,0,4
52WN00385,52,2,0664,2,47,470,8598,2,13,19,1,5,64,124,1,3,05,1,73,12,03,07,09,043,10,2,3,2,,3,4,1,484,18,11,14,1,1,,1,,1,138,130,,1,,0,4
52WN00386,52,2,0665,2,39,390,9813,2,13,03,5,4,64,124,1,3,05,1,59,13,03,08,11,035,13,2,2,1,,3,2,1,411,18,24,14,5,2,,1,,1,126,80,,1,,0,4
52WN00387,52,1,0666,2,39,390,9813,2,13,03,5,4,64,124,1,7,06,1,60,12,05,10,11,027,11,2,2,1,,2,2,,410,18,24,14,5,2,,1,1,1,118,92,,3,50,0,4
52WN00388,52,2,0668,2,47,470,7418,2,13,12,5,7,64,124,1,3,06,1,56,13,03,09,12,030,10,2,4,3,,3,3,1,379,18,13,14,5,2,,1,,1,124,90,,1,,0,5
52WN00389,52,1,0669,2,47,470,7418,2,13,12,5,7,64,124,1,7,07,1,57,14,03,09,11,033,10,2,2,1,,3,3,,392,18,13,14,5,2,,1,1,1,118,84,,3,51,0,5
52WN00390,52,2,0670,2,82,215,8656,2,13,,5,5,64,124,1,3,09,1,67,11,03,08,08,033,13,2,3,2,,,,1,474,, 4,14,5,2,,7,,1,134,82,,1,,0,4
52WN00391,52,1,0671,2,82,215,8656,2,13,,5,5,64,124,1,7,06,1,65,14,03,12,10,025,14,2,2,1,,,,,448,, 4,14,5,2,,7,1,1,116,94,,3,10,0,4
52WN00392,52,2,0672,2,83,214,1362,2,13,,1,2,64,124,1,3,05,1,70,10,03,09,07,041,7,2,4,3,,2,4,1,479,18, 4,14,1,1,,7,,1,140,106,,1,,0,2
52WN00393,52,1,0673,2,43,430,9323,2,13,21,1,4,64,124,1,7,05,1,64,13,03,08,08,029,16,2,3,2,,2,2,,442,18,15,14,1,1,,1,2,1,111,92,,3,17,0,4
52WN00394,52,2,0674,2,28,280,9897,2,13,18,1,4,64,124,1,4,06,1,85,12,03,05,06,037,15,2,2,1,,3,4,1,598,18,07,14,1,1,,1,,1,138,108,,1,,0,4
52WN00395,52,2,0675,2,82,234,1181,2,13,,1,2,64,124,1,4,05,1,65,13,03,06,06,030,14,2,2,1,,1,2,1,458,18,13,14,1,1,,7,,1,109,82,,1,,0,2
52WN00396,52,1,0676,2,50,500,9883,2,13,20,1,4,64,124,1,7,05,1,82,09,03,07,09,033,14,2,2,1,,2,3,,568,18,10,14,1,1,,1,3,1,154,116,,1,,0,4
52WN00397,52,1,0677,2,83,445,0775,2,13,,1,2,64,124,1,7,06,1,91,15,04,07,07,038,9,2,2,1,,2,2,,639,18, 6,14,1,1,,7,5,1,129,118,,3,10,0,2
52WN00398,52,2,0679,2,82,215,9902,2,13,,1,4,64,124,1,3,05,1,76,14,03,06,07,038,9,2,4,3,,1,3,1,521,18,04,14,1,1,,7,,1,119,114,,1,,0,4
52WN00399,52,2,0680,2,49,491,0181,2,13,12,1,3,64,124,1,5,07,1,84,12,03,07,09,029,14,2,2,1,,2,2,2,585,18,13,14,1,1,,1,,1,138,114,,1,,0,3
52WN00400,52,2,0681,2,37,370,9604,2,13,26,1,4,64,124,1,3,08,1,79,12,03,07,09,032,12,2,3,2,,3,3,1,544,18,20,14,1,1,,1,,1,138,116,,1,,0,4
52WN00401,52,2,0682,2,49,491,9981,2,13,12,1,3,64,124,1,4,08,1,75,12,03,07,07,035,12,2,3,2,,2,3,1,518,18,13,14,1,1,,1,,1,128,108,,1,,0,3
52WN00402,52,2,0684,2,82,444,7377,2,13,,1,7,64,124,1,1,05,1,79,11,03,06,07,035,11,2,2,1,,2,3,1,523,18,00,14,1,1,,7,,1,135,142,,1,,0,5
52WN00403,52,2,0685,2,62,651,7765,2,13,,1,7,64,124,1,3,06,1,82,12,03,06,08,034,11,2,2,1,,2,3,1,576,18,00,14,1,1,,5,,1,135,106,,1,,0,5
52WN00404,52,1,0686,2,47,470,0885,2,13,28,1,2,64,124,1,7,07,1,62,11,03,07,14,033,9,2,2,1,,3,3,,416,18,24,14,1,1,,1,1,1,144,104,,1,,0,2
52WN00405,52,1,0687,2,29,290,9889,2,13,27,5,4,64,124,1,7,07,1,59,12,03,09,12,030,8,2,3,2,,2,2,,403,18,22,14,5,2,,1,1,1,134,90,,1,,0,4
52WN00406,52,2,0688,2,29,290,9889,2,13,27,5,4,64,124,1,3,06,1,51,11,03,08,11,036,10,2,4,3,,3,2,1,347,18,22,14,5,2,,1,,1,133,80,,1,,0,4
52WN00407,52,1,0689,2,82,214,7674,2,13,,1,7,64,124,1,7,06,1,96,13,03,06,08,041,12,2,3,2,,2,4,,653,18,01,14,1,1,,7,1,1,147,150,,3,10,0,5
52WN00408,52,1,0690,2,36,360,0308,2,13,30,1,3,63,123,1,7,07,6,62,10,04,10,11,025,12,2,2,1,,2,3,,413,19,19,14,1,1,,1,1,1,128,112,,3,34,0,3
52WN00409,52,2,0691,2,29,290,9017,2,13,27,5,5,63,123,1,3,06,1,67,09,03,08,10,031,12,2,2,1,,2,2,1,457,19,19,14,5,2,,1,,1,154,108,,1,,0,4
52WN00410,52,2,0692,2,29,290,9017,2,13,27,5,5,63,123,1,3,08,1,55,13,03,07,11,029,12,2,3,2,,2,2,,369,19,19,14,5,2,,1,,1,123,96,,7,,0,4
52WN00411,52,1,0693,2,46,460,0274,2,13,28,1,3,63,123,1,7,07,1,71,13,04,09,08,029,15,2,2,1,,2,3,,493,19,23,14,1,1,,1,3,1,116,104,,1,,0,3
52WN00412,52,2,0694,2,50,501,8096,2,13,08,3,6,63,123,1,4,06,1,71,15,03,09,09,032,14,2,2,1,,2,3,1,488,19,06,14,3,3,,1,,1,118,110,,1,,0,4
52WN00413,52,2,0696,2,22,220,0051,2,13,30,5,3,63,123,1,3,07,1,51,15,03,10,10,028,11,2,2,1,,1,2,1,350,19,18,14,5,2,,1,,1,106,80,,1,,0,3
52WN00414,52,2,0697,2,22,220,0051,2,13,30,5,3,63,123,1,3,09,1,68,11,04,08,08,023,15,2,2,1,,1,2,1,488,19,18,14,5,2,,1,,1,131,80,,1,,0,3
52WN00415,52,2,0700,2,82,254,8610,2,13,,3,5,63,123,1,3,06,1,68,11,03,10,09,031,11,2,3,2,,2,2,1,481,19, 4,14,3,3,,7,,1,133,88,,1,,0,4
52WN00416,52,2,0701,2,82,235,7845,2,13,,5,6,63,123,1,3,08,1,54,12,03,09,12,032,12,2,3,2,,2,2,1,380,19,14,14,5,2,,7,,1,127,72,,1,,0,4
52WN00417,52,2,0702,2,82,235,7845,2,13,,5,6,63,123,1,3,06,1,56,15,03,09,12,035,10,2,3,2,,2,4,,374,19,14,14,5,2,,7,,1,116,100,,3,12,0,4
52WN00418,52,1,0703,2,44,440,9069,2,13,20,4,5,63,123,1,7,06,4,69,09,03,08,11,027,13,2,2,1,,2,3,,499,19,18,14,3,3,,1,5,1,149,76,,3,34,0,4
52WN00419,52,2,0704,2,44,440,9069,2,13,20,3,5,63,123,1,2,06,1,71,07,03,06,08,037,10,2,3,2,,2,4,1,502,19,18,14,3,3,,1,,1,161,92,,1,,0,4
52WN00420,52,1,0705,2,50,500,1115,2,13,24,1,2,71,131,1,7,07,1,74,14,03,09,09,038,10,2,2,1,49,2,3,,489,11,26,14,1,1,,1,3,7,140,100,,1,,0,2
52WN00421,52,2,0706,2,36,360,0685,2,13,31,1,3,63,123,1,3,06,1,66,09,03,06,09,033,15,2,2,1,,2,2,1,455,19,27,14,1,1,,1,,1,142,100,,1,,0,3
52WN00422,52,2,0707,2,35,350,7871,2,13,14,1,6,63,123,1,3,06,1,51,13,03,10,11,028,14,2,3,2,,1,3,1,337,19,06,14,1,1,,1,,1,106,96,,1,,0,4
52WN00423,52,1,0708,2,28,281,8230,2,13,10,1,6,63,123,1,7,05,1,91,11,03,06,06,029,15,2,3,2,,2,2,,659,19,00,14,1,1,,1,4,1,141,100,,1,,0,4
52WN00424,52,1,0709,2,29,290,0905,2,13,33,1,2,63,123,1,7,06,1,64,11,03,08,10,037,10,2,2,1,,2,2,,460,19,27,14,1,1,,1,2,1,140,74,,1,,0,2
52WN00425,52,2,0711,2,82,404,7989,2,13,,1,6,63,123,1,5,05,1,75,10,03,06,08,035,11,2,3,2,,3,3,1,514,19,10,14,1,1,,7,,1,139,118,,1,,0,4
52WN00426,52,1,0712,2,54,540,9952,2,13,12,1,3,63,123,1,5,07,1,77,14,03,09,09,030,13,2,2,1,,3,3,,522,19,20,14,1,1,,1,3,1,122,128,,3,57,0,3
52WN00427,52,1,0714,2,40,401,0106,2,13,25,1,3,63,123,1,7,07,2,84,09,04,07,07,032,14,2,2,1,,3,2,,595,19,21,14,1,1,,1,1,1,148,108,,1,,0,3
52WN00428,52,1,0715,2,36,360,0090,2,13,21,1,3,62,122,1,7,04,1,81,12,03,07,09,039,9,2,2,1,,3,4,,566,20,05,14,1,1,,1,2,1,144,120,,6,,0,3
52WN00429,52,1,0717,2,37,370,0916,2,13,19,1,2,62,122,1,7,07,1,55,13,03,10,09,029,10,2,2,1,,4,3,,382,20,12,14,1,1,,1,1,1,111,84,,3,57,0,2
52WN00430,52,2,0718,2,42,420,9610,2,13,18,1,4,62,122,1,4,05,1,71,10,03,07,09,031,12,2,3,2,,1,3,1,493,20,14,14,1,1,,1,,1,139,108,,1,,0,4
52WN00431,52,1,0719,2,82,454,1392,2,13,,1,2,62,122,1,7,06,1,66,14,03,08,09,028,12,2,2,1,,1,2,,466,20,21,14,1,1,,7,1,1,112,92,,3,10,0,2
52WN00432,52,2,0720,2,36,360,8332,2,13,26,5,6,62,122,1,4,06,1,76,09,03,08,09,035,14,2,3,2,,2,2,,536,20,16,14,5,2,,1,,1,163,106,,6,,0,4
52WN00433,52,2,0721,2,36,360,8332,2,13,26,5,6,62,122,1,4,05,1,63,09,03,08,10,032,14,2,2,1,,2,3,1,438,20,16,14,5,2,,1,,1,151,96,,1,,0,4
52WN00434,52,2,0723,2,46,460,8906,2,13,19,4,5,69,129,2,3,05,1,73,10,04,06,06,031,10,2,4,3,46,3,2,1,512,13,11,14,3,3,,1,,5,132,70,,1,,0,4
52WN00435,52,1,0724,2,42,420,9276,2,13,10,5,4,62,122,1,7,07,4,64,13,03,09,11,033,11,2,3,2,,2,3,,449,20,09,14,5,2,,1,1,1,131,92,,3,34,0,4
52WN00436,52,2,0726,2,53,530,1286,2,13,06,3,2,62,122,1,1,07,1,64,09,03,06,08,027,11,2,2,1,,1,2,2,461,20,09,14,3,3,,1,,1,134,78,,1,,0,2
52WN00437,52,1,0727,2,53,530,1286,2,13,06,4,2,62,122,1,1,08,1,50,12,03,10,13,025,10,2,2,1,,1,2,,333,20,09,14,3,3,,1,1,1,121,94,3,5,03,0,2
52WN00438,52,2,0728,2,42,420,9276,2,13,10,5,4,62,122,1,3,05,1,56,09,03,09,12,031,13,2,4,3,,2,3,1,384,20,09,14,5,2,,1,,1,146,92,,1,,0,4
52WN00439,52,2,0729,2,46,460,0169,2,13,26,3,3,62,122,1,3,09,1,63,12,03,09,09,027,10,2,3,2,,2,2,1,444,20,18,14,3,3,,1,,1,125,88,,1,,0,3
52WN00440,52,2,0731,2,35,350,9712,2,13,20,3,4,62,122,1,3,07,1,64,12,03,08,10,028,12,2,3,2,,2,2,1,457,20,23,14,3,3,,1,,1,128,82,,1,,0,4
52WN00441,52,1,0732,2,35,350,9712,2,13,20,4,4,62,122,1,5,06,1,69,14,03,09,09,021,15,2,3,2,,2,2,,502,20,23,14,3,3,,1,1,1,115,78,,3,17,0,4
52WN00442,52,2,0734,2,51,511,8632,2,13,39,3,5,62,122,1,4,07,2,66,09,03,07,07,031,12,2,2,1,,3,2,2,472,20,09,14,3,3,,1,,1,143,84,,1,,0,4
52WN00443,52,2,0735,2,49,491,9184,2,13,15,1,5,62,122,1,3,05,1,73,11,03,07,08,039,14,2,6,5,,3,3,2,502,20,04,14,1,1,,1,,1,138,118,,1,,0,4
52WN00444,52,2,0737,2,36,360,9577,2,13,30,1,4,62,122,1,4,06,2,63,09,03,09,09,032,12,2,3,2,,2,3,1,439,20,19,14,1,1,,1,,1,139,94,,1,,0,4
52WN00445,52,2,0738,2,35,350,9904,2,13,20,1,4,62,122,1,3,08,1,78,08,03,07,08,030,13,2,2,1,,4,2,1,557,20,23,14,1,1,,1,,1,153,100,,1,,0,4
52WN00446,52,1,0739,2,37,370,9554,2,13,28,1,4,62,122,1,7,06,1,66,14,03,09,11,031,10,2,3,2,,4,3,,448,20,22,14,1,1,,1,1,1,120,114,,1,,0,4
52WN00447,52,1,0740,2,29,290,0612,2,13,23,1,3,62,122,1,7,08,1,57,12,03,09,11,032,11,2,2,1,,2,2,,377,20,22,14,1,1,,1,1,1,121,110,,7,,0,3
52WN00448,52,1,0741,2,43,430,9784,2,13,15,1,4,62,122,1,7,09,2,71,14,03,10,09,031,11,2,2,1,,2,2,,497,20,06,14,1,1,,1,1,1,117,104,,3,17,0,4
52WN00449,52,1,0742,2,29,290,7895,2,13,23,1,6,62,122,1,7,07,6,60,13,03,09,12,033,10,2,2,1,,3,3,,397,20,12,14,1,1,,1,1,1,122,116,,3,34,0,4
52WN00450,52,1,0743,2,51,510,8069,2,13,20,3,6,62,122,1,7,08,1,69,12,03,09,10,025,15,2,2,1,,2,3,,484,20,10,14,3,3,,1,1,1,130,100,,3,50,0,4
52WN00451,52,2,0745,2,51,510,7276,2,13,11,5,7,62,122,1,3,06,1,49,11,03,09,11,032,11,2,3,2,,3,2,1,343,20,05,14,5,2,,1,,1,127,72,,1,,0,5
52WN00452,52,1,0746,2,51,510,7276,2,13,11,5,7,62,122,1,7,07,1,57,14,03,11,11,030,14,2,2,1,,3,3,,379,20,05,14,5,2,,1,1,1,117,108,,3,50,0,5
52WN00453,52,1,0748,2,29,290,0641,2,13,22,3,3,61,121,1,7,05,1,47,13,03,09,11,027,14,2,3,2,,2,2,,317,21,19,14,3,3,,1,1,1,108,86,,3,50,0,3
52WN00454,52,2,0749,2,54,540,8926,2,13,09,5,5,61,121,1,1,06,1,54,09,03,08,10,029,11,2,3,2,,2,2,1,379,21,00,14,5,2,,1,,1,137,82,,1,,0,4
52WN00455,52,1,0750,2,54,540,8926,2,13,09,5,5,61,121,1,5,07,1,60,13,03,09,12,028,10,2,3,2,,2,2,,417,21,00,14,5,2,,1,1,1,126,96,,1,,0,4
52WN00456,52,1,0751,2,29,290,9268,2,13,27,5,4,61,121,1,7,07,1,58,14,03,09,12,033,10,2,3,2,,2,2,,420,21,12,14,5,2,,1,1,1,126,72,,3,50,0,4
52WN00457,52,2,0752,2,29,290,9268,2,13,27,5,4,61,121,1,3,06,1,61,13,03,08,09,037,11,3,4,2,,2,3,1,430,21,12,14,5,2,,1,,1,130,90,,1,,0,4
52WN00458,52,2,0753,2,25,250,9713,2,13,18,1,4,61,121,1,4,05,1,75,12,03,07,08,039,12,2,3,2,,3,4,1,532,21,00,14,1,1,,1,,1,136,106,,1,,0,4
52WN00459,52,1,0754,2,35,350,8574,2,13,08,1,5,61,121,1,7,05,1,89,11,03,07,09,031,14,2,2,1,,3,3,,640,21, 6,14,1,1,,1,5,1,149,116,,1,,0,4
52WN00460,52,2,0755,2,44,441,0330,2,13,17,1,3,61,121,1,3,06,1,46,13,03,09,13,023,13,2,2,1,,2,2,1,312,21,08,14,1,1,,1,,1,104,82,,1,,0,3
52WN00461,52,1,0756,2,51,511,9797,2,13,21,1,4,61,121,1,7,08,1,77,11,03,09,09,027,14,2,3,2,,1,3,,554,21, 5,14,1,1,,1,3,1,137,100,,1,,0,4
52WN00462,52,2,0757,2,54,540,8147,2,13,17,5,6,61,121,1,3,07,1,40,14,03,10,15,025,8,2,2,1,,2,2,1,256,21,06,14,5,2,,1,,1,110,90,,1,,0,4
52WN00463,52,2,0758,2,54,540,8147,2,13,17,5,6,61,121,1,1,06,1,63,12,03,09,09,032,10,2,2,1,,3,3,1,438,21,06,14,5,2,,1,,1,132,100,,1,,0,4
52WN00464,52,2,0759,2,83,235,0793,2,13,,5,2,61,121,1,5,05,1,65,13,03,08,10,029,15,2,2,1,,2,2,1,461,21, 4,14,5,2,,7,,1,131,92,,1,,0,2
52WN00465,52,2,0760,2,83,235,0793,2,13,,5,2,61,121,1,3,05,1,51,13,03,09,12,038,11,4,5,2,,2,3,,326,21, 3,14,5,2,,7,,1,129,116,,3,74,0,2
52WN00466,52,2,0761,2,51,510,0108,2,13,31,5,3,61,121,1,3,07,6,44,12,03,09,11,027,12,2,3,2,,2,2,,306,21,15,14,5,2,,1,,1,117,70,,3,34,0,3
52WN00467,52,1,0762,2,51,510,0108,2,13,31,5,3,61,121,1,7,06,1,63,12,04,10,09,025,12,2,2,1,,2,3,,456,21,15,14,5,2,,1,1,1,125,78,,3,57,0,3
52WN00468,52,1,0763,2,63,660,8181,2,13,,4,6,69,129,1,1,08,1,52,15,03,10,10,026,12,2,3,2,53,2,2,,318,13,06,14,3,3,,6,1,7,104,110,,3,10,0,4
52WN00469,52,1,0764,2,63,660,8181,2,13,,3,6,61,121,1,4,07,1,70,09,03,07,09,029,11,2,2,1,,2,2,,481,21,06,14,3,3,,6,2,1,143,118,,6,,0,4
52WN00470,52,2,0765,2,36,360,0608,2,13,30,1,3,61,121,1,4,06,1,70,11,03,07,10,027,14,2,2,1,,3,2,1,494,21,17,14,1,1,,1,,1,135,102,,1,,0,3
52WN00471,52,1,0766,2,40,401,9648,2,13,31,1,4,61,121,1,7,06,6,75,09,03,09,09,028,10,2,3,2,,3,3,,524,21,08,14,1,1,,1,2,1,148,116,,3,34,0,4
52WN00472,52,2,0767,2,44,440,9916,2,13,18,1,4,61,121,1,1,07,1,72,08,03,06,06,030,14,2,3,2,,3,3,1,514,21,08,14,1,1,,1,,1,141,98,,1,,0,4
52WN00473,52,2,0769,2,25,251,0302,2,13,13,1,3,61,121,1,5,06,1,64,12,03,08,08,031,12,2,3,2,,2,3,,440,21,13,14,1,1,,1,,1,119,108,,3,58,0,3
52WN00474,52,2,0770,2,44,440,0841,2,13,17,1,2,61,121,1,3,06,1,61,11,03,09,09,030,11,2,2,1,,2,2,,423,21,06,14,1,1,,1,,1,128,98,,3,57,0,2
52WN00475,52,1,0771,2,50,500,0010,2,13,13,1,3,61,121,1,7,06,1,77,13,03,07,09,036,11,2,2,1,,2,2,,539,21,20,14,1,1,,1,1,1,132,118,,1,,0,3
52WN00476,52,2,0772,2,46,460,8361,2,13,20,5,6,61,121,1,4,07,1,56,14,03,09,12,028,10,2,2,1,,2,2,2,380,21,19,14,5,2,,1,,1,121,100,,1,,0,4
52WN00477,52,2,0773,2,46,460,8361,2,13,20,5,6,61,121,1,3,07,1,66,13,03,07,09,029,9,2,3,2,,2,2,1,464,21,19,14,5,2,,1,,1,128,98,,1,,0,4
52WN00478,52,2,0775,2,29,290,8493,2,13,23,3,6,60,120,1,3,06,1,65,12,03,06,08,037,12,2,3,2,,3,4,1,467,22,12,14,3,3,,1,,1,132,90,,1,,0,4
52WN00479,52,2,0776,2,45,450,8977,2,13,18,1,5,60,120,1,3,06,1,67,10,03,08,08,037,13,2,3,2,,3,4,1,467,22,12,14,1,1,,1,,1,137,110,,1,,0,4
52WN00480,52,2,0777,2,51,511,9750,2,13,24,1,4,60,120,1,3,05,1,67,10,03,07,08,031,14,2,3,2,,4,4,1,485,22,17,14,1,1,,1,,1,134,88,,1,,0,4
52WN00481,52,1,0778,2,28,281,1183,2,13,22,1,2,60,120,1,7,06,1,59,14,03,10,10,032,12,2,3,2,,3,3,,413,22,17,14,1,1,,1,1,1,116,94,,3,17,0,2
52WN00482,52,1,0780,2,25,251,0822,2,13,21,1,2,60,120,1,7,06,1,51,14,03,09,13,029,13,2,2,1,,2,2,,345,22,17,14,1,1,,1,1,1,113,96,,3,50,0,2
52WN00483,52,1,0781,2,35,350,9455,2,13,21,1,4,67,127,1,7,07,1,86,12,04,08,10,030,14,2,3,2,49,2,2,,580,15,23,14,1,1,,1,3,5,140,124,,1,,0,4
52WN00484,52,2,0782,2,82,254,8545,2,13,,5,5,60,120,1,3,08,1,53,12,03,09,11,032,11,2,3,2,,2,3,1,372,22,04,14,5,2,,7,,1,125,84,,1,,0,4
52WN00485,52,2,0783,2,82,254,8545,2,13,,5,5,60,120,1,3,07,1,62,12,03,09,10,035,11,3,3,1,,2,3,,433,22,04,14,5,2,,7,,1,133,100,,3,57,0,4
