UID,IDLAMB,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,CAUSE,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,C75,DISP,CADAM,CTBR,ABN
75WN00027,75188853,75,2,8853,1,72,810,3054,18,1,,5,7,76,136,1,1,,1,80,10,03,09,07,035,22,3,4,2,,8,18,7611,18,518,51,,72,3,8,1,137,96,,3,5,2,
75WN00028,75188854,75,1,8854,1,72,810,3054,18,1,,5,7,76,136,1,7,,1,67,13,03,13,10,032,20,2,2,1,,8,18,7611,18,429,42,,72,3,9,1,114,86,,,5,2,
75WN00029,75188855,75,3,8855,1,70,700,6659,18,1,,4,3,84,144,1,,,,45,,,,,,,,,,,8,18,7717,18,269,26,,70,2,9,9,,62,,3,3,3,
75WN00030,75188856,75,1,8856,1,70,700,6659,18,1,,3,3,76,136,1,2,,1,84,09,03,10,08,041,11,3,4,2,,8,18,7717,18,560,56,,70,2,0,1,145,78,,3,3,3,
75WN00031,75188857,75,1,8857,1,70,702,5761,18,1,,1,4,76,136,1,2,,1,108,05,03,08,07,036,25,3,5,3,,8,18,7406,18,699,69,,70,2,9,1,174,130,,,4,1,
75WN00032,75188858,75,1,8858,1,70,702,6622,18,1,,1,3,76,136,1,2,,5,95,08,03,10,08,038,14,3,4,2,,8,18,7406,18,622,62,,70,2,2,1,156,104,,3,3,1,
75WN00033,75188859,75,2,8859,1,70,700,4273,18,1,,1,5,76,136,1,1,,1,85,08,03,09,07,046,25,5,7,3,,8,18,7717,18,543,54,,70,2,3,1,148,112,,,4,1,
75WN00034,75188860,75,2,8860,1,74,740,9019,14,1,,1,8,76,136,1,1,,1,82,09,03,09,08,046,5,4,5,2,,4,18,8178,18,550,55,,74,6,0,1,144,72,,,5,1,
75WN00035,75188861,75,1,8861,1,74,741,5690,18,1,,1,4,76,136,3,6,,1,106,12,04,11,08,038,19,3,3,1,,8,18,8267,18,682,68,,74,6,2,1,137,132,,,4,1,
75WN00036,75188862,75,1,8862,1,75,750,3916,18,1,,1,6,76,136,1,5,,2,92,06,03,09,08,039,22,4,5,2,,8,18,8358,18,601,60,,75,6,1,1,157,102,,,4,1,
75WN00037,75188863,75,1,8863,1,70,701,7948,18,1,,1,2,76,136,1,1,,1,80,09,04,10,09,037,11,2,3,2,,8,18,7999,18,526,52,,70,2,6,1,130,84,,,2,1,
75WN00038,75188865,75,1,8865,1,73,731,7684,18,1,,1,2,75,135,1,6,,4,95,12,05,09,07,038,9,5,7,3,,8,18,8124,18,639,63,,73,6,9,1,122,88,,3,2,1,
75WN00039,75188866,75,1,8866,1,75,752,3389,18,1,,3,6,75,135,1,5,,2,94,08,03,09,07,039,1,5,5,1,,8,18,8678,18,624,62,,75,6,4,1,148,98,,,4,3,
75WN00040,75188867,75,1,8867,1,75,752,3389,18,1,,3,6,75,135,1,7,,2,91,09,03,10,10,043,2,2,4,3,,8,18,8678,18,594,59,,75,6,4,1,151,108,,3,4,3,
75WN00041,75188868,75,1,8868,1,74,740,5014,18,1,,5,5,75,135,1,4,,2,80,12,03,11,10,040,12,3,5,3,,8,18,8178,18,520,52,,74,6,0,1,134,98,,3,4,2,
75WN00042,75188869,75,2,8869,1,74,740,5014,18,1,,5,5,75,135,1,1,,1,74,09,03,09,08,043,6,4,5,2,,8,18,8178,18,493,49,,74,6,3,1,140,74,,,4,2,
75WN00043,75188870,75,1,8870,1,76,761,5694,18,1,,1,4,75,135,1,6,,1,109,10,03,09,06,050,9,6,6,1,,8,18,8578,18,727,72,,76,6,7,1,156,109,,3,4,1,
75WN00044,75188871,75,1,8871,1,73,732,6341,18,1,,5,3,75,135,1,7,,2,65,14,03,11,11,035,21,4,5,2,,8,18,8412,18,406,40,,73,6,6,1,116,102,,,3,2,
75WN00045,75188872,75,2,8872,1,73,732,6341,18,1,,5,3,75,135,1,1,,1,60,13,03,11,09,038,7,6,7,2,,8,18,8412,18,388,38,,73,6,8,1,112,76,,,3,2,
75WN00046,75188873,75,1,8873,1,75,751,5467,18,1,,1,4,75,135,1,4,,2,105,05,03,10,08,034,7,3,4,2,,8,18,8275,18,693,69,,75,6,3,1,171,114,,,4,1,
75WN00047,75188875,75,1,8875,1,72,850,6365,18,1,,3,3,79,139,1,5,,2,90,09,07,10,07,026,10,2,3,2,,8,18,7608,18,587,58,,72,3,7,6,121,84,,,3,3,
75WN00048,75188877,75,2,8877,1,75,750,5226,18,1,,1,4,75,135,1,1,,1,90,09,03,09,07,041,19,3,5,3,,8,18,8358,18,569,56,,75,6,9,1,144,132,,,4,1,
75WN00049,75188878,75,1,8878,1,72,850,3140,18,1,,3,7,75,135,1,2,,2,81,10,08,10,07,037,17,2,2,1,,8,18,7608,18,526,52,,72,3,6,1,111,100,,,5,3,
75WN00050,75188880,75,1,8880,1,70,700,7281,18,1,,1,2,75,135,3,1,,2,60,08,03,12,11,043,10,4,5,2,,8,18,7717,18,363,36,,70,2,3,1,129,110,,3,2,1,
75WN00051,75188881,75,1,8881,1,72,990,4929,18,1,,3,5,75,135,1,6,,2,81,14,03,11,08,034,13,3,4,2,15,8,18,7385,18,533,53,,72,3,3,1,106,90,,6,4,3,
75WN00052,75188882,75,3,8882,1,72,990,4929,18,1,,4,5,83,143,1,,,,65,,,,,,,,,,,8,18,7385,18,393,39,,72,3,3,9,,88,,3,4,3,
75WN00053,75188883,75,2,8883,1,74,740,7873,18,1,,1,2,75,135,1,1,,1,84,09,03,10,07,035,11,4,5,2,,8,18,8178,18,541,54,,74,6,1,1,137,110,,,2,1,
75WN00054,75188884,75,1,8884,1,75,750,5406,18,1,,3,4,75,135,1,2,,2,97,09,03,07,06,041,3,3,4,2,,8,18,8358,18,644,64,,75,6,4,1,145,100,,,4,3,
75WN00055,75188885,75,1,8885,1,75,750,5406,18,1,,4,4,83,143,1,,,,55,,,,,,,,,,,8,18,8358,18,319,31,,75,6,9,9,,94,,3,4,3,
75WN00056,75188886,75,2,8886,1,72,950,6938,18,1,,1,3,75,135,1,1,,2,83,09,04,09,07,042,22,6,7,2,,8,18,7774,18,545,54,,72,3,5,1,141,94,,,3,1,
75WN00057,75188887,75,2,8887,1,75,751,5610,18,1,,1,4,75,135,1,1,,1,90,09,03,09,08,050,6,5,7,3,,8,18,8275,18,591,59,,75,6,1,1,152,102,,,4,1,
75WN00058,75188889,75,2,8889,1,75,750,5178,18,1,,3,5,75,135,1,1,,1,79,10,03,08,06,045,2,4,6,3,,8,18,8358,18,526,52,,75,6,6,1,129,80,,,4,3,
75WN00059,75188890,75,1,8890,1,70,702,7977,18,1,,1,2,75,135,1,5,,1,105,09,03,09,06,043,16,4,5,2,,8,18,7406,18,692,69,,70,2,2,1,156,116,,3,2,1,
75WN00060,75188891,75,1,8891,1,75,750,6962,18,1,,5,3,74,134,1,6,,2,78,09,03,11,08,039,24,5,6,2,,8,18,8358,18,499,49,,75,6,9,1,149,112,,,3,2,
75WN00061,75188892,75,1,8892,1,75,750,6962,18,1,,5,3,74,134,1,6,,1,79,07,03,10,09,038,17,3,4,2,,8,18,8358,18,509,50,,75,6,9,1,161,108,,3,3,2,
75WN00062,75188894,75,2,8894,1,72,810,3847,18,1,,1,6,74,134,1,1,,1,78,13,03,09,07,046,10,3,5,3,,8,18,7611,18,496,49,,72,3,6,1,115,115,,,4,1,
75WN00063,75188896,75,1,8896,1,73,731,6279,18,1,,3,3,77,137,1,1,,2,61,12,03,12,10,031,10,2,4,3,,8,18,8124,18,362,36,,73,6,2,3,105,114,,,3,3,
75WN00064,75188900,75,1,8900,1,76,761,4883,18,1,,3,5,74,134,1,2,,1,94,08,03,10,09,039,28,2,4,3,,8,18,8578,18,612,61,,76,6,2,1,157,120,,3,4,3,
75WN00065,75188901,75,1,8901,1,73,731,8993,14,1,,5,8,74,134,1,7,,2,79,10,03,11,10,034,19,2,3,2,,4,18,8124,18,499,49,,73,6,9,1,143,122,,,5,2,
75WN00066,75188902,75,2,8902,1,73,731,8993,14,1,,5,8,77,137,1,1,,1,68,10,03,10,10,040,20,2,4,3,,4,18,8124,18,424,42,,73,6,4,3,135,99,,,5,2,
75WN00067,75188904,75,1,8904,1,70,700,7714,18,1,,1,2,74,134,1,2,,1,94,09,03,09,08,048,2,5,6,2,04,8,18,7717,18,628,62,,70,2,8,1,153,99,,6,2,1,
75WN00068,75188905,75,1,8905,1,70,702,7788,18,1,,1,2,76,136,1,2,,2,93,07,03,10,08,039,5,1,3,3,,8,18,7406,18,614,61,,70,2,4,2,152,95,,,2,1,
75WN00069,75188907,75,2,8907,1,72,810,7707,18,1,,3,2,74,134,1,1,,2,80,09,03,09,07,037,18,4,6,3,,8,18,7611,18,537,53,,72,3,7,1,138,80,,,2,3,
75WN00070,75188908,75,2,8908,1,72,810,7707,18,1,,4,2,82,142,1,,,,57,,,,,,,,,,,8,18,7611,18,355,35,,72,3,5,9,,66,,2,2,3,
75WN00071,75188910,75,1,8910,1,70,701,5899,18,1,,3,4,74,134,1,2,,1,85,10,03,10,09,044,27,2,3,2,,8,18,7999,18,540,54,,70,2,0,1,141,126,,,4,3,
75WN00072,75188911,75,2,8911,1,73,731,7276,18,1,,1,2,74,134,1,1,,1,72,08,03,10,07,036,8,3,5,3,,8,18,8124,18,466,46,,73,6,6,1,130,96,,,2,1,
75WN00073,75188912,75,2,8912,1,74,742,9514,14,1,,5,7,74,134,1,1,,1,72,08,03,11,09,044,8,5,6,2,,4,18,8225,18,456,45,,74,6,6,1,150,109,,,5,2,
75WN00074,75188913,75,2,8913,1,74,742,9514,14,1,,5,7,74,134,1,1,,1,69,14,03,10,09,044,13,7,7,1,,4,18,8225,18,443,44,,74,6,3,1,118,96,,,5,2,
75WN00075,75188914,75,1,8914,1,73,731,9676,14,1,,1,7,74,134,1,4,,2,93,12,05,09,07,042,15,2,3,2,,4,18,8124,18,580,58,,73,6,0,1,124,153,,3,5,1,
75WN00076,75188915,75,2,8915,1,75,751,6790,18,1,,2,3,82,142,1,,,,95,,,,,,,,,,,8,18,8275,18,596,59,,75,6,6,9,,104,,,3,1,
75WN00077,75188917,75,2,8917,1,73,731,5841,18,1,,1,4,74,134,1,1,,2,93,08,04,07,07,050,5,4,6,3,,8,18,8124,18,617,61,,73,6,7,1,154,103,,,4,1,
75WN00078,75188918,75,2,8918,1,70,702,2984,18,1,,5,8,76,136,1,2,,1,64,09,03,11,10,040,2,3,4,2,,8,18,7406,18,410,41,,70,2,0,2,132,82,,,5,2,
75WN00079,75188919,75,2,8919,1,70,702,2984,18,1,,5,8,76,136,1,1,,1,56,06,03,12,10,037,23,1,3,3,,8,18,7406,18,351,35,,70,2,1,2,139,82,,,5,2,
75WN00080,75188921,75,2,8921,1,74,742,7867,18,1,,1,2,74,134,1,1,,1,77,11,03,10,08,040,9,3,5,3,,8,18,8225,18,499,49,,74,6,9,1,126,102,,,2,1,
75WN00081,75188922,75,2,8922,1,76,762,5313,18,1,,5,4,75,135,1,1,,1,69,08,03,11,10,040,23,1,3,3,,8,18,8765,18,431,43,,76,6,1,2,141,108,,,4,2,
75WN00082,75188923,75,1,8923,1,76,762,5313,18,1,,5,4,75,135,1,1,,1,79,05,03,11,10,029,4,2,3,2,04,8,18,8765,18,493,49,,76,6,3,2,156,124,,6,4,2,
75WN00083,75188924,75,2,8924,1,73,731,4668,18,1,,1,5,73,133,1,1,,2,97,14,11,08,06,046,2,4,5,2,,8,18,8124,18,635,63,,73,6,5,1,97,125,,,4,1,
75WN00084,75188925,75,2,8925,1,70,701,4356,18,1,,1,5,73,133,1,1,,3,85,09,04,09,09,038,26,2,3,2,,8,18,7999,18,559,55,,70,2,9,1,140,106,,3,4,1,
75WN00085,75188926,75,2,8926,1,74,741,7618,18,1,,1,2,73,133,1,1,,2,72,13,03,10,07,040,3,4,5,2,,8,18,8267,18,466,46,,74,6,6,1,108,100,,3,2,1,
75WN00086,75188927,75,2,8927,1,75,750,7146,18,1,,1,3,73,133,1,1,,1,84,08,03,08,07,044,10,5,6,2,,8,18,8358,18,555,55,,75,6,5,1,152,102,,,3,1,
75WN00087,75188928,75,1,8928,1,70,700,6284,18,1,,1,3,73,133,1,4,,1,77,09,03,10,08,041,15,4,5,2,,8,18,7717,18,482,48,,70,2,2,1,137,129,,3,3,1,
75WN00088,75188929,75,1,8929,1,73,732,4445,18,1,,1,5,73,133,1,7,,2,82,11,03,11,10,040,4,4,6,3,,8,18,8412,18,528,52,,73,6,8,1,128,118,,3,4,1,
75WN00089,75188930,75,1,8930,1,75,752,3883,18,1,,5,6,73,133,1,7,,2,83,11,03,10,08,039,10,4,5,2,,8,18,8678,18,538,53,,75,6,8,1,136,115,,,4,2,
75WN00090,75188931,75,2,8931,1,75,752,3883,18,1,,5,6,73,133,1,3,,1,75,09,03,10,08,043,28,2,3,2,,8,18,8678,18,492,49,,75,6,2,1,144,95,,,4,2,
75WN00091,75188936,75,1,8936,1,76,761,5533,18,1,,5,4,73,133,1,2,,1,70,08,03,10,10,041,12,3,4,2,,8,18,8578,18,454,45,,76,6,4,1,145,96,,,4,2,
75WN00092,75188937,75,1,8937,1,76,761,5533,18,1,,5,4,73,133,1,2,,2,66,12,03,11,10,036,26,4,5,2,,8,18,8578,18,423,42,,76,6,3,1,119,97,,,4,2,
75WN00093,75188938,75,2,8938,1,73,731,7952,18,1,,1,2,73,133,1,1,,3,85,06,03,08,07,045,1,4,5,2,,8,18,8124,18,552,55,,73,6,2,1,159,116,,,2,1,
75WN00094,75188939,75,1,8939,1,76,760,7493,18,1,,1,2,73,133,1,7,,2,94,10,04,11,08,040,6,3,4,2,,8,18,8511,18,593,59,,76,6,3,1,140,151,,3,2,1,
75WN00095,75188941,75,2,8941,1,72,920,7543,18,1,,3,2,77,137,1,1,,2,75,10,03,09,10,044,2,4,6,3,,8,18,7320,18,493,49,,72,3,3,6,137,75,,,2,3,
75WN00096,75188942,75,2,8942,1,72,920,7543,18,1,,3,2,73,133,1,1,,1,60,11,03,12,10,035,21,3,4,2,,8,18,7320,18,385,38,,72,3,5,1,116,88,,3,2,3,
75WN00097,75188943,75,2,8943,1,76,761,5504,18,1,,5,4,75,135,1,1,,2,79,10,03,08,07,046,17,3,4,2,,8,18,8578,18,500,50,,76,6,0,2,137,115,,,4,2,
75WN00098,75188944,75,2,8944,1,76,761,5504,18,1,,5,4,75,135,1,1,,2,73,10,03,10,08,045,25,3,5,3,,8,18,8578,18,460,46,,76,6,0,2,134,109,,,4,2,
75WN00099,75188946,75,1,8946,1,72,880,6523,18,1,,1,3,73,133,1,7,,2,98,14,04,09,07,042,19,2,3,2,,8,18,7745,18,637,63,,72,3,7,1,127,133,,,3,1,
75WN00100,75188947,75,2,8947,1,73,731,7564,18,1,,3,2,76,136,1,1,,2,66,09,03,08,09,046,13,2,4,3,,8,18,8124,18,438,43,,73,6,8,3,133,64,,3,2,3,
75WN00101,75188950,75,2,8950,1,75,750,5581,18,1,,3,4,73,133,1,1,,1,79,09,03,10,09,040,3,4,6,3,,8,18,8358,18,513,51,,75,6,3,1,140,108,,3,4,3,
75WN00102,75188951,75,2,8951,1,74,742,4269,18,1,,1,5,73,133,1,4,,2,78,15,03,10,08,042,22,3,4,2,,8,18,8225,18,481,48,,74,6,1,1,107,140,,,4,1,
75WN00103,75188952,75,2,8952,1,72,920,5686,18,1,,1,4,73,133,1,1,,2,86,12,03,09,08,042,28,2,3,2,,8,18,7320,18,554,55,,72,3,4,1,130,123,,,4,1,
75WN00104,75188955,75,2,8955,1,74,741,3520,18,1,,5,6,73,133,1,1,,1,74,09,03,10,08,038,18,2,4,3,,8,18,8267,18,492,49,,74,6,2,1,139,85,,,4,2,
75WN00105,75188956,75,1,8956,1,74,741,3520,18,1,,5,6,73,133,1,5,,1,101,09,04,11,08,038,8,3,5,3,,8,18,8267,18,654,65,,74,6,4,1,160,140,,,4,2,
75WN00106,75188959,75,1,8959,1,73,731,7208,18,1,,3,3,75,135,1,1,,2,83,09,03,08,09,039,1,3,5,3,,8,18,8124,18,527,52,,73,6,7,2,141,119,,,3,3,
75WN00107,75188961,75,2,8961,1,75,750,6333,18,1,,1,3,73,133,1,1,,1,76,08,03,10,07,039,8,3,5,3,,8,18,8358,18,479,47,,75,6,9,1,141,123,,,3,1,
75WN00108,75188962,75,1,8962,1,76,761,5170,18,1,,5,5,73,133,1,1,,1,48,13,03,14,13,040,16,2,2,1,,8,18,8578,18,274,27,,76,6,4,1,107,116,,,4,2,79
75WN00109,75188963,75,1,8963,1,76,761,5170,18,1,,5,5,73,133,1,1,,1,91,13,03,11,10,044,6,4,6,3,,8,18,8578,18,587,58,,76,6,7,1,143,129,,,4,2,
75WN00110,75188964,75,1,8964,1,72,890,5550,18,1,,1,4,73,133,1,7,,1,90,14,07,10,08,037,10,3,4,2,,8,18,7561,18,592,59,,72,3,2,1,100,113,,,4,1,
75WN00111,75188965,75,2,8965,1,76,760,7532,18,1,,1,2,73,133,1,1,,3,67,09,03,10,10,040,15,3,4,2,,8,18,8511,18,418,41,,76,6,8,1,133,114,,3,2,1,
75WN00112,75188966,75,1,8966,1,75,752,6623,18,1,,1,3,72,132,1,7,,2,89,07,03,11,07,036,7,4,6,3,,8,18,8678,18,585,58,,75,6,5,1,152,118,,,3,1,
75WN00113,75188967,75,2,8967,1,73,732,4059,18,1,,5,6,72,132,1,1,,1,63,08,03,10,10,039,15,4,6,3,,8,18,8412,18,407,40,,73,6,7,1,139,93,,,4,2,
75WN00114,75188968,75,2,8968,1,73,732,4059,18,1,,5,6,72,132,1,1,,1,58,09,03,11,11,032,28,1,2,2,,8,18,8412,18,367,36,,73,6,7,1,128,96,,,4,2,
75WN00115,75188970,75,1,8970,1,72,910,5597,18,1,,1,4,72,132,1,7,,1,64,14,04,11,10,037,17,2,3,2,,8,18,7438,18,420,42,,72,3,0,1,91,86,,,4,1,
75WN00116,75188971,75,1,8971,1,74,742,5587,18,1,,3,4,74,134,1,1,,2,104,08,03,06,07,039,11,1,3,3,,8,18,8225,18,706,70,,74,6,6,2,156,94,,,4,3,
75WN00117,75188973,75,2,8973,1,72,800,3039,18,1,,1,7,72,132,1,1,,1,90,14,04,10,07,040,9,3,3,1,,8,18,7756,18,581,58,,72,3,1,1,119,133,,,5,1,
75WN00118,75188974,75,2,8974,1,72,820,7308,18,1,,1,2,72,132,1,1,,1,76,08,03,09,08,044,28,2,3,2,,8,18,7480,18,501,50,,72,3,1,1,146,99,,3,2,1,
75WN00119,75188975,75,1,8975,1,70,700,3967,18,1,,5,6,72,132,1,1,,2,69,08,03,11,08,035,11,5,6,2,,8,18,7717,18,437,43,,70,2,7,1,135,113,,,4,2,
75WN00120,75188976,75,1,8976,1,70,700,3967,18,1,,5,6,72,132,1,4,,1,68,09,03,11,09,034,5,3,4,2,,8,18,7717,18,432,43,,70,2,2,1,131,110,,,4,2,
75WN00121,75188977,75,1,8977,1,76,762,7518,18,1,,1,2,75,135,1,1,,2,89,08,03,08,07,043,5,3,5,3,,8,18,8765,18,575,57,,76,6,5,3,146,114,,3,2,1,
75WN00122,75188978,75,2,8978,1,75,751,5293,18,1,,1,4,74,134,1,1,,2,92,09,03,09,07,042,5,2,4,3,,8,18,8275,18,596,59,,75,6,6,2,142,122,,,4,1,
75WN00123,75188979,75,2,8979,1,73,732,4377,18,1,,5,5,74,134,1,1,,2,78,09,03,09,08,041,25,2,4,3,,8,18,8412,18,481,48,,73,6,1,2,141,135,,3,4,2,
75WN00124,75188980,75,2,8980,1,73,732,4377,18,1,,5,5,74,134,1,1,,2,75,06,03,09,09,043,13,2,4,3,,8,18,8412,18,479,47,,73,6,9,2,156,108,,,4,2,
75WN00125,75188982,75,2,8982,1,75,752,6762,18,1,,3,3,72,132,1,1,,1,61,06,03,11,09,039,12,5,6,2,,8,18,8678,18,394,39,,75,6,4,1,145,90,,,3,3,
75WN00126,75188984,75,1,8984,1,76,760,6787,18,1,,1,3,72,132,1,2,,1,100,11,04,08,07,038,9,3,5,3,,8,18,8511,18,648,64,,76,6,8,1,141,145,,,3,1,
75WN00127,75188985,75,1,8985,1,73,732,7248,18,1,,3,3,72,132,1,6,,1,69,08,03,10,10,046,1,4,6,3,,8,18,8412,18,433,43,,73,6,3,1,145,118,,,3,3,
75WN00128,75188987,75,1,8987,1,74,742,7824,18,1,,1,2,72,132,1,4,,1,87,15,04,10,09,034,16,2,3,2,,8,18,8225,18,558,55,,74,6,8,1,108,133,,,2,1,
75WN00129,75188992,75,2,8992,1,76,762,7861,18,1,,1,2,72,132,1,1,,3,86,06,05,10,08,042,17,3,4,2,,8,18,8765,18,551,55,,76,6,1,1,156,133,,,2,1,
75WN00130,75188994,75,2,8994,1,75,751,6363,18,1,,1,3,72,132,1,1,,2,83,10,03,11,08,031,24,4,5,2,,8,18,8275,18,547,54,,75,6,7,1,137,108,,,3,1,
75WN00131,75188995,75,2,8995,1,74,741,9086,14,1,,5,8,74,134,1,1,,2,72,13,03,09,09,040,15,2,2,1,,4,18,8267,18,448,44,,74,6,8,2,120,120,,,5,2,
75WN00132,75188996,75,2,8996,1,74,741,9086,14,1,,5,8,74,134,1,1,,1,79,14,04,09,07,039,22,2,3,2,,4,18,8267,18,507,50,,74,6,7,2,113,110,,,5,2,
75WN00133,75188997,75,2,8997,1,72,970,6142,18,1,,1,4,74,134,1,1,,2,82,09,03,08,07,043,20,2,3,2,,8,18,7687,18,530,53,,72,3,0,2,135,110,,,4,1,
75WN00134,75188998,75,2,8998,1,70,700,4139,18,1,,1,5,74,134,1,1,,2,79,06,03,08,07,046,21,1,3,3,,8,18,7717,18,501,50,,70,2,1,2,149,118,,,4,1,
75WN00135,75188999,75,2,8999,1,75,751,7401,18,1,,1,2,72,132,1,1,,1,84,07,03,09,08,039,20,2,3,2,,8,18,8275,18,572,57,,75,6,2,1,154,85,,,2,1,
