UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW
95WN00112, 95041906,95,A1906,04,3,81,30, 03,8,2,2,2.0,2,2,1,98,219,121,7,8.2,64,87,0.651,86,1,1,,,0,M,,,A0038,04,A0210,04,81,3,93,268,5,5,102,2.0,116.3,3,107,,19.387
95WN00113, 95041907,95,A1907,04,3,81,30, 03,8,2,2,6.0,6,4,1,98,219,121,18,8.6,49,61,0.433,61,1,1,,,0,M,,,A0038,04,L3465,03,81,3,93,268,5,5,88,2.0,116.3,3,68,,18.264
95WN00114, 95041908,95,A1908,04,3,81,30, 03,8,2,2,6.0,6,4,1,98,219,121,1,10.0,60,79,0.57,78,1,1,,,0,M,,,A0038,04,L3465,03,81,7,97,222,5,5,98,2.0,116.3,7,,,18.264
95WN00115, 95041909,95,A1909,04,2,81,30, 02,8,2,2,4.0,4,4,1,98,219,121,2,10.4,60,80,0.575,79,1,1,,,0,M,e.7,,L9898,03,L7132,03,81,1,,0,5,5,93,2.04,107.4,1,97,,16.092
95WN00116, 95041910,95,A1910,04,2,81,30, 02,8,2,2,4.0,4,4,1,98,219,121,7,10.3,49,68,0.477,68,1,1,,,0,M,XXX,BALD X,L9898,03,L7132,03,81,2,93,268,5,5,88,2.04,107.4,2,85,,16.092
95WN00117, 95041911,95,A1911,04,3,81,30, 04,8,2,2,5.0,5,4,1,98,219,121,20,11.1,47,52,0.338,52,8,1,,,0,M,973,PINTO WETHER,L9892,03,L5291,03,81,1,,0,5,4,87,2.12,122.9,1,63,,15.386
95WN00118, 95041912,95,A1912,04,2,81,30, 04,8,2,2,5.0,5,4,1,98,219,121,12,8.3,51,61,0.436,61,8,1,,,0,M,973,PINTO EWE,L9892,03,L5291,03,81,1,,0,5,6,91,2.12,122.9,1,73,,15.386
95WN00119, 95041913,95,A1913,04,3,82,30, 20,8,2,2,3.0,3,3,1,98,219,121,15,8.0,49,69,0.504,68,1,1,,,0,C,,,A0118,04,L8629,03,82,3,93,268,5,5,97,1.97,126.8,3,83,,18.854
95WN00120, 95041914,95,A1914,04,3,82,30, 20,8,2,2,3.0,3,3,1,98,219,121,10,9.2,53,64,0.453,64,1,1,,,0,C,,,A0118,04,L8629,03,82,3,93,268,5,5,95,1.97,126.8,3,77,,18.854
95WN00121, 95041915,95,A1915,04,2,82,30, 29,8,2,2,6.0,6,4,1,98,219,121,18,9.3,51,70,0.502,69,1,1,,,0,C,  8,,L9819,03,L3437,03,82,2,92,264,5,5,102,2.0,135.9,2,85,,17.549
95WN00122, 95041916,95,A1916,04,2,82,30, 29,8,2,2,6.0,6,4,1,98,219,121,18,9.5,55,74,0.533,73,1,1,,,0,C,e.8,,L9819,03,L3437,03,82,1,,0,5,5,104,2.0,135.9,1,86,,17.549
95WN00123, 95041917,95,A1917,04,1,81,30, 03,8,2,2,4.0,4,4,1,98,219,121,11,12.0,62,82,0.579,81,1,1,,,0,M,,,A0038,04,L7754,03,81,3,93,240,5,5,92,2.04,113.7,3,97,,22.56
95WN00124, 95041918,95,A1918,04,2,81,30, 03,8,2,2,4.0,4,4,1,98,219,121,17,11.6,68,87,0.623,86,1,1,,,0,M,e.8,,A0038,04,L7754,03,81,1,,0,5,5,100,2.04,113.7,1,103,,22.56
95WN00125, 95041919,95,A1919,04,2,81,30, 01,5,1,1,6.0,6,4,1,98,219,121,17,10.0,57,74,0.529,73,1,1,,,0,M,e.7,,L9832,03,L3722,03,81,1,,0,1,1,97,2.1,121.1,1,87,,17.411
95WN00126, 95041920,95,A1920,04,2,82,30, 21,8,2,2,6.0,6,4,1,98,219,121,18,9.1,57,73,0.528,72,1,1,,,0,C,e.7,4TEATS,L9859,03,L3701,03,82,1,,0,5,5,93,2.0,114.0,1,88,,11.201
95WN00127, 95041921,95,A1921,04,2,82,30, 21,8,2,2,6.0,6,4,1,98,219,121,14,10.3,55,71,0.502,70,1,1,,,0,C,  8,4TEATS,L9859,03,L3701,03,82,2,92,264,5,5,92,2.0,114.0,2,85,,11.201
95WN00128, 95041922,95,A1922,04,3,82,30, 26,8,2,2,5.0,5,4,1,98,219,121,1,6.3,37,52,0.378,52,1,1,,,0,C,,,A0054,04,L4966,03,82,3,93,268,5,5,86,2.23,122.1,3,63,,16.502
95WN00129, 95041923,95,A1923,04,2,82,30, 26,8,2,2,5.0,5,4,1,98,219,121,17,6.8,45,57,0.415,57,1,1,,,0,C,,,A0054,04,L4966,03,82,3,93,268,5,5,89,2.23,122.1,3,70,,16.502
95WN00130, 95041924,95,A1924,04,2,82,30, 30,7,2,1,3.0,3,3,1,98,219,121,12,9.6,57,81,0.59,80,1,1,,,0,C,e.8,,A0057,04,L8587,03,82,1,,0,3,2,92,2.11,102.5,1,93,,7.258
95WN00131, 95041925,95,A1925,04,3,82,30, 28,5,1,1,4.0,4,4,1,98,219,121,6,11.9,71,96,0.695,95,1,1,,,0,C,,SKINTAG@NECK,A0161,04,L7769,03,82,3,93,268,1,1,111,1.92,125.7,3,110,,17.283
95WN00132, 95041926,95,A1926,04,1,82,30, 27,8,2,2,6.0,6,4,1,98,219,121,12,10.3,55,78,0.56,77,1,1,,,0,C,,,A0099,04,L3363,03,82,3,93,240,5,4,99,2.0,132.5,3,88,,14.061
95WN00133, 95041927,95,A1927,04,2,82,30, 27,8,2,2,6.0,6,4,1,98,219,121,3,8.2,50,69,0.502,68,1,1,,,0,C,e.7,ENTR,A0099,04,L3363,03,82,1,,0,5,6,99,2.0,132.5,1,81,,14.061
95WN00134, 95041928,95,A1928,04,2,82,30, 24,8,2,2,4.0,4,4,1,99,219,120,20,5.7,50,65,0.494,65,1,1,,,0,C,e.8,,A0043,04,L7681,03,82,1,,0,5,7,94,2.17,124.2,1,66,,20.369
95WN00135, 95041929,95,A1929,04,1,82,30, 24,8,2,2,4.0,4,4,1,99,219,120,13,8.5,57,73,0.538,73,1,1,,,0,C,,,A0043,04,L7681,03,82,1,,0,5,3,93,2.17,124.2,1,79,,20.369
95WN00136, 95041930,95,A1930,04,3,82,30, 27,5,1,1,2.0,2,2,1,99,219,120,13,8.7,69,91,0.686,91,1,1,,,0,C,,,A0099,04,L9986,03,82,3,93,268,1,1,109,2.0,124.6,3,100,,17.61
95WN00137, 95041932,95,A1932,04,1,81,30, 04,9,3,2,4.0,4,4,1,99,219,120,17,9.0,67,85,0.633,85,1,1,,,0,M,,,L9892,03,L7144,03,81,3,93,240,8,4,106,2.42,139.6,3,96,,20.294
95WN00138, 95041933,95,A1933,04,2,81,30, 04,9,3,2,4.0,4,4,1,99,219,120,11,6.8,51,65,0.485,65,1,1,,,0,M,  6,,L9892,03,L7144,03,81,2,92,264,8,6,101,2.42,139.6,2,77,,20.294
95WN00139, 95041934,95,A1934,04,2,88,30,e.8,5,1,1,1.0,1,1,1,99,219,120,8,10.2,42,62,0.432,62,1,6,,,0,M,,,L9716,03,A1103,04,81,3,93,268,1,1,91,2.05,121.9,3,73,,20.142
95WN00140, 95041935,95,A1935,04,1,82,30, 20,8,2,2,3.0,3,3,1,99,219,120,4,10.7,65,80,0.578,80,1,1,,,0,C,,,A0118,04,L9285,03,82,1,,0,5,5,102,2.11,135.8,1,89,,20.749
95WN00141, 95041936,95,A1936,04,2,82,30, 20,8,2,2,3.0,3,3,1,99,219,120,12,10.3,58,82,0.598,82,1,1,,,0,C,e.7,,A0118,04,L9285,03,82,1,,0,5,5,109,2.11,135.8,1,97,,20.749
95WN00142, 95041939,95,A1939,04,3,81,30, 04,9,3,1,7.0,7,5,1,99,219,120,3,9.2,53,63,0.448,63,1,3,,,0,M,,HAIRY,L9892,03,L2397,03,81,3,93,268,7,2,90,2.35,117.0,3,79,,15.428
95WN00143, 95041940,95,A1940,04,1,ch,00,J09,5,1,1,1.0,1,1,H,99,226,127,3,10.9,73,93,0.646,88,1,1,,,2,c,JIM,,T4244,44,A1131,04,ch,1,,0,1,1,111,2.05,127.1,1,,,0.0
95WN00144, 95041942,95,A1942,04,1,81,30, 04,9,3,2,5.0,5,4,1,99,219,120,8,9.6,63,78,0.57,78,1,3,,,0,M,,,L9892,03,L4878,03,81,1,,0,8,5,105,2.23,143.6,1,88,,21.613
95WN00145, 95041943,95,A1943,04,2,81,30, 04,9,3,2,5.0,5,4,1,99,219,120,6,9.4,58,73,0.53,73,1,1,,,0,M,e.8,,L9892,03,L4878,03,81,1,,0,8,5,107,2.23,143.6,1,89,,21.613
95WN00146, 95041944,95,A1944,04,3,73,30,741,5,1,1,1.5,1,1,H,99,226,127,4,10.8,67,90,0.624,86,1,1,,,6,,-FL,,A0485,04,A0328,04,73,3,93,268,1,1,107,2.05,126.7,3,94,,0.0
95WN00147, 95041945,95,A1945,04,2,82,30, 29,7,2,1,2.0,2,2,1,99,219,120,15,8.6,65,83,0.62,83,1,1,,,0,C, 14,,L9819,03,A0153,04,82,2,92,264,3,2,90,2.0,96.4,2,98,,16.459
95WN00148, 95041946,95,A1946,04,1,82,30, 22,9,3,2,4.0,4,4,1,99,219,120,20,9.7,63,85,0.628,85,1,1,,,0,C,,,L9786,03,L7002,03,82,1,,0,8,5,96,2.29,117.1,1,96,,19.953
95WN00149, 95041947,95,A1947,04,2,82,30, 22,9,3,2,4.0,4,4,1,99,219,120,7,9.7,55,76,0.553,76,1,1,,,0,C,,BUSHY,L9786,03,L7002,03,82,3,93,268,8,5,96,2.29,117.1,3,90,,19.953
95WN00150, 95041948,95,A1948,04,1,82,30, 22,9,3,1,4.0,4,4,2,99,221,122,11,6.8,47,66,0.485,65,1,1,,,0,C,,,L9786,03,L7002,03,82,3,93,240,7,2,86,2.29,117.1,3,78,,19.953
95WN00151, 95041949,95,A1949,04,1,81,30, 03,5,1,1,2.0,2,2,1,99,219,120,8,8.5,68,94,0.713,94,1,1,,,0,M,,,A0038,04,L9706,03,81,3,93,240,1,1,100,2.0,118.1,3,111,,19.161
95WN00152, 95041950,95,A1950,04,3,82,30, 20,8,2,2,5.0,5,4,1,99,219,120,15,6.2,52,70,0.532,70,1,1,,,0,C,,HAIRY,A0118,04,L4702,03,82,3,93,268,5,7,99,2.12,127.3,3,80,,19.63
95WN00153, 95041951,95,A1951,04,2,82,30, 20,8,2,2,5.0,5,4,1,99,219,120,17,8.5,59,76,0.563,76,1,1,,,0,C,e.8,4TEATS,A0118,04,L4702,03,82,1,,0,5,3,101,2.12,127.3,1,91,,19.63
95WN00154, 95041952,95,A1952,04,2,00,33, 17,9,3,2,2.0,2,2,1,99,219,120,1,8.0,50,76,0.567,76,1,1,,,2,H,WYd,,K7245,63,L9875,03,TT,3,93,241,8,5,0,2.34,132.2,3,,,0.0
95WN00155, 95041953,95,A1953,04,1,00,33, 17,9,3,2,2.0,2,2,1,99,219,120,12,7.7,60,86,0.653,86,1,1,,,2,H,,,K7245,63,L9875,03,TT,3,93,248,8,5,0,2.34,132.2,3,,,0.0
95WN00156, 95041955,95,A1955,04,2,82,30, 25,9,3,1,2.0,2,2,1,99,219,120,18,6.1,54,72,0.549,72,1,1,,,0,C,  6,,L9734,03,L9681,03,82,2,92,264,7,2,88,2.17,103.1,2,85,,18.731
95WN00157, 95041957,95,A1957,04,1,82,30, 25,9,3,1,2.0,2,2,1,99,219,120,21,9.0,62,79,0.583,79,1,1,,,0,C,,,L9734,03,L9681,03,82,3,93,240,7,2,86,2.17,103.1,3,92,,18.731
95WN00158, 95041958,95,A1958,04,2,82,30, 26,8,2,2,6.0,6,4,1,99,219,120,1,9.6,57,83,0.612,83,1,1,,,0,C,  7,,A0054,04,L4113,03,82,2,92,264,5,5,121,2.2,160.1,2,95,,21.525
95WN00159, 95041959,95,A1959,04,1,82,30, 26,8,2,2,6.0,6,4,1,99,219,120,8,11.0,60,78,0.558,78,1,1,,,0,C,,,A0054,04,L4113,03,82,3,93,240,5,5,112,2.2,160.1,3,89,,21.525
95WN00160, 95041960,95,A1960,04,1,81,30, 03,8,2,2,2.0,2,2,1,99,219,120,3,9.8,67,87,0.643,87,1,1,,,0,M,,,A0038,04,L9966,03,81,1,,0,5,5,104,2.0,133.6,1,97,,22.364
95WN00161, 95041961,95,A1961,04,1,81,30, 03,8,2,2,2.0,2,2,1,99,219,120,6,9.0,56,72,0.525,72,1,1,,,0,M,,,A0038,04,L9966,03,81,3,93,240,5,5,97,2.0,133.6,3,81,,22.364
95WN00162, 95041965,95,A1965,04,2,73,30,744,8,2,1,1.5,1,1,H,99,226,127,2,9.8,56,76,0.521,72,1,1,,,6,,-fl,4TEATS,A0478,04,A0258,04,72,1,,0,3,2,97,2.15,123.9,1,80,,0.0
95WN00163, 95041967,95,A1967,04,2,82,30, 22,9,3,1,4.0,4,4,1,99,219,120,21,5.1,50,73,0.566,73,1,1,,,0,C,e.7,,L9786,03,L7618,03,82,1,,0,7,2,79,2.17,82.9,1,84,,13.361
95WN00164, 95041969,95,A1969,04,1,82,30, 22,8,2,2,2.0,2,2,1,100,219,119,16,9.1,55,72,0.529,73,1,1,,,0,C,,,L9786,03,L9949,03,82,3,93,240,5,3,93,2.0,124.2,3,79,,18.43
95WN00165, 95041970,95,A1970,04,1,82,30, 22,8,2,2,2.0,2,2,1,100,219,119,16,6.1,36,65,0.495,65,1,1,,,0,C,,,L9786,03,L9949,03,82,3,93,240,5,7,89,2.0,124.2,3,73,,18.43
95WN00166, 95041971,95,A1971,04,2,82,30, 29,5,1,1,3.0,3,3,1,100,219,119,4,11.5,66,85,0.618,86,1,1,,,0,C,e.8,,L9819,03,L8534,03,82,1,,0,1,1,94,1.82,101.8,1,98,,14.706
95WN00167, 95041973,95,A1973,04,2,81,30, 02,5,1,1,8.0,8,5,1,100,219,119,5,12.0,66,93,0.681,94,1,1,,,0,M,,UGLY,L9898,03,L0969,03,81,3,93,268,1,1,109,2.0,123.4,3,108,,23.586
95WN00168, 95041974,95,A1974,04,2,00,33, 17,8,2,2,2.0,2,2,1,100,219,119,15,8.6,53,66,0.482,66,1,1,,,2,H,TOB,,K7245,63,L9885,03,TT,T,95,320,5,5,0,2.0,124.4,T,89,,0.0
95WN00169, 95041975,95,A1975,04,1,00,33, 17,8,2,2,2.0,2,2,1,100,219,119,1,9.8,60,62,0.439,62,1,1,,,2,H,WYd,,K7245,63,L9885,03,TT,3,93,241,5,5,0,2.0,124.4,3,,,0.0
95WN00170, 95041976,95,A1976,04,2,81,30, 04,8,2,2,2.0,2,2,1,100,219,119,17,6.5,46,59,0.441,59,1,1,,,0,M, 11,,L9892,03,A0152,04,81,2,92,264,5,7,84,2.0,109.4,2,72,,13.662
95WN00171, 95041977,95,A1977,04,2,81,30, 04,8,2,2,2.0,2,2,1,100,219,119,14,9.0,55,79,0.588,80,1,1,,,0,M, 11,,L9892,03,A0152,04,81,2,92,264,5,3,95,2.0,109.4,2,81,,13.662
95WN00172, 95041979,95,A1979,04,3,81,30, 02,9,3,1,4.0,4,4,1,100,219,119,8,8.0,70,97,0.748,98,1,1,,,0,M,,,L9898,03,L6630,03,81,3,93,268,7,2,109,2.17,117.7,3,113,,22.374
95WN00173, 95041981,95,A1981,04,2,ch,00,J08,5,1,1,1.0,1,1,H,100,226,126,4,9.5,57,67,0.456,64,1,1,,,2,c,j.4,,T4325,44,A1134,04,ch,1,,0,1,1,99,2.05,122.3,1,72,,0.0
95WN00174, 95041983,95,A1983,04,1,81,30, 02,9,3,2,2.0,2,2,1,100,219,119,8,7.9,54,77,0.581,78,1,1,,,0,M,,,L9898,03,L9854,03,81,3,93,240,8,3,102,2.5,138.9,3,91,,23.164
95WN00175, 95041984,95,A1984,04,1,81,30, 02,9,3,2,2.0,2,2,1,100,219,119,17,5.5,48,70,0.542,71,1,1,,,0,M,,,L9898,03,L9854,03,81,3,93,240,8,7,99,2.5,138.9,3,84,,23.164
95WN00176, 95041985,95,A1985,04,1,82,30, 22,8,2,2,6.0,6,4,1,100,219,119,19,10.8,57,75,0.539,76,1,1,,,0,C,,,L9786,03,L3909,03,82,1,,0,5,5,105,1.9,147.2,1,89,,15.295
95WN00177, 95041986,95,A1986,04,1,82,30, 22,8,2,2,6.0,6,4,1,100,219,119,19,11.3,54,72,0.51,73,1,1,,,0,C,,,L9786,03,L3909,03,82,3,93,240,5,5,104,1.9,147.2,3,83,,15.295
95WN00178, 95041987,95,A1987,04,1,82,30, 24,9,3,3,4.0,4,4,1,100,219,119,4,6.7,41,60,0.448,60,1,1,,,0,C,,,A0043,04,L7133,03,82,3,93,240,9,8,87,2.17,123.7,3,70,,20.441
95WN00179, 95041988,95,A1988,04,2,82,30, 24,9,3,3,4.0,4,4,1,100,219,119,14,6.6,42,61,0.457,61,1,1,,,0,C,  6,,A0043,04,L7133,03,82,2,92,264,9,8,92,2.17,123.7,2,74,,20.441
95WN00180, 95041989,95,A1989,04,1,82,30, 24,9,3,3,4.0,4,4,1,100,219,119,5,7.2,42,63,0.469,63,1,1,,,0,C,,,A0043,04,L7133,03,82,3,93,240,9,8,88,2.17,123.7,3,73,,20.441
95WN00181, 95041990,95,A1990,04,3,73,30,742,8,2,1,1.5,1,1,H,100,226,126,3,6.6,56,78,0.567,75,1,1,,,6,,-FL,"FEVER,URI",A0560,04,A0598,04,72,3,93,268,3,2,100,2.15,124.5,3,81,,0.0
95WN00182, 95041992,95,A1992,04,2,82,30, 31,8,2,2,3.0,3,3,1,100,219,119,8,10.6,61,82,0.6,83,1,1,,,0,C,e.7,,L9883,03,L9200,03,82,1,,0,5,6,101,2.11,118.9,1,95,,18.083
95WN00183, 95041993,95,A1993,04,1,82,30, 31,8,2,2,3.0,3,3,1,100,219,119,2,12.8,44,72,0.497,72,1,1,,,0,C,,,L9883,03,L9200,03,82,3,93,240,5,4,90,2.11,118.9,3,73,,18.083
95WN00184, 95041994,95,A1994,04,1,81,30, 02,8,2,2,4.0,4,4,2,101,221,120,7,12.1,67,92,0.666,92,1,1,,,0,M,,,L9898,03,L7458,03,81,1,,0,5,5,115,2.29,152.4,1,101,,28.049
95WN00185, 95041995,95,A1995,04,1,81,30, 02,8,2,2,4.0,4,4,2,101,221,120,11,10.8,66,92,0.677,92,1,1,3,,0,M,,H3+ SCUR X,L9898,03,L7458,03,81,3,93,240,5,5,115,2.29,152.4,3,103,,28.049
95WN00186, 95041996,95,A1996,04,1,82,30, 31,5,1,1,5.0,5,4,1,101,219,118,21,11.3,68,101,0.76,103,1,1,,,0,C,,,L9883,03,L5189,03,82,3,93,240,1,1,108,2.01,125.2,3,108,,22.688
95WN00187, 95041998,95,A1998,04,2,ch,00,J01,8,2,1,1.0,1,1,H,101,226,125,1,8.9,63,91,0.657,88,1,1,,,2,h,j.9,,A1444,04,A1154,04,ch,1,,0,3,2,116,2.15,127.1,1,96,,0.0
95WN00188, 95041999,95,A1999,04,1,82,30, 26,8,2,2,4.0,4,4,2,101,221,120,5,8.9,58,80,0.593,80,1,1,,,0,C,,,A0054,04,L7193,03,82,1,,0,5,6,92,1.79,113.7,1,80,,12.04
95WN00189, 95042000,95,A2000,04,2,82,30, 26,8,2,2,4.0,4,4,2,101,221,120,13,10.5,67,85,0.621,85,1,1,,,0,C,e.8,LF LAME,A0054,04,L7193,03,82,1,,0,5,4,100,1.79,113.7,1,97,,12.04
95WN00190, 95042001,95,A2001,04,1,81,30, 03,8,2,2,4.0,4,4,2,101,221,120,6,10.8,70,101,0.752,101,1,1,,,0,M,,,A0038,04,L6883,03,81,1,,0,5,5,109,2.04,129.1,1,109,,24.883
95WN00191, 95042002,95,A2002,04,1,81,30, 03,8,2,2,4.0,4,4,2,101,221,120,17,11.0,67,89,0.65,89,1,1,,,0,M,,,A0038,04,L6883,03,81,1,,0,5,5,103,2.04,129.1,1,103,,24.883
95WN00192, 95042003,95,A2003,04,2,81,30, 01,8,2,2,7.0,7,5,2,101,221,120,4,10.2,54,75,0.54,75,1,1,,,0,M, 10,1EARTAG ABS.,L9832,03,L2271,03,81,2,92,264,5,5,100,1.89,125.9,2,86,,14.035
95WN00193, 95042004,95,A2004,04,2,81,30, 01,8,2,2,7.0,7,5,2,101,221,120,16,9.0,45,66,0.475,66,1,1,,,0,M, 11,HAIRY,L9832,03,L2271,03,81,2,92,264,5,5,95,1.89,125.9,2,77,,14.035
95WN00194, 95042005,95,A2005,04,1,82,30, 25,8,2,2,2.0,2,2,1,101,219,118,20,10.8,57,73,0.527,74,1,1,,,0,C,,,L9734,03,A0068,04,82,3,93,240,5,5,96,2.17,129.5,3,90,,16.002
95WN00195, 95042006,95,A2006,04,1,82,30, 25,8,2,2,2.0,2,2,1,101,219,118,14,11.1,64,81,0.592,82,1,1,,,0,C,,,L9734,03,A0068,04,82,1,,0,5,5,100,2.17,129.5,1,92,,16.002
95WN00196, 95042008,95,A2008,04,2,82,30, 23,9,3,2,4.0,4,4,1,101,219,118,17,8.9,57,75,0.56,76,1,1,,,0,C,  5,,L9720,03,L6605,03,82,2,92,264,8,5,103,2.17,130.8,2,91,,17.53
95WN00197, 95042009,95,A2009,04,1,82,30, 23,9,3,2,4.0,4,4,1,101,219,118,6,9.5,53,80,0.597,81,1,1,,,0,C,,,L9720,03,L6605,03,82,1,,0,8,5,100,2.17,130.8,1,90,,17.53
95WN00198, 95042011,95,A2011,04,1,82,30, 25,9,3,2,4.0,4,4,1,101,219,118,17,9.8,64,84,0.629,85,1,1,,,0,C,,,L9734,03,L6697,03,82,1,,0,8,5,102,1.92,131.3,1,103,,21.49
95WN00199, 95042012,95,A2012,04,2,82,30, 25,9,3,2,4.0,4,4,1,101,219,118,17,10.7,56,79,0.579,80,1,1,,,0,C,e.7,,L9734,03,L6697,03,82,1,,0,8,5,105,1.92,131.3,1,94,,21.49
95WN00200, 95042013,95,A2013,04,3,73,30,741,5,1,1,1.5,1,1,H,101,226,125,3,12.0,64,89,0.616,86,1,1,,,6,,-FL,,A0485,04,A0455,04,73,3,93,268,1,1,107,2.05,126.7,3,92,,0.0
95WN00201, 95042014,95,A2014,04,1,00,33, 17,8,2,2,2.0,2,2,1,101,219,118,21,7.9,55,75,0.569,76,1,1,,,2,H,WYd,,K7245,63,L9839,03,TT,3,93,241,5,7,0,2.0,131.1,3,,,0.0
95WN00202, 95042015,95,A2015,04,1,00,33, 17,8,2,2,2.0,2,2,1,101,219,118,20,10.8,53,77,0.561,78,1,1,,,2,H,WYd,,K7245,63,L9839,03,TT,3,93,241,5,3,0,2.0,131.1,3,,,0.0
95WN00203, 95042016,95,A2016,04,3,81,30, 04,8,2,2,2.0,2,2,2,101,221,120,12,9.8,61,85,0.627,85,1,1,,,0,M,,,L9892,03,L9856,03,81,3,93,268,5,5,101,2.17,114.5,3,97,,22.185
95WN00204, 95042017,95,A2017,04,2,81,30, 04,8,2,2,2.0,2,2,2,101,221,120,9,9.6,56,76,0.553,76,1,1,,,0,M,e.7,,L9892,03,L9856,03,81,1,,0,5,5,95,2.17,114.5,1,87,,22.185
95WN00205, 95042018,95,A2018,04,1,81,30, 04,8,2,1,6.0,6,4,2,101,221,120,13,10.7,71,81,0.586,81,1,1,,,0,M,,LR LAME,L9892,03,L3486,03,81,3,93,240,3,2,101,2.1,133.2,3,82,,15.642
95WN00206, 95042021,95,A2021,04,2,82,30, 24,9,3,2,3.0,3,3,2,101,221,120,14,7.7,52,69,0.511,69,1,1,,,0,C,e.8,,A0043,04,L8786,03,82,1,,0,8,5,100,2.11,131.7,1,81,,21.353
95WN00207, 95042022,95,A2022,04,2,82,30, 24,9,3,2,3.0,3,3,2,101,221,120,14,7.4,47,73,0.547,73,1,1,,,0,C,  6,,A0043,04,L8786,03,82,2,92,264,8,5,102,2.11,131.7,2,83,,21.353
95WN00208, 95042024,95,A2024,04,2,82,30, 30,9,3,2,2.0,2,2,2,101,221,120,16,8.4,54,74,0.547,74,1,2,,,0,C,e.7,,A0057,04,L9845,03,82,1,,0,8,5,103,2.17,132.5,1,91,,13.516
95WN00209, 95042025,95,A2025,04,2,82,30, 30,9,3,2,2.0,2,2,2,101,221,120,14,9.1,55,79,0.583,79,1,1,,,0,C,e.8,,A0057,04,L9845,03,82,1,,0,8,5,105,2.17,132.5,1,88,,13.516
95WN00210, 95042026,95,A2026,04,1,82,30, 29,8,2,2,3.0,3,3,2,101,221,120,10,10.8,63,89,0.652,89,1,1,,,0,C,,,L9819,03,L8993,03,82,1,,0,5,5,95,2.11,111.4,1,95,,18.502
95WN00211, 95042027,95,A2027,04,1,82,30, 29,8,2,2,3.0,3,3,2,101,221,120,6,9.3,66,97,0.731,97,1,1,,,0,C,,,L9819,03,L8993,03,82,1,,0,5,5,99,2.11,111.4,1,104,,18.502
95WN00212, 95042030,95,A2030,04,2,82,30, 23,8,2,2,5.0,5,4,2,101,221,120,6,11.0,64,91,0.667,91,1,1,,,0,C,  7,,L9720,03,L4909,03,82,2,92,264,5,5,119,2.01,146.7,2,103,,14.375
95WN00213, 95042031,95,A2031,04,2,82,30, 23,8,2,2,5.0,5,4,2,101,221,120,14,10.2,43,65,0.457,65,1,1,,,0,C,  9,,L9720,03,L4909,03,82,2,92,264,5,5,105,2.01,146.7,2,79,,14.375
95WN00214, 95042034,95,A2034,04,2,81,30, 03,3,4,2,7.0,7,5,2,101,221,120,4,7.1,53,77,0.583,77,1,1,,,0,M,,BRITCHY,A0038,04,L2237,03,81,3,93,268,8,4,101,2.35,124.7,3,90,,26.006
95WN00215, 95042035,95,A2035,04,2,81,30, 03,3,4,2,7.0,7,5,2,101,221,120,4,5.6,45,67,0.512,67,1,3,,,0,M, 14,,A0038,04,L2237,03,81,2,92,264,8,6,95,2.35,124.7,2,75,,26.006
95WN00216, 95042036,95,A2036,04,1,82,30, 30,8,2,2,5.0,5,4,2,101,221,120,11,12.7,73,106,0.778,106,1,1,,,0,C,,lbw 169 !,A0057,04,L5054,03,82,1,,0,5,5,130,2.12,168.6,1,110,,17.55
95WN00217, 95042037,95,A2037,04,2,82,30, 30,8,2,2,5.0,5,4,2,101,221,120,4,11.5,62,88,0.638,88,1,1,,,0,C,  7,,A0057,04,L5054,03,82,2,92,264,5,5,127,2.12,168.6,2,102,,17.55
95WN00218, 95042038,95,A2038,04,2,82,30, 22,8,2,2,2.0,2,2,2,102,221,119,7,7.3,52,74,0.561,75,1,1,,,0,C, 10,,L9786,03,A0050,04,82,2,92,264,5,5,101,2.0,128.5,2,86,,17.171
95WN00219, 95042039,95,A2039,04,3,82,30, 22,8,2,2,2.0,2,2,2,102,221,119,12,6.9,48,68,0.513,69,1,3,,,0,C,,"PINK,SUNBURN",L9786,03,A0050,04,82,3,93,268,5,5,99,2.0,128.5,3,69,,17.171
95WN00220, 95042040,95,A2040,04,2,73,30,743,5,1,1,1.5,1,1,H,102,226,124,1,12.7,70,101,0.712,98,1,1,,,6,,-fl,,A0386,04,A0257,04,72,1,,0,1,1,114,2.05,129.1,1,95,,0.0
95WN00221, 95042043,95,A2043,04,2,82,30, 25,9,3,3,5.0,5,4,1,102,219,117,11,10.0,44,55,0.385,56,1,2,,,0,C,,,L9734,03,L4954,03,82,3,93,268,9,8,94,1.9,135.0,3,74,,16.881
95WN00222, 95042044,95,A2044,04,2,82,30, 25,9,3,3,5.0,5,4,1,102,219,117,21,9.2,40,58,0.417,59,1,1,,,0,C, 14,,L9734,03,L4954,03,82,2,92,264,9,8,96,1.9,135.0,2,74,,16.881
