UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
16WN00001,2016059272,16,H9272,05,2,,30,31,8,2,2,2.0,2,2,1,66,200,134,,8.1,  0,68,0.447,62,1,1,,,0,,BLD,e5,.,H8485,05,H8545,05,,1,,,5,5,,,,,79,250,,,0.035,,,
16WN00002,2016059273,16,H9273,05,1,,30,31,8,2,2,2.0,2,2,1,66,200,134,,8.4,  0,58,0.37,53,1,1,,3,0,,BLD,,SCRS,H8485,05,H8545,05,,3,93,245,5,5,,,,,80,223,,,0.035,,,
16WN00003,2016059274,16,H9274,05,3,,30,31,8,2,2,2.0,2,2,1,70,200,130,,6.6,  0,75,0.526,70,1,1,,,,,,,1ST.HAIRY,H8485,05,H8709,05,,3,93,271,5,5,,,,,90,250,,,0.03,,,
16WN00004,2016059275,16,H9275,05,1,,30,31,8,2,2,2.0,2,2,1,70,200,130,,7.1,  0,68,0.468,63,1,1,,3+,,,,,Scurs,H8485,05,H8709,05,,3,93,245,5,5,,,,,78,223,,,0.03,,,
16WN00005,2016059276,16,H9276,05,1,,30,32,8,2,1,3.0,3,3,1,71,200,129,,8.5,  0,101,0.717,95,1,1,,2,0,,,,Horns.ParrotX,H8507,05,H8285,05,,3,93,245,3,2,,,,,108,223,,,0.047,,,
16WN00006,2016059278,16,H9278,05,2,,30,31,5,1,1,2.0,2,2,1,71,200,129,,10.1,  0,76,0.511,71,1,1,,,,,,,PINK.UGLY,H8485,05,H8664,05,,3,93,271,1,1,,,,,86,250,,,0.021,,,
16WN00007,2016059279,16,H9279,05,2,,30,30,5,1,1,3.0,3,3,1,71,200,129,,12.3,  0,97,0.657,91,1,1,,,0,,BLD,e5,.,H8376,05,H7973,05,,1,,,1,1,,,,,108,250,,,0.035,,,
16WN00008,2016059280,16,H9280,05,2,,30,29,8,2,2,2.0,2,2,1,71,200,129,,9.5,  0,65,0.43,61,1,1,,,0,,,,SmallHasBlack,H7479,05,H8785,05,,1,93,271,5,5,,,,3,76,250,,,0.04,,,
16WN00009,2016059281,16,H9281,05,2,,30,29,8,2,2,2.0,2,2,1,71,200,129,,9.0,  0,67,0.45,63,1,1,,,0,,,,EatingProblem,H7479,05,H8785,05,,1,93,271,5,5,,,,3,88,250,,,0.04,,,
16WN00010,2016059288,16,H9288,05,2,,30,32,5,1,1,7.0,7,5,1,72,200,128,,10.5,  0,102,0.715,96,3,1,,,,,BLD,e3,Rescued,H8507,05,H5213,05,,3,,,1,1,,,,1,116,250,,,0.046,,,
16WN00011,2016059289,16,H9289,05,2,,30,30,8,2,2,6.0,6,4,1,72,200,128,,11.4,  0,94,0.645,89,3,1,,,0,,BLD,,1ST.BLSPOT.SC,H8376,05,H5970,05,,3,93,271,5,3,,,,,107,250,,,0.019,,,
16WN00012,2016059290,16,H9290,05,2,,30,30,8,2,2,6.0,6,4,1,72,200,128,,7.4,  0,84,0.598,79,1,1,,,0,,BLD,e4,2ND,H8376,05,H5970,05,,1,,,5,7,,,,,97,250,,,0.019,,,
16WN00013,2016059291,16,H9291,05,2,,30,33,5,1,1,6.0,6,4,1,73,200,127,,11.8,  0,101,0.702,96,1,1,,,0,,BLD,e4,.,H8787,05,H5843,05,,1,,,1,1,,,,,125,250,,,0.044,,,
16WN00014,2016059292,16,H9292,05,2,,30,31,5,1,1,6.0,6,4,1,73,200,127,,12.2,  0,102,0.707,97,1,1,,,0,,BLD,e5,.,H8485,05,H5730,05,,1,,,1,1,,,,,122,250,,,0.011,,,
16WN00015,2016059293,16,H9293,05,2,,30,31,5,1,1,4.0,4,4,H,73,201,128,,13.9,  0,114,0.782,108,1,1,,,7,,BLD,e4,.,H8485,05,H7782,05,,1,,,1,1,,,,,140,250,,,0.025,,,
16WN00016,2016059294,16,H9294,05,1,,30,31,8,2,2,4.0,4,4,1,74,200,126,,11.7,  0,106,0.748,101,1,1,,2,7,,BLD,,1ST,H8485,05,H7506,05,,1,,,5,4,,,,,116,223,,,0.016,,,
16WN00017,2016059295,16,H9295,05,2,,30,31,8,2,2,4.0,4,4,1,74,200,126,,8.7,  0,83,0.59,80,1,1,,,7,,BLD,,2ND,H8485,05,H7506,05,,3,93,271,5,7,,,,,103,250,,,0.016,,,
16WN00018,2016059296,16,H9296,05,2,,30,29,9,3,2,2.0,2,2,1,74,200,126,,9.3,  0,81,0.569,78,1,1,,,,,,e4,TerminalOnly,H7479,05,H8747,05,,1,,,8,5,,,,,99,250,,,0.033,,,
16WN00019,2016059298,16,H9298,05,3,,30,29,9,3,2,2.0,2,2,1,74,200,126,,10.2,  0,79,0.546,76,1,1,,,,,,,3RD.PINK.UGLY,H7479,05,H8747,05,,3,93,271,8,5,,,,,96,250,,,0.033,,,
16WN00020,2016059299,16,H9299,05,2,,30,30,8,2,2,3.0,3,3,1,74,200,126,,14.5,  0,96,0.647,92,1,1,,,0,,,e3,1ST,H8376,05,H7990,05,,1,,,5,4,,,,,107,250,,,0.031,,,
16WN00021,2016059300,16,H9300,05,2,,30,30,8,2,2,3.0,3,3,1,74,200,126,,11.6,  0,91,0.63,87,1,1,,,0,,,e5,Rescued,H8376,05,H7990,05,,3,,,5,6,,,,1,110,250,,,0.031,,,
16WN00022,2016059301,16,H9301,05,1,,30,29,5,1,1,6.0,6,4,1,74,200,126,,11.9,  0,110,0.779,105,1,1,,2+,0,,BLD,,"Scurs,butNice",H7479,05,H6037,05,,3,93,245,1,1,,,,,122,223,,,0.046,,,
16WN00023,2016059303,16,H9303,05,1,,30,31,9,3,2,3.0,3,3,1,74,200,126,,12.2,  0,94,0.649,90,1,1,,2,0,,,,2ND,H8485,05,H7991,05,,1,,,8,5,,,,,96,223,,,0.024,,,
16WN00024,2016059304,16,H9304,05,2,,30,31,9,3,2,3.0,3,3,1,74,200,126,,10.8,  0,83,0.573,80,1,1,,,0,,,e5,3RD,H8485,05,H7991,05,,1,,,8,5,,,,,98,250,,,0.024,,,
16WN00025,2016059305,16,H9305,05,3,,30,32,9,3,2,3.0,3,3,1,75,200,125,,11.0,  0,98,0.696,95,1,1,,,0,,,,1ST H,H8507,05,H8054,05,,3,93,271,8,5,,,,,118,250,,,0.028,,,
16WN00026,2016059306,16,H9306,05,2,,30,32,9,3,2,3.0,3,3,1,75,200,125,,11.1,  0,83,0.575,80,1,1,,,0,,,e5,Rescued,H8507,05,H8054,05,,3,,,8,5,,,,1,98,250,,,0.028,,,
16WN00027,2016059309,16,H9309,05,1,,30,33,9,3,2,3.0,3,3,1,75,200,125,,10.9,  0,96,0.681,93,1,1,,3,7,,,,2ND.Scurs,H8787,05,H8452,05,,3,93,245,8,3,,,,,109,223,,,0.033,,,
16WN00028,2016059310,16,H9310,05,2,,30,33,9,3,2,3.0,3,3,1,75,200,125,,7.9,  0,75,0.537,72,1,1,,,7,,,e3,3RD.P,H8787,05,H8452,05,,1,,,8,7,,,,,94,250,,,0.033,,,
16WN00029,2016059311,16,H9311,05,1,,30,29,8,2,2,3.0,3,3,1,75,200,125,,13.2,  0,90,0.614,87,1,1,,2,7,,,,"Scurs,1smNut",H7479,05,H7986,05,,3,93,245,5,5,,,,,80,223,,,0.04,,,
16WN00030,2016059312,16,H9312,05,2,,30,29,8,2,2,3.0,3,3,1,75,200,125,,12.8,  0,86,0.586,83,1,1,,,7,,,e5,2ND,H7479,05,H7986,05,,1,,,5,5,,,,,102,250,,,0.04,,,
16WN00031,2016059313,16,H9313,05,1,,30,32,5,1,1,2.0,2,2,1,76,200,124,,12.4,  0,101,0.715,98,1,1,,2,0,,,,HAIRY.Scurs,H8507,05,H8691,05,,3,93,245,1,1,,,,,118,223,,,0.039,,,
16WN00032,2016059314,16,H9314,05,1,,30,33,9,3,2,3.0,3,3,1,76,200,124,,8.9,  0,90,0.654,87,1,1,,2,0,,BLD,,SL.SplitScrot,H8787,05,H8155,05,,3,93,245,8,5,,,,,101,223,,,0.028,,,
16WN00033,2016059315,16,H9315,05,2,,30,33,9,3,2,3.0,3,3,1,76,200,124,,9.9,  0,74,0.517,72,1,1,,,0,,BLD,e4,TerminalOnly,H8787,05,H8155,05,,1,,,8,5,,,,,91,250,,,0.028,,,
16WN00034,2016059317,16,H9317,05,2,,30,29,8,2,2,2.0,2,2,1,76,200,124,,9.9,  0,79,0.557,77,1,1,,,,,,e5,1ST,H7479,05,H8519,05,,1,,,5,5,,,,,100,250,,,0.043,,,
16WN00035,2016059318,16,H9318,05,2,,30,29,8,2,2,2.0,2,2,1,76,200,124,,9.4,  0,80,0.569,78,1,1,,,,,,,2ND,H7479,05,H8519,05,,1,93,271,5,5,,,,3,77,250,,,0.043,,,
16WN00036,2016059319,16,H9319,05,2,,30,30,9,3,2,5.0,5,4,1,77,200,123,,9.0,  0,79,0.569,77,1,1,,,0,,BLD,e3,1ST.H,H8376,05,H6539,05,,1,,,8,5,,,,,95,250,,,0.041,,,
16WN00037,2016059320,16,H9320,05,1,,30,30,9,3,2,5.0,5,4,1,77,200,123,,9.0,  0,89,0.65,87,1,1,,2+,0,,BLD,,2ND.Pink,H8376,05,H6539,05,,1,,,8,5,,,,,99,223,,,0.041,,,
16WN00038,2016059322,16,H9322,05,2,,30,29,8,2,1,3.0,3,3,1,77,200,123,,12.2,  0,96,0.681,94,1,1,,,0,,,e5,1ST,H7479,05,H8317,05,,1,,,3,2,,,,,112,250,,,0.029,,,
16WN00039,2016059324,16,H9324,05,1,,30,32,8,2,2,3.0,3,3,1,77,200,123,,11.8,  0,98,0.701,96,1,1,,3+,7,,BLD,,1ST.H.Scurs,H8507,05,H8410,05,,3,93,245,5,4,,,,,100,223,,,0.038,,,
16WN00040,2016059325,16,H9325,05,2,,30,32,8,2,2,3.0,3,3,1,77,200,123,,10.0,  0,88,0.634,86,1,1,,,7,,BLD,e5,2ND.H,H8507,05,H8410,05,,1,,,5,6,,,,,95,250,,,0.038,,,
16WN00041,2016059326,16,H9326,05,1,,30,30,9,3,2,6.0,6,4,1,77,200,123,,9.9,  0,81,0.578,79,1,1,,2,0,,BLD,,Scurs,H8376,05,H5570,05,,3,93,245,8,5,,,,,101,223,,,0.043,,,
16WN00042,2016059327,16,H9327,05,2,,30,30,9,3,2,6.0,6,4,1,77,200,123,,9.0,  0,74,0.528,72,1,1,,,0,,BLD,e3,2ND,H8376,05,H5570,05,,1,,,8,5,,,,,98,250,,,0.043,,,
16WN00043,2016059329,16,H9329,05,1,,30,29,9,3,2,3.0,3,3,1,77,200,123,,9.0,  0,85,0.618,83,1,1,,2+,7,,BLD,,Scurs,H7479,05,H8162,05,,1,,,8,6,,,,,92,223,,,0.044,,,
16WN00044,2016059330,16,H9330,05,2,,30,29,9,3,2,3.0,3,3,1,77,200,123,,11.3,  0,85,0.599,83,1,1,,,7,,BLD,e4,2ND.SCRS,H7479,05,H8162,05,,1,,,8,4,,,,,109,250,,,0.044,,,
16WN00045,2016059332,16,H9332,05,2,,30,31,5,1,1,7.0,7,5,H,77,201,124,,11.0,  0,79,0.548,77,1,1,,,,,BLD,e5,.,H8485,05,H4891,05,,1,,,1,1,,,,,92,250,,,0.029,,,
16WN00046,2016059334,16,H9334,05,2,,30,e8,9,3,1,1.0,1,1,1,77,200,123,,9.6,  0,76,0.54,74,1,1,,,0,,BLD,,To Olsen,H8715,05,H8999,05,,3,93,271,7,2,,,,,84,250,,,0.036,,,14019
16WN00047,2016059336,16,H9336,05,3,,30,31,5,1,1,3.0,3,3,1,77,200,123,,10.9,  0,101,0.733,99,1,1,,,0,,BLD,,SINGLE.CUT,H8485,05,H8135,05,,3,93,271,1,1,,,,,118,250,,,0.023,,,
16WN00048,2016059338,16,H9338,05,2,,30,29,8,2,1,2.0,2,2,1,78,200,122,,7.1,  0,53,0.376,52,1,1,,,0,,,,.,H7479,05,H8516,05,,3,93,271,3,2,,,,,64,250,,,0.022,,,
16WN00049,2016059339,16,H9339,05,2,,30,29,9,3,1,7.0,7,5,1,78,200,122,,8.0,  0,84,0.623,83,1,1,,,,,BLD,e5,1ST,H7479,05,H5484,05,,1,,,7,2,,,,,97,250,,,0.042,,,
16WN00050,2016059341,16,H9341,05,2,,30,33,8,2,2,2.0,2,2,1,78,200,122,,10.4,  0,78,0.554,77,1,1,,,,,BLD,e4,1ST,H8787,05,H8640,05,,1,,,5,5,,,,,91,250,,,0.022,,,
16WN00051,2016059342,16,H9342,05,2,,30,33,8,2,2,2.0,2,2,1,78,200,122,,9.1,  0,58,0.401,57,1,1,,,,,BLD,,2ND,H8787,05,H8640,05,,1,93,271,5,5,,,,3,73,250,,,0.022,,,
16WN00052,2016059343,16,H9343,05,3,,30,33,9,3,2,3.0,3,3,1,78,200,122,,6.6,  0,75,0.561,74,1,1,,,0,,BLD,,1ST,H8787,05,H8092,05,,3,93,271,8,6,,,,,90,250,,,0.036,,,
16WN00053,2016059345,16,H9345,05,1,,30,33,9,3,2,3.0,3,3,1,78,200,122,,8.2,  0,85,0.63,84,1,1,,2,0,,BLD,,"Scurs, ugly",H8787,05,H8092,05,,3,93,245,8,5,,,,,94,223,,,0.036,,,
16WN00054,2016059346,16,H9346,05,2,,30,29,5,1,1,6.0,6,4,1,78,200,122,,14.0,  0,107,0.762,105,1,1,,,0,,BLD,e4,.,H7479,05,H5844,05,,1,,,1,1,,,,,124,250,,,0.045,,,
16WN00055,2016059347,16,H9347,05,3,,30,e8,8,2,2,1.0,1,1,1,78,200,122,,5.5,  0,51,0.373,50,1,1,,,0,,,,1ST.SCOURS,H8715,05,H8860,05,,3,93,271,5,5,,,,,66,250,,,0.041,,,
16WN00056,2016059348,16,H9348,05,2,,30,e8,8,2,2,1.0,1,1,1,78,200,122,,4.8,  0,52,0.387,51,1,1,,,0,,,,2ND.BLOODYSHI,H8715,05,H8860,05,,3,93,271,5,6,,,,,63,250,,,0.041,,,
16WN00057,2016059351,16,H9351,05,3,,30,e8,8,2,2,1.0,1,1,1,79,200,121,,6.7,  0,83,0.631,82,1,1,,,,,,,1st.PNEU.SCRS,H8715,05,H9051,05,,3,93,271,5,5,,,,,99,250,,,0.031,,,
16WN00058,2016059352,16,H9352,05,3,,30,e8,8,2,2,1.0,1,1,1,79,200,121,,5.6,  0,58,0.433,58,1,1,,,,,,,2nd.scrs.resp,H8715,05,H9051,05,,3,93,271,5,6,,,,,74,250,,,0.031,,,
16WN00059,2016059353,16,H9353,05,2,,30,e6,5,1,1,1.0,1,1,1,79,200,121,,7.8,  0,58,0.415,58,1,1,,,0,,,,.,H8210,05,H9012,05,,3,93,271,1,1,,,,,73,250,,,0.024,,,
16WN00060,2016059354,16,H9354,05,2,,30,29,8,2,2,6.0,6,4,1,79,200,121,,12.2,  0,84,0.593,83,1,1,,,0,,BLD,,Resp,H7479,05,H6064,05,,1,66,251,5,5,,,,6,58,250,,,0.048,,,
16WN00061,2016059355,16,H9355,05,3,,30,29,8,2,2,6.0,6,4,1,79,200,121,,12.7,  0,85,0.598,84,1,1,,,0,,BLD,,2ND.V.UGLY.SC,H7479,05,H6064,05,,3,93,271,5,5,,,,,94,250,,,0.048,,,
16WN00062,2016059356,16,H9356,05,2,,30,31,8,2,2,5.0,5,4,1,80,200,120,,14.0,  0,59,0.375,59,1,1,,,0,,BLD,e5,TerminalOnly,H8485,05,H6597,05,,1,,,5,5,,,,,79,250,,,0.028,,,
16WN00063,2016059357,16,H9357,05,2,,30,31,8,2,2,5.0,5,4,1,80,200,120,,11.8,  0,86,0.618,86,1,1,,,0,,BLD,e4,2ND,H8485,05,H6597,05,,1,,,5,6,,,,,101,250,,,0.028,,,
16WN00064,2016059358,16,H9358,05,2,,30,33,5,1,1,4.0,4,4,1,80,200,120,,11.4,  0,84,0.605,84,1,1,,,0,,BLD,e4,.,H8787,05,H7526,05,,1,,,1,1,,,,,105,250,,,0.039,,,
16WN00065,2016059359,16,H9359,05,2,,30,30,8,2,2,2.0,2,2,1,80,200,120,,10.3,  0,66,0.464,66,1,1,,,,,,e4,1ST,H8376,05,H8530,05,,1,,,5,5,,,,,85,250,,,0.031,,,
16WN00066,2016059360,16,H9360,05,1,,30,30,8,2,2,2.0,2,2,1,80,200,120,,9.3,  0,79,0.581,79,1,1,,3-,,,,,2ND,H8376,05,H8530,05,,1,,,5,5,,,,,90,223,,,0.031,,,
16WN00067,2016059361,16,H9361,05,1,,30,30,3,4,2,4.0,4,4,1,80,200,120,,10.0,  0,84,0.617,84,1,1,,2+,0,,BLD,,Scurs,H8376,05,H7601,05,,1,,,8,4,,,,,96,223,,,0.036,,,
16WN00068,2016059362,16,H9362,05,1,,30,30,3,4,2,4.0,4,4,1,80,200,120,,8.0,  0,77,0.575,77,1,1,,2+,0,,BLD,,2ND.Scurs,H8376,05,H7601,05,,1,,,8,6,,,,,90,223,,,0.036,,,
16WN00069,2016059365,16,H9365,05,3,,30,31,8,2,2,4.0,4,4,1,80,200,120,,8.1,  0,73,0.541,73,1,1,,,7,,BLD,,1ST.PINK.UGLY,H8485,05,H7497,05,,3,93,271,5,5,,,,,91,250,,,0.033,,,
16WN00070,2016059366,16,H9366,05,3,,30,31,8,2,2,4.0,4,4,1,80,200,120,,7.8,  0,79,0.593,79,1,1,,,7,,BLD,,2ND.PINK.UGLY,H8485,05,H7497,05,,3,93,271,5,5,,,,,98,250,,,0.033,,,
16WN00071,2016059367,16,H9367,05,2,,30,e6,8,2,1,1.0,1,1,1,80,200,120,,7.1,  0,83,0.633,83,1,1,,,7,,BLD,,To Olsen,H8210,05,H9026,05,,3,93,271,3,2,,,,,98,250,,,0.028,,,14013
16WN00072,2016059369,16,H9369,05,2,,30,31,8,2,2,4.0,4,4,1,80,200,120,,11.0,  0,81,0.583,81,1,1,,,0,,BLD,,1ST.SCRS,H8485,05,H7516,05,,3,93,271,5,5,,,,,92,250,,,0.014,,,
16WN00073,2016059370,16,H9370,05,2,,30,31,8,2,2,4.0,4,4,1,80,200,120,,9.9,  0,77,0.559,77,1,1,,,0,,BLD,e4,2ND,H8485,05,H7516,05,,1,,,5,5,,,,,87,250,,,0.014,,,
16WN00074,2016059371,16,H9371,05,1,,30,33,9,3,2,6.0,6,4,1,80,200,120,,11.3,  0,86,0.623,86,1,1,,2,0,,BLD,,1ST.SCRS,H8787,05,H5706,05,,1,,,8,4,,,,,102,223,,,0.02,,,
16WN00075,2016059372,16,H9372,05,3,,30,33,9,3,2,6.0,6,4,1,80,200,120,,8.5,  0,76,0.563,76,1,1,,,0,,BLD,,2ND.HAIRY,H8787,05,H5706,05,,3,93,271,8,6,,,,,98,250,,,0.02,,,
16WN00076,2016059374,16,H9374,05,1,,30,31,8,2,2,2.0,2,2,1,81,200,119,,10.9,  0,72,0.513,72,1,1,,2,0,,BLD,,1ST,H8485,05,H8780,05,,1,,,5,4,,,,,100,223,,,0.024,,,
16WN00077,2016059375,16,H9375,05,3,,30,31,8,2,2,2.0,2,2,1,81,200,119,,9.2,  0,76,0.561,77,3,1,,,0,,BLD,,2ND.BL.SPOT.L,H8485,05,H8780,05,,3,93,271,5,6,,,,,98,250,,,0.024,,,
16WN00078,2016059376,16,H9376,05,2,,30,e8,5,1,1,1.0,1,1,1,81,200,119,,8.5,  0,51,0.357,51,1,1,,,0,,,,SCOURS,H8715,05,H9232,05,,3,93,271,1,1,,,,,59,250,,,0.032,,,
16WN00079,2016059378,16,H9378,05,2,,30,30,3,4,2,4.0,4,4,1,81,200,119,,8.0,  0,85,0.647,86,1,1,,,7,,BLD,e5,TerminalOnly,H8376,05,H7774,05,,1,,,8,5,,,,,97,250,,,0.039,,,
