UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
10WN00014,2010056497,10,H6497,05,1,,30,78,9,3,3,6.0,6,4,1,107,221,114,,9.3,32,45,0.311,47,1,1,,,0,.,,,MissedWnwt,H3779,05,H1194,05,83,6,10,227,9,8,,,,,0,,,0.049,,,
10WN00015,2010644639,10,K4639,64,1,,06,24,5,1,1,5.0,5,4,2,82,222,140,,13.9,99,134,0.86,117,1,1,,,0,.,,,MissdWnwtSick,K4267,64,K3292,64,6T,3,42,221,1,1,,,,6,0,,,0.048,,,
10WN00016,2010644689,10,K4689,64,2,,06,24,8,2,2,3.0,3,3,2,88,222,134,,10.4,72,105,0.706,95,1,1,,,0,.,,e18,4TEATS,K4267,64,K4060,64,6M,1,,,5,6,,,,,0,,,0.053,,,
10WN00017,2010700148,10,L0148,70,2,,PC,3,5,1,1,2.0,2,2,2,86,222,136,,13.0,78,103,0.662,92,5,1,,,0,.,,e12,SMUT,X3521,82,X6228,82,99,1,,,1,1,,,,,0,,,0.0,,,
10WN00018,2010700163,10,L0163,70,1,,PC,15,8,2,2,4.0,4,4,2,89,222,133,,14.0,79,107,0.699,98,5,1,,,0,.,,,4T NICE LAMB,X5725,82,X3317,82,00,1,,,5,5,,,,,0,,,0.004,,,
10WN00019,2010118156,10,R8156,11,1,,07,70,5,1,1,4.0,4,4,2,94,222,128,,14.8,71,100,0.666,95,1,1,,,0,.,,,.,   26,00,R6260,11,18,3,97,236,1,1,,,,7,0,,,0.0,,,
10WN00020,2010118215,10,R8215,11,1,,07,71,8,2,2,6.0,6,4,2,96,222,126,,11.5,40,54,0.335,52,1,1,,,0,.,,,SickMissdWnwt, 7234,00,R4277,11,18,3,42,223,5,5,,,,6,0,,,0.0,,,
10WN00021,2010118221,10,R8221,11,1,,07,59,8,2,2,6.0,6,4,2,96,222,126,,10.4,42,62,0.41,60,1,1,,,0,.,,,4TEATS,  814,00,R4418,11,18,3,97,236,5,5,,,,7,0,,,0.0,,,
10WN00022,2010118413,10,R8413,11,1,,07,75,8,2,2,4.0,4,4,2,102,222,120,,13.4,59,91,0.647,91,1,1,,,0,.,,,.,R7255,11,R6190,11,18,3,97,236,5,5,,,,7,0,,,0.028,,,
10WN00023,2010118422,10,R8422,11,2,,07,71,8,2,2,2.0,2,2,2,102,222,120,,11.9,25,32,0.166,32,1,1,,,0,.,,,MissedWnwt, 7234,00,R7374,11,18,6,15,222,5,5,,,,,0,,,0.0,,,
10WN00024,2010118438,10,R8438,11,1,,07,73,8,2,2,2.0,2,2,2,102,222,120,,11.3,35,67,0.464,67,1,1,,,0,.,,,.,R6942,11,R7164,11,12,3,97,236,5,4,,,,7,0,,,0.039,,,
10WN00025,2010118454,10,R8454,11,2,,07,73,8,2,1,2.0,2,2,2,103,222,119,,6.8,38,66,0.497,66,1,1,,,0,.,,e15,.,R6942,11,R7381,11,18,3,,,3,2,,,,1,0,,,0.082,,,
10WN00026,2010118598,10,R8598,11,2,,07,73,8,2,1,5.0,5,4,2,109,222,113,,7.6,43,84,0.676,89,1,1,,,0,.,,,HAIRY,R6942,11,R5537,11,18,3,97,243,3,2,,,,7,0,,,0.035,,,
10WN00027,2010118602,10,R8602,11,1,,07,57,3,4,1,4.0,4,4,2,109,222,113,,7.7,38,75,0.596,79,1,1,,,0,.,,,WRITEDOWNSHOR,  292,00,R6475,11,18,3,97,236,7,2,,,,7,0,,,0.0,,,
10WN00028,2010118611,10,R8611,11,1,,07,75,7,2,1,8.0,8,5,2,110,222,112,,10.7,58,85,0.666,91,1,1,,,0,.,,,MissdWnwtSick,R7255,11,R3112,11,18,3,42,223,3,2,,,,6,0,,,0.031,,,
10WN00029,2010452975,10,T2975,45,2,,02,37,8,2,1,4.0,4,4,1,79,221,142,,10.1,53,70,0.42,61,1,1,,,0,.,,,WnwtProbMissd,T1949,45,T1131,45,48,1,93,328,3,2,,,,3,79,,,0.039,Rgpb,,
10WN00030,2010453189,10,T3189,45,2,,02,43,8,2,2,3.0,3,3,2,85,222,137,,10.5,58,83,0.529,74,1,3,,,0,.,,,.,T2247,45,T1781,45,48,3,97,243,5,5,,,,7,0,,,0.053,,,
10WN00031,2010453266,10,T3266,45,2,,02,39,8,2,2,3.0,3,3,2,88,222,134,,10.1,57,81,0.529,74,1,1,,,0,.,,,.,T1982,45,T1492,45,48,3,97,243,5,6,,,,7,0,,,0.05,,,
10WN00032,2010453408,10,T3408,45,1,,02,33,8,2,2,3.0,3,3,1,92,221,129,,9.4,42,71,0.478,67,1,1,,,0,.,,,.,T1615,45,T1398,45,48,3,97,236,5,5,,,,7,0,,,0.037,,,
10WN00033,2010828680,10,X8680,82,2,,TC,13,8,2,2,3.0,3,3,1,81,221,140,,11.5,49,65,0.379,57,1,1,,,0,.,,e9,4TEATS,   27,00,K3840,64,6T,1,,,5,5,,,,,0,,,0.0,,,
10WN00034,2010828754,10,X8754,82,3,,00,M4,5,1,1,1.0,1,1,2,83,222,139,,11.5,69,103,0.658,90,1,1,,,0,.,,,CK PARENTS,X0000,82,X7996,82,00,3,97,243,1,1,,,,7,0,,,0.0,,,
10WN00035,2010828866,10,X8866,82,3,,00,M4,5,1,1,1.0,1,1,2,86,222,136,,7.8,59,91,0.612,81,2,1,,,0,.,,,.,X0000,82,H5042,05,00,3,97,243,1,1,,,,7,0,,,0.0,,,
10WN00036,2010828926,10,X8926,82,2,,R3,62,8,2,2,6.0,6,4,2,89,222,133,,10.0,52,71,0.457,65,1,1,,,0,.,,,MissdWnwtSick,20388,00,R4462,11,18,6,42,222,5,5,,,,,0,,,0.0,,,
10WN00037,2010828963,10,X8963,82,2,,C3,5,8,2,2,2.0,2,2,2,90,222,132,,11.0,44,61,0.377,56,1,1,,,0,.,,,WnwtProbMissd,K4090,64,X5884,82,99,3,93,258,5,6,,,,,69,,,0.0,,,
10WN00038,2010829172,10,X9172,82,3,,00,M4,8,2,2,1.0,1,1,2,96,222,126,,7.8,50,81,0.581,78,1,1,,,0,.,,,4TBRNSPTNECK,X0000,82,X8071,82,00,3,97,243,5,4,,,,7,0,,,0.0,,,
10WN00039,2010829607,10,X9607,82,3,,00,M3,5,1,1,1.0,1,1,2,109,222,113,,13.6,49,69,0.492,73,5,1,,,0,.,,,MissedWnwt,X0000,82,R7996,11,00,6,49,222,1,1,,,,,0,,,0.0,,,
10WN00040,2010829619,10,X9619,82,2,,00,T1,5,1,1,1.0,1,1,2,110,222,112,,15.0,57,92,0.688,98,5,1,,,0,.,,,.,X6539,82,T2710,45,48,3,97,243,1,1,,,,7,0,,,0.0,,,
10WN00041,2010118574,10,R8574,11,2,,07,72,5,1,1,6.0,6,4,1,108,221,113,,11.5,53,66,0.482,69,1,1,,,0,.,,,HAIRY,R6768,11,R4617,11,18,3,93,258,1,1,,,,,71,,,0.033,,,
10WN00042,2010118376,10,R8376,11,1,,07,55,8,2,2,6.0,6,4,1,101,221,120,,10.0,50,77,0.558,77,1,1,,,0,.,,,.,   71,00,R4533,11,18,1,,,5,5,,,,,77,,,0.0,,,
10WN00043,2010829601,10,X9601,82,2,,S3,e11,5,1,1,1.0,1,1,1,108,221,113,,10.7,44,68,0.507,72,4,1,,,0,.,,,MICKEY MOUSE,X6430,82,X7435,82,99,3,93,258,1,1,,,,,75,,,0.0,,,
10WN00044,2010056379,10,H6379,05,1,,30,81,8,2,2,2.0,2,2,1,101,221,120,,9.0,42,64,0.458,64,1,1,,,0,.,,,PROCESSED413,H4186,05,H3871,05,88,3,93,238,5,6,,,,,68,,,0.055,,,
10WN00045,2010828580,10,X8580,82,2,,T3,13,8,2,2,2.0,2,2,1,78,221,143,,12.5,64,92,0.556,79,2,1,,,0,.,,e2,E1EYE,   27,00,X6110,82,99,1,,,5,5,,,,,101,,,0.0,,,
10WN00046,2010453387,10,T3387,45,2,,02,35,5,1,1,4.0,4,4,1,91,221,130,,12.7,76,99,0.664,92,1,1,,,0,.,,,.,T1923,45,T0933,45,ID,1,,,1,1,,,,,107,,,0.051,,,
10WN00047,2010453174,10,T3174,45,2,,02,T2,5,1,1,1.0,1,1,1,85,221,136,,11.8,50,70,0.428,63,1,1,,,0,.,,,.,,45,T2508,45,48,3,93,258,1,1,,,,,77,,,0.0,,,
10WN00048,2010452977,10,T2977,45,2,,02,43,5,1,1,3.0,3,3,1,79,221,142,,13.8,94,109,0.67,94,1,1,,,0,.,,,.,T2247,45,T1331,45,48,1,,,1,1,,,,,118,,,0.06,,,
10WN00049,2010453027,10,T3027,45,3,,02,40,5,1,1,3.0,3,3,1,80,221,141,,14.2,87,111,0.687,97,1,1,,,0,.,,,4TEATS,T2028,45,T1436,45,ID,3,93,258,1,1,,,,,122,,,0.034,,,
10WN00050,2010453422,10,T3422,45,2,,02,38,8,2,2,4.0,4,4,1,92,221,129,,10.5,51,71,0.469,67,1,1,,,0,.,,,.,T1960,45,T1130,45,48,1,,,5,6,,,,,80,,,0.043,,,
10WN00051,2010118087,10,R8087,11,2,,07,73,8,2,2,2.0,2,2,1,92,221,129,,10.8,52,66,0.428,62,1,1,,,0,.,,e15,.,R6942,11,R7360,11,18,1,,,5,4,,,,,73,,,0.039,,,
10WN00052,2010118560,10,R8560,11,1,,07,55,8,2,1,8.0,8,5,1,107,221,114,,13.4,41,59,0.4,61,1,1,,,0,.,,,SLIGHTE1E,   71,00,R3886,11,18,3,93,238,3,2,,,,,63,,,0.0,,,
10WN00053,2010828649,10,X8649,82,1,,CM,20,5,1,1,5.0,5,4,1,80,221,141,,13.6,87,114,0.712,99,1,1,,,0,.,,,.,X6217,82,K3466,64,6T,3,93,238,1,1,,,,,122,,,0.023,,,
10WN00054,2010828501,10,X8501,82,2,,S3,11,8,2,1,3.0,3,3,1,76,221,145,,12.0,65,93,0.559,79,5,2,,,0,.,,e11,4TEATS,X6042,82,X4679,82,00,1,,,3,2,,,,,100,,,0.0,,,
10WN00055,2010056274,10,H6274,05,1,,30,51,9,3,2,3.0,3,3,1,100,221,121,,9.1,44,75,0.545,75,1,2,,,0,.,,,.,  420,00,H3260,05,88,3,93,238,8,5,,,,,80,,,0.0,,,
10WN00056,2010829361,10,X9361,82,3,,00,e22,5,1,1,1.0,1,1,1,100,221,121,,10.2,47,68,0.478,68,5,1,,,0,.,,,H.BRNSMUT HOR,X0000,82,R7775,11,18,3,93,258,1,1,,,,,74,,,0.074,,,
10WN00057,2010452854,10,T2854,45,2,,02,42,5,1,1,3.0,3,3,1,74,221,147,,12.5,81,102,0.609,86,1,1,,,0,.,,,SL PINK,T2224,45,T1507,45,48,1,,,1,1,,,,,106,,,0.023,,,
10WN00058,2010828570,10,X8570,82,1,,TC,13,8,2,2,4.0,4,4,1,78,221,143,,10.2,59,85,0.523,73,2,1,,,0,.,,,.,   27,00,K3714,64,6T,3,93,238,5,5,,,,,89,,,0.0,,,
10WN00059,2010700097,10,L0097,70,1,,PC,15,9,3,1,4.0,4,4,1,80,221,141,,10.2,84,114,0.736,99,1,1,,,0,.,,,CHECK PARENTS,X5725,82,X3420,82,00,3,93,238,7,2,,,,,115,,,0.006,,,
10WN00060,2010828647,10,X8647,82,2,,CM,21,8,2,2,4.0,4,4,1,80,221,141,,9.5,63,87,0.55,76,1,1,,,0,.,,e5,.,X6025,82,K3639,64,6T,1,,,5,6,,,,,96,,,0.008,,,
10WN00061,2010055756,10,H5756,05,2,,30,e18,5,1,1,1.0,1,1,1,92,221,129,,11.4,63,83,0.555,78,1,1,,,0,.,,,.,H4211,05,H5021,05,88,7,97,242,1,1,,,,,0,,,0.056,,,
10WN00062,2010453486,10,T3486,45,3,,02,T3,5,1,1,1.0,1,1,1,100,221,121,,11.6,60,85,0.607,84,1,1,,,0,.,,,.,,45,T2533,45,48,3,93,258,1,1,,,,,94,,,0.0,,,
10WN00063,2010829358,10,X9358,82,2,,R3,63,9,3,2,5.0,5,4,1,100,221,121,,10.6,48,76,0.54,75,3,1,,,0,.,,e27,3RD.H,20390,00,R5730,11,18,1,,,8,4,,,,,79,,,0.0,,,
10WN00064,2010056215,10,H6215,05,2,,30,49,3,4,2,5.0,5,4,1,99,221,122,,7.0,38,62,0.451,61,1,1,,,0,.,,e26,.,H9057,00,H1520,05,83,1,,,8,5,,,,,72,,,0.0,,,
10WN00065,2010829571,10,X9571,82,2,,00,M4,8,2,1,1.0,1,1,1,107,221,114,,7.4,26,44,0.321,46,1,1,,,0,.,,,PINK,X0000,82,H4947,05,00,3,93,258,3,2,,,,,53,,,0.0,,,
10WN00066,2010056257,10,H6257,05,3,,30,e16,5,1,1,1.0,1,1,1,100,221,121,,9.8,53,82,0.597,81,1,1,,,0,.,,,.,H3921,05,H5551,05,88,3,93,258,1,1,,,,,93,,,0.052,,,
10WN00067,2010453394,10,T3394,45,1,,02,42,9,3,1,7.0,7,5,1,91,221,130,,9.2,59,81,0.552,75,1,1,,,0,.,,,.,T2224,45,T9492,44,ID,1,,,7,2,,,,,85,,,0.025,,,
10WN00068,2010118545,10,R8545,11,2,,07,76,8,2,1,2.0,2,2,1,106,221,115,,10.0,35,51,0.357,53,1,2,,,0,.,,e16,.,R7297,11,R7172,11,18,1,,,3,2,,,,,60,,,0.065,,,
10WN00069,2010453375,10,T3375,45,2,,02,38,8,2,2,6.0,6,4,1,91,221,130,,10.6,45,64,0.411,60,1,1,,,0,.,,,Rupt.Galblddr,T1960,45,T9914,44,48,3,42,262,5,5,,,,6,67,,,0.021,,,
10WN00070,2010118401,10,R8401,11,1,,07,73,8,2,1,2.0,2,2,1,101,221,120,,9.4,42,66,0.472,66,1,1,,,0,.,,,TAIL CHEWED,R6942,11,R7386,11,18,3,93,238,3,2,,,,,69,,,0.046,,,
10WN00071,2010118320,10,R8320,11,1,,07,56,5,1,1,6.0,6,4,1,99,221,122,,15.7,73,105,0.732,104,1,1,,,0,.,,,Horns, 2143,00,R4606,11,18,3,93,238,1,1,,,,,108,,,0.0,,,
10WN00072,2010118249,10,R8249,11,2,,07,54,8,2,2,4.0,4,4,1,97,221,124,,9.8,35,57,0.381,56,1,1,,,0,.,,e25,.,R82,00,R6288,11,18,1,,,5,5,,,,,66,,,0.0,,,
10WN00073,2010452880,10,T2880,45,2,,02,37,5,1,1,3.0,3,3,1,77,221,144,,10.0,65,90,0.556,77,1,1,,,0,.,,,.,T1949,45,T1424,45,48,1,93,328,1,1,,,,3,97,,,0.068,Rgpb,,
10WN00074,2010453368,10,T3368,45,1,,02,32,9,3,2,4.0,4,4,1,91,221,130,,10.0,56,86,0.585,80,1,1,,,0,.,,,1ST,T1609,45,T0785,45,48,1,,,8,3,,,,,87,,,0.009,,,
10WN00075,2010056164,10,H6164,05,2,,30,50,5,1,1,4.0,4,4,1,98,221,123,,12.2,70,94,0.665,92,1,2,,,0,.,,e27,.,  101,00,H2230,05,88,1,,,1,1,,,,,101,,,0.0,,,
10WN00076,2010056184,10,H6184,05,2,,30,81,9,3,2,3.0,3,3,1,99,221,122,,7.0,35,55,0.393,54,1,1,,,0,.,,e21,.,H4186,05,H3530,05,88,1,,,8,5,,,,,61,,,0.048,,,
10WN00077,2010056069,10,H6069,05,2,,30,78,9,3,2,5.0,5,4,1,97,221,124,,8.7,43,65,0.454,63,1,1,,,0,.,,e21,4TEATS,H3779,05,H1610,05,83,1,,,8,4,,,,,73,,,0.043,,,
10WN00078,2010453442,10,T3442,45,2,,02,30,8,2,2,7.0,7,5,1,93,221,128,,10.9,47,67,0.438,63,1,1,,,0,.,,,4T WEAKPASTER,T1319,45,T9621,44,48,1,,,5,5,,,,,72,,,0.038,,,
10WN00079,2010056160,10,H6160,05,1,,30,e18,8,2,2,1.0,1,1,1,98,221,123,,9.2,40,62,0.429,61,1,1,,,0,.,,,Weth-->ram,H4211,05,H5361,05,88,3,97,236,5,5,,,,7,0,,,0.055,,,
10WN00080,2010453485,10,T3485,45,3,,02,T3,5,1,1,1.0,1,1,1,99,221,122,,9.8,50,75,0.534,74,1,1,,,0,.,,,.,,45,T2375,45,48,3,93,258,1,1,,,,,86,,,0.0,,,
10WN00081,2010453068,10,T3068,45,2,,02,39,8,2,1,2.0,2,2,1,81,221,140,,8.1,63,90,0.585,78,1,1,,,0,.,,,Pred.NeckInjr,T1982,45,T2300,45,48,1,66,258,3,2,,,,6,95,,,0.043,Rgpb,,
10WN00082,2010453038,10,T3038,45,2,,02,41,8,2,2,3.0,3,3,1,80,221,141,,10.8,55,78,0.477,68,1,1,,,0,.,,,3 TEATS,T2044,45,T1825,45,48,1,97,340,5,5,,,,7,82,,,0.026,Rgpb,,
10WN00083,2010118553,10,R8553,11,2,,07,53,8,2,2,3.0,3,3,1,106,221,115,,9.5,44,72,0.543,75,1,1,,,0,.,,e28,.,  190,00,R6780,11,18,1,,,5,5,,,,,78,,,0.0,,,
10WN00084,2010829603,10,X9603,82,2,,00,M1,5,1,1,1.0,1,1,1,109,221,112,,14.5,50,75,0.54,79,1,1,,,0,.,,,PINK,K0000,64,H5080,05,00,M,97,340,1,1,,,,7,73,,,0.0,,,
10WN00085,2010055693,10,H5693,05,2,,30,81,8,2,2,3.0,3,3,1,90,221,131,,9.8,51,77,0.513,71,1,1,,,0,.,,e24,.,H4186,05,H3466,05,88,1,,,5,5,,,,,81,,,0.05,,,
10WN00086,2010118100,10,R8100,11,3,,07,76,9,3,2,4.0,4,4,1,92,221,129,,8.5,42,66,0.446,62,1,1,,,0,.,,,.,R7297,11,R6227,11,18,3,93,258,8,6,,,,,74,,,0.028,,,
10WN00087,2010118375,10,R8375,11,1,,07,55,8,2,2,6.0,6,4,1,101,221,120,,11.4,54,75,0.53,75,1,1,,,0,.,,,4TEATS,   71,00,R4533,11,18,3,93,238,5,5,,,,,81,,,0.0,,,
10WN00088,2010828924,10,X8924,82,1,,T3,14,5,1,1,3.0,3,3,1,89,221,132,,17.2,96,126,0.824,116,5,1,,,0,.,,,NICE LAMB,   91,00,X4486,82,00,1,,,1,1,,,,,132,,,0.0,,,
10WN00089,2010453260,10,T3260,45,1,,02,44,9,3,2,4.0,4,4,1,88,221,133,,8.7,55,75,0.498,68,1,1,,,0,.,,,HAIRY,T2281,45,T1155,45,48,3,93,238,8,5,,,,,81,,,0.048,,,
10WN00090,2010829017,10,X9017,82,3,,R3,64,9,3,2,6.0,6,4,1,91,221,130,,8.6,40,49,0.311,46,1,1,,,0,.,,,2ND.H,20454,00,R5000,11,18,3,93,258,8,5,,,,,56,,,0.0,,,
10WN00091,2010700176,10,L0176,70,2,,PC,9,8,2,2,3.0,3,3,1,90,221,131,,11.5,57,79,0.515,73,5,1,,,0,.,,e12,.,X6950,82,X5454,82,00,1,,,5,5,,,,,87,,,0.007,,,
10WN00092,2010700188,10,L0188,70,2,,PC,16,5,1,1,2.0,2,2,1,92,221,129,,16.8,86,112,0.738,105,5,1,,,0,.,,e14,SMUT.,X6090,82,X6712,82,99,1,,,1,1,,,,,117,,,0.0,,,
10WN00093,2010829558,10,X9558,82,3,,R3,65,8,2,2,4.0,4,4,1,107,221,114,,11.1,36,58,0.411,60,2,1,,,0,.,,,.,20353,00,R6455,11,18,3,93,258,5,5,,,,,69,,,0.0,,,
10WN00094,2010828968,10,X8968,82,3,,00,M2,8,2,1,1.0,1,1,1,90,221,131,,9.8,53,79,0.528,73,5,1,,,0,.,,,.,X0000,82,H5137,05,00,3,93,258,3,2,,,,,87,,,0.0,,,
10WN00095,2010829268,10,X9268,82,2,,R3,65,9,3,2,6.0,6,4,1,97,221,124,,9.0,36,55,0.371,54,8,1,,,0,.,,e28,.,20353,00,R4769,11,18,1,,,8,5,,,,,59,,,0.0,,,
10WN00096,2010056459,10,H6459,05,2,,30,46,9,3,2,5.0,5,4,1,105,221,116,,9.8,40,66,0.484,68,1,1,,,0,.,,e25,E2,H3545,05,H1778,05,83,1,,,8,5,,,,,77,,,0.046,,,
10WN00097,2010118343,10,R8343,11,3,,07,e23,8,2,2,1.0,1,1,1,100,221,121,,8.5,42,70,0.508,69,1,1,,,0,.,,,.,R7395,11,R7591,11,18,3,93,258,5,5,,,,,77,,,0.047,,,
10WN00098,2010056060,10,H6060,05,1,,30,80,8,2,2,4.0,4,4,1,97,221,124,,10.7,47,76,0.527,74,1,1,,,0,.,,,.,H3872,05,H2371,05,88,3,93,238,5,5,,,,,80,,,0.053,,,
10WN00099,2010055738,10,H5738,05,1,,30,49,9,3,2,7.0,7,5,1,92,221,129,,11.4,46,74,0.485,70,1,1,,,0,.,,,.,H9057,00,H0484,05,88,3,93,238,8,4,,,,,78,,,0.0,,,
10WN00100,2010828585,10,X8585,82,1,,S3,28,8,2,2,3.0,3,3,1,78,221,143,,10.8,69,88,0.54,76,3,1,,,0,.,,,E2E,X6539,82,X5305,82,00,3,93,238,5,5,,,,,90,,,0.0,,,
10WN00101,2010118329,10,R8329,11,1,,07,57,8,2,2,6.0,6,4,1,99,221,122,,14.2,49,72,0.474,71,1,1,,,0,.,,,.,  292,00,R4383,11,18,3,93,238,5,4,,,,,78,,,0.0,,,
10WN00102,2010828686,10,X8686,82,1,,CM,10,8,2,2,4.0,4,4,1,81,221,140,,13.2,51,76,0.449,67,1,1,,,0,.,,,4TEATS,X5398,82,K3683,64,6T,1,,,5,5,,,,,80,,,0.022,,,
10WN00103,2010453309,10,T3309,45,1,,02,34,8,2,2,4.0,4,4,1,89,221,132,,11.6,54,72,0.458,67,1,1,,,0,.,,,.,T1894,45,T0957,45,48,3,93,238,5,5,,,,,81,,,0.045,,,
10WN00104,2010829509,10,X9509,82,2,,R3,61,8,2,2,6.0,6,4,1,105,221,116,,12.0,47,67,0.474,69,1,1,,,0,.,,e25,.,20335,00,R4863,11,18,1,,,5,5,,,,,74,,,0.0,,,
10WN00105,2010452941,10,T2941,45,2,,02,35,5,1,1,2.0,2,2,1,78,221,143,,10.5,65,86,0.528,74,1,1,,,0,.,,,.,T1923,45,T2218,45,48,1,93,328,1,1,,,,3,91,,,0.035,Rgpb,,
10WN00106,2010055668,10,H5668,05,2,,30,67,8,2,2,2.0,2,2,1,90,221,131,,8.3,50,73,0.494,68,1,1,,,0,.,,e21,.,  647,00,H4349,05,88,1,,,5,5,,,,,80,,,0.0,,,
10WN00107,2010056059,10,H6059,05,1,,30,77,8,2,2,2.0,2,2,1,97,221,124,,9.1,36,48,0.314,47,1,1,,,0,.,,,HAIRY,H4155,05,H3990,05,82,3,93,238,5,5,,,,,55,,,0.056,,,
10WN00108,2010453075,10,T3075,45,2,,02,39,8,2,1,2.0,2,2,1,82,221,139,,8.1,49,68,0.431,60,1,1,,,0,.,,,.,T1982,45,T2243,04,48,1,,,3,2,,,,,74,,,0.0,,,
10WN00109,2010829384,10,X9384,82,3,,00,M4,5,1,1,1.0,1,1,1,100,221,121,,13.9,53,77,0.521,76,1,1,,,0,.,,,4 N,X0000,82,H5186,05,00,3,93,258,1,1,,,,,91,,,0.0,,,
10WN00110,2010056197,10,H6197,05,2,,30,50,9,3,2,3.0,3,3,1,99,221,122,,7.7,42,61,0.437,60,1,1,,,0,.,,,.,  101,00,H3085,05,88,3,93,258,8,6,,,,,67,,,0.0,,,
10WN00111,2010056101,10,H6101,05,2,,30,46,9,3,2,5.0,5,4,1,97,221,124,,10.0,51,73,0.508,71,1,1,,,0,.,,e28,HAIRY Poison,H3545,05,H1943,05,82,1,66,248,8,5,,,,6,80,,,0.109,,,
10WN00112,2010055665,10,H5665,05,2,,30,81,9,3,2,3.0,3,3,1,90,221,131,,6.6,45,68,0.469,63,1,1,,,0,.,,e20,.,H4186,05,H3604,05,88,1,,,8,5,,,,,78,,,0.047,,,
