UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,SEQ,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
82WN01601, 82629936,82,62,9936,2,60,06,603,1,1,1,1, 40,4,4,2,106,124,25,70,63,452, 4, 3, 9, 7, 56,  0,6,8,2,1,1,146,141,819,92,16,1762,9023,62,8390,62,2,61,361,60,2,74,72,087
82WN01602, 82629937,82,62,9937,2,60,06,603,1,1,1,1, 40,4,4,3,107,124,6,119,86,598, 9, 3, 8, 6, 47,  0,6,8,2,1,1,133,141,906,,,1763,9023,62,8036,62,2,84,475,60,1,96,0,
82WN01603, 82629938,82,62,9938,1,60,06,601,1,2,3,3, 20,2,2,2,107,123,10,129,83,570, 7, 3, 9, 7, 49,242,4,6,1,1,1,162,138,823,,,1764,9280,62,9247,62,2,81,558,60,1,94,0,
82WN01604, 82629939,82,62,9939,2,60,06,602,1,1,1,1, 20,2,2,2,107,123,23,122,87,608, 8, 3, 7, 6, 51,  0,6,8,1,1,1,154,138,803,,,1765,9255,62,9027,62,2,85,575,60,1,97,0,
82WN01605, 82629940,82,62,9940,1,63,06,632,1,1,1,1, 70,7,5,2,107,123,16,140,99,691,10, 3, 7, 6, 53,261,4,6,1,1,1,151,127,771,,,1766,9014,62,6188,62,6,97,598,63,1,103,0,
82WN01606, 82629943,82,62,9943,2,63,06,633,2,1,3,2, 40,4,4,2,107,123,9,114,80,558, 7, 3, 8, 6, 59,  0,5,7,2,1,1,158,156,793,,,1767,8904,62,8235,62,6,78,520,63,1,86,0,
82WN01607, 82629944,82,62,9944,1,60,06,601,1,1,1,1, 30,3,3,2,107,123,4,110,96,691, 7, 3, 8, 6, 42,297,5,7,2,1,1,154,130,849,,,1768,9280,62,8537,62,2,94,580,60,1,107,0,
82WN01608, 82629946,82,62,9946,2,60,06,601,2,2,5,6, 90,9,5,2,107,123,23,103,83,591, 8, 3, 8, 6, 52,  0,6,7,1,1,1,166,127,816,,,1769,9280,62,4687,62,2,81,678,60,1,86,0,
82WN01609, 82629947,82,62,9947,2,60,06,601,2,2,5,4, 90,9,5,2,107,123,3,128,73,489, 9, 3, 9, 7, 44,  0,6,7,2,1,1,138,127,816,,,1770,9280,62,4687,62,2,72,525,60,1,86,0,
82WN01610, 82629948,82,62,9948,1,61,06,613,1,1,1,1, 40,4,4,2,107,123,14,132,92,641, 7, 5, 8, 6, 45,260,3,6,2,1,1,141,127,821,,,1771,9593,62,8278,62,6,90,503,61,1,95,0,
82WN01611, 82629949,82,62,9949,2,61,06,611,2,2,5,5, 70,7,5,2,107,123,12,134,72,476, 8, 3,10, 8, 39,  0,4,6,2,1,1,146,137,1033,,,1772,9628,62,6406,62,6,71,523,61,1,82,0,
82WN01612, 82629950,82,62,9950,1,61,06,611,2,2,5,5, 70,7,5,2,107,123,3,140,98,683,12,10,10, 6, 43,261,5,7,2,1,1,121,137,1033,,,1773,9628,62,6406,62,6,96,696,61,4,102,0,
82WN01613, 82629951,82,62,9951,2,63,06,632,1,1,1,1, 20,2,2,2,107,123,21,112,76,527, 8, 3, 8, 6, 44,  0,5,7,2,1,1,138,138,781,,,1774,9014,62,9166,62,6,74,493,63,1,88,0,
82WN01614, 82629952,82,62,9952,2,60,06,601,1,1,1,1, 90,9,5,2,107,123,9,120,92,650, 6, 3, 7, 5, 52,  0,5,7,1,1,1,160,127,890,,,1775,9280,62,4459,62,2,90,592,60,1,100,0,
82WN01615, 82629953,82,62,9953,1,61,06,612,2,2,5,6, 20,2,2,2,107,123,2,103,69,477,10, 3,10, 8, 43,199,6,7,2,1,1,154,148,927,93,,1776,9459,62,8871,62,6,68,577,61,3,73,0,
82WN01616, 82629954,82,62,9954,1,61,06,612,2,2,5,4, 20,2,2,2,107,123,20,130,87,602, 6, 3, 8, 7, 46,257,6,8,4,1,1,170,148,927,,,1777,9459,62,8871,62,6,85,597,61,1,98,0,
82WN01617, 82629955,82,62,9955,2,60,06,604,2,2,5,5, 30,3,3,2,107,123,2,122,77,527, 9, 3, 8, 7, 59,  0,6,7,1,1,1,157,164,994,,,1778,8892,62,8583,62,2,75,558,60,1,78,0,
82WN01618, 82629956,82,62,9956,2,60,06,604,2,2,5,5, 30,3,3,2,107,123,6,139,75,497, 6, 3, 9, 7, 49,  0,5,7,2,1,1,163,164,994,,,1779,8892,62,8583,62,2,74,531,60,1,83,0,
82WN01619, 82629958,82,62,9958,2,61,06,614,2,2,5,5, 20,2,2,3,107,124,19,100,59,395, 7, 3,10, 9, 46,  0,6,8,5,1,1,152,148,873,93,,1780,9374,62,8909,62,6,57,442,61,3,65,0,
82WN01620, 82629959,82,62,9959,2,61,06,614,2,2,5,5, 20,2,2,3,107,124,13,103,64,433, 8, 3,11, 8, 43,  0,7,8,1,1,1,146,148,873,,,1781,9374,62,8909,62,6,62,475,61,1,73,0,
82WN01621, 82629960,82,62,9960,2,63,06,631,2,2,5,5, 20,2,2,2,107,123,21,93,70,493, 7, 3, 9, 7, 46,  0,6,8,1,1,1,158,148,915,,,1782,8948,62,8932,62,6,69,561,63,1,81,0,
82WN01622, 82629961,82,62,9961,2,63,06,631,2,2,5,5, 20,2,2,2,107,123,8,93,69,485, 6, 3, 9, 7, 47,  0,5,7,1,1,1,161,148,915,,,1783,8948,62,8932,62,6,68,544,63,1,76,0,
82WN01623, 82629962,82,62,9962,1,60,06,602,2,2,5,5, 20,2,2,2,107,123,3,97,67,466, 7, 3,10, 9, 37,190,6,7,1,1,1,150,148,875,,,1784,9255,62,8930,62,2,66,494,60,1,76,0,
82WN01624, 82629963,82,62,9963,2,60,06,602,2,2,5,5, 20,2,2,2,107,123,24,92,57,389, 9, 3,10, 8, 42,  0,5,7,1,1,1,135,148,875,92,,1785,9255,62,8930,62,2,56,459,60,2,67,69,088
82WN01625, 82629965,82,62,9965,1,63,06,631,2,1,3,2, 70,7,5,2,107,123,2,117,96,685, 7, 3, 7, 6, 45,260,5,7,2,1,4,158,167,1007,,,1786,8948,62,6528,62,6,94,618,63,4,98,0,
82WN01626, 82629968,82,62,9968,2,60,06,601,2,1,3,2, 50,5,4,2,107,123,18,114,92,655, 8, 4, 8, 5, 48,  0,3,6,2,1,1,152,145,787,,,1787,9280,62,7995,62,2,90,624,60,1,102,0,
82WN01627, 82629969,82,62,9969,2,63,06,634,1,1,1,1, 40,4,4,2,108,122,19,143,90,620, 5, 3, 8, 7, 52,  0,5,7,1,1,1,166,141,751,,,1788,9220,62,8314,62,6,89,528,63,1,100,0,
82WN01628, 82629970,82,62,9970,1,63,06,632,2,2,5,5, 40,4,4,2,108,122,23,145,77,512, 6, 3, 9, 7, 48,207,4,7,2,1,1,160,156,847,,,1789,9014,62,8315,62,6,76,498,63,1,84,0,
82WN01629, 82629971,82,62,9971,1,63,06,632,2,2,5,5, 40,4,4,2,108,122,14,128,63,411, 9, 3,10, 8, 56,275,6,7,2,1,1,139,156,847,93,,1790,9014,62,8315,62,6,62,391,63,3,65,0,
82WN01630, 82629973,82,62,9973,1,61,06,612,2,1,3,2, 30,3,3,2,108,122,11,143,84,571, 9, 3, 9, 8, 45,231,6,7,2,1,1,144,164,953,,,1791,9459,62,8762,62,6,83,504,61,1,89,0,
82WN01631, 82629974,82,62,9974,1,63,06,632,1,1,1,1, 30,3,3,2,108,122,26,132,79,539, 7, 7, 9, 7, 40,212,4,6,3,1,4,127,130,872,,,1792,9014,62,8568,62,6,78,446,63,1,80,0,
82WN01632, 82629975,82,62,9975,1,60,06,603,1,1,1,1, 80,8,5,2,108,122,21,116,65,438,10, 3, 9, 7, 54,169,6,8,3,1,1,122,153,806,93,,1793,9023,62,5772,62,2,64,350,60,3,76,0,
82WN01633, 82629976,82,62,9976,1,61,06,612,2,2,5,5, 40,4,4,2,108,122,18,109,85,607, 7, 3, 8, 6, 57,256,5,7,2,1,1,166,141,896,,,1794,9459,62,8226,62,6,84,590,61,1,89,0,
82WN01634, 82629977,82,62,9977,1,61,06,612,2,2,5,5, 40,4,4,2,108,122,1,95,36,217, 8, 3,11,12, 58,193,7,8,2,1,1,127,141,896,93,,1795,9459,62,8226,62,6,36,188,61,3,42,0,
82WN01635, 82629978,82,62,9978,2,63,06,633,2,1,3,2, 70,7,5,3,108,123,19,107,72,498, 5, 3, 9, 7, 47,  0,5,7,2,1,1,161,137,841,,,1796,8904,62,5834,62,6,71,493,63,1,85,0,
82WN01636, 82629979,82,62,9979,2,63,06,633,2,1,4,2, 70,7,5,9,108,117,15,128,62,421, 6, 3,10, 9, 46,  0,6,7,3,1,1,0,137,841,,,1797,8904,62,5834,62,6,63,428,63,1,78,0,
82WN01637, 82629980,82,62,9980,2,63,06,631,2,2,5,5, 60,6,4,2,108,122,6,112,92,662, 6, 3, 8, 6, 49,  0,6,7,2,1,1,173,155,810,,,1798,8948,62,7091,62,6,91,663,63,1,109,0,
82WN01638, 82629981,82,62,9981,1,63,06,631,2,2,5,5, 60,6,4,2,108,122,6,119,89,632, 7, 3, 8, 7, 51,219,5,7,2,1,1,167,155,810,,57,1799,8948,62,7091,62,6,88,606,63,1,87,0,
82WN01639, 82629982,82,62,9982,1,60,06,604,1,1,1,1, 70,7,5,2,108,122,15,122,77,531, 9, 4, 9, 7, 49,208,7,8,2,1,1,131,127,716,93,,1800,8892,62,5924,62,2,76,439,60,3,79,0,
82WN01640, 82629983,82,62,9983,2,60,06,603,1,1,1,1, 40,4,4,2,108,122,17,137,85,584, 5, 3, 7, 5, 58,  0,5,7,2,1,1,159,141,727,,,1801,9023,62,8301,62,2,84,491,60,1,97,0,
82WN01641, 82629984,82,62,9984,1,61,06,611,1,1,1,1, 60,6,4,2,108,122,19,116,77,536, 5, 6, 9, 6, 42,275,4,6,2,1,1,131,144,769,,,1802,9628,62,7046,62,6,76,404,61,1,90,0,
82WN01642, 82629985,82,62,9985,2,60,06,603,2,2,5,6, 40,4,4,2,108,122,19,132,78,531,10, 3, 8, 6, 48,  0,8,9,2,9,1,143,156,1097,92,,1803,9023,62,8405,62,2,77,574,60,2,84,87,112
82WN01643, 82629986,82,62,9986,2,60,06,603,2,2,5,4, 40,4,4,2,108,122,15,162,76,490, 8, 3, 9, 7, 48,  0,8,9,2,9,1,146,156,1097,92,,1804,9023,62,8405,62,2,75,493,60,2,86,94,112
82WN01644, 82629987,82,62,9987,2,61,06,612,1,1,1,1, 20,2,2,2,108,122,9,128,70,469, 8, 3, 9, 8, 53,  0,6,7,1,1,1,143,138,769,,,1805,9459,62,9067,62,6,69,428,61,1,78,0,
82WN01645, 82629988,82,62,9988,1,63,06,631,1,1,1,1, 20,2,2,3,108,123,13,123,82,567, 5, 3, 9, 7, 39,222,5,7,2,1,1,157,138,777,,,1806,8948,62,9068,62,6,80,468,63,1,96,0,
82WN01646, 82629989,82,62,9989,1,63,06,634,2,2,5,5, 30,3,3,2,108,122,25,107,52,339, 8, 3,11, 8, 39,127,4,6,1,1,1,128,147,749,93,,1807,9220,62,8681,62,6,51,361,63,3,58,0,
82WN01647, 82629990,82,62,9990,1,63,06,634,2,2,5,5, 30,3,3,2,108,122,17,125,84,586, 7, 3, 8, 7, 47,271,5,7,1,1,1,166,147,749,,,1808,9220,62,8681,62,6,83,602,63,1,89,0,
82WN01648, 82629991,82,62,9991,1,60,06,602,1,1,1,1, 60,6,4,2,108,122,19,123,85,596, 8, 3, 9, 6, 51,211,5,7,2,1,1,142,133,844,,,1809,9255,62,6738,62,2,84,464,60,1,94,0,
82WN01649, 82629992,82,62,9992,1,61,06,614,1,1,1,1, 20,2,2,2,108,122,8,137,75,502, 6, 3, 9, 7, 41,200,4,6,1,1,1,146,138,769,93,,1810,9374,62,9236,62,6,74,420,61,3,86,0,
82WN01650, 82629993,82,62,9993,1,63,06,634,1,1,1,1, 20,2,2,2,108,122,18,148,77,510,10, 3,10, 8, 36,245,4,6,2,1,1,128,138,775,93,,1811,9220,62,8975,62,6,76,435,63,3,87,0,
82WN01651, 82629994,82,62,9994,1,61,06,611,2,2,5,5, 30,3,3,2,108,122,1,105,75,529,10, 3,10, 7, 49,236,6,7,2,1,1,142,147,960,,,1812,9628,62,8732,62,6,74,534,61,1,82,0,
82WN01652, 82629995,82,62,9995,1,61,06,611,2,2,5,5, 30,3,3,2,108,122,9,115,85,602, 8, 3,11, 7, 44,270,5,7,2,1,1,160,147,960,,,1813,9628,62,8732,62,6,84,613,61,1,86,0,
82WN01653, 82629996,82,62,9996,1,63,06,632,1,1,1,1, 30,3,3,2,108,122,17,137,101,716, 7, 5, 9, 5, 47,232,3,5,2,1,1,155,147,955,,,1814,9014,62,8693,62,6,100,617,63,4,100,0,
82WN01654, 82629998,82,62,9998,2,60,06,604,2,1,3,2, 30,3,3,2,108,122,17,101,67,466, 4, 3, 9, 7, 44,  0,5,7,2,1,1,159,147,606,92,,1815,8892,62,8677,62,2,66,470,60,2,77,78,087
82WN01655, 82629999,82,62,9999,1,61,06,613,1,1,1,1, 20,2,2,2,108,122,25,106,93,675, 8, 3, 7, 6, 43,260,6,8,2,1,1,155,138,807,,,1816,9593,62,8929,62,6,92,605,61,1,93,0,
82WN01656, 82630001,82,63,0001,2,60,06,602,1,1,1,1, 30,3,3,3,109,122,12,118,85,600, 9, 3, 8, 5, 53,  0,5,7,2,1,1,141,130,837,,,1458,9255,62,8792,62,2,84,520,60,1,92,0,
82WN01657, 82630002,82,63,0002,1,60,06,604,2,1,3,2, 20,2,2,3,109,122,16,116,96,692, 7, 3, 7, 6, 42,243,4,6,2,1,1,164,148,883,,,1459,8892,62,8900,62,2,95,634,60,1,106,0,
82WN01658, 82630003,82,63,0003,2,60,06,604,2,1,4,2, 20,2,2,9,109,116,15,107,74,546, 9, 3, 8, 7, 47,  0,6,7,1,1,1,0,148,883,92,,1460,8892,62,8900,62,2,76,540,60,2,85,84,087
82WN01659, 82630004,82,63,0004,1,61,06,611,2,2,5,6, 20,2,2,3,109,122,15,95,57,389, 9, 3,11, 8, 43,155,6,8,1,1,1,150,148,889,93,,1461,9628,62,9253,62,6,56,483,61,3,65,0,
82WN01660, 82630005,82,63,0005,2,61,06,611,2,2,5,4, 20,2,2,3,109,122,4,121,78,540, 6, 3, 8, 6, 52,  0,7,8,1,1,1,167,148,889,,,1462,9628,62,9253,62,6,77,575,61,1,76,0,
82WN01661, 82630006,82,63,0006,1,61,06,614,2,2,5,5, 20,2,2,3,109,122,18,100,64,443, 7, 3,11, 9, 31,257,4,6,1,1,1,146,148,871,93,,1463,9374,62,8971,62,6,63,466,61,3,65,0,
82WN01662, 82630007,82,63,0007,1,61,06,614,2,2,5,5, 20,2,2,3,109,122,16,100,65,451, 9, 3,10, 8, 38,241,6,7,1,1,1,139,148,871,93,,1464,9374,62,8971,62,6,64,472,61,3,72,0,
82WN01663, 82630008,82,63,0008,1,61,06,611,2,1,3,2, 50,5,4,3,109,122,3,118,91,649, 5, 3, 8, 6, 43,260,6,7,2,1,1,158,158,765,,,1465,9628,62,7789,62,6,90,524,61,1,97,0,
82WN01664, 82630010,82,63,0010,1,61,06,611,1,1,1,1, 20,2,2,3,109,122,9,131,88,614,10, 3, 8, 6, 42,242,6,7,4,1,1,137,138,791,,,1466,9628,62,9093,62,6,87,514,61,1,92,0,
82WN01665, 82630011,82,63,0011,2,60,06,602,2,2,5,6, 40,4,4,3,109,122,2,99,51,337, 7, 3,10, 8, 47,  0,6,8,1,1,1,134,184,723,92,,1467,9255,62,8265,62,2,50,350,60,2,56,55,089
82WN01666, 82630012,82,63,0012,2,60,06,602,2,2,5,4, 40,4,4,3,109,122,4,118,92,657, 5, 3, 6, 6, 50,  0,4,6,2,1,1,174,184,723,,,1468,9255,62,8265,62,2,91,634,60,1,100,0,
82WN01667, 82630013,82,63,0013,1,63,06,631,1,1,1,1, 20,2,2,3,109,122,1,130,75,508, 9, 3, 9, 8, 52,166,6,7,1,1,1,141,138,763,93,,1469,8948,62,9268,62,6,74,403,63,3,78,0,
82WN01668, 82630014,82,63,0014,2,60,06,604,2,1,3,2, 90,9,5,3,109,122,15,142,83,564, 9, 3, 8, 8, 57,  0,7,8,1,4,1,161,160,1084,92,,1470,8892,62,4603,62,2,82,558,60,2,92,90,Z
82WN01669, 82630016,82,63,0016,1,60,06,603,1,1,1,1, 30,3,3,3,109,122,1,136,99,700, 7, 3, 7, 5, 46,290,5,7,2,1,1,158,130,849,,,1471,9023,62,8627,62,2,98,571,60,1,100,0,
82WN01670, 82630017,82,63,0017,2,60,06,603,2,2,5,5, 30,3,3,3,109,122,4,126,51,315, 7, 3,10, 8, 47,  0,6,7,1,1,1,137,147,899,93,,1472,9023,62,8727,62,2,50,331,60,3,43,0,
82WN01671, 82630018,82,63,0018,2,60,06,603,2,2,5,5, 30,3,3,2,109,121,6,141,64,412, 5, 3,10, 9, 43,  0,6,7,2,1,1,160,147,899,92,,1473,9023,62,8727,62,2,64,449,60,2,67,71,088
82WN01672, 82630019,82,63,0019,1,63,06,634,2,2,5,5, 50,5,4,3,109,122,1,125,68,455, 7, 3, 9, 7, 40,159,4,6,1,1,1,138,158,956,93,,1474,9220,62,7792,62,6,67,408,63,3,67,0,
82WN01673, 82630020,82,63,0020,1,63,06,634,2,2,5,5, 50,5,4,3,109,122,9,141,82,557, 7, 3, 8, 7, 41,152,4,6,1,1,2,154,158,956,,,1475,9220,62,7792,62,6,81,515,63,4,89,0,
82WN01674, 82630021,82,63,0021,2,60,06,602,2,2,5,5, 30,3,3,3,109,122,18,109,72,501, 8, 3, 9, 7, 39,  0,6,7,1,1,1,146,147,814,,,1476,9255,62,8536,62,2,71,527,60,1,81,0,
82WN01675, 82630022,82,63,0022,1,60,06,602,2,2,5,5, 30,3,3,3,109,122,11,126,93,659, 8, 3, 8, 7, 44,204,5,6,1,1,1,168,147,814,,,1477,9255,62,8536,62,2,92,653,60,1,98,0,
82WN01676, 82630023,82,63,0023,2,61,06,614,2,2,5,5, 90,9,5,3,109,122,1,103,67,465, 8, 3, 8, 8, 43,  0,6,7,1,1,1,143,144,763,,,1478,9374,62,4224,62,6,66,488,61,1,73,0,
82WN01677, 82630024,82,63,0024,2,61,06,614,2,2,5,5, 90,9,5,3,109,122,20,107,75,527, 9, 3, 8, 7, 49,  0,6,7,2,1,1,151,144,763,,,1479,9374,62,4224,62,6,74,563,61,1,80,0,
82WN01678, 82630025,82,63,0025,2,63,06,634,2,2,5,4, 70,7,5,3,109,122,5,144,63,398, 8, 3, 9, 7, 50,  0,6,8,1,1,1,138,157,830,,,1480,9220,62,6455,62,6,62,419,63,1,71,0,
82WN01679, 82630026,82,63,0026,1,63,06,634,2,2,5,6, 70,7,5,3,109,122,13,112,61,408, 7, 3,10, 9, 38,157,6,8,2,1,1,158,157,830,93,,1481,9220,62,6455,62,6,60,485,63,3,67,0,
82WN01680, 82630027,82,63,0027,1,63,06,632,2,1,3,2, 20,2,2,2,109,121,21,113,60,402,10, 4,11, 9, 37,138,6,7,2,1,1,115,148,743,93,,1482,9014,62,9008,62,6,60,368,63,3,67,0,
82WN01681, 82630030,82,63,0030,2,60,06,602,1,1,1,1, 20,2,2,3,110,121,16,108,80,572, 6, 3, 8, 6, 41,  0,5,7,2,1,1,151,138,787,,,1483,9255,62,8991,62,2,79,520,60,1,93,0,
82WN01682, 82630031,82,63,0031,1,61,06,614,1,1,1,1, 30,3,3,3,110,121,1,149,88,604, 7, 3, 9, 7, 48,263,5,7,2,1,1,154,130,853,,,1484,9374,62,8615,62,6,87,477,61,1,92,0,
82WN01683, 82630033,82,63,0033,1,61,06,613,2,1,3,2, 50,5,4,3,110,121,1,132,62,403, 5, 3,11, 8, 42,157,5,7,2,1,2,134,145,812,93,,1485,9593,62,7761,62,6,62,278,61,3,64,0,
82WN01684, 82630035,82,63,0035,1,61,06,613,2,2,5,5, 90,9,5,3,110,121,15,112,63,428, 8, 3,10, 8, 41,151,5,7,1,1,2,139,152,959,93,,1486,9593,62,4729,62,6,63,436,61,3,65,0,
82WN01685, 82630036,82,63,0036,2,61,06,613,2,2,5,5, 90,9,5,3,110,121,4,104,68,476, 8, 3, 9, 7, 52,  0,6,8,1,1,1,149,152,959,,,1487,9593,62,4729,62,6,68,503,61,1,64,0,
82WN01686, 82630037,82,63,0037,2,60,06,604,1,1,1,1, 20,2,2,3,110,121,19,141,77,520, 5, 3, 8, 6, 44,  0,5,7,2,1,1,155,138,783,19,,1488,8892,62,8974,62,2,76,470,60,6,85,0,
82WN01687, 82630038,82,63,0038,2,61,06,611,1,1,1,1, 30,3,3,3,110,121,11,146,83,565, 7, 5, 8, 5, 45,  0,6,7,1,1,1,137,130,768,,,1489,9628,62,8670,62,6,82,486,61,1,90,0,
82WN01688, 82630039,82,63,0039,1,61,06,612,2,2,5,5, 40,4,4,3,110,121,18,106,80,574, 8, 3, 9, 6, 47,232,5,7,2,1,2,150,156,731,,,1490,9459,62,8158,62,6,79,541,61,1,89,0,
82WN01689, 82630040,82,63,0040,2,61,06,612,2,2,5,5, 40,4,4,3,110,121,15,107,63,432, 8, 3, 9, 7, 51,  0,6,7,2,1,1,140,156,731,,,1491,9459,62,8158,62,6,63,424,61,1,71,0,
82WN01690, 82630041,82,63,0041,2,60,06,603,2,1,3,2, 60,6,4,3,110,121,10,91,83,611, 8, 4, 8, 6, 51,  0,6,7,2,1,1,148,144,783,,,1492,9023,62,6762,62,2,82,560,60,1,90,0,
82WN01691, 82630043,82,63,0043,1,63,06,633,1,1,1,1, 20,2,2,3,110,121,11,152,83,560,10, 3, 9, 7, 41,218,5,7,1,1,1,135,138,783,,,1493,8904,62,8875,62,6,82,464,63,1,91,0,
82WN01692, 82630044,82,63,0044,1,60,06,604,1,1,1,1, 30,3,3,3,110,121,15,163,82,543, 8, 3, 8, 8, 56,238,6,7,1,1,1,153,147,881,,,1494,8892,62,8830,62,2,81,426,60,1,90,0,
82WN01693, 82630045,82,63,0045,2,61,06,614,1,1,1,1, 50,5,4,3,110,121,8,149,89,612,10, 3, 8, 5, 54,  0,6,7,2,1,1,135,158,907,,,1495,9374,62,7481,62,6,88,496,61,1,94,0,
82WN01694, 82630047,82,63,0047,1,61,06,614,2,1,3,2, 60,6,4,3,110,121,13,111,79,561, 8, 3, 9, 8, 37,240,5,7,2,1,1,134,166,788,,,1496,9374,62,7154,62,6,78,445,61,1,80,0,
82WN01695, 82630048,82,63,0048,2,63,06,631,2,2,5,5, 40,4,4,3,111,120,3,104,68,480, 6, 3, 9, 8, 45,  0,6,7,1,1,1,153,141,894,,,1497,8948,62,8086,62,6,68,465,63,1,73,0,
82WN01696, 82630049,82,63,0049,1,63,06,631,2,2,5,5, 40,4,4,3,111,120,13,108,77,552, 6, 3, 9, 7, 42,178,4,6,2,1,4,157,141,894,,,1498,8948,62,8086,62,6,77,517,63,1,86,0,
82WN01697, 82630050,82,63,0050,2,61,06,611,2,2,5,5, 40,4,4,3,111,120,10,121,73,508, 9, 3, 8, 7, 40,  0,5,7,2,1,1,137,141,923,,,1499,9628,62,8244,62,6,73,498,61,1,81,0,
82WN01698, 82630051,82,63,0051,2,61,06,611,2,2,5,5, 40,4,4,3,111,120,9,105,72,513, 8, 3, 8, 7, 46,  0,4,6,2,1,1,146,141,923,,,1500,9628,62,8244,62,6,72,502,61,1,81,0,
82WN01699, 82630052,82,63,0052,2,61,06,612,2,2,5,5, 30,3,3,3,111,120,16,108,75,535, 9, 3, 9, 6, 51,  0,6,8,1,1,1,151,147,1020,,,1501,9459,62,8742,62,6,75,564,61,1,82,0,
82WN01700, 82630053,82,63,0053,2,61,06,612,2,2,5,5, 30,3,3,3,111,120,19,126,77,537, 8, 3, 8, 6, 46,  0,5,8,2,1,1,155,147,1020,,,1502,9459,62,8742,62,6,77,568,61,1,84,0,
82WN01701, 82630054,82,63,0054,2,60,06,602,2,2,5,5, 20,2,2,3,111,120,18,94,55,380, 7, 3,11, 8, 35,  0,5,7,2,1,1,140,148,873,92,,1503,9255,62,9281,62,2,55,433,60,2,68,63,088
82WN01702, 82630055,82,63,0055,2,60,06,602,2,2,5,5, 20,2,2,3,111,120,9,87,63,453, 7, 3,10, 7, 36,  0,5,7,1,1,1,145,148,873,92,,1504,9255,62,9281,62,2,63,499,60,2,71,65,087
82WN01703, 82630057,82,63,0057,1,61,06,611,2,1,3,2, 40,4,4,3,111,120,20,148,95,668, 4, 3, 7, 6, 49,257,5,7,2,1,1,175,170,981,,,1505,9628,62,8126,62,6,95,559,61,1,97,0,
82WN01704, 82630059,82,63,0059,1,63,06,632,1,1,1,1, 20,2,2,3,111,120,4,136,95,678, 6, 3, 6, 5, 47,230,5,7,2,1,2,166,138,807,,,1506,9014,62,8903,62,6,95,578,63,1,95,0,
82WN01705, 82630061,82,63,0061,2,63,06,633,2,1,4,2, 40,4,4,9,111,114,14,113,56,392, 6, 3, 9, 9, 44,  0,6,7,1,1,1,0,156,782,,,1507,8904,62,8109,62,6,58,385,63,1,70,0,
82WN01706, 82630062,82,63,0062,1,61,06,614,1,1,1,1, 30,3,3,3,111,120,9,135,110,804, 9, 3, 6, 5, 51,269,5,6,1,1,1,165,130,879,06,,1508,9374,62,8857,62,6,110,685,61,6,108,0,
82WN01707, 82630063,82,63,0063,1,61,06,613,1,1,1,1, 30,3,3,3,111,120,14,132,86,607,14, 6, 8, 5, 48,240,5,7,1,1,1,103,147,860,93,,1509,9593,62,8479,62,6,86,491,61,3,91,0,
82WN01708, 82630064,82,63,0064,2,63,06,634,1,1,1,1, 40,4,4,3,111,120,19,123,87,623, 7, 3, 7, 5, 49,  0,5,7,1,1,1,147,156,1069,,,1510,9220,62,8160,62,6,87,517,63,1,99,0,
82WN01709, 82630065,82,63,0065,1,60,06,601,1,1,1,1, 40,4,4,3,111,120,5,129,87,618, 9, 3, 9, 7, 42,260,6,7,2,1,1,135,127,806,,,1511,9280,62,8353,62,2,87,461,60,1,87,0,
82WN01710, 82630066,82,63,0066,2,61,06,613,2,2,5,5, 20,2,2,3,111,120,15,78,52,368, 7, 3,11, 8, 40,  0,5,7,1,1,1,140,148,845,92,,1512,9593,62,9016,62,6,52,419,61,2,57,64,089
82WN01711, 82630067,82,63,0067,2,61,06,613,2,2,5,5, 20,2,2,3,111,120,20,81,51,358, 8, 3,10, 8, 52,  0,5,7,2,1,1,143,148,845,92,,1513,9593,62,9016,62,6,51,413,61,2,57,64,089
82WN01712, 82630069,82,63,0069,2,60,06,601,2,2,5,5, 30,3,3,3,111,120,2,130,70,475, 9, 3, 8, 7, 50,  0,6,8,2,1,1,146,147,950,,,1514,9280,62,8754,62,2,70,493,60,1,73,0,
82WN01713, 82630070,82,63,0070,2,60,06,601,2,2,5,5, 30,3,3,3,111,120,10,125,62,413, 8, 3, 9, 6, 44,  0,5,7,2,1,1,137,147,950,92,,1515,9280,62,8754,62,2,62,437,60,2,66,66,088
82WN01714, 82630071,82,63,0071,1,60,06,603,2,2,5,5, 20,2,2,3,111,120,1,95,72,521,10, 3, 8, 7, 44,180,5,7,2,1,1,141,148,889,,,1516,9023,62,9048,62,2,72,535,60,1,76,0,
82WN01715, 82630072,82,63,0072,2,60,06,603,2,2,5,5, 20,2,2,3,111,120,12,95,61,429, 9, 3,10, 8, 48,  0,6,7,1,1,1,144,148,889,92,,1517,9023,62,9048,62,2,61,478,60,2,70,70,088
82WN01716, 82630073,82,63,0073,2,60,06,603,1,1,1,1, 50,5,4,3,111,120,3,151,66,424,10, 3, 8, 7, 45,  0,5,7,1,1,1,111,133,705,92,,1518,9023,62,7719,62,2,66,306,60,2,69,72,088
