UID,LAMB,SIRE,DAM
76PE00001,76189511,75189248,74188748
76PE00002,76189512,74188194,73187769
76PE00003,76189515,75189169,74188768
76PE00004,76189516,75189257,73187853
76PE00005,76189517,75189212,73187728
76PE00006,76189518,75189212,73187728
76PE00007,76189519,75189212,73187728
76PE00008,76189520,75189248,71185463
76PE00009,76189521,75189169,73187493
76PE00010,76189522,75189390,68149627
76PE05133,76015335,74010000,72011330
76PE05134,76015336,74010000,72011330
76PE05135,76015337,74010000,70.40137
76PE05136,76015338,74010000,74013495
76PE05137,76015339,74010000,72011701
76PE05138,76015340,74010000,74013175
76PE05139,76015341,74010000,74013175
76PE05140,76015342,74010000,72011405
76PE05141,76015343,74010000,72011405
76PE05142,76015344,74010000,72011598
