UID,LAMB,SIRE,DAM
92PE00001,92038348,90030000,90035526
92PE00002,92038349,90030000,90035704
92PE00003,92038350,90030000,90035704
92PE00004,92038351,90030000,90035390
92PE00005,92038352,90030000,90035390
92PE00006,92038353,90030000,90034971
92PE00007,92038354,90030000,90034971
92PE00008,92038355,90030000,88032199
92PE00009,92038356,90030000,88032199
92PE00010,92038357,90030000,90035633
92PE05345,92103414,88199529,88199516
92PE05346,92103415,88199529,88199516
92PE05347,92103416,88199529,88199516
92PE05348,92103417,90101130,90101155
92PE05349,92103418,90101130,90101155
92PE05350,92103419,88199543,89100250
92PE05351,92103420,88199529,88199547
92PE05352,92103421,88199529,88199547
92PE05353,92103422,88199529,88199547
92PE05354,92103423,90036328,88033183
