UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
14PE00001,14,05,H8462,05,H7881,05,H8054,30,2014058462,2012057881,2013058054
14PE00002,14,05,H8463,05,H7783,05,H6755,30,2014058463,2012057783,2011056755
14PE00003,14,05,H8464,05,H7881,05,H7947,30,2014058464,2012057881,2013057947
14PE00004,14,05,H8465,05,H7881,05,H8389,30,2014058465,2012057881,2013058389
14PE00005,14,05,H8466,05,H7881,05,H8389,30,2014058466,2012057881,2013058389
14PE00006,14,05,H8467,00,H7410,05,H4017,30,2014058467,2011007410,2008054017
14PE00007,14,05,H8468,00,H7410,05,H4017,30,2014058468,2011007410,2008054017
14PE00008,14,05,H8469,00,H7410,05,H4017,30,2014058469,2011007410,2008054017
14PE00009,14,05,H8470,00,H7410,05,H7426,30,2014058470,2011007410,2012057426
14PE00010,14,05,H8471,00,H7410,05,H7426,30,2014058471,2011007410,2012057426
14PE02362,14,83,Z2665,82,X0000,45,T3741,00,2014832665,         0,2011453741
14PE02363,14,83,Z2666,82,X0000,45,T2888,00,2014832666,         0,2010452888
14PE02364,14,83,Z2667,82,X0000,45,T2888,00,2014832667,         0,2010452888
14PE02365,14,83,Z2668,00,Z1449,83,Z1752,97,2014832668,2011001449,2013831752
14PE02366,14,83,Z2669,82,X0000,45,T2662,00,2014832669,         0,2009452662
14PE02367,14,83,Z2670,83,Z1226,83,Z1811,CM,2014832670,2012831226,2013831811
14PE02368,14,83,Z2671,83,Z0000,11,R9911,00,2014832671,         0,2013119911
14PE02369,14,83,Z2672,82,X0000,45,T4006,00,2014832672,         0,2011454006
14PE02370,14,83,Z2673,82,X0000,45,T4451,00,2014832673,         0,2012454451
14PE02371,14,83,Z2674,82,X0000,45,T4451,00,2014832674,         0,2012454451
