UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
13PE00001,13,05,H7938,05,H7324,05,H7656,30,2013057938,2011057324,2012057656
13PE00002,13,05,H7939,05,H5936,05,H7497,30,2013057939,2010055936,2012057497
13PE00003,13,05,H7940,05,H5936,05,H7497,39,2013057940,2010055936,2012057497
13PE00004,13,05,H7941,05,H6969,05,H4451,30,2013057941,2011056969,2008054451
13PE00005,13,05,H7942,05,H5934,05,H6539,30,2013057942,2010055934,2011056539
13PE00006,13,05,H7943,05,H5934,05,H6539,30,2013057943,2010055934,2011056539
13PE00007,13,05,H7944,00,H7410,05,H5682,30,2013057944,2011007410,2010055682
13PE00008,13,05,H7945,05,H5934,05,H3898,30,2013057945,2010055934,2008053898
13PE00009,13,05,H7946,05,H5934,05,H3898,30,2013057946,2010055934,2008053898
13PE00010,13,05,H7947,05,H6952,05,H6955,30,2013057947,2011056952,2011056955
13PE03705,13,83,Z2242,64,K0000,05,H2097,33,2013832242,         0,2005052097
13PE03706,13,83,Z2243,64,K0000,05,H2097,33,2013832243,         0,2005052097
13PE03707,13,83,Z2244,82,X0000,83,Z0669,00,2013832244,         0,2011830669
13PE03708,13,83,Z2245,82,X0000,05,H2810,00,2013832245,         0,2006052810
13PE03709,13,83,Z2246,82,X0000,45,T4030,00,2013832246,         0,2011454030
13PE03710,13,83,Z2247,82,X0000,45,T3815,00,2013832247,         0,2011453815
13PE03711,13,83,Z2248,82,X0000,45,T3815,00,2013832248,         0,2011453815
13PE03712,13,83,Z2249,64,K0000,05,H1610,33,2013832249,         0,2005051610
13PE03713,13,83,Z2250,64,K0000,05,H3649,33,2013832250,         0,2007053649
13PE03714,13,83,Z2251,64,K0000,05,H3649,33,2013832251,         0,2007053649
