UID,LAMB,SIRE,DAM
58PE00001,58102076,56000000,52140536
58PE00002,58102077,56000000,52140536
58PE00003,58102078,56000000,54177712
58PE00004,58102079,56000000,54177712
58PE00005,58102080,56000000,54177706
58PE00006,58102081,56000000,54177706
58PE00007,58102082,56000000,53177372
58PE00008,58102083,56000000,52113730
58PE00009,58102084,56000000,53141284
58PE00010,58102085,56000000,53141203
58PE03254,58900027,56980000,52481958
58PE03255,58900028,56980000,55409986
58PE03256,58900029,56980000,55409986
58PE03257,58900030,56980000,53407343
58PE03258,58900031,56980000,53407343
58PE03259,58900032,56980000,52406806
58PE03260,58900033,56980000,52406806
58PE03261,58900034,56980000,56611404
58PE03262,58900035,56980000,56411136
58PE03263,58900038,56980000,54408422
