UID,LAMB,SIRE,DAM
57PE00001,57101991,54114150,53101792
57PE00002,57101992,54114150,53101792
57PE00003,57101993,54141575,54101760
57PE00004,57101994,52140396,55101835
57PE00005,57101995,55114375,55101869
57PE00006,57101996,55142504,48101638
57PE00007,57101997,55114409,53101794
57PE00008,57101998,55142724,52101671
57PE00009,57101999,55142724,52101671
57PE00010,57102000,52140396,54101728
57PE02923,57612097,54609858,51608167
57PE02924,57612098,55610340,51671673
57PE02925,57612099,55610638,53609601
57PE02926,57671824,54609744,48680998
57PE02927,57681034,55610000,55409290
57PE02928,57681035,55610000,52406672
57PE02929,57681036,55610000,52406699
57PE02930,57681037,55610000,52406699
57PE02931,57681038,55610000,53407136
57PE02932,57681039,55610000,55409176
