UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
24PE00001,24,06,A2052,06,A1164,05,H9974,30,2024062052,2021061164,2018059974
24PE00002,24,06,A2053,06,A1235,06,A1119,30,2024062053,2021061235,2021061119
24PE00003,24,06,A2054,06,A1538,06,A0970,30,2024062054,2022061538,2020060970
24PE00004,24,06,A2055,06,A1538,06,A0970,30,2024062055,2022061538,2020060970
24PE00005,24,06,A2056,06,A1231,05,H9980,30,2024062056,2021061231,2018059980
24PE00006,24,06,A2057,06,A1231,05,H9980,30,2024062057,2021061231,2018059980
24PE00007,24,06,A2058,06,A1191,06,A1508,30,2024062058,2021061191,2022061508
24PE00008,24,06,A2059,06,A1191,06,A1508,30,2024062059,2021061191,2022061508
24PE00009,24,06,A2060,06,A1191,06,A1508,30,2024062060,2021061191,2022061508
24PE00010,24,06,A2061,06,A1231,06,A1193,30,2024062061,2021061231,2021061193
24PE02721,24,84,X2409,00,X0000,70,L4046,00,2024842409,         0,2023704046
24PE02722,24,84,X2410,00,X0000,45,T8323,00,2024842410,         0,2023458323
24PE02723,24,84,X2411,07,L0000,12,S1095,LR,2024842411,         0,2016121095
24PE02724,24,84,X2412,07,L0000,12,S1095,LR,2024842412,         0,2016121095
24PE02725,24,84,X2413,00,X0000,45,T8248,00,2024842413,         0,2023458248
24PE02726,24,84,X2414,00,X0000,84,X1077,00,2024842414,         0,2023841077
24PE02727,24,84,X2415,00,X0000,84,X1302,00,2024842415,         0,2023841302
24PE02728,24,84,X2416,00,X0000,84,X1302,00,2024842416,         0,2023841302
24PE02729,24,84,X2417,70,L0000,45,T7793,LT,2024842417,         0,2021457793
24PE02730,24,84,X2418,70,L0000,45,T7793,LT,2024842418,         0,2021457793
