UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
04PE00001,04,05,H0745,04,A9750,04,A4801,30,104050745,102049750, 97044801
04PE00002,04,05,H0746,04,A8647,09,90684,30,104050746,101048647, 99090684
04PE00003,04,05,H0747,04,A8647,09,90684,30,104050747,101048647, 99090684
04PE00004,04,05,H0748,04,A8647,04,A8752,30,104050748,101048647,101048752
04PE00005,04,05,H0749,04,A9232,04,A8456,30,104050749,102049232,101048456
04PE00006,04,05,H0750,04,A9232,04,A8456,30,104050750,102049232,101048456
04PE00007,04,05,H0751,04,A9232,04,A8456,30,104050751,102049232,101048456
04PE00008,04,05,H0752,04,A9963,04,A5770,30,104050752,102049963, 98045770
04PE00009,04,05,H0753,04,A9963,04,A5770,30,104050753,102049963, 98045770
04PE00010,04,05,H0754,04,A9963,04,A7609,30,104050754,102049963,100047609
04PE03664,04,82,X2225,11,R3660,44,T8748,08,104822225,102113660,101448748
04PE03665,04,82,X2226,11,R3660,44,T8748,08,104822226,102113660,101448748
04PE03666,04,82,X2227,11,R3456,04,A4798,31,104822227,102113456, 97044798
04PE03667,04,82,X2228,11,R3847,64,K2316,09,104822228,102113847,102642316
04PE03668,04,82,X2229,11,R3543,64,K2473,09,104822229,102113543,102642473
04PE03669,04,82,X2230,44,T8811,44,T9506,02,104822230,102448811,103449506
04PE03670,04,82,X2231,11,R3885,64,K2400,09,104822231,102113885,102642400
04PE03671,04,82,X2232,11,R3179,04,A9471,31,104822232,102113179,102049471
04PE03672,04,82,X2233,11,R3362,64,K2734,09,104822233,102113362,102642734
04PE03673,04,82,X2234,11,R2993,44,T7265,08,104822234,102112993, 99447265
