UID,LAMB,SIRE,DAM
64PE00001,64102631,62000000,62615382
64PE00002,64115977,62115785,61115619
64PE00003,64115978,62115785,61115619
64PE00004,64115979,62115771,61115674
64PE00005,64115980,59115229,61115617
64PE00006,64115981,61115699,57114886
64PE00007,64115982,62115771,57114999
64PE00008,64115983,62115771,59115335
64PE00009,64115984,62115771,59115335
64PE00010,64115985,62115780,60115514
64PE03870,64901551,62980000,58809177
64PE03871,64901552,62980000,57411657
64PE03872,64901553,62980000,58412504
64PE03873,64901554,62980000,55142310
64PE03874,64901555,62980000,62181120
64PE03875,64901556,62980000,54141704
64PE03876,64901557,62980000,61416141
64PE03877,64901558,62980000,58809307
64PE03878,64901559,62980000,58144296
64PE03879,64901560,62980000,61145762
