UID,LAMB,SIRE,DAM
96PE00001,96000000,94041126,95042367
96PE00002,96042793,94041368,95041971
96PE00003,96042794,94040708,95042275
96PE00004,96042795,94040708,95042275
96PE00005,96042796,94041368,95042535
96PE00006,96042797,94041368,95042535
96PE00007,96042798,94041368,95041928
96PE00008,96042799,94041368,95041951
96PE00009,96042800,94041264,95042306
96PE00010,96042801,94041126,95042322
96PE04143,96043964,94041595,92039383
96PE04144,96043965,94041595,92039383
96PE04145,96043966,94041620,94041513
96PE04146,96043967,94041558,93040365
96PE04147,96043968,94041693,93040570
96PE04148,96043969,94041638,92039400
96PE04149,96043970,94041638,92039400
96PE04150,96043971,94041594,92039535
96PE04151,96043972,94041594,92039434
96PE04152,96043973,94041678,91037848
