UID,LAMB,SIRE,DAM
82PE00001,82022989,80020354,76014627
82PE00002,82022990,80020354,76014627
82PE00003,82022996,81021430,80020228
82PE00004,82022997,81021430,76014555
82PE00005,82022998,81021430,76014555
82PE00006,82023000,80020354,77015764
82PE00007,82023001,80020354,77015764
82PE00008,82023002,81021407,79018472
82PE00009,82023003,81021407,79018472
82PE00010,82023004,75014274,74012974
82PE06390,82023865,81020960,79017953
82PE06391,82023866,81020795,79018863
82PE06392,82023867,81020795,79018863
82PE06393,82023868,80019668,77015515
82PE06394,82023869,80019668,77015515
82PE06395,82023870,80019668,79018261
82PE06396,82023871,80019668,79018261
82PE06397,82023872,81020795,79018395
82PE06398,82023873,80020498,80019556
82PE06399,82023874,81021177,80019863
