UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
11PE00001,11,05,H6535,05,H5434,05,H5884,30,2011056535,2009055434,2010055884
11PE00002,11,05,H6536,05,H5285,05,H6289,30,2011056536,2009055285,2010056289
11PE00003,11,05,H6537,05,H4871,05,H5843,30,2011056537,2009054871,2010055843
11PE00004,11,05,H6538,05,H4871,05,H5843,30,2011056538,2009054871,2010055843
11PE00005,11,05,H6539,05,H5285,05,H5696,30,2011056539,2009055285,2010055696
11PE00006,11,05,H6540,05,H5183,05,H6368,30,2011056540,2009055183,2010056368
11PE00007,11,05,H6541,05,H5183,05,H6368,30,2011056541,2009055183,2010056368
11PE00008,11,05,H6542,05,H5434,05,H5557,30,2011056542,2009055434,2010055557
11PE00009,11,05,H6543,05,H4871,05,H5793,30,2011056543,2009054871,2010055793
11PE00010,11,05,H6544,05,H4871,05,H5793,30,2011056544,2009054871,2010055793
11PE03882,11,83,Z0866,82,X0000,11,R6309,00,2011830866,         0,2006116309
11PE03883,11,83,Z0867,82,X0000,11,R7732,00,2011830867,         0,2009117732
11PE03884,11,83,Z0868,82,X0000,82,X9114,00,2011830868,         0,2010829114
11PE03885,11,83,Z0869,82,X0000,82,X8986,00,2011830869,         0,2010828986
11PE03886,11,83,Z0870,82,X0000,11,R6547,00,2011830870,         0,2006116547
11PE03887,11,83,Z0871,82,X0000,11,R6547,00,2011830871,         0,2006116547
11PE03888,11,83,Z0872,82,X0000,11,R6680,00,2011830872,         0,2007116680
11PE03889,11,83,Z0873,82,X0000,11,R6680,00,2011830873,         0,2007116680
11PE03890,11,83,Z0874,82,X0000,11,R8158,00,2011830874,         0,2010118158
11PE03891,11,83,Z0864,82,X0000,11,R6587,00,2011830864,         0,2006116587
