UID,LAMB,SIRE,DAM
88PE00001,88031866,87031012,85028197
88PE00002,88031867,87031012,85028197
88PE00003,88031868,87031012,86029343
88PE00004,88031869,86029508,84027174
88PE00005,88031870,86029508,84027174
88PE00006,88031871,86029492,86029320
88PE00007,88031872,87030769,85027994
88PE00008,88031873,87030769,85027994
88PE00009,88031874,87030769,84027151
88PE00010,88031875,87030769,84027151
88PE06520,88199551,86197733,80192894
88PE06521,88199552,86197733,80192894
88PE06522,88199553,86000186,82194256
88PE06523,88199554,86000186,82194256
88PE06524,88199555,86000207,86197692
88PE06525,88199556,86000207,82194010
88PE06526,88199557,86000117,84195669
88PE06527,88199558,86000006,82194441
88PE06528,88199559,86000006,82194441
88PE06529,88199560,86000186,78191204
