UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
16PE00001,16,05,H9272,05,H8485,05,H8545,30,2016059272,2014058485,2014058545
16PE00002,16,05,H9273,05,H8485,05,H8545,30,2016059273,2014058485,2014058545
16PE00003,16,05,H9274,05,H8485,05,H8709,30,2016059274,2014058485,2014058709
16PE00004,16,05,H9275,05,H8485,05,H8709,30,2016059275,2014058485,2014058709
16PE00005,16,05,H9276,05,H8507,05,H8285,30,2016059276,2014058507,2013058285
16PE00006,16,05,H9277,05,H8507,05,H8285,30,2016059277,2014058507,2013058285
16PE00007,16,05,H9278,05,H8485,05,H8664,30,2016059278,2014058485,2014058664
16PE00008,16,05,H9279,05,H8376,05,H7973,30,2016059279,2013058376,2013057973
16PE00009,16,05,H9280,05,H7479,05,H8785,30,2016059280,2012057479,2014058785
16PE00010,16,05,H9281,05,H7479,05,H8785,30,2016059281,2012057479,2014058785
16PE01955,16,83,Z4075,83,Z0000,45,T4976,20,2016834075,         0,2013454976
16PE01956,16,83,Z4076,83,Z0000,45,T4976,20,2016834076,         0,2013454976
16PE01957,16,83,Z4077,83,Z0000,45,T3878,20,2016834077,         0,2011453878
16PE01958,16,83,Z4078,83,Z0000,11,R8798,10,2016834078,         0,2011118798
16PE01959,16,83,Z4079,83,Z0000,12,S0265,10,2016834079,         0,2014120265
16PE01960,16,83,Z4080,83,Z0000,83,Z2028,SY,2016834080,         0,2013832028
16PE01961,16,83,Z4081,83,Z0000,82,X8719,SY,2016834081,         0,2010828719
16PE01962,16,83,Z4082,83,Z0000,82,X8719,SY,2016834082,         0,2010828719
16PE01963,16,83,Z4083,83,Z0000,82,X8894,S3,2016834083,         0,2010828894
16PE01964,16,83,Z4084,83,Z0000,45,T4106,20,2016834084,         0,2012454106
