UID,LAMB,SIRE,DAM
79PE00001,79018361,77015735,77015686
79PE00002,79018362,77015735,77015686
79PE00003,79018372,78017229,77015951
79PE00004,79018373,78017137,76014557
79PE00005,79018374,78017137,76014557
79PE00006,79018375,78017229,77015724
79PE00007,79018376,78017229,77015724
79PE00008,79018378,77015565,77015778
79PE00009,79018379,77015565,77015778
79PE00010,79018385,75014274,75013791
79PE06182,79019013,78016327,77015925
79PE06183,79019014,78016327,77015925
79PE06184,79019015,78016327,77015825
79PE06185,79019016,78016327,77015825
79PE06186,79019017,78016264,75013695
79PE06187,79019018,78016404,77016120
79PE06188,79019019,78016327,74013191
79PE06189,79019020,78016327,74013191
79PE06190,79019021,78016327,74013191
79PE06191,79794877,77000000,71011249
