UID,LAMB,SIRE,DAM
66PE00001,66053392,61614658,64419657
66PE00002,66116239,63115965,64116105
66PE00003,66116240,62115806,64116150
66PE00004,66116241,64116021,61115698
66PE00005,66116242,64116021,61115698
66PE00006,66116243,64116031,62115817
66PE00007,66116244,64116031,60115524
66PE00008,66116245,64115981,62115786
66PE00009,66116246,64116036,64116024
66PE00010,66116247,64116109,59115243
66PE03997,66903675,64980000,64840668
66PE03998,66903676,64980000,61614423
66PE03999,66903677,64980000,64616784
66PE04000,66903678,64980000,64419281
66PE04001,66903679,64980000,63615930
66PE04002,66903680,64980000,59179728
66PE04003,66903681,64980000,59179728
66PE04004,66903682,64980000,59144901
66PE04005,66903683,64980000,64616836
66PE04006,66903684,64980000,60415122
