UID,LAMB,SIRE,DAM
97PE00001,97043974,95041985,96043313
97PE00002,97043975,95041985,96043313
97PE00003,97043976,95042059,96043293
97PE00004,97043977,95042059,96043293
97PE00005,97043978,95042059,96043343
97PE00006,97043979,95041985,96042884
97PE00007,97043980,95041985,96042884
97PE00008,97043981,95042059,96043546
97PE00009,97043982,95042059,96043546
97PE00010,97043983,95041985,96043547
97PE04062,97814637,95970000,95042370
97PE04063,97814638,95970000,95042370
97PE04064,97814639,95970000,91635719
97PE04065,97814640,95970000,93443682
97PE04066,97814641,95970000,93443682
97PE04067,97814642,95970000,93103808
97PE04068,97814643,95970000,95105798
97PE04069,97814644,95970000,93444113
97PE04070,97814645,95970000,93444113
97PE04071,97814646,95970000,95105607
