UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
25PE00001,25,06,A2381,06,A0000,06,A2135,30,2025062381,         0,2024062135
25PE00002,25,06,A2382,06,A1761,06,A1853,30,2025062382,2022061761,2023061853
25PE00003,25,06,A2383,06,A1481,06,A1900,30,2025062383,2022061481,2023061900
25PE00004,25,06,A2384,06,A1481,06,A1900,30,2025062384,2022061481,2023061900
25PE00005,25,06,A2385,06,A2025,06,A0761,30,2025062385,2023062025,2020060761
25PE00006,25,06,A2386,06,A2025,06,A0761,30,2025062386,2023062025,2020060761
25PE00007,25,06,A2387,06,A2025,06,A0761,30,2025062387,2023062025,2020060761
25PE00008,25,06,A2388,06,A1865,06,A0733,30,2025062388,2023061865,2020060733
25PE00009,25,06,A2389,06,A1865,06,A0733,30,2025062389,2023061865,2020060733
25PE00010,25,06,A2390,06,A1865,06,A0733,30,2025062390,2023061865,2020060733
25PE03074,25,52,Y0828,52,Y0368,00,Y0315,Kt,2025520828,2023520368,2020000315
25PE03075,25,52,Y0829,00,Y0705,00,Y0310,Kt,2025520829,2021000705,2020000310
25PE03076,25,52,Y0830,00,Y0704,52,Y0066,Kt,2025520830,2021000704,2021520066
25PE03077,25,52,Y0831,52,Y0368,52,Y0219,Kt,2025520831,2023520368,2022520219
25PE03078,25,52,Y0832,52,Y0368,52,Y0219,Kt,2025520832,2023520368,2022520219
25PE03079,25,52,Y0833,52,Y0368,52,Y0219,Kt,2025520833,2023520368,2022520219
25PE03080,25,52,Y0834,00,Y0705,00,Y0318,Kt,2025520834,2021000705,2020000318
25PE03081,25,52,Y0835,00,Y0705,00,Y0318,Kt,2025520835,2021000705,2020000318
25PE03082,25,52,Y0836,00,Y0705,00,Y0318,Kt,2025520836,2021000705,2020000318
25PE03083,25,52,Y0837,52,Y0368,00,Y0025,Kt,2025520837,2023520368,2018000025
