UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
06PE00001,06,05,H2192,05,H0994,05,H2150,30,106052192,104050994,105052150
06PE00002,06,05,H2193,05,H1159,05,H1431,30,106052193,104051159,105051431
06PE00003,06,05,H2194,05,H1159,05,H1431,30,106052194,104051159,105051431
06PE00004,06,05,H2195,05,H0596,05,H1585,30,106052195,103050596,105051585
06PE00005,06,05,H2196,05,H0596,04,A9275,30,106052196,103050596,102049275
06PE00006,06,05,H2197,05,H0596,05,H1920,30,106052197,103050596,105051920
06PE00007,06,05,H2198,05,H0596,05,H1920,30,106052198,103050596,105051920
06PE00008,06,05,H2199,05,H1311,05,H1333,30,106052199,104051311,104051333
06PE00009,06,05,H2200,05,H1311,05,H1333,30,106052200,104051311,104051333
06PE00010,06,05,H2201,05,H0471,05,H0960,30,106052201,103050471,104050960
06PE03246,06,82,X4296,64,K0000,81,Z9630,05,106824296,104640000,103819630
06PE03247,06,82,X4297,64,K0000,82,X0512,00,106824297,104640000,103820512
06PE03248,06,82,X4298,64,K0000,81,Z8749,05,106824298,104640000,103818749
06PE03249,06,82,X4299,64,K0000,81,Z8592,86,106824299,104640000,103818592
06PE03250,06,82,X4300,64,K0000,81,Z9417,00,106824300,104640000,103819417
06PE03251,06,82,X4301,64,K0000,81,Z9417,00,106824301,104640000,103819417
06PE03252,06,82,X4302,81,Z0000,11,R3194,10,106824302,104810000,102113194
06PE03253,06,82,X4303,81,Z0000,11,R3194,10,106824303,104810000,102113194
06PE03254,06,82,X4304,64,K0000,82,X0573,05,106824304,104640000,103820573
06PE03255,06,82,X4305,64,K0000,82,X0573,05,106824305,104640000,103820573
