UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
17PE00001,17,05,H9579,05,H8715,05,H8519,30,2017059579,2014058715,2014058519
17PE00002,17,05,H9580,05,H8715,05,H8519,30,2017059580,2014058715,2014058519
17PE00003,17,05,H9581,05,H8894,05,H7991,30,2017059581,2015058894,2013057991
17PE00004,17,05,H9582,05,H8894,05,H7991,30,2017059582,2015058894,2013057991
17PE00005,17,05,H9583,05,H9065,05,H9007,30,2017059583,2015059065,2015059007
17PE00006,17,05,H9584,05,H9233,05,H8300,30,2017059584,2015059233,2013058300
17PE00007,17,05,H9585,05,H9233,05,H8300,30,2017059585,2015059233,2013058300
17PE00008,17,05,H9586,05,H8840,05,H5696,30,2017059586,2015058840,2010055696
17PE00009,17,05,H9587,05,H8787,05,H9292,30,2017059587,2014058787,2016059292
17PE00010,17,05,H9588,05,H8787,05,H9292,30,2017059588,2014058787,2016059292
17PE02267,17,83,Z5150,00,Z0000,12,S1024,XR,2017835150,         0,2016121024
17PE02268,17,83,Z5151,70,L0000,45,T6412,LT,2017835151,         0,2016456412
17PE02269,17,83,Z5152,00,Z0000,12,S1074,XR,2017835152,         0,2016121074
17PE02270,17,83,Z5153,83,Z0000,11,R9998,10,2017835153,         0,2014119998
17PE02271,17,83,Z5154,83,Z0000,11,R9998,10,2017835154,         0,2014119998
17PE02272,17,83,Z5155,00,Z0000,45,T6536,XT,2017835155,         0,2016456536
17PE02273,17,83,Z5156,11,R9597,83,Z1584,10,2017835156,2013119597,2013831584
17PE02274,17,83,Z5157,11,R9597,83,Z1584,10,2017835157,2013119597,2013831584
17PE02275,17,83,Z5158,83,Z0000,11,R9328,10,2017835158,         0,2012119328
17PE02276,17,83,Z5159,83,Z0000,11,R9328,10,2017835159,         0,2012119328
