UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
08PE00001,08,05,H3729,05,H2601,05,H2838,30,2008053729,2006052601,2006052838
08PE00002,08,05,H3730,05,H2601,05,H2838,30,2008053730,2006052601,2006052838
08PE00003,08,05,H3731,05,H2601,05,H2838,30,2008053731,2006052601,2006052838
08PE00004,08,05,H3732,05,H2601,05,H2838,30,2008053732,2006052601,2006052838
08PE00005,08,05,H3733,05,H2507,05,H1824,30,2008053733,2006052507,2005051824
08PE00006,08,05,H3734,05,H2507,05,H1824,30,2008053734,2006052507,2005051824
08PE00007,08,05,H3735,05,H2507,05,H1824,30,2008053735,2006052507,2005051824
08PE00008,08,05,H3736,05,H1852,04,A9608,30,2008053736,2005051852,2002049608
08PE00009,08,05,H3737,05,H1852,04,A9608,30,2008053737,2005051852,2002049608
08PE00010,08,05,H3738,05,H2362,05,H1862,30,2008053738,2006052362,2005051862
08PE03407,08,82,X7187,00,X0000,45,T1548,20,2008827187,         0,2007451548
08PE03408,08,82,X7188,00,X0000,44,T9292,20,2008827188,         0,2002449292
08PE03409,08,82,X7189,00,X0000,45,T0537,20,2008827189,         0,2005450537
08PE03410,08,82,X7190,00,X0000,45,T0537,20,2008827190,         0,2005450537
08PE03411,08,82,X7191,00,X0000,05,H2276,80,2008827191,         0,2006052276
08PE03412,08,82,X7192,00,X0000,05,H2276,80,2008827192,         0,2006052276
08PE03413,08,82,X7193,00,X0000,45,T1171,20,2008827193,         0,2006451171
08PE03414,08,82,X7194,00,X0000,45,T0894,20,2008827194,         0,2006450894
08PE03415,08,82,X7195,00,X0000,45,T0420,00,2008827195,         0,2005450420
08PE03416,08,82,X7196,00,X0000,05,H1121,00,2008827196,         0,2004051121
