UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
20PE00001,20,06,A0716,00,A0714,06,A0236,30,2020060716,2018000714,2018060236
20PE00002,20,06,A0717,00,A0714,06,A0236,30,2020060717,2018000714,2018060236
20PE00003,20,06,A0718,00,A0714,06,A0236,30,2020060718,2018000714,2018060236
20PE00004,20,06,A0719,51,M0031,05,H9134,30,2020060719,2018510031,2015059134
20PE00005,20,06,A0720,51,M0031,05,H9134,30,2020060720,2018510031,2015059134
20PE00006,20,06,A0721,05,H9421,05,H8988,30,2020060721,2016059421,2015058988
20PE00007,20,06,A0722,05,H9421,05,H8988,30,2020060722,2016059421,2015058988
20PE00008,20,06,A0723,05,H9421,05,H8988,30,2020060723,2016059421,2015058988
20PE00009,20,06,A0724,06,A0209,05,H8765,30,2020060724,2018060209,2014058765
20PE00010,20,06,A0725,06,A0209,05,H8765,30,2020060725,2018060209,2014058765
20PE02881,20,83,Z8515,83,Z0000,12,S2229,00,2020838515,         0,2019122229
20PE02882,20,83,Z8516,83,Z0000,12,S2008,00,2020838516,         0,2019122008
20PE02883,20,83,Z8517,83,Z0000,00,00000,00,2020838517,         0,         0
20PE02884,20,83,Z8518,83,Z0000,12,S2113,00,2020838518,         0,2019122113
20PE02885,20,83,Z8519,83,Z0000,83,Z6811,00,2020838519,         0,2019836811
20PE02886,20,83,Z8520,83,Z0000,45,T7193,00,2020838520,         0,2019457193
20PE02887,20,83,Z8521,83,Z0000,12,S2034,00,2020838521,         0,2019122034
20PE02888,20,83,Z8522,83,Z0000,00,00000,00,2020838522,         0,         0
20PE02889,20,83,Z8523,83,Z0000,00,00000,00,2020838523,         0,         0
20PE02890,20,83,Z8524,83,Z0000,00,00000,00,2020838524,         0,         0
