UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
01RA00656,Z6349,81,00,1,97,97,971,.,3,3,3.0,Y,101,98,123,0.72,229,229,0,0.461,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.83,107.2,Z3677,81,Z3918,81,225,192,0.381,1.0,,1,BF,,103,,N,S1,A,,,,altw,,SUFF,.,,M,50,3,,5,S,,0,_____,2,5,4,2001,,,0.0,0.0,0.0,
01RA00657,Z6366,81,00,1,97,97,971,.,3,2,2.0,Y,102,102,122,0.747,211,211,0,0.384,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.93,106.5,Z3677,81,Z4752,81,243,192,0.423,1.0,"Q, WBC",1,BF,,111,,N,?,?,,,,altw,,SUFF,.,,CL,50,3,,25,Q,,0,_____,2,4,3,2001,,,0.0,0.0,0.0,
01RA00658,Z6367,81,00,1,97,97,971,.,3,2,2.0,Y,102,97,122,0.711,226,226,0,0.454,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.93,106.5,Z3677,81,Z4752,81,254,192,0.471,1.0,,1,BF,,118,,N,S5,AAA,,,,cB1,,SUFF,.,,M,45,3,,0,S,,0,_____,2,4,3,2001,,,0.0,0.0,0.0,
01RA00659,Z6376,81,00,1,97,97,971,.,2,2,3.0,Y,102,103,122,0.775,201,201,0,0.345,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.68,104.4,Z3677,81,Z3956,81,223,192,0.36,1.0,,1,BF,,102,,N,S3,AA,,,,cB1,,SUFF,.,,CL,55,3,,0,S,,0,_____,2,4,3,2001,,,0.0,0.0,0.0,
01RA00660,Z6389,81,00,1,97,97,971,.,2,2,3.0,Y,103,126,121,0.921,202,202,0,0.268,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.68,113.3,Z3677,81,Z3932,81,236,192,0.33,1.0,,1,BF,,105,,N,S3,AA,,,,cB2,,SUFF,.,,CL,40,2,,0,S,,0,_____,3,4,4,2001,,,0.0,0.0,0.0,
01RA00661,Z6523,81,00,1,10,07,24,M,2,2,4.0,Y,108,102,113,0.796,189,189,67,0.303,2.8,3.2,62,9.4,10.6,0.0561,21.27,4.5,21.1,64,1,1,3-,1.7,126.5,S8152,10,S7179,10,210,192,0.321,1.0,"X,SEMEN,XTSTS",1,IDX,,105,108,N,D3,DUD,,,,X,,IDX2,X,,CL,0,0,,30,X,,0,_____,4,6,6,2001,93,1109,0.0,0.0,0.0,-0.1476
01RA00662,Z6873,81,00,1,97,97,971,.,2,2,4.0,Y,117,106,107,0.876,194,194,0,0.31,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.94,112.0,Z3677,81,Z3567,81,218,192,0.336,1.0,SM. TESTES,3,BF,,103,,,NT,?,,,,X,,X,.,,,,,,,,,0,_____,4,8,6,2001,93,0824,0.0,0.0,0.0,
01RA00663,Z6925,81,00,1,00,80,02,B,2,2,4.0,Y,123,73,99,0.633,184,184,0,0.388,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,2.31,154.8,00000,97,A3464,04,205,192,0.394,1.0,RAM SxP save,1,SXP,SXP,,,N,S,A+,STUD,,,e13,,SXP,.,,CR,65,4,,0,E,,0,_____,4,10,9,2001,,,0.0,0.0,0.0,
01RA00664,Z6945,81,00,1,00,80,24,B,2,2,2.0,Y,126,65,96,0.544,160,160,0,0.332,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,2.07,135.8,00000,97,A5078,04,183,192,0.352,1.0,RAM SxP save,1,SXP,SXP,,,N,S3,AA,STUD,,,e14,,SXP,.,,CR,50,3,,0,S,,0,_____,2,3,3,2001,,,0.0,0.0,0.0,
01RA00665,I0109,00,01,1,97,97,,.,2,2,0.0,Y,0,0,0,0.0,,,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,1,,,0.0,0.0,00707,00,09814,00,,,,0.5,IDZ26 - 0109,1,BF,,,,N,SP,B+,STUD,,,971,,SUFF,.,,,,,,,,,1,_____,,,,2001,,,0.0,0.0,0.0,0.0
