UID,ID9,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65
05RA00316,103819163,Z9163,Z9163,81,03,1,97,97,972,.,.,3,2,7.0,M,98,107,121,0.78,229,203,0,0.321,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.99,158.2,Z6098,81,Z3981,81,,,271,200,0.0,2.0,,1,Syr,Syr,99,0,.,,S+,A+,STUD,0.0,18,.,Blkf,,,,,,,,,,,0,,6,15,9,05,,,1236
05RA00317,103819259,Z9259,Z9259,81,03,1,97,97,971,.,.,3,2,5.0,M,99,112,120,0.83,228,207,0,0.318,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.81,168.5,I0093,00,Z5388,81,,,274,200,0.0,2.0,,1,DAV,DAV,101,0,.,,.,,,0.0,,.,Blkf,,,,,,,,,,,0,,5,9,8,05,,,1223
05RA00318,103819371,Z9371,Z9371,81,03,1,97,97,972,.,.,1,1,3.0,M,100,142,119,1.061,263,214,0,0.241,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.66,132.1,Z6098,81,Z7099,81,,,294,200,0.0,2.0,TINY TSTS X,3,Syr,Syr,97,0,.,,.,,,0.0,,.,Blkf,,,,,,,,,,,0,,3,4,4,05,93,0815,2015
05RA00319,103819375,Z9375,Z9375,81,03,1,97,97,971,.,.,2,2,4.0,M,100,99,119,0.739,240,210,0,0.371,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,138.6,I0093,00,Z6073,81,,,292,200,0.0,2.0,,1,DAV,DAV,107,0,.,,.,,,0.0,,74alt,Blkf,,,,,,,,,,,0,,4,7,5,05,,,1220
05RA00320,103819377,Z9377,Z9377,81,03,1,97,97,972,.,.,1,1,4.0,M,100,129,119,0.962,231,199,0,0.234,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.52,123.8,Z6098,81,Z6154,81,,,269,200,0.0,2.0,ENTR*2 -INDX,3,Syr,Syr,91,0,.,,.,,,0.0,,.,Blkf,,,,,,,,,,,0,,4,5,4,05,93,0815,1221
05RA00321,103819612,Z9612,Z9612,81,03,1,97,97,972,.,.,2,2,3.0,M,102,110,117,0.809,246,208,0,0.328,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.81,152.4,Z6098,81,Z7020,81,,,282,200,0.0,2.0,NICE,1,Syr,Syr,102,0,.,,S+,A+,STUD,0.0,e24,75alt,Blkf,,,,,,,,,,,0,,3,5,5,05,,,1423
05RA00322,103819766,Z9766,Z9766,81,03,1,97,97,974,.,.,1,1,2.0,M,104,99,115,0.749,254,209,0,0.368,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.74,151.1,Z7117,81,Z8105,81,,,293,200,0.0,2.0,"NICE,SM.TSTS",1,DAV,DAV,106,0,.,,.,,,0.0,B2,74alt,Blkf,,,,,,,,,,,0,,2,3,3,05,,,1222
05RA00323,103819841,Z9841,Z9841,81,03,1,97,97,973,.,.,1,1,2.0,M,104,122,115,0.934,249,222,0,0.334,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.74,165.0,Z7153,81,Z7913,81,,,278,200,0.0,2.0,NICE,1,Syr,Syr,109,0,.,,S+,A+,STUD,100.0,,975e,Blkf,,HETRO,,,,,,,,,0,,2,3,3,05,,,1232
05RA00324,103819858,Z9858,Z9858,81,03,1,97,97,972,.,.,2,2,3.0,M,105,115,114,0.882,240,208,0,0.311,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.95,137.8,Z6098,81,Z7181,81,,,285,200,0.0,2.0,NICE,1,Syr,Syr,102,0,.,,.,,,0.0,24alt,.,Blkf,,,,,,,,,,,0,,3,6,5,05,,,1233
05RA00325,103819925,Z9925,Z9925,81,03,1,97,97,971,.,.,3,1,7.0,M,105,117,114,0.936,258,223,0,0.355,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.71,110.1,I0093,00,Z3918,81,,,297,200,0.0,2.0,WEAK,1,DAV,DAV,113,0,.,,S+,A+,STUD,95.0,,971,Blkf,,HETRO,,,,,,,,,0,,5,12,6,05,,,1229
