UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
13FE00001,13,e19,H7324,4,25,19,31,0.76,1.63
13FE00002,13,e9,L0289,4,20,14,17,0.7,1.21
13FE00003,13,1,X7486,1,8,7,11,0.88,1.57
13FE00004,13,15,Z0053,1,23,21,33,0.91,1.57
13FE00005,13,23,Z1459,1,27,22,39,0.81,1.77
13FE00006,13,17,L0105,1,24,21,30,0.88,1.43
13FE00007,13,20,L0492,1,26,23,34,0.88,1.48
13FE00008,13,27,X7416,1,30,27,44,0.9,1.63
13FE00009,13,24,K4814,1,24,23,37,0.96,1.61
13FE00010,13,44,T3748,1,29,25,36,0.86,1.44
13FE00011,13,9,X8516,1,12,11,19,0.92,1.73
13FE00012,13,25,X9831,1,28,24,44,0.86,1.83
13FE00013,13,21,L0495,1,25,23,34,0.92,1.48
13FE00014,13,6,Z1457,1,12,12,22,1.0,1.83
13FE00015,13,e11,L0482,4,19,12,14,0.63,1.17
13FE00016,13,29,T4177,1,19,18,31,0.95,1.72
13FE00017,13,19,L0341,1,25,23,32,0.92,1.39
13FE00018,13,14,X8834,1,23,23,39,1.0,1.7
13FE00019,13,4,Z1449,1,12,10,17,0.83,1.7
13FE00020,13,28,X8610,1,33,31,51,0.94,1.65
13FE00021,13,8,Z1460,1,11,10,18,0.91,1.8
13FE00022,13,43,T3264,1,31,29,48,0.94,1.66
13FE00023,13,e4,X8924,4,16,13,17,0.81,1.31
13FE00024,13,5,Z1454,1,12,11,21,0.92,1.91
13FE00025,13,18,L0239,1,25,24,36,0.96,1.5
13FE00026,13,e20,H5936,4,28,26,42,0.93,1.62
13FE00027,13,26,K4924,1,29,27,43,0.93,1.59
13FE00028,13,e10,L0476,4,20,16,16,0.8,1.0
13FE00029,13,22,Z1456,1,27,24,39,0.89,1.63
13FE00030,13,7,Z1458,1,11,11,19,1.0,1.73
13FE00031,13,36,T4626,1,20,17,28,0.85,1.65
13FE00032,13,16,H6587,1,22,20,31,0.91,1.55
13FE00033,13,13,Z0098,1,22,21,32,0.95,1.52
13FE00034,13,3,X8796,1,11,9,12,0.82,1.33
13FE00035,13,38,T2482,1,30,23,41,0.77,1.78
13FE00036,13,40,T3469,1,29,28,41,0.97,1.46
13FE00037,13,42,T3862,1,29,27,43,0.93,1.59
13FE00038,13,31,T4240,1,19,17,27,0.89,1.59
13FE00039,13,41,T3643,1,31,28,45,0.9,1.61
13FE00040,13,10,X6217,1,15,14,26,0.93,1.86
13FE00041,13,2,X9950,1,11,10,14,0.91,1.4
13FE00042,13,11,X8804,1,13,12,20,0.92,1.67
13FE00043,13,32,T4375,1,19,15,23,0.79,1.53
13FE00044,13,34,T4524,1,19,18,30,0.95,1.67
13FE00045,13,37,T3077,1,26,25,43,0.96,1.72
13FE00046,13,e12,L0524,4,17,12,14,0.71,1.17
13FE00047,13,30,T4198,1,20,20,33,1.0,1.65
13FE00048,13,e6,K4648,4,20,13,16,0.65,1.23
13FE00049,13,12,K4848,1,21,18,18,0.86,1.0
13FE00050,13,39,T2632,1,29,29,41,1.0,1.41
13FE00051,13,46,R9101,2,27,27,42,1.0,1.56
13FE00052,13,35,T4543,1,18,17,27,0.94,1.59
13FE00053,13,e2,Z0002,4,8,3,3,0.38,1.0
13FE00054,13,57,H6969,2,31,29,59,0.94,2.03
13FE00055,13,54,H5934,2,31,29,63,0.94,2.17
13FE00056,13,e27,T4034,4,29,17,18,0.59,1.06
13FE00057,13,e26,T3433,4,31,16,20,0.52,1.25
13FE00058,13,59,H7410,2,31,31,60,1.0,1.94
13FE00059,13,56,H6952,2,32,29,51,0.91,1.76
13FE00060,13,55,H6777,2,31,31,70,1.0,2.26
13FE00061,13,e23,T3401,4,31,16,17,0.52,1.06
13FE00062,13,e18,H6039,4,24,24,36,1.0,1.5
13FE00063,13,e5,X7276,4,17,14,15,0.82,1.07
13FE00064,13,53,H7199,2,28,27,56,0.96,2.07
13FE00065,13,e21,H7150,4,27,24,36,0.89,1.5
13FE00066,13,e17,R8988,4,20,17,20,0.85,1.18
13FE00067,13,e8,Z1455,4,20,16,17,0.8,1.06
13FE00068,13,e3,Z0206,4,10,9,11,0.9,1.22
13FE00069,13,e22,T3307,4,29,11,14,0.38,1.27
13FE00070,13,49,R8421,2,30,30,50,1.0,1.67
13FE00071,13,52,R9071,2,29,29,52,1.0,1.79
13FE00072,13,47,R8715,2,27,24,38,0.89,1.58
13FE00073,13,V1,R6633,4,13,13,22,1.0,1.69
13FE00074,13,48,R8906,2,28,25,47,0.89,1.88
13FE00075,13,58,H7260,2,28,27,63,0.96,2.33
13FE00076,13,33,T4439,1,20,10,18,0.5,1.8
13FE00077,13,45,R9420,2,27,24,40,0.89,1.67
13FE00078,13,50,R8751,2,30,26,45,0.87,1.73
13FE00079,13,e25,T3802,4,31,13,14,0.42,1.08
13FE00080,13,e13,L0277,4,21,18,20,0.86,1.11
13FE00081,13,e1,X8622,4,7,4,4,0.57,1.0
13FE00082,13,e24,T3685,4,30,17,21,0.57,1.24
13FE00083,13,51,R8832,2,30,26,42,0.87,1.62
13FE00084,13,e7,X8836,4,21,16,19,0.76,1.19
13FE00085,13,e14,R8405,4,18,10,13,0.56,1.3
13FE00086,13,V2,Z0785,5,14,14,23,1.0,1.64
13FE00087,13,e15,R8986,4,18,8,10,0.44,1.25
13FE00088,13,e16,R8760,4,21,16,19,0.76,1.19
