UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
19FE00001,19,30,Z4662,1,33,29,50,0.88,1.72
19FE00002,19,19,Z3365,1,19,16,26,0.84,1.63
19FE00003,19,18,Z3355,1,20,14,25,0.7,1.79
19FE00004,19,4,Z4489,1,20,17,30,0.85,1.76
19FE00005,19,33,H9684,1,25,19,43,0.76,2.26
19FE00006,19,38,H9917,1,26,25,56,0.96,2.24
19FE00007,19,29,Z4610,1,31,27,50,0.87,1.85
19FE00008,19,39,T6342,2,24,22,36,0.92,1.64
19FE00009,19,35,H9845,1,25,22,52,0.88,2.36
19FE00010,19,23,Z5162,1,18,15,22,0.83,1.47
19FE00011,19,10,L1872,1,21,20,40,0.95,2.0
19FE00012,19,44,T6804,2,24,18,36,0.75,2.0
19FE00013,19,5,L1752,1,22,19,36,0.86,1.89
19FE00014,19,7,L1772,1,19,16,34,0.84,2.13
19FE00015,19,37,H9879,1,26,24,49,0.92,2.04
19FE00016,19,20,Z4277,1,19,15,27,0.79,1.8
19FE00017,19,22,Z4498,1,18,16,27,0.89,1.69
19FE00018,19,32,H9641,1,25,22,45,0.88,2.05
19FE00019,19,13,L1981,1,19,16,30,0.84,1.88
19FE00020,19,34,H9784,1,24,24,54,1.0,2.25
19FE00021,19,6,L1756,1,21,19,39,0.9,2.05
19FE00022,19,31,H9421,1,23,20,49,0.87,2.45
19FE00023,19,11,L1902,1,20,19,41,0.95,2.16
19FE00024,19,1,Z4110,1,6,6,10,1.0,1.67
19FE00025,19,51,S1305,2,24,22,42,0.92,1.91
19FE00026,19,24,Z3311,1,22,19,32,0.86,1.68
19FE00027,19,27,Z4382,1,21,17,36,0.81,2.12
19FE00028,19,21,Z4424,1,16,15,28,0.94,1.87
19FE00029,19,25,Z3622,1,23,21,34,0.91,1.62
19FE00030,19,14,L2000,1,23,19,42,0.83,2.21
19FE00031,19,64,S1013,2,16,15,27,0.94,1.8
19FE00032,19,3,Z4867,1,12,12,18,1.0,1.5
19FE00033,19,8,L1808,1,22,19,43,0.86,2.26
19FE00034,19,BL,Z3688,1,15,13,31,0.87,2.38
19FE00035,19,16,K5242,1,16,13,25,0.81,1.92
19FE00036,19,26,Z4282,1,21,19,31,0.9,1.63
19FE00037,19,9,L1834,1,22,19,38,0.86,2.0
19FE00038,19,28,Z4439,1,21,18,34,0.86,1.89
19FE00039,19,12,L1934,1,20,20,33,1.0,1.65
19FE00040,19,17,Z2682,1,20,13,24,0.65,1.85
19FE00041,19,15,K5155,1,25,24,46,0.96,1.92
19FE00042,19,56,S1401,2,25,23,43,0.92,1.87
19FE00043,19,36,H9866,1,24,23,56,0.96,2.43
19FE00044,19,72,S1949,2,15,14,25,0.93,1.79
19FE00045,19,54,S1361,2,24,23,45,0.96,1.96
19FE00046,19,62,S1499,2,16,14,25,0.88,1.79
19FE00047,19,47,T7146,2,24,17,28,0.71,1.65
19FE00048,19,2,Z5161,1,5,4,6,0.8,1.5
19FE00049,19,41,T6556,2,24,23,41,0.96,1.78
19FE00050,19,45,T6883,2,24,24,46,1.0,1.92
19FE00051,19,61,S1498,2,14,12,22,0.86,1.83
19FE00052,19,50,S1159,2,25,25,48,1.0,1.92
19FE00053,19,42,T6582,2,25,22,40,0.88,1.82
19FE00054,19,69,S1941,2,14,13,26,0.93,2.0
19FE00055,19,46,T6884,2,25,21,41,0.84,1.95
19FE00056,19,43,T6753,2,26,23,43,0.88,1.87
19FE00057,19,60,S1497,2,15,15,26,1.0,1.73
19FE00058,19,59,S1126,2,15,14,27,0.93,1.93
19FE00059,19,53,S1271,2,24,23,51,0.96,2.22
19FE00060,19,58,S1125,2,15,14,28,0.93,2.0
19FE00061,19,67,S1937,2,16,16,33,1.0,2.06
19FE00062,19,40,T6516,2,26,23,42,0.88,1.83
19FE00063,19,57,S1124,2,15,14,28,0.93,2.0
19FE00064,19,48,S0801,2,26,24,47,0.92,1.96
19FE00065,19,65,S1932,2,15,14,30,0.93,2.14
19FE00066,19,49,S1069,2,26,24,50,0.92,2.08
19FE00067,19,55,S1387,2,23,19,33,0.83,1.74
19FE00068,19,71,S1946,2,15,14,21,0.93,1.5
19FE00069,19,66,S1936,2,16,15,24,0.94,1.6
19FE00070,19,68,S1938,2,15,14,29,0.93,2.07
19FE00071,19,52,S1204,2,26,16,34,0.62,2.13
19FE00072,19,70,S1945,2,14,12,24,0.86,2.0
19FE00073,19,63,S1500,2,16,14,28,0.88,2.0
