UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
14FE00001,14,e2,Z1226,4,13,8,9,0.62,1.13
14FE00002,14,e10,Z1449,4,20,13,16,0.65,1.23
14FE00003,14,25,X9851,4,19,16,23,0.84,1.44
14FE00004,14,e7,L0289,4,16,13,17,0.81,1.31
14FE00005,14,26,X9661,4,21,20,30,0.95,1.5
14FE00006,14,e1,Z0370,4,6,5,6,0.83,1.2
14FE00007,14,35,T4422,2,31,31,53,1.0,1.71
14FE00008,14,e9,H7881,4,25,24,38,0.96,1.58
14FE00009,14,e6,T4336,4,21,15,17,0.71,1.13
14FE00010,14,e8,H7543,4,17,16,24,0.94,1.5
14FE00011,14,8,Z1455,1,21,19,31,0.9,1.63
14FE00012,14,e11,K4858,4,25,18,21,0.72,1.17
14FE00013,14,12,H7783,1,22,22,43,1.0,1.95
14FE00014,14,32,T4543,2,30,22,39,0.73,1.77
14FE00015,14,V,Z0785,5,21,19,28,0.9,1.47
14FE00016,14,7,Z1454,1,20,17,27,0.85,1.59
14FE00017,14,16,H7410,1,23,23,51,1.0,2.22
14FE00018,14,10,H5934,1,23,22,47,0.96,2.14
14FE00019,14,9,Z1460,1,21,19,33,0.9,1.74
14FE00020,14,15,H7508,1,23,22,53,0.96,2.41
14FE00021,14,14,H7835,1,22,22,44,1.0,2.0
14FE00022,14,6,L0650,1,19,19,29,1.0,1.53
14FE00023,14,34,T4366,2,32,31,49,0.97,1.58
14FE00024,14,e4,T4656,4,20,18,21,0.9,1.17
14FE00025,14,2,Z1456,1,9,8,14,0.89,1.75
14FE00026,14,13,H7809,1,22,22,48,1.0,2.18
14FE00027,14,36,T4411,2,33,32,58,0.97,1.81
14FE00028,14,37,T4626,2,32,30,52,0.94,1.73
14FE00029,14,22,R9554,1,23,23,44,1.0,1.91
14FE00030,14,e5,T4552,4,18,13,14,0.72,1.08
14FE00031,14,4,Z1286,1,13,12,17,0.92,1.42
14FE00032,14,1,Z1134,1,8,7,12,0.88,1.71
14FE00033,14,5,L0239,1,17,17,26,1.0,1.53
14FE00034,14,11,H6969,1,22,22,52,1.0,2.36
14FE00035,14,17,R9205,1,22,20,38,0.91,1.9
14FE00036,14,BL,H6587,1,21,20,34,0.95,1.7
14FE00037,14,24,R9194,1,23,22,40,0.96,1.82
14FE00038,14,e3,T4286,4,20,18,20,0.9,1.11
14FE00039,14,21,R8988,1,24,23,40,0.96,1.74
14FE00040,14,3,Z0964,1,13,13,21,1.0,1.62
14FE00041,14,20,R9425,1,22,22,39,1.0,1.77
14FE00042,14,19,R9366,1,23,22,37,0.96,1.68
14FE00043,14,23,R8405,1,26,25,40,0.96,1.6
14FE00044,14,18,R9215,1,22,15,30,0.68,2.0
14FE00045,14,39,T3862,2,35,35,56,1.0,1.6
14FE00046,14,27,K4875,2,20,20,34,1.0,1.7
14FE00047,14,38,T2482,2,32,30,50,0.94,1.67
14FE00048,14,28,K4756,2,22,20,36,0.91,1.8
14FE00049,14,31,T3214,2,30,30,47,1.0,1.57
14FE00050,14,29,K4800,2,24,23,45,0.96,1.96
14FE00051,14,30,T4636,2,19,16,27,0.84,1.69
14FE00052,14,33,T3158,2,31,30,50,0.97,1.67
