UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
10FE00001,10,25,K4321,1,20,14,23,0.7,1.64
10FE00002,10,e13,X6670,4,12,12,14,1.0,1.17
10FE00003,10,e19,H4337,4,24,24,34,1.0,1.42
10FE00004,10,e16,H3921,4,23,17,25,0.74,1.47
10FE00005,10,e18,H4211,4,24,20,30,0.83,1.5
10FE00006,10,15,X5725,1,17,17,29,1.0,1.71
10FE00007,10,9,X6950,1,11,10,14,0.91,1.4
10FE00008,10,e7,X5692,4,11,5,6,0.45,1.2
10FE00009,10,31,T1486,1,27,25,40,0.93,1.6
10FE00010,10,45,T2322,1,26,23,40,0.88,1.74
10FE00011,10,84,K4203,2,17,16,30,0.94,1.88
10FE00012,10,32,T1609,1,28,25,42,0.89,1.68
10FE00013,10,16,X6090,1,17,16,27,0.94,1.69
10FE00014,10,e12,X6640,4,12,11,15,0.92,1.36
10FE00015,10,4,K3987,1,8,8,14,1.0,1.75
10FE00016,10,37,T1949,1,26,24,40,0.92,1.67
10FE00017,10,33,T1615,1,28,25,42,0.89,1.68
10FE00018,10,36,T1926,1,26,24,41,0.92,1.71
10FE00019,10,18,X5716,1,16,15,28,0.94,1.87
10FE00020,10,17,X4409,1,17,16,25,0.94,1.56
10FE00021,10,1,X4570,1,5,5,8,1.0,1.6
10FE00022,10,12,K4272,1,15,13,26,0.87,2.0
10FE00023,10,38,T1960,1,28,27,47,0.96,1.74
10FE00024,10,41,T2044,1,27,26,48,0.96,1.85
10FE00025,10,e4,K3879,4,21,13,15,0.62,1.15
10FE00026,10,e22,R7365,4,20,5,6,0.25,1.2
10FE00027,10,13,   27,1,16,16,31,1.0,1.94
10FE00028,10,27,X6506,1,23,17,30,0.74,1.76
10FE00029,10,26,X5140,1,24,24,43,1.0,1.79
10FE00030,10,24,K4267,1,19,15,24,0.79,1.6
10FE00031,10,e14,X6816,4,16,14,21,0.88,1.5
10FE00032,10,e11,X6430,4,20,19,21,0.95,1.11
10FE00033,10,e9,X6202,4,19,17,18,0.89,1.06
10FE00034,10,29,X6687,1,26,25,39,0.96,1.56
10FE00035,10,11,X6042,1,14,14,23,1.0,1.64
10FE00036,10,42,T2224,1,28,27,48,0.96,1.78
10FE00037,10,40,T2028,1,27,24,39,0.89,1.63
10FE00038,10,e8,X5950,4,16,14,15,0.88,1.07
10FE00039,10,20,X6217,1,16,13,21,0.81,1.62
10FE00040,10,8,X5863,1,12,12,21,1.0,1.75
10FE00041,10,49,H9057,2,22,21,55,0.95,2.62
10FE00042,10,23,K4107,1,19,17,32,0.89,1.88
10FE00043,10,19,X5886,1,17,17,31,1.0,1.82
10FE00044,10,14,   91,1,16,13,19,0.81,1.46
10FE00045,10,47,  172,2,21,21,49,1.0,2.33
10FE00046,10,35,T1923,1,27,25,43,0.93,1.72
10FE00047,10,28,X6539,1,26,26,44,1.0,1.69
10FE00048,10,6,K4233,1,8,6,9,0.75,1.5
10FE00049,10,39,T1982,1,28,25,42,0.89,1.68
10FE00050,10,10,X5398,1,13,13,24,1.0,1.85
10FE00051,10,21,X6025,1,19,18,33,0.95,1.83
10FE00052,10,34,T1894,1,27,27,40,1.0,1.48
10FE00053,10,2,X6775,1,5,4,6,0.8,1.5
10FE00054,10,e15,H4357,4,22,18,25,0.82,1.39
10FE00055,10,e1,  535,4,15,12,13,0.8,1.08
10FE00056,10,43,T2247,1,28,21,36,0.75,1.71
10FE00057,10,44,T2281,1,27,25,45,0.93,1.8
10FE00058,10,74,R7243,2,26,24,47,0.92,1.96
10FE00059,10,5,K4090,1,8,8,16,1.0,2.0
10FE00060,10,e2, 8110,4,21,13,13,0.62,1.0
10FE00061,10,52,  965,2,22,22,47,1.0,2.14
10FE00062,10,e17,H3967,4,22,20,32,0.91,1.6
10FE00063,10,3,X3521,1,7,3,4,0.43,1.33
10FE00064,10,30,T1319,1,28,13,14,0.46,1.08
10FE00065,10,60,20371,2,20,20,42,1.0,2.1
10FE00066,10,e5,K4312,4,18,11,12,0.61,1.09
10FE00067,10,58,  750,2,22,22,47,1.0,2.14
10FE00068,10,7,X6617,1,9,7,10,0.78,1.43
10FE00069,10,75,R7255,2,24,21,35,0.88,1.67
10FE00070,10,54,R82,2,20,12,23,0.6,1.92
10FE00071,10,76,R7297,2,26,26,46,1.0,1.77
10FE00072,10,e6,L0002,4,14,9,11,0.64,1.22
10FE00073,10,e10,X6374,4,14,13,15,0.93,1.15
10FE00074,10,80,H3872,2,27,26,60,0.96,2.31
10FE00075,10,81,H4186,2,28,27,67,0.96,2.48
10FE00076,10,77,H4155,2,25,23,52,0.92,2.26
10FE00077,10,85,K4327,2,20,20,41,1.0,2.05
10FE00078,10,83,H4164,2,30,30,69,1.0,2.3
10FE00079,10,55,   71,2,22,19,37,0.86,1.95
10FE00080,10,82,H4386,2,27,26,57,0.96,2.19
10FE00081,10,78,H3779,2,28,28,64,1.0,2.29
10FE00082,10,e24,R7405,4,21,15,17,0.71,1.13
10FE00083,10,48,  706,2,20,20,48,1.0,2.4
10FE00084,10,53,  190,2,19,19,38,1.0,2.0
10FE00085,10,61,20335,2,20,19,37,0.95,1.95
10FE00086,10,46,H3545,2,20,19,45,0.95,2.37
10FE00087,10,e3,H5075,4,9,6,7,0.67,1.17
10FE00088,10,69, 7142,2,28,22,44,0.79,2.0
10FE00089,10,79,H3858,2,27,25,59,0.93,2.36
10FE00090,10,50,  101,2,22,22,49,1.0,2.23
10FE00091,10,67,  647,2,28,28,59,1.0,2.11
10FE00092,10,62,20388,2,21,18,38,0.86,2.11
10FE00093,10,73,R6942,2,27,24,44,0.89,1.83
10FE00094,10,68,  712,2,28,27,64,0.96,2.37
10FE00095,10,63,20390,2,19,16,36,0.84,2.25
10FE00096,10,66,20645,2,19,18,35,0.95,1.94
