UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
20PE00001,20,06,A0716,00,A0714,06,A0236,30,2020060716,2018000714,2018060236
20PE00002,20,06,A0717,00,A0714,06,A0236,30,2020060717,2018000714,2018060236
20PE00003,20,06,A0718,00,A0714,06,A0236,30,2020060718,2018000714,2018060236
20PE00004,20,06,A0719,51,M0031,05,H9134,30,2020060719,2018510031,2015059134
20PE00005,20,06,A0720,51,M0031,05,H9134,30,2020060720,2018510031,2015059134
20PE00006,20,06,A0721,05,H9421,05,H8988,30,2020060721,2016059421,2015058988
20PE00007,20,06,A0722,05,H9421,05,H8988,30,2020060722,2016059421,2015058988
20PE00008,20,06,A0723,05,H9421,05,H8988,30,2020060723,2016059421,2015058988
20PE00009,20,06,A0724,06,A0209,05,H8765,30,2020060724,2018060209,2014058765
20PE00010,20,06,A0725,06,A0209,05,H8765,30,2020060725,2018060209,2014058765
20PE00011,20,06,A0726,06,A0209,05,H8765,30,2020060726,2018060209,2014058765
20PE00012,20,06,A0727,00,A0714,06,A0070,30,2020060727,2018000714,2018060070
20PE00013,20,06,A0728,00,A0714,06,A0070,30,2020060728,2018000714,2018060070
20PE00014,20,06,A0729,06,A0273,06,A0313,30,2020060729,2018060273,2018060313
20PE00015,20,06,A0730,06,A0273,06,A0313,30,2020060730,2018060273,2018060313
20PE00016,20,06,A0731,05,H9784,05,H9781,30,2020060731,2017059784,2017059781
20PE00017,20,06,A0732,05,H9784,05,H9781,30,2020060732,2017059784,2017059781
20PE00018,20,06,A0733,05,H9684,06,A0207,30,2020060733,2017059684,2018060207
20PE00019,20,06,A0734,06,A0209,05,H9923,30,2020060734,2018060209,2017059923
20PE00020,20,06,A0735,06,A0209,05,H9923,30,2020060735,2018060209,2017059923
20PE00021,20,06,A0736,06,A0209,05,H9923,30,2020060736,2018060209,2017059923
20PE00022,20,06,A0737,05,H9784,06,A0061,30,2020060737,2017059784,2018060061
20PE00023,20,06,A0738,05,H9784,05,H9789,30,2020060738,2017059784,2017059789
20PE00024,20,06,A0739,05,H9784,05,H9789,30,2020060739,2017059784,2017059789
20PE00025,20,06,A0740,05,H9784,05,H9789,30,2020060740,2017059784,2017059789
20PE00026,20,06,A0741,06,A0013,05,H8927,30,2020060741,2018060013,2015058927
20PE00027,20,06,A0742,06,A0209,05,H9497,30,2020060742,2018060209,2016059497
20PE00028,20,06,A0743,06,A0209,05,H9497,30,2020060743,2018060209,2016059497
20PE00029,20,06,A0744,06,A0209,05,H9497,30,2020060744,2018060209,2016059497
20PE00030,20,06,A0745,05,H9421,05,H9393,30,2020060745,2016059421,2016059393
20PE00031,20,06,A0746,05,H9421,05,H9393,30,2020060746,2016059421,2016059393
20PE00032,20,06,A0747,00,A0715,06,A0144,30,2020060747,2019000715,2018060144
20PE00033,20,06,A0748,00,A0715,06,A0144,30,2020060748,2019000715,2018060144
20PE00034,20,06,A0749,00,A0715,06,A0144,30,2020060749,2019000715,2018060144
20PE00035,20,06,A0750,51,M0031,05,H9974,30,2020060750,2018510031,2018059974
20PE00036,20,06,A0751,51,M0031,05,H9974,30,2020060751,2018510031,2018059974
20PE00037,20,06,A0752,05,H9684,05,H9779,30,2020060752,2017059684,2017059779
20PE00038,20,06,A0753,05,H9684,05,H9779,30,2020060753,2017059684,2017059779
20PE00039,20,06,A0754,05,H9684,05,H9779,30,2020060754,2017059684,2017059779
20PE00040,20,06,A0755,00,A0715,05,H9325,30,2020060755,2019000715,2016059325
20PE00041,20,06,A0756,00,A0715,05,H9325,30,2020060756,2019000715,2016059325
20PE00042,20,06,A0757,00,A0715,05,H9325,30,2020060757,2019000715,2016059325
20PE00043,20,06,A0758,06,A0273,05,H9240,30,2020060758,2018060273,2015059240
20PE00044,20,06,A0759,06,A0273,05,H9240,30,2020060759,2018060273,2015059240
20PE00045,20,06,A0760,06,A0273,05,H9240,30,2020060760,2018060273,2015059240
20PE00046,20,06,A0761,05,H9421,51,M0087,30,2020060761,2016059421,2018510087
20PE00047,20,06,A0762,05,H9421,51,M0087,30,2020060762,2016059421,2018510087
20PE00048,20,06,A0763,05,H9421,05,H9846,30,2020060763,2016059421,2017059846
20PE00049,20,06,A0764,05,H9421,05,H9846,30,2020060764,2016059421,2017059846
20PE00050,20,06,A0765,05,H9421,05,H9846,30,2020060765,2016059421,2017059846
20PE00051,20,06,A0766,06,A0209,05,H9306,30,2020060766,2018060209,2016059306
20PE00052,20,06,A0767,06,A0209,05,H9306,30,2020060767,2018060209,2016059306
20PE00053,20,06,A0768,00,A0714,05,H9692,30,2020060768,2018000714,2017059692
20PE00054,20,06,A0769,00,A0714,05,H9692,30,2020060769,2018000714,2017059692
20PE00055,20,06,A0770,00,A0714,05,H9692,30,2020060770,2018000714,2017059692
20PE00056,20,06,A0771,06,A0013,05,H9900,30,2020060771,2018060013,2017059900
20PE00057,20,06,A0772,06,A0013,05,H9900,30,2020060772,2018060013,2017059900
20PE00058,20,06,A0773,05,H9421,06,A0089,30,2020060773,2016059421,2018060089
20PE00059,20,06,A0774,05,H9421,06,A0089,30,2020060774,2016059421,2018060089
20PE00060,20,06,A0775,05,H9421,05,H8545,30,2020060775,2016059421,2014058545
20PE00061,20,06,A0776,05,H9421,05,H8545,30,2020060776,2016059421,2014058545
20PE00062,20,06,A0777,00,A0714,05,H9359,30,2020060777,2018000714,2016059359
20PE00063,20,06,A0778,00,A0714,05,H9359,30,2020060778,2018000714,2016059359
20PE00064,20,06,A0779,51,M0031,05,H9982,30,2020060779,2018510031,2018059982
20PE00065,20,06,A0780,51,M0031,05,H9982,30,2020060780,2018510031,2018059982
20PE00066,20,06,A0781,00,A0714,05,H9754,30,2020060781,2018000714,2017059754
20PE00067,20,06,A0782,00,A0714,05,H9754,30,2020060782,2018000714,2017059754
20PE00068,20,06,A0783,00,A0714,05,H9899,30,2020060783,2018000714,2017059899
20PE00069,20,06,A0784,00,A0714,05,H9899,30,2020060784,2018000714,2017059899
20PE00070,20,06,A0785,06,A0273,05,H9436,30,2020060785,2018060273,2016059436
20PE00071,20,06,A0786,06,A0273,05,H9436,30,2020060786,2018060273,2016059436
20PE00072,20,06,A0787,06,A0273,06,A0032,30,2020060787,2018060273,2018060032
