UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
18PE00001,18,05,H9968,05,H9420,05,H9438,30,2018059968,2016059420,2016059438
18PE00002,18,05,H9969,05,H9420,05,H9438,30,2018059969,2016059420,2016059438
18PE00003,18,05,H9970,05,H9420,05,H9095,30,2018059970,2016059420,2015059095
18PE00004,18,05,H9971,05,H9420,05,H9095,30,2018059971,2016059420,2015059095
18PE00005,18,05,H9972,05,H9422,05,H9916,30,2018059972,2016059422,2017059916
18PE00006,18,05,H9973,05,H9294,05,H8874,30,2018059973,2016059294,2015058874
18PE00007,18,05,H9974,05,H9294,05,H8874,30,2018059974,2016059294,2015058874
18PE00008,18,05,H9975,05,H9294,05,H8691,30,2018059975,2016059294,2014058691
18PE00009,18,05,H9976,05,H9130,05,H9789,30,2018059976,2015059130,2017059789
18PE00010,18,05,H9977,05,H9130,05,H9789,30,2018059977,2015059130,2017059789
18PE00011,18,05,H9978,05,H9065,05,H9694,30,2018059978,2015059065,2017059694
18PE00012,18,05,H9979,05,H9065,05,H9694,30,2018059979,2015059065,2017059694
18PE00013,18,05,H9980,05,H9486,05,H8933,30,2018059980,2016059486,2015058933
18PE00014,18,05,H9981,05,H9486,05,H8933,30,2018059981,2016059486,2015058933
18PE00015,18,05,H9982,05,H9486,05,H9393,30,2018059982,2016059486,2016059393
18PE00016,18,05,H9983,05,H9486,05,H9393,30,2018059983,2016059486,2016059393
18PE00017,18,05,H9984,05,H8837,05,H9062,30,2018059984,2015058837,2015059062
18PE00018,18,05,H9985,05,H8837,05,H9062,30,2018059985,2015058837,2015059062
18PE00019,18,05,H9986,05,H8837,05,H9062,30,2018059986,2015058837,2015059062
18PE00020,18,05,H9987,05,H9361,05,H9292,30,2018059987,2016059361,2016059292
18PE00021,18,05,H9988,05,H9361,05,H9292,30,2018059988,2016059361,2016059292
18PE00022,18,05,H9989,05,H9294,05,H9488,30,2018059989,2016059294,2016059488
18PE00023,18,05,H9990,05,H8837,05,H9167,30,2018059990,2015058837,2015059167
18PE00024,18,05,H9991,05,H8837,05,H9167,30,2018059991,2015058837,2015059167
18PE00025,18,05,H9992,05,H8837,05,H9167,30,2018059992,2015058837,2015059167
18PE00026,18,05,H9993,05,H9486,05,H9060,30,2018059993,2016059486,2015059060
18PE00027,18,05,H9994,05,H9486,05,H9060,30,2018059994,2016059486,2015059060
18PE00028,18,05,H9995,05,H8894,05,H9812,30,2018059995,2015058894,2017059812
18PE00029,18,05,H9996,05,H8894,05,H9812,30,2018059996,2015058894,2017059812
18PE00030,18,05,H9997,05,H8894,05,H9812,30,2018059997,2015058894,2017059812
18PE00031,18,05,H9998,05,H9420,05,H9066,30,2018059998,2016059420,2015059066
18PE00032,18,05,H9999,05,H9420,05,H9066,30,2018059999,2016059420,2015059066
18PE00033,18,06,A0001,05,H9420,05,H8697,30,2018060001,2016059420,2014058697
18PE00034,18,06,A0002,05,H9420,05,H8697,30,2018060002,2016059420,2014058697
18PE00035,18,06,A0003,05,H9420,05,H8697,30,2018060003,2016059420,2014058697
18PE00036,18,06,A0004,05,H8837,05,H8785,30,2018060004,2015058837,2014058785
18PE00037,18,06,A0005,05,H8837,05,H8785,30,2018060005,2015058837,2014058785
18PE00038,18,06,A0006,05,H8837,05,H9299,30,2018060006,2015058837,2016059299
18PE00039,18,06,A0007,05,H8837,05,H9299,30,2018060007,2015058837,2016059299
18PE00040,18,06,A0008,05,H9130,05,H9707,30,2018060008,2015059130,2017059707
18PE00041,18,06,A0009,05,H9486,05,H9504,30,2018060009,2016059486,2016059504
18PE00042,18,06,A0010,05,H9130,05,H9883,30,2018060010,2015059130,2017059883
18PE00043,18,06,A0011,05,H9130,05,H9883,30,2018060011,2015059130,2017059883
18PE00044,18,06,A0012,05,H9294,05,H8620,30,2018060012,2016059294,2014058620
18PE00045,18,06,A0013,05,H9294,05,H8620,30,2018060013,2016059294,2014058620
18PE00046,18,06,A0014,05,H9422,05,H9630,30,2018060014,2016059422,2017059630
18PE00047,18,06,A0015,05,H9422,05,H9630,30,2018060015,2016059422,2017059630
18PE00048,18,06,A0016,05,H8837,05,H8914,30,2018060016,2015058837,2015058914
18PE00049,18,06,A0017,05,H8837,05,H8914,30,2018060017,2015058837,2015058914
18PE00050,18,06,A0018,05,H8837,05,H8914,30,2018060018,2015058837,2015058914
18PE00051,18,06,A0019,05,H9130,05,H9865,30,2018060019,2015059130,2017059865
18PE00052,18,06,A0020,05,H9130,05,H9865,30,2018060020,2015059130,2017059865
18PE00053,18,06,A0021,05,H9422,05,H9807,30,2018060021,2016059422,2017059807
18PE00054,18,06,A0022,05,H9420,05,H7866,30,2018060022,2016059420,2012057866
18PE00055,18,06,A0023,05,H9420,05,H7866,30,2018060023,2016059420,2012057866
18PE00056,18,06,A0024,05,H9486,05,H9042,30,2018060024,2016059486,2015059042
18PE00057,18,06,A0025,05,H9486,05,H9042,30,2018060025,2016059486,2015059042
18PE00058,18,06,A0026,05,H9384,05,H9617,30,2018060026,2016059384,2017059617
18PE00059,18,06,A0027,00,Z0000,05,H9926,XP,2018060027,US00189926,2017059926
18PE00060,18,06,A0028,05,H9361,05,H9415,30,2018060028,2016059361,2016059415
18PE00061,18,06,A0029,05,H9361,05,H9415,30,2018060029,2016059361,2016059415
18PE00062,18,06,A0030,05,H9130,05,H9781,30,2018060030,2015059130,2017059781
18PE00063,18,06,A0031,05,H9420,05,H8664,30,2018060031,2016059420,2014058664
18PE00064,18,06,A0032,05,H9420,05,H8664,30,2018060032,2016059420,2014058664
18PE00065,18,06,A0033,05,H9420,05,H8664,30,2018060033,2016059420,2014058664
18PE00066,18,06,A0034,05,H9294,05,H7426,30,2018060034,2016059294,2012057426
18PE00067,18,06,A0035,05,H9294,05,H7426,30,2018060035,2016059294,2012057426
18PE00068,18,06,A0036,05,H9294,05,H7426,30,2018060036,2016059294,2012057426
18PE00069,18,06,A0037,05,H9486,05,H7418,30,2018060037,2016059486,2012057418
18PE00070,18,06,A0038,05,H9486,05,H7418,30,2018060038,2016059486,2012057418
