UID,ID10,SEX,SHDAY,DAYSH,BGRP,BRD,ETAG,GRFL,GRADE,FLGR1,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
02SH00672,2001112441,2,2002-03-05,64,4,11,R2441,8.2,60,4,,07,1.0,108,2002-05-16,3,0,02
02SH00673,2001112635,2,2002-03-05,64,4,11,R2635,6.6,62,3,,07,1.0,117,2002-05-16,3,0,02
02SH00674,2001048515,2,2002-03-05,64,4,04,A8515,7.2,60,4,,30,1.0,129,2002-05-01,1,0,02
02SH00675,2001048546,2,2002-03-05,64,4,04,A8546,4.8,60,4,,30,1.0,135,2002-05-09,1,0,02
02SH00676,2001641690,2,2002-03-05,64,4,64,K1690,8.6,58,5,,05,1.0,133,2002-05-16,3,0,02
02SH00677,2001641608,2,2002-03-05,64,4,64,K1608,6.2,62,3,,05,1.0,138,2002-05-09,1,0,02
02SH00678,2001048556,2,2002-03-05,64,4,04,A8556,4.8,58,5,,30,1.0,116,2002-05-09,1,0,02
02SH00679,2001641560,2,2002-03-05,64,4,64,K1560,7.2,60,4,,06,1.0,169,2002-05-16,3,0,02
02SH00680,2001112743,2,2002-03-05,64,4,11,R2743,6.2,62,3,,07,1.0,122,2002-05-16,3,0,02
02SH00681,2001641727,2,2002-03-05,64,4,64,K1727,7.0,58,5,,06,1.0,131,2002-05-09,1,0,02
02SH00682,2001048694,2,2002-03-05,64,4,04,A8694,6.2,60,4,,30,1.0,131,2002-05-07,3,0,02
02SH00683,2001048372,2,2002-03-05,64,4,04,A8372,5.6,60,4,,30,1.0,125,2002-05-13,2,0,02
02SH00684,2001112254,2,2002-03-05,64,4,11,R2254,7.6,62,3,,43,1.0,106,2002-05-09,1,0,02
02SH00685,2001048890,2,2002-03-05,64,4,04,A8890,5.4,58,5,,72,1.0,145,2002-05-07,3,0,02
02SH00686,2001048174,2,2002-03-05,64,4,04,A8174,4.0,58,5,,72,1.0,84,2002-05-01,1,0,02
02SH00687,2001048157,2,2002-03-05,64,4,04,A8157,7.2,60,4,,72,1.0,124,2002-05-01,1,0,02
02SH00688,2001048755,2,2002-03-05,64,4,04,A8755,4.2,58,5,,72,1.0,116,2002-05-13,2,0,02
02SH00689,2001112806,2,2002-03-05,64,4,11,R2806,5.0,62,3,,07,1.0,111,2002-05-16,3,0,02
02SH00690,2001448430,2,2002-03-05,64,4,44,T8430,7.4,60,4,,02,1.0,148,2002-06-05,3,0,02
02SH00691,2001112468,2,2002-03-05,64,4,11,R2468,7.2,62,3,,43,1.0,113,2002-05-09,1,0,02
02SH00692,2001048514,2,2002-03-05,64,4,04,A8514,5.4,58,5,,30,1.0,0,,*,0,02
02SH00693,2001048780,2,2002-03-05,64,4,04,A8780,4.4,58,5,,30,1.0,98,2002-05-01,2,0,02
02SH00694,2001048474,2,2002-03-05,64,4,04,A8474,4.4,58,5,,30,1.0,100,2002-05-09,1,0,02
02SH00695,2001048580,2,2002-03-05,64,4,04,A8580,4.6,60,4,,30,1.0,116,2002-05-07,3,0,02
02SH00696,2001112613,2,2002-03-05,64,4,11,R2613,7.6,60,4,,43,1.0,115,2002-05-09,1,0,02
02SH00697,2001048178,2,2002-03-05,64,4,04,A8178,5.8,58,5,,72,1.0,141,2002-05-01,2,0,02
02SH00698,2001048443,2,2002-03-05,64,4,04,A8443,6.4,58,5,,30,1.0,137,2002-05-01,1,0,02
02SH00699,2001048855,2,2002-03-05,64,4,04,A8855,3.8,58,5,,72,1.0,108,2002-05-16,3,0,02
02SH00700,2001048173,2,2002-03-05,64,4,04,A8173,5.2,58,5,,72,1.0,92,2002-05-01,2,0,02
02SH00701,2001048475,2,2002-03-05,64,4,04,A8475,4.0,60,4,,30,1.0,106,2002-05-01,1,0,02
02SH00702,2001112475,2,2002-03-05,64,4,11,R2475,6.6,60,4,,43,1.0,105,2002-05-16,3,0,02
02SH00703,2001817338,2,2002-03-05,64,4,81,Z7338,4.8,58,5,,80,1.0,133,2002-05-01,2,0,02
02SH00704,2001112734,2,2002-03-05,64,4,11,R2734,5.6,62,3,,43,1.0,112,2002-05-16,3,0,02
02SH00705,2001112183,2,2002-03-05,64,4,11,R2183,6.0,60,4,,07,1.0,113,2002-05-16,3,0,02
02SH00706,2001112393,2,2002-03-05,64,4,11,R2393,7.0,60,4,,43,1.0,128,2002-05-16,3,0,02
02SH00707,2001048169,2,2002-03-05,64,4,04,A8169,6.0,56,6,,72,1.0,140,2002-04-25,1,0,02
02SH00708,2001048497,2,2002-03-05,64,4,04,A8497,4.8,58,5,,30,1.0,117,2002-05-13,2,0,02
02SH00709,2001641994,2,2002-03-05,64,4,64,K1994,5.4,60,4,,06,1.0,142,2002-05-30,5,0,02
02SH00710,2001048702,2,2002-03-05,64,4,04,A8702,4.0,60,4,,30,1.0,111,2002-05-16,3,0,02
02SH00711,2001048359,2,2002-03-05,64,4,04,A8359,6.0,58,5,,30,1.0,123,2002-05-07,3,0,02
02SH00712,2001048230,2,2002-03-05,64,4,04,A8230,5.2,60,4,,72,1.0,118,2002-04-25,1,0,02
02SH00713,2001048225,2,2002-03-05,64,4,04,A8225,5.0,60,4,,30,1.0,126,2002-05-13,2,0,02
02SH00714,2001048692,2,2002-03-05,64,4,04,A8692,5.4,62,3,,30,1.0,119,2002-05-01,2,0,02
02SH00715,2001641928,2,2002-03-05,64,4,64,K1928,8.0,60,4,,06,1.0,160,2002-04-25,1,0,02
02SH00716,2001048399,2,2002-03-05,64,4,04,A8399,4.2,62,3,,30,1.0,92,2002-05-16,3,0,02
02SH00717,2001112736,2,2002-03-05,64,4,11,R2736,8.0,62,3,,07,1.0,158,2002-05-01,2,0,02
02SH00718,2001112448,2,2002-03-05,64,4,11,R2448,9.6,62,3,,07,1.0,131,2002-05-13,2,0,02
02SH00719,2001112360,2,2002-03-05,64,4,11,R2360,7.0,60,4,,07,1.0,115,2002-05-16,3,0,02
02SH00720,2001641854,2,2002-03-05,64,4,64,K1854,6.4,60,4,,05,1.0,143,2002-05-13,2,0,02
02SH00721,2001112403,2,2002-03-05,64,4,11,R2403,5.8,60,4,,43,1.0,111,2002-05-16,3,0,02
02SH00722,2001448365,2,2002-03-05,64,4,44,T8365,5.4,60,4,,02,1.0,142,2002-05-16,3,0,02
02SH00723,2001048668,2,2002-03-05,64,4,04,A8668,4.6,58,5,,30,1.0,106,2002-05-09,1,0,02
02SH00724,2001642001,2,2002-03-05,64,4,64,K2001,9.6,58,5,,06,1.0,161,2002-05-13,2,0,02
02SH00725,2001048688,2,2002-03-05,64,4,04,A8688,3.6,60,4,,30,1.0,100,2002-05-16,3,0,02
02SH00726,2001048543,2,2002-03-05,64,4,04,A8543,5.6,62,3,,30,1.0,114,2002-04-25,1,0,02
02SH00727,2001048448,2,2002-03-05,64,4,04,A8448,3.8,60,4,,30,1.0,130,2002-05-30,5,0,02
02SH00728,2001048782,2,2002-03-05,64,4,04,A8782,4.8,60,4,,30,1.0,138,2002-05-30,5,0,02
02SH00729,2001112840,2,2002-03-05,64,4,11,R2840,5.8,60,4,,43,1.0,120,2002-05-13,2,0,02
02SH00730,2001048294,2,2002-03-05,64,4,04,A8294,4.4,62,3,,30,1.0,115,2002-05-01,1,0,02
02SH00731,2001112204,2,2002-03-05,64,4,11,R2204,9.2,60,4,,07,1.0,115,2002-05-09,1,0,02
02SH00732,2001048306,2,2002-03-05,64,4,04,A8306,5.8,62,3,ABORTED 3/5/02,30,1.0,148,2002-05-30,5,0,02
02SH00733,2001112717,2,2002-03-05,64,4,11,R2717,7.8,60,4,,43,1.0,146,2002-06-05,3,0,02
02SH00734,2001112849,2,2002-03-05,64,4,11,R2849,5.8,62,3,,07,1.0,136,2002-05-16,3,0,02
02SH00735,2001641944,2,2002-03-05,64,4,64,K1944,6.2,58,5,,06,1.0,126,2002-05-09,1,0,02
02SH00736,2001112365,2,2002-03-05,64,4,11,R2365,6.8,60,4,,07,1.0,118,2002-04-25,1,0,02
02SH00737,2001048167,2,2002-03-05,64,4,04,A8167,3.4,60,4,,72,1.0,112,2002-05-24,3,0,02
02SH00738,2001112299,2,2002-03-05,64,4,11,R2299,6.6,60,4,,07,1.0,0,,*,0,02
02SH00739,2001448310,2,2002-03-05,64,4,44,T8310,8.4,62,3,,02,1.0,157,2002-05-13,2,0,02
02SH00740,2001048684,2,2002-03-05,64,4,04,A8684,4.2,60,4,,30,1.0,83,2002-05-09,1,0,02
02SH00741,2001112427,2,2002-03-05,64,4,11,R2427,8.8,58,5,,07,1.0,127,2002-05-09,1,0,02
02SH00742,2001641704,2,2002-03-05,64,4,64,K1704,8.2,60,4,,06,1.0,146,2002-05-01,2,0,02
02SH00743,2001048677,2,2002-03-05,64,4,04,A8677,4.4,58,5,,30,1.0,129,2002-05-13,2,0,02
02SH00744,2001112763,2,2002-03-05,64,4,11,R2763,7.8,60,4,,07,1.0,129,2002-05-16,3,0,02
02SH00745,2001048752,2,2002-03-05,64,4,04,A8752,3.4,60,4,,30,1.0,109,2002-05-16,3,0,02
02SH00746,2001112855,2,2002-03-05,64,4,11,R2855,6.4,60,4,,07,1.0,124,2002-05-24,3,0,02
02SH00747,2001817189,2,2002-03-05,64,4,81,Z7189,6.0,58,5,,80,1.0,108,2002-05-07,3,0,02
02SH00748,2001112537,2,2002-03-05,64,4,11,R2537,6.6,60,4,,43,1.0,125,2002-05-24,3,0,02
02SH00749,2001048526,2,2002-03-05,64,4,04,A8526,6.2,58,5,,30,1.0,142,2002-05-09,1,0,02
02SH00750,2001112812,2,2002-03-05,64,4,11,R2812,6.2,60,4,,43,1.0,99,2002-05-13,2,0,02
02SH00751,2001048277,2,2002-03-05,64,4,04,A8277,5.6,60,4,,30,1.0,133,2002-05-01,1,0,02
02SH00752,2001048746,2,2002-03-05,64,4,04,A8746,7.2,60,4,,30,1.0,120,2002-04-25,2,0,02
02SH00753,2001048524,2,2002-03-05,64,4,04,A8524,6.6,56,6,,72,1.0,144,2002-04-25,2,0,02
02SH00754,2001048237,2,2002-03-05,64,4,04,A8237,5.6,60,4,,30,1.0,112,2002-05-01,2,0,02
02SH00755,2001112799,2,2002-03-05,64,4,11,R2799,7.2,62,3,,43,1.0,140,2002-05-01,2,0,02
02SH00756,2001112879,2,2002-03-05,64,4,11,R2879,7.4,62,3,,07,1.0,114,2002-06-05,5,0,02
02SH00757,2001112374,2,2002-03-05,64,4,11,R2374,7.2,60,4,,43,1.0,115,2002-05-09,1,0,02
02SH00758,2001048197,2,2002-03-05,64,4,04,A8197,6.8,60,4,,30,1.0,117,2002-04-25,2,0,02
02SH00759,2001048597,2,2002-03-05,64,4,04,A8597,4.8,60,4,,30,1.0,105,2002-05-07,3,0,02
02SH00760,2001448541,2,2002-03-05,64,4,44,T8541,6.8,62,3,,02,1.0,166,2002-04-25,1,0,02
02SH00761,2001048336,2,2002-03-05,64,4,04,A8336,6.0,60,4,,30,1.0,145,2002-04-25,1,0,02
02SH00762,2001448529,2,2002-03-05,64,4,44,T8529,5.8,62,3,,02,1.0,140,2002-05-24,3,0,02
02SH00763,2001048704,2,2002-03-05,64,4,04,A8704,6.2,60,4,,30,1.0,145,2002-05-16,3,0,02
02SH00764,2001048209,2,2002-03-05,64,4,04,A8209,6.8,58,5,,72,1.0,126,2002-04-25,2,0,02
02SH00765,2001112549,2,2002-03-05,64,4,11,R2549,5.8,60,4,,07,1.0,141,2002-06-05,3,0,02
02SH00766,2001048874,2,2002-03-05,64,4,04,A8874,4.8,60,4,,30,1.0,110,2002-05-07,3,0,02
02SH00767,2001048600,2,2002-03-05,64,4,04,A8600,4.8,60,4,,30,1.0,143,2002-05-24,3,0,02
02SH00768,2001641926,2,2002-03-05,64,4,64,K1926,5.8,62,3,,06,1.0,106,2002-05-13,2,0,02
02SH00769,2001641679,2,2002-03-05,64,4,64,K1679,7.0,60,4,,06,1.0,152,2002-05-13,2,0,02
02SH00770,2001448504,2,2002-03-05,64,4,44,T8504,6.4,62,3,,02,1.0,129,2002-05-16,3,0,02
02SH00771,2001048810,2,2002-03-05,64,4,04,A8810,4.4,60,4,,30,1.0,115,2002-05-23,H,0,02
02SH00772,2001112916,2,2002-03-05,64,4,11,R2916,5.8,60,4,,43,1.0,122,2002-05-09,1,0,02
02SH00773,2001048296,2,2002-03-05,64,4,04,A8296,5.6,58,5,,30,1.0,149,2002-04-25,1,0,02
02SH00774,2001048226,2,2002-03-05,64,4,04,A8226,5.6,60,4,,30,1.0,105,2002-05-09,1,0,02
02SH00775,2001112281,2,2002-03-05,64,4,11,R2281,7.0,60,4,,07,1.0,135,2002-05-01,2,0,02
02SH00776,2001112851,2,2002-03-05,64,4,11,R2851,6.4,60,4,TAG CUT '2002,07,1.0,134,2002-05-16,3,0,02
02SH00777,2001112227,2,2002-03-05,64,4,11,R2227,7.0,60,4,,43,1.0,119,2002-05-16,3,0,02
02SH00778,2001048318,2,2002-03-05,64,4,04,A8318,6.8,60,4,,30,1.0,116,2002-05-07,3,0,02
02SH00779,2001112573,2,2002-03-05,64,4,11,R2573,7.4,62,3,,43,1.0,114,2002-06-05,5,0,02
02SH00780,2001448407,2,2002-03-05,64,4,44,T8407,6.0,62,3,,02,1.0,115,2002-06-05,5,0,02
02SH00781,2001048730,2,2002-03-05,64,4,04,A8730,4.2,60,4,,30,1.0,130,2002-05-16,3,0,02
02SH00782,2001048485,2,2002-03-05,64,4,04,A8485,4.6,60,4,,30,1.0,139,2002-05-01,2,0,02
02SH00783,2001048380,2,2002-03-05,64,4,04,A8380,4.6,58,5,,30,1.0,136,2002-05-07,3,0,02
02SH00784,2001448456,2,2002-03-05,64,4,44,T8456,6.6,62,3,,02,1.0,134,2002-05-13,2,0,02
02SH00785,2001048326,2,2002-03-05,64,4,04,A8326,4.8,60,4,,30,1.0,129,2002-05-07,3,0,02
02SH00786,2001641722,2,2002-03-05,64,4,64,K1722,9.0,60,4,,06,1.0,141,2002-05-01,2,0,02
02SH00787,2001641647,2,2002-03-05,64,4,64,K1647,5.8,58,5,,05,1.0,149,2002-05-30,5,0,02
02SH00788,2001112891,2,2002-03-05,64,4,11,R2891,5.0,62,3,,07,1.0,119,2002-05-24,3,0,02
02SH00789,2001048839,2,2002-03-05,64,4,04,A8839,5.4,58,5,,30,1.0,106,2002-05-01,2,0,02
02SH00790,2001112578,2,2002-03-05,64,4,11,R2578,6.4,60,4,,43,1.0,107,2002-05-13,2,0,02
02SH00791,2001112438,2,2002-03-05,64,4,11,R2438,7.2,60,4,,43,1.0,123,2002-05-01,2,0,02
02SH00792,2001641907,2,2002-03-05,64,4,64,K1907,9.8,58,5,,06,1.0,178,2002-05-24,3,0,02
02SH00793,2001112645,2,2002-03-05,64,4,11,R2645,6.2,64,2,,07,1.0,0,,*,0,02
02SH00794,2001048287,2,2002-03-05,64,4,04,A8287,7.0,62,3,,30,1.0,148,2002-05-01,1,0,02
02SH00795,2001112358,2,2002-03-05,64,4,11,R2358,7.6,60,4,,07,1.0,129,2002-05-16,3,0,02
02SH00796,2001112902,2,2002-03-05,64,4,11,R2902,5.8,62,3,,07,1.0,132,2002-06-05,3,0,02
02SH00797,2001048875,2,2002-03-05,64,4,04,A8875,4.0,60,4,,30,1.0,109,2002-05-13,2,0,02
02SH00798,2001048404,2,2002-03-05,64,4,04,A8404,5.0,60,4,,30,1.0,115,2002-05-09,1,0,02
02SH00799,2001112173,2,2002-03-05,64,4,11,R2173,7.2,60,4,,07,1.0,124,2002-05-13,2,0,02
02SH00800,2001112220,2,2002-03-05,64,4,11,R2220,7.4,60,4,,07,1.0,125,2002-05-16,3,0,02
02SH00801,2001112377,2,2002-03-05,64,4,11,R2377,5.4,62,3,,07,1.0,107,2002-05-24,3,0,02
02SH00802,2001448385,2,2002-03-05,64,4,44,T8385,6.8,62,3,,02,1.0,140,2002-05-16,3,0,02
02SH00803,2001112234,2,2002-03-05,64,4,11,R2234,7.2,60,4,,07,1.0,135,2002-05-16,3,0,02
02SH00804,2001048670,2,2002-03-05,64,4,04,A8670,4.8,60,4,,30,1.0,105,2002-05-01,2,0,02
02SH00805,2001048396,2,2002-03-05,64,4,04,A8396,5.0,60,4,,30,1.0,110,2002-05-01,2,0,02
02SH00806,2001048480,2,2002-03-05,64,4,04,A8480,6.6,58,5,,30,1.0,119,2002-04-25,1,0,02
02SH00807,2001112213,2,2002-03-05,64,4,11,R2213,7.2,62,3,,43,1.0,107,2002-05-13,2,0,02
02SH00808,2001448530,2,2002-03-05,64,4,44,T8530,4.4,60,4,,02,1.0,120,2002-05-24,3,0,02
02SH00809,2001048722,2,2002-03-05,64,4,04,A8722,5.4,58,5,,30,1.0,123,2002-05-13,2,0,02
02SH00810,2001448668,2,2002-03-05,64,4,44,T8668,5.6,62,3,,02,1.0,126,2002-05-24,3,0,02
02SH00811,2001448324,2,2002-03-05,64,4,44,T8324,6.6,60,4,,02,1.0,132,2002-05-30,5,0,02
02SH00812,2001112265,2,2002-03-05,64,4,11,R2265,6.6,62,3,,07,1.0,140,2002-05-09,1,0,02
02SH00813,2001112877,2,2002-03-05,64,4,11,R2877,6.6,60,4,,07,1.0,121,2002-05-24,3,0,02
02SH00814,2001112576,2,2002-03-05,64,4,11,R2576,8.2,60,4,,43,1.0,119,2002-05-13,2,0,02
02SH00815,2001048439,2,2002-03-05,64,4,04,A8439,6.0,58,5,,30,1.0,128,2002-05-01,2,0,02
02SH00816,2001448659,2,2002-03-05,64,4,44,T8659,7.2,62,3,BAD EYE,02,1.0,126,2002-05-24,3,0,02
02SH00817,2001048319,2,2002-03-05,64,4,04,A8319,6.8,58,5,,30,1.0,131,2002-04-25,2,0,02
02SH00818,2001048172,2,2002-03-05,64,4,04,A8172,8.2,58,5,,30,1.0,120,2002-05-01,1,0,02
02SH00819,2001112785,2,2002-03-05,64,4,11,R2785,6.4,62,3,,07,1.0,122,2002-05-16,3,0,02
02SH00820,2001448339,2,2002-03-05,64,4,44,T8339,7.4,60,4,,02,1.0,146,2002-06-05,5,0,02
02SH00821,2001112858,2,2002-03-05,64,4,11,R2858,8.4,60,4,,43,1.0,136,2002-05-13,2,0,02
02SH00822,2001448455,2,2002-03-05,64,4,44,T8455,5.8,60,4,,02,1.0,126,2002-05-24,3,0,02
02SH00823,2001112776,2,2002-03-05,64,4,11,R2776,8.2,62,3,,07,1.0,131,2002-05-01,1,0,02
02SH00824,2001048183,2,2002-03-05,64,4,04,A8183,4.2,58,5,,72,1.0,93,2002-05-09,1,0,02
02SH00825,2001112695,2,2002-03-05,64,4,11,R2695,7.4,60,4,,43,1.0,119,2002-05-13,2,0,02
02SH00826,2001817252,2,2002-03-05,64,4,81,Z7252,5.6,60,4,,80,1.0,151,2002-06-05,3,0,02
02SH00827,2001048818,2,2002-03-05,64,4,04,A8818,3.8,62,3,,30,1.0,120,2002-05-13,2,0,02
02SH00828,2001112341,2,2002-03-05,64,4,11,R2341,7.6,60,4,,07,1.0,132,2002-05-16,3,0,02
02SH00829,2001048655,2,2002-03-05,64,4,04,A8655,4.0,58,5,,30,1.0,116,2002-05-13,2,0,02
02SH00830,2001048538,2,2002-03-05,64,4,04,A8538,5.8,58,5,,30,1.0,129,2002-05-24,3,0,02
02SH00831,2001048362,2,2002-03-05,64,4,04,A8362,6.6,62,3,,30,1.0,138,2002-05-13,2,0,02
02SH00832,2001817333,2,2002-03-05,64,4,81,Z7333,4.8,58,5,,80,1.0,146,2002-05-16,3,0,02
02SH00833,2001048181,2,2002-03-05,64,4,04,A8181,7.0,58,5,,80,1.0,120,2002-05-01,2,0,02
02SH00834,2001048767,2,2002-03-05,64,4,04,A8767,5.0,58,5,BRITCHY,30,1.0,129,2002-05-01,2,0,02
02SH00835,2001112607,2,2002-03-05,64,4,11,R2607,6.2,62,3,,07,1.0,95,2002-05-09,1,0,02
02SH00836,2001112533,2,2002-03-05,64,4,11,R2533,7.8,62,3,,07,1.0,127,2002-04-25,2,0,02
02SH00837,2001641541,2,2002-03-05,64,4,64,K1541,10.4,56,6,,06,1.0,168,2002-05-09,1,0,02
02SH00838,2001048828,2,2002-03-05,64,4,04,A8828,4.4,60,4,,30,1.0,101,2002-05-07,3,0,02
02SH00839,2001048339,2,2002-03-05,64,4,04,A8339,3.8,62,3,,30,1.0,107,2002-05-07,3,0,02
02SH00840,2001112474,2,2002-03-05,64,4,11,R2474,6.6,62,3,,07,1.0,107,2002-05-13,2,0,02
02SH00841,2001048371,2,2002-03-05,64,4,04,A8371,4.8,62,3,,30,1.0,110,2002-05-24,3,0,02
02SH00842,2001048406,2,2002-03-05,64,4,04,A8406,5.8,58,5,,72,1.0,101,2002-05-07,3,0,02
02SH00843,2001048224,2,2002-03-05,64,4,04,A8224,4.8,60,4,,30,1.0,116,2002-05-13,2,0,02
02SH00844,2001048691,2,2002-03-05,64,4,04,A8691,5.2,58,5,,30,1.0,98,2002-04-25,2,0,02
02SH00845,2001112811,2,2002-03-05,64,4,11,R2811,6.2,60,4,,43,1.0,108,2002-05-16,3,0,02
02SH00846,2001048642,2,2002-03-05,64,4,04,A8642,6.2,60,4,,30,1.0,126,2002-05-09,1,0,02
02SH00847,2001448487,2,2002-03-05,64,4,44,T8487,6.4,62,3,,02,1.0,147,2002-05-09,1,0,02
02SH00848,2001048186,2,2002-03-05,64,4,04,A8186,5.0,60,4,,30,1.0,0,,*,0,02
02SH00849,2001448543,2,2002-03-05,64,4,44,T8543,6.2,58,5,,02,1.0,116,2002-06-05,3,0,02
02SH00850,2001641842,2,2002-03-05,64,4,64,K1842,8.8,58,5,,06,1.0,153,2002-05-24,3,0,02
02SH00851,2001048299,2,2002-03-05,64,4,04,A8299,5.4,60,4,,80,1.0,126,2002-04-25,2,0,02
02SH00852,2001112508,2,2002-03-05,64,4,11,R2508,6.8,62,3,,07,1.0,122,2002-05-09,1,0,02
02SH00853,2001048551,2,2002-03-05,64,4,04,A8551,5.8,60,4,,72,1.0,132,2002-05-09,1,0,02
02SH00854,2001448319,2,2002-03-05,64,4,44,T8319,7.4,62,3,,02,1.0,152,2002-05-07,3,0,02
02SH00855,2001048539,2,2002-03-05,64,4,04,A8539,4.6,62,3,,30,1.0,122,2002-05-24,3,0,02
02SH00856,2001048410,2,2002-03-05,64,4,04,A8410,4.4,62,3,,30,1.0,100,2002-04-25,2,0,02
02SH00857,2001641975,2,2002-03-05,64,4,64,K1975,8.2,60,4,,06,1.0,157,2002-05-01,1,0,02
02SH00858,2001048751,2,2002-03-05,64,4,04,A8751,4.6,60,4,,30,1.0,128,2002-05-13,2,0,02
02SH00859,2001048459,2,2002-03-05,64,4,04,A8459,3.4,60,4,,30,1.0,114,2002-05-09,1,0,02
02SH00860,2001048282,2,2002-03-05,64,4,04,A8282,6.4,60,4,,30,1.0,123,2002-04-25,2,0,02
02SH00861,2001641910,2,2002-03-05,64,4,64,K1910,8.0,60,4,,06,1.0,118,2002-05-09,1,0,02
02SH00862,2001641698,2,2002-03-05,64,4,64,K1698,7.2,58,5,,05,1.0,148,2002-05-01,2,0,02
02SH00863,2001112224,2,2002-03-05,64,4,11,R2224,6.8,60,4,,07,1.0,0,,*,0,02
02SH00864,2001448421,2,2002-03-05,64,4,44,T8421,6.2,62,3,,02,1.0,140,2002-05-09,1,0,02
02SH00865,2001048819,2,2002-03-05,64,4,04,A8819,4.0,60,4,,30,1.0,116,2002-05-13,2,0,02
02SH00866,2001048268,2,2002-03-05,64,4,04,A8268,6.2,60,4,,30,1.0,124,2002-05-01,1,0,02
02SH00867,2001641807,2,2002-03-05,64,4,64,K1807,9.6,56,6,,06,1.0,170,2002-05-24,3,0,02
02SH00868,2001112229,2,2002-03-05,64,4,11,R2229,6.0,62,3,,07,1.0,116,2002-05-13,2,0,02
02SH00869,2001048695,2,2002-03-05,64,4,04,A8695,4.6,58,5,,30,1.0,121,2002-05-16,3,0,02
02SH00870,2001641657,2,2002-03-05,64,4,64,K1657,9.0,62,3,,06,1.0,161,2002-04-25,2,0,02
02SH00871,2001048416,2,2002-03-05,64,4,04,A8416,4.6,60,4,,30,1.0,110,2002-05-16,3,0,02
02SH00872,2001112595,2,2002-03-05,64,4,11,R2595,7.2,60,4,,07,1.0,118,2002-05-13,2,0,02
02SH00873,2001048208,2,2002-03-05,64,4,04,A8208,5.2,60,4,,72,1.0,133,2002-05-07,3,0,02
02SH00874,2001048251,2,2002-03-05,64,4,04,A8251,7.0,60,4,,30,1.0,119,2002-05-09,1,0,02
02SH00875,2001048522,2,2002-03-05,64,4,04,A8522,4.6,60,4,,30,1.0,111,2002-04-25,1,0,02
02SH00876,2001048409,2,2002-03-05,64,4,04,A8409,6.6,58,5,,30,1.0,133,2002-05-13,2,0,02
02SH00877,2001048586,2,2002-03-05,64,4,04,A8586,4.0,58,5,,30,1.0,113,2002-05-01,2,0,02
02SH00878,2001048398,2,2002-03-05,64,4,04,A8398,5.6,58,5,,30,1.0,116,2002-05-09,1,0,02
02SH00879,2001048578,2,2002-03-05,64,4,04,A8578,4.2,60,4,,30,1.0,139,2002-05-01,1,0,02
02SH00880,2001112271,2,2002-03-05,64,4,11,R2271,5.4,62,3,,07,1.0,121,2002-05-24,3,0,02
02SH00881,2001112513,2,2002-03-05,64,4,11,R2513,6.4,62,3,,43,1.0,111,2002-05-24,3,0,02
02SH00882,2001112728,2,2002-03-05,64,4,11,R2728,6.8,60,4,,07,1.0,134,2002-05-16,3,0,02
02SH00883,2001112541,2,2002-03-05,64,4,11,R2541,7.2,60,4,,43,1.0,127,2002-05-13,2,0,02
02SH00884,2001448347,2,2002-03-05,64,4,44,T8347,8.0,62,3,,02,1.0,163,2002-05-13,2,0,02
02SH00885,2001048219,2,2002-03-05,64,4,04,A8219,5.6,60,4,,30,1.0,122,2002-04-25,1,0,02
02SH00886,2001448432,2,2002-03-05,64,4,44,T8432,7.2,60,4,,02,1.0,138,2002-04-25,2,0,02
02SH00887,2001048868,2,2002-03-05,64,4,04,A8868,4.8,60,4,,30,1.0,109,2002-05-09,1,0,02
02SH00888,2001112887,2,2002-03-05,64,4,11,R2887,5.2,62,3,,43,1.0,128,2002-05-16,3,0,02
02SH00889,2001448386,2,2002-03-05,64,4,44,T8386,6.2,60,4,,02,1.0,137,2002-05-24,3,0,02
02SH00890,2001448551,2,2002-03-05,64,4,44,T8551,8.0,60,4,,02,1.0,142,2002-05-16,3,0,02
02SH00891,2001048161,2,2002-03-05,64,4,04,A8161,5.6,58,5,,72,1.0,141,2002-04-25,1,0,02
02SH00892,2001112535,2,2002-03-05,64,4,11,R2535,6.4,60,4,,43,1.0,112,2002-05-01,2,0,02
02SH00893,2001048833,2,2002-03-05,64,4,04,A8833,4.8,60,4,,30,1.0,100,2002-05-07,3,0,02
02SH00894,2001112476,2,2002-03-05,64,4,11,R2476,5.6,62,3,,07,1.0,137,2002-05-24,3,0,02
02SH00895,2001048714,2,2002-03-05,64,4,04,A8714,4.8,60,4,,30,1.0,149,2002-05-07,3,0,02
02SH00896,2001048718,2,2002-03-05,64,4,04,A8718,4.8,60,4,,30,1.0,105,2002-05-13,2,0,02
02SH00897,2001112894,2,2002-03-05,64,4,11,R2894,5.4,62,3,,43,1.0,125,2002-05-16,3,0,02
02SH00898,2001048334,2,2002-03-05,64,4,04,A8334,5.2,60,4,,30,1.0,152,2002-04-25,1,0,02
02SH00899,2001112520,2,2002-03-05,64,4,11,R2520,6.2,60,4,,07,1.0,123,2002-05-13,2,0,02
02SH00900,2001048696,2,2002-03-05,64,4,04,A8696,4.4,60,4,,30,1.0,112,2002-05-07,3,0,02
02SH00901,2001448356,2,2002-03-05,64,4,44,T8356,6.4,58,5,,02,1.0,114,2002-06-05,5,0,02
02SH00902,2001048805,2,2002-03-05,64,4,04,A8805,4.6,60,4,,30,1.0,113,2002-05-01,1,0,02
