UID,ID,DATE,DAY,KG,LBS,BCS,FLWT,GRFL
22SH00531,L2477,2022-02-11,42,97.0,213,4.5,90,9.0
22SH00532,L2480,2022-02-11,42,105.0,231,4.0,130,13.0
22SH00533,L2481,2022-02-11,42,112.0,246,5.0,100,10.0
22SH00534,L2488,2022-02-11,42,90.5,199,4.0,90,9.0
22SH00535,L2489,2022-02-11,42,92.0,202,4.5,90,9.0
22SH00536,L2490,2022-02-11,42,94.0,207,4.0,70,7.0
22SH00537,L2491,2022-02-11,42,99.0,218,4.0,80,8.0
22SH00538,L2492,2022-02-11,42,96.0,211,4.5,80,8.0
22SH00539,L2494,2022-02-11,42,107.0,235,4.5,110,11.0
22SH00540,L2495,2022-02-11,42,107.5,237,5.0,100,10.0
22SH00541,L2496,2022-02-11,42,98.0,216,4.5,90,9.0
22SH00542,L2497,2022-02-11,42,79.5,175,4.0,80,8.0
22SH00543,L2500,2022-02-11,42,108.5,239,4.5,90,9.0
22SH00544,L2508,2022-02-11,42,111.5,245,4.5,110,11.0
22SH00545,L2512,2022-02-11,42,107.0,235,4.5,80,8.0
22SH00546,L2515,2022-02-11,42,104.5,230,4.5,100,10.0
22SH00547,L2516,2022-02-11,42,99.5,219,4.0,130,13.0
22SH00548,L2523,2022-02-11,42,94.5,208,4.5,80,8.0
22SH00549,L2530,2022-02-11,42,103.0,227,4.0,90,9.0
22SH00550,L2532,2022-02-11,42,91.5,201,4.5,80,8.0
22SH00551,L2534,2022-02-11,42,118.5,261,4.0,110,11.0
22SH00552,L2539,2022-02-11,42,86.0,189,4.5,70,7.0
22SH00553,L2541,2022-02-11,42,92.5,204,4.0,90,9.0
22SH00554,L2542,2022-02-11,42,96.5,212,5.0,90,9.0
22SH00555,L2548,2022-02-11,42,95.0,209,4.5,70,7.0
22SH00556,L2549,2022-02-11,42,103.0,227,4.5,80,8.0
22SH00557,L2551,2022-02-11,42,79.0,174,4.0,70,7.0
22SH00558,L2553,2022-02-10,41,94.5,208,4.5,70,7.0
22SH00559,L2557,2022-02-11,42,90.0,198,4.0,70,7.0
22SH00560,L2558,2022-02-11,42,84.0,185,4.5,80,8.0
22SH00561,L2564,2022-02-11,42,85.5,188,4.5,100,10.0
22SH00562,L2565,2022-02-11,42,94.0,207,4.5,90,9.0
22SH00563,L2566,2022-02-11,42,92.0,202,4.5,90,9.0
22SH00564,L2570,2022-02-11,42,78.5,173,4.0,80,8.0
22SH00565,L2571,2022-02-11,42,111.5,245,4.5,100,10.0
22SH00566,L2572,2022-02-11,42,93.5,206,4.5,80,8.0
22SH00567,L2574,2022-02-11,42,100.5,221,5.0,100,10.0
22SH00568,L2576,2022-02-11,42,91.0,200,4.5,110,11.0
22SH00569,L2579,2022-02-11,42,114.0,251,4.0,110,11.0
22SH00570,L2582,2022-02-11,42,81.5,179,4.5,90,9.0
22SH00571,L2587,2022-02-11,42,92.0,202,4.0,70,7.0
22SH00572,L2588,2022-02-11,42,90.0,198,4.0,100,10.0
22SH00573,L2596,2022-02-11,42,93.0,205,3.5,110,11.0
22SH00574,L2598,2022-02-11,42,85.5,188,4.0,90,9.0
22SH00575,L2601,2022-02-11,42,91.5,201,4.5,110,11.0
22SH00576,L2602,2022-02-11,42,92.5,204,4.5,110,11.0
22SH00577,L2603,2022-02-11,42,84.0,185,4.0,100,10.0
22SH00578,L2604,2022-02-11,42,107.0,235,4.0,90,9.0
22SH00579,L2605,2022-02-11,42,96.5,212,5.0,90,9.0
22SH00580,L2607,2022-02-11,42,87.5,193,4.0,100,10.0
22SH00581,L2609,2022-02-11,42,89.0,196,4.5,100,10.0
22SH00582,L2611,2022-02-11,42,98.5,217,4.5,130,13.0
22SH00583,L2615,2022-02-11,42,114.5,252,4.5,100,10.0
22SH00584,L2616,2022-02-11,42,80.5,177,4.5,90,9.0
22SH00585,L2618,2022-02-11,42,99.0,218,4.0,90,9.0
22SH00586,L2620,2022-02-11,42,80.0,176,4.5,90,9.0
22SH00587,L2621,2022-02-11,42,96.5,212,4.0,90,9.0
22SH00588,L2626,2022-02-11,42,68.0,150,4.0,60,6.0
22SH00589,L2627,2022-02-11,42,100.5,221,4.5,110,11.0
22SH00590,L2629,2022-02-11,42,86.5,190,4.5,70,7.0
22SH00591,L2630,2022-02-11,42,84.0,185,4.0,90,9.0
22SH00592,L2635,2022-02-11,42,96.5,212,4.5,90,9.0
22SH00593,L2636,2022-02-11,42,95.5,210,4.5,90,9.0
22SH00594,L2640,2022-02-11,42,93.0,205,4.5,70,7.0
22SH00595,L2644,2022-02-11,42,108.0,238,4.0,80,8.0
22SH00596,L2648,2022-02-11,42,100.0,220,4.5,90,9.0
22SH00597,L2649,2022-02-11,42,77.0,169,4.5,90,9.0
22SH00598,L2653,2022-02-11,42,80.5,177,5.0,90,9.0
22SH00599,L2654,2022-02-11,42,114.0,251,5.0,140,14.0
22SH00600,L2655,2022-02-11,42,107.5,237,3.5,90,9.0
22SH00601,L2657,2022-02-11,42,84.0,185,4.5,90,9.0
22SH00602,L2659,2022-02-11,42,80.0,176,4.0,100,10.0
22SH00603,L2660,2022-02-11,42,80.5,177,4.0,100,10.0
22SH00604,L2661,2022-02-11,42,82.5,182,4.5,80,8.0
22SH00605,L2662,2022-02-11,42,84.0,185,4.5,70,7.0
22SH00606,L2667,2022-02-11,42,102.0,224,4.5,90,9.0
22SH00607,L2669,2022-02-11,42,99.5,219,4.0,100,10.0
22SH00608,L2671,2022-02-11,42,95.0,209,3.5,80,8.0
22SH00609,L2672,2022-02-11,42,94.0,207,4.0,80,8.0
22SH00610,L2673,2022-02-11,42,98.5,217,4.0,120,12.0
22SH00611,L2680,2022-02-11,42,94.0,207,3.5,50,5.0
22SH00612,L2688,2022-02-11,42,94.5,208,4.5,80,8.0
22SH00613,L2689,2022-02-11,42,76.0,167,4.5,90,9.0
22SH00614,L2690,2022-02-11,42,107.0,235,4.5,100,10.0
22SH00615,L2695,2022-02-11,42,94.0,207,4.0,100,10.0
22SH00616,L2696,2022-02-11,42,81.0,178,4.0,100,10.0
22SH00617,L2698,2022-02-11,42,104.0,229,4.5,70,7.0
22SH00618,L2701,2022-02-11,42,100.5,221,4.5,70,7.0
22SH00619,L2703,2022-02-11,42,110.0,242,4.5,100,10.0
22SH00620,L2704,2022-02-11,42,85.5,188,4.0,110,11.0
22SH00621,L2710,2022-02-11,42,81.0,178,4.0,70,7.0
22SH00622,L2714,2022-02-11,42,104.0,229,3.5,100,10.0
22SH00623,L2715,2022-02-11,42,73.5,162,4.0,80,8.0
22SH00624,L2718,2022-02-11,42,101.0,222,4.5,90,9.0
22SH00625,L2723,2022-02-11,42,88.5,195,4.5,80,8.0
22SH00626,L2724,2022-02-10,41,80.0,176,4.0,80,8.0
22SH00627,L2735,2022-02-11,42,92.5,204,4.5,90,9.0
22SH00628,L2740,2022-02-11,42,108.5,239,4.5,100,10.0
22SH00629,L2742,2022-02-11,42,83.5,184,4.5,100,10.0
22SH00630,L2745,2022-02-11,42,94.5,208,4.5,70,7.0
22SH00631,L2746,2022-02-11,42,97.0,213,4.0,70,7.0
22SH00632,L2748,2022-02-11,42,91.0,200,4.5,90,9.0
22SH00633,L2750,2022-02-11,42,74.5,164,,60,6.0
22SH00634,L2754,2022-02-11,42,92.5,204,,80,8.0
22SH00635,L2757,2022-02-11,42,57.0,125,,60,6.0
22SH00636,L2758,2022-02-11,42,71.5,157,,70,7.0
22SH00637,L2759,2022-02-11,42,85.5,188,,80,8.0
22SH00638,L2760,2022-02-11,42,80.5,177,,70,7.0
22SH00639,L2763,2022-02-11,42,73.0,161,,80,8.0
22SH00640,L2764,2022-02-11,42,70.0,154,,70,7.0
22SH00641,L2765,2022-02-11,42,73.0,161,,60,6.0
22SH00642,L2767,2022-02-11,42,78.5,173,,100,10.0
22SH00643,L2769,2022-02-11,42,63.0,139,,70,7.0
22SH00644,L2771,2022-02-11,42,87.0,191,,80,8.0
22SH00645,L2775,2022-02-11,42,88.5,195,,60,6.0
22SH00646,L2776,2022-02-11,42,92.0,202,,70,7.0
22SH00647,L2777,2022-02-11,42,82.0,180,,80,8.0
22SH00648,L2778,2022-02-11,42,70.5,155,,80,8.0
22SH00649,L2779,2022-02-11,42,74.0,163,,80,8.0
22SH00650,L2781,2022-02-11,42,68.5,151,,80,8.0
22SH00651,L2783,2022-02-11,42,86.0,189,,70,7.0
22SH00652,L2784,2022-02-11,42,77.5,171,,70,7.0
22SH00653,L2787,2022-02-11,42,78.5,173,,90,9.0
22SH00654,L2788,2022-02-11,42,81.5,179,,90,9.0
22SH00655,L2789,2022-02-11,42,85.5,188,,70,7.0
22SH00656,L2791,2022-02-11,42,68.5,151,,70,7.0
22SH00657,L2792,2022-02-11,42,69.5,153,,70,7.0
22SH00658,L2793,2022-02-11,42,67.0,147,,70,7.0
22SH00659,L2796,2022-02-11,42,76.5,168,,70,7.0
22SH00660,L2797,2022-02-11,42,69.5,153,,80,8.0
22SH00661,L2800,2022-02-11,42,71.0,156,,70,7.0
22SH00662,L2804,2022-02-11,42,79.5,175,,90,9.0
22SH00663,L2805,2022-02-11,42,63.0,139,,70,7.0
22SH00664,L2807,2022-02-11,42,80.0,176,,70,7.0
22SH00665,L2808,2022-02-11,42,87.5,193,,80,8.0
22SH00666,L2809,2022-02-11,42,77.5,171,,80,8.0
22SH00667,L2810,2022-02-11,42,79.5,175,,80,8.0
22SH00668,L2811,2022-02-11,42,79.0,174,,90,9.0
22SH00669,L2812,2022-02-11,42,80.0,176,,100,10.0
22SH00670,L2813,2022-02-11,42,77.5,171,,80,8.0
22SH00671,L2817,2022-02-11,42,77.0,169,,9,0.9
22SH00672,L2818,2022-02-11,42,73.5,162,,110,11.0
22SH00673,L2819,2022-02-11,42,85.0,187,,90,9.0
22SH00674,L2820,2022-02-11,42,83.0,183,,80,8.0
22SH00675,L2821,2022-02-11,42,71.0,156,,70,7.0
22SH00676,L2822,2022-02-11,42,79.0,174,,80,8.0
22SH00677,L2823,2022-02-11,42,79.0,174,,70,7.0
22SH00678,L2824,2022-02-11,42,62.5,138,,50,5.0
22SH00679,L2831,2022-02-11,42,69.5,153,,80,8.0
22SH00680,L2838,2022-02-11,42,81.0,178,,60,6.0
22SH00681,L2839,2022-02-11,42,69.5,153,,70,7.0
22SH00682,L2842,2022-02-11,42,67.5,149,,90,9.0
22SH00683,L2845,2022-02-11,42,72.0,158,,60,6.0
22SH00684,L2846,2022-02-11,42,77.5,171,,70,7.0
22SH00685,L2849,2022-02-11,42,71.5,157,,50,5.0
22SH00686,L2851,2022-02-11,42,76.5,168,,70,7.0
22SH00687,L2853,2022-02-11,42,74.0,163,,50,5.0
22SH00688,L2854,2022-02-11,42,74.5,164,,60,6.0
22SH00689,L2858,2022-02-11,42,72.5,160,,60,6.0
22SH00690,L2862,2022-02-11,42,86.0,189,,70,7.0
22SH00691,L2863,2022-02-11,42,77.0,169,,70,7.0
22SH00692,L2868,2022-02-11,42,88.0,194,,70,7.0
22SH00693,L2870,2022-02-11,42,84.0,185,,80,8.0
22SH00694,L2872,2022-02-11,42,72.5,160,,60,6.0
22SH00695,L2873,2022-02-11,42,75.0,165,,80,8.0
22SH00696,L2875,2022-02-11,42,76.0,167,,90,9.0
22SH00697,L2876,2022-02-11,42,71.5,157,,90,9.0
22SH00698,L2878,2022-02-11,42,77.5,171,,90,9.0
22SH00699,L2881,2022-02-11,42,80.0,176,,60,6.0
22SH00700,L2883,2022-02-11,42,61.0,134,,70,7.0
22SH00701,L2884,2022-02-11,42,71.0,156,,70,7.0
22SH00702,L2886,2022-02-11,42,85.0,187,,80,8.0
22SH00703,L2889,2022-02-11,42,74.5,164,,90,9.0
22SH00704,L2890,2022-02-11,42,83.5,184,,60,6.0
22SH00705,L2891,2022-02-11,42,62.5,138,,80,8.0
22SH00706,L2893,2022-02-11,42,80.0,176,,80,8.0
22SH00707,L2897,2022-02-11,42,78.5,173,,80,8.0
22SH00708,L2899,2022-02-11,42,61.0,134,,60,6.0
22SH00709,L2901,2022-02-11,42,77.0,169,,70,7.0
22SH00710,L2902,2022-02-11,42,61.5,135,,60,6.0
22SH00711,L2910,2022-02-11,42,83.5,184,,70,7.0
22SH00712,L2915,2022-02-11,42,64.5,142,,60,6.0
22SH00713,L2916,2022-02-11,42,68.5,151,,60,6.0
22SH00714,L2919,2022-02-11,42,71.0,156,,70,7.0
22SH00715,L2923,2022-02-11,42,73.5,162,,70,7.0
22SH00716,L2926,2022-02-11,42,82.0,180,,70,7.0
22SH00717,L2928,2022-02-11,42,65.0,143,,50,5.0
22SH00718,L2929,2022-02-11,42,88.0,194,,70,7.0
22SH00719,L2932,2022-02-11,42,71.5,157,,70,7.0
22SH00720,L2935,2022-02-11,42,67.0,147,,70,7.0
22SH00721,L2936,2022-02-11,42,63.5,140,,70,7.0
22SH00722,L2937,2022-02-11,42,67.0,147,,70,7.0
22SH00723,L2939,2022-02-11,42,88.5,195,,90,9.0
22SH00724,L2943,2022-02-11,42,76.0,167,,50,5.0
22SH00725,L2945,2022-02-11,42,84.0,185,,80,8.0
22SH00726,L2946,2022-02-11,42,77.0,169,,110,11.0
22SH00727,L2947,2022-02-11,42,84.5,186,,70,7.0
22SH00728,L2948,2022-02-11,42,65.5,144,,60,6.0
22SH00729,L2949,2022-02-11,42,77.0,169,,80,8.0
22SH00730,L2950,2022-02-11,42,73.0,161,,50,5.0
22SH00731,L2952,2022-02-11,42,65.5,144,,80,8.0
22SH00732,L2956,2022-02-11,42,85.5,188,,100,10.0
22SH00733,L2960,2022-02-11,42,77.0,169,,60,6.0
22SH00734,L2961,2022-02-11,42,78.0,172,,70,7.0
22SH00735,L2965,2022-02-11,42,71.0,156,,50,5.0
22SH00736,L2966,2022-02-11,42,67.5,149,,60,6.0
22SH00737,L2972,2022-02-11,42,71.5,157,,60,6.0
22SH00738,L2975,2022-02-11,42,69.5,153,,70,7.0
22SH00739,L2976,2022-02-11,42,71.0,156,,60,6.0
22SH00740,L2978,2022-02-11,42,75.0,165,,50,5.0
22SH00741,L2980,2022-02-11,42,73.0,161,,50,5.0
22SH00742,L2982,2022-02-11,42,71.0,156,,80,8.0
22SH00743,L2988,2022-02-11,42,73.5,162,,70,7.0
22SH00744,L2991,2022-02-11,42,82.5,182,,90,9.0
22SH00745,L2992,2022-02-11,42,74.5,164,,80,8.0
22SH00746,L2994,2022-02-11,42,80.5,177,,80,8.0
22SH00747,L2995,2022-02-11,42,75.0,165,,60,6.0
22SH00748,L2996,2022-02-11,42,79.5,175,,80,8.0
22SH00749,L2999,2022-02-11,42,72.0,158,,70,7.0
22SH00750,L3003,2022-02-11,42,71.0,156,,80,8.0
22SH00751,L3004,2022-02-11,42,71.5,157,,60,6.0
22SH00752,L3008,2022-02-11,42,70.5,155,,70,7.0
22SH00753,L3009,2022-02-11,42,86.0,189,,90,9.0
22SH00754,L3011,2022-02-11,42,70.5,155,,90,9.0
22SH00755,L3012,2022-02-11,42,75.5,166,,100,10.0
22SH00756,L3019,2022-02-11,42,83.5,184,,80,8.0
22SH00757,L3020,2022-02-11,42,65.5,144,,70,7.0
22SH00758,L3023,2022-02-11,42,73.5,162,,80,8.0
22SH00759,L3024,2022-02-11,42,61.5,135,,80,8.0
22SH00760,L3027,2022-02-11,42,83.0,183,,90,9.0
22SH00761,L3036,2022-02-11,42,76.0,167,,60,6.0
22SH00762,L3041,2022-02-11,42,73.0,161,,80,8.0
22SH00763,L3045,2022-02-11,42,85.5,188,,60,6.0
22SH00764,L3046,2022-02-11,42,80.0,176,,70,7.0
22SH00765,L3050,2022-02-11,42,61.0,134,,70,7.0
22SH00766,L3051,2022-02-11,42,70.5,155,,80,8.0
22SH00767,L3052,2022-02-11,42,78.5,173,,70,7.0
22SH00768,L3054,2022-02-11,42,74.5,164,,60,6.0
22SH00769,L3056,2022-02-11,42,75.0,165,,70,7.0
22SH00770,L3058,2022-02-11,42,66.0,145,,60,6.0
22SH00771,L3060,2022-02-11,42,71.0,156,,70,7.0
22SH00772,L3064,2022-02-11,42,72.0,158,,70,7.0
22SH00773,L3065,2022-02-11,42,73.0,161,,60,6.0
22SH00774,L3068,2022-02-11,42,81.5,179,,90,9.0
22SH00775,L3072,2022-02-11,42,74.0,163,,70,7.0
22SH00776,L3077,2022-02-11,42,80.5,177,,90,9.0
22SH00777,L3079,2022-02-11,42,68.5,151,,70,7.0
22SH00778,L3080,2022-02-11,42,84.0,185,,70,7.0
22SH00779,L3081,2022-02-11,42,64.0,141,,60,6.0
22SH00780,L3082,2022-02-11,42,61.5,135,,70,7.0
22SH00781,L3083,2022-02-11,42,80.5,177,,90,9.0
22SH00782,L3084,2022-02-11,42,80.0,176,,90,9.0
22SH00783,L3086,2022-02-11,42,67.5,149,,70,7.0
22SH00784,L3087,2022-02-11,42,67.5,149,,60,6.0
22SH00785,L3088,2022-02-11,42,91.5,201,,80,8.0
22SH00786,L3091,2022-02-11,42,79.5,175,,70,7.0
22SH00787,L3092,2022-02-11,42,79.5,175,,90,9.0
22SH00788,L3099,2022-02-11,42,80.0,176,,70,7.0
22SH00789,L3100,2022-02-11,42,78.5,173,,110,11.0
22SH00790,L3102,2022-02-11,42,85.5,188,,80,8.0
22SH00791,L3106,2022-02-11,42,87.5,193,,60,6.0
22SH00792,L3110,2022-02-11,42,74.0,163,,80,8.0
22SH00793,L3116,2022-02-11,42,73.0,161,,70,7.0
22SH00794,L3118,2022-02-11,42,64.0,141,,50,5.0
22SH00795,L3124,2022-02-11,42,68.5,151,,60,6.0
22SH00796,L3126,2022-02-11,42,85.5,188,,90,9.0
22SH00797,L3127,2022-02-11,42,69.5,153,,80,8.0
22SH00798,L3128,2022-02-11,42,73.0,161,,70,7.0
22SH00799,L3153,2022-02-11,42,75.5,166,,50,5.0
22SH00800,M0591,2022-02-11,42,82.0,180,,80,8.0
22SH00801,M0622,2022-02-11,42,82.0,180,,50,5.0
22SH00802,M0625,2022-02-11,42,63.5,140,,80,8.0
22SH00803,S0291,2022-02-10,41,103.0,227,4.5,120,12.0
22SH00804,S0294,2022-02-10,41,104.0,229,5.0,110,11.0
22SH00805,S0375,2022-02-10,41,88.0,194,4.5,60,6.0
22SH00806,S0383,2022-02-10,41,81.0,178,4.5,70,7.0
22SH00807,S0406,2022-02-10,41,108.5,239,4.5,110,11.0
22SH00808,S0414,2022-02-10,41,109.0,240,4.5,90,9.0
22SH00809,S0426,2022-02-10,41,83.5,184,5.0,110,11.0
22SH00810,S0436,2022-02-10,41,115.0,253,5.0,90,9.0
22SH00811,S0447,2022-02-10,41,105.0,231,4.5,140,14.0
22SH00812,S0455,2022-02-10,41,102.0,224,4.5,110,11.0
22SH00813,S0465,2022-02-10,41,98.5,217,4.5,110,11.0
22SH00814,S0477,2022-02-10,41,89.0,196,4.0,70,7.0
22SH00815,S0511,2022-02-10,41,92.0,202,4.5,100,10.0
22SH00816,S0516,2022-02-10,41,89.5,197,4.5,110,11.0
22SH00817,S0521,2022-02-10,41,92.0,202,5.0,100,10.0
22SH00818,S0535,2022-02-10,41,89.5,197,4.5,80,8.0
22SH00819,S0581,2022-02-10,41,84.5,186,4.5,130,13.0
22SH00820,S0662,2022-02-10,41,95.5,210,4.5,120,12.0
22SH00821,S0664,2022-02-10,41,100.0,220,5.0,140,14.0
22SH00822,S0684,2022-02-10,41,109.0,240,4.5,90,9.0
22SH00823,S0685,2022-02-10,41,91.5,201,4.0,90,9.0
22SH00824,S0720,2022-02-10,41,110.5,243,4.5,140,14.0
22SH00825,S0759,2022-02-10,41,104.0,229,4.5,100,10.0
22SH00826,S0760,2022-02-10,41,99.0,218,4.5,130,13.0
22SH00827,S0763,2022-02-10,41,83.5,184,4.0,100,10.0
22SH00828,S0764,2022-02-10,41,95.0,209,4.5,140,14.0
22SH00829,S0769,2022-02-10,41,97.0,213,4.0,80,8.0
22SH00830,S0771,2022-02-10,41,101.5,223,5.0,150,15.0
22SH00831,S0773,2022-02-10,41,87.5,193,4.0,90,9.0
22SH00832,S0777,2022-02-10,41,95.0,209,4.0,150,15.0
22SH00833,S0792,2022-02-10,41,90.0,198,5.0,90,9.0
22SH00834,S0824,2022-02-10,41,107.0,235,4.0,120,12.0
22SH00835,S0827,2022-02-10,41,113.0,249,4.5,110,11.0
22SH00836,S0839,2022-02-10,41,107.0,235,4.5,120,12.0
22SH00837,S0843,2022-02-10,41,87.0,191,4.5,140,14.0
22SH00838,S0847,2022-02-10,41,101.0,222,4.0,140,14.0
22SH00839,S0861,2022-02-10,41,89.5,197,4.5,110,11.0
22SH00840,S0892,2022-02-10,41,109.0,240,4.5,110,11.0
22SH00841,S0906,2022-02-10,41,103.0,227,5.0,110,11.0
22SH00842,S0923,2022-02-10,41,78.5,173,3.5,100,10.0
22SH00843,S0930,2022-02-10,41,103.5,228,4.5,120,12.0
22SH00844,S0934,2022-02-10,41,98.5,217,4.0,120,12.0
22SH00845,S0948,2022-02-10,41,98.0,216,5.0,100,10.0
22SH00846,S0955,2022-02-10,41,110.5,243,5.0,150,15.0
22SH00847,S0963,2022-02-10,41,88.0,194,4.0,100,10.0
22SH00848,S0984,2022-02-10,41,112.5,248,4.5,130,13.0
22SH00849,S0988,2022-02-10,41,90.0,198,4.5,90,9.0
22SH00850,S0993,2022-02-10,41,95.0,209,3.5,100,10.0
22SH00851,S0995,2022-02-10,41,101.0,222,4.5,120,12.0
22SH00852,S1005,2022-02-10,41,89.5,197,4.0,130,13.0
22SH00853,S1016,2022-02-10,41,94.5,208,4.5,110,11.0
22SH00854,S1024,2022-02-10,41,98.5,217,0.5,100,10.0
22SH00855,S1025,2022-02-10,41,94.0,207,4.0,120,12.0
22SH00856,S1033,2022-02-10,41,42.0,92,1.0,70,7.0
22SH00857,S1038,2022-02-10,41,98.0,216,4.0,100,10.0
22SH00858,S1040,2022-02-10,41,106.5,234,4.5,120,12.0
22SH00859,S1055,2022-02-10,41,107.0,235,4.5,80,8.0
22SH00860,S1066,2022-02-10,41,92.5,204,4.5,110,11.0
22SH00861,S1067,2022-02-10,41,77.5,171,4.5,120,12.0
22SH00862,S1068,2022-02-10,41,88.0,194,4.5,110,11.0
22SH00863,S1070,2022-02-10,41,107.5,237,4.5,110,11.0
22SH00864,S1073,2022-02-10,41,104.5,230,4.0,120,12.0
22SH00865,S1074,2022-02-10,41,113.0,249,5.0,130,13.0
22SH00866,S1092,2022-02-10,41,89.5,197,4.0,110,11.0
22SH00867,S1095,2022-02-10,41,115.5,254,4.5,110,11.0
22SH00868,S1096,2022-02-10,41,93.0,205,4.5,130,13.0
22SH00869,S1098,2022-02-10,41,107.5,237,5.0,130,13.0
22SH00870,S1112,2022-02-10,41,99.0,218,4.0,110,11.0
22SH00871,S1127,2022-02-10,41,97.5,215,4.5,100,10.0
22SH00872,S1129,2022-02-10,41,92.5,204,5.0,80,8.0
22SH00873,S1134,2022-02-10,41,109.0,240,5.0,180,18.0
22SH00874,S1139,2022-02-10,41,94.5,208,3.5,130,13.0
22SH00875,S1165,2022-02-10,41,90.5,199,4.0,110,11.0
22SH00876,S1166,2022-02-10,41,97.5,215,4.5,90,9.0
22SH00877,S1175,2022-02-10,41,88.5,195,4.0,120,12.0
22SH00878,S1177,2022-02-10,41,82.5,182,4.0,100,10.0
22SH00879,S1190,2022-02-10,41,104.0,229,5.0,140,14.0
22SH00880,S1215,2022-02-10,41,104.0,229,4.5,100,10.0
22SH00881,S1234,2022-02-10,41,85.5,188,4.0,130,13.0
22SH00882,S1254,2022-02-10,41,100.0,220,5.0,160,16.0
22SH00883,S1261,2022-02-10,41,103.5,228,4.5,110,11.0
22SH00884,S1267,2022-02-10,41,91.5,201,5.0,140,14.0
22SH00885,S1282,2022-02-10,41,70.5,155,3.5,130,13.0
22SH00886,S1287,2022-02-10,41,91.0,200,4.5,117,11.7
22SH00887,S1288,2022-02-10,41,85.0,187,5.0,90,9.0
22SH00888,S1289,2022-02-10,41,89.0,196,4.0,100,10.0
22SH00889,S1313,2022-02-10,41,87.0,191,5.0,110,11.0
22SH00890,S1319,2022-02-10,41,93.0,205,4.0,120,12.0
22SH00891,S1326,2022-02-10,41,88.0,194,4.0,110,11.0
22SH00892,S1328,2022-02-10,41,92.0,202,4.5,100,10.0
22SH00893,S1336,2022-02-10,41,99.0,218,4.0,80,8.0
22SH00894,S1341,2022-02-10,41,94.0,207,4.5,130,13.0
22SH00895,S1342,2022-02-10,41,109.5,241,4.5,170,17.0
22SH00896,S1346,2022-02-10,41,109.5,241,4.5,100,10.0
22SH00897,S1348,2022-02-10,41,103.5,228,4.5,110,11.0
22SH00898,S1350,2022-02-10,41,88.5,195,4.0,100,10.0
22SH00899,S1351,2022-02-10,41,90.0,198,4.5,80,8.0
22SH00900,S1353,2022-02-10,41,95.5,210,5.0,120,12.0
22SH00901,S1355,2022-02-10,41,113.5,250,4.5,140,14.0
22SH00902,S1357,2022-02-10,41,105.5,232,4.5,110,11.0
22SH00903,S1358,2022-02-10,41,97.0,213,4.0,130,13.0
22SH00904,S1359,2022-02-10,41,79.5,175,4.5,70,7.0
22SH00905,S1364,2022-02-10,41,96.5,212,4.0,140,14.0
22SH00906,S1365,2022-02-10,41,96.5,212,5.0,150,15.0
22SH00907,S1374,2022-02-10,41,89.0,196,4.5,160,16.0
22SH00908,S1390,2022-02-10,41,96.0,211,4.5,120,12.0
22SH00909,S1404,2022-02-10,41,88.0,194,4.0,130,13.0
22SH00910,S1419,2022-02-10,41,101.5,223,5.0,100,10.0
22SH00911,S1426,2022-02-10,41,94.5,208,4.5,90,9.0
22SH00912,S1431,2022-02-10,41,88.5,195,4.5,130,13.0
22SH00913,S1435,2022-02-10,41,104.0,229,4.0,110,11.0
22SH00914,S1443,2022-02-10,41,100.0,220,5.0,130,13.0
22SH00915,S1452,2022-02-10,41,98.0,216,4.5,90,9.0
22SH00916,S1475,2022-02-10,41,102.0,224,5.0,130,13.0
22SH00917,S1495,2022-02-10,41,92.5,204,4.0,100,10.0
22SH00918,S1520,2022-02-10,41,95.0,209,5.0,120,12.0
22SH00919,S1535,2022-02-10,41,96.5,212,4.5,110,11.0
22SH00920,S1542,2022-02-10,41,97.0,213,4.5,100,10.0
22SH00921,S1555,2022-02-10,41,77.5,171,4.0,110,11.0
22SH00922,S1562,2022-02-10,41,84.5,186,4.0,100,10.0
22SH00923,S1570,2022-02-10,41,101.0,222,5.0,130,13.0
22SH00924,S1578,2022-02-10,41,75.5,166,4.5,140,14.0
22SH00925,S1586,2022-02-10,41,101.0,222,5.0,110,11.0
22SH00926,S1594,2022-02-10,41,77.5,171,3.5,130,13.0
22SH00927,S1598,2022-02-10,41,100.0,220,4.5,140,14.0
22SH00928,S1604,2022-02-10,41,94.5,208,5.0,150,15.0
22SH00929,S1608,2022-02-10,41,97.0,213,4.0,150,15.0
22SH00930,S1609,2022-02-10,41,65.5,144,2.5,110,11.0
22SH00931,S1631,2022-02-10,41,95.5,210,4.5,110,11.0
22SH00932,S1639,2022-02-10,41,106.5,234,4.0,160,16.0
22SH00933,S1650,2022-02-10,41,99.5,219,4.5,110,11.0
22SH00934,S1651,2022-02-10,41,90.5,199,5.0,110,11.0
22SH00935,S1655,2022-02-10,41,93.5,206,4.0,120,12.0
22SH00936,S1656,2022-02-10,41,85.5,188,4.5,140,14.0
22SH00937,S1665,2022-02-10,41,77.5,171,4.5,130,13.0
22SH00938,S1669,2022-02-10,41,96.5,212,4.5,120,12.0
22SH00939,S1675,2022-02-10,41,78.5,173,4.0,120,12.0
22SH00940,S1692,2022-02-10,41,94.0,207,4.5,120,12.0
22SH00941,S1697,2022-02-10,41,82.5,182,4.0,90,9.0
22SH00942,S1699,2022-02-10,41,103.0,227,4.0,130,13.0
22SH00943,S1706,2022-02-10,41,85.5,188,5.0,140,14.0
