UID,ETAG,DATE,KG,LBS,FLWT,GRFL,GRADE
21SH01861,Z3401,2021-02-12,104,228,40,4.0,BF
21SH01862,Z3412,2021-02-12,64,140,40,4.0,BF
21SH01863,Z3485,2021-02-12,108,238,80,8.0,BF
21SH01864,Z3506,2021-02-10,100,219,100,10.0,A4
21SH01865,Z3529,2021-02-10,85,186,120,12.0,A
21SH01866,Z3581,2021-02-12,112,245,100,10.0,BF
21SH01867,Z3595,2021-02-12,99,217,50,5.0,BF
21SH01868,Z3636,2021-02-12,94,206,40,4.0,BF
21SH01869,Z3656,2021-02-12,82,180,70,7.0,BF
21SH01870,Z3663,2021-02-12,72,158,60,6.0,BF
21SH01871,Z3686,2021-02-10,92,201,100,10.0,A
21SH01872,Z3792,2021-02-12,129,284,60,6.0,BF
21SH01873,Z3797,2021-02-10,101,222,100,10.0,A
21SH01874,Z3800,2021-02-12,101,221,70,7.0,BF
21SH01875,Z3801,2021-02-12,114,250,70,7.0,BF
21SH01876,Z3811,2021-02-10,105,230,120,12.0,A
21SH01877,Z3814,2021-02-12,105,230,50,5.0,BF
21SH01878,Z3818,2021-02-10,101,221,110,11.0,A2
21SH01879,Z3823,2021-02-10,103,226,140,14.0,A
21SH01880,Z3833,2021-02-10,101,221,120,12.0,A
21SH01881,Z3849,2021-02-12,109,240,90,9.0,BF
21SH01882,Z3860,2021-02-10,112,245,140,14.0,A
21SH01883,Z3862,2021-02-10,101,221,110,11.0,A
21SH01884,Z3925,2021-02-10,89,195,120,12.0,A
21SH01885,Z3962,2021-02-12,115,252,70,7.0,BF
21SH01886,Z3978,2021-02-12,112,246,60,6.0,BF
21SH01887,Z4008,2021-02-12,124,272,100,10.0,BF
21SH01888,Z4014,2021-02-12,130,286,80,8.0,BF
21SH01889,Z4092,2021-02-12,89,196,50,5.0,BF
21SH01890,Z4095,2021-02-12,85,186,30,3.0,BF
21SH01891,Z4098,2021-02-12,81,177,30,3.0,BF
21SH01892,Z4111,2021-02-12,75,164,40,4.0,BF
21SH01893,Z4113,2021-02-12,100,220,50,5.0,BF
21SH01894,Z4116,2021-02-12,80,175,60,6.0,BF
21SH01895,Z4118,2021-02-12,119,262,40,4.0,BF
21SH01896,Z4119,2021-02-12,132,289,80,8.0,BF
21SH01897,Z4120,2021-02-12,108,237,70,7.0,BF
21SH01898,Z4121,2021-02-12,102,224,70,7.0,BF
21SH01899,Z4123,2021-02-12,129,284,60,6.0,BF
21SH01900,Z4125,2021-02-12,104,228,50,5.0,BF
21SH01901,Z4127,2021-02-12,113,249,40,4.0,BF
21SH01902,Z4128,2021-02-12,137,301,90,9.0,BF
21SH01903,Z4142,2021-02-10,80,176,100,10.0,A
21SH01904,Z4153,2021-02-10,98,215,120,12.0,A
21SH01905,Z4157,2021-02-10,95,208,120,12.0,A
21SH01906,Z4168,2021-02-12,114,250,90,9.0,BF
21SH01907,Z4169,2021-02-12,117,257,90,9.0,BF
21SH01908,Z4189,2021-02-12,97,213,80,8.0,BF
21SH01909,Z4193,2021-02-12,97,213,70,7.0,BF
21SH01910,Z4230,2021-02-12,110,242,90,9.0,BF
21SH01911,Z4236,2021-02-12,92,202,30,3.0,BF
21SH01912,Z4248,2021-02-12,94,207,100,10.0,BF
21SH01913,Z4249,2021-02-12,96,210,70,7.0,BF
21SH01914,Z4255,2021-02-12,89,196,40,4.0,BF
21SH01915,Z4256,2021-02-10,108,238,120,12.0,AA
21SH01916,Z4259,2021-02-12,111,243,90,9.0,BF
21SH01917,Z4261,2021-02-12,89,196,50,5.0,BF
21SH01918,Z4286,2021-02-12,99,217,80,8.0,BL
21SH01919,Z4307,2021-02-12,101,222,100,10.0,BF
21SH01920,Z4312,2021-02-12,110,242,110,11.0,BF
21SH01921,Z4313,2021-02-12,98,216,110,11.0,BF
21SH01922,Z4341,2021-02-12,108,237,70,7.0,BF
21SH01923,Z4352,2021-02-12,85,187,50,5.0,BF
21SH01924,Z4363,2021-02-12,97,212,60,6.0,BF
21SH01925,Z4426,2021-02-12,89,195,60,6.0,BF
21SH01926,Z4448,2021-02-12,86,189,100,10.0,BL
21SH01927,Z4449,2021-02-12,100,220,70,7.0,BL
21SH01928,Z4532,2021-02-12,105,231,30,3.0,BF
21SH01929,Z4537,2021-02-11,87,190,90,9.0,AA
21SH01930,Z4558,2021-02-12,104,228,80,8.0,BF
21SH01931,Z4561,2021-02-12,84,185,30,3.0,BF
21SH01932,Z4581,2021-02-12,78,171,40,4.0,BF
21SH01933,Z4599,2021-02-12,113,248,100,10.0,BF
21SH01934,Z4611,2021-02-12,83,183,60,6.0,BF
21SH01935,Z4633,2021-02-12,87,191,30,3.0,BF
21SH01936,Z4650,2021-02-11,95,208,100,10.0,A
21SH01937,Z4672,2021-02-12,107,235,90,9.0,BF
21SH01938,Z4673,2021-02-11,103,226,120,12.0,A
21SH01939,Z4686,2021-02-12,103,227,100,10.0,BF
21SH01940,Z4690,2021-02-12,90,197,50,5.0,BF
21SH01941,Z4697,2021-02-11,83,183,80,8.0,A
21SH01942,Z4698,2021-02-12,89,195,60,6.0,BF
21SH01943,Z4699,2021-02-12,97,213,110,11.0,BF
21SH01944,Z4727,2021-02-12,92,202,70,7.0,BL
21SH01945,Z4742,2021-02-11,93,205,100,10.0,A
21SH01946,Z4743,2021-02-11,90,197,110,11.0,AA
21SH01947,Z4746,2021-02-10,83,183,120,12.0,A4
21SH01948,Z4778,2021-02-12,123,270,90,9.0,BF
21SH01949,Z4784,2021-02-12,98,215,70,7.0,BF
21SH01950,Z4793,2021-02-12,81,177,70,7.0,BF
21SH01951,Z4828,2021-02-12,96,210,70,7.0,BF
21SH01952,Z4834,2021-02-12,89,195,60,6.0,BF
21SH01953,Z4868,2021-02-12,88,194,40,4.0,BF
21SH01954,Z4871,2021-02-11,92,201,100,10.0,A
21SH01955,Z4877,2021-02-11,97,213,90,9.0,AA
21SH01956,Z4898,2021-02-12,105,231,80,8.0,BF
21SH01957,Z4900,2021-02-12,118,259,90,9.0,BF
21SH01958,Z4901,2021-02-12,111,243,60,6.0,BL
21SH01959,Z4904,2021-02-12,81,178,70,7.0,BF
21SH01960,Z4907,2021-02-11,100,219,120,12.0,A
21SH01961,Z4908,2021-02-11,89,196,120,12.0,A
21SH01962,Z4919,2021-02-11,105,230,100,10.0,A
21SH01963,Z4937,2021-02-11,100,219,80,8.0,AA
21SH01964,Z4956,2021-02-11,91,200,90,9.0,A
21SH01965,Z5001,2021-02-12,91,200,30,3.0,BF
21SH01966,Z5016,2021-02-11,84,184,110,11.0,A
21SH01967,Z5034,2021-02-11,106,233,120,12.0,A
21SH01968,Z5040,2021-02-11,98,215,100,10.0,A
21SH01969,Z5062,2021-02-11,91,200,110,11.0,AA
21SH01970,Z5129,2021-02-12,118,259,100,10.0,BF
21SH01971,Z5175,2021-02-12,88,194,30,3.0,BF
21SH01972,Z5184,2021-02-12,101,222,80,8.0,BL
21SH01973,Z5211,2021-02-12,96,210,80,8.0,BL
21SH01974,Z5212,2021-02-12,90,198,80,8.0,BL
21SH01975,Z5213,2021-02-12,92,202,70,7.0,BF
21SH01976,Z5219,2021-02-12,80,175,50,5.0,BF
21SH01977,Z5224,2021-02-12,96,210,50,5.0,BF
21SH01978,Z5225,2021-02-12,84,184,40,4.0,BF
21SH01979,Z5237,2021-02-12,93,205,60,6.0,BF
21SH01980,Z5240,2021-02-12,80,175,40,4.0,BF
21SH01981,Z5251,2021-02-12,80,175,40,4.0,BF
21SH01982,Z5260,2021-02-12,77,168,70,7.0,BF
21SH01983,Z5263,2021-02-12,72,158,60,6.0,BF
21SH01984,Z5269,2021-02-12,89,196,50,5.0,BF
21SH01985,Z5288,2021-02-12,67,147,40,4.0,BF
21SH01986,Z5296,2021-02-12,107,234,70,7.0,BF
21SH01987,Z5299,2021-02-12,89,196,100,10.0,BF
21SH01988,Z5348,2021-02-12,103,226,80,8.0,BF
21SH01989,Z5349,2021-02-12,80,175,50,5.0,BF
21SH01990,Z5362,2021-02-12,74,162,70,7.0,BF
21SH01991,Z5368,2021-02-12,105,231,40,4.0,BF
21SH01992,Z5381,2021-02-12,110,242,70,7.0,BF
21SH01993,Z5387,2021-02-12,93,204,50,5.0,BF
21SH01994,Z5393,2021-02-12,85,187,60,6.0,BF
21SH01995,Z5394,2021-02-12,86,188,50,5.0,BF
21SH01996,Z5420,2021-02-10,92,202,110,11.0,A
21SH01997,Z5423,2021-02-12,127,278,40,4.0,BF
21SH01998,Z5431,2021-02-10,95,208,90,9.0,AA
21SH01999,Z5467,2021-02-10,87,191,110,11.0,A
21SH02000,Z5476,2021-02-12,87,190,50,5.0,BF
21SH02001,Z5480,2021-02-12,77,168,60,6.0,BF
21SH02002,Z5482,2021-02-12,118,260,80,8.0,BF
21SH02003,Z5493,2021-02-10,105,231,120,12.0,A2
21SH02004,Z5525,2021-02-10,110,241,140,14.0,A
21SH02005,Z5528,2021-02-12,83,183,40,4.0,BF
21SH02006,Z5529,2021-02-10,90,198,110,11.0,A
21SH02007,Z5538,2021-02-10,90,197,100,10.0,A
21SH02008,Z5541,2021-02-12,92,201,90,9.0,BF
21SH02009,Z5550,2021-02-12,92,201,80,8.0,BL
21SH02010,Z5551,2021-02-12,101,221,60,6.0,BL
21SH02011,Z5557,2021-02-12,105,231,70,7.0,BF
21SH02012,Z5581,2021-02-12,105,231,90,9.0,BF
21SH02013,Z5599,2021-02-10,110,242,120,12.0,A
21SH02014,Z5605,2021-02-10,96,211,120,12.0,A
21SH02015,Z5612,2021-02-12,89,195,40,4.0,BF
21SH02016,Z5624,2021-02-10,88,193,130,13.0,AA
21SH02017,Z5634,2021-02-10,94,206,110,11.0,A
21SH02018,Z5639,2021-02-12,83,182,80,8.0,BL
21SH02019,Z5644,2021-02-12,79,173,50,5.0,BF
21SH02020,Z5655,2021-02-12,99,217,50,5.0,BF
21SH02021,Z5687,2021-02-12,73,160,30,3.0,BF
21SH02022,Z5688,2021-02-12,104,228,80,8.0,BF
21SH02023,Z5693,2021-02-10,87,190,120,12.0,A
21SH02024,Z5700,2021-02-12,88,193,50,5.0,BF
21SH02025,Z5703,2021-02-12,78,172,70,7.0,BF
21SH02026,Z5712,2021-02-12,80,176,50,5.0,BF
21SH02027,Z5725,2021-02-12,106,232,80,8.0,BF
21SH02028,Z5732,2021-02-12,81,177,80,8.0,BF
21SH02029,Z5738,2021-02-10,98,216,140,14.0,A
21SH02030,Z5747,2021-02-12,83,182,50,5.0,BF
21SH02031,Z5756,2021-02-12,97,213,80,8.0,BF
21SH02032,Z5762,2021-02-12,81,177,60,6.0,BF
21SH02033,Z5764,2021-02-12,113,248,110,11.0,BF
21SH02034,Z5783,2021-02-10,100,220,90,9.0,A
21SH02035,Z5792,2021-02-10,97,213,140,14.0,A
21SH02036,Z5814,2021-02-12,112,245,110,11.0,BF
21SH02037,Z5824,2021-02-12,98,216,60,6.0,BF
21SH02038,Z5855,2021-02-10,94,207,130,13.0,A
21SH02039,Z5864,2021-02-12,101,222,100,10.0,BF
21SH02040,Z5867,2021-02-12,92,201,70,7.0,BF
21SH02041,Z5874,2021-02-10,84,185,90,9.0,A4
21SH02042,Z5878,2021-02-10,105,230,120,12.0,A
21SH02043,Z5880,2021-02-12,85,186,60,6.0,BF
21SH02044,Z5904,2021-02-12,83,182,40,4.0,BF
21SH02045,Z5917,2021-02-12,110,242,100,10.0,BF
21SH02046,Z5931,2021-02-10,92,201,120,12.0,A
21SH02047,Z5959,2021-02-12,91,199,50,5.0,BF
21SH02048,Z5986,2021-02-12,84,184,100,10.0,BF
21SH02049,Z5987,2021-02-12,83,183,150,15.0,BF
21SH02050,Z6003,2021-02-12,101,221,110,11.0,BL
21SH02051,Z6007,2021-02-10,72,157,80,8.0,A2
21SH02052,Z6014,2021-02-12,78,171,60,6.0,BF
21SH02053,Z6025,2021-02-12,91,199,70,7.0,BF
21SH02054,Z6026,2021-02-12,93,205,50,5.0,BF
21SH02055,Z6029,2021-02-10,100,219,130,13.0,AA
21SH02056,Z6053,2021-02-12,67,147,40,4.0,BF
21SH02057,Z6092,2021-02-12,97,212,90,9.0,BL
21SH02058,Z6096,2021-02-10,90,197,100,10.0,A2
21SH02059,Z6099,2021-02-10,93,204,120,12.0,A
21SH02060,Z6118,2021-02-12,125,274,110,11.0,BF
21SH02061,Z6176,2021-02-10,90,198,130,13.0,A
21SH02062,Z6225,2021-02-12,99,218,120,12.0,BF
21SH02063,Z6237,2021-02-12,110,241,100,10.0,BF
21SH02064,Z6243,2021-02-12,100,220,80,8.0,BF
21SH02065,Z6249,2021-02-12,107,234,90,9.0,BF
21SH02066,Z6289,2021-02-12,93,205,100,10.0,BF
21SH02067,Z6317,2021-02-12,101,222,80,8.0,BF
21SH02068,Z6318,2021-02-12,100,220,60,6.0,BF
21SH02069,Z6335,2021-02-12,112,245,70,7.0,BF
21SH02070,Z6351,2021-02-12,90,198,80,8.0,BF
21SH02071,Z6357,2021-02-12,97,213,80,8.0,BF
21SH02072,Z6358,2021-02-12,106,233,100,10.0,BF
21SH02073,Z6360,2021-02-12,66,145,30,3.0,BF
21SH02074,Z6368,2021-02-12,89,196,50,5.0,BF
21SH02075,Z6369,2021-02-12,103,226,80,8.0,BF
21SH02076,Z6376,2021-02-12,99,217,90,9.0,BF
21SH02077,Z6385,2021-02-12,86,189,130,13.0,BF
21SH02078,Z6393,2021-02-12,95,208,90,9.0,BF
21SH02079,Z6396,2021-02-12,110,241,70,7.0,BF
21SH02080,Z6397,2021-02-12,96,210,110,11.0,BF
21SH02081,Z6400,2021-02-12,96,210,100,10.0,BF
21SH02082,Z6403,2021-02-12,59,130,50,5.0,BF
21SH02083,Z6412,2021-02-12,94,206,90,9.0,BF
21SH02084,Z6416,2021-02-12,111,243,100,10.0,BF
21SH02085,Z6417,2021-02-12,108,237,110,11.0,BF
21SH02086,Z6419,2021-02-12,95,209,110,11.0,BF
21SH02087,Z6420,2021-02-12,76,166,40,4.0,BF
21SH02088,Z6428,2021-02-12,95,209,80,8.0,BL
21SH02089,Z6433,2021-02-12,100,219,60,6.0,BF
21SH02090,Z6434,2021-02-12,103,227,70,7.0,BF
21SH02091,Z6439,2021-02-12,83,183,60,6.0,BF
21SH02092,Z6440,2021-02-12,94,206,50,5.0,BF
21SH02093,Z6442,2021-02-12,80,175,100,10.0,BF
21SH02094,Z6443,2021-02-12,91,199,90,9.0,BF
21SH02095,Z6449,2021-02-12,101,221,120,12.0,BF
21SH02096,Z6450,2021-02-12,95,209,100,10.0,BF
21SH02097,Z6451,2021-02-12,103,226,70,7.0,BF
21SH02098,Z6454,2021-02-12,83,182,50,5.0,BF
21SH02099,Z6456,2021-02-12,78,171,50,5.0,BF
21SH02100,Z6459,2021-02-12,90,198,100,10.0,BF
21SH02101,Z6460,2021-02-12,109,239,50,5.0,BF
21SH02102,Z6463,2021-02-12,91,200,110,11.0,BF
21SH02103,Z6465,2021-02-12,100,219,80,8.0,BF
21SH02104,Z6466,2021-02-12,73,161,60,6.0,BF
21SH02105,Z6473,2021-02-12,99,217,60,6.0,BF
21SH02106,Z6475,2021-02-12,86,188,50,5.0,BF
21SH02107,Z6476,2021-02-12,105,231,90,9.0,BF
21SH02108,Z6482,2021-02-12,79,174,50,5.0,BF
21SH02109,Z6506,2021-02-12,90,198,70,7.0,BF
21SH02110,Z6508,2021-02-12,85,186,70,7.0,BF
21SH02111,Z6509,2021-02-12,93,204,80,8.0,BF
21SH02112,Z6512,2021-02-12,62,136,40,4.0,BF
21SH02113,Z6513,2021-02-12,98,216,70,7.0,BF
21SH02114,Z6515,2021-02-12,97,213,70,7.0,BF
21SH02115,Z6519,2021-02-12,92,201,70,7.0,BF
21SH02116,Z6521,2021-02-12,106,232,110,11.0,BF
21SH02117,Z6526,2021-02-12,72,158,40,4.0,BF
21SH02118,Z6530,2021-02-12,69,151,50,5.0,BF
21SH02119,Z6531,2021-02-12,83,182,40,4.0,BF
21SH02120,Z6539,2021-02-12,95,209,120,12.0,BF
21SH02121,Z6541,2021-02-12,91,199,80,8.0,BF
21SH02122,Z6544,2021-02-12,97,213,60,6.0,BF
21SH02123,Z6548,2021-02-12,92,202,90,9.0,BF
21SH02124,Z6552,2021-02-12,105,231,90,9.0,BF
21SH02125,Z6558,2021-02-12,97,213,70,7.0,BF
21SH02126,Z6565,2021-02-12,96,210,90,9.0,BF
21SH02127,Z6567,2021-02-12,80,176,50,5.0,BF
21SH02128,Z6572,2021-02-12,90,197,70,7.0,BF
21SH02129,Z6582,2021-02-12,92,202,50,5.0,BF
21SH02130,Z6583,2021-02-12,86,188,60,6.0,BF
21SH02131,Z6609,2021-02-12,91,199,40,4.0,BF
21SH02132,Z6614,2021-02-12,95,209,70,7.0,BF
21SH02133,Z6623,2021-02-12,96,210,90,9.0,BF
21SH02134,Z6630,2021-02-12,82,180,60,6.0,BF
21SH02135,Z6631,2021-02-12,85,187,90,9.0,BF
21SH02136,Z6634,2021-02-11,92,201,120,12.0,A
21SH02137,Z6640,2021-02-12,109,240,90,9.0,BF
21SH02138,Z6641,2021-02-12,76,167,50,5.0,BF
21SH02139,Z6643,2021-02-12,102,223,110,11.0,BF
21SH02140,Z6645,2021-02-12,95,209,80,8.0,BF
21SH02141,Z6650,2021-02-12,117,257,80,8.0,BF
21SH02142,Z6654,2021-02-12,87,190,50,5.0,BF
21SH02143,Z6659,2021-02-12,74,163,50,5.0,BF
21SH02144,Z6664,2021-02-12,80,175,60,6.0,BF
21SH02145,Z6665,2021-02-12,76,167,40,4.0,BF
21SH02146,Z6669,2021-02-12,91,199,100,10.0,BL
21SH02147,Z6670,2021-02-12,89,196,80,8.0,BL
21SH02148,Z6683,2021-02-12,76,166,60,6.0,BF
21SH02149,Z6688,2021-02-12,97,212,60,6.0,BF
21SH02150,Z6689,2021-02-12,62,136,30,3.0,BF
21SH02151,Z6694,2021-02-10,96,211,120,12.0,A4
21SH02152,Z6695,2021-02-11,114,251,90,9.0,A
21SH02153,Z6698,2021-02-12,88,193,120,12.0,BF
21SH02154,Z6699,2021-02-12,95,209,80,8.0,BF
21SH02155,Z6705,2021-02-12,74,163,80,8.0,BF
21SH02156,Z6709,2021-02-12,95,209,70,7.0,BF
21SH02157,Z6721,2021-02-12,117,257,120,12.0,BF
21SH02158,Z6727,2021-02-12,93,205,60,6.0,BF
21SH02159,Z6732,2021-02-11,77,168,90,9.0,AA
21SH02160,Z6736,2021-02-12,103,227,80,8.0,BF
21SH02161,Z6741,2021-02-12,96,210,90,9.0,BF
21SH02162,Z6745,2021-02-12,79,173,50,5.0,BL
21SH02163,Z6747,2021-02-12,78,172,60,6.0,BF
21SH02164,Z6748,2021-02-11,81,177,90,9.0,A
21SH02165,Z6751,2021-02-12,100,220,90,9.0,BF
21SH02166,Z6752,2021-02-11,86,189,110,11.0,A
21SH02167,Z6762,2021-02-12,93,205,40,4.0,BF
21SH02168,Z6781,2021-02-12,95,208,100,10.0,BF
21SH02169,Z6785,2021-02-12,101,222,50,5.0,BF
21SH02170,Z6790,2021-02-12,66,145,40,4.0,BF
21SH02171,Z6797,2021-02-12,99,218,120,12.0,BF
21SH02172,Z6799,2021-02-12,91,199,130,13.0,BF
21SH02173,Z6800,2021-02-10,89,195,100,10.0,A2
21SH02174,Z6802,2021-02-12,99,218,80,8.0,BF
21SH02175,Z6806,2021-02-10,97,212,90,9.0,A
21SH02176,Z6808,2021-02-12,82,179,40,4.0,BF
21SH02177,Z6810,2021-02-12,115,253,100,10.0,BF
21SH02178,Z6813,2021-02-12,56,122,60,6.0,BF
21SH02179,Z6816,2021-02-12,81,177,40,4.0,BF
21SH02180,Z6817,2021-02-12,83,182,40,4.0,BF
21SH02181,Z6818,2021-02-12,109,240,80,8.0,BF
21SH02182,Z6828,2021-02-12,85,187,60,6.0,BF
21SH02183,Z6838,2021-02-12,76,166,40,4.0,BF
21SH02184,Z6841,2021-02-12,90,197,70,7.0,BF
21SH02185,Z6847,2021-02-11,77,169,110,11.0,A
21SH02186,Z6848,2021-02-12,60,132,50,5.0,BF
21SH02187,Z6852,2021-02-11,98,216,130,13.0,A
21SH02188,Z6855,2021-02-10,86,189,70,7.0,A2
21SH02189,Z6857,2021-02-12,83,183,40,4.0,BF
21SH02190,Z6862,2021-02-12,75,164,30,3.0,BF
21SH02191,Z6863,2021-02-12,86,189,40,4.0,BF
21SH02192,Z6864,2021-02-12,97,213,70,7.0,BF
21SH02193,Z6867,2021-02-12,80,176,70,7.0,BL
21SH02194,Z6868,2021-02-12,89,195,90,9.0,BF
21SH02195,Z6869,2021-02-12,106,233,110,11.0,BF
21SH02196,Z6875,2021-02-12,89,195,50,5.0,BF
21SH02197,Z6880,2021-02-12,127,278,80,8.0,BF
21SH02198,Z6886,2021-02-12,63,139,40,4.0,BF
21SH02199,Z6889,2021-02-12,84,185,70,7.0,BF
21SH02200,Z6890,2021-02-12,107,234,90,9.0,BF
21SH02201,Z6901,2021-02-12,90,198,100,10.0,BF
21SH02202,Z6905,2021-02-12,70,153,50,5.0,BF
21SH02203,Z6907,2021-02-12,98,216,110,11.0,BF
21SH02204,Z6908,2021-02-12,103,226,110,11.0,BF
21SH02205,Z6913,2021-02-12,94,207,50,5.0,BF
21SH02206,Z6914,2021-02-10,101,222,70,7.0,A4
21SH02207,Z6915,2021-02-12,101,221,80,8.0,BF
21SH02208,Z6921,2021-02-12,69,152,50,5.0,BF
21SH02209,Z6922,2021-02-12,91,199,70,7.0,BF
21SH02210,Z6926,2021-02-12,103,227,130,13.0,BF
21SH02211,Z6930,2021-02-12,72,158,50,5.0,BF
21SH02212,Z6931,2021-02-12,92,202,60,6.0,BF
21SH02213,Z6940,2021-02-12,59,130,50,5.0,BF
21SH02214,Z6945,2021-02-12,105,231,70,7.0,BF
21SH02215,Z6952,2021-02-12,71,156,60,6.0,BF
21SH02216,Z6953,2021-02-12,78,171,60,6.0,BF
21SH02217,Z6960,2021-02-12,66,144,60,6.0,BF
21SH02218,Z6962,2021-02-12,93,205,130,13.0,BF
21SH02219,Z6967,2021-02-12,71,155,30,3.0,BF
21SH02220,Z6969,2021-02-12,89,196,50,5.0,BF
21SH02221,Z6971,2021-02-12,65,142,60,6.0,BF
21SH02222,Z6972,2021-02-11,85,187,130,13.0,AA
21SH02223,Z6976,2021-02-12,99,217,70,7.0,BF
21SH02224,Z6992,2021-02-12,98,215,50,5.0,BF
21SH02225,Z6997,2021-02-11,86,189,130,13.0,A
21SH02226,Z6999,2021-02-12,67,147,40,4.0,BF
21SH02227,Z7015,2021-02-12,96,210,80,8.0,BF
21SH02228,Z7016,2021-02-11,75,164,90,9.0,A
21SH02229,Z7025,2021-02-12,99,218,80,8.0,BF
21SH02230,Z7032,2021-02-12,96,211,80,8.0,BL
21SH02231,Z7041,2021-02-12,71,156,40,4.0,BF
21SH02232,Z7049,2021-02-12,73,161,40,4.0,BF
21SH02233,Z7054,2021-02-12,92,201,70,7.0,BF
21SH02234,Z7088,2021-02-12,94,207,110,11.0,BF
21SH02235,Z7094,2021-02-12,106,232,100,10.0,BF
21SH02236,Z7095,2021-02-11,86,188,110,11.0,AA
21SH02237,Z7116,2021-02-11,80,176,130,13.0,A
21SH02238,Z7128,2021-02-11,98,215,130,13.0,A
21SH02239,Z7129,2021-02-11,70,153,100,10.0,A2
21SH02240,Z7153,2021-02-10,105,231,120,12.0,A
21SH02241,Z7154,2021-02-11,83,183,90,9.0,A
21SH02242,Z7155,2021-02-12,87,191,70,7.0,BF
21SH02243,Z7157,2021-02-12,78,172,50,5.0,BF
21SH02244,Z7164,2021-02-12,73,161,40,4.0,BF
21SH02245,Z7198,2021-02-11,82,180,160,16.0,A
21SH02246,Z7218,2021-02-12,75,165,50,5.0,BF
21SH02247,Z7219,2021-02-12,90,198,100,10.0,BL
21SH02248,Z7251,2021-02-11,97,212,120,12.0,AA
21SH02249,Z7254,2021-02-12,77,169,80,8.0,BF
21SH02250,Z7274,2021-02-12,74,163,80,8.0,BF
21SH02251,Z7277,2021-02-12,102,223,90,9.0,BF
21SH02252,Z7353,2021-02-11,88,194,160,16.0,A
21SH02253,Z7396,2021-02-11,91,200,100,10.0,A
21SH02254,Z7401,2021-02-11,92,201,110,11.0,A
21SH02255,Z7402,2021-02-11,93,204,110,11.0,A
21SH02256,Z7425,2021-02-11,78,171,100,10.0,AA
21SH02257,Z7430,2021-02-12,112,245,90,9.0,BF
21SH02258,Z7440,2021-02-12,118,260,110,11.0,BF
21SH02259,Z7448,2021-02-11,97,212,110,11.0,A
21SH02260,Z7454,2021-02-12,102,224,100,10.0,BF
21SH02261,Z7471,2021-02-12,86,189,60,6.0,BF
21SH02262,Z7472,2021-02-12,73,161,60,6.0,BF
21SH02263,Z7474,2021-02-12,66,145,60,6.0,BF
21SH02264,Z7473,2021-02-12,68,149,60,6.0,BF
21SH02265,Z7478,2021-02-12,71,155,40,4.0,BF
21SH02266,Z7480,2021-02-12,70,153,70,7.0,BF
21SH02267,Z7481,2021-02-12,72,157,50,5.0,BF
21SH02268,Z7483,2021-02-12,71,155,60,6.0,BF
21SH02269,Z7486,2021-02-12,61,134,40,4.0,BF
21SH02270,Z7487,2021-02-12,61,134,50,5.0,BF
21SH02271,Z7489,2021-02-12,83,183,50,5.0,BF
21SH02272,Z7493,2021-02-12,62,135,50,5.0,BF
21SH02273,Z7496,2021-02-12,78,172,50,5.0,BF
21SH02274,Z7498,2021-02-12,83,182,40,4.0,BF
21SH02275,Z7506,2021-02-12,75,165,50,5.0,BL
21SH02276,Z7507,2021-02-12,73,160,30,3.0,BF
21SH02277,Z7509,2021-02-12,66,144,60,6.0,BF
21SH02278,Z7510,2021-02-12,75,165,40,4.0,BF
21SH02279,Z7514,2021-02-12,61,133,50,5.0,BF
21SH02280,Z7515,2021-02-12,62,135,60,6.0,BF
21SH02281,Z7517,2021-02-12,73,160,50,5.0,BF
21SH02282,Z7519,2021-02-12,64,141,60,6.0,BF
21SH02283,Z7522,2021-02-12,80,175,80,8.0,BF
21SH02284,Z7524,2021-02-12,76,166,60,6.0,BF
21SH02285,Z7532,2021-02-11,75,164,70,7.0,YA
21SH02286,Z7534,2021-02-12,83,183,70,7.0,BF
21SH02287,Z7541,2021-02-12,54,118,50,5.0,BF
21SH02288,Z7542,2021-02-12,80,175,50,5.0,BF
21SH02289,Z7546,2021-02-12,86,188,50,5.0,BF
21SH02290,Z7549,2021-02-12,79,174,90,9.0,BF
21SH02291,Z7552,2021-02-12,78,171,80,8.0,BF
21SH02292,Z7553,2021-02-12,66,145,70,7.0,BF
21SH02293,Z7557,2021-02-12,73,161,50,5.0,BF
21SH02294,Z7558,2021-02-12,70,153,30,3.0,BF
21SH02295,Z7559,2021-02-12,80,175,110,11.0,BF
21SH02296,Z7561,2021-02-12,73,161,40,4.0,BF
21SH02297,Z7568,2021-02-12,74,163,40,4.0,BF
21SH02298,Z7572,2021-02-12,78,171,70,7.0,BF
21SH02299,Z7574,2021-02-12,63,139,60,6.0,BF
21SH02300,Z7577,2021-02-12,78,172,60,6.0,BF
21SH02301,Z7579,2021-02-12,77,168,70,7.0,BF
21SH02302,Z7582,2021-02-12,72,158,50,5.0,BF
21SH02303,Z7583,2021-02-12,65,143,50,5.0,BF
21SH02304,Z7584,2021-02-12,81,178,70,7.0,BF
21SH02305,Z7587,2021-02-12,75,165,80,8.0,BF
21SH02306,Z7589,2021-02-12,83,183,70,7.0,BF
21SH02307,Z7591,2021-02-12,85,186,80,8.0,BF
21SH02308,Z7599,2021-02-11,64,141,70,7.0,YA
21SH02309,Z7604,2021-02-12,72,157,80,8.0,BF
21SH02310,Z7606,2021-02-12,86,189,70,7.0,BF
21SH02311,Z7607,2021-02-12,65,143,40,4.0,BF
21SH02312,Z7608,2021-02-12,76,167,40,4.0,BF
