UID,ETAG,SEX,GRFL,FLWT,SHEAR_DATE
09SH02424,K4219,1,4.0,40,02/19/09
09SH02425,K4321,1,4.2,42,02/19/09
09SH02426,H4386,1,3.4,34,02/19/09
09SH02427,R7289,1,4.0,40,02/19/09
09SH02428,R7179,1,5.8,58,02/19/09
09SH02429,R7420,1,5.2,52,02/19/09
09SH02430,K4267,1,6.4,64,02/19/09
09SH02431,K4239,1,5.4,54,02/19/09
09SH02432,H4123,1,4.2,42,02/19/09
09SH02433,T2215,1,5.8,58,02/19/09
09SH02434,K4159,1,5.2,52,02/19/09
09SH02435,K4293,1,5.4,54,02/19/09
09SH02436,K4307,1,4.6,46,02/19/09
09SH02437,X5969,1,6.6,66,02/19/09
09SH02438,T2286,1,5.0,50,02/19/09
09SH02439,X6146,1,4.8,48,02/19/09
09SH02440,X6824,1,5.0,50,02/19/09
09SH02441,H3769,1,4.4,44,02/19/09
09SH02442,H4357,1,3.8,38,02/19/09
09SH02443,X6947,1,3.8,38,02/19/09
09SH02444,R7344,1,6.0,60,02/19/09
09SH02445,H3872,1,4.2,42,02/19/09
09SH02446,R7224,1,6.2,62,02/19/09
09SH02447,H3921,1,3.0,30,02/19/09
09SH02448,T1949,1,4.8,48,02/19/09
09SH02449,H4186,1,2.8,28,02/19/09
09SH02450,H4051,1,3.6,36,02/19/09
09SH02451,X6887,1,3.4,34,02/19/09
09SH02452,H4209,1,4.0,40,02/19/09
09SH02453,X5852,1,4.0,40,02/19/09
09SH02454,T1926,1,5.2,52,02/19/09
09SH02455,T2183,1,6.6,66,02/19/09
09SH02456,K4247,1,4.6,46,02/19/09
09SH02457,T2247,1,4.4,44,02/19/09
09SH02458,H4188,1,2.6,26,02/19/09
09SH02459,H4136,1,4.0,40,02/19/09
09SH02460,H3855,1,3.4,34,02/19/09
09SH02461,K4337,1,2.8,28,02/19/09
09SH02462,R7395,1,5.0,50,02/19/09
09SH02463,T2298,1,5.4,54,02/19/09
09SH02464,K4202,1,5.2,52,02/19/09
09SH02465,T2044,1,4.2,42,02/19/09
09SH02466,R7243,1,6.0,60,02/19/09
09SH02467,H3929,1,3.4,34,02/19/09
09SH02468,H4064,1,4.0,40,02/19/09
09SH02469,R7359,1,4.6,46,02/19/09
09SH02470,X6087,1,4.8,48,02/19/09
09SH02471,T2001,1,5.0,50,02/19/09
09SH02472,T2322,1,5.4,54,02/19/09
09SH02473,X6051,1,4.2,42,02/19/09
09SH02474,X6251,1,1.8,18,02/19/09
09SH02475,H4140,1,4.0,40,02/19/09
09SH02476,R7365,1,4.8,48,02/19/09
09SH02477,T1947,1,5.6,56,02/19/09
09SH02478,H4211,1,4.4,44,02/19/09
09SH02479,H4078,1,3.8,38,02/19/09
09SH02480,H3751,1,5.2,52,02/19/09
09SH02481,K4339,1,5.8,58,02/19/09
09SH02482,T2013,1,4.8,48,02/19/09
09SH02483,T1903,1,4.8,48,02/19/09
09SH02484,X5708,1,5.8,58,02/19/09
09SH02485,X6388,1,4.0,40,02/19/09
09SH02486,R7405,1,7.4,74,02/19/09
09SH02487,T2127,1,5.2,52,02/19/09
09SH02488,R7302,2,6.4,64,02/19/09
09SH02489,T2230,1,4.8,48,02/19/09
09SH02490,R7230,1,6.4,64,02/19/09
09SH02491,TEXEL,,5.4,54,02/19/09
09SH02492,T1937,1,6.8,68,02/19/09
09SH02493,K4327,1,4.8,48,02/19/09
09SH02494,K4216,1,7.2,72,02/19/09
09SH02495,K4210,1,7.0,70,02/19/09
09SH02496,R7227,1,6.2,62,02/19/09
09SH02497,T1894,1,5.0,50,02/19/09
09SH02498,00160,,5.4,54,02/19/09
09SH02499,T2224,1,5.6,56,02/19/09
09SH02500,K4245,1,4.6,46,02/19/09
09SH02501,X6090,1,4.4,44,02/19/09
09SH02502,T1982,1,5.2,52,02/19/09
09SH02503,T2037,1,7.4,74,02/19/09
09SH02504,X5722,1,5.4,54,02/19/09
09SH02505,H4214,1,3.6,36,02/19/09
09SH02506,K4175,1,4.6,46,02/19/09
09SH02507,R7255,1,6.8,68,02/19/09
09SH02508,K4258,1,5.4,54,02/19/09
09SH02509,T2281,1,5.2,52,02/19/09
09SH02510,H3973,1,3.4,34,02/19/09
09SH02511,H3999,1,3.8,38,02/19/09
09SH02512,X6838,1,3.8,38,02/19/09
09SH02513,H4045,1,4.0,40,02/19/09
09SH02514,T2222,1,6.2,62,02/19/09
09SH02515,H3824,1,3.2,32,02/19/09
09SH02516,H4164,1,3.8,38,02/19/09
09SH02517,R7173,1,5.2,52,02/19/09
09SH02518,K4272,1,4.8,48,02/19/09
09SH02519,H3937,1,3.8,38,02/19/09
09SH02520,H4202,1,3.4,34,02/19/09
09SH02521,X6640,1,3.6,36,02/19/09
09SH02522,H4097,1,5.6,56,02/19/09
09SH02523,T2115,1,5.2,52,02/19/09
09SH02524,X6143,1,4.0,40,02/19/09
09SH02525,H3941,1,4.8,48,02/19/09
09SH02526,H3967,1,5.2,52,02/19/09
09SH02527,X6670,1,3.4,34,02/19/09
09SH02528,T1960,1,6.0,60,02/19/09
09SH02529,H4392,1,3.6,36,02/19/09
09SH02530,K4306,1,5.6,56,02/19/09
09SH02531,H4337,1,4.4,44,02/19/09
09SH02532,K4250,1,4.6,46,02/19/09
09SH02533,R7327,1,5.0,50,02/19/09
09SH02534,T2258,1,5.4,54,02/19/09
09SH02535,X5692,1,4.8,48,02/19/09
09SH02536,T2055,1,5.0,50,02/19/09
09SH02537,H3882,1,3.2,32,02/19/09
09SH02538,H3955,1,4.4,44,02/19/09
09SH02539,H4195,1,4.4,44,02/19/09
09SH02540,X6217,1,4.6,46,02/19/09
09SH02541,H3885,1,5.0,50,02/19/09
09SH02542,R7189,1,5.4,54,02/19/09
09SH02543,T1882,1,2.4,24,02/19/09
09SH02544,K3892,1,12.0,120,02/19/09
09SH02545,K4006,1,13.2,132,02/19/09
09SH02546,114,,7.6,76,02/19/09
09SH02547,H3318,1,6.2,62,02/19/09
09SH02548,H3378,1,6.8,68,02/19/09
09SH02549,00712,1,7.8,78,02/19/09
09SH02550,T1480,1,9.2,92,02/19/09
09SH02551,R6372,1,14.8,148,02/19/09
09SH02552,H3257,1,9.4,94,02/19/09
09SH02553,K3916,1,8.6,86,02/19/09
09SH02554,R7060,1,15.0,150,02/19/09
09SH02555,K4107,1,10.6,106,02/19/09
09SH02556,02335,1,10.2,102,02/19/09
09SH02557,T1203,1,12.4,124,02/19/09
09SH02558,R6975,1,12.4,124,02/19/09
09SH02559,00740,1,3.2,32,02/19/09
09SH02560,K3922,,10.8,108,02/19/09
09SH02561,05988,1,9.4,94,02/19/09
09SH02562,K3673,1,14.4,144,02/19/09
09SH02563,K4120,1,10.4,104,02/19/09
09SH02564,K3934,1,12.4,124,02/19/09
09SH02565,426BL,,5.8,58,02/19/09
09SH02566,K3879,1,10.2,102,02/19/09
09SH02567,K3620,1,13.8,138,02/19/09
09SH02568,R6183,1,14.8,148,02/19/09
09SH02569,H3271,1,7.0,70,02/19/09
09SH02570,T1609,1,7.8,78,02/19/09
09SH02571,X4409,1,7.0,70,02/19/09
09SH02572,T1101,1,8.4,84,02/19/09
09SH02573,H3446,1,6.0,60,02/19/09
09SH02574,H3144,1,7.6,76,02/19/09
09SH02575,R5853,1,13.2,132,02/19/09
09SH02576,K3895,1,13.4,134,02/19/09
09SH02577,K4028,1,9.4,94,02/19/09
09SH02578,K4111,1,12.4,124,02/19/09
09SH02579,T1226,1,10.4,104,02/19/09
09SH02580,T0863,1,9.8,98,02/19/09
09SH02581,K4090,1,12.0,120,02/19/09
09SH02582,1188B,,10.0,100,02/19/09
09SH02583,T1596,1,9.4,94,02/19/09
09SH02584,H2770,1,7.2,72,02/19/09
09SH02585,K4046,1,11.8,118,02/19/09
09SH02586,X4979,1,13.8,138,02/19/09
09SH02587,H3215,1,8.8,88,02/19/09
09SH02588,R6519,1,12.8,128,02/19/09
09SH02589,K3847,1,8.2,82,02/19/09
09SH02590,K3890,1,11.2,112,02/19/09
09SH02591,K3878,1,10.2,102,02/19/09
09SH02592,T0777,1,10.2,102,02/19/09
09SH02593,X3364,1,9.2,92,02/19/09
09SH02594,T0935,1,9.8,98,02/19/09
09SH02595,T0890,1,11.4,114,02/19/09
09SH02596,R6633,1,12.8,128,02/19/09
09SH02597,00595,1,9.6,96,02/19/09
09SH02598,00029,,7.8,78,02/19/09
09SH02599,R6186,1,13.6,136,02/19/09
09SH02600,R6391,1,15.2,152,02/19/09
09SH02601,R6755,1,11.8,118,02/19/09
09SH02602,H3018,1,8.6,86,02/19/09
09SH02603,X5398,1,9.0,90,02/19/09
09SH02604,R6220,1,13.2,132,02/19/09
09SH02605,T1697,1,7.4,74,02/19/09
09SH02606,H2789,1,8.8,88,02/19/09
09SH02607,K3987,1,8.8,88,02/19/09
09SH02608,K3728,1,11.4,114,02/19/09
09SH02609,X4863,1,7.4,74,02/19/09
09SH02610,T1319,1,11.0,110,02/19/09
09SH02611,00647,1,5.2,52,02/19/09
09SH02612,T1463,1,9.2,92,02/19/09
09SH02613,K3875,1,10.0,100,02/19/09
09SH02614,K4405,,9.2,92,02/19/09
09SH02615,H3693,1,8.6,86,02/19/09
09SH02616,07142,1,4.8,48,02/19/09
09SH02617,K3627,1,12.0,120,02/19/09
09SH02618,H3126,1,8.4,84,02/19/09
09SH02619,X5432,1,11.6,116,02/19/09
09SH02620,R6538,1,15.0,150,02/19/09
09SH02621,0075P,,3.8,38,02/19/09
09SH02622,X3014,1,11.6,116,02/19/09
09SH02623,X3346,1,10.2,102,02/19/09
09SH02624,R6188,1,12.8,128,02/19/09
09SH02625,H3166,1,7.2,72,02/19/09
09SH02626,00632,1,8.6,86,02/19/09
09SH02627,R6942,1,11.2,112,02/19/09
09SH02628,00681,,11.0,110,02/19/09
09SH02629,K3623,1,10.4,104,02/19/09
09SH02630,X3774,1,9.8,98,02/19/09
09SH02631,R6883,1,9.6,96,02/19/09
09SH02632,R6683,1,10.8,108,02/19/09
09SH02633,H3039,1,9.8,98,02/19/09
09SH02634,T1578,1,12.2,122,02/19/09
09SH02635,05623,,13.8,138,02/19/09
09SH02636,X3276,1,8.6,86,02/19/09
09SH02637,T1793,1,10.6,106,02/19/09
09SH02638,T1620,1,11.6,116,02/19/09
09SH02639,K3973,1,10.8,108,02/19/09
09SH02640,K4064,1,11.0,110,02/19/09
09SH02641,T1615,1,13.6,136,02/19/09
09SH02642,K4032,1,11.2,112,02/19/09
09SH02643,07027,,6.2,62,02/19/09
09SH02644,K3852,1,9.6,96,02/19/09
09SH02645,H2304,1,8.4,84,02/19/09
09SH02646,K4025,1,9.4,94,02/19/09
09SH02647,K4048,1,13.2,132,02/19/09
09SH02648,H3669,1,7.2,72,02/19/09
09SH02649,T1429,1,15.0,150,02/19/09
09SH02650,H3647,1,10.0,100,02/19/09
09SH02651,T1765,1,11.6,116,02/19/09
09SH02652,H3112,1,10.8,108,02/19/09
09SH02653,T0841,1,11.6,116,02/19/09
09SH02654,T1355,1,10.0,100,02/19/09
09SH02655,T1486,1,9.8,98,02/19/09
09SH02656,X5304,1,7.8,78,02/19/09
09SH02657,X5150,1,11.8,118,02/19/09
09SH02658,K4057,1,6.8,68,02/19/09
09SH02659,X5149,1,10.2,102,02/19/09
09SH02660,K3591,1,14.4,144,02/19/09
09SH02661,X4997,1,8.8,88,02/19/09
09SH02662,H3309,1,9.4,94,02/19/09
09SH02663,05359,1,11.2,112,02/19/09
09SH02664,07322,1,6.8,68,02/19/09
09SH02665,R6996,1,13.4,134,02/19/09
09SH02666,T1661,1,11.6,116,02/19/09
09SH02667,X5028,1,9.8,98,02/19/09
09SH02668,R6768,1,14.4,144,02/19/09
09SH02669,T1356,1,10.0,100,02/19/09
09SH02670,H3424,1,10.4,104,02/19/09
09SH02671,T0931,1,12.4,124,02/19/09
09SH02672,07234,1,9.0,90,02/19/09
09SH02673,H3545,1,7.6,76,02/19/09
09SH02674,00535,1,10.6,106,02/19/09
09SH02675,06137,,7.0,70,02/19/09
09SH02676,X6085,2,5.6,56,02/20/09
09SH02677,X6654,2,1.8,18,02/20/09
09SH02678,X5729,2,4.6,46,02/20/09
09SH02679,X5912,2,4.8,48,02/20/09
09SH02680,X6020,2,4.6,46,02/20/09
09SH02681,X6607,2,4.6,46,02/20/09
09SH02682,X6507,2,4.2,42,02/20/09
09SH02683,X6600,2,4.6,46,02/20/09
09SH02684,X6911,2,5.0,50,02/20/09
09SH02685,X6172,2,5.2,52,02/20/09
09SH02686,X6208,2,5.4,54,02/20/09
09SH02687,X6291,2,6.8,68,02/20/09
09SH02688,X6467,2,5.4,54,02/20/09
09SH02689,X6377,2,3.8,38,02/20/09
09SH02690,X5748,2,6.4,64,02/20/09
09SH02691,X5960,2,5.0,50,02/20/09
09SH02692,X6520,2,8.4,84,02/20/09
09SH02693,X5968,2,5.0,50,02/20/09
09SH02694,X6047,2,4.4,44,02/20/09
09SH02695,X3699,2,6.6,66,02/20/09
09SH02696,X6086,2,5.4,54,02/20/09
09SH02697,X6272,2,5.4,54,02/20/09
09SH02698,X5884,2,3.6,36,02/20/09
09SH02699,X6286,2,5.0,50,02/20/09
09SH02700,X6550,2,5.4,54,02/20/09
09SH02701,X6288,2,6.8,68,02/20/09
09SH02702,X6225,2,3.4,34,02/20/09
09SH02703,X6231,2,6.2,62,02/20/09
09SH02704,X6333,2,3.4,34,02/20/09
09SH02705,X5882,2,5.2,52,02/20/09
09SH02706,X6045,2,5.2,52,02/20/09
09SH02707,X5760,2,5.4,54,02/20/09
09SH02708,X3501,2,7.6,76,02/20/09
09SH02709,X6235,2,5.2,52,02/20/09
09SH02710,X5712,2,7.4,74,02/20/09
09SH02711,X6318,2,4.2,42,02/20/09
09SH02712,X6536,2,4.4,44,02/20/09
09SH02713,X5830,2,5.0,50,02/20/09
09SH02714,X5703,2,4.6,46,02/20/09
09SH02715,X6252,2,5.2,52,02/20/09
09SH02716,X6637,2,5.0,50,02/20/09
09SH02717,X5811,2,3.4,34,02/20/09
09SH02718,X6864,2,5.0,50,02/20/09
09SH02719,X6466,2,6.8,68,02/20/09
09SH02720,X5809,2,5.0,50,02/20/09
09SH02721,X6790,2,5.2,52,02/20/09
09SH02722,X6783,2,4.8,48,02/20/09
09SH02723,X6366,2,5.4,54,02/20/09
09SH02724,X6848,2,5.4,54,02/20/09
09SH02725,X6703,2,4.0,40,02/20/09
09SH02726,X6289,2,7.2,72,02/20/09
09SH02727,X6766,2,4.6,46,02/20/09
09SH02728,X6267,2,4.2,42,02/20/09
09SH02729,X5711,2,7.2,72,02/20/09
09SH02730,X6523,2,5.0,50,02/20/09
09SH02731,X5796,2,5.2,52,02/20/09
09SH02732,X5446,2,8.4,84,02/20/09
09SH02733,X6378,2,5.4,54,02/20/09
09SH02734,X6068,2,5.2,52,02/20/09
09SH02735,X6092,2,3.8,38,02/20/09
09SH02736,X3254,2,6.8,68,02/20/09
09SH02737,X6862,2,5.8,58,02/20/09
09SH02738,X5851,2,4.8,48,02/20/09
09SH02739,X3470,2,8.6,86,02/20/09
09SH02740,X5894,2,4.4,44,02/20/09
09SH02741,X5932,2,4.8,48,02/20/09
09SH02742,X7120,2,6.4,64,02/20/09
09SH02743,X4730,2,8.2,82,02/20/09
09SH02744,X5322,2,8.6,86,02/20/09
09SH02745,X4487,2,6.4,64,02/20/09
09SH02746,X3685,2,6.8,68,02/20/09
09SH02747,X5743,2,5.6,56,02/20/09
09SH02748,X5800,2,4.2,42,02/20/09
09SH02749,X3372,2,8.6,86,02/20/09
09SH02750,X4486,2,7.8,78,02/20/09
09SH02751,X5312,2,8.0,80,02/20/09
09SH02752,X4918,2,8.4,84,02/20/09
09SH02753,X3734,2,7.6,76,02/20/09
09SH02754,X5519,2,6.4,64,02/20/09
09SH02755,X6414,,6.2,62,02/20/09
09SH02756,X3476,2,6.8,68,02/20/09
09SH02757,X5079,2,7.6,76,02/20/09
09SH02758,50319,,7.4,74,02/20/09
09SH02759,X3133,2,9.4,94,02/20/09
09SH02760,X3317,2,7.8,78,02/20/09
09SH02761,X3725,2,9.6,96,02/20/09
09SH02762,X5172,2,8.2,82,02/20/09
09SH02763,X5144,2,7.0,70,02/20/09
09SH02764,X3748,2,6.4,64,02/20/09
09SH02765,X4446,2,9.0,90,02/20/09
09SH02766,X4729,2,7.0,70,02/20/09
09SH02767,X5000,2,10.4,104,02/20/09
09SH02768,X4912,2,8.0,80,02/20/09
09SH02769,X3140,2,8.0,80,02/20/09
09SH02770,X4683,2,6.8,68,02/20/09
09SH02771,X3387,2,8.6,86,02/20/09
09SH02772,X4999,2,8.8,88,02/20/09
09SH02773,X3873,2,6.6,66,02/20/09
09SH02774,X5491,2,7.0,70,02/20/09
09SH02775,X3454,2,8.0,80,02/20/09
09SH02776,X3386,2,8.2,82,02/20/09
09SH02777,X4632,2,7.2,72,02/20/09
09SH02778,X4325,2,7.8,78,02/20/09
09SH02779,X3477,2,7.6,76,02/20/09
09SH02780,X5429,2,6.0,60,02/20/09
09SH02781,X4950,2,7.6,76,02/20/09
09SH02782,#####,,5.6,56,02/20/09
09SH02783,X4910,2,6.8,68,02/20/09
09SH02784,X4797,2,6.2,62,02/20/09
09SH02785,X4684,2,6.2,62,02/20/09
09SH02786,X2986,2,3.0,30,02/20/09
09SH02787,X4917,2,5.0,50,02/20/09
09SH02788,X6352,1,4.4,44,02/20/09
09SH02789,X5878,1,3.6,36,02/20/09
09SH02790,X6687,1,3.6,36,02/20/09
09SH02791,X6539,1,4.6,46,02/20/09
09SH02792,X6767,1,4.2,42,02/20/09
09SH02793,X6131,1,4.8,48,02/20/09
09SH02794,X6042,1,4.2,42,02/20/09
09SH02795,X6430,1,3.4,34,02/20/09
09SH02796,X6270,1,3.2,32,02/20/09
09SH02797,08110,1,1.8,18,02/20/09
09SH02798,X6111,1,6.2,62,02/20/09
09SH02799,X6061,1,3.6,36,02/20/09
09SH02800,X6311,1,3.2,32,02/20/09
09SH02801,X5913,1,3.4,34,02/20/09
09SH02802,X6237,1,3.8,38,02/20/09
09SH02803,X6019,1,5.6,56,02/20/09
09SH02804,X6916,1,3.4,34,02/20/09
09SH02805,X5893,1,4.8,48,02/20/09
09SH02806,X5833,1,5.4,54,02/20/09
09SH02807,X6617,1,6.6,66,02/20/09
09SH02808,X6161,1,5.0,50,02/20/09
09SH02809,X5978,1,4.4,44,02/20/09
09SH02810,X6713,1,3.8,38,02/20/09
09SH02811,X6202,1,4.0,40,02/20/09
09SH02812,X6264,1,2.6,26,02/20/09
09SH02813,X6460,1,3.0,30,02/20/09
09SH02814,X6374,1,8.6,86,02/20/09
09SH02815,X6560,2,7.6,76,02/20/09
09SH02816,X5863,1,6.2,62,02/20/09
09SH02817,X6816,1,5.8,58,02/20/09
09SH02818,X6917,1,3.2,32,02/20/09
09SH02819,X6749,1,5.6,56,02/20/09
09SH02820,X6825,1,4.8,48,02/20/09
09SH02821,X6503,1,6.4,64,02/20/09
09SH02822,X6857,1,4.0,40,02/20/09
09SH02823,X6861,1,5.0,50,02/20/09
09SH02824,X6735,1,5.2,52,02/20/09
09SH02825,X6262,1,5.2,52,02/20/09
09SH02826,X6501,1,3.6,36,02/20/09
09SH02827,X6503,1,5.0,50,02/20/09
09SH02828,X5777,1,4.6,46,02/20/09
09SH02829,X6099,1,5.0,50,02/20/09
09SH02830,X6728,1,4.2,42,02/20/09
09SH02831,X4847,2,7.2,72,02/20/09
09SH02832,X3011,2,6.8,68,02/20/09
09SH02833,X5080,2,6.2,62,02/20/09
09SH02834,X6114,1,6.8,68,02/20/09
09SH02835,X6685,1,5.6,56,02/20/09
09SH02836,X6048,1,3.8,38,02/20/09
09SH02837,X6914,1,6.4,64,02/20/09
09SH02838,X6950,1,5.0,50,02/20/09
09SH02839,X3252,2,5.8,58,02/20/09
09SH02840,X6317,1,3.8,38,02/20/09
09SH02841,X6775,1,4.0,40,02/20/09
09SH02842,X6481,1,5.4,54,02/20/09
09SH02843,X6023,1,5.6,56,02/20/09
09SH02844,X5950,1,5.4,54,02/20/09
09SH02845,X6892,1,2.8,28,02/20/09
09SH02846,X4607,2,4.6,46,02/20/09
09SH02847,X5173,2,6.6,66,02/20/09
09SH02848,X5886,1,5.6,56,02/20/09
09SH02849,X6906,1,2.8,28,02/20/09
09SH02850,X6506,1,1.8,18,02/20/09
09SH02851,X4930,2,7.2,72,02/20/09
09SH02852,X3726,2,6.6,66,02/20/09
09SH02853,X3420,2,10.6,106,02/20/09
09SH02854,X4630,2,7.4,74,02/20/09
09SH02855,X6263,2,4.2,42,02/20/09
09SH02856,X6589,2,5.2,52,02/20/09
09SH02857,X5952,2,8.6,86,02/20/09
09SH02858,X6300,2,4.0,40,02/20/09
09SH02859,X6154,2,3.6,36,02/20/09
09SH02860,X0649,2,4.8,48,02/20/09
09SH02861,X3201,2,7.2,72,02/20/09
09SH02862,X4318,1,5.6,56,02/20/09
09SH02863,X4097,2,10.6,106,02/20/09
09SH02864,X2523,2,6.8,68,02/20/09
09SH02865,X2703,2,8.4,84,02/20/09
09SH02866,X0266,2,8.8,88,02/20/09
09SH02867,X4570,1,6.4,64,02/20/09
09SH02868,T1911,2,5.4,54,02/20/09
09SH02869,X5140,1,7.8,78,02/20/09
09SH02870,X3381,2,7.6,76,02/20/09
09SH02871,X1110,2,5.4,54,02/20/09
09SH02872,X3584,2,8.0,80,02/20/09
09SH02873,X4412,2,6.0,60,02/20/09
09SH02874,X5019,2,5.4,54,02/20/09
09SH02875,X3392,2,7.0,70,02/20/09
09SH02876,X3024,1,6.8,68,02/20/09
09SH02877,X4990,2,6.6,66,02/20/09
09SH02878,X3504,1,7.8,78,02/20/09
09SH02879,X4310,1,7.2,72,02/20/09
09SH02880,X4777,1,5.6,56,02/20/09
09SH02881,X5350,2,8.0,80,02/20/09
09SH02882,00451,,5.6,56,02/20/09
09SH02883,X3351,2,6.2,62,02/20/09
09SH02884,X6788,2,8.0,80,02/20/09
09SH02885,X6113,2,5.2,52,02/20/09
09SH02886,X5787,2,4.4,44,02/20/09
09SH02887,X5223,2,6.0,60,02/20/09
09SH02888,X3217,2,7.2,72,02/20/09
09SH02889,X4796,2,6.2,62,02/20/09
09SH02890,X4530,1,4.6,46,02/20/09
09SH02891,X4987,1,6.0,60,02/20/09
09SH02892,X3004,1,8.4,84,02/20/09
09SH02893,X6597,2,6.4,64,02/20/09
09SH02894,X3245,1,6.8,68,02/20/09
09SH02895,X2335,1,5.4,54,02/20/09
09SH02896,X6034,2,4.0,40,02/20/09
09SH02897,X1054,2,6.0,60,02/20/09
09SH02898,X4490,1,11.0,110,02/20/09
09SH02899,00625,,4.2,42,02/20/09
09SH02900,X5011,1,5.2,52,02/20/09
09SH02901,X4731,1,5.6,56,02/20/09
09SH02902,X4571,1,7.2,72,02/20/09
09SH02903,X3088,1,3.8,38,02/20/09
09SH02904,X4362,1,4.0,40,02/20/09
09SH02905,X4480,1,5.4,54,02/20/09
09SH02906,X4965,1,8.2,82,02/20/09
09SH02907,X3137,1,4.2,42,02/20/09
09SH02908,X4375,1,7.2,72,02/20/09
09SH02909,X4359,1,9.6,96,02/20/09
09SH02910,X3521,1,10.0,100,02/20/09
09SH02911,X3180,1,8.4,84,02/20/09
09SH02912,X4407,1,5.2,52,02/20/09
09SH02913,X3411,1,11.2,112,02/20/09
09SH02914,X4919,1,10.0,100,02/20/09
09SH02915,X4680,1,7.2,72,02/20/09
09SH02916,X4445,1,10.2,102,02/20/09
09SH02917,X3702,1,14.6,146,02/20/09
09SH02918,X3034,1,12.0,120,02/20/09
09SH02919,X4798,1,5.6,56,02/20/09
09SH02920,X3471,1,10.8,108,02/20/09
09SH02921,X3012,1,8.8,88,02/20/09
09SH02922,X3522,1,10.8,108,02/20/09
09SH02923,X2997,1,7.4,74,02/20/09
09SH02924,X4336,1,8.8,88,02/20/09
09SH02925,X5391,1,9.2,92,02/20/09
09SH02926,X5122,1,8.0,80,02/20/09
09SH02927,X3139,1,6.4,64,02/20/09
09SH02928,X4745,1,8.4,84,02/20/09
09SH02929,X3042,1,9.2,92,02/20/09
09SH02930,X3318,1,9.6,96,02/20/09
09SH02931,X4848,1,9.8,98,02/20/09
09SH02932,X5137,1,8.0,80,02/20/09
09SH02933,07621,,6.0,60,02/20/09
09SH02934,X5123,1,8.2,82,02/20/09
09SH02935,X3212,1,6.6,66,02/20/09
09SH02936,X5177,1,7.2,72,02/20/09
09SH02937,X4430,1,8.6,86,02/20/09
09SH02938,X4641,1,7.8,78,02/20/09
09SH02939,X6774,2,3.4,34,02/20/09
09SH02940,X6840,2,5.6,56,02/20/09
09SH02941,16144,,6.2,62,02/20/09
09SH02942,X3131,1,7.6,76,02/20/09
09SH02943,X4742,1,7.0,70,02/20/09
09SH02944,X4709,1,6.2,62,02/20/09
09SH02945,T2337,2,5.0,50,02/20/09
09SH02946,X6784,2,4.2,42,02/20/09
09SH02947,X6166,2,3.8,38,02/20/09
09SH02948,X4418,1,7.2,72,02/20/09
09SH02949,X6843,2,4.8,48,02/20/09
09SH02950,X6149,2,3.4,34,02/20/09
09SH02951,X6082,2,4.8,48,02/20/09
09SH02952,X6441,2,5.2,52,02/20/09
09SH02953,X6274,2,3.0,30,02/20/09
09SH02954,X6453,2,4.0,40,02/20/09
09SH02955,X6712,2,5.0,50,02/20/09
09SH02956,X6079,2,4.6,46,02/20/09
09SH02957,X7088,2,3.6,36,02/20/09
09SH02958,X5864,2,5.8,58,02/20/09
09SH02959,X6353,2,4.2,42,02/20/09
09SH02960,X6502,2,4.0,40,02/20/09
09SH02961,X6524,2,4.0,40,02/20/09
09SH02962,X5819,2,5.8,58,02/20/09
09SH02963,X6346,2,4.2,42,02/20/09
09SH02964,X6110,2,5.6,56,02/20/09
09SH02965,X5812,2,4.2,42,02/20/09
09SH02966,X6873,2,1.6,16,02/20/09
09SH02967,X6830,2,3.8,38,02/20/09
09SH02968,X6599,2,3.6,36,02/20/09
09SH02969,X5963,2,2.8,28,02/20/09
09SH02970,T1872,2,5.8,58,02/20/09
09SH02971,X6228,2,4.6,46,02/20/09
09SH02972,X6559,2,4.6,46,02/20/09
09SH02973,X5951,2,4.4,44,02/20/09
09SH02974,X6276,2,5.6,56,02/20/09
09SH02975,Z7074,2,6.0,60,02/20/09
09SH02976,X6303,2,6.0,60,02/20/09
09SH02977,X5814,2,2.8,28,02/20/09
09SH02978,X5795,2,3.2,32,02/20/09
09SH02979,X5872,2,4.2,42,02/20/09
09SH02980,X6812,2,4.6,46,02/20/09
09SH02981,X6643,2,6.0,60,02/20/09
09SH02982,X5956,2,2.8,28,02/20/09
09SH02983,X5810,2,4.8,48,02/20/09
09SH02984,X6234,2,5.0,50,02/20/09
09SH02985,X6734,2,5.4,54,02/20/09
09SH02986,X6170,2,4.0,40,02/20/09
09SH02987,X6965,2,4.2,42,02/20/09
09SH02988,X5865,2,2.8,28,02/20/09
09SH02989,X6292,2,5.4,54,02/20/09
09SH02990,X7178,2,3.8,38,02/20/09
09SH02991,X2577,2,7.0,70,02/20/09
09SH02992,X6629,2,5.0,50,02/20/09
09SH02993,X6137,2,4.8,48,02/20/09
09SH02994,X6259,2,5.8,58,02/20/09
09SH02995,X6109,2,5.0,50,02/20/09
09SH02996,X6190,2,3.2,32,02/20/09
09SH02997,X5771,2,3.0,30,02/20/09
09SH02998,X6715,2,8.0,80,02/20/09
09SH02999,X6022,2,4.2,42,02/20/09
09SH03000,X6435,2,5.2,52,02/20/09
09SH03001,X5883,2,4.6,46,02/20/09
09SH03002,X6058,2,3.6,36,02/20/09
09SH03003,X5807,2,4.8,48,02/20/09
09SH03004,X6499,2,4.8,48,02/20/09
09SH03005,X5964,2,3.8,38,02/20/09
09SH03006,X6677,2,4.8,48,02/20/09
