UID,ETAG,SEX,GRFL,FLWT,SHEAR_DATE
09SH03007,X6532,2,3.8,38,02/20/09
09SH03008,X5829,2,6.4,64,02/20/09
09SH03009,X6519,2,8.8,88,02/20/09
09SH03010,X6675,2,3.8,38,02/20/09
09SH03011,X6694,2,6.0,60,02/20/09
09SH03012,X5877,2,5.2,52,02/20/09
09SH03013,X6060,2,4.4,44,02/20/09
09SH03014,Z8105,2,5.2,52,02/20/09
09SH03015,X6764,2,4.0,40,02/20/09
09SH03016,X2505,2,4.8,48,02/20/09
09SH03017,X6312,2,3.2,32,02/20/09
09SH03018,Z7120,2,7.2,72,02/20/09
09SH03019,Z9000,2,5.6,56,02/20/09
09SH03020,Z7015,2,7.2,72,02/20/09
09SH03021,X0034,2,4.6,46,02/20/09
09SH03022,X2252,2,7.0,70,02/20/09
09SH03023,Z8789,2,6.0,60,02/20/09
09SH03024,Z7893,2,6.0,60,02/20/09
09SH03025,Z9068,2,5.6,56,02/20/09
09SH03026,X3552,2,8.4,84,02/20/09
09SH03027,X1167,2,6.0,60,02/20/09
09SH03028,X2273,2,7.6,76,02/20/09
09SH03029,X3104,2,8.0,80,02/20/09
09SH03030,Z8726,2,7.0,70,02/20/09
09SH03031,Z6990,2,5.8,58,02/20/09
09SH03032,X0145,2,5.0,50,02/20/09
09SH03033,X5325,2,7.8,78,02/20/09
09SH03034,X2678,2,6.0,60,02/20/09
09SH03035,Z7793,2,5.4,54,02/20/09
09SH03036,X2475,2,5.0,50,02/20/09
09SH03037,X4405,2,7.4,74,02/20/09
09SH03038,X4539,2,6.6,66,02/20/09
09SH03039,X1436,2,5.8,58,02/20/09
09SH03040,X2684,2,5.0,50,02/20/09
09SH03041,X2271,2,6.8,68,02/20/09
09SH03042,X2434,2,8.2,82,02/20/09
09SH03043,Z7913,2,5.6,56,02/20/09
09SH03044,X4992,2,4.4,44,02/20/09
09SH03045,X0938,2,6.2,62,02/20/09
09SH03046,X2406,2,7.6,76,02/20/09
09SH03047,X4395,2,5.6,56,02/20/09
09SH03048,X3433,2,6.8,68,02/20/09
09SH03049,Z7959,2,5.4,54,02/20/09
09SH03050,X2568,2,6.6,66,02/20/09
09SH03051,X4994,2,6.0,60,02/20/09
09SH03052,X4776,2,5.6,56,02/20/09
09SH03053,X3400,2,5.4,54,02/20/09
09SH03054,Z9611,2,6.6,66,02/20/09
09SH03055,X5206,2,6.8,68,02/20/09
09SH03056,X5320,2,8.6,86,02/20/09
09SH03057,X3068,2,5.6,56,02/20/09
09SH03058,X4754,2,7.6,76,02/20/09
09SH03059,X5545,2,5.8,58,02/20/09
09SH03060,X4756,2,6.0,60,02/20/09
09SH03061,X2297,2,7.4,74,02/20/09
09SH03062,X5276,2,6.4,64,02/20/09
09SH03063,X3440,2,4.4,44,02/20/09
09SH03064,X3244,2,5.8,58,02/20/09
09SH03065,X4327,2,3.8,38,02/20/09
09SH03066,X1523,2,8.4,84,02/20/09
09SH03067,X3154,2,5.6,56,02/20/09
09SH03068,X4449,2,6.2,62,02/20/09
09SH03069,X2296,2,6.2,62,02/20/09
09SH03070,X4377,2,6.6,66,02/20/09
09SH03071,X3166,2,4.8,48,02/20/09
09SH03072,X4308,2,5.0,50,02/20/09
09SH03073,X4427,2,6.8,68,02/20/09
09SH03074,X3765,2,7.0,70,02/20/09
09SH03075,X4622,2,5.2,52,02/20/09
09SH03076,X4867,2,6.0,60,02/20/09
09SH03077,X1393,2,6.8,68,02/20/09
09SH03078,X3089,2,4.6,46,02/20/09
09SH03079,X2321,2,8.8,88,02/20/09
09SH03080,X4319,2,4.0,40,02/20/09
09SH03081,X2995,2,4.4,44,02/20/09
09SH03082,X2621,2,7.4,74,02/20/09
09SH03083,X5425,2,4.8,48,02/20/09
09SH03084,X4598,2,6.6,66,02/20/09
09SH03085,X3299,2,4.6,46,02/20/09
09SH03086,X4450,2,5.2,52,02/20/09
09SH03087,X4599,2,5.6,56,02/20/09
09SH03088,X2544,2,7.2,72,02/20/09
09SH03089,X3838,2,6.4,64,02/20/09
09SH03090,X5017,2,6.8,68,02/20/09
09SH03091,X5321,2,6.6,66,02/20/09
09SH03092,X4527,2,5.0,50,02/20/09
09SH03093,X4317,2,8.4,84,02/20/09
09SH03094,X4995,2,6.4,64,02/20/09
09SH03095,X2500,2,6.8,68,02/20/09
09SH03096,X4826,2,6.2,62,02/20/09
09SH03097,X4964,2,5.4,54,02/20/09
09SH03098,X4590,2,6.2,62,02/20/09
09SH03099,X3123,2,4.4,44,02/20/09
09SH03100,Z9175,2,7.8,78,02/20/09
09SH03101,X3012,1,7.4,74,02/20/09
09SH03102,X4394,2,6.2,62,02/20/09
09SH03103,X4404,2,7.0,70,02/20/09
09SH03104,X2422,2,5.6,56,02/20/09
09SH03105,X2737,2,5.4,54,02/20/09
09SH03106,X5326,2,6.0,60,02/20/09
09SH03107,X4825,2,6.2,62,02/20/09
09SH03108,X2506,2,6.8,68,02/20/09
09SH03109,X3428,2,6.6,66,02/20/09
09SH03110,X2774,2,6.8,68,02/20/09
09SH03111,X2326,2,5.6,56,02/20/09
09SH03112,X0915,2,6.8,68,02/20/09
09SH03113,X6877,2,5.4,54,02/20/09
09SH03114,X6258,2,4.4,44,02/20/09
