UID,LAMB,SEX,BRWT,GRFL,FLWT,BAND,WDAY,STM,RMK,ADG,DISP
14SH00045,K4783,2,0,7.6,76,,49,06,Band 1 Ewe,0,
14SH00046,R8406,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00047,H6739,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00048,R8838,2,0,9.6,96,,49,07,Band 1 Ewe,0,
14SH00049,R6991,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00050,R9037,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00051,R8962,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00052,H7245,2,0,8.6,86,,49,30,Band 1 Ewe,0,
14SH00053,R9387,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00054,H6921,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00055,H5141,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00056,H6601,2,0,9.8,98,,49,30,Band 1 Ewe,0,
14SH00057,R9149,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00058,L0274,2,0,8.4,84,,49,PC,Band 1 Ewe,0,
14SH00059,K4874,2,0,8.0,80,,49,06,Band 1 Ewe,0,
14SH00060,R6933,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00061,H4135,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00062,R9254,2,0,11.8,118,,49,07,Band 1 Ewe,0,
14SH00063,R9464,2,0,6.6,66,,49,07,Band 1 Ewe,0,
14SH00064,H7892,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00065,R8556,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00066,R9164,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00067,R9120,2,0,10.7,107,,49,07,Band 1 Ewe,0,
14SH00068,Z1000,2,0,8.4,84,,49,CM,CM  Band 1 Ewe,0,
14SH00069,R8236,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00070,R8636,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00071,R8425,2,0,13.2,132,,49,07,Band 1 Ewe,0,
14SH00072,R7142,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00073,R9555,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00074,H7774,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00075,R8656,2,0,12.2,122,,49,07,Band 1 Ewe,0,
14SH00076,H6597,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00077,R8835,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00078,R7545,2,0,12.6,126,,49,07,Band 1 Ewe,0,
14SH00079,H6850,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00080,R8718,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00081,R8663,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00082,H5332,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00083,R8682,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00084,R8624,2,0,12.2,122,,49,07,Band 1 Ewe,0,
14SH00085,H7387,2,0,4.8,48,,49,30,Band 1 Ewe,0,
14SH00086,R9549,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00087,R7743,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00088,R8765,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00089,H6364,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00090,H4017,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00091,R9109,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00092,H6621,2,0,5.9,59,,49,30,Band 1 Ewe,0,
14SH00093,R8721,2,0,10.8,108,,49,07,Band 1 Ewe,0,
14SH00094,H7405,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00095,R8572,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00096,H6390,2,0,7.4,74,,49,30,Band 1 Ewe,0,
14SH00097,R7156,2,0,8.6,86,,49,07,Band 1 Ewe,0,
14SH00098,R8223,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00099,K4896,2,0,6.6,66,,49,06,Band 1 Ewe,0,
14SH00100,H5693,2,0,6.3,63,,49,30,Band 1 Ewe,0,
14SH00101,H7866,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00102,R9226,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00103,R9208,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00104,R7480,2,0,9.5,95,,49,07,Band 1 Ewe,0,
14SH00105,R9473,2,0,11.3,113,,49,07,Band 1 Ewe,0,
14SH00106,H6755,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00107,R7867,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00108,H7876,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00109,R9270,2,0,9.3,93,,49,07,Band 1 Ewe,0,
14SH00110,H5456,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00111,H7179,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00112,R7335,2,0,11.4,114,,49,07,Band 1 Ewe,0,
14SH00113,Z1297,2,0,11.4,114,,49,CM,CM  Band 1 Ewe,0,
14SH00114,Z0983,2,0,9.0,90,,49,CM,CM  Band 1 Ewe,0,
14SH00115,Z1448,2,0,9.0,90,,49,CM,CM  Band 1 Ewe,0,
14SH00116,H7233,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00117,R8766,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00118,Z1424,2,0,9.0,90,,49,CM,CM  Band 1 Ewe,0,
14SH00119,H6539,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00120,R9361,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00121,H4448,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00122,R8072,2,0,10.4,104,,49,07,Band 1 Ewe,0,
14SH00123,H6289,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00124,R8410,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00125,Z0115,2,0,10.2,102,,49,CM,CM  Band 1 Ewe,0,
14SH00126,R8886,2,0,6.2,62,,49,07,Band 1 Ewe,0,
14SH00127,H5551,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00128,K4862,2,0,7.8,78,,49,06,Band 1 Ewe,0,
14SH00129,H7448,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00130,H7880,2,0,9.0,90,,49,30,Band 1 Ewe,0,
14SH00131,R7773,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00132,R9508,2,0,13.2,132,,49,07,Band 1 Ewe,0,
14SH00133,H7162,2,0,9.0,90,,49,30,Band 1 Ewe,0,
14SH00134,H6384,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00135,H6052,2,0,4.0,40,,49,30,Band 1 Ewe,0,
14SH00136,R9026,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00137,H6685,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00138,H5844,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00139,H7450,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00140,H5272,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00141,R8881,2,0,7.6,76,,49,07,Band 1 Ewe,0,
14SH00142,R6993,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00143,H5836,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00144,H3857,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00145,H7423,2,0,7.5,75,,49,30,Band 1 Ewe,0,
14SH00146,R8831,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00147,H6900,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00148,H7782,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00149,R8035,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00150,H6925,2,0,4.6,46,,49,30,Band 1 Ewe,0,
14SH00151,R9398,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00152,H6459,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00153,R7788,2,0,13.2,132,,49,07,Band 1 Ewe,0,
14SH00154,H7862,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00155,R8861,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00156,R7440,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00157,H5866,2,0,8.4,84,,49,30,Band 1 Ewe,0,
14SH00158,H6262,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00159,H5751,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00160,H7175,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00161,H6272,2,0,9.4,94,,49,30,Band 1 Ewe,0,
14SH00162,H6116,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00163,H5114,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00164,H5900,2,0,9.2,92,,49,30,Band 1 Ewe,0,
14SH00165,R8548,2,0,7.0,70,,49,07,Band 1 Ewe,0,
14SH00166,R8457,2,0,6.2,62,,49,07,Band 1 Ewe,0,
14SH00167,R7744,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00168,R9274,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00169,R9008,2,0,10.8,108,,49,07,Band 1 Ewe,0,
14SH00170,H5752,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00171,R8025,2,0,9.8,98,,49,07,Band 1 Ewe,0,
14SH00172,R9066,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00173,R8517,2,0,6.4,64,,49,07,Band 1 Ewe,0,
14SH00174,H5886,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00175,H7867,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00176,H5933,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00177,R8006,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00178,X5388,2,0,9.8,98,,49,TC,TC  Band 1 Ewe,0,
14SH00179,H6991,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00180,R8501,2,0,11.8,118,,49,07,Band 1 Ewe,0,
14SH00181,R8350,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00182,H6381,2,0,11.2,112,,49,30,Band 1 Ewe,0,
14SH00183,R8325,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00184,H5686,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00185,H5768,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00186,R6717,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00187,H7006,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00188,X7293,2,0,10.4,104,,49,C3,C3  Band 1 Ewe,0,
14SH00189,H7553,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00190,R8291,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00191,R7585,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00192,R8397,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00193,H5970,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00194,H6388,2,0,9.6,96,,49,30,Band 1 Ewe,0,
14SH00195,R7573,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00196,K4798,2,0,10.8,108,,49,06,Band 1 Ewe,0,
14SH00197,R8407,2,0,12.8,128,,49,07,Band 1 Ewe,0,
14SH00198,R8495,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00199,X9978,2,0,7.8,78,,49,CM,CM  Band 1 Ewe,0,
14SH00200,H7494,2,0,4.8,48,,49,30,Band 1 Ewe,0,
14SH00201,R9031,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00202,R8309,2,0,10.8,108,,49,07,Band 1 Ewe,0,
14SH00203,R9141,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00204,X7297,2,0,7.6,76,,49,T3,T3  Band 1 Ewe,0,
14SH00205,H7612,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00206,H5769,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00207,X8909,2,0,10.2,102,,49,CM,CM  Band 1 Ewe,0,
14SH00208,R8342,2,0,6.8,68,,49,07,Band 1 Ewe,0,
14SH00209,R8167,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00210,R9402,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00211,R7628,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00212,R8473,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00213,H5622,2,0,8.5,85,,49,30,Band 1 Ewe,0,
14SH00214,H7517,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00215,H5767,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00216,H6832,2,0,7.4,74,,49,30,Band 1 Ewe,0,
14SH00217,R8458,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00218,R8243,2,0,7.0,70,,49,07,Band 1 Ewe,0,
14SH00219,R8153,2,0,13.0,130,,49,07,Band 1 Ewe,0,
14SH00220,R8341,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00221,R9153,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00222,R8888,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00223,H5725,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00224,R7456,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00225,R8193,2,0,7.0,70,,49,07,Band 1 Ewe,0,
14SH00226,H6094,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00227,K4552,2,0,11.8,118,,49,06,Band 1 Ewe,0,
14SH00228,H5805,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00229,X8659,2,0,11.8,118,,49,CM,CM  Band 1 Ewe,0,
14SH00230,H6016,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00231,R8381,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00232,R8403,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00233,H6510,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00234,R8459,2,0,11.6,116,,49,07,Band 1 Ewe,0,
14SH00235,R8119,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00236,R8284,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00237,R8529,2,0,11.4,114,,49,07,Band 1 Ewe,0,
14SH00238,R8918,2,0,8.6,86,,49,07,Band 1 Ewe,0,
14SH00239,H6653,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00240,H7632,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00241,R8590,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00242,R8580,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00243,R8803,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00244,H5994,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00245,R8461,2,0,12.0,120,,49,07,Band 1 Ewe,0,
14SH00246,R9166,2,0,11.2,112,,49,07,Band 1 Ewe,0,
14SH00247,H5759,2,0,8.8,88,,49,30,Band 1 Ewe,0,
14SH00248,H6167,2,0,10.2,102,,49,30,Band 1 Ewe,0,
14SH00249,H7601,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00250,Z0317,2,0,10.0,100,,49,CP,CP,0,
14SH00251,R8189,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00252,H7473,2,0,7.7,77,,49,30,Band 1 Ewe,0,
14SH00253,R8961,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00254,H6632,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00255,X8726,2,0,8.2,82,,49,CM,CM  Band 1 Ewe,0,
14SH00256,H5893,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00257,H6389,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00258,Z1371,2,0,9.2,92,,49,VAL,VAL,0,
14SH00259,R8720,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00260,R9293,2,0,9.9,99,,49,07,Band 1 Ewe,0,
14SH00261,R8798,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00262,H5825,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00263,H5813,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00264,R8774,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00265,H5812,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00266,R9057,2,0,9.5,95,,49,07,Band 1 Ewe,0,
14SH00267,R8490,2,0,10.8,108,,49,07,Band 1 Ewe,0,
14SH00268,Z0517,2,0,9.8,98,,49,CP,CP,0,
14SH00269,H6480,2,0,8.6,86,,49,30,Band 1 Ewe,0,
14SH00270,H4317,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00271,R8312,2,0,11.4,114,,49,07,Band 1 Ewe,0,
14SH00272,R9343,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00273,H6215,2,0,5.7,57,,49,30,Band 1 Ewe,0,
14SH00274,R8460,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00275,R8658,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00276,R9465,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00277,R8299,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00278,R8722,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00279,H7529,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00280,Z0619,2,0,9.0,90,,49,CP,CP,0,
14SH00281,K4883,2,0,9.8,98,,49,06,Band 1 Ewe,0,
14SH00282,R6572,2,0,11.6,116,,49,07,Band 1 Ewe,0,
14SH00283,R8575,2,0,10.9,109,,49,07,Band 1 Ewe,0,
14SH00284,R8415,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00285,H5979,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00286,H6438,2,0,9.2,92,,49,30,Band 1 Ewe,0,
14SH00287,R8131,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00288,Z1375,2,0,8.8,88,,49,CP,CP,0,
14SH00289,R8703,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00290,H5984,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00291,H7498,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00292,H6727,2,0,8.6,86,,49,30,Band 1 Ewe,0,
14SH00293,R8150,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00294,H6830,2,0,8.4,84,,49,30,Band 1 Ewe,0,
14SH00295,H6120,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00296,R8253,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00297,H7133,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00298,H5926,2,0,5.4,54,,49,30,Band 1 Ewe,0,
14SH00299,R8158,2,0,11.8,118,,49,07,Band 1 Ewe,0,
14SH00300,H5603,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00301,R8087,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00302,H5696,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00303,R7172,2,0,11.2,112,,49,07,Band 1 Ewe,0,
14SH00304,R9352,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00305,R8071,2,0,12.5,125,,49,07,Band 1 Ewe,0,
14SH00306,X8962,2,0,7.6,76,,49,CP,CP,0,
14SH00307,Z1003,2,0,11.0,110,,49,CP,CP,0,
14SH00308,Z0989,2,0,7.0,70,,49,CM,CM  Band 1 Ewe,0,
14SH00309,R8419,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00310,H7496,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00311,K4832,2,0,7.2,72,,49,06,,0,
14SH00312,H7614,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00313,H6548,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00314,R9055,2,0,10.5,105,,49,07,Band 1 Ewe,0,
14SH00315,R8579,2,0,9.6,96,,49,07,Band 1 Ewe,0,
14SH00316,H7082,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00317,K4772,2,0,8.2,82,,49,06,Band 1 Ewe,0,
14SH00318,R9169,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00319,Z0712,2,0,10.2,102,,49,CP,CP,0,
14SH00320,R8550,2,0,11.2,112,,49,07,Band 1 Ewe,0,
14SH00321,Z0670,2,0,6.8,68,,49,CP,CP,0,
14SH00322,Z0449,2,0,7.5,75,,49,CP,CP,0,
14SH00323,R9135,2,0,11.8,118,,49,07,Band 1 Ewe,0,
14SH00324,H7207,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00325,R8570,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00326,Z0674,2,0,8.8,88,,49,CP,CP,0,
14SH00327,Z0572,2,0,6.2,62,,49,CP,CP,0,
14SH00328,Z1335,2,0,7.8,78,,49,CP,CP,0,
14SH00329,Z0420,2,0,10.4,104,,49,CP,CP,0,
14SH00330,R8993,2,0,13.2,132,,49,07,Band 1 Ewe,0,
14SH00331,R9069,2,0,6.4,64,,49,07,Band 1 Ewe,0,
14SH00332,H7828,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00333,Z0421,2,0,9.0,90,,49,CP,CP,0,
14SH00334,Z0480,2,0,9.8,98,,49,CP,CP,0,
14SH00335,H7848,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00336,Z0563,2,0,6.8,68,,49,CP,CP,0,
14SH00337,R8846,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00338,H7426,2,0,4.2,42,,49,30,Band 1 Ewe,0,
14SH00339,H5295,2,0,4.2,42,,49,30,Band 1 Ewe,0,
14SH00340,R9556,2,0,9.8,98,,49,07,Band 1 Ewe,0,
14SH00341,H7527,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00342,R7369,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00343,H7576,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00344,K4917,2,0,9.2,92,,49,06,,0,
14SH00345,Z1358,2,0,10.4,104,,49,CP,CP,0,
14SH00346,Z0394,2,0,9.7,97,,49,CP,CP,0,
14SH00347,H6310,2,0,8.2,82,,49,30,,0,
14SH00348,T2419,2,0,9.8,98,,49,02,,0,
14SH00349,Z0448,2,0,8.4,84,,49,CP,CP,0,
14SH00350,Z0637,2,0,8.4,84,,49,CP,CP,0,
14SH00351,H4544,2,0,8.2,82,,49,30,Ovex,0,
14SH00352,H6244,2,0,9.2,92,,49,30,Band 1 Ewe,0,
14SH00353,Z0673,2,0,9.4,94,,49,CP,CP,0,
14SH00354,R8263,2,0,6.8,68,,49,07,Band 1 Ewe,0,
14SH00355,R8578,2,0,13.8,138,,49,07,Band 1 Ewe,0,
14SH00356,H5784,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00357,X9243,2,0,9.0,90,,49,CP,CP,0,
14SH00358,R9086,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00359,H4805,2,0,5.8,58,,49,30,,0,
14SH00360,R8219,2,0,13.6,136,,49,07,,0,
14SH00361,H4699,2,0,8.0,80,,49,30,,0,
14SH00362,R8268,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00363,Z0514,2,0,8.4,84,,49,CP,CP,0,
14SH00364,R8133,2,0,7.0,70,,49,07,Band 1 Ewe,0,
14SH00365,H5431,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00366,H3552,2,0,10.0,100,,49,30,Ovex,0,
14SH00367,Z0669,2,0,8.6,86,,49,CP,CP,0,
14SH00368,H5842,2,0,7.8,78,,49,30,,0,
14SH00369,R8186,2,0,11.8,118,,49,07,Band 1 Ewe,0,
14SH00370,H6575,2,0,9.6,96,,49,30,,0,
14SH00371,T2593,2,0,11.0,110,,49,02,,0,
14SH00372,X9507,2,0,13.6,136,,49,CP,CP,0,
14SH00373,R9242,2,0,10.8,108,,49,07,Band 1 Ewe,0,
14SH00374,Z0566,2,0,14.0,140,,49,CP,CP,0,
14SH00375,H7103,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00376,R8661,2,0,9.5,95,,49,07,Band 1 Ewe,0,
14SH00377,R8500,2,0,9.6,96,,49,07,Band 1 Ewe,0,
14SH00378,Z0476,2,0,12.2,122,,49,CP,CP,0,
14SH00379,R9160,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00380,R8396,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00381,X8982,2,0,8.4,84,,49,CP,CP,0,
14SH00382,R8092,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00383,Z0665,2,0,9.0,90,,49,CP,CP,0,
14SH00384,K4498,2,0,10.8,108,,49,06,,0,
14SH00385,L0838,2,0,7.2,72,,49,PC,Band 1 Ewe,0,
14SH00386,K4909,2,0,9.2,92,,49,06,Band 1 Ewe,0,
14SH00387,H5213,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00388,X9431,2,0,9.2,92,,49,CP,CP,0,
14SH00389,R8073,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00390,Z1057,2,0,10.0,100,,49,CM,CM  Band 1 Ewe,0,
14SH00391,H7476,2,0,4.4,44,,49,30,Band 1 Ewe,0,
14SH00392,R9262,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00393,Z0595,2,0,12.2,122,,49,CP,CP,0,
14SH00394,R8899,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00395,R8240,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00396,R9130,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00397,H7168,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00398,R8987,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00399,R8883,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00400,Z0990,2,0,7.4,74,,49,CM,CM  Band 1 Ewe,0,
14SH00401,T2317,2,0,14.6,146,,49,02,Ovex,0,
14SH00402,H7121,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00403,H7315,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00404,H7669,2,0,4.4,44,,49,30,Band 1 Ewe,0,
14SH00405,R9033,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00406,R8076,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00407,R7714,2,0,11.1,111,,49,07,Band 1 Ewe,0,
14SH00408,H7522,2,0,4.0,40,,49,30,Band 1 Ewe,0,
14SH00409,H6729,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00410,X7940,2,0,10.4,104,,49,T3,T3  Band 1 Ewe,0,
14SH00411,R7542,2,0,9.3,93,,49,07,Band 1 Ewe,0,
14SH00412,H7850,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00413,X6809,2,0,10.2,102,,49,C3,C3  Band 1 Ewe,0,
14SH00414,H7621,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00415,R8713,2,0,7.1,71,,49,07,Band 1 Ewe,0,
14SH00416,R9154,2,0,7.8,78,,49,07,Band 1 Ewe,0,
