UID,LAMB,SEX,BRWT,GRFL,FLWT,BAND,WDAY,LOT,RMK,ADG,DISP
13SH00042,T3428,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00043,T2558,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00044,T3034,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00045,T3060,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00046,T1647,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00047,T3316,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00048,T3082,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00049,T2690,2,0,6.0,60,,50,02,Band 1 Ewe,0,0
13SH00050,K4361,2,0,7.0,70,,50,06,Band 1 Ewe,0,0
13SH00051,T3396,2,0,8.1,81,,50,02,Band 1 Ewe,0,0
13SH00052,T1981,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00053,T3896,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00054,T3704,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00055,T2508,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00056,T1331,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00057,T3574,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00058,T4103,2,0,5.6,56,,51,02,Pregnant EL,0,0
13SH00059,K4103,2,0,11.8,118,,50,06,Band 1 Ewe,0,0
13SH00060,T3741,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00061,T4021,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00062,T2308,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00063,X7710,2,0,8.4,84,,50,TC,TC Band 1 Ewe,0,0
13SH00064,T1912,2,0,5.0,50,,50,02,Band 1 Ewe,0,0
13SH00065,T2557,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00066,T2071,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00067,K3936,2,0,9.6,96,,50,06,Band 1 Ewe,0,0
13SH00068,T4013,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00069,T3697,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00070,T3693,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00071,K4170,2,0,8.4,84,,50,06,Band 1 Ewe,0,0
13SH00072,T4025,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00073,T2248,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00074,T2565,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00075,X4980,2,0,9.4,94,,50,TC,TC Band 1 Ewe,0,0
13SH00076,T2145,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00077,K4510,2,0,9.2,92,,50,06,Band 1 Ewe,0,0
13SH00078,T2646,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00079,K4036,2,0,6.2,62,,50,06,Band 1 Ewe,0,0
13SH00080,T3363,2,0,6.8,68,,50,02,Band 1 Ewe,0,0
13SH00081,T3621,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00082,T3146,2,0,7.7,77,,50,02,Band 1 Ewe,0,0
13SH00083,T3662,2,0,6.8,68,,50,02,Band 1 Ewe,0,0
13SH00084,T3124,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00085,T2957,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00086,T4020,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00087,X6809,2,0,6.8,68,,50,C3,C3 Band 1 Ewe,0,0
13SH00088,T4017,2,0,12.4,124,,50,02,Band 1 Ewe,0,0
13SH00089,T2586,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00090,T2104,2,0,6.6,66,,50,02,Band 1 Ewe,0,0
13SH00091,T3358,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00092,T1566,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00093,T3318,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00094,Z0115,2,0,8.0,80,,50,CM,CM Band 1 Ewe,0,0
13SH00095,T1825,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00096,T2798,2,0,10.6,106,,50,02,Band 1 Ewe,0,0
13SH00097,T3689,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00098,T0986,2,0,10.2,102,,50,02,Band 1 Ewe,0,0
13SH00099,T2971,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00100,T3301,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00101,T2875,2,0,5.2,52,,50,02,Band 1 Ewe,0,0
13SH00102,T3122,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00103,T2296,2,0,12.8,128,,50,02,Band 1 Ewe,0,0
13SH00104,T3029,2,0,6.0,60,,50,02,Band 1 Ewe,0,0
13SH00105,T3856,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00106,T2432,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00107,T2777,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00108,T2634,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00109,T3053,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00110,K4783,2,0,7.6,76,,50,06,Band 1 Ewe,0,0
13SH00111,T2433,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00112,T0880,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00113,T3937,2,0,5.6,56,,50,02,Band 1 Ewe,0,0
13SH00114,T3194,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00115,K4388,2,0,10.2,102,,50,06,Band 1 Ewe,0,0
13SH00116,X7762,2,0,6.0,60,,50,TC,TC Band 1 Ewe,0,0
13SH00117,T3738,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00118,T1871,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00119,T3751,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00120,T2237,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00121,T4006,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00122,T4048,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00123,T3251,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00124,T4032,2,0,6.2,62,,50,02,Band 1 Ewe,0,0
13SH00125,K4741,2,0,8.4,84,,50,06,Band 1 Ewe,0,0
13SH00126,T2731,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00127,T3865,2,0,8.9,89,,50,02,Band 1 Ewe,0,0
13SH00128,T3432,2,0,10.6,106,,50,02,Band 1 Ewe,0,0
13SH00129,T2170,2,0,9.7,97,,50,02,Band 1 Ewe,0,0
13SH00130,T1305,2,0,5.8,58,,50,02,Band 1 Ewe,0,0
13SH00131,T2542,2,0,10.8,108,,50,02,Band 1 Ewe,0,0
13SH00132,T3906,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00133,T2950,2,0,5.6,56,,50,02,Band 1 Ewe,0,0
13SH00134,T3804,2,0,7.2,72,,50,02,Band 1 Ewe,0,0
13SH00135,T3791,2,0,7.7,77,,50,02,Band 1 Ewe,0,0
13SH00136,T2168,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00137,X8680,2,0,9.4,94,,50,TC,TC Band 1 Ewe,0,0
13SH00138,T3387,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00139,T0845,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00140,T2019,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00141,T1538,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00142,K3651,2,0,10.8,108,,50,06,Band 1 Ewe,0,0
13SH00143,T3998,2,0,7.2,72,,50,02,Band 1 Ewe,0,0
13SH00144,R9169,2,0,8.0,80,,50,07,Missing EL,0,0
13SH00145,T3269,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00146,T3638,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00147,T1990,2,0,6.6,66,,50,02,Band 1 Ewe,0,0
13SH00148,T3876,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00149,T3314,2,0,10.2,102,,50,02,Band 1 Ewe,0,0
13SH00150,T2397,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00151,T4024,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00152,T2499,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00153,K4653,2,0,10.4,104,,50,06,Band 1 Ewe,0,0
13SH00154,T1398,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00155,T2303,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00156,T1399,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00157,T2532,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00158,T3308,2,0,6.8,68,,50,02,Band 1 Ewe,0,0
13SH00159,T3999,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00160,T3729,2,0,7.2,72,,50,02,Band 1 Ewe,0,0
13SH00161,T2980,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00162,T3165,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00163,T1274,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00164,T3378,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00165,T3776,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00166,T1832,2,0,6.2,62,,50,02,Band 1 Ewe,0,0
13SH00167,K3991,2,0,8.8,88,,50,06,Band 1 Ewe,0,0
13SH00168,T3201,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00169,T3461,2,0,11.2,112,,50,02,Band 1 Ewe,0,0
13SH00170,T3763,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00171,T3320,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00172,T3656,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00173,T2602,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00174,T1809,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00175,T3099,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00176,T2852,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00177,T3360,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00178,T0785,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00179,T2330,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00180,T2885,2,0,8.3,83,,50,02,Band 1 Ewe,0,0
13SH00181,T2497,2,0,10.8,108,,50,02,Band 1 Ewe,0,0
13SH00182,K4196,2,0,6.8,68,,50,06,Band 1 Ewe,0,0
13SH00183,T3821,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00184,T3565,2,0,10.4,104,,50,02,Band 1 Ewe,0,0
13SH00185,X8777,2,0,8.8,88,,50,CM,CM Band 1 Ewe,0,0
13SH00186,T3953,2,0,10.8,108,,50,02,Band 1 Ewe,0,0
13SH00187,T1518,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00188,T4005,2,0,6.6,66,,50,02,Band 1 Ewe,0,0
13SH00189,K4488,2,0,7.0,70,,50,06,Band 1 Ewe,0,0
13SH00190,T3910,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00191,K3338,2,0,8.6,86,,50,06,Band 1 Ewe,0,0
13SH00192,T2217,2,0,7.2,72,,50,02,Band 1 Ewe,0,0
13SH00193,T1507,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00194,T3928,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00195,T3832,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00196,H4544,2,0,7.0,70,,50,30,Band 1 Ewe,0,0
13SH00197,T2577,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00198,K3937,2,0,8.0,80,,50,06,Band 1 Ewe,0,0
13SH00199,T2212,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00200,K4602,2,0,6.6,66,,50,06,Band 1 Ewe,0,0
13SH00201,T3230,2,0,6.7,67,,50,02,Band 1 Ewe,0,0
13SH00202,T2684,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00203,T3923,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00204,T2923,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00205,T2560,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00206,T1293,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00207,T3878,2,0,9.3,93,,50,02,Band 1 Ewe,0,0
13SH00208,T1130,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00209,T2638,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00210,T1998,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00211,T2803,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00212,T1625,2,0,9.3,93,,50,02,Band 1 Ewe,0,0
13SH00213,T2754,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00214,T4065,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00215,T2441,2,0,6.2,62,,50,02,Band 1 Ewe,0,0
13SH00216,T2791,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00217,K4450,2,0,8.2,82,,50,06,Band 1 Ewe,0,0
13SH00218,T2794,2,0,6.6,66,,50,02,Band 1 Ewe,0,0
13SH00219,T3313,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00220,T2649,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00221,X5388,2,0,8.8,88,,50,TC,TC Band 1 Ewe,0,0
13SH00222,T3644,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00223,T2787,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00224,R9154,2,0,7.0,70,,50,07,Missing EL,0,0
13SH00225,K3956,2,0,8.4,84,,50,06,Band 1 Ewe,0,0
13SH00226,T1385,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00227,T2594,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00228,T0925,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00229,T1785,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00230,T3789,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00231,T3148,2,0,11.3,113,,50,02,Band 1 Ewe,0,0
13SH00232,K3883,2,0,9.6,96,,50,06,Band 1 Ewe,0,0
13SH00233,T0774,2,0,7.2,72,,50,02,Band 1 Ewe,0,0
13SH00234,T3142,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00235,K3469,2,0,8.7,87,,50,06,Band 1 Ewe,0,0
13SH00236,T2002,2,0,6.6,66,,50,02,Band 1 Ewe,0,0
13SH00237,T1769,2,0,10.2,102,,50,02,Band 1 Ewe,0,0
13SH00238,X7359,2,0,5.4,54,,50,C3,C3 Band 1 Ewe,0,0
13SH00239,T1433,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00240,T2712,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00241,T2763,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00242,T3598,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00243,K4192,2,0,6.3,63,,50,06,Band 1 Ewe,0,0
13SH00244,T0885,2,0,12.2,122,,50,02,Band 1 Ewe,0,0
13SH00245,T1299,2,0,6.4,64,,50,02,Band 1 Ewe,0,0
13SH00246,T1957,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00247,T3946,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00248,T2519,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00249,T3845,2,0,5.6,56,,50,02,Band 1 Ewe,0,0
13SH00250,T1359,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00251,T2636,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00252,K3656,2,0,7.0,70,,50,06,Band 1 Ewe,0,0
13SH00253,T3116,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00254,K4695,2,0,6.4,64,,50,06,Band 1 Ewe,0,0
13SH00255,T1297,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00256,T3814,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00257,T2460,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00258,T3908,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00259,T3760,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00260,T3811,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00261,T3964,2,0,12.2,122,,50,02,Band 1 Ewe,0,0
13SH00262,T3252,2,0,6.4,64,,50,02,Band 1 Ewe,0,0
13SH00263,T2997,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00264,T3583,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00265,T1781,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00266,K4712,2,0,6.8,68,,50,06,Band 1 Ewe,0,0
13SH00267,T1712,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00268,T2089,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00269,T1876,2,0,8.5,85,,50,02,Band 1 Ewe,0,0
13SH00270,T3724,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00271,T2138,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00272,T1380,2,0,5.5,55,,50,02,Band 1 Ewe,0,0
13SH00273,T2751,2,0,10.3,103,,50,02,Band 1 Ewe,0,0
13SH00274,T3566,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00275,T3756,2,0,6.8,68,,50,02,Band 1 Ewe,0,0
13SH00276,T3640,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00277,T3765,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00278,T3362,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00279,T3073,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00280,T4003,2,0,7.4,74,,50,02,Band 1 Ewe,0,0
13SH00281,T3800,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00282,T3869,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00283,T3599,2,0,10.4,104,,50,02,Band 1 Ewe,0,0
13SH00284,T3898,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00285,K4475,2,0,10.4,104,,50,06,Band 1 Ewe,0,0
13SH00286,T2683,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00287,T3979,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00288,T3682,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00289,T2849,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00290,T2490,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00291,K4031,2,0,9.6,96,,50,06,Band 1 Ewe,0,0
13SH00292,T3361,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00293,K4837,2,0,8.2,82,,50,06,Band 1 Ewe,0,0
13SH00294,T3551,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00295,T3354,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00296,T3225,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00297,T2075,2,0,6.8,68,,50,02,Band 1 Ewe,0,0
13SH00298,K4694,2,0,8.2,82,,50,06,Band 1 Ewe,0,0
13SH00299,X8565,2,0,7.6,76,,50,CM,CM Band 1 Ewe,0,0
13SH00300,T2865,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00301,T3677,2,0,8.4,84,,50,02,Band 1 Ewe,0,0
13SH00302,T2062,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00303,T1313,2,0,8.3,83,,50,02,Band 1 Ewe,0,0
13SH00304,T3931,2,0,4.8,48,,50,02,Band 1 Ewe,0,0
13SH00305,T3549,2,0,8.5,85,,50,02,Band 1 Ewe,0,0
13SH00306,T3451,2,0,10.2,102,,50,02,Band 1 Ewe,0,0
13SH00307,T3064,2,0,10.8,108,,50,02,Band 1 Ewe,0,0
13SH00308,X8949,2,0,10.8,108,,50,CM,CM Band 1 Ewe,0,0
13SH00309,T3706,2,0,10.3,103,,50,02,Band 1 Ewe,0,0
13SH00310,T4016,2,0,8.0,80,,50,02,Band 1 Ewe,0,0
13SH00311,K4788,2,0,8.4,84,,50,06,Band 1 Ewe,0,0
13SH00312,T3629,2,0,8.5,85,,50,02,Band 1 Ewe,0,0
13SH00313,T2662,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00314,T2888,2,0,6.8,68,,50,02,Band 1 Ewe,0,0
13SH00315,T2148,2,0,9.5,95,,50,02,Band 1 Ewe,0,0
13SH00316,T1537,2,0,6.2,62,,50,02,Band 1 Ewe,0,0
13SH00317,T1302,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00318,R6445,2,0,13.0,130,,50,07,Band 1 Ewe OVX,0,0
13SH00319,T3348,2,0,7.2,72,,50,02,Band 1 Ewe,0,0
13SH00320,T3905,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00321,T2319,2,0,6.2,62,,50,02,Band 1 Ewe,0,0
13SH00322,T3075,2,0,7.0,70,,50,02,Band 1 Ewe,0,0
13SH00323,T2488,2,0,7.2,72,,50,02,Band 1 Ewe,0,0
13SH00324,T2819,2,0,9.6,96,,50,02,Band 1 Ewe,0,0
13SH00325,T2484,2,0,7.6,76,,50,02,Band 1 Ewe,0,0
13SH00326,K4670,2,0,8.7,87,,50,06,Band 1 Ewe,0,0
13SH00327,T1058,2,0,10.3,103,,50,02,Band 1 Ewe,0,0
13SH00328,T2518,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00329,T2879,2,0,8.2,82,,50,02,Band 1 Ewe,0,0
13SH00330,K4686,2,0,7.0,70,,50,06,Band 1 Ewe,0,0
13SH00331,T2872,2,0,8.1,81,,50,02,Band 1 Ewe,0,0
13SH00332,K3639,2,0,7.0,70,,50,06,Band 1 Ewe,0,0
13SH00333,T3098,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00334,K4601,2,0,11.8,118,,50,06,Band 1 Ewe,0,0
13SH00335,T4012,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00336,K4251,2,0,8.0,80,,50,06,Band 1 Ewe,0,0
13SH00337,T3553,2,0,9.3,93,,50,02,Band 1 Ewe,0,0
13SH00338,T2415,2,0,8.8,88,,50,02,Band 1 Ewe,0,0
13SH00339,K4683,2,0,11.4,114,,50,06,Band 1 Ewe,0,0
13SH00340,T2117,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00341,L0333,2,0,6.8,68,,50,PC,Band 1 Ewe,0,0
13SH00342,K4826,2,0,7.4,74,,50,06,Band 1 Ewe,0,0
13SH00343,X9917,2,0,8.2,82,,50,CM,CM Band 1 Ewe,0,0
13SH00344,T4074,2,0,8.6,86,,50,02,Band 1 Ewe,0,0
13SH00345,T3121,2,0,9.8,98,,50,02,Band 1 Ewe,0,0
13SH00346,T4039,2,0,9.2,92,,50,02,Band 1 Ewe,0,0
13SH00347,T2746,2,0,7.3,73,,50,02,Band 1 Ewe,0,0
13SH00348,H3552,2,0,7.6,76,,50,30,Band 1 Ewe OVX,0,0
13SH00349,X8726,2,0,6.6,66,,50,CM,CM Band 1 Ewe,0,0
13SH00350,T3755,2,0,10.0,100,,50,02,Band 1 Ewe,0,0
13SH00351,T3563,2,0,9.0,90,,50,02,Band 1 Ewe,0,0
13SH00352,T3722,2,0,7.8,78,,50,02,Band 1 Ewe,0,0
13SH00353,X8909,2,0,9.5,95,,50,CM,CM Band 1 Ewe,0,0
13SH00354,T2781,2,0,9.4,94,,50,02,Band 1 Ewe,0,0
13SH00355,K4615,2,0,8.6,86,,50,06,Band 1 Ewe,0,0
