UID,ID,GRFL,FLWT,DAY,STM,CATEGORY,AGE
17SH00546,L1834,6.0,60,47,PC,,1.0
17SH00547,L1835,7.2,72,47,PC,,1.0
17SH00548,L1837,8.6,86,47,PC,,1.0
17SH00549,L1841,5.4,54,47,PC,,1.0
17SH00550,L1845,6.8,68,47,PC,,1.0
17SH00551,L1846,5.8,58,47,PC,,1.0
17SH00552,L1848,6.4,64,47,PC,,1.0
17SH00553,L1850,8.2,82,47,PC,,1.0
17SH00554,L1854,6.4,64,47,PC,,1.0
17SH00555,L1855,6.4,64,47,PC,,1.0
17SH00556,L1857,6.8,68,47,PC,,1.0
17SH00557,L1860,4.6,46,47,PC,,1.0
17SH00558,L1862,7.4,74,47,PC,,1.0
17SH00559,L1863,7.4,74,47,PC,,1.0
17SH00560,L1864,6.6,66,47,PC,,1.0
17SH00561,L1871,5.8,58,47,PC,,1.0
17SH00562,L1872,8.2,82,47,PC,,1.0
17SH00563,L1874,6.6,66,47,PC,,1.0
17SH00564,L1876,6.4,64,47,PC,,1.0
17SH00565,R8071,15.4,154,46,07,,7.0
17SH00566,R8087,9.6,96,46,07,,7.0
17SH00567,R8092,6.6,66,46,07,,7.0
17SH00568,R8131,7.4,74,46,07,,7.0
17SH00569,R8150,9.6,96,46,07,,7.0
17SH00570,R8158,11.2,112,46,07,,7.0
17SH00571,R8167,8.4,84,46,07,,7.0
17SH00572,R8189,6.0,60,46,07,,7.0
17SH00573,R8193,7.4,74,46,07,,7.0
17SH00574,R8213,9.4,94,46,07,,7.0
17SH00575,R8236,7.2,72,46,07,,7.0
17SH00576,R8240,8.6,86,46,07,,7.0
17SH00577,R8291,8.2,82,46,07,,7.0
17SH00578,R8296,10.4,104,46,07,,7.0
17SH00579,R8325,6.2,62,46,07,,7.0
17SH00580,R8336,7.6,76,46,07,,7.0
17SH00581,R8397,7.8,78,46,07,,7.0
17SH00582,R8403,7.8,78,46,07,,7.0
17SH00583,R8425,12.2,122,46,07,,7.0
17SH00584,R8459,7.0,70,46,07,,7.0
17SH00585,R8461,9.0,90,46,07,,7.0
17SH00586,R8478,9.6,96,46,07,,7.0
17SH00587,R8490,9.0,90,46,07,,7.0
17SH00588,R8495,7.8,78,46,07,,7.0
17SH00589,R8501,11.4,114,46,07,,7.0
17SH00590,R8529,9.6,96,46,07,,7.0
17SH00591,R8548,6.4,64,46,07,,7.0
17SH00592,R8550,9.2,92,46,07,,7.0
17SH00593,R8556,8.6,86,46,07,,7.0
17SH00594,R8570,10.0,100,46,07,,7.0
17SH00595,R8590,7.8,78,46,07,,7.0
17SH00596,R8615,8.8,88,46,07,,7.0
17SH00597,R8617,10.8,108,46,07,,7.0
17SH00598,R8621,9.8,98,46,07,,7.0
17SH00599,R8658,7.8,78,46,07,,6.0
17SH00600,R8663,10.2,102,46,07,,6.0
17SH00601,R8681,8.8,88,46,07,,6.0
17SH00602,R8682,8.4,84,46,07,,6.0
17SH00603,R8703,6.2,62,46,07,,6.0
17SH00604,R8713,9.0,90,46,07,,6.0
17SH00605,R8720,8.4,84,46,07,,6.0
17SH00606,R8721,8.6,86,46,07,,6.0
17SH00607,R8734,7.2,72,46,07,,6.0
17SH00608,R8744,9.8,98,46,07,,6.0
17SH00609,R8765,6.0,60,46,07,,6.0
17SH00610,R8798,8.0,80,46,07,,6.0
17SH00611,R8803,7.4,74,46,07,,6.0
17SH00612,R8814,7.0,70,46,07,,6.0
17SH00613,R8848,8.0,80,46,07,,6.0
17SH00614,R8861,7.6,76,46,07,,6.0
17SH00615,R8868,9.8,98,46,07,,6.0
17SH00616,R8881,6.6,66,46,07,,6.0
17SH00617,R8930,8.4,84,46,07,,6.0
17SH00618,R8980,7.8,78,46,07,,6.0
17SH00619,R9008,9.8,98,46,07,,6.0
17SH00620,R9026,8.2,82,46,07,,6.0
17SH00621,R9033,11.2,112,46,07,,6.0
17SH00622,R9037,7.6,76,46,07,,6.0
17SH00623,R9057,6.6,66,46,07,,6.0
17SH00624,R9066,11.8,118,46,07,,6.0
17SH00625,R9069,6.4,64,46,07,,6.0
17SH00626,R9086,8.4,84,46,07,,6.0
17SH00627,R9089,8.4,84,46,07,,6.0
17SH00628,R9109,8.6,86,46,07,,6.0
17SH00629,R9120,10.6,106,46,07,,6.0
17SH00630,R9141,7.6,76,46,07,,5.0
17SH00631,R9149,8.4,84,46,07,,5.0
17SH00632,R9153,10.6,106,46,07,,5.0
17SH00633,R9154,8.8,88,46,07,,5.0
17SH00634,R9159,11.8,118,46,07,,5.0
17SH00635,R9160,10.0,100,46,07,,5.0
17SH00636,R9164,9.2,92,46,07,,5.0
17SH00637,R9168,10.0,100,46,07,,5.0
17SH00638,R9169,10.0,100,46,07,,5.0
17SH00639,R9185,9.4,94,46,07,,5.0
17SH00640,R9204,7.0,70,46,07,,5.0
17SH00641,R9206,8.0,80,46,07,,5.0
17SH00642,R9208,13.4,134,46,07,,5.0
17SH00643,R9210,9.4,94,46,07,,5.0
17SH00644,R9226,12.2,122,46,07,,5.0
17SH00645,R9230,9.4,94,46,07,,5.0
17SH00646,R9242,10.6,106,46,07,,5.0
17SH00647,R9244,7.8,78,46,07,,5.0
17SH00648,R9254,12.2,122,46,07,,5.0
17SH00649,R9256,6.6,66,46,07,,5.0
17SH00650,R9262,12.4,124,46,07,,5.0
17SH00651,R9264,8.8,88,46,07,,5.0
17SH00652,R9270,7.2,72,46,07,,5.0
17SH00653,R9274,9.6,96,46,07,,5.0
17SH00654,R9328,10.2,102,46,07,,5.0
17SH00655,R9332,7.2,72,46,07,,5.0
17SH00656,R9358,9.2,92,46,07,,5.0
17SH00657,R9398,6.4,64,46,07,,5.0
17SH00658,R9401,8.4,84,46,07,,5.0
17SH00659,R9402,10.8,108,46,07,,5.0
17SH00660,R9431,9.4,94,46,07,,5.0
17SH00661,R9455,8.4,84,46,07,,5.0
17SH00662,R9464,6.0,60,46,07,,5.0
17SH00663,R9465,7.6,76,46,07,,5.0
17SH00664,R9466,9.6,96,46,07,,5.0
17SH00665,R9528,8.0,80,46,07,,5.0
17SH00666,R9546,8.8,88,46,07,,5.0
17SH00667,R9555,11.6,116,46,07,,5.0
17SH00668,R9556,8.8,88,46,07,,5.0
17SH00669,R9566,9.2,92,46,07,,5.0
17SH00670,R9568,8.8,88,46,07,,4.0
17SH00671,R9570,9.4,94,46,07,,4.0
17SH00672,R9574,11.6,116,46,07,,4.0
17SH00673,R9576,7.8,78,46,07,,4.0
17SH00674,R9578,7.8,78,46,07,,4.0
17SH00675,R9579,8.2,82,46,07,,4.0
17SH00676,R9585,10.2,102,46,07,,4.0
17SH00677,R9589,8.0,80,46,07,,4.0
17SH00678,R9592,9.8,98,46,07,,4.0
17SH00679,R9597,11.6,116,47,07,,4.0
17SH00680,R9598,10.8,108,46,07,,4.0
17SH00681,R9599,9.2,92,46,07,,4.0
17SH00682,R9602,6.8,68,46,07,,4.0
17SH00683,R9604,9.0,90,46,07,,4.0
17SH00684,R9607,9.6,96,46,07,,4.0
17SH00685,R9613,11.2,112,46,07,,4.0
17SH00686,R9630,8.2,82,46,07,,4.0
17SH00687,R9632,7.6,76,46,07,,4.0
17SH00688,R9633,8.4,84,46,07,,4.0
17SH00689,R9634,9.0,90,46,07,,4.0
17SH00690,R9639,11.2,112,46,07,,4.0
17SH00691,R9640,10.6,106,46,07,,4.0
17SH00692,R9643,10.8,108,46,07,,4.0
17SH00693,R9650,9.2,92,46,07,,4.0
17SH00694,R9653,9.6,96,46,07,,4.0
17SH00695,R9662,8.8,88,46,07,,4.0
17SH00696,R9663,9.6,96,46,07,,4.0
17SH00697,R9673,9.6,96,46,07,,4.0
17SH00698,R9674,8.0,80,46,07,,4.0
17SH00699,R9677,9.4,94,46,07,,4.0
17SH00700,R9678,11.2,112,46,07,,4.0
17SH00701,R9686,10.8,108,46,07,,4.0
17SH00702,R9695,8.4,84,46,07,,4.0
17SH00703,R9706,10.2,102,46,07,,4.0
17SH00704,R9711,9.2,92,46,07,,4.0
17SH00705,R9717,9.8,98,46,07,,4.0
17SH00706,R9728,8.2,82,46,07,,4.0
17SH00707,R9733,8.8,88,46,07,,4.0
17SH00708,R9735,12.0,120,46,07,,4.0
17SH00709,R9744,9.4,94,46,07,,4.0
17SH00710,R9745,10.8,108,46,07,,4.0
17SH00711,R9753,8.2,82,46,07,,4.0
17SH00712,R9758,7.6,76,46,07,,4.0
17SH00713,R9759,7.4,74,46,07,,4.0
17SH00714,R9795,8.6,86,46,07,,4.0
17SH00715,R9797,8.8,88,46,07,,4.0
17SH00716,R9799,10.4,104,46,07,,4.0
17SH00717,R9809,9.8,98,46,07,,4.0
17SH00718,R9812,9.8,98,46,07,,4.0
17SH00719,R9846,9.8,98,46,07,,4.0
17SH00720,R9859,11.6,116,46,07,,4.0
17SH00721,R9872,5.4,54,46,07,,4.0
17SH00722,R9879,10.6,106,46,07,,4.0
17SH00723,R9881,8.2,82,46,07,,4.0
17SH00724,R9902,10.2,102,46,07,,4.0
17SH00725,R9906,11.6,116,46,07,,4.0
17SH00726,R9911,9.4,94,46,07,,4.0
17SH00727,R9918,10.6,106,46,07,,4.0
17SH00728,R9920,10.2,102,46,07,,4.0
17SH00729,R9923,6.4,64,46,07,,4.0
17SH00730,R9926,6.8,68,46,07,,4.0
17SH00731,R9942,8.8,88,46,07,,4.0
17SH00732,R9951,9.2,92,46,07,,4.0
17SH00733,R9960,9.8,98,46,07,,4.0
17SH00734,R9973,8.4,84,46,07,,4.0
17SH00735,R9983,11.4,114,46,07,,3.0
17SH00736,R9990,9.8,98,46,07,,3.0
17SH00737,R9998,9.4,94,46,07,,3.0
17SH00738,S0002,9.6,96,46,07,,3.0
17SH00739,S0005,8.8,88,46,07,,3.0
17SH00740,S0007,8.6,86,46,07,,3.0
17SH00741,S0009,9.0,90,46,07,,3.0
17SH00742,S0013,4.8,48,46,07,,3.0
17SH00743,S0015,8.6,86,46,07,,3.0
17SH00744,S0018,14.6,146,46,07,,3.0
17SH00745,S0021,10.2,102,46,07,,3.0
17SH00746,S0022,8.6,86,46,07,,3.0
17SH00747,S0024,8.6,86,46,07,,3.0
17SH00748,S0026,9.2,92,46,07,,3.0
17SH00749,S0027,10.8,108,46,07,,3.0
17SH00750,S0031,8.0,80,46,07,,3.0
17SH00751,S0034,10.2,102,46,07,,3.0
17SH00752,S0037,9.0,90,46,07,,3.0
17SH00753,S0038,12.0,120,46,07,,3.0
17SH00754,S0042,8.4,84,46,07,,3.0
17SH00755,S0045,7.6,76,46,07,,3.0
17SH00756,S0047,10.2,102,46,07,,3.0
17SH00757,S0053,9.0,90,46,07,,3.0
17SH00758,S0060,9.0,90,46,07,,3.0
17SH00759,S0063,9.8,98,46,07,,3.0
17SH00760,S0066,9.0,90,46,07,,3.0
17SH00761,S0073,11.6,116,46,07,,3.0
17SH00762,S0074,9.6,96,46,07,,3.0
17SH00763,S0083,10.4,104,46,07,,3.0
17SH00764,S0087,8.6,86,46,07,,3.0
17SH00765,S0090,10.4,104,46,07,,3.0
17SH00766,S0091,8.6,86,46,07,,3.0
17SH00767,S0093,8.4,84,46,07,,3.0
17SH00768,S0095,8.6,86,46,07,,3.0
17SH00769,S0097,9.4,94,46,07,,3.0
17SH00770,S0099,12.4,124,46,07,,3.0
17SH00771,S0101,7.6,76,46,07,,3.0
17SH00772,S0105,8.8,88,46,07,,3.0
17SH00773,S0106,6.6,66,46,07,,3.0
17SH00774,S0111,9.2,92,46,07,,3.0
17SH00775,S0117,8.6,86,46,07,,3.0
17SH00776,S0124,7.6,76,46,07,,3.0
17SH00777,S0127,9.2,92,46,07,,3.0
17SH00778,S0141,7.8,78,46,07,,3.0
17SH00779,S0148,9.2,92,46,07,,3.0
17SH00780,S0154,13.6,136,46,07,,3.0
17SH00781,S0157,9.2,92,46,07,,3.0
17SH00782,S0158,11.2,112,46,07,,3.0
17SH00783,S0161,9.0,90,46,07,,3.0
17SH00784,S0162,8.0,80,46,07,,3.0
17SH00785,S0163,13.2,132,46,07,,3.0
17SH00786,S0169,10.2,102,46,07,,3.0
17SH00787,S0170,9.2,92,46,07,,3.0
17SH00788,S0172,8.2,82,46,07,,3.0
17SH00789,S0173,9.8,98,46,07,,3.0
17SH00790,S0175,10.4,104,46,07,,3.0
17SH00791,S0176,12.0,120,46,07,,3.0
17SH00792,S0182,9.4,94,46,07,,3.0
17SH00793,S0185,8.8,88,46,07,,3.0
17SH00794,S0195,10.4,104,46,07,,3.0
17SH00795,S0198,11.0,110,46,07,,3.0
17SH00796,S0205,7.2,72,46,07,,3.0
17SH00797,S0209,13.2,132,47,07,,3.0
17SH00798,S0201,10.6,106,46,07,,3.0
17SH00799,S0213,7.4,74,46,07,,3.0
17SH00800,S0214,10.2,102,46,07,,3.0
17SH00801,S0215,13.6,136,46,07,,3.0
17SH00802,S0216,10.8,108,46,07,,3.0
17SH00803,S0217,8.8,88,46,07,,3.0
17SH00804,S0219,9.6,96,46,07,,3.0
17SH00805,S0222,8.0,80,46,07,,3.0
17SH00806,S0223,9.6,96,46,07,,3.0
17SH00807,S0225,9.6,96,46,07,,3.0
17SH00808,S0230,10.0,100,46,07,,3.0
17SH00809,S0248,9.6,96,46,07,,3.0
17SH00810,S0249,12.0,120,46,07,,3.0
17SH00811,S0250,9.4,94,46,07,,3.0
17SH00812,S0259,9.4,94,46,07,,3.0
17SH00813,S0265,10.8,108,46,07,,3.0
17SH00814,S0269,9.4,94,46,07,,3.0
17SH00815,S0273,8.6,86,46,07,,3.0
17SH00816,S0274,7.8,78,46,07,,3.0
17SH00817,S0276,11.2,112,46,07,,3.0
17SH00818,S0291,9.2,92,46,07,,2.0
17SH00819,S0293,7.4,74,46,07,,2.0
17SH00820,S0294,7.2,72,46,07,,2.0
17SH00821,S0307,9.8,98,46,07,,2.0
17SH00822,S0315,8.8,88,46,07,,2.0
17SH00823,S0318,11.0,110,46,07,,2.0
17SH00824,S0322,8.0,80,46,07,,2.0
17SH00825,S0325,7.4,74,46,07,,2.0
17SH00826,S0327,7.4,74,46,07,,2.0
17SH00827,S0342,8.0,80,46,07,,2.0
17SH00828,S0343,7.4,74,46,07,,2.0
17SH00829,S0346,8.0,80,46,07,,2.0
17SH00830,S0352,8.0,80,46,07,,2.0
17SH00831,S0362,9.6,96,46,07,,2.0
17SH00832,S0370,11.4,114,46,07,,2.0
17SH00833,S0375,5.6,56,46,07,,2.0
17SH00834,S0376,8.2,82,46,07,,2.0
17SH00835,S0378,10.8,108,46,07,,2.0
17SH00836,S0379,9.8,98,46,07,,2.0
17SH00837,S0380,14.8,148,47,07,,2.0
17SH00838,S0383,7.4,74,46,07,,2.0
17SH00839,S0390,11.2,112,46,07,,2.0
17SH00840,S0392,7.6,76,46,07,,2.0
17SH00841,S0395,6.0,60,46,07,,2.0
17SH00842,S0401,8.6,86,46,07,,2.0
17SH00843,S0402,8.0,80,46,07,,2.0
17SH00844,S0404,14.0,140,47,07,,2.0
17SH00845,S0406,9.0,90,46,07,,2.0
17SH00846,S0407,8.8,88,46,07,,2.0
17SH00847,S0410,11.0,110,46,07,,2.0
17SH00848,S0411,7.0,70,46,07,,2.0
17SH00849,S0414,7.4,74,46,07,,2.0
17SH00850,S0421,9.4,94,46,07,,2.0
17SH00851,S0425,10.0,100,46,07,,2.0
17SH00852,S0426,9.8,98,46,07,,2.0
17SH00853,S0427,10.6,106,46,07,,2.0
17SH00854,S0431,7.8,78,46,07,,2.0
17SH00855,S0434,8.0,80,46,07,,2.0
17SH00856,S0436,7.8,78,46,07,,2.0
17SH00857,S0438,8.0,80,46,07,,2.0
17SH00858,S0447,9.8,98,46,07,,2.0
17SH00859,S0451,9.4,94,46,07,,2.0
17SH00860,S0453,7.4,74,46,07,,2.0
17SH00861,S0455,8.0,80,46,07,,2.0
17SH00862,S0456,12.4,124,47,07,,2.0
17SH00863,S0465,7.6,76,46,07,,2.0
17SH00864,S0467,10.0,100,46,07,,2.0
17SH00865,S0477,8.0,80,46,07,,2.0
17SH00866,S0498,6.6,66,46,07,,2.0
17SH00867,S0503,9.0,90,46,07,,2.0
17SH00868,S0511,6.6,66,46,07,,2.0
17SH00869,S0516,8.2,82,46,07,,2.0
17SH00870,S0521,8.4,84,46,07,,2.0
17SH00871,S0527,12.2,122,46,07,,2.0
17SH00872,S0528,6.2,62,46,07,,2.0
17SH00873,S0535,9.2,92,46,07,,2.0
17SH00874,S0544,9.4,94,46,07,,2.0
17SH00875,S0548,12.6,126,47,07,,2.0
17SH00876,S0557,11.0,110,46,07,,2.0
17SH00877,S0560,8.2,82,46,07,,2.0
17SH00878,S0562,9.6,96,46,07,,2.0
17SH00879,S0564,8.2,82,46,07,,2.0
17SH00880,S0570,8.8,88,47,07,,2.0
17SH00881,S0576,8.2,82,46,07,,2.0
17SH00882,S0581,10.8,108,46,07,,2.0
17SH00883,S0583,14.2,142,47,07,,2.0
17SH00884,S0584,9.4,94,46,07,,2.0
17SH00885,S0595,7.8,78,46,07,,2.0
17SH00886,S0596,8.2,82,46,07,,2.0
17SH00887,S0604,9.6,96,46,07,,2.0
17SH00888,S0606,9.4,94,46,07,,2.0
17SH00889,S0610,9.0,90,46,07,,2.0
17SH00890,S0611,14.4,144,47,07,,2.0
17SH00891,S0615,8.2,82,46,07,,2.0
17SH00892,S0620,9.8,98,46,07,,2.0
17SH00893,S0622,9.8,98,46,07,,2.0
17SH00894,S0626,8.0,80,46,07,,2.0
17SH00895,S0627,13.2,132,47,07,,2.0
17SH00896,S0644,6.4,64,46,07,,2.0
17SH00897,S0649,10.8,108,47,07,,2.0
17SH00898,S0653,8.2,82,46,07,,2.0
17SH00899,S0662,9.8,98,46,07,,2.0
17SH00900,S0664,9.4,94,46,01,,2.0
17SH00901,S0666,11.6,116,46,07,,2.0
17SH00902,S0667,10.4,104,46,07,,2.0
17SH00903,S0668,11.6,116,47,07,,2.0
17SH00904,S0677,8.2,82,46,07,,2.0
17SH00905,S0678,7.6,76,46,07,,2.0
17SH00906,S0684,9.6,96,46,07,,2.0
17SH00907,S0685,7.4,74,46,07,,2.0
17SH00908,S0700,8.0,80,46,07,,2.0
17SH00909,S0702,9.0,90,46,07,,2.0
17SH00910,S0704,11.8,118,47,07,,2.0
17SH00911,S0710,8.6,86,46,07,,2.0
17SH00912,S0720,10.8,108,46,07,,2.0
17SH00913,S0739,15.0,150,47,42,,4.0
17SH00914,S0740,13.8,138,47,41,,4.0
17SH00915,S0741,12.2,122,47,41,,4.0
17SH00916,S0742,13.8,138,47,07,,3.0
17SH00917,S0743,13.6,136,47,07,,3.0
17SH00918,S0748,7.4,74,47,07,,1.0
17SH00919,S0749,10.0,100,47,07,,1.0
17SH00920,S0751,7.6,76,47,07,,1.0
17SH00921,S0755,6.6,66,47,07,,1.0
17SH00922,S0756,11.2,112,47,07,,1.0
17SH00923,S0757,7.6,76,47,07,,1.0
17SH00924,S0759,7.2,72,47,07,,1.0
17SH00925,S0760,7.8,78,47,07,,1.0
17SH00926,S0761,4.2,42,47,07,,1.0
17SH00927,S0762,9.2,92,47,07,,1.0
17SH00928,S0763,8.0,80,47,07,,1.0
17SH00929,S0764,10.0,100,47,07,,1.0
17SH00930,S0765,6.8,68,47,07,,1.0
17SH00931,S0769,6.2,62,47,07,,1.0
17SH00932,S0770,8.2,82,47,07,,1.0
17SH00933,S0771,5.6,56,47,07,,1.0
17SH00934,S0773,5.6,56,47,07,,1.0
17SH00935,S0777,7.2,72,47,43,,1.0
17SH00936,S0779,6.0,60,47,07,,1.0
17SH00937,S0781,8.0,80,47,07,,1.0
17SH00938,S0782,9.0,90,47,07,,1.0
17SH00939,S0783,11.6,116,47,07,,1.0
17SH00940,S0784,5.4,54,47,07,,1.0
17SH00941,S0786,12.0,120,47,07,,1.0
17SH00942,S0788,6.8,68,47,07,,1.0
17SH00943,S0790,5.6,56,47,07,,1.0
17SH00944,S0791,15.4,154,47,07,,1.0
17SH00945,S0792,8.2,82,47,07,,1.0
17SH00946,S0795,6.8,68,47,07,,1.0
17SH00947,S0801,13.2,132,47,07,,1.0
17SH00948,S0802,7.6,76,47,07,,1.0
17SH00949,S0803,9.0,90,47,07,,1.0
17SH00950,S0808,10.8,108,47,07,,1.0
17SH00951,S0809,6.8,68,47,07,,1.0
17SH00952,S0815,13.2,132,47,07,,1.0
17SH00953,S0817,8.0,80,47,07,,1.0
17SH00954,S0819,15.2,152,47,07,,1.0
17SH00955,S0823,6.0,60,47,07,,1.0
17SH00956,S0824,8.6,86,47,07,,1.0
17SH00957,S0825,6.8,68,47,07,,1.0
17SH00958,S0827,6.2,62,47,07,,1.0
17SH00959,S0828,7.2,72,47,07,,1.0
17SH00960,S0829,13.0,130,47,07,,1.0
17SH00961,S0830,10.4,104,47,07,,1.0
17SH00962,S0831,5.2,52,47,07,,1.0
17SH00963,S0832,10.6,106,47,07,,1.0
17SH00964,S0834,7.2,72,47,07,,1.0
17SH00965,S0835,5.6,56,47,07,,1.0
17SH00966,S0839,7.4,74,47,07,,1.0
17SH00967,S0840,6.0,60,47,07,,1.0
17SH00968,S0843,8.0,80,47,07,,1.0
17SH00969,S0847,8.4,84,47,07,,1.0
17SH00970,S0848,7.6,76,47,07,,1.0
17SH00971,S0849,9.6,96,47,07,,1.0
17SH00972,S0852,5.8,58,47,07,,1.0
17SH00973,S0853,5.4,54,47,07,,1.0
17SH00974,S0855,9.2,92,47,42,,1.0
17SH00975,S0856,15.0,150,47,07,,1.0
17SH00976,S0859,10.8,108,47,07,,1.0
17SH00977,S0861,8.8,88,47,07,,1.0
17SH00978,S0863,7.2,72,47,07,,1.0
17SH00979,S0868,7.4,74,47,07,,1.0
17SH00980,S0869,7.4,74,47,07,,1.0
17SH00981,S0872,10.2,102,47,07,,1.0
17SH00982,S0875,5.8,58,47,07,,1.0
17SH00983,S0877,5.8,58,47,07,,1.0
17SH00984,S0879,6.2,62,47,07,,1.0
17SH00985,S0882,7.6,76,47,07,,1.0
17SH00986,S0883,6.4,64,47,07,,1.0
17SH00987,S0884,6.4,64,47,42,,1.0
17SH00988,S0891,9.0,90,47,42,,1.0
17SH00989,S0892,6.8,68,47,07,,1.0
17SH00990,S0895,15.0,150,47,07,,1.0
17SH00991,S0901,9.0,90,47,42,,1.0
17SH00992,S0903,8.0,80,47,07,,1.0
17SH00993,S0904,7.6,76,47,07,,1.0
17SH00994,S0906,8.8,88,47,07,,1.0
17SH00995,S0907,6.8,68,47,07,,1.0
17SH00996,S0908,15.8,158,47,07,,1.0
17SH00997,S0911,6.2,62,47,07,,1.0
17SH00998,S0912,11.8,118,47,07,,1.0
17SH00999,S0914,12.2,122,47,42,,1.0
17SH01000,S0920,7.6,76,47,07,,1.0
17SH01001,S0923,7.2,72,47,07,,1.0
17SH01002,S0925,5.4,54,47,42,,1.0
17SH01003,S0926,6.8,68,47,42,,1.0
17SH01004,S0928,5.2,52,47,07,,1.0
17SH01005,S0930,8.2,82,47,42,,1.0
17SH01006,S0931,12.8,128,47,07,,1.0
17SH01007,S0933,6.6,66,47,07,,1.0
17SH01008,S0934,7.2,72,47,07,,1.0
17SH01009,S0937,6.8,68,47,07,,1.0
17SH01010,S0938,5.4,54,47,07,,1.0
17SH01011,S0940,6.2,62,47,07,,1.0
17SH01012,S0941,8.4,84,47,07,,1.0
17SH01013,S0942,5.2,52,47,07,,1.0
17SH01014,S0947,9.8,98,47,07,,1.0
17SH01015,S0948,9.2,92,47,07,,1.0
17SH01016,S0952,7.2,72,47,07,,1.0
17SH01017,S0953,7.6,76,47,07,,1.0
17SH01018,S0955,6.8,68,47,07,,1.0
17SH01019,S0956,7.6,76,47,07,,1.0
17SH01020,S0959,12.6,126,47,07,,1.0
17SH01021,S0963,6.6,66,47,07,,1.0
17SH01022,S0967,11.4,114,47,07,,1.0
17SH01023,S0973,8.6,86,47,07,,1.0
17SH01024,S0977,4.6,46,47,07,,1.0
17SH01025,S0982,7.2,72,47,43,,1.0
17SH01026,S0984,4.6,46,47,07,,1.0
17SH01027,S0986,12.0,120,47,07,,1.0
17SH01028,S0987,10.8,108,47,07,,1.0
17SH01029,S0988,7.0,70,47,07,,1.0
17SH01030,S0993,8.0,80,47,07,,1.0
17SH01031,S0994,9.4,94,47,07,,1.0
17SH01032,S0995,9.0,90,47,07,,1.0
17SH01033,S0996,6.4,64,47,07,,1.0
17SH01034,S0997,6.2,62,47,07,,1.0
17SH01035,S0998,7.4,74,47,07,,1.0
17SH01036,S0999,5.6,56,47,07,,1.0
17SH01037,S1000,6.4,64,47,07,,1.0
17SH01038,S1001,8.6,86,47,43,,1.0
17SH01039,S1002,12.2,122,47,43,,1.0
17SH01040,S1005,6.6,66,47,07,,1.0
17SH01041,S1010,10.4,104,47,07,,1.0
17SH01042,S1012,6.2,62,47,42,,1.0
17SH01043,S1013,7.4,74,47,42,,1.0
17SH01044,S1014,6.2,62,47,07,,1.0
17SH01045,S1016,6.6,66,47,07,,1.0
17SH01046,S1017,7.8,78,47,07,,1.0
17SH01047,S1023,5.6,56,47,07,,1.0
17SH01048,S1024,5.4,54,47,07,,1.0
17SH01049,S1025,6.0,60,47,07,,1.0
17SH01050,S1030,9.0,90,47,42,,1.0
17SH01051,S1032,7.2,72,47,07,,1.0
17SH01052,S1033,5.8,58,47,07,,1.0
17SH01053,S1035,8.6,86,47,07,,1.0
17SH01054,S1038,7.8,78,47,07,,1.0
17SH01055,S1040,6.2,62,47,07,,1.0
17SH01056,S1042,5.6,56,47,07,,1.0
17SH01057,S1045,10.0,100,47,07,,1.0
17SH01058,S1046,6.6,66,47,07,,1.0
17SH01059,S1047,5.6,56,47,07,,1.0
17SH01060,S1048,9.4,94,47,07,,1.0
17SH01061,S1049,13.0,130,47,07,,1.0
17SH01062,S1050,7.2,72,47,07,,1.0
17SH01063,S1052,6.6,66,47,07,,1.0
17SH01064,S1053,6.6,66,47,07,,1.0
17SH01065,S1054,5.2,52,47,07,,1.0
17SH01066,S1055,6.6,66,47,07,,1.0
17SH01067,S1056,9.8,98,47,07,,1.0
17SH01068,S1060,7.4,74,47,42,,1.0
17SH01069,S1066,8.0,80,47,07,,1.0
17SH01070,S1067,7.2,72,47,07,,1.0
17SH01071,S1068,5.8,58,47,07,,1.0
17SH01072,S1069,6.8,68,47,07,,1.0
17SH01073,S1070,3.6,36,47,07,,1.0
17SH01074,S1073,4.8,48,47,07,,1.0
17SH01075,S1074,7.2,72,47,07,,1.0
17SH01076,S1076,6.8,68,47,07,,1.0
17SH01077,S1084,4.8,48,47,07,,1.0
17SH01078,S1085,5.8,58,47,07,,1.0
17SH01079,S1089,6.2,62,47,07,,1.0
17SH01080,S1090,8.6,86,47,07,,1.0
17SH01081,S1092,6.2,62,47,07,,1.0
17SH01082,S1093,4.0,40,47,07,,1.0
17SH01083,S1095,7.0,70,47,07,,1.0
17SH01084,S1096,4.8,48,47,07,,1.0
17SH01085,S1098,5.0,50,47,07,,1.0
17SH01086,S1104,11.6,116,47,07,,1.0
17SH01087,S1106,7.4,74,47,07,,1.0
17SH01088,S1112,5.2,52,47,07,,1.0
17SH01089,S1116,5.2,52,47,42,,1.0
17SH01090,S1118,6.6,66,47,42,,1.0
17SH01091,S1122,6.2,62,47,07,,1.0
17SH01092,S1124,14.8,148,47,41,,2.0
17SH01093,S1125,17.6,176,47,41,,2.0
17SH01094,S1126,15.6,156,47,42,,2.0
17SH01095,T2873,8.8,88,46,02,,7.0
17SH01096,T2878,9.0,90,46,02,,7.0
17SH01097,T2879,8.8,88,46,02,,7.0
17SH01098,T3034,8.8,88,46,02,,7.0
17SH01099,T3053,6.4,64,46,02,,7.0
17SH01100,T3146,9.8,98,46,02,,7.0
17SH01101,T3148,9.8,98,46,02,,7.0
17SH01102,T3176,7.8,78,46,02,,7.0
