UID,ID,DATE,KG,LBS,BCS,FLWT,GRFL
24SH01675,L3677,2024-02-17,78.5,173,0.0,70,7.0
24SH01676,L3685,2024-02-17,61.5,135,0.0,60,6.0
24SH01677,L3690,2024-02-17,63.0,139,0.0,60,6.0
24SH01678,L3691,2024-02-17,74.0,163,0.0,80,8.0
24SH01679,L3692,2024-02-17,75.5,166,0.0,70,7.0
24SH01680,L3694,2024-02-17,74.0,163,0.0,80,8.0
24SH01681,L3696,2024-02-17,60.5,133,0.0,80,8.0
24SH01682,L3706,2024-02-17,80.0,176,0.0,60,6.0
24SH01683,L3709,2024-02-17,72.5,160,0.0,60,6.0
24SH01684,L3712,2024-02-17,77.5,171,0.0,60,6.0
24SH01685,L3714,2024-02-17,84.5,186,0.0,90,9.0
24SH01686,L3719,2024-02-17,57.5,127,0.0,80,8.0
24SH01687,L3726,2024-02-17,71.5,157,0.0,60,6.0
24SH01688,L3727,2024-02-17,65.0,143,0.0,50,5.0
24SH01689,L3729,2024-02-17,80.0,176,0.0,60,6.0
24SH01690,L3730,2024-02-17,78.5,173,0.0,70,7.0
24SH01691,L3733,2024-02-17,64.0,141,0.0,50,5.0
24SH01692,L3734,2024-02-17,65.5,144,0.0,60,6.0
24SH01693,L3736,2024-02-17,67.0,147,0.0,60,6.0
24SH01694,L3739,2024-02-17,64.0,141,0.0,60,6.0
24SH01695,L3740,2024-02-17,75.5,166,0.0,50,5.0
24SH01696,L3743,2024-02-17,69.0,152,0.0,70,7.0
24SH01697,L3746,2024-02-17,78.5,173,0.0,70,7.0
24SH01698,L3747,2024-02-17,72.0,158,0.0,40,4.0
24SH01699,L3749,2024-02-17,61.0,134,0.0,50,5.0
24SH01700,L3752,2024-02-17,71.5,157,0.0,60,6.0
24SH01701,L3755,2024-02-17,80.5,177,0.0,60,6.0
24SH01702,L3757,2024-02-17,75.0,165,0.0,80,8.0
24SH01703,L3759,2024-02-17,84.0,185,0.0,50,5.0
24SH01704,L3760,2024-02-17,67.0,147,0.0,70,7.0
24SH01705,L3766,2024-02-17,70.0,154,0.0,70,7.0
24SH01706,L3769,2024-02-17,64.5,142,0.0,50,5.0
24SH01707,L3773,2024-02-17,84.5,186,0.0,50,5.0
24SH01708,L3781,2024-02-17,79.5,175,0.0,80,8.0
24SH01709,L3785,2024-02-17,83.0,183,0.0,60,6.0
24SH01710,L3787,2024-02-17,70.0,154,0.0,80,8.0
24SH01711,L3790,2024-02-17,61.0,134,0.0,50,5.0
24SH01712,L3793,2024-02-17,69.0,152,0.0,50,5.0
24SH01713,L3794,2024-02-17,66.5,146,0.0,60,6.0
24SH01714,L3797,2024-02-17,66.0,145,0.0,70,7.0
24SH01715,L3798,2024-02-17,62.0,136,0.0,50,5.0
24SH01716,L3800,2024-02-17,63.5,140,0.0,60,6.0
24SH01717,L3803,2024-02-17,61.5,135,0.0,70,7.0
24SH01718,L3805,2024-02-17,80.0,176,0.0,70,7.0
24SH01719,L3813,2024-02-17,70.0,154,0.0,60,6.0
24SH01720,L3819,2024-02-17,74.5,164,0.0,70,7.0
24SH01721,L3822,2024-02-17,67.5,149,0.0,80,8.0
24SH01722,L3823,2024-02-17,68.0,150,0.0,70,7.0
24SH01723,L3824,2024-02-17,59.5,131,0.0,50,5.0
24SH01724,L3829,2024-02-17,57.5,127,0.0,70,7.0
24SH01725,L3831,2024-02-17,62.0,136,0.0,60,6.0
24SH01726,L3833,2024-02-17,68.0,150,0.0,80,8.0
24SH01727,L3843,2024-02-17,61.5,135,0.0,50,5.0
24SH01728,L3844,2024-02-17,66.5,146,0.0,60,6.0
24SH01729,L3846,2024-02-17,74.5,164,0.0,60,6.0
24SH01730,L3849,2024-02-17,90.5,199,0.0,90,9.0
24SH01731,L3850,2024-02-17,73.5,162,0.0,50,5.0
24SH01732,L3852,2024-02-17,79.5,175,0.0,70,7.0
24SH01733,L3854,2024-02-17,76.0,167,0.0,70,7.0
24SH01734,L3857,2024-02-17,63.5,140,0.0,50,5.0
24SH01735,L3858,2024-02-17,65.0,143,0.0,40,4.0
24SH01736,L3859,2024-02-17,59.5,131,0.0,60,6.0
24SH01737,L3867,2024-02-17,85.5,188,0.0,80,8.0
24SH01738,L3868,2024-02-17,70.0,154,0.0,80,8.0
24SH01739,L3869,2024-02-17,69.0,152,0.0,60,6.0
24SH01740,L3870,2024-02-17,66.5,146,0.0,60,6.0
24SH01741,L3876,2024-02-17,83.5,184,0.0,70,7.0
24SH01742,L3877,2024-02-17,63.5,140,3.0,80,8.0
24SH01743,L3879,2024-02-17,72.0,158,0.0,60,6.0
24SH01744,L3882,2024-02-17,75.5,166,0.0,60,6.0
24SH01745,L3883,2024-02-17,66.5,146,0.0,60,6.0
24SH01746,L3887,2024-02-17,72.0,158,0.0,70,7.0
24SH01747,L3895,2024-02-17,69.0,152,0.0,60,6.0
24SH01748,L3899,2024-02-17,79.0,174,0.0,60,6.0
24SH01749,L3900,2024-02-17,70.0,154,0.0,60,6.0
24SH01750,L3902,2024-02-17,60.5,133,0.0,50,5.0
24SH01751,L3903,2024-02-17,72.5,160,0.0,70,7.0
24SH01752,L3911,2024-02-17,70.0,154,0.0,60,6.0
24SH01753,L3912,2024-02-17,55.5,122,0.0,60,6.0
24SH01754,L3917,2024-02-17,71.0,156,0.0,60,6.0
24SH01755,L3922,2024-02-17,81.0,178,0.0,80,8.0
24SH01756,L3923,2024-02-17,82.5,182,0.0,70,7.0
24SH01757,L3930,2024-02-17,66.0,145,0.0,80,8.0
24SH01758,L3931,2024-02-17,64.5,142,0.0,60,6.0
24SH01759,L3933,2024-02-17,57.5,127,0.0,50,5.0
24SH01760,L3934,2024-02-17,67.0,147,0.0,60,6.0
24SH01761,L3936,2024-02-17,67.5,149,0.0,70,7.0
24SH01762,L3942,2024-02-17,58.5,129,0.0,80,8.0
24SH01763,L3950,2024-02-17,63.5,140,0.0,60,6.0
24SH01764,L3955,2024-02-17,63.0,139,0.0,70,7.0
24SH01765,L3960,2024-02-17,53.5,118,0.0,90,9.0
24SH01766,L3961,2024-02-17,71.5,157,0.0,90,9.0
24SH01767,L3962,2024-02-17,54.0,119,0.0,50,5.0
24SH01768,L3965,2024-02-17,77.5,171,0.0,70,7.0
24SH01769,L3968,2024-02-17,60.5,133,0.0,60,6.0
24SH01770,L3970,2024-02-17,60.5,133,0.0,60,6.0
24SH01771,L3973,2024-02-17,53.0,117,0.0,50,5.0
24SH01772,L3978,2024-02-17,64.0,141,0.0,90,9.0
24SH01773,L3979,2024-02-17,81.0,178,0.0,60,6.0
24SH01774,L3982,2024-02-17,71.5,157,0.0,60,6.0
24SH01775,L3988,2024-02-17,70.5,155,0.0,60,6.0
24SH01776,L3989,2024-02-17,73.0,161,0.0,80,8.0
24SH01777,L3994,2024-02-17,47.0,103,0.0,40,4.0
24SH01778,L3995,2024-02-17,78.0,172,0.0,70,7.0
24SH01779,L3997,2024-02-17,60.5,133,0.0,60,6.0
24SH01780,L4004,2024-02-17,57.5,127,0.0,60,6.0
24SH01781,L4006,2024-02-17,76.5,168,0.0,50,5.0
24SH01782,L4007,2024-02-17,78.5,173,0.0,60,6.0
24SH01783,L4008,2024-02-17,71.5,157,0.0,60,6.0
24SH01784,L4009,2024-02-17,81.5,179,0.0,60,6.0
24SH01785,L4012,2024-02-17,68.0,150,0.0,70,7.0
24SH01786,L4014,2024-02-17,60.0,132,0.0,60,6.0
24SH01787,L4019,2024-02-17,70.5,155,0.0,50,5.0
24SH01788,L4022,2024-02-17,84.5,186,0.0,50,5.0
24SH01789,L4031,2024-02-17,59.0,130,0.0,40,4.0
24SH01790,L4032,2024-02-17,66.0,145,0.0,60,6.0
24SH01791,L4037,2024-02-17,72.5,160,0.0,60,6.0
24SH01792,L4038,2024-02-17,68.0,150,0.0,90,9.0
24SH01793,L4046,2024-02-17,64.0,141,0.0,60,6.0
24SH01794,L4049,2024-02-17,60.0,132,0.0,50,5.0
24SH01795,L4053,2024-02-17,60.5,133,0.0,60,6.0
24SH01796,L4057,2024-02-17,78.0,172,0.0,70,7.0
24SH01797,L4058,2024-02-17,70.0,154,0.0,70,7.0
24SH01798,L4061,2024-02-17,80.0,176,0.0,60,6.0
24SH01799,L4066,2024-02-17,54.5,120,0.0,60,6.0
24SH01800,L4079,2024-02-17,64.0,141,0.0,60,6.0
24SH01801,L4080,2024-02-17,59.0,130,0.0,50,5.0
24SH01802,L4088,2024-02-17,64.0,141,0.0,70,7.0
24SH01803,L4089,2024-02-17,69.0,152,0.0,50,5.0
24SH01804,L4093,2024-02-17,75.0,165,0.0,60,6.0
24SH01805,L4102,2024-02-17,62.5,138,0.0,70,7.0
24SH01806,L4105,2024-02-17,77.5,171,0.0,50,5.0
24SH01807,L4110,2024-02-17,66.0,145,0.0,70,7.0
24SH01808,L4112,2024-02-17,74.0,163,0.0,70,7.0
24SH01809,L4114,2024-02-17,58.0,128,0.0,70,7.0
24SH01810,L4117,2024-02-17,67.5,149,0.0,60,6.0
24SH01811,L4118,2024-02-17,64.0,141,0.0,50,5.0
24SH01812,L4120,2024-02-17,75.0,165,0.0,70,7.0
24SH01813,L4136,2024-02-17,69.5,153,0.0,60,6.0
24SH01814,L4137,2024-02-17,57.5,127,0.0,60,6.0
24SH01815,L4138,2024-02-17,60.0,132,0.0,70,7.0
24SH01816,L4139,2024-02-17,54.0,119,0.0,60,6.0
24SH01817,L4140,2024-02-17,65.0,143,0.0,100,10.0
24SH01818,L4141,2024-02-17,58.5,129,0.0,60,6.0
24SH01819,L4143,2024-02-17,66.0,145,0.0,70,7.0
24SH01820,L4144,2024-02-17,72.5,160,0.0,60,6.0
24SH01821,L4145,2024-02-17,70.5,155,0.0,50,5.0
24SH01822,L4147,2024-02-17,64.5,142,0.0,60,6.0
24SH01823,L4149,2024-02-17,70.0,154,0.0,60,6.0
24SH01824,L4150,2024-02-17,74.0,163,0.0,70,7.0
24SH01825,L4154,2024-02-17,71.0,156,0.0,70,7.0
24SH01826,L4155,2024-02-17,61.5,135,0.0,60,6.0
24SH01827,L4162,2024-02-17,67.5,149,0.0,70,7.0
24SH01828,L4163,2024-02-17,61.5,135,0.0,60,6.0
24SH01829,L4164,2024-02-17,72.5,160,0.0,50,5.0
24SH01830,L4166,2024-02-17,69.5,153,0.0,60,6.0
24SH01831,L4174,2024-02-17,70.5,155,0.0,70,7.0
24SH01832,L4182,2024-02-17,73.0,161,0.0,70,7.0
24SH01833,L4183,2024-02-17,78.0,172,0.0,60,6.0
24SH01834,L4184,2024-02-17,71.5,157,0.0,70,7.0
24SH01835,L4186,2024-02-17,80.5,177,0.0,60,6.0
24SH01836,L4188,2024-02-17,78.0,172,0.0,60,6.0
24SH01837,L4197,2024-02-17,64.5,142,0.0,70,7.0
24SH01838,L4198,2024-02-17,58.5,129,0.0,70,7.0
24SH01839,L4202,2024-02-17,65.5,144,0.0,40,4.0
24SH01840,L4203,2024-02-17,68.5,151,0.0,60,6.0
24SH01841,L4204,2024-02-17,74.0,163,0.0,50,5.0
24SH01842,L4209,2024-02-17,62.5,138,0.0,80,8.0
24SH01843,L4211,2024-02-17,62.5,138,0.0,80,8.0
24SH01844,L4215,2024-02-17,79.5,175,0.0,50,5.0
24SH01845,L4216,2024-02-17,77.0,169,0.0,60,6.0
24SH01846,L4223,2024-02-17,63.5,140,0.0,50,5.0
24SH01847,L4227,2024-02-17,71.0,156,0.0,50,5.0
24SH01848,L4228,2024-02-17,67.0,147,0.0,50,5.0
24SH01849,L4234,2024-02-17,73.0,161,0.0,60,6.0
24SH01850,L4237,2024-02-17,63.0,139,0.0,50,5.0
24SH01851,L4250,2024-02-17,61.0,134,0.0,50,5.0
24SH01852,L4259,2024-02-17,66.5,146,0.0,70,7.0
24SH01853,M0656,2024-02-17,93.5,206,4.0,80,8.0
24SH01854,M0706,2024-02-17,102.0,224,4.0,110,11.0
24SH01855,M0732,2024-02-17,74.0,163,0.0,100,10.0
24SH01856,M0735,2024-02-17,77.0,169,0.0,50,5.0
24SH01857,S2933,2024-02-17,92.0,202,4.0,120,12.0
24SH01858,S3928,2024-02-17,76.0,167,3.5,90,9.0
24SH01859,T8321,2024-02-17,41.0,90,0.0,100,10.0
24SH01860,X0006,2024-02-17,98.5,217,3.5,100,10.0
24SH01861,X0009,2024-02-17,97.0,213,4.0,50,5.0
24SH01862,X0012,2024-02-17,95.0,209,4.0,80,8.0
24SH01863,X0015,2024-02-17,85.0,187,3.0,120,12.0
24SH01864,X0016,2024-02-17,81.5,179,3.5,100,10.0
24SH01865,X0018,2024-02-17,78.5,173,3.0,70,7.0
24SH01866,X0020,2024-02-17,109.0,240,3.5,50,5.0
24SH01867,X0021,2024-02-17,100.5,221,4.0,50,5.0
24SH01868,X0024,2024-02-17,91.5,201,3.5,110,11.0
24SH01869,X0025,2024-02-17,94.0,207,4.0,90,9.0
24SH01870,X0028,2024-02-17,99.5,219,4.5,120,12.0
24SH01871,X0030,2024-02-17,98.5,217,3.5,40,4.0
24SH01872,X0039,2024-02-17,93.5,206,4.0,60,6.0
24SH01873,X0044,2024-02-17,94.0,207,4.0,70,7.0
24SH01874,X0052,2024-02-17,110.5,243,3.5,70,7.0
24SH01875,X0053,2024-02-17,84.5,186,4.0,40,4.0
24SH01876,X0054,2024-02-17,72.5,160,3.5,50,5.0
24SH01877,X0055,2024-02-17,86.5,190,3.5,60,6.0
24SH01878,X0056,2024-02-17,100.5,221,4.0,120,12.0
24SH01879,X0060,2024-02-17,81.0,178,3.5,40,4.0
24SH01880,X0064,2024-02-17,78.5,173,4.0,60,6.0
24SH01881,X0085,2024-02-17,87.0,191,4.0,80,8.0
24SH01882,X0089,2024-02-17,91.5,201,4.0,100,10.0
24SH01883,X0091,2024-02-17,94.0,207,3.0,60,6.0
24SH01884,X0094,2024-02-17,90.0,198,4.0,90,9.0
24SH01885,X0098,2024-02-17,98.5,217,4.0,80,8.0
24SH01886,X0099,2024-02-17,96.0,211,3.5,50,5.0
24SH01887,X0107,2024-02-17,84.0,185,3.5,50,5.0
24SH01888,X0121,2024-02-17,84.0,185,4.0,50,5.0
24SH01889,X0130,2024-02-17,87.0,191,3.5,70,7.0
24SH01890,X0131,2024-02-17,80.5,177,4.0,60,6.0
24SH01891,X0134,2024-02-17,81.5,179,3.5,90,9.0
24SH01892,X0143,2024-02-17,90.5,199,3.0,70,7.0
24SH01893,X0146,2024-02-17,89.5,197,4.0,70,7.0
24SH01894,X0154,2024-02-17,78.5,173,3.0,80,8.0
24SH01895,X0155,2024-02-17,73.0,161,3.0,60,6.0
24SH01896,X0156,2024-02-17,98.0,216,4.0,70,7.0
24SH01897,X0158,2024-02-17,77.5,171,3.0,70,7.0
24SH01898,X0168,2024-02-17,84.0,185,4.0,90,9.0
24SH01899,X0174,2024-02-17,89.0,196,4.0,90,9.0
24SH01900,X0181,2024-02-17,94.0,207,4.0,80,8.0
24SH01901,X0185,2024-02-17,92.0,202,4.0,90,9.0
24SH01902,X0188,2024-02-17,107.5,237,3.0,50,5.0
24SH01903,X0205,2024-02-17,87.5,193,3.5,80,8.0
24SH01904,X0215,2024-02-17,92.5,204,4.0,110,11.0
24SH01905,X0216,2024-02-17,107.0,235,4.0,110,11.0
24SH01906,X0234,2024-02-17,89.5,197,4.5,110,11.0
24SH01907,X0243,2024-02-17,94.0,207,4.0,90,9.0
24SH01908,X0255,2024-02-17,84.0,185,3.5,50,5.0
24SH01909,X0266,2024-02-17,80.5,177,3.0,30,3.0
24SH01910,X0267,2024-02-17,93.0,205,4.0,100,10.0
24SH01911,X0274,2024-02-17,94.0,207,3.0,60,6.0
24SH01912,X0275,2024-02-17,84.5,186,3.5,40,4.0
24SH01913,X0286,2024-02-17,109.0,240,4.5,80,8.0
24SH01914,X0294,2024-02-17,102.5,226,4.5,90,9.0
24SH01915,X0301,2024-02-17,92.5,204,4.0,90,9.0
24SH01916,X0309,2024-02-17,106.0,233,4.5,90,9.0
24SH01917,X0323,2024-02-17,102.0,224,4.0,120,12.0
24SH01918,X0324,2024-02-17,105.5,232,3.5,130,13.0
24SH01919,X0338,2024-02-17,80.5,177,4.0,80,8.0
24SH01920,X0341,2024-02-17,86.0,189,4.0,70,7.0
24SH01921,X0347,2024-02-17,100.0,220,2.5,80,8.0
24SH01922,X0361,2024-02-17,90.5,199,4.0,70,7.0
24SH01923,X0364,2024-02-17,101.5,223,4.5,50,5.0
24SH01924,X0386,2024-02-17,102.0,224,4.0,90,9.0
24SH01925,X0399,2024-02-17,85.5,188,3.5,60,6.0
24SH01926,X0402,2024-02-17,90.5,199,4.5,90,9.0
24SH01927,X0413,2024-02-17,79.0,174,4.5,100,10.0
24SH01928,X0425,2024-02-17,75.0,165,4.0,70,7.0
24SH01929,X0439,2024-02-17,104.0,229,3.5,60,6.0
24SH01930,X0447,2024-02-17,87.0,191,4.0,100,10.0
24SH01931,X0448,2024-02-17,95.0,209,3.5,70,7.0
24SH01932,X0449,2024-02-17,80.0,176,4.0,70,7.0
24SH01933,X0454,2024-02-17,104.5,230,4.5,110,11.0
24SH01934,X0458,2024-02-17,92.0,202,4.0,80,8.0
24SH01935,X0529,2024-02-17,73.0,161,3.5,90,9.0
24SH01936,X0532,2024-02-17,89.0,196,3.5,110,11.0
24SH01937,X0544,2024-02-17,88.5,195,4.0,60,6.0
24SH01938,X0562,2024-02-17,113.0,249,4.0,120,12.0
24SH01939,X0568,2024-02-17,83.5,184,4.0,100,10.0
24SH01940,X0584,2024-02-17,57.5,127,0.0,60,6.0
24SH01941,X0590,2024-02-17,72.0,158,0.0,50,5.0
24SH01942,X0592,2024-02-17,77.0,169,0.0,50,5.0
24SH01943,X0597,2024-02-17,65.5,144,0.0,50,5.0
24SH01944,X0607,2024-02-17,73.5,162,0.0,40,4.0
24SH01945,X0611,2024-02-17,71.0,156,0.0,50,5.0
24SH01946,X0612,2024-02-17,78.5,173,0.0,50,5.0
24SH01947,X0614,2024-02-17,87.0,191,0.0,70,7.0
24SH01948,X0625,2024-02-17,99.0,218,0.0,90,9.0
24SH01949,X0631,2024-02-17,64.0,141,0.0,60,6.0
24SH01950,X0633,2024-02-17,76.0,167,0.0,40,4.0
24SH01951,X0634,2024-02-17,71.5,157,0.0,40,4.0
24SH01952,X0638,2024-02-17,64.0,141,0.0,50,5.0
24SH01953,X0642,2024-02-17,82.0,180,0.0,50,5.0
24SH01954,X0644,2024-02-17,77.0,169,0.0,70,7.0
24SH01955,X0645,2024-02-17,80.0,176,0.0,70,7.0
24SH01956,X0648,2024-02-17,90.5,199,0.0,60,6.0
24SH01957,X0651,2024-02-17,76.0,167,0.0,40,4.0
24SH01958,X0653,2024-02-17,84.0,185,0.0,70,7.0
24SH01959,X0659,2024-02-17,83.0,183,0.0,60,6.0
24SH01960,X0662,2024-02-17,68.5,151,0.0,50,5.0
24SH01961,X0666,2024-02-17,75.5,166,0.0,50,5.0
24SH01962,X0671,2024-02-17,64.0,141,0.0,50,5.0
24SH01963,X0675,2024-02-17,59.5,131,0.0,30,3.0
24SH01964,X0677,2024-02-17,67.0,147,0.0,70,7.0
24SH01965,X0678,2024-02-17,62.5,138,0.0,80,8.0
24SH01966,X0679,2024-02-17,71.0,156,0.0,60,6.0
24SH01967,X0687,2024-02-17,83.0,183,0.0,50,5.0
24SH01968,X0688,2024-02-17,66.0,145,0.0,60,6.0
24SH01969,X0689,2024-02-17,70.5,155,0.0,60,6.0
24SH01970,X0690,2024-02-17,73.0,161,0.0,50,5.0
24SH01971,X0691,2024-02-17,72.0,158,0.0,40,4.0
24SH01972,X0692,2024-02-17,83.0,183,0.0,100,10.0
24SH01973,X0693,2024-02-17,78.0,172,0.0,70,7.0
24SH01974,X0694,2024-02-17,66.0,145,0.0,50,5.0
24SH01975,X0695,2024-02-17,82.5,182,0.0,60,6.0
24SH01976,X0699,2024-02-17,67.0,147,0.0,50,5.0
24SH01977,X0700,2024-02-17,82.5,182,0.0,60,6.0
24SH01978,X0705,2024-02-17,87.0,191,0.0,50,5.0
24SH01979,X0708,2024-02-17,74.5,164,0.0,60,6.0
24SH01980,X0710,2024-02-17,101.0,222,0.0,40,4.0
24SH01981,X0713,2024-02-17,76.5,168,0.0,60,6.0
24SH01982,X0719,2024-02-17,82.5,182,0.0,60,6.0
24SH01983,X0734,2024-02-17,72.0,158,0.0,40,4.0
24SH01984,X0737,2024-02-17,59.0,130,0.0,50,5.0
24SH01985,X0740,2024-02-17,80.5,177,0.0,60,6.0
24SH01986,X0742,2024-02-17,71.0,156,0.0,50,5.0
24SH01987,X0743,2024-02-17,78.0,172,0.0,50,5.0
24SH01988,X0756,2024-02-17,70.5,155,0.0,60,6.0
24SH01989,X0762,2024-02-17,86.0,189,0.0,80,8.0
24SH01990,X0767,2024-02-17,69.0,152,0.0,50,5.0
24SH01991,X0769,2024-02-17,73.5,162,0.0,50,5.0
24SH01992,X0770,2024-02-17,62.0,136,0.0,50,5.0
24SH01993,X0771,2024-02-17,72.5,160,0.0,50,5.0
24SH01994,X0773,2024-02-17,72.0,158,0.0,50,5.0
24SH01995,X0776,2024-02-17,82.0,180,0.0,70,7.0
24SH01996,X0788,2024-02-17,62.0,136,0.0,50,5.0
24SH01997,X0796,2024-02-17,70.5,155,0.0,50,5.0
24SH01998,X0797,2024-02-17,79.5,175,0.0,60,6.0
24SH01999,X0798,2024-02-17,60.0,132,0.0,60,6.0
24SH02000,X0805,2024-02-17,68.5,151,0.0,40,4.0
24SH02001,X0806,2024-02-17,86.0,189,0.0,70,7.0
24SH02002,X0810,2024-02-17,83.0,183,0.0,40,4.0
24SH02003,X0813,2024-02-17,71.0,156,0.0,60,6.0
24SH02004,X0814,2024-02-17,75.5,166,0.0,40,4.0
24SH02005,X0818,2024-02-17,76.0,167,0.0,40,4.0
24SH02006,X0824,2024-02-17,64.5,142,0.0,50,5.0
24SH02007,X0828,2024-02-17,70.0,154,0.0,60,6.0
24SH02008,X0830,2024-02-17,66.5,146,0.0,50,5.0
24SH02009,X0831,2024-02-17,74.5,164,0.0,40,4.0
24SH02010,X0832,2024-02-17,63.0,139,0.0,60,6.0
24SH02011,X0833,2024-02-17,79.5,175,0.0,70,7.0
24SH02012,X0834,2024-02-17,72.0,158,0.0,50,5.0
24SH02013,X0841,2024-02-17,69.0,152,0.0,80,8.0
24SH02014,X0849,2024-02-17,92.0,202,0.0,50,5.0
24SH02015,X0855,2024-02-17,77.5,171,0.0,50,5.0
24SH02016,X0858,2024-02-17,67.0,147,0.0,40,4.0
24SH02017,X0864,2024-02-17,76.0,167,0.0,60,6.0
24SH02018,X0865,2024-02-17,81.5,179,0.0,50,5.0
24SH02019,X0871,2024-02-17,73.0,161,0.0,50,5.0
24SH02020,X0874,2024-02-17,77.5,171,0.0,70,7.0
24SH02021,X0878,2024-02-17,65.0,143,0.0,50,5.0
24SH02022,X0881,2024-02-17,75.5,166,0.0,70,7.0
24SH02023,X0882,2024-02-17,78.5,173,0.0,60,6.0
24SH02024,X0884,2024-02-17,77.5,171,0.0,50,5.0
24SH02025,X0893,2024-02-17,81.5,179,0.0,70,7.0
24SH02026,X0902,2024-02-17,60.5,133,0.0,40,4.0
24SH02027,X0907,2024-02-17,82.5,182,0.0,50,5.0
24SH02028,X0909,2024-02-17,56.0,123,0.0,40,4.0
24SH02029,X0911,2024-02-17,81.0,178,0.0,80,8.0
24SH02030,X0916,2024-02-17,73.5,162,0.0,70,7.0
24SH02031,X0925,2024-02-17,63.0,139,0.0,90,9.0
24SH02032,X0927,2024-02-17,83.5,184,0.0,60,6.0
24SH02033,X0937,2024-02-17,79.0,174,0.0,40,4.0
24SH02034,X0943,2024-02-17,74.5,164,0.0,50,5.0
24SH02035,X0944,2024-02-17,55.0,121,0.0,50,5.0
24SH02036,X0951,2024-02-17,76.0,167,0.0,70,7.0
24SH02037,X0956,2024-02-17,67.5,149,0.0,50,5.0
24SH02038,X0959,2024-02-17,83.5,184,0.0,50,5.0
24SH02039,X0960,2024-02-17,68.0,150,0.0,40,4.0
24SH02040,X0961,2024-02-17,73.5,162,0.0,50,5.0
24SH02041,X0963,2024-02-17,67.0,147,0.0,30,3.0
24SH02042,X0965,2024-02-17,66.5,146,0.0,80,8.0
24SH02043,X0967,2024-02-17,61.5,135,0.0,50,5.0
24SH02044,X0973,2024-02-17,71.0,156,0.0,40,4.0
24SH02045,X0976,2024-02-17,74.5,164,0.0,60,6.0
24SH02046,X0977,2024-02-17,59.0,130,0.0,50,5.0
24SH02047,X0985,2024-02-17,74.0,163,0.0,90,9.0
24SH02048,X0987,2024-02-17,76.0,167,0.0,60,6.0
24SH02049,X0988,2024-02-17,76.0,167,0.0,50,5.0
24SH02050,X0990,2024-02-17,69.0,152,0.0,60,6.0
24SH02051,X0996,2024-02-17,77.5,171,0.0,40,4.0
24SH02052,X0997,2024-02-17,64.5,142,0.0,40,4.0
24SH02053,X0999,2024-02-17,72.5,160,0.0,50,5.0
24SH02054,X1003,2024-02-17,81.0,178,0.0,60,6.0
24SH02055,X1015,2024-02-17,74.0,163,0.0,60,6.0
24SH02056,X1016,2024-02-17,77.5,171,0.0,50,5.0
24SH02057,X1017,2024-02-17,75.0,165,0.0,60,6.0
24SH02058,X1027,2024-02-17,59.5,131,0.0,50,5.0
24SH02059,X1029,2024-02-17,70.5,155,0.0,50,5.0
24SH02060,X1046,2024-02-17,78.0,172,0.0,60,6.0
24SH02061,X1056,2024-02-17,61.0,134,0.0,50,5.0
24SH02062,X1061,2024-02-17,63.5,140,0.0,40,4.0
24SH02063,X1064,2024-02-17,75.0,165,0.0,60,6.0
24SH02064,X1071,2024-02-17,71.0,156,0.0,80,8.0
24SH02065,X1077,2024-02-17,69.0,152,0.0,50,5.0
24SH02066,X1083,2024-02-17,83.5,184,0.0,60,6.0
24SH02067,X1089,2024-02-17,69.0,152,0.0,50,5.0
24SH02068,X1090,2024-02-17,68.0,150,0.0,50,5.0
24SH02069,X1092,2024-02-17,70.0,154,0.0,50,5.0
24SH02070,X1094,2024-02-17,77.5,171,0.0,30,3.0
24SH02071,X1100,2024-02-17,56.5,124,0.0,70,7.0
24SH02072,X1110,2024-02-17,61.0,134,0.0,50,5.0
24SH02073,X1111,2024-02-17,68.5,151,0.0,50,5.0
24SH02074,X1115,2024-02-17,66.0,145,0.0,60,6.0
24SH02075,X1117,2024-02-17,66.5,146,0.0,50,5.0
24SH02076,X1118,2024-02-17,79.5,175,0.0,50,5.0
24SH02077,X1132,2024-02-17,89.5,197,0.0,60,6.0
24SH02078,X1137,2024-02-17,73.5,162,0.0,50,5.0
24SH02079,X1139,2024-02-17,69.0,152,0.0,50,5.0
24SH02080,X1140,2024-02-17,90.5,199,0.0,50,5.0
24SH02081,X1141,2024-02-17,62.5,138,0.0,50,5.0
24SH02082,X1149,2024-02-17,57.0,125,0.0,80,8.0
24SH02083,X1154,2024-02-17,64.0,141,0.0,60,6.0
24SH02084,X1157,2024-02-17,87.5,193,0.0,80,8.0
24SH02085,X1167,2024-02-17,69.5,153,0.0,100,10.0
24SH02086,X1189,2024-02-17,73.0,161,0.0,50,5.0
24SH02087,X1194,2024-02-17,63.5,140,0.0,40,4.0
24SH02088,X1196,2024-02-17,73.0,161,0.0,60,6.0
24SH02089,X1197,2024-02-17,67.5,149,0.0,60,6.0
24SH02090,X1199,2024-02-17,69.5,153,0.0,70,7.0
24SH02091,X1200,2024-02-17,61.0,134,0.0,80,8.0
24SH02092,X1201,2024-02-17,72.0,158,0.0,50,5.0
24SH02093,X1202,2024-02-17,67.5,149,0.0,30,3.0
24SH02094,X1210,2024-02-17,79.0,174,0.0,60,6.0
24SH02095,X1212,2024-02-17,74.0,163,0.0,90,9.0
24SH02096,X1228,2024-02-17,76.5,168,0.0,70,7.0
24SH02097,X1230,2024-02-17,72.5,160,0.0,60,6.0
