UID,ID9,ABEWE,YR,SEX,BRD,ETAG,LINE,DAYSH,BAND,TEETH,SPWT,GRFL,L,CLFL,FLGR1,SIGR,THGR,SQEZ,H,J,FACE,DEWLAP,NECK,TYPE,COND,WTFEB,N_FEB,T_FEB,C_FEB,FTRT,DIAM,VARD,CRIMP,DIGR,WT_JULY,YEAR,STM,AGE
90SH00001, 88000001, 0,88,1,00,00001,,137,M,,210,14.8,92,,5,2,3,,2,1, 7,,,,,,,,,,,,,,244,90,02,2.0
90SH00002, 88008068, 0,88,1,00,08068,,137,M,,198,12.4,91,,2,2,3,,1,2, 9,,,,,,,,,,,,,,224,90,02,2.0
90SH00003, 88008083, 0,88,1,00,08083,,137,M,,203,21.7,90,,2,1,2,,1,2, 9,,,,,,,,,,,,,,230,90,02,2.0
90SH00004, 88008155, 0,88,1,00,08155,,137,M,,240,15.4,99,,2,1,2,,1,7, 8,,,,,,,,,,,,,,273,90,02,2.0
90SH00005, 88008289, 0,88,1,00,08289,,137,M,,193,17.9,93,,3,3,4,,2,1, 9,,,,,,,,,,,,,,228,90,02,2.0
90SH00006, 83023908, 0,83,2,02,Y3908,73,137,X,,147,7.0,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00007, 83023910, 0,83,2,02,Y3910,81,125,J,,150,9.0,,,5,,,,,,,,,,,,,,,7,,,,,,90,30,7.0
90SH00008, 83023914, 0,83,2,02,Y3914,72,137,5,,169,9.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00009, 83023918, 0,83,2,02,Y3918,74,136,5,,149,10.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00010, 83023924, 0,83,2,02,Y3924,74,137,5,,183,10.9,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00011, 83023926, 0,83,2,02,Y3926,73,137,5,,183,8.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00012, 83023933, 0,83,2,02,Y3933,74,136,5,,148,10.6,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00013, 83023959, 0,83,2,02,Y3959,74,136,X,,170,9.6,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00014, 83023966, 0,83,2,02,Y3966,72,136,5,,159,7.0,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00015, 83024039, 0,83,2,02,Y4039,73,137,5,,149,9.5,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00016, 83024076, 0,83,2,02,Y4076,73,136,5,,164,10.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00017, 83024142, 0,83,2,02,Y4142,75,136,5,,146,9.8,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00018, 83024157, 0,83,2,02,Y4157,74,137,5,,166,8.0,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00019, 83024169, 0,83,2,02,Y4169,75,137,5,,132,9.8,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00020, 83024231, 0,83,2,02,Y4231,75,136,5,,156,7.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00021, 83024314, 0,83,2,02,Y4314,80,136,2,,125,10.5,,,7,,,,,,,,,,,,,,,7,,,,,,90,30,7.0
90SH00022, 83024355, 0,83,2,02,Y4355,72,136,5,,166,9.3,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00023, 83024365, 0,83,2,02,Y4365,72,137,5,,134,7.0,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00024, 83024400, 0,83,2,02,Y4400,73,137,5,,156,10.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00025, 83024430, 0,83,2,02,Y4430,76,137,5,,173,8.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00026, 83024462, 0,83,2,02,Y4462,74,137,5,,183,8.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00027, 83024473, 0,83,2,02,Y4473,72,137,5,,175,9.3,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00028, 83024504, 0,83,2,02,Y4504,72,137,5,,153,7.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00029, 83024549, 0,83,2,02,Y4549,75,137,5,,160,9.2,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00030, 83024576, 0,83,2,02,Y4576,72,136,5,,142,7.7,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00031, 83024606, 0,83,2,02,Y4606,72,137,5,,172,9.6,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00032, 83024650, 0,83,2,02,Y4650,74,136,5,,173,7.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00033, 83024663, 0,83,2,02,Y4663,75,137,5,,162,11.1,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00034, 83024674, 0,83,2,02,Y4674,75,136,5,,147,9.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00035, 83024704, 0,83,2,02,Y4704,73,137,5,,170,6.1,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00036, 83024746, 0,83,2,02,Y4746,72,137,5,,175,9.3,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00037, 83024841, 0,83,2,02,Y4841,75,137,5,,175,8.2,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00038, 83024900, 0,83,2,02,Y4900,73,137,5,,172,7.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,39,7.0
90SH00039, 83024950, 0,83,2,02,Y4950,75,136,5,,165,10.8,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,7.0
90SH00040, 83025011, 0,83,2,02,Y5011,83,137,2,,175,7.0,,,7,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00041, 83025036, 0,83,2,02,Y5036,80,136,2,,123,7.3,,,7,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00042, 83025102, 0,83,2,02,Y5102,80,135,1,,176,7.8,,,7,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00043, 83025155, 0,83,2,02,Y5155,81,135,2,,153,6.9,,,5,,,,,,,,,,,,,,,7,,,,,,90,30,7.0
90SH00044, 83025172, 0,83,2,02,Y5172,83,136,2,,172,8.3,,,7,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00045, 83025205, 0,83,2,02,Y5205,81,135,1,,159,7.2,,,6,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00046, 83025222, 0,83,2,02,Y5222,81,137,5,,177,10.3,,,9,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00047, 83025299, 0,83,2,02,Y5299,81,136,1,,140,8.8,,,5,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00048, 83025321, 0,83,2,02,Y5321,83,135,2,,144,8.5,,,4,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00049, 83025338, 0,83,2,02,Y5338,83,136,X,,171,7.7,,,6,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00050, 83025344, 0,83,2,02,Y5344,83,135,2,,160,8.7,,,6,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00051, 83025346, 0,83,2,02,Y5346,83,136,1,,173,7.9,,,6,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00052, 83025377, 0,83,2,02,Y5377,83,136,2,,182,8.8,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,7.0
90SH00053, 83025380, 0,83,2,02,Y5380,82,136,2,,168,8.8,,,6,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00054, 83025384, 0,83,2,02,Y5384,82,136,1,,127,8.5,,,7,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00055, 83025419, 0,83,2,02,Y5419,83,136,2,,143,9.5,,,6,,,,,,,,,,,,,,,,,,,,,90,30,7.0
90SH00056, 83025541, 0,83,2,02,Y5541,73,136,5,,161,7.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.5
90SH00057, 83025547, 0,83,2,02,Y5547,73,137,X,,114,9.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.5
90SH00058, 83025623, 0,83,2,02,Y5623,73,136,5,,179,7.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.5
90SH00059, 84025712, 0,84,2,02,Y5712,76,137,5,,186,10.9,,,4,,,,,,,,,,,,,,,6,,,,,,90,35,6.0
90SH00060, 84025741, 0,84,2,02,Y5741,76,137,5,,147,8.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00061, 84025748, 0,84,2,02,Y5748,76,137,X,,182,7.5,,,5,,,,,,,,,,,,,,,6,,,,,,90,35,6.0
90SH00062, 84025847, 0,84,2,02,Y5847,74,136,5,,171,9.2,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00063, 84025863, 0,84,2,02,Y5863,73,137,5,,151,7.4,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00064, 84025879, 0,84,2,02,Y5879,74,137,5,,188,10.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00065, 84025888, 0,84,2,02,Y5888,83,136,2,,128,8.5,,,5,,,,,,,,,,,,,,,7,,,,,,90,30,6.0
90SH00066, 84025897, 0,84,2,02,Y5897,72,136,5,,173,8.9,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00067, 84025953, 0,84,2,02,Y5953,74,136,5,,159,7.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00068, 84025992, 0,84,2,02,Y5992,74,137,5,,146,7.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00069, 84026000, 0,84,2,02,Y6000,73,137,5,,207,7.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00070, 84026002, 0,84,2,02,Y6002,73,136,5,,168,7.1,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00071, 84026048, 0,84,2,02,Y6048,74,137,5,,177,5.7,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00072, 84026059, 0,84,2,02,Y6059,72,136,5,,127,10.0,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00073, 84026066, 0,84,2,02,Y6066,74,137,5,,157,7.6,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00074, 84026080, 0,84,2,02,Y6080,74,137,5,,143,8.8,,,7,,,,,,,,,,,,,,,6,,,,,,90,39,6.0
90SH00075, 84026099, 0,84,2,02,Y6099,72,137,5,,163,9.9,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00076, 84026108, 0,84,2,02,Y6108,74,136,5,,163,11.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00077, 84026118, 0,84,2,02,Y6118,73,136,5,,175,10.1,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00078, 84026134, 0,84,2,02,Y6134,72,137,5,,179,6.9,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00079, 84026171, 0,84,2,02,Y6171,72,136,5,,167,10.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00080, 84026172, 0,84,2,02,Y6172,72,136,5,,184,9.4,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00081, 84026173, 0,84,2,02,Y6173,72,137,5,,192,11.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00082, 84026190, 0,84,2,02,Y6190,72,136,5,,185,8.8,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00083, 84026191, 0,84,2,02,Y6191,72,137,5,,190,7.6,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00084, 84026201, 0,84,2,02,Y6201,73,137,5,,139,5.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00085, 84026203, 0,84,2,02,Y6203,74,136,5,,176,11.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00086, 84026222, 0,84,2,02,Y6222,72,136,5,,167,9.6,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00087, 84026262, 0,84,2,02,Y6262,73,136,5,,144,8.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00088, 84026270, 0,84,2,02,Y6270,73,136,5,,160,11.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00089, 84026273, 0,84,2,02,Y6273,73,137,5,,138,7.8,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00090, 84026282, 0,84,2,02,Y6282,74,137,5,,163,9.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00091, 84026290, 0,84,2,02,Y6290,74,137,5,,144,8.6,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00092, 84026370, 0,84,2,02,Y6370,74,137,5,,206,9.5,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00093, 84026377, 0,84,2,02,Y6377,73,137,5,,197,7.1,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00094, 84026428, 0,84,2,02,Y6428,73,136,5,,182,10.7,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00095, 84026429, 0,84,2,02,Y6429,73,137,5,,178,7.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00096, 84026439, 0,84,2,02,Y6439,74,137,5,,161,8.5,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00097, 84026465, 0,84,2,02,Y6465,80,138,X,,135,8.5,,,7,,,,,,,,,,,,,,,7,,,,,,90,30,6.0
90SH00098, 84026488, 0,84,2,02,Y6488,73,136,5,,186,10.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00099, 84026669, 0,84,2,02,Y6669,75,137,5,,156,11.3,,,3,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00100, 84026714, 0,84,2,02,Y6714,80,135,2,,173,7.9,,,4,,,,,,,,,,,,,,,7,,,,,,90,30,6.0
90SH00101, 84026715, 0,84,2,02,Y6715,75,137,X,,134,8.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00102, 84026760, 0,84,2,02,Y6760,75,136,5,,170,8.7,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00103, 84026882, 0,84,2,02,Y6882,75,136,5,,132,10.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00104, 84026960, 0,84,2,02,Y6960,82,136,X,,145,6.9,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,6.0
90SH00105, 84026974, 0,84,2,02,Y6974,82,135,2,,172,6.0,,,4,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00106, 84026997, 0,84,2,02,Y6997,82,136,2,,137,8.5,,,6,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00107, 84027005, 0,84,2,02,Y7005,82,136,1,,176,10.0,,,7,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00108, 84027041, 0,84,2,02,Y7041,82,135,1,,183,6.0,,,7,,,,,,,,,,,,,,,7,,,,,,90,30,6.0
90SH00109, 84027043, 0,84,2,02,Y7043,80,135,2,,156,6.8,,,6,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00110, 84027063, 0,84,2,02,Y7063,82,135,2,,186,9.2,,,7,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00111, 84027102, 0,84,2,02,Y7102,82,135,2,,152,8.4,,,7,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00112, 84027113, 0,84,2,02,Y7113,75,137,5,,188,13.1,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00113, 84027131, 0,84,2,02,Y7131,82,136,2,,164,8.3,,,5,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00114, 84027134, 0,84,2,02,Y7134,80,135,2,,151,8.4,,,5,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00115, 84027138, 0,84,2,02,Y7138,81,135,1,,181,9.8,,,6,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00116, 84027151, 0,84,2,02,Y7151,80,136,2,,137,7.9,,,7,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00117, 84027164, 0,84,2,02,Y7164,72,137,5,,214,9.7,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00118, 84027166, 0,84,2,02,Y7166,75,136,5,,189,13.7,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,6.0
90SH00119, 84027195, 0,84,2,02,Y7195,80,135,2,,133,8.1,,,6,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00120, 84027231, 0,84,2,02,Y7231,82,135,1,,141,6.8,,,7,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00121, 84027241, 0,84,2,02,Y7241,80,136,1,,167,7.1,,,6,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00122, 84027247, 0,84,2,02,Y7247,80,135,1,,166,10.1,,,7,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00123, 84027274, 0,84,2,02,Y7274,80,137,5,,174,8.8,,,7,,,,,,,,,,,,,,,7,,,,,,90,30,6.0
90SH00124, 84027285, 0,84,4,02,Y7285,70,137,M,V,182,8.0,,,6,,,,,,,,,,,,,,,2,,,,,195,90,30,6.0
90SH00125, 84027344, 0,84,2,02,Y7344,81,135,2,,149,8.7,,,7,,,,,,,,,,,,,,,,,,,,,90,30,6.0
90SH00126, 84027369, 0,84,2,02,Y7369,73,136,5,,159,10.3,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00127, 84027383, 0,84,2,02,Y7383,73,136,5,,163,9.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00128, 84027384, 0,84,2,02,Y7384,73,137,5,,179,10.2,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00129, 84027437, 0,84,2,02,Y7437,80,135,1,,171,8.7,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.5
90SH00130, 84027438, 0,84,2,02,Y7438,73,137,5,,165,10.9,,,3,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00131, 84027463, 0,84,2,02,Y7463,73,137,5,,171,8.2,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00132, 84027466, 0,84,2,02,Y7466,73,137,5,,165,10.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00133, 84027487, 0,84,2,02,Y7487,73,137,5,,146,8.7,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00134, 84027518, 0,84,2,02,Y7518,76,137,5,,151,7.9,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00135, 84027519, 0,84,2,02,Y7519,72,136,5,,148,8.9,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00136, 84027521, 0,84,2,02,Y7521,74,136,5,,162,5.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00137, 84027532, 0,84,2,02,Y7532,76,137,5,,175,8.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00138, 84027540, 0,84,2,02,Y7540,72,137,5,,162,7.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00139, 84027541, 0,84,2,02,Y7541,72,137,5,,151,4.9,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00140, 84027560, 0,84,2,02,Y7560,72,136,5,,192,9.8,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00141, 84027563, 0,84,2,02,Y7563,76,136,5,,183,12.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00142, 84027577, 0,84,2,02,Y7577,72,137,5,,190,7.7,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00143, 84027578, 0,84,2,02,Y7578,76,137,5,,162,8.7,,,3,,,,,,,,,,,,,,,6,,,,,,90,35,5.5
90SH00144, 84027588, 0,84,2,02,Y7588,76,136,5,,157,8.3,,,3,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00145, 84027589, 0,84,2,02,Y7589,74,136,5,,141,8.0,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00146, 84027594, 0,84,2,02,Y7594,74,137,5,,159,7.1,,,2,,,,,,,,,,,,,,,6,,,,,,90,39,5.5
90SH00147, 84027596, 0,84,2,02,Y7596,76,137,5,,124,8.5,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00148, 84027600, 0,84,2,02,Y7600,76,137,5,,148,9.3,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00149, 84027620, 0,84,2,02,Y7620,00,138,2,B,107,5.7,,,5,,,,,,,,,,,,,,,1,,,,,,90,30,5.5
90SH00150, 84027630, 0,84,2,02,Y7630,81,136,1,,157,8.1,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.5
90SH00151, 84027636, 0,84,2,02,Y7636,76,137,5,,169,9.6,,,6,,,,,,,,,,,,,,,6,,,,,,90,35,5.5
90SH00152, 84027650, 0,84,2,02,Y7650,74,136,5,,177,8.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,39,5.5
90SH00153, 84027660, 0,84,2,02,Y7660,76,137,5,,156,9.5,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00154, 84027663, 0,84,2,02,Y7663,74,137,5,,203,10.7,,,2,,,,,,,,,,,,,,,6,,,,,,90,39,5.5
90SH00155, 84027666, 0,84,2,02,Y7666,83,136,1,,148,7.8,,,4,,,,,,,,,,,,,,,7,,,,,,90,30,5.5
90SH00156, 84027676, 0,84,2,02,Y7676,74,137,5,,165,10.8,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00157, 84027678, 0,84,2,02,Y7678,74,137,5,,164,9.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00158, 84027686, 0,84,2,02,Y7686,76,136,5,,151,10.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,35,5.5
90SH00159, 84027687, 0,84,2,02,Y7687,76,137,5,,182,10.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,35,5.5
90SH00160, 84027722, 0,84,2,02,Y7722,72,136,5,,188,11.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00161, 84027736, 0,84,2,02,Y7736,80,135,2,,125,10.9,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.5
90SH00162, 84027745, 0,84,2,02,Y7745,75,137,5,,142,9.6,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00163, 84027763, 0,84,2,02,Y7763,81,135,2,,125,6.9,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.5
90SH00164, 84027768, 0,84,2,02,Y7768,75,137,5,,180,9.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00165, 84027787, 0,84,2,02,Y7787,81,135,1,,156,8.8,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.5
90SH00166, 84027789, 0,84,2,02,Y7789,75,136,5,,153,9.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00167, 84027796, 0,84,2,02,Y7796,81,135,2,,148,8.5,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.5
90SH00168, 84027807, 0,84,2,02,Y7807,00,138,5,B,156,9.9,,,5,,,,,,,,,,,,,,,1,,,,,,90,30,5.5
90SH00169, 84027814, 0,84,2,02,Y7814,75,137,5,,187,9.5,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,5.5
90SH00170, 85027864, 0,85,2,02,Y7864,80,135,2,,156,6.9,,,7,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00171, 85027866, 0,85,2,02,Y7866,81,136,1,,174,8.8,,,5,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00172, 85027872, 0,85,2,02,Y7872,81,136,1,,96,6.5,,,5,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00173, 85027906, 0,85,2,02,Y7906,81,135,1,,158,7.6,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00174, 85027962, 0,85,2,02,Y7962,82,135,1,,151,8.9,,,5,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00175, 85027982, 0,85,2,02,Y7982,83,136,1,,157,8.1,,,5,,,,,,,,,,,,,,,7,,,,,,90,30,5.0
90SH00176, 85027990, 0,85,2,02,Y7990,81,135,1,,142,6.9,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00177, 85027999, 0,85,2,02,Y7999,83,135,1,,160,8.2,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.0
90SH00178, 85028015, 0,85,2,02,Y8015,83,136,2,,172,5.6,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.0
90SH00179, 85028017, 0,85,2,02,Y8017,83,136,2,,133,7.3,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00180, 85028038, 0,85,2,02,Y8038,83,137,5,,147,7.0,,,5,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00181, 85028085, 0,85,2,02,Y8085,81,136,1,,158,7.4,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.0
90SH00182, 85028110, 0,85,2,02,Y8110,80,135,1,,183,9.9,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00183, 85028154, 0,85,2,02,Y8154,80,136,1,,151,7.6,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.0
90SH00184, 85028181, 0,85,2,02,Y8181,83,136,2,,126,8.1,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00185, 85028189, 0,85,2,02,Y8189,83,136,2,,158,6.7,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00186, 85028194, 0,85,2,02,Y8194,83,136,1,,112,7.6,,,7,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00187, 85028199, 0,85,2,02,Y8199,80,137,H,,186,6.6,,,5,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00188, 85028261, 0,85,2,02,Y8261,80,135,1,,172,6.9,,,4,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00189, 85028272, 0,85,2,02,Y8272,81,136,1,,148,7.1,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00190, 85028273, 0,85,2,02,Y8273,80,135,1,,168,8.3,,,6,,,,,,,,,,,,,,,7,,,,,,90,30,5.0
90SH00191, 85028299, 0,85,2,02,Y8299,83,136,1,,140,6.9,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00192, 85028300, 0,85,2,02,Y8300,81,135,2,,152,6.2,,,5,,,,,,,,,,,,,,,7,,,,,,90,30,5.0
90SH00193, 85028302, 0,85,2,02,Y8302,81,136,1,,190,6.8,,,5,,,,,,,,,,,,,,,,,,,,,90,30,5.0
90SH00194, 85028304, 0,85,2,02,Y8304,82,136,2,,170,6.7,,,6,,,,,,,,,,,,,,,,,,,,,90,30,5.0
