UID,ID9,ABEWE,YR,SEX,BRD,ETAG,LINE,DAYSH,BAND,TEETH,SPWT,GRFL,L,CLFL,FLGR1,SIGR,THGR,SQEZ,H,J,FACE,DEWLAP,NECK,TYPE,COND,WTFEB,N_FEB,T_FEB,C_FEB,FTRT,DIAM,VARD,CRIMP,DIGR,WT_JULY,YEAR,STM,AGE
90SH00911, 88032863, 0,88,2,03,L2863,73,136,5,,147,7.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00912, 88032867, 0,88,2,03,L2867,74,137,5,,126,6.3,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00913, 88032868, 0,88,2,03,L2868,40,136,5,,93,7.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00914, 88032872, 0,88,1,03,L2872,74,137,M,,201,11.1,82,,4,4,5,,2,3, 7,,,,,,,,,6,,,,,209,90,30,1.5
90SH00915, 88032874, 0,88,1,03,L2874,75,137,M,,184,12.5,99,,6,5,7,,2,1, 7,,,,,,,,,6,,,,,199,90,30,1.5
90SH00916, 88032876, 0,88,2,03,L2876,73,135,F,,137,8.6,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00917, 88032878, 0,88,2,03,L2878,72,136,5,,134,9.3,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00918, 88032879, 0,88,2,03,L2879,74,137,5,,140,10.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00919, 88032880, 0,88,2,03,L2880,76,137,5,,127,10.0,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00920, 88032882, 0,88,2,03,L2882,76,136,5,,129,10.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00921, 88032883, 0,88,2,03,L2883,76,136,5,,140,9.7,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00922, 88032886, 0,88,1,03,L2886,76,137,M,,192,13.9,100,,6,4,6,,2,1, 6,,,,,,,,,6,,,,,211,90,30,1.5
90SH00923, 88032890, 0,88,2,03,L2890,40,136,5,,147,10.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00924, 88032901, 0,88,1,03,L2901,73,137,M,,175,12.0,96,,7,6,7,,2,5, 7,,,,,,,,,6,,,,,191,90,30,1.5
90SH00925, 88032905, 0,88,2,03,L2905,40,136,5,,105,12.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00926, 88032914, 0,88,2,03,L2914,73,135,F,,127,8.2,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00927, 88032915, 0,88,2,03,L2915,73,136,5,,145,7.6,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00928, 88032919, 0,88,2,03,L2919,72,136,5,,143,6.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00929, 88032921, 0,88,2,03,L2921,40,135,F,,106,7.7,,,4,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00930, 88032923, 0,88,2,03,L2923,40,137,5,,126,11.8,,,6,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00931, 88032927, 0,88,2,03,L2927,73,137,5,,141,7.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00932, 88032929, 0,88,2,03,L2929,40,135,F,,117,10.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00933, 88032930, 0,88,2,03,L2930,75,136,5,,125,9.7,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00934, 88032935, 0,88,2,03,L2935,40,137,5,,116,9.2,,,3,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00935, 88032936, 0,88,2,03,L2936,40,137,5,,121,10.5,,,3,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00936, 88032937, 0,88,2,03,L2937,76,137,5,,137,9.5,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00937, 88032941, 0,88,2,03,L2941,74,135,F,,134,9.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00938, 88032943, 0,88,2,03,L2943,40,136,5,,124,11.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00939, 88032945, 0,88,2,03,L2945,75,136,5,,136,9.6,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00940, 88032949, 0,88,2,03,L2949,40,136,5,,131,10.7,,,4,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00941, 88032951, 0,88,2,03,L2951,75,136,5,,142,10.1,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00942, 88032954, 0,88,2,03,L2954,73,137,5,,123,9.8,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00943, 88032955, 0,88,2,03,L2955,73,135,F,,140,9.0,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00944, 88032957, 0,88,2,03,L2957,72,137,5,,142,9.0,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00945, 88032960, 0,88,2,03,L2960,40,135,F,,111,10.1,,,2,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00946, 88032964, 0,88,2,03,L2964,40,137,5,,124,11.0,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00947, 88032968, 0,88,2,03,L2968,40,136,5,,106,10.1,,,6,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00948, 88032970, 0,88,2,03,L2970,75,135,F,,123,7.1,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00949, 88032975, 0,88,1,03,L2975,76,137,M,,175,10.4,114,,6,7,8,,1,1, 7,,,,,,,,,6,,,,,188,90,30,1.5
90SH00950, 88032976, 0,88,2,03,L2976,76,137,5,,150,9.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00951, 88032978, 0,88,2,03,L2978,72,137,5,,129,9.3,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00952, 88032979, 0,88,1,03,L2979,72,137,M,,180,11.4,95,,6,6,7,,2,2, 8, 4, 6, 7, 6,,,,,6,,,,,197,90,30,1.5
90SH00953, 88032987, 0,88,1,03,L2987,74,137,M,,207,8.1,102,,6,6,7,,3,3, 6,,,,,,,,,6,,,,,229,90,30,1.5
90SH00954, 88032992, 0,88,2,03,L2992,40,137,5,,126,9.8,,,3,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00955, 88032996, 0,88,2,03,L2996,73,136,5,,140,8.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00956, 88032997, 0,88,1,03,L2997,73,137,M,,194,9.2,108,,6,4,7,,2,5, 6,,,,,,,,,6,,,,,200,90,30,1.5
90SH00957, 88033000, 0,88,2,03,L3000,40,135,F,,111,11.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00958, 88033003, 0,88,2,03,L3003,40,135,F,,97,9.5,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00959, 88033004, 0,88,2,03,L3004,40,135,F,,98,9.6,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00960, 88033007, 0,88,2,03,L3007,72,137,5,,132,7.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00961, 88033024, 0,88,2,03,L3024,74,137,5,,161,11.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00962, 88033025, 0,88,2,03,L3025,72,136,5,,138,11.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00963, 88033027, 0,88,2,03,L3027,40,137,5,,133,9.2,,,4,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00964, 88033028, 0,88,2,03,L3028,40,137,5,,118,8.5,,,3,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00965, 88033029, 0,88,2,03,L3029,73,135,F,,130,5.4,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00966, 88033031, 0,88,2,03,L3031,72,136,5,,148,10.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00967, 88033033, 0,88,2,03,L3033,75,136,5,,123,8.2,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00968, 88033036, 0,88,2,03,L3036,40,136,5,,128,9.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00969, 88033037, 0,88,2,03,L3037,40,137,5,,123,11.8,,,3,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00970, 88033038, 0,88,2,03,L3038,72,136,5,,135,8.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00971, 88033039, 0,88,2,03,L3039,72,137,5,,135,7.3,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00972, 88033040, 0,88,2,03,L3040,75,137,5,,141,9.9,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00973, 88033041, 0,88,2,03,L3041,75,137,5,,150,5.5,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00974, 88033042, 0,88,1,03,L3042,76,137,M,,188,9.0,106,,5,5,7,,2,2, 5,,,,,,,,,6,,,,,206,90,30,1.5
90SH00975, 88033043, 0,88,1,03,L3043,76,137,M,,185,15.2,136,,6,6,7,,1,2, 5,,,,,,,,,6,,,,,190,90,30,1.5
90SH00976, 88033046, 0,88,2,03,L3046,72,137,5,,146,9.8,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00977, 88033047, 0,88,2,03,L3047,72,136,5,,141,11.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00978, 88033049, 0,88,2,03,L3049,72,137,5,,124,8.9,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00979, 88033051, 0,88,2,03,L3051,73,137,5,,150,8.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00980, 88033060, 0,88,2,03,L3060,73,137,5,,158,7.6,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00981, 88033064, 0,88,2,03,L3064,72,137,5,,159,11.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00982, 88033065, 0,88,2,03,L3065,76,136,5,,145,7.7,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00983, 88033067, 0,88,2,03,L3067,76,136,5,,139,9.0,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00984, 88033072, 0,88,2,03,L3072,75,136,5,,133,8.2,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00985, 88033073, 0,88,2,03,L3073,75,137,5,,127,9.5,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00986, 88033075, 0,88,2,03,L3075,72,136,5,,159,11.9,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00987, 88033079, 0,88,2,03,L3079,40,136,5,,114,11.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00988, 88033084, 0,88,2,03,L3084,40,136,5,,97,10.6,,,4,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00989, 88033087, 0,88,1,03,L3087,72,137,M,,164,12.0,110,,5,5,6,,1,1, 7, 4, 5, 7, 7,,,,,6,,,,,184,90,30,1.5
90SH00990, 88033090, 0,88,1,03,L3090,72,137,M,,187,13.5,96,,6,4,6,,2,2, 6, 7, 6, 7, 7,,,,,6,,,,,215,90,30,1.5
90SH00991, 88033091, 0,88,2,03,L3091,72,136,5,,151,11.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00992, 88033097, 0,88,2,03,L3097,40,137,5,,144,10.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00993, 88033100, 0,88,1,03,L3100,72,137,M,,169,10.1,88,,6,4,6,,1,2, 5, 5, 5, 7, 7,,,,,6,,,,,178,90,30,1.5
90SH00994, 88033101, 0,88,2,03,L3101,76,137,5,,129,9.7,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00995, 88033108, 0,88,2,03,L3108,72,137,5,,145,9.1,,,3,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00996, 88033109, 0,88,2,03,L3109,73,137,5,,137,10.5,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH00997, 88033112, 0,88,2,03,L3112,40,136,5,,122,12.0,,,6,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00998, 88033113, 0,88,2,03,L3113,40,137,5,,106,12.3,,,4,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH00999, 88033114, 0,88,2,03,L3114,40,137,5,,103,11.6,,,6,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01000, 88033115, 0,88,2,03,L3115,40,135,F,,100,8.7,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01001, 88033118, 0,88,2,03,L3118,72,137,5,,143,8.4,,,3,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01002, 88033122, 0,88,2,03,L3122,73,137,5,,158,11.1,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01003, 88033123, 0,88,2,03,L3123,73,137,5,,129,10.7,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01004, 88033125, 0,88,2,03,L3125,72,137,5,,140,5.2,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01005, 88033128, 0,88,2,03,L3128,75,137,5,,136,6.7,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01006, 88033129, 0,88,2,03,L3129,40,136,5,,125,12.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01007, 88033130, 0,88,2,03,L3130,40,136,5,,111,10.6,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01008, 88033131, 0,88,2,03,L3131,72,136,5,,154,9.7,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01009, 88033134, 0,88,2,03,L3134,40,137,5,,103,10.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01010, 88033138, 0,88,1,03,L3138,72,137,M,,189,11.4,89,,4,4,6,,2,1, 6, 5, 5, 7, 7,,,,,6,,,,,209,90,30,1.5
90SH01011, 88033142, 0,88,2,03,L3142,76,137,5,,142,11.3,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01012, 88033144, 0,88,2,03,L3144,73,136,5,,143,7.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01013, 88033145, 0,88,1,03,L3145,73,137,M,,167,11.1,104,,6,5,6,,2,7, 7,,,,,,,,,6,,,,,184,90,30,1.5
90SH01014, 88033146, 0,88,2,03,L3146,72,136,5,,144,10.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01015, 88033147, 0,88,2,03,L3147,72,136,5,,156,12.8,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01016, 88033150, 0,88,1,03,L3150,10,137,M,,160,16.1,85,,5,3,5,,3,1, 6,12, 9, 8, 8,,,,,6,,,,,178,90,41,1.5
90SH01017, 88033152, 0,88,4,03,L3152,72,137,M,,177,9.2,91,,6,5,6,,1,1, 5, 5, 5, 7, 7,,,,,6,,,,,197,90,30,1.5
90SH01018, 88033158, 0,88,2,03,L3158,76,136,5,,146,9.2,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01019, 88033161, 0,88,2,03,L3161,40,136,5,,105,11.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01020, 88033163, 0,88,2,03,L3163,40,137,5,,119,11.6,,,3,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01021, 88033164, 0,88,2,03,L3164,40,137,5,,128,8.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01022, 88033168, 0,88,2,03,L3168,72,136,5,,138,10.5,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01023, 88033169, 0,88,2,03,L3169,73,137,5,,137,7.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01024, 88033170, 0,88,2,03,L3170,40,136,5,,118,10.4,,,7,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01025, 88033171, 0,88,2,03,L3171,40,136,5,,120,11.9,,,4,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01026, 88033173, 0,88,2,03,L3173,72,137,5,,136,8.5,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01027, 88033175, 0,88,1,03,L3175,74,137,M,,204,13.1,110,,5,5,7,,2,1, 5,,,,,,,,,6,,,,,212,90,30,1.5
90SH01028, 88033181, 0,88,2,03,L3181,40,137,5,,130,11.3,,,5,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01029, 88033183, 0,88,2,03,L3183,72,136,5,,142,9.9,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01030, 88033186, 0,88,2,03,L3186,72,136,5,,135,9.4,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01031, 88033190, 0,88,2,03,L3190,72,137,5,,149,10.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01032, 88033195, 0,88,1,03,L3195,75,137,M,,191,12.2,114,,6,6,7,,1,2, 6,,,,,,,,,6,,,,,202,90,30,1.5
90SH01033, 88033196, 0,88,3,03,L3196,00,138,5,W,176,6.7,,,5,,,,,,,,,,,,,,,1,,,,,,90,30,1.5
90SH01034, 88033197, 0,88,2,03,L3197,75,136,5,,142,9.2,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01035, 88033201, 0,88,2,03,L3201,72,136,5,,138,6.1,,,2,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01036, 88033204, 0,88,2,03,L3204,73,136,5,,134,7.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01037, 88033205, 0,88,1,03,L3205,73,137,M,,183,14.0,109,,5,6,7,,2,1, 6,,,,,,,,,6,,,,,190,90,30,1.5
90SH01038, 88033212, 0,88,1,03,L3212,72,137,M,,174,8.7,77,,6,3,4,,2,2, 8, 5, 4, 7, 9,,,,,6,,,,,190,90,30,1.5
90SH01039, 88033215, 0,88,2,03,L3215,76,137,5,,112,10.1,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01040, 88033221, 0,88,1,03,L3221,75,137,M,,176,11.5,118,,7,6,7,,1,1, 5,,,,,,,,,6,,,,,186,90,30,1.5
90SH01041, 88033222, 0,88,2,03,L3222,75,135,F,,127,9.2,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01042, 88033231, 0,88,2,03,L3231,72,137,5,,139,10.4,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01043, 88033237, 0,88,1,03,L3237,75,137,M,,176,11.7,99,,5,3,5,,1,1, 5,,,,,,,,,6,,,,,201,90,30,1.5
90SH01044, 88033247, 0,88,2,03,L3247,40,137,5,,122,10.1,,,4,,,,,,,,,,,,,,,6,,,,,,90,40,1.5
90SH01045, 88033265, 0,88,2,03,L3265,76,136,5,,142,11.8,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01046, 88033266, 0,88,1,03,L3266,73,137,M,,156,10.4,104,,6,6,7,,2,1, 4,,,,,,,,,6,,,,,169,90,30,1.5
90SH01047, 88033269, 0,88,2,03,L3269,74,136,5,,130,6.9,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01048, 88033275, 0,88,2,03,L3275,74,137,5,,131,8.1,,,3,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01049, 88033299, 0,88,2,03,L3299,76,137,5,,130,8.5,,,6,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01050, 88033300, 0,88,2,03,L3300,73,137,5,,145,10.7,,,4,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01051, 88033306, 0,88,2,03,L3306,73,136,5,,142,9.4,,,5,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01052, 88033315, 0,88,2,03,L3315,74,137,5,,143,8.4,,,7,,,,,,,,,,,,,,,6,,,,,,90,30,1.5
90SH01053, 89033335, 0,89,2,03,L3335,82,135,1,,128,7.8,81,,4,,,,1,1, 7,,,,,144,,,,,,,,,,90,30,1.0
90SH01054, 89033336, 0,89,2,03,L3336,80,135,1,,116,9.9,79,,4,,,,1,3,11,,,,,138,,,,,,,,,,90,07,1.0
90SH01055, 89033339, 0,89,2,03,L3339,81,136,1,,114,10.9,73,,5,,,,1,1, 8,,,,,133,,,,,,,,,,90,07,1.0
90SH01056, 89033342, 0,89,2,03,L3342,83,135,2,,132,9.3,81,,5,,,,1,1,10,,,,,139,,,,,,,,,,90,30,1.0
90SH01057, 89033344, 0,89,2,03,L3344,83,135,2,,134,8.5,88,,5,,,,1,1, 5,,,,,159,,,,,,,,,,90,30,1.0
90SH01058, 89033356, 0,89,2,03,L3356,81,135,2,,127,8.6,90,,5,,,,1,1, 6,,,,,140,,,,,,,,,,90,30,1.0
90SH01059, 89033357, 0,89,2,03,L3357,81,135,1,,118,6.6,82,,3,,,,1,1, 7,,,,,137,,,,,,,,,,90,30,1.0
90SH01060, 89033359, 0,89,2,03,L3359,83,135,2,,142,6.9,79,,4,,,,1,1, 6,,,,,147,,,,,,,,,,90,30,1.0
90SH01061, 89033363, 0,89,2,03,L3363,82,135,1,,124,5.5,70,,4,,,,1,1, 5,,,,,142,,,,,,,,,,90,30,1.0
90SH01062, 89033369, 0,89,2,03,L3369,82,135,1,,110,6.4,102,,5,,,,1,1, 6,,,,,135,,,,,,,,,,90,30,1.0
90SH01063, 89033373, 0,89,2,03,L3373,80,135,2,,141,6.6,98,,6,,,,1,1, 7,,,,,144,,,,,,,,,,90,30,1.0
90SH01064, 89033376, 0,89,2,03,L3376,80,135,1,,117,8.7,92,,6,,,,1,1, 6,,,,,141,,,,,,,,,,90,30,1.0
90SH01065, 89033377, 0,89,2,03,L3377,81,135,2,,140,9.5,89,,5,,,,1,1, 5,,,,,152,,,,,,,,,,90,30,1.0
90SH01066, 89033378, 0,89,2,03,L3378,81,135,1,,107,7.9,92,,6,,,,1,1, 8,,,,,126,,,,,,,,,,90,30,1.0
90SH01067, 89033381, 0,89,2,03,L3381,81,135,1,,103,7.8,91,,5,,,,1,1, 7,,,,,132,,,,,,,,,,90,30,1.0
90SH01068, 89033385, 0,89,2,03,L3385,00,138,1,B,120,7.1,85,,5,,,,1,1, 6,,,,,122,,,,1,,,,,,90,30,1.0
90SH01069, 89033388, 0,89,2,03,L3388,80,135,1,,145,6.9,72,,3,,,,1,1, 5,,,,,154,,,,,,,,,,90,30,1.0
90SH01070, 89033390, 0,89,2,03,L3390,81,135,1,,147,8.6,74,,5,,,,1,1, 4,,,,,151,,,,,,,,,,90,30,1.0
90SH01071, 89033395, 0,89,2,03,L3395,81,135,2,,131,8.1,91,,6,,,,1,1, 4,,,,,132,,,,,,,,,,90,30,1.0
90SH01072, 89033400, 0,89,2,03,L3400,83,136,1,,152,10.9,88,,7,,,,1,1, 5,,,,,166,,,,,,,,,,90,30,1.0
90SH01073, 89033401, 0,89,2,03,L3401,80,135,1,,126,7.4,110,,7,,,,1,1, 4,,,,,139,,,,,,,,,,90,30,1.0
90SH01074, 89033404, 0,89,2,03,L3404,83,136,5,,127,10.6,99,,5,,,,1,1, 6,,,,,139,,,,,,,,,,90,30,1.0
90SH01075, 89033407, 0,89,2,03,L3407,83,135,1,,113,6.9,68,,4,,,,1,1, 7,,,,,134,,,,,,,,,,90,30,1.0
90SH01076, 89033408, 0,89,2,03,L3408,81,136,1,,140,9.1,69,,5,,,,1,1, 7,,,,,157,,,,,,,,,,90,30,1.0
90SH01077, 89033410, 0,89,2,03,L3410,82,135,1,,116,9.4,106,,6,,,,1,1, 6,,,,,133,,,,,,,,,,90,30,1.0
90SH01078, 89033412, 0,89,2,03,L3412,82,135,2,,114,6.2,87,,5,,,,1,1, 6,,,,,126,,,,,,,,,,90,30,1.0
90SH01079, 89033413, 0,89,2,03,L3413,82,137,2,,134,7.6,92,,4,,,,1,1, 6,,,,,140,,,,,,,,,,90,30,1.0
90SH01080, 89033415, 0,89,2,03,L3415,83,136,1,,107,7.6,65,,5,,,,1,1, 4,,,,,137,,,,,,,,,,90,30,1.0
90SH01081, 89033418, 0,89,1,03,L3418,71,138,Y,,141,6.1,84,,4,6,7,,2,1, 4,,,,,,,,,,,,,,185,90,30,1.0
90SH01082, 89033425, 0,89,1,03,L3425,71,138,Y,,155,9.2,100,,6,7,7,,2,1, 7,,,,,,,,,,,,,,188,90,30,1.0
90SH01083, 89033429, 0,89,2,03,L3429,80,135,2,,122,7.9,75,,6,,,,1,1, 5,,,,,126,,,,,,,,,,90,30,1.0
90SH01084, 89033431, 0,89,2,03,L3431,80,135,1,,130,9.0,83,,4,,,,1,1, 7,,,,,160,,,,,,,,,,90,30,1.0
90SH01085, 89033433, 0,89,2,03,L3433,82,135,1,,109,5.3,64,,3,,,,1,1, 6,,,,,112,,,,,,,,,,90,30,1.0
90SH01086, 89033435, 0,89,2,03,L3435,83,137,2,,141,9.0,88,,3,,,,1,1, 8,,,,,154,,,,,,,,,,90,30,1.0
90SH01087, 89033437, 0,89,2,03,L3437,82,136,1,,127,9.2,96,,6,,,,1,1, 6,,,,,138,,,,,,,,,,90,30,1.0
90SH01088, 89033445, 0,89,2,03,L3445,82,135,2,,117,7.0,80,,6,,,,1,1, 6,,,,,125,,,,,,,,,,90,30,1.0
90SH01089, 89033448, 0,89,2,03,L3448,81,135,2,,136,9.5,88,,6,,,,1,1, 8,,,,,147,,,,,,,,,,90,30,1.0
90SH01090, 89033453, 0,89,2,03,L3453,82,135,1,,110,7.4,86,,5,,,,1,1, 5,,,,,113,,,,,,,,,,90,30,1.0
90SH01091, 89033464, 0,89,2,03,L3464,80,136,1,,147,8.3,,,7,,,,1,1, 9,,,,,,,,,,,,,,,90,30,1.0
90SH01092, 89033465, 0,89,2,03,L3465,81,137,5,,120,9.5,,,5,,,,1,1, 6,,,,,,,,,,,,,,,90,30,1.0
90SH01093, 89033467, 0,89,1,03,L3467,71,138,Y,,160,7.6,98,,6,6,7,,1,2, 4,,,,,,,,,,,,,,199,90,30,1.0
90SH01094, 89033470, 0,89,1,03,L3470,70,138,Y,,145,9.7,91,,6,5,7,,2,2, 5,,,,,,,,,,,,,,194,90,30,1.0
90SH01095, 89033473, 0,89,2,03,L3473,83,137,2,,124,10.0,92,,4,,,,1,1, 8,,,,,138,,,,,,,,,,90,30,1.0
90SH01096, 89033475, 0,89,2,03,L3475,81,136,1,,142,9.7,99,,5,,,,1,1, 5,,,,,146,,,,,,,,,,90,30,1.0
90SH01097, 89033480, 0,89,1,03,L3480,71,138,Y,,153,6.5,82,,6,6,7,,2,2, 4,,,,,,,,,,,,,,187,90,30,1.0
90SH01098, 89033481, 0,89,1,03,L3481,71,138,Y,,159,8.9,90,,6,6,7,,2,1, 3,,,,,,,,,,,,,,191,90,30,1.0
90SH01099, 89033482, 0,89,2,03,L3482,82,135,2,,122,6.6,56,,5,,,,1,1, 7,,,,,143,,,,,,,,,,90,30,1.0
90SH01100, 89033483, 0,89,1,03,L3483,71,138,Y,,129,6.3,85,,4,6,7,,2,1, 4,,,,,,,,,,,,,,145,90,30,1.0
