UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK
05SH00901,1998109706,10,S9706,8.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00902,2001112401,11,R2401,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00903,1998109453,10,S9453,11.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00904,1999110809,11,R0809,9.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00905,2002113383,11,R3383,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00906,1999090767,09,90767,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00907,1999046608,04,A6608,7.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00908,2003114105,11,R4105,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00909,2002049927,04,A9927,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00910,1999090239,09,90239,8.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00911,1998109412,10,S9412,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00912,2001048405,04,A8405,6.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00913,1999046668,04,A6668,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00914,2000111433,11,R1433,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00915,2002113820,11,R3820,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00916,2003050646,05,H0646,11.0,56,6,2,2005-03-14,73,BAND 2,2,
05SH00917,1998008462,00, 8462,6.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00918,2002113678,11,R3678,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00919,2000047262,04,A7262,4.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00920,2002113535,11,R3535,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00921,2002049219,04,A9219,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00922,2001112524,11,R2524,7.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00923,2001112776,11,R2776,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00924,2002113026,11,R3026,10.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00925,2002113330,11,R3330,12.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00926,2002049241,04,A9241,6.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00927,2003114060,11,R4060,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00928,2003819267,81,Z9267,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00929,1999046656,04,A6656,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00930,2000111168,11,R1168,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00931,2002113749,11,R3749,12.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00932,2003050688,05,H0688,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00933,2002113513,11,R3513,13.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00934,2002113806,11,R3806,12.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00935,2001112682,11,R2682,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00936,2002049091,04,A9091,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00937,1999110875,11,R0875,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00938,2002049306,04,A9306,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00939,2003819369,81,Z9369,7.8,60,4,2,2005-03-14,73,BAND 2,2,?A9369=Z9369
05SH00940,2000000872,00,00872,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00941,2003820387,82,X0387,8.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00942,2003819426,81,Z9426,10.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00943,2001112437,11,R2437,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00944,2003114197,11,R4197,9.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00945,2002050289,05,P0289,7.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00946,2001112887,11,R2887,8.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00947,2002113918,11,R3918,8.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00948,1999046341,04,A6341,6.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00949,2003818852,81,Z8852,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00950,1998045161,04,A5161,5.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00951,2002049597,04,A9597,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00952,1998045194,04,A5194,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00953,2003050568,05,H0568,8.0,56,6,2,2005-03-14,73,BAND 2,2,
05SH00954,2001048770,04,A8770,6.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00955,2000047457,04,A7457,6.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00956,1999046254,04,A6254,6.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00957,2001048505,04,A8505,6.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00958,1999110137,11,R0137,11.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00959,1998045128,04,A5128,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00960,2001048282,04,A8282,8.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00961,2003114063,11,R4063,8.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00962,1999046497,04,A6497,6.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00963,1999090121,09,90121,9.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00964,1999090800,09,90800,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00965,1999046607,04,A6607,5.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00966,2003819271,81,Z9271,10.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00967,1998045529,04,A5529,5.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00968,2003818889,81,Z8889,9.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00969,1999110310,11,R0310,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00970,1999046726,04,A6726,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00971,2002050151,05,P0151,7.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00972,2002113415,11,R3415,10.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00973,1999047010,04,A7010,5.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00974,1999090743,09,90743,7.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00975,2002113495,11,R3495,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00976,2000047591,04,A7591,6.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00977,1999110259,11,R0259,8.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00978,2002049307,04,A9307,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00979,1998045776,04,A5776,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00980,1999090071,09,90071,9.2,56,6,2,2005-03-14,73,BAND 2,2,
05SH00981,2001048600,04,A8600,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00982,1999110130,11,R0130,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00983,1999110739,11,R0739,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00984,1999110614,11,R0614,13.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00985,1998008668,00, 8668,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00986,1998045398,04,A5398,6.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00987,2001112549,11,R2549,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00988,2003819599,81,Z9599,8.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00989,1998045600,04,A5600,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00990,2001048305,04,A8305,6.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00991,1999110746,11,R0746,12.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00992,2000048039,04,A8039,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00993,2000047069,04,A7069,5.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00994,1999046565,04,A6565,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00995,2000001015,00,01015,9.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00996,2000111506,11,R1506,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00997,2001048767,04,A8767,7.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00998,2000047125,04,A7125,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00999,2001112736,11,R2736,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01000,2001112441,11,R2441,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01001,1999090212,09,90212,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01002,2000111197,11,R1197,11.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01003,2001048631,04,A8631,7.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01004,1999046454,04,A6454,7.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01005,2001112816,11,R2816,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01006,2003820148,82,X0148,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01007,2002049071,04,A9071,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01008,2001048225,04,A8225,7.4,56,6,2,2005-03-14,73,BAND 2,2,
05SH01009,2000000904,00,00904,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01010,1998045026,04,A5026,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01011,1998109193,10,S9193,10.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01012,1998109005,10,S9005,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01013,1999046640,04,A6640,8.2,56,6,2,2005-03-14,73,BAND 2,2,
05SH01014,1999110961,11,R0961,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01015,2001112891,11,R2891,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01016,1999110416,11,R0416,10.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01017,1998008443,00, 8443,8.0,56,6,2,2005-03-14,73,BAND 2,2,
05SH01018,1998109016,10,S9016,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01019,2000111550,11,R1550,11.4,64,2,2,2005-03-14,73,BAND 2,2,
05SH01020,1999090684,09,90684,5.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01021,2001048404,04,A8404,6.4,58,5,2,2005-03-14,73,BAND 2,2,SHORT
05SH01022,2002113845,11,R3845,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH01023,2000111196,11,R1196,6.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01024,1999091072,09,91072,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01025,1999111003,11,R1003,11.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01026,1998109125,10,S9125,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01027,2002049891,04,A9891,5.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01028,2002113752,11,R3752,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01029,2001048616,04,A8616,6.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH01030,1999090748,09,90748,7.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH01031,1999110709,11,R0709,10.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01032,2001048522,04,A8522,5.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH01033,1998109236,10,S9236,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01034,2000047177,04,A7177,5.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01035,1998109278,10,S9278,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01036,2000047171,04,A7171,6.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01037,2002112987,11,R2987,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01038,2001112847,11,R2847,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01039,2001112916,11,R2916,10.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01040,1998109141,10,S9141,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01041,2000112031,11,R2031,10.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01042,2002113288,11,R3288,8.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01043,2001112501,11,R2501,11.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01044,1999046931,04,A6931,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH01045,2002113985,11,R3985,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01046,1999046295,04,A6295,8.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH01047,1998045057,04,A5057,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH01048,2000111245,11,R1245,11.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01049,2002048916,04,A8916,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01050,2002050027,05,P0027,7.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01051,1998109340,10,S9340,12.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01052,2002049351,04,A9351,10.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH01053,1999046943,04,A6943,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01054,1999110489,11,R0489,8.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01055,2002113316,11,R3316,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01056,1999046306,04,A6306,7.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01057,2001112714,11,R2714,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01058,2000112033,11,R2033,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01059,2000047467,04,A7467,6.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01060,2002113472,11,R3472,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01061,2002113338,11,R3338,10.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01062,2002113490,11,R3490,9.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01063,2001048507,04,A8507,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01064,2003820341,82,X0341,8.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01065,2003819152,81,Z9152,9.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01066,2002049715,04,A9715,9.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01067,1999046845,04,A6845,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01068,1999110757,11,R0757,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01069,1999110582,11,R0582,9.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH01070,2003050536,05,H0536,5.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH01071,2002113667,11,R3667,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01072,2003050428,05,H0428,9.0,56,6,2,2005-03-14,73,BAND 2,2,
05SH01073,2002050336,05,P0336,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01074,1998109784,10,S9784,10.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01075,2003819160,81,Z9160,10.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01076,2003050407,05,H0407,7.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01077,2002113269,11,R3269,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01078,1998045711,04,A5711,7.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH01079,2002113598,11,R3598,13.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01080,2002113150,11,R3150,10.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01081,2002049589,04,A9589,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01082,2001048434,04,A8434,6.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01083,2002050247,05,P0247,5.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01084,1999046235,04,A6235,5.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01085,2003819734,81,Z9734,7.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01086,2002113400,11,R3400,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01087,2000001470,00,01470,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01088,2003050670,05,H0670,10.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH01089,2001112330,11,R2330,9.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH01090,2001048399,04,A8399,5.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH01091,2003050629,05,H0629,5.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH01092,1999046588,04,A6588,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01093,2000047500,04,A7500,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01094,1999110497,11,R0497,9.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH01095,2001048597,04,A8597,6.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH01096,2001048704,04,A8704,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01097,1998008423,00, 8423,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01098,2003818735,81,Z8735,7.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01099,2002113393,11,R3393,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01100,2003818997,81,Z8997,9.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH01101,1999110734,11,R0734,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01102,2001048580,04,A8580,5.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01103,2003050439,05,H0439,7.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01104,2000000976,00,00976,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH01105,2002113409,11,R3409,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01106,2003818645,81,Z8645,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01107,2002049410,04,A9410,7.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH01108,1998109099,10,S9099,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01109,2001048380,04,A8380,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH01110,2001112208,11,R2208,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01111,2001048359,04,A8359,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01112,2002113497,11,R3497,9.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01113,1999046379,04,A6379,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01114,1998045594,04,A5594,7.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH01115,2002049817,04,A9817,6.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH01116,2002113001,11,R3001,6.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH01117,1998109634,10,S9634,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01118,2002113727,11,R3727,11.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01119,2001048543,04,A8543,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01120,1998045874,04,A5874,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01121,1998109202,10,S9202,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01122,2002049511,04,A9511,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01123,1998109708,10,S9708,8.2,64,2,2,2005-03-14,73,BAND 2,2,
05SH01124,2000047788,04,A7788,8.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH01125,2000111086,11,R1086,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01126,2003820001,82,X0001,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01127,1999110080,11,R0080,10.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01128,2000111152,11,R1152,11.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01129,1999110255,11,R0255,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01130,1999110170,11,R0170,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH01131,2001048532,04,A8532,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01132,2003114082,11,R4082,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH01133,2000111277,11,R1277,11.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01134,2003050524,05,H0524,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH01135,2000000728,00,00728,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH01136,2002114004,11,R4004,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH01137,1999090687,09,90687,5.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH01138,2004821125,82,X1125,7.2,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01139,2004821511,82,X1511,8.0,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01140,2004821035,82,X1035,8.6,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01141,2004821235,82,X1235,6.6,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01142,2004820986,82,X0986,7.0,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01143,2004821343,82,X1343,6.6,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01144,2004821080,82,X1080,6.2,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01145,2004821022,82,X1022,6.8,58,5,3,2005-03-14,73,WF WETHER,W,
05SH01146,2004821013,82,X1013,7.8,60,4,3,2005-03-14,73,WF WETHER,W,BLK.SPOT
05SH01147,2004820970,82,X0970,7.6,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01148,2004820982,82,X0982,8.4,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01149,2004820895,82,X0895,8.0,60,4,3,2005-03-14,73,WF WETHER,W,
05SH01150,2004820983,82,X0983,7.2,62,3,3,2005-03-14,73,WF WETHER,W,
05SH01151,2003820408,82,X0408,11.8,58,5,2,2005-03-14,73,"HOSP, B1",H,HOSP
05SH01152,1998446836,44,T6836,11.6,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01153,1997044899,04,A4899,8.6,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01154,1998008059,00, 8059,10.4,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01155,2000641473,64,K1473,12.0,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01156,1998446454,44,T6454,12.6,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01157,2001048691,04,A8691,9.4,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01158,2000001178,00,01178,10.4,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01159,1999046473,04,A6473,8.4,56,6,2,2005-03-14,73,OVX UTE,O,
05SH01160,2000447761,44,T7761,10.0,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01161,1998446593,44,T6593,10.2,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01162,1999110885,11,R0885,10.6,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01163,1999091075,09,91075,11.2,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01164,1999110167,11,R0167,12.8,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01165,2003449565,44,T9565,11.2,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01166,2001448705,44,T8705,9.8,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01167,2002818234,81,Z8234,14.0,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01168,1998008136,00, 8136,11.2,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01169,1998045853,04,A5853,7.4,56,6,2,2005-03-14,73,OVX UTE,O,
05SH01170,2000001406,00,01406,10.8,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01171,1998446931,44,T6931,12.6,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01172,1997044762,04,A4762,10.0,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01173,1997108129,10,S8129,9.4,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01174,2003820177,82,X0177,9.4,58,5,2,2005-03-14,73,"HOSP, B1",H,LAMBED
05SH01175,1998008636,00, 8636,10.2,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01176,2001112314,11,R2314,10.2,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01177,1998109522,10,S9522,11.4,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01178,2004051069,05,H1069,5.2,60,4,2,2005-03-14,73,"HOSP, B4",H,CRIPPLE
05SH01179,2003050569,05,H0569,9.6,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01180,1999090372,09,90372,12.0,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01181,2000000116,00,00116,12.2,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01182,2001048678,04,A8678,10.8,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01183,1999110824,11,R0824,10.4,60,4,2,2005-03-14,73,OVX UTE,O,
05SH01184,2000000483,00,00483,7.0,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01185,1999046567,04,A6567,11.4,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01186,1999110924,11,R0924,7.0,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01187,1999110537,11,R0537,8.8,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01188,2000111128,11,R1128,14.8,62,3,2,2005-03-14,73,OVX UTE,O,
05SH01189,1999091084,09,91084,8.2,58,5,2,2005-03-14,73,OVX UTE,O,
05SH01190,2003818812,81,Z8812,9.6,62,3,2,2005-03-14,73,"HOSP, B1",H,HOSP
05SH01191,2003642878,64,K2878,9.8,58,5,2,2005-03-14,73,"HOSP, B1",H,LAMBED
05SH01192,2003820423,82,X0423,9.0,58,5,2,2005-03-14,73,"HOSP, B1",H,LAMBED
05SH01193,1999046126,04,A6126,10.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01194,2003819379,81,Z9379,9.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01195,1999046922,04,A6922,10.2,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01196,1999046554,04,A6554,10.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01197,1998446566,44,T6566,10.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01198,2001048474,04,A8474,8.4,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01199,1999110125,11,R0125,9.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01200,1998109601,10,S9601,12.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01201,2002642204,64,K2204,11.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01202,1999110691,11,R0691,10.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01203,1999447522,44,T7522,11.0,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01204,2002818368,81,Z8368,11.0,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01205,2002818301,81,Z8301,12.8,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01206,2002818399,81,Z8399,12.2,60,4,2,2005-03-13,72,OVX UTE,O,
