UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK
05SH00284,2004051323,05,H1323,6.2,60,4,1,2005-03-15,74,YRLG RAM,Y,
05SH00285,2004643099,64,K3099,8.8,60,4,1,2005-03-15,74,YRLG RAM,Y,
05SH00286,2004643022,64,K3022,9.2,60,4,1,2005-03-15,74,YRLG RAM,Y,
05SH00287,2004643056,64,K3056,11.6,58,5,1,2005-03-15,74,YRLG RAM,Y,
05SH00288,2002049420,04,A9420,9.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00289,2001048319,04,A8319,9.2,58,5,2,2005-03-15,74,BAND 2,2,
05SH00290,2002050075,05,P0075,8.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00291,1998109673,10,S9673,10.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00292,2001112220,11,R2220,10.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00293,2000111090,11,R1090,10.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00294,2003114159,11,R4159,13.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00295,1999110627,11,R0627,9.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00296,1999110966,11,R0966,10.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00297,1999090386,09,90386,9.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00298,2001112709,11,R2709,12.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00299,2000047602,04,A7602,6.0,56,6,2,2005-03-15,74,BAND 2,2,
05SH00300,2002113287,11,R3287,11.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00301,2003114181,11,R4181,12.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00302,2001112812,11,R2812,10.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00303,2000001267,00,01267,9.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00304,2003819306,81,Z9306,9.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00305,1998045764,04,A5764,7.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00306,1999090597,09,90597,7.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00307,1999110050,11,R0050,10.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00308,1999110340,11,R0340,11.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00309,2002113231,11,R3231,12.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00310,2002049962,04,A9962,7.2,58,5,2,2005-03-15,74,BAND 2,2,
05SH00311,2001048456,04,A8456,7.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00312,2003819073,81,Z9073,8.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00313,1998045405,04,A5405,7.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00314,1999046180,04,A6180,6.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00315,1999109998,10,S9998,7.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00316,2002050050,05,P0050,6.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00317,2002113826,11,R3826,9.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00318,1999110566,11,R0566,10.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00319,2000047395,04,A7395,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00320,1998109133,10,S9133,13.2,56,6,2,2005-03-15,74,BAND 2,2,
05SH00321,2001048497,04,A8497,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00322,1999109988,10,S9988,9.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00323,2001048642,04,A8642,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00324,1999110995,11,R0995,11.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00325,1999090335,09,90335,9.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00326,1999090764,09,90764,11.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00327,1998045906,04,A5906,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00328,2002049123,04,A9123,7.2,58,5,2,2005-03-15,74,BAND 2,2,
05SH00329,1999047008,04,A7008,5.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00330,2003819694,81,Z9694,9.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00331,2003050595,05,H0595,6.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00332,1998045364,04,A5364,7.4,56,6,2,2005-03-15,74,BAND 2,2,
05SH00333,2001112910,11,R2910,8.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00334,1999046902,04,A6902,8.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00335,2001048310,04,A8310,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00336,2003050652,05,H0652,7.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00337,2000111224,11,R1224,10.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00338,2002113900,11,R3900,11.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00339,2002113082,11,R3082,11.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00340,2003050639,05,H0639,7.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00341,2002113260,11,R3260,12.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00342,2002113295,11,R3295,9.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00343,1998045674,04,A5674,5.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00344,1999047009,04,A7009,7.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00345,2001048376,04,A8376,7.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00346,2001048599,04,A8599,7.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00347,2001048839,04,A8839,8.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00348,1998045434,04,A5434,8.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00349,2001048172,04,A8172,9.0,56,6,2,2005-03-15,74,BAND 2,2,
05SH00350,2003820359,82,X0359,10.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00351,1998109294,10,S9294,10.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00352,2000111259,11,R1259,9.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00353,1999046678,04,A6678,10.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00354,2002049132,04,A9132,10.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00355,1999090532,09,90532,10.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00356,2002049940,04,A9940,9.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00357,2001112550,11,R2550,10.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00358,2000047491,04,A7491,6.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00359,2003114132,11,R4132,8.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00360,1999090333,09,90333,10.4,56,6,2,2005-03-15,74,BAND 2,2,
05SH00361,2003114119,11,R4119,13.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00362,2002113358,11,R3358,13.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00363,2003050610,05,H0610,10.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00364,2002113625,11,R3625,11.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00365,2002113664,11,R3664,12.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00366,2002113718,11,R3718,11.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00367,2000047193,04,A7193,9.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00368,2002050083,05,P0083,5.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00369,2001112365,11,R2365,8.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00370,2002113354,11,R3354,14.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00371,2002050235,05,P0235,8.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00372,2002113216,11,R3216,10.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00373,2000111439,11,R1439,11.0,62,3,2,2005-03-15,74,BAND 2,2,?R1499=R1439
05SH00374,1998045115,04,A5115,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00375,2003050702,05,H0702,7.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00376,2002049885,04,A9885,8.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00377,1999110484,11,R0484,10.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00378,1999110744,11,R0744,8.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00379,2000047053,04,A7053,10.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00380,1999046444,04,A6444,6.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00381,1999110054,11,R0054,12.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00382,2001112219,11,R2219,10.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00383,2002113646,11,R3646,10.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00384,2001048333,04,A8333,8.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00385,2003819989,81,Z9989,8.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00386,2002113003,11,R3003,12.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00387,1998008504,00, 8504,9.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00388,2002049641,04,A9641,7.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00389,2000111225,11,R1225,10.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00390,1999046514,04,A6514,7.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00391,2000112072,11,R2072,11.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00392,1998008441,00, 8441,11.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00393,1999090216,09,90216,11.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00394,2001048294,04,A8294,6.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00395,1999046435,04,A6435,8.0,56,6,2,2005-03-15,74,BAND 2,2,
05SH00396,1999091125,09,91125,8.6,58,5,2,2005-03-15,74,BAND 2,2,
05SH00397,2002049293,04,A9293,8.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00398,2001048874,04,A8874,8.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00399,2001112576,11,R2576,14.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00400,2000111746,11,R1746,8.6,62,3,2,2005-03-15,74,BAND 2,2,?R1776=R1746
05SH00401,1999110347,11,R0347,10.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00402,2003114099,11,R4099,11.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00403,1999046697,04,A6697,6.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00404,2003819669,81,Z9669,7.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00405,2001112507,11,R2507,10.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00406,2003050513,05,H0513,6.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00407,2003820342,82,X0342,10.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00408,2000111076,11,R1076,11.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00409,2002113262,11,R3262,9.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00410,2002113249,11,R3249,9.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00411,2003819649,81,Z9649,6.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00412,1998045957,04,A5957,7.0,56,6,2,2005-03-15,74,BAND 2,2,
05SH00413,2001048801,04,A8801,9.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00414,2000000930,00,00930,10.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00415,2002113285,11,R3285,8.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00416,2002113254,11,R3254,8.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00417,2002113158,11,R3158,10.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00418,2001112433,11,R2433,10.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00419,2003820041,82,X0041,6.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00420,2001048223,04,A8223,7.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00421,2001112205,11,R2205,11.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00422,2002049235,04,A9235,9.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00423,2001112378,11,R2378,10.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00424,2003818904,81,Z8904,10.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00425,2001112825,11,R2825,10.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00426,2001048756,04,A8756,9.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00427,1998109175,10,S9175,6.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00428,2002050317,05,P0317,9.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00429,1999046233,04,A6233,8.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00430,2002049545,04,A9545,7.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00431,1999110975,11,R0975,11.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00432,1998008764,00, 8764,12.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00433,2003050484,05,H0484,9.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00434,2000111374,11,R1374,8.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00435,1998109613,10,S9613,9.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00436,2001048473,04,A8473,8.2,58,5,2,2005-03-15,74,BAND 2,2,
05SH00437,2003050495,05,H0495,7.0,58,5,2,2005-03-15,74,BAND 2,2,BLK.SPOT
05SH00438,2000047303,04,A7303,11.2,58,5,2,2005-03-15,74,BAND 2,2,
05SH00439,1999090870,09,90870,6.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00440,2001048790,04,A8790,7.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00441,1998045605,04,A5605,8.0,62,3,2,2005-03-15,74,BAND 2,2,TX R.EYE
05SH00442,2001048317,04,A8317,8.2,58,5,2,2005-03-15,74,BAND 2,2,
05SH00443,2001112849,11,R2849,10.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00444,2001112254,11,R2254,11.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00445,1999110227,11,R0227,9.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00446,2002113125,11,R3125,12.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00447,2001048460,04,A8460,7.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00448,2003819193,81,Z9193,8.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00449,2000111563,11,R1563,13.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00450,1998109615,10,S9615,9.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00451,2002113286,11,R3286,11.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00452,2001048498,04,A8498,8.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00453,1998008695,00, 8695,13.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00454,2002049348,04,A9348,8.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00455,2003819105,81,Z9105,9.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00456,2002113078,11,R3078,9.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00457,2001048198,04,A8198,9.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00458,2003050713,05,H0713,7.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00459,2002113099,11,R3099,9.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00460,2000111727,11,R1727,12.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00461,1998045680,04,A5680,8.6,58,5,2,2005-03-15,74,BAND 2,2,
05SH00462,2003820482,82,X0482,10.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00463,1999046555,04,A6555,6.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00464,2000047059,04,A7059,8.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00465,2001048219,04,A8219,8.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00466,2001048851,04,A8851,7.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00467,1999046566,04,A6566,8.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00468,2002049458,04,A9458,6.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00469,1999046628,04,A6628,6.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00470,2002113508,11,R3508,10.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00471,1999046175,04,A6175,7.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00472,2001112183,11,R2183,9.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00473,1999110417,11,R0417,10.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00474,1998045945,04,A5945,7.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00475,1998109225,10,S9225,9.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00476,2000111237,11,R1237,11.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00477,2002112973,11,R2973,12.4,60,4,2,2005-03-15,74,BAND 2,2,?R3973=R2973
05SH00478,1999091058,09,91058,10.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00479,2000000148,00,00148,10.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00480,2002113271,11,R3271,8.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00481,2002113886,11,R3886,12.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00482,2001112281,11,R2281,13.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00483,1999046323,04,A6323,7.6,58,5,2,2005-03-15,74,BAND 2,2,
05SH00484,2002113053,11,R3053,10.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00485,2003818627,81,Z8627,8.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00486,2003818794,81,Z8794,10.6,58,5,2,2005-03-15,74,BAND 2,2,
05SH00487,2001112284,11,R2284,11.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00488,2001112403,11,R2403,9.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00489,2001048673,04,A8673,6.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00490,2000111474,11,R1474,10.0,64,2,2,2005-03-15,74,BAND 2,2,
05SH00491,2000111248,11,R1248,12.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00492,2001112894,11,R2894,8.6,64,2,2,2005-03-15,74,BAND 2,2,
05SH00493,2001112858,11,R2858,11.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00494,2003050637,05,H0637,11.6,58,5,2,2005-03-15,74,BAND 2,2,
05SH00495,2002113927,11,R3927,8.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00496,2002113986,11,R3986,10.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00497,2002113772,11,R3772,9.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00498,2002113227,11,R3227,8.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00499,2001112271,11,R2271,9.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00500,2002050078,05,P0078,7.2,60,4,2,2005-03-15,74,BAND 2,2,?R0078=P0078
05SH00501,2002049898,04,A9898,6.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00502,2003819167,81,Z9167,9.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00503,2001112322,11,R2322,10.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00504,1999110725,11,R0725,6.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00505,2001112409,11,R2409,11.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00506,1998109503,10,S9503,8.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00507,2000047575,04,A7575,8.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00508,1999046723,04,A6723,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00509,1999046146,04,A6146,8.6,58,5,2,2005-03-15,74,BAND 2,2,
05SH00510,2001048844,04,A8844,8.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00511,2001048274,04,A8274,7.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00512,1999090990,09,90990,10.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00513,1999091174,09,91174,9.4,58,5,2,2005-03-15,74,BAND 2,2,
05SH00514,1999090925,09,90925,10.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00515,2003820042,82,X0042,10.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00516,2002113600,11,R3600,9.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00517,2000047252,04,A7252,9.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00518,2001048295,04,A8295,7.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00519,2000111194,11,R1194,7.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00520,2002050323,05,P0323,6.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00521,2000111663,11,R1663,12.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00522,1999046419,04,A6419,9.2,56,6,2,2005-03-15,74,BAND 2,2,
05SH00523,2002113448,11,R3448,10.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00524,2000000102,00,00102,8.2,62,3,2,2005-03-15,74,BAND 2,2,
05SH00525,2000048074,04,A8074,8.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00526,2003820168,82,X0168,8.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00527,2002113850,11,R3850,12.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00528,1998045606,04,A5606,9.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00529,2002113745,11,R3745,12.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00530,2001048393,04,A8393,8.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00531,2003819782,81,Z9782,8.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00532,2002113112,11,R3112,10.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00533,1999110667,11,R0667,10.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00534,2000047512,04,A7512,11.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00535,2000000001,00,00001,8.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00536,2000111789,11,R1789,13.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00537,2000047755,04,A7755,6.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00538,2001112763,11,R2763,10.0,60,4,2,2005-03-15,74,BAND 2,2,
05SH00539,2001112805,11,R2805,10.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00540,2001112427,11,R2427,12.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00541,2001112384,11,R2384,9.8,62,3,2,2005-03-15,74,BAND 2,2,BLK.SPOT?
05SH00542,2002113484,11,R3484,10.0,64,2,2,2005-03-15,74,BAND 2,2,
05SH00543,2002113268,11,R3268,8.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00544,2003819007,81,Z9007,8.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00545,2000111285,11,R1285,9.8,62,3,2,2005-03-15,74,BAND 2,2,
05SH00546,2002113198,11,R3198,9.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00547,2003819338,81,Z9338,8.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00548,2001112173,11,R2173,12.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00549,2001112426,11,R2426,12.6,62,3,2,2005-03-15,74,BAND 2,2,
05SH00550,1999110203,11,R0203,9.0,62,3,2,2005-03-15,74,BAND 2,2,
05SH00551,2003820510,82,X0510,11.0,58,5,2,2005-03-15,74,BAND 2,2,
05SH00552,2003114101,11,R4101,10.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00553,1998045873,04,A5873,6.6,60,4,2,2005-03-15,74,BAND 2,2,
05SH00554,2003820179,82,X0179,10.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00555,2002050284,05,P0284,7.4,62,3,2,2005-03-15,74,BAND 2,2,
05SH00556,2001048797,04,A8797,9.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00557,2002050076,05,P0076,7.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00558,1999110211,11,R0211,8.8,60,4,2,2005-03-15,74,BAND 2,2,
05SH00559,1999046906,04,A6906,7.8,58,5,2,2005-03-15,74,BAND 2,2,
05SH00560,1998045729,04,A5729,7.2,58,5,2,2005-03-15,74,BAND 2,2,
05SH00561,1999110298,11,R0298,10.4,60,4,2,2005-03-15,74,BAND 2,2,
05SH00562,2001048684,04,A8684,8.2,60,4,2,2005-03-15,74,BAND 2,2,
05SH00563,2000000677,00,00677,11.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00564,1998045335,04,A5335,6.2,56,6,2,2005-03-14,73,BAND 2,2,
05SH00565,1998045836,04,A5836,5.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00566,2003819988,81,Z9988,9.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00567,2001112446,11,R2446,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00568,2002113898,11,R3898,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00569,2001112864,11,R2864,11.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00570,2001048531,04,A8531,9.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00571,2002050267,05,P0267,5.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00572,2000047369,04,A7369,6.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00573,2002049062,04,A9062,9.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00574,1999046724,04,A6724,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00575,2003050419,05,H0419,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00576,2000000197,00,00197,10.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00577,2003050525,05,H0525,8.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00578,2002113090,11,R3090,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00579,1998109377,10,S9377,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00580,2002113343,11,R3343,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00581,1998008084,00, 8084,9.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00582,2001112869,11,R2869,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00583,2002113067,11,R3067,13.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00584,2002049133,04,A9133,6.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00585,1999091120,09,91120,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00586,1999110161,11,R0161,7.6,60,4,2,2005-03-14,73,BAND 2,2,SHORT
05SH00587,2002113100,11,R3100,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00588,2001048528,04,A8528,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00589,1998045392,04,A5392,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00590,2003819116,81,Z9116,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00591,2002113662,11,R3662,11.2,60,4,2,2005-03-14,73,BAND 2,2,
