UID,ID10,BRD,ETAG,SEX,LINE,GRFL,GRADE,FLGR1,SHDAY,DAYSH,BGRP,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
98SH00001,1997814415,81,Z4415,2,00,6.8,0,0,1998-03-14,73,B,,80,1.0,161,1998-05-26,2,,98
98SH00002,1997813908,81,Z3908,2,97,4.5,0,0,1998-03-14,73,B,Missed Card,97,1.0,112,1998-05-28,B,,98
98SH00003,1997814516,81,Z4516,2,00,4.2,0,0,1998-03-14,73,B,,80,1.0,142,1998-05-26,2,,98
98SH00004,1997814356,81,Z4356,2,00,6.0,0,0,1998-03-14,73,B,,80,1.0,141,1998-06-18,5,,98
98SH00005,1997814385,81,Z4385,2,00,5.8,0,0,1998-03-14,73,B,,80,1.0,164,1998-05-12,2,,98
98SH00006,1997813997,81,Z3997,2,97,4.4,0,0,1998-03-14,73,B,,97,1.0,112,1998-05-28,B,,98
98SH00007,1997813932,81,Z3932,2,97,5.6,0,0,1998-03-14,73,B,,97,1.0,123,1998-05-28,B,,98
98SH00008,1997813956,81,Z3956,2,97,5.4,0,0,1998-03-14,73,B,,97,1.0,165,1998-05-28,B,,98
98SH00009,1997813964,81,Z3964,2,97,4.0,0,0,1998-03-14,73,B,,97,1.0,129,1998-05-28,B,,98
98SH00010,1997814573,81,Z4573,2,00,5.2,0,0,1998-03-14,73,B,,81,1.0,143,1998-05-08,1,,98
98SH00011,1997814432,81,Z4432,2,00,4.8,0,0,1998-03-14,73,B,,80,1.0,124,1998-05-01,2,,98
98SH00012,1997814055,81,Z4055,2,97,4.0,0,0,1998-03-14,73,B,,97,1.0,147,1998-05-28,B,,98
98SH00013,1997813886,81,Z3886,2,97,5.0,0,0,1998-03-14,73,B,,97,1.0,138,1998-05-28,B,,98
98SH00014,1997813946,81,Z3946,2,97,4.6,0,0,1998-03-14,73,B,,97,1.0,134,1998-05-28,B,,98
98SH00015,1997814375,81,Z4375,2,00,6.2,0,0,1998-03-14,73,B,,80,1.0,156,1998-05-12,2,,98
98SH00016,1997813898,81,Z3898,2,97,3.8,0,0,1998-03-14,73,B,,97,1.0,140,1998-05-28,B,,98
98SH00017,1997814574,81,Z4574,2,00,5.0,0,0,1998-03-14,73,B,,81,1.0,142,1998-05-26,2,,98
98SH00018,1997814357,81,Z4357,2,00,3.8,0,0,1998-03-14,73,B,,80,1.0,111,1998-06-18,5,,98
98SH00019,1997814448,81,Z4448,2,00,4.6,0,0,1998-03-14,73,B,,80,1.0,147,1998-06-18,5,,98
98SH00020,1997814410,81,Z4410,2,00,4.4,0,0,1998-03-14,73,B,,80,1.0,132,1998-06-18,5,,98
98SH00021,1997814397,81,Z4397,2,00,3.4,0,0,1998-03-14,73,B,,80,1.0,109,1998-04-23,1,,98
98SH00022,1997814417,81,Z4417,2,00,5.8,0,0,1998-03-14,73,B,,80,1.0,150,1998-05-08,1,,98
98SH00023,1997814541,81,Z4541,2,00,4.2,0,0,1998-03-14,73,B,,81,1.0,147,1998-05-01,2,,98
98SH00024,1997813910,81,Z3910,2,97,4.0,0,0,1998-03-14,73,B,,97,1.0,109,1998-05-28,B,,98
98SH00025,1997814638,81,Z4638,2,00,4.6,0,0,1998-03-14,73,B,,81,1.0,143,1998-06-18,5,,98
98SH00026,1997813999,81,Z3999,2,97,3.6,0,0,1998-03-14,73,B,,97,1.0,133,1998-05-28,B,,98
98SH00027,1997814022,81,Z4022,2,97,9.4,0,0,1998-03-14,73,B,,97,1.0,127,1998-05-28,B,,98
98SH00028,1997813935,81,Z3935,2,97,4.0,0,0,1998-03-14,73,B,,97,1.0,135,1998-05-28,B,,98
98SH00029,1997814012,81,Z4012,2,97,4.8,0,0,1998-03-14,73,B,,97,1.0,128,1998-05-28,B,,98
98SH00030,1997814480,81,Z4480,2,00,4.4,0,0,1998-03-14,73,B,,80,1.0,111,1998-05-26,2,,98
98SH00031,1997814396,81,Z4396,2,00,4.2,0,0,1998-03-14,73,B,,80,1.0,115,1998-04-23,2,,98
98SH00032,1997814592,81,Z4592,2,00,5.6,0,0,1998-03-14,73,B,,80,1.0,150,1998-06-18,5,,98
98SH00033,1997814408,81,Z4408,2,00,4.8,0,0,1998-03-14,73,B,,81,1.0,125,1998-06-18,5,,98
98SH00034,1997813981,81,Z3981,2,97,4.8,0,0,1998-03-14,73,B,,97,1.0,161,1998-05-28,B,,98
98SH00035,1997813998,81,Z3998,2,97,4.0,0,0,1998-03-14,73,B,,97,1.0,124,1998-05-28,B,,98
98SH00036,1997813893,81,Z3893,2,97,4.8,0,0,1998-03-14,73,B,,97,1.0,153,1998-05-28,B,,98
98SH00037,1997814355,81,Z4355,2,00,4.6,0,0,1998-03-14,73,B,,80,1.0,173,1998-04-23,1,,98
98SH00038,1997814465,81,Z4465,2,00,4.2,0,0,1998-03-14,73,B,,81,1.0,119,1998-06-18,5,,98
98SH00039,1997814409,81,Z4409,2,00,5.4,0,0,1998-03-14,73,B,,80,1.0,137,1998-04-23,2,,98
98SH00040,1997814545,81,Z4545,2,00,4.6,0,0,1998-03-14,73,B,,80,1.0,130,1998-05-01,2,,98
98SH00041,1997814361,81,Z4361,2,00,4.8,0,0,1998-03-14,73,B,,80,1.0,153,1998-05-26,2,,98
98SH00042,1997814255,81,Z4255,2,ch,6.4,58,5,1998-03-14,73,B,Shorn w/ BF,31,1.0,108,1998-06-18,5,,98
98SH00043,1997814436,81,Z4436,2,00,4.6,0,0,1998-03-14,73,B,,80,1.0,128,1998-05-01,2,,98
98SH00044,1997814624,81,Z4624,2,00,4.4,0,0,1998-03-14,73,B,,80,1.0,120,1998-05-12,2,,98
98SH00045,1997814548,81,Z4548,2,00,5.6,0,0,1998-03-14,73,B,,82,1.0,148,1998-06-18,5,,98
98SH00046,1997814388,81,Z4388,2,00,3.6,0,0,1998-03-14,73,B,,80,1.0,128,1998-05-08,1,,98
98SH00047,1997814424,81,Z4424,2,00,5.8,0,0,1998-03-14,73,B,,82,1.0,135,1998-06-18,5,,98
98SH00048,1997814501,81,Z4501,2,00,5.6,0,0,1998-03-14,73,B,,80,1.0,149,1998-05-12,2,,98
98SH00049,1997814047,81,Z4047,2,97,5.8,0,0,1998-03-14,73,B,,97,1.0,165,1998-05-28,B,,98
98SH00050,1997814025,81,Z4025,2,97,5.0,0,0,1998-03-14,73,B,,97,1.0,145,1998-05-28,B,,98
98SH00051,1997814362,81,Z4362,2,00,4.0,0,0,1998-03-14,73,B,,80,1.0,122,1998-05-12,2,,98
98SH00052,1997814505,81,Z4505,2,00,4.8,0,0,1998-03-14,73,B,,81,1.0,130,1998-06-18,5,,98
98SH00053,1997814485,81,Z4485,2,00,4.4,0,0,1998-03-14,73,B,,80,1.0,132,1998-06-18,5,,98
98SH00054,1997814483,81,Z4483,2,00,4.4,0,0,1998-03-14,73,B,,80,1.0,136,1998-04-30,1,,98
98SH00055,1997814488,81,Z4488,2,00,6.0,0,0,1998-03-14,73,B,,80,1.0,176,1998-06-18,5,,98
98SH00056,1997813940,81,Z3940,2,97,4.0,0,0,1998-03-14,73,B,,97,1.0,142,1998-05-28,B,,98
98SH00057,1997813952,81,Z3952,2,97,5.0,0,0,1998-03-14,73,B,,97,1.0,125,1998-05-28,B,,98
98SH00058,1997814445,81,Z4445,2,00,4.4,0,0,1998-03-14,73,B,,80,1.0,140,1998-05-26,2,,98
98SH00059,1997814512,81,Z4512,2,00,5.4,0,0,1998-03-14,73,B,,81,1.0,140,1998-05-26,2,,98
98SH00060,1997813937,81,Z3937,2,97,4.0,0,0,1998-03-14,73,B,,97,1.0,128,1998-05-28,B,,98
98SH00061,1997814384,81,Z4384,2,00,4.4,0,0,1998-03-14,73,B,,80,1.0,149,1998-05-08,1,,98
98SH00062,1995638363,63,K8363,1,00,9.0,58,5,1998-03-14,73,M,,05,3.0,203,1998-05-26,M,79,98
98SH00063,1996042883,04,A2883,1,82,9.0,60,4,1998-03-14,73,M,,30,2.0,220,1998-05-26,M,75,98
98SH00064,1996106729,10,S6729,1,12,14.8,64,2,1998-03-14,73,M,,07,2.0,205,1998-05-26,M,83,98
98SH00065,1996445707,44,T5707,1,42,12.0,60,4,1998-03-14,73,M,,02,2.0,179,1998-05-26,M,90,98
98SH00066,1996043467,04,A3467,1,81,11.8,56,6,1998-03-14,73,M,,30,2.0,202,1998-05-26,M,85,98
98SH00067,1996106574,10,S6574,1,12,11.2,64,2,1998-03-14,73,M,,43,2.0,196,1998-05-26,M,70,98
98SH00068,1996638518,63,K8518,1,60,13.4,58,5,1998-03-14,73,M,,06,2.0,218,1998-05-26,M,105,98
98SH00069,1996445162,44,T5162,1,41,13.8,60,4,1998-03-14,73,M,,02,2.0,184,1998-05-26,M,92,98
98SH00070,1996445307,44,T5307,1,42,10.4,60,4,1998-03-14,73,M,,02,2.0,179,1998-05-26,M,85,98
98SH00071,1996445478,44,T5478,1,42,11.4,62,3,1998-03-14,73,M,,02,2.0,182,1998-05-26,M,91,98
98SH00072,1996445213,44,T5213,1,41,10.0,60,4,1998-03-14,73,M,,02,2.0,196,1998-05-26,M,99,98
98SH00073,1996106888,10,S6888,1,12,8.0,64,2,1998-03-14,73,M,,43,2.0,220,1998-05-26,M,84,98
98SH00074,1996106575,10,S6575,1,12,10.6,64,2,1998-03-14,73,M,,43,2.0,193,1998-05-26,M,70,98
98SH00075,1996106581,10,S6581,1,12,13.4,60,4,1998-03-14,73,M,,43,2.0,200,1998-05-26,M,86,98
98SH00076,1996106748,10,S6748,1,10,11.0,64,2,1998-03-14,73,M,,43,2.0,202,1998-05-26,M,82,98
98SH00077,1996106877,10,S6877,1,11,12.8,64,2,1998-03-14,73,M,,07,2.0,193,1998-05-26,M,80,98
98SH00078,1996042854,04,A2854,1,82,8.8,60,4,1998-03-14,73,M,,30,2.0,184,1998-05-26,M,80,98
98SH00079,1996639000,63,K9000,1,61,14.0,56,6,1998-03-14,73,M,,06,2.0,228,1998-05-26,M,90,98
98SH00080,1996638652,63,K8652,1,61,11.4,60,4,1998-03-14,73,M,,06,2.0,221,1998-05-26,M,93,98
98SH00081,1996043032,04,A3032,1,81,9.8,60,4,1998-03-14,73,M,,30,2.0,242,1998-05-26,M,80,98
98SH00082,1996445380,44,T5380,1,42,10.4,62,3,1998-03-14,73,M,,02,2.0,184,1998-05-26,M,80,98
98SH00083,1996639104,63,K9104,1,62,11.2,60,4,1998-03-14,73,M,,06,2.0,226,1998-05-26,M,82,98
98SH00084,1996107359,10,S7359,1,10,14.0,62,3,1998-03-14,73,M,,43,2.0,237,1998-05-26,M,90,98
98SH00085,1996043033,04,A3033,1,82,10.4,54,7,1998-03-14,73,M,,30,2.0,208,1998-05-26,M,90,98
98SH00086,1996043025,04,A3025,1,82,11.8,60,4,1998-03-14,73,M,,30,2.0,195,1998-05-26,M,82,98
98SH00087,1996107003,10,S7003,1,10,12.0,62,3,1998-03-14,73,M,,07,2.0,199,1998-05-26,M,72,98
98SH00088,1996106837,10,S6837,1,ID,14.6,62,3,1998-03-14,73,M,,07,2.0,229,1998-05-26,M,85,98
98SH00089,1996043444,04,A3444,1,81,9.8,58,5,1998-03-14,73,M,,30,2.0,206,1998-05-26,M,83,98
98SH00090,1996107044,10,S7044,1,13,15.8,60,4,1998-03-14,73,M,,43,2.0,215,1998-05-26,M,105,98
98SH00091,1996638711,63,K8711,1,60,14.4,54,7,1998-03-14,73,M,,06,2.0,243,1998-05-26,M,102,98
98SH00092,1996445562,44,T5562,1,41,12.8,60,4,1998-03-14,73,M,,02,2.0,202,1998-05-26,M,98,98
98SH00093,1996043325,04,A3325,1,82,8.8,62,3,1998-03-14,73,M,,30,2.0,204,1998-05-26,M,68,98
98SH00094,1996445680,44,T5680,1,41,12.2,60,4,1998-03-14,73,M,,02,2.0,210,1998-05-26,M,90,98
98SH00095,1996043085,04,A3085,1,82,7.8,60,4,1998-03-14,73,M,,30,2.0,165,1998-05-26,M,75,98
98SH00096,1996445225,44,T5225,1,42,11.2,60,4,1998-03-14,73,M,,02,2.0,187,1998-05-26,M,78,98
98SH00097,1996043188,04,A3188,1,82,7.4,60,4,1998-03-14,73,M,,30,2.0,196,1998-05-26,M,80,98
98SH00098,1996043129,04,A3129,1,81,10.0,58,5,1998-03-14,73,M,,30,2.0,201,1998-05-26,M,81,98
98SH00099,         0,00,I0064,1,ID,11.8,62,3,1998-03-14,73,M,Krakow,02,2.0,217,1998-05-26,M,98,98
98SH00100,1996043206,04,A3206,1,81,8.2,60,4,1998-03-14,73,M,,30,2.0,193,1998-05-26,M,80,98
98SH00101,1996445262,44,T5262,1,41,11.8,62,3,1998-03-14,73,M,,02,2.0,230,1998-05-26,M,90,98
98SH00102,1996445526,44,T5526,1,41,14.0,58,5,1998-03-14,73,M,,02,2.0,236,1998-05-26,M,106,98
98SH00103,1996043416,04,A3416,1,82,9.8,62,3,1998-03-14,73,M,,30,2.0,192,1998-05-26,M,81,98
98SH00104,1996106684,10,S6684,1,12,13.8,60,4,1998-03-14,73,M,,07,2.0,213,1998-05-26,M,89,98
98SH00105,1991441825,44,T1825,2,48,10.0,60,4,1998-03-14,73,X,Downer Ewe,02,7.0,0,,*,,98
98SH00106,1996107529,10,S7529,1,10,16.0,64,2,1998-03-14,73,M,,42,2.0,232,1998-05-26,M,90,98
98SH00107,1996639115,63,K9115,1,60,15.0,58,5,1998-03-14,73,M,,06,2.0,228,1998-05-26,M,107,98
98SH00108,1996445360,44,T5360,1,42,13.0,60,4,1998-03-14,73,M,,02,2.0,198,1998-05-26,M,90,98
98SH00109,1996107261,10,S7261,1,11,12.4,60,4,1998-03-14,73,M,,07,2.0,216,1998-05-26,M,68,98
98SH00110,1996638624,63,K8624,1,62,11.4,60,4,1998-03-14,73,M,,06,2.0,241,1998-05-26,M,78,98
98SH00111,1996106842,10,S6842,1,12,12.2,64,2,1998-03-14,73,M,,07,2.0,188,1998-05-26,M,85,98
98SH00112,1996445484,44,T5484,1,42,12.8,60,4,1998-03-14,73,M,,02,2.0,160,1998-05-26,M,100,98
98SH00113,1996042858,04,A2858,1,82,7.6,58,5,1998-03-14,73,M,,30,2.0,194,1998-05-26,M,90,98
98SH00114,1996107125,10,S7125,1,13,9.6,64,2,1998-03-14,73,M,,43,2.0,192,1998-05-26,M,81,98
98SH00115,1996107146,10,S7146,1,10,13.8,62,3,1998-03-14,73,M,,43,2.0,219,1998-05-26,M,72,98
98SH00116,1996445475,44,T5475,1,41,12.0,58,5,1998-03-14,73,M,,02,2.0,198,1998-05-26,M,100,98
98SH00117,1996638922,63,K8922,1,62,14.0,56,6,1998-03-14,73,M,,06,2.0,219,1998-05-26,M,103,98
98SH00118,1996638712,63,K8712,1,60,12.4,56,6,1998-03-14,73,M,,06,2.0,229,1998-05-26,M,86,98
98SH00119,1996043401,04,A3401,1,82,7.0,64,2,1998-03-14,73,M,,30,2.0,178,1998-05-26,M,60,98
98SH00120,1996445715,44,T5715,1,41,12.2,60,4,1998-03-14,73,M,,02,2.0,191,1998-05-26,M,89,98
98SH00121,1996106758,10,S6758,1,12,12.6,62,3,1998-03-14,73,M,,43,2.0,202,1998-05-26,M,91,98
98SH00122,1996445538,44,T5538,1,ID,13.6,62,3,1998-03-14,73,M,,02,2.0,210,1998-05-26,M,92,98
98SH00123,1996107208,10,S7208,1,10,15.2,64,2,1998-03-14,73,M,Nice Ram,07,2.0,219,1998-05-26,M,85,98
98SH00124,1996042914,04,A2914,1,82,7.6,60,4,1998-03-14,73,M,,30,2.0,192,1998-05-26,M,80,98
98SH00125,1996638762,63,K8762,1,00,9.6,54,7,1998-03-14,73,M,,05,2.0,220,1998-05-26,M,88,98
98SH00126,1996043552,04,A3552,1,82,7.2,62,3,1998-03-14,73,M,,30,2.0,198,1998-05-26,M,60,98
98SH00127,1996107282,10,S7282,1,11,11.2,62,3,1998-03-14,73,M,,07,2.0,170,1998-05-26,M,70,98
98SH00128,1996107065,10,S7065,1,12,15.6,58,5,1998-03-14,73,M,,07,2.0,218,1998-05-26,M,89,98
98SH00129,1996445420,44,T5420,1,42,7.8,62,3,1998-03-14,73,M,,02,2.0,181,1998-05-26,M,82,98
98SH00130,         0,00,I4052,1,ID,10.8,62,3,1998-03-14,73,M,Isaacs,02,4.0,200,,M,82,98
98SH00131,1996638634,63,K8634,1,62,14.2,56,6,1998-03-14,73,M,,06,2.0,0,,*,102,98
98SH00132,1996638723,63,K8723,1,62,12.4,58,5,1998-03-14,73,M,,06,2.0,207,1998-05-26,M,92,98
98SH00133,1996107013,10,S7013,1,12,12.8,64,2,1998-03-14,73,M,,43,2.0,199,1998-05-26,M,79,98
98SH00134,1996043545,04,A3545,1,81,9.2,58,5,1998-03-14,73,M,,30,2.0,204,1998-05-26,M,85,98
98SH00135,1996043480,04,A3480,1,81,12.6,56,6,1998-03-14,73,M,,30,2.0,200,1998-05-26,M,95,98
98SH00136,1996445435,44,T5435,1,42,10.8,62,3,1998-03-14,73,M,,02,2.0,173,1998-05-26,M,78,98
98SH00137,1996106751,10,S6751,1,12,14.6,62,3,1998-03-14,73,M,,43,2.0,225,1998-05-26,M,90,98
98SH00138,1996043087,04,A3087,1,82,10.0,60,4,1998-03-14,73,M,,30,2.0,186,1998-05-26,M,93,98
98SH00139,1996106772,10,S6772,1,13,13.2,64,2,1998-03-14,73,M,,43,2.0,215,1998-05-26,M,86,98
98SH00140,1996445525,44,T5525,1,41,11.8,60,4,1998-03-14,73,M,,02,2.0,212,1998-05-26,M,93,98
98SH00141,1996107472,10,S7472,1,13,16.8,64,2,1998-03-14,73,M,,42,2.0,181,1998-05-26,X,81,98
98SH00142,1996107124,10,S7124,1,13,14.6,62,3,1998-03-14,73,M,,43,2.0,185,1998-05-26,M,90,98
98SH00143,1996638958,63,K8958,1,61,15.2,60,4,1998-03-14,73,M,,06,2.0,228,1998-05-26,M,88,98
98SH00144,1996639001,63,K9001,1,61,13.4,54,7,1998-03-14,73,M,,06,2.0,230,1998-05-26,M,95,98
98SH00145,1996107189,10,S7189,1,11,14.0,60,4,1998-03-14,73,M,,07,2.0,205,1998-05-26,M,84,98
98SH00146,1996043303,04,A3303,1,82,7.6,62,3,1998-03-14,73,M,,30,2.0,193,1998-05-26,M,78,98
98SH00147,1996638811,63,K8811,1,60,10.6,58,5,1998-03-14,73,M,,06,2.0,217,1998-05-26,M,82,98
98SH00148,1996638744,63,K8744,1,60,13.4,58,5,1998-03-14,73,M,,06,2.0,247,1998-05-26,M,110,98
98SH00149,1996445255,44,T5255,1,42,8.6,62,3,1998-03-14,73,M,,02,2.0,207,1998-05-26,M,70,98
98SH00150,1996107641,10,S7641,1,11,12.6,62,3,1998-03-14,73,M,,07,2.0,210,1998-05-26,M,75,98
98SH00151,1996106781,10,S6781,1,13,12.4,64,2,1998-03-14,73,M,,43,2.0,215,1998-05-26,M,100,98
98SH00152,1996639133,63,K9133,1,62,12.6,58,5,1998-03-14,73,M,,06,2.0,251,1998-05-26,M,82,98
98SH00153,1996043461,04,A3461,1,82,9.0,60,4,1998-03-14,73,M,,30,2.0,192,1998-05-26,M,75,98
98SH00154,1996445593,44,T5593,1,42,12.0,62,3,1998-03-14,73,M,,02,2.0,203,1998-05-26,M,90,98
98SH00155,1995637819,63,K7819,1,00,12.6,54,7,1998-03-14,73,M,,05,3.0,234,1998-05-26,M,110,98
98SH00156,1996445790,44,T5790,1,42,14.0,58,5,1998-03-14,73,M,,02,2.0,183,1998-05-26,M,95,98
98SH00157,1996638901,63,K8901,1,62,13.8,60,4,1998-03-14,73,M,,06,2.0,255,1998-05-26,M,92,98
98SH00158,1996043205,04,A3205,1,81,9.8,58,5,1998-03-14,73,M,,30,2.0,206,1998-05-26,M,72,98
98SH00159,1996107184,10,S7184,1,13,13.2,64,2,1998-03-14,73,M,,42,2.0,182,1998-05-26,M,88,98
98SH00160,1995638027,63,K8027,1,00,11.8,56,6,1998-03-14,73,M,,05,3.0,190,1998-05-26,M,115,98
98SH00161,1996107316,10,S7316,1,10,9.8,62,3,1998-03-14,73,M,,43,2.0,194,1998-05-26,M,90,98
98SH00162,1996043234,04,A3234,1,81,10.6,62,3,1998-03-14,73,M,,30,2.0,194,1998-05-26,M,91,98
98SH00163,1996445252,44,T5252,1,41,13.4,60,4,1998-03-14,73,M,,02,2.0,211,1998-05-26,M,93,98
98SH00164,1996445168,44,T5168,1,42,11.0,62,3,1998-03-14,73,M,,02,2.0,177,1998-05-26,M,85,98
98SH00165,1996106691,10,S6691,1,11,13.4,64,2,1998-03-14,73,M,,07,2.0,0,,*,76,98
98SH00166,1996638788,63,K8788,1,61,11.6,58,5,1998-03-14,73,M,,06,2.0,228,1998-05-26,M,100,98
98SH00167,1996445337,44,T5337,1,42,14.4,62,3,1998-03-14,73,M,,02,2.0,184,1998-05-26,M,89,98
98SH00168,1996043453,04,A3453,1,82,8.0,64,2,1998-03-14,73,M,,30,2.0,203,1998-05-26,M,65,98
98SH00169,1996445505,44,T5505,1,ID,12.6,64,2,1998-03-14,73,M,Nice Ram,02,2.0,224,1998-05-26,M,95,98
98SH00170,1996106573,10,S6573,1,10,11.4,62,3,1998-03-14,73,M,,42,2.0,213,1998-05-26,M,84,98
98SH00171,1996107149,10,S7149,1,13,12.8,64,2,1998-03-14,73,M,,43,2.0,204,1998-05-26,M,88,98
98SH00172,1996445416,44,T5416,1,42,11.8,60,4,1998-03-14,73,M,,02,2.0,207,1998-05-26,M,95,98
98SH00173,1996043176,04,A3176,1,82,7.4,62,3,1998-03-14,73,M,,30,2.0,187,1998-05-26,M,73,98
98SH00174,1996107168,10,S7168,1,12,13.4,64,2,1998-03-14,73,M,,07,2.0,210,1998-05-26,M,98,98
98SH00175,1996445583,44,T5583,1,42,9.8,60,4,1998-03-14,73,M,,02,2.0,190,1998-05-26,M,91,98
98SH00176,1996043079,04,A3079,1,81,12.8,60,4,1998-03-14,73,M,,30,2.0,212,1998-05-26,M,115,98
98SH00177,1996106696,10,S6696,1,12,14.0,62,3,1998-03-14,73,M,,07,2.0,198,1998-05-26,M,80,98
98SH00178,1996445582,44,T5582,1,42,12.8,62,3,1998-03-14,73,M,,02,2.0,186,1998-05-26,M,87,98
98SH00179,1995637838,63,K7838,1,00,15.4,56,6,1998-03-14,73,M,,05,3.0,241,1998-05-26,M,87,98
98SH00180,1996043656,04,A3656,1,81,11.6,58,5,1998-03-14,73,M,,30,2.0,190,1998-05-26,M,90,98
98SH00181,1996638651,63,K8651,1,60,11.0,56,6,1998-03-14,73,M,,06,2.0,210,1998-05-26,M,80,98
98SH00182,1995638349,63,K8349,1,00,13.4,60,4,1998-03-14,73,M,,05,3.0,230,1998-05-26,M,82,98
98SH00183,1996106945,10,S6945,1,11,11.8,62,3,1998-03-14,73,M,,07,2.0,167,1998-05-26,M,77,98
98SH00184,1996107029,10,S7029,1,ID,15.2,62,3,1998-03-14,73,M,,43,2.0,213,1998-05-26,M,82,98
98SH00185,1996043450,04,A3450,1,82,6.0,62,3,1998-03-14,73,M,,30,2.0,200,1998-05-26,X,50,98
98SH00186,1996445444,44,T5444,1,42,9.8,62,3,1998-03-14,73,M,,02,2.0,187,1998-05-26,M,66,98
98SH00187,1996106799,10,S6799,1,12,9.2,62,3,1998-03-14,73,M,,43,2.0,189,1998-05-26,M,90,98
98SH00188,1996445691,44,T5691,1,41,14.6,58,5,1998-03-14,73,M,,02,2.0,222,1998-05-26,M,110,98
98SH00189,1996638596,63,K8596,1,00,10.6,58,5,1998-03-14,73,M,,05,2.0,177,1998-05-26,M,86,98
98SH00190,1996107659,10,S7659,1,13,12.6,62,3,1998-03-14,73,M,,43,2.0,180,1998-05-26,M,84,98
98SH00191,1996042871,04,A2871,1,81,6.6,60,4,1998-03-14,73,M,,30,2.0,191,1998-05-26,M,65,98
98SH00192,1996107155,10,S7155,1,12,7.8,64,2,1998-03-14,73,M,,07,2.0,172,1998-05-26,M,63,98
98SH00193,1996106692,10,S6692,1,12,14.6,62,3,1998-03-14,73,M,,07,2.0,197,1998-05-26,M,90,98
98SH00194,1996106976,10,S6976,1,11,13.0,62,3,1998-03-14,73,M,,07,2.0,205,1998-05-26,M,90,98
98SH00195,1997108063,10,S8063,2,11,7.0,60,4,1998-03-13,72,X,Lamb Paresis,43,1.0,113,1998-06-18,5,,98
98SH00196,1997446167,44,T6167,2,42,6.0,60,4,1998-03-13,72,X,Lamb ?Sick,02,1.0,129,1998-06-18,5,,98
98SH00197,1993104266,10,S4266,2,13,10.0,62,3,1998-03-13,72,X,B1 Thin,42,5.0,0,,*,,98
98SH00198,1993104300,10,S4300,2,18,9.0,62,3,1998-03-13,72,X,"LIM, THIN",07,4.5,192,1998-04-29,3,,98
98SH00199,1993104045,10,S4045,2,18,9.0,62,3,1998-03-13,72,X,"LIM, GIMP?",07,5.0,185,1998-04-29,3,,98
98SH00200,1994041237,04,A1237,2,ch,9.0,58,5,1998-03-13,72,X,B1 Sick AI,30,4.0,0,,*,,98
98SH00201,1993039949,03,L9949,2,82,6.0,60,4,1998-03-13,72,X,B2 Lunger,30,5.0,0,,*,,98
98SH00202,1992636162,63,K6162,2,61,8.0,58,5,1998-03-13,72,X,B1 Sick,06,6.0,0,,*,,98
98SH00203,1993103924,10, 1558,2,18,9.2,60,4,1998-03-13,72,X,"LIM, LAME",07,5.0,159,1998-04-29,3,,98
98SH00204,1993104202,10,S4202,2,18,8.5,60,4,1998-03-13,72,X,"LIM, SICK",07,5.0,175,1998-04-29,3,,98
98SH00205,1994637145,63,K7145,2,61,9.0,60,4,1998-03-13,72,X,B1 Lunger,06,4.0,0,,*,,98
98SH00206,1997108719,10,S8719,2,12,6.5,60,4,1998-03-13,72,X,Lamb ?Sick,07,1.0,103,1998-06-18,5,,98
98SH00207,1991635738,63,K5738,2,61,14.0,58,5,1998-03-13,72,X,B1 Sick,06,7.0,215,1998-05-19,H,,98
98SH00208,1994637077,63,K7077,2,62,11.0,58,5,1998-03-13,72,X,B1 Lunger,06,4.0,0,,*,,98
98SH00209,1992443301,44,T3301,2,48,11.0,60,4,1998-03-13,72,X,B1 Sick Idaho,02,6.0,0,,*,,98
98SH00210,1993104366,10,S4366,2,18,8.5,62,3,1998-03-13,72,X,"LIM, THIN",07,4.5,128,1998-04-29,3,,98
98SH00211,1991101869,10, 5024,2,18,10.6,60,4,1998-03-13,72,X,"LIM, LAME",07,7.0,170,1998-04-29,3,,98
98SH00212,1992103403,10,S3403,2,18,8.0,60,4,1998-03-13,72,X,"LIM, SICK?",07,5.5,155,1998-04-29,3,,98
98SH00213,1997044150,04,A4150,2,82,4.5,58,5,1998-03-13,72,X,Lamb ?Sick,30,1.0,106,1998-06-18,5,,98
98SH00214,1991441993,44,T1993,2,48,11.0,60,4,1998-03-13,72,X,B1 Sick Idaho,02,7.0,155,1998-06-18,X,,98
98SH00215,1994637174,63,K7174,2,62,10.0,60,4,1998-03-13,72,X,B1 Lunger,06,4.0,0,,*,,98
98SH00216,1994444365,44,T4365,1,41,13.2,60,4,1998-03-13,72,L,,02,4.0,0,,*,,98
98SH00217,1995106458,10,S6458,1,ch,9.2,64,2,1998-03-13,72,L,,07,3.0,0,,*,,98
98SH00218,1995042360,04,A2360,1,ch,8.6,60,4,1998-03-13,72,L,,31,3.0,0,,*,,98
98SH00219,1996107339,10,S7339,1,12,14.8,60,4,1998-03-13,72,L,,43,2.0,0,,*,,98
98SH00220,1995042433,04,A2433,1,ch,9.0,60,4,1998-03-13,72,L,,31,3.0,0,,*,,98
98SH00221,         0,00,J6094,1,LO,7.2,62,3,1998-03-13,72,L,,07,2.0,0,,*,,98
98SH00222,1995105861,10,S5861,1,12,10.8,62,3,1998-03-13,72,L,,07,3.0,0,,*,,98
98SH00223,1996107611,10,S7611,1,ch,12.4,62,3,1998-03-13,72,L,,01,2.0,0,,*,,98
