UID,ID9,YR,BRD,ETAG,SEX,LINE,SPWT,KGWT,GRFL,GRADE,FLGR1,RMK,DAYSH,SHDAY,WTDAY,BAND,L,YEAR,STM,AGE
94SH02350, 92038936,92,03,L8936,2,82,170,3.7,8.2,58,5,,77,1994-03-18,1994-04-29,2,,94,30,2.0
94SH02351, 88032142,88,03,L2142,2,81,183,4.0,8.8,58,5,,77,1994-03-18,1994-05-04,1,,94,30,6.0
94SH02352, 92039545,92,03,L9545,2,73,129,3.5,7.7,58,5,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02353, 91036697,91,03,L6697,2,82,185,2.5,5.5,62,3,,77,1994-03-18,1994-05-09,2,,94,30,3.0
94SH02354, 89033701,89,03,L3701,2,82,182,3.8,8.4,62,3,,77,1994-03-18,1994-05-09,2,,94,30,5.0
94SH02355, 92038607,92,03,L8607,2,82,174,2.8,6.2,64,2,,77,1994-03-18,1994-05-09,2,,94,30,2.0
94SH02356, 87030850,87,03,L0850,2,82,186,2.4,5.3,58,5,,77,1994-03-18,1994-05-09,2,,94,30,7.0
94SH02357, 88032159,88,03,L2159,2,81,173,3.4,7.5,58,5,,77,1994-03-18,1994-05-16,1,,94,30,6.0
94SH02358, 88031945,88,03,L1945,2,81,209,3.3,7.3,56,6,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02359, 89033465,89,03,L3465,2,81,180,3.2,7.1,62,3,,77,1994-03-18,1994-04-29,2,,94,30,5.0
94SH02360, 88032020,88,03,L2020,2,81,208,3.5,7.7,60,4,,77,1994-03-18,1994-04-29,2,,94,30,6.0
94SH02361, 88032510,88,03,L2510,2,82,193,2.9,6.4,60,4,,77,1994-03-18,1994-05-03,X,,94,30,6.0
94SH02362, 92039547,92,03,L9547,2,73,159,3.0,6.6,56,6,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02363, 91036992,91,03,L6992,2,82,191,2.6,5.7,60,4,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02364, 92039565,92,03,L9565,2,73,142,3.2,7.1,62,3,,77,1994-03-18,1994-05-16,1,,94,30,1.5
94SH02365, 93443709,93,44,T3709,1,TT,134,2.9,6.4,58,5,,77,1994-03-18,1994-05-17,Y,,94,02,1.0
94SH02366, 92039535,92,03,L9535,2,73,176,3.6,7.9,56,6,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02367, 91037459,91,03,L7459,2,81,176,3.9,8.6,64,2,,77,1994-03-18,1994-04-25,1,,94,30,3.0
94SH02368, 93104101,93,10,S4101,1,18,134,2.2,4.9,64,2,,77,1994-03-18,1994-05-17,Y,49,94,07,1.0
94SH02369, 92039610,92,03,L9610,2,73,131,3.3,7.3,62,3,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02370, 92039467,92,03,L9467,2,73,137,2.8,6.2,58,5,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02371, 91037308,91,03,L7308,2,82,150,3.1,6.8,54,7,,77,1994-03-18,1994-04-29,2,,94,30,3.0
94SH02372, 90035189,90,03,L5189,2,82,194,3.3,7.3,62,3,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02373, 89034032,89,03,L4032,2,81,176,3.1,6.8,56,6,,77,1994-03-18,1994-05-31,2,,94,30,5.0
94SH02374, 92039569,92,03,L9569,2,73,134,2.5,5.5,64,2,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02375, 90035743,90,03,L5743,2,81,173,2.5,5.5,64,2,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02376, 89033390,89,03,L3390,2,81,175,3.0,6.6,56,6,,77,1994-03-18,1994-05-10,X,,94,30,5.0
94SH02377, 91036730,91,03,L6730,2,82,171,2.7,6.0,56,6,,77,1994-03-18,1994-05-16,1,,94,30,3.0
94SH02378, 92039102,92,03,L9102,2,81,154,2.2,4.9,58,5,,77,1994-03-18,1994-05-04,1,,94,30,2.0
94SH02379, 91036689,91,03,L6689,2,81,191,3.6,7.9,58,5,,77,1994-03-18,1994-05-16,1,,94,30,3.0
94SH02380, 89033683,89,03,L3683,2,81,192,3.3,7.3,62,3,,77,1994-03-18,1994-05-04,1,,94,30,5.0
94SH02381, 89033804,89,03,L3804,2,81,216,2.8,6.2,62,3,,77,1994-03-18,1994-05-16,1,,94,30,5.0
94SH02382, 92038517,92,03,L8517,2,81,167,2.8,6.2,58,5,,77,1994-03-18,1994-04-29,2,,94,30,2.0
94SH02383, 92039546,92,03,L9546,2,73,148,3.3,7.3,54,7,,77,1994-03-18,1994-05-16,1,,94,30,1.5
94SH02384, 92039419,92,03,L9419,2,73,122,2.7,6.0,60,4,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02385, 92038759,92,03,L8759,2,82,150,3.2,7.1,60,4,,77,1994-03-18,1994-05-09,2,,94,30,2.0
94SH02386, 91036643,91,03,L6643,2,82,165,3.5,7.7,60,4,,77,1994-03-18,1994-05-09,2,,94,30,3.0
94SH02387, 92039389,92,03,L9389,2,73,122,3.2,7.1,58,5,,77,1994-03-18,1994-05-16,1,,94,30,1.5
94SH02388, 91036567,91,03,L6567,2,81,197,3.9,8.6,54,7,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02389, 89033377,89,03,L3377,2,81,196,3.7,8.2,58,5,,77,1994-03-18,1994-05-09,2,,94,30,5.0
94SH02390, 88032319,88,03,L2319,2,81,197,2.9,6.4,64,2,,77,1994-03-18,1994-05-04,1,,94,30,6.0
94SH02391, 92039413,92,03,L9413,2,73,136,3.2,7.1,60,4,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02392, 90035190,90,03,L5190,2,82,204,4.1,9.0,62,3,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02393, 91037681,91,03,L7681,2,82,153,3.1,6.8,62,3,,77,1994-03-18,1994-05-31,T,,94,30,3.0
94SH02394, 90035054,90,03,L5054,2,82,183,3.4,7.5,56,6,,77,1994-03-18,1994-04-25,1,,94,30,4.0
94SH02395, 88032348,88,03,L2348,2,81,158,3.0,6.6,56,6,,77,1994-03-18,1994-04-25,1,,94,30,6.0
94SH02396, 91037254,91,03,L7254,2,82,149,2.5,5.5,64,2,,77,1994-03-18,1994-04-29,2,,94,30,3.0
94SH02397, 87030771,87,03,L0771,2,82,182,3.5,7.7,54,7,,77,1994-03-18,1994-05-16,1,,94,30,7.0
94SH02398, 92038629,92,03,L8629,2,82,147,2.7,6.0,62,3,,77,1994-03-18,1994-05-16,1,,94,30,2.0
94SH02399, 90035007,90,03,L5007,2,82,184,3.0,6.6,62,3,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02400, 88032162,88,03,L2162,2,81,133,2.6,5.7,56,6,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02401, 90035080,90,03,L5080,2,81,184,4.0,8.8,56,6,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02402, 92039200,92,03,L9200,2,82,164,2.5,5.5,56,6,,77,1994-03-18,1994-04-25,1,,94,30,2.0
94SH02403, 92039417,92,03,L9417,2,73,170,3.0,6.6,60,4,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02404, 89033703,89,03,L3703,2,81,202,4.2,9.3,56,6,,77,1994-03-18,1994-05-04,1,,94,30,5.0
94SH02405, 90035372,90,03,L5372,2,82,202,3.5,7.7,58,5,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02406, 91037144,91,03,L7144,2,81,167,3.0,6.6,60,4,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02407, 92039276,92,03,L9276,2,81,153,2.9,6.4,64,2,,77,1994-03-18,1994-05-03,X,,94,30,2.0
94SH02408, 92039575,92,03,L9575,2,73,176,2.9,6.4,56,6,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02409, 88032453,88,03,L2453,2,82,206,3.4,7.5,56,6,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02410, 92039382,92,03,L9382,2,73,135,2.6,5.7,58,5,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02411, 92039602,92,03,L9602,2,73,137,3.2,7.1,60,4,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02412, 92038601,92,03,L8601,2,82,163,2.8,6.2,60,4,,77,1994-03-18,1994-05-09,2,,94,30,2.0
94SH02413, 92039612,92,03,L9612,2,73,155,3.6,7.9,58,5,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02414, 92039639,92,03,L9639,2,73,150,3.0,6.6,58,5,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02415, 88032355,88,03,L2355,2,82,182,3.1,6.8,60,4,,77,1994-03-18,1994-05-16,1,,94,30,6.0
94SH02416, 90035610,90,03,L5610,2,81,149,2.8,6.2,56,6,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02417, 91036500,91,03,L6500,2,81,207,3.0,6.6,54,7,,77,1994-03-18,1994-05-10,5,,94,30,3.0
94SH02418, 90035369,90,03,L5369,2,82,162,3.3,7.3,56,6,,77,1994-03-18,1994-05-16,1,,94,30,4.0
94SH02419, 90034727,90,03,L4727,2,82,187,4.2,9.3,58,5,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02420, 91036703,91,03,L6703,2,82,166,3.0,6.6,60,4,,77,1994-03-18,1994-04-25,1,,94,30,3.0
94SH02421, 92038516,92,03,L8516,2,81,162,3.2,7.1,56,6,,77,1994-03-18,1994-05-04,1,,94,30,2.0
94SH02422, 92038820,92,03,L8820,2,82,130,2.4,5.3,62,3,,77,1994-03-18,1994-05-09,2,,94,30,2.0
94SH02423, 89033573,89,03,L3573,2,82,206,2.6,5.7,62,3,,77,1994-03-18,1994-05-16,1,,94,30,5.0
94SH02424, 92039456,92,03,L9456,2,73,144,3.9,8.6,62,3,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02425, 92039523,92,03,L9523,2,73,135,2.7,6.0,62,3,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02426, 89034364,89,03,L4364,2,82,178,2.9,6.4,64,2,,77,1994-03-18,1994-04-29,2,,94,30,5.0
94SH02427, 92039536,92,03,L9536,2,73,135,2.9,6.4,58,5,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02428, 89033395,89,03,L3395,2,81,190,3.5,7.7,54,7,,77,1994-03-18,1994-05-04,1,,94,30,5.0
94SH02429, 92039344,92,03,L9344,2,81,141,3.5,7.7,58,5,,77,1994-03-18,1994-05-04,1,,94,30,2.0
94SH02430, 91036619,91,03,L6619,2,81,139,2.0,4.4,62,3,,77,1994-03-18,1994-04-25,1,,94,30,3.0
94SH02431, 90035291,90,03,L5291,2,81,160,3.4,7.5,62,3,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02432, 91037458,91,03,L7458,2,81,199,3.4,7.5,60,4,,77,1994-03-18,1994-04-25,1,,94,30,3.0
94SH02433, 90034690,90,03,L4690,2,82,169,3.6,7.9,56,6,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02434, 91036655,91,03,L6655,2,81,143,2.9,6.4,54,7,,77,1994-03-18,1994-05-16,1,,94,30,3.0
94SH02435, 92039452,92,03,L9452,2,73,157,2.2,4.9,64,2,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02436, 92039154,92,03,L9154,2,82,156,2.9,6.4,58,5,,77,1994-03-18,1994-04-29,2,,94,30,2.0
94SH02437, 88032256,88,03,L2256,2,81,158,3.2,7.1,56,6,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02438, 90035379,90,03,L5379,2,82,171,3.9,8.6,56,6,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02439, 91037232,91,03,L7232,2,82,205,3.0,6.6,58,5,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02440, 92039394,92,03,L9394,2,73,144,2.5,5.5,62,3,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02441, 92038725,92,03,L8725,2,82,161,3.7,8.2,58,5,,77,1994-03-18,1994-04-29,2,,94,30,2.0
94SH02442, 91037647,91,03,L7647,2,82,241,3.2,7.1,60,4,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02443, 92039509,92,03,L9509,2,73,139,2.8,6.2,62,3,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02444, 91037234,91,03,L7234,2,82,189,3.0,6.6,58,5,,77,1994-03-18,1994-04-29,2,,94,30,3.0
94SH02445, 91037260,91,03,L7260,2,82,162,2.2,4.9,58,5,,77,1994-03-18,1994-05-09,2,,94,30,3.0
94SH02446, 91036605,91,03,L6605,2,82,164,3.0,6.6,60,4,,77,1994-03-18,1994-05-09,2,,94,30,3.0
94SH02447, 88032269,88,03,L2269,2,81,183,3.0,6.6,64,2,,77,1994-03-18,1994-05-04,1,,94,30,6.0
94SH02448, 92039493,92,03,L9493,2,73,153,3.1,6.8,58,5,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02449, 90035425,90,03,L5425,2,82,174,2.7,6.0,58,5,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02450, 88032099,88,03,L2099,2,82,197,2.7,6.0,64,2,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02451, 90034954,90,03,L4954,2,82,177,3.1,6.8,56,6,,77,1994-03-18,1994-05-16,1,,94,30,4.0
94SH02452, 90035202,90,03,L5202,2,81,176,2.6,5.7,62,3,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02453, 91036630,91,03,L6630,2,81,206,3.6,7.9,62,3,,77,1994-03-18,1994-04-29,2,,94,30,3.0
94SH02454, 92038993,92,03,L8993,2,82,170,3.1,6.8,56,6,,77,1994-03-18,1994-04-25,1,,94,30,2.0
94SH02455, 92039175,92,03,L9175,2,81,164,2.4,5.3,60,4,,77,1994-03-18,1994-04-29,2,,94,30,2.0
94SH02456, 92039520,92,03,L9520,2,73,163,3.0,6.6,60,4,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02457, 90035123,90,03,L5123,2,81,235,4.0,8.8,54,7,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02458, 89033977,89,03,L3977,2,81,171,3.4,7.5,56,6,,77,1994-03-18,1994-05-04,1,,94,30,5.0
94SH02459, 92039367,92,03,L9367,2,73,157,2.6,5.7,64,2,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02460, 90034966,90,03,L4966,2,82,158,3.4,7.5,58,5,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02461, 92039379,92,03,L9379,2,73,167,3.2,7.1,60,4,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02462, 92038880,92,03,L8880,2,82,157,2.9,6.4,64,2,,77,1994-03-18,1994-05-04,1,,94,30,2.0
94SH02463, 91037769,91,03,L7769,2,82,148,2.2,4.9,60,4,,77,1994-03-18,1994-04-29,2,,94,30,3.0
94SH02464, 89033582,89,03,L3582,2,82,213,4.0,8.8,58,5,,77,1994-03-18,1994-05-04,1,,94,30,5.0
94SH02465, 92039480,92,03,L9480,2,73,148,2.9,6.4,58,5,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02466, 90035581,90,03,L5581,2,81,193,2.7,6.0,64,2,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02467, 90035598,90,03,L5598,2,81,170,3.5,7.7,62,3,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02468, 89034113,89,03,L4113,2,82,211,4.0,8.8,54,7,,77,1994-03-18,1994-05-04,1,,94,30,5.0
94SH02469, 90035299,90,03,L5299,2,82,215,3.3,7.3,64,2,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02470, 91037002,91,03,L7002,2,82,184,2.7,6.0,54,7,,77,1994-03-18,1994-04-25,1,,94,30,3.0
94SH02471, 91037132,91,03,L7132,2,81,173,3.0,6.6,62,3,,77,1994-03-18,1994-05-09,2,,94,30,3.0
94SH02472, 92039421,92,03,L9421,2,73,148,3.5,7.7,56,6,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02473, 92039553,92,03,L9553,2,73,149,2.9,6.4,64,2,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02474, 90035301,90,03,L5301,2,81,194,2.6,5.7,62,3,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02475, 92039555,92,03,L9555,2,73,174,3.8,8.4,54,7,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02476, 92038869,92,03,L8869,2,82,167,3.9,8.6,56,6,,77,1994-03-18,1994-05-04,1,,94,30,2.0
94SH02477, 91037726,91,03,L7726,2,82,199,2.5,5.5,64,2,,77,1994-03-18,1994-05-09,2,,94,30,3.0
94SH02478, 89033335,89,03,L3335,2,82,176,3.5,7.7,62,3,,77,1994-03-18,1994-04-29,2,,94,30,5.0
94SH02479, 89033909,89,03,L3909,2,82,208,3.3,7.3,58,5,,77,1994-03-18,1994-05-09,2,,94,30,5.0
94SH02480, 90035012,90,03,L5012,2,81,170,3.7,8.2,60,4,,77,1994-03-18,1994-04-25,1,,94,30,4.0
94SH02481, 91037328,91,03,L7328,2,82,154,3.8,8.4,64,2,,77,1994-03-18,1994-04-29,2,,94,30,3.0
94SH02482, 91036831,91,03,L6831,2,81,172,3.5,7.7,60,4,,77,1994-03-18,1994-05-31,T,,94,30,3.0
94SH02483, 91036996,91,03,L6996,2,81,188,3.5,7.7,58,5,,77,1994-03-18,1994-05-24,5,,94,30,3.0
94SH02484, 88032140,88,03,L2140,2,82,190,2.8,6.2,56,6,,77,1994-03-18,1994-05-25,1,,94,30,6.0
94SH02485, 92038786,92,03,L8786,2,82,140,2.3,5.1,64,2,,77,1994-03-18,1994-05-04,1,,94,30,2.0
94SH02486, 88032138,88,03,L2138,2,82,127,2.7,6.0,60,4,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02487, 91036556,91,03,L6556,2,81,209,3.2,7.1,58,5,,77,1994-03-18,1994-04-25,1,,94,30,3.0
94SH02488, 92039400,92,03,L9400,2,73,139,3.5,7.7,60,4,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02489, 90035283,90,03,L5283,2,82,181,4.7,10.4,56,6,,77,1994-03-18,1994-05-31,T,,94,30,4.0
94SH02490, 88031876,88,03,L1876,2,82,197,2.7,6.0,64,2,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02491, 92039285,92,03,L9285,2,82,157,2.7,6.0,64,2,,77,1994-03-18,1994-04-29,2,,94,30,2.0
94SH02492, 90035077,90,03,L5077,2,81,197,4.8,10.6,54,7,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02493, 91036518,91,03,L6518,2,82,212,2.4,5.3,58,5,? ETAG,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02494, 90034873,90,03,L4873,2,81,163,2.5,5.5,58,5,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02495, 87030926,87,03,L0926,2,81,188,3.4,7.5,58,5,,77,1994-03-18,1994-04-29,2,,94,30,7.0
94SH02496, 89033838,89,03,L3838,2,82,211,3.8,8.4,60,4,,77,1994-03-18,1994-04-25,1,,94,30,5.0
94SH02497, 92039370,92,03,L9370,2,73,172,3.2,7.1,60,4,,77,1994-03-18,1994-04-29,2,,94,30,1.5
94SH02498, 92039508,92,03,L9508,2,73,148,3.2,7.1,60,4,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02499, 88032271,88,03,L2271,2,81,145,2.6,5.7,64,2,,77,1994-03-18,1994-05-31,T,,94,30,6.0
94SH02500, 91037492,91,03,L7492,2,81,154,3.4,7.5,60,4,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02501, 88032077,88,03,L2077,2,82,175,3.7,8.2,54,7,,77,1994-03-18,1994-05-09,2,,94,30,6.0
94SH02502, 90034815,90,03,L4815,2,81,184,3.3,7.3,56,6,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02503, 88031919,88,03,L1919,2,81,163,3.4,7.5,58,5,,77,1994-03-18,1994-04-29,2,,94,30,6.0
94SH02504, 91036985,91,03,L6985,2,81,117,4.0,8.8,58,5,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02505, 90035547,90,03,L5547,2,81,191,3.9,8.6,56,6,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02506, 90035004,90,03,L5004,2,82,220,4.1,9.0,54,7,,77,1994-03-18,1994-05-09,2,,94,30,4.0
94SH02507, 90035454,90,03,L5454,2,82,183,4.0,8.8,58,5,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02508, 92038627,92,03,L8627,2,82,155,2.8,6.2,64,2,,77,1994-03-18,1994-04-29,2,,94,30,2.0
94SH02509, 92039552,92,03,L9552,2,73,161,3.1,6.8,58,5,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02510, 92039618,92,03,L9618,2,73,159,3.4,7.5,58,5,,77,1994-03-18,1994-05-09,2,,94,30,1.5
94SH02511, 90035467,90,03,L5467,2,82,183,4.2,9.3,56,6,,77,1994-03-18,1994-04-29,2,,94,30,4.0
94SH02512, 91037155,91,03,L7155,2,81,214,3.4,7.5,60,4,,77,1994-03-18,1994-05-04,1,,94,30,3.0
94SH02513, 89033960,89,03,L3960,2,82,194,2.1,4.6,62,3,,77,1994-03-18,1994-04-29,2,,94,30,5.0
94SH02514, 92039356,92,03,L9356,2,81,177,2.9,6.4,60,4,,77,1994-03-18,1994-04-25,1,,94,30,2.0
94SH02515, 88032151,88,03,L2151,2,81,194,4.0,8.8,58,5,,77,1994-03-18,1994-05-31,T,,94,30,6.0
94SH02516, 92039560,92,03,L9560,2,73,161,4.0,8.8,54,7,,77,1994-03-18,1994-05-04,1,,94,30,1.5
94SH02517, 91036939,91,03,L6939,2,82,164,2.4,5.3,64,2,,77,1994-03-18,1994-05-09,2,,94,30,3.0
94SH02518, 90035580,90,03,L5580,2,81,196,2.6,5.7,62,3,,77,1994-03-18,1994-05-04,1,,94,30,4.0
94SH02519, 91006139,91,00,06139,1,TX,221,5.5,12.1,62,3,TX RAM,77,1994-03-18,1994-05-17,M,70,94,07,3.0
94SH02520, 92636414,92,63,K6414,1,68,189,4.2,9.3,64,2,,77,1994-03-18,1994-05-17,M,68,94,06,2.0
94SH02521, 92102500,92,10,S2500,1,18,205,5.8,12.8,64,2,,77,1994-03-18,1994-05-17,M,75,94,07,2.0
94SH02522, 92102349,92,10,S2349,1,18,195,4.0,8.8,64,2,,77,1994-03-18,1994-05-17,M,59,94,07,2.0
94SH02523, 92636218,92,63,K6218,1,68,189,4.4,9.7,64,2,,77,1994-03-18,1994-05-17,M,68,94,06,2.0
94SH02524, 92038722,92,03,L8722,1,80,173,3.7,8.2,58,5,,77,1994-03-18,1994-05-17,M,71,94,30,2.0
94SH02525, 92636536,92,63,K6536,1,68,190,5.3,11.7,62,3,,77,1994-03-18,1994-05-17,M,68,94,06,2.0
94SH02526, 92635832,92,63,K5832,1,68,199,7.0,15.4,54,7,,77,1994-03-18,1994-05-17,M,88,94,06,2.0
94SH02527, 92442691,92,44,T2691,1,42,185,4.6,10.1,62,3,,77,1994-03-18,1994-05-17,M,69,94,02,2.0
94SH02528, 92038881,92,03,L8881,1,81,177,3.4,7.5,64,2,,77,1994-03-18,1994-05-17,M,56,94,30,2.0
94SH02529, 92038774,92,03,L8774,1,80,199,4.3,9.5,62,3,,77,1994-03-18,1994-05-17,M,90,94,30,2.0
94SH02530, 92038500,92,03,L8500,1,82,185,3.3,7.3,60,4,,77,1994-03-18,1994-05-17,M,58,94,30,2.0
94SH02531, 92038595,92,03,L8595,1,81,172,3.1,6.8,60,4,,77,1994-03-18,1994-05-17,M,60,94,30,2.0
94SH02532, 92102576,92,10,S2576,1,18,201,5.7,12.6,60,4,,77,1994-03-18,1994-05-17,M,78,94,07,2.0
94SH02533, 92039649,92,03,L9649,1,73,153,2.5,5.5,58,5,,77,1994-03-18,1994-05-17,M,,94,30,1.5
94SH02534, 92038773,92,03,L8773,1,80,178,3.9,8.6,60,4,,77,1994-03-18,1994-05-17,M,82,94,30,2.0
94SH02535, 92038995,92,03,L8995,1,80,187,3.9,8.6,60,4,,77,1994-03-18,1994-05-17,M,63,94,30,2.0
94SH02536, 92443501,92,44,T3501,1,48,209,5.0,11.0,64,2,,77,1994-03-18,1994-05-17,M,65,94,02,2.0
94SH02537, 92039571,92,03,L9571,1,73,171,3.0,6.6,64,2,,77,1994-03-18,1994-05-17,M,,94,30,1.5
94SH02538, 92038788,92,03,L8788,1,80,170,3.7,8.2,58,5,,77,1994-03-18,1994-05-17,M,75,94,30,2.0
94SH02539, 92039289,92,03,L9289,1,81,191,3.9,8.6,58,5,,77,1994-03-18,1994-05-17,M,74,94,30,2.0
94SH02540, 92442776,92,44,T2776,1,42,192,3.8,8.4,62,3,,77,1994-03-18,1994-05-17,M,62,94,02,2.0
94SH02541, 92102747,92,10,S2747,1,FW,161,4.5,9.9,62,3,,77,1994-03-18,1994-05-17,M,69,94,41,2.0
94SH02542, 92442562,92,44,T2562,1,41,196,5.7,12.6,58,5,,77,1994-03-18,1994-05-17,M,79,94,02,2.0
94SH02543, 92636261,92,63,K6261,1,68,194,4.7,10.4,58,5,,77,1994-03-18,1994-05-17,M,79,94,06,2.0
94SH02544, 92102964,92,10,S2964,1,18,175,3.7,8.2,64,2,,77,1994-03-18,1994-05-17,M,68,94,07,2.0
94SH02545, 92039026,92,03,L9026,1,81,155,3.7,8.2,58,5,,77,1994-03-18,1994-05-17,M,68,94,30,2.0
94SH02546, 92103102,92,10,S3102,1,18,198,6.0,13.2,54,7,,77,1994-03-18,1994-05-17,M,81,94,07,2.0
94SH02547, 92038959,92,03,L8959,1,80,178,2.7,6.0,64,2,,77,1994-03-18,1994-05-17,M,53,94,30,2.0
94SH02548, 92443083,92,44,T3083,1,42,169,3.6,7.9,64,2,,77,1994-03-18,1994-05-17,M,58,94,02,2.0
94SH02549, 93443806,93,44,T3806,1,TT,154,2.9,6.4,62,3,,77,1994-03-18,1994-05-17,Y,,94,02,1.0
94SH02550, 93104257,93,10,S4257,1,18,113,2.1,4.6,62,3,,77,1994-03-18,1994-05-17,Y,38,94,07,1.0
94SH02551, 93636857,93,63,K6857,1,62,163,3.9,8.6,60,4,,77,1994-03-18,1994-05-17,Y,78,94,06,1.0
94SH02552, 93443822,93,44,T3822,1,TT,141,2.5,5.5,64,2,,77,1994-03-18,1994-05-17,Y,,94,02,1.0
94SH02553, 93039819,93,03,L9819,1,82,140,2.5,5.5,56,6,,77,1994-03-18,1994-05-17,Y,75,94,30,1.0
94SH02554, 93443845,93,44,T3845,1,42,146,3.4,7.5,62,3,,77,1994-03-18,1994-05-17,Y,53,94,02,1.0
94SH02555, 93443879,93,44,T3879,1,42,141,2.5,5.5,60,4,,77,1994-03-18,1994-05-17,Y,59,94,02,1.0
94SH02556, 93812638,93,81,Z2638,1,TT,142,2.7,6.0,60,4,,77,1994-03-18,1994-05-17,Y,,94,57,1.0
94SH02557, 93104057,93,10,S4057,1,18,113,2.0,4.4,64,2,,77,1994-03-18,1994-05-17,Y,49,94,07,1.0
94SH02558, 93443655,93,44,T3655,1,TT,127,3.0,6.6,62,3,,77,1994-03-18,1994-05-17,Y,,94,02,1.0
94SH02559, 93443684,93,44,T3684,1,TT,133,2.2,4.9,64,2,,77,1994-03-18,1994-05-17,Y,,94,02,1.0
94SH02560, 93103855,93,10,S3855,1,18,145,3.5,7.7,60,4,,77,1994-03-18,1994-05-17,Y,71,94,43,1.0
94SH02561, 93040074,93,04,A0074,1,82,131,1.5,3.3,64,2,,77,1994-03-18,1994-05-17,Y,54,94,30,1.0
