UID,ID9,YR,BRD,ETAG,SEX,LINE,SPWT,KGWT,GRFL,GRADE,FLGR1,RMK,DAYSH,SHDAY,WTDAY,BAND,L,YEAR,STM,AGE
94SH00536, 91101355,91,10,S1355,2,12,0,3.5,7.7,64,2,,75,1994-03-16,,,,94,07,3.0
94SH00537, 91101451,91,10,S1451,2,10,143,3.3,7.3,64,2,,75,1994-03-16,1994-04-29,2,,94,07,3.0
94SH00538, 89100023,89,10,S0023,2,11,165,4.4,9.7,64,2,,75,1994-03-16,1994-04-29,2,,94,07,5.0
94SH00539, 92636404,92,63,K6404,2,62,165,3.9,8.6,54,7,,75,1994-03-16,1994-05-03,X,,94,06,2.0
94SH00540, 91101312,91,10,S1312,2,10,145,4.1,9.0,64,2,,75,1994-03-16,1994-04-19,1,,94,42,3.0
94SH00541, 92102493,92,10,S2493,2,13,158,5.4,11.9,56,6,,75,1994-03-16,1994-04-25,1,,94,42,2.0
94SH00542, 92102820,92,10,S2820,2,11,150,4.0,8.8,60,4,,75,1994-03-16,1994-04-19,1,,94,07,2.0
94SH00543, 90100616,90,10,S0616,2,11,132,4.1,9.0,58,5,,75,1994-03-16,1994-04-25,1,,94,41,4.0
94SH00544, 91635362,91,63,K5362,2,60,206,4.9,10.8,60,4,,75,1994-03-16,1994-04-19,2,,94,06,3.0
94SH00545, 92103081,92,10,S3081,2,11,157,3.5,7.7,62,3,,75,1994-03-16,1994-04-19,2,,94,42,2.0
94SH00546, 92636066,92,63,K6066,2,68,159,4.5,9.9,60,4,,75,1994-03-16,1994-04-25,1,,94,06,2.0
94SH00547, 91101848,91,10,S1848,2,11,176,4.9,10.8,62,3,,75,1994-03-16,1994-05-03,X,,94,42,3.0
94SH00548, 90634942,90,63,K4942,2,61,196,3.6,7.9,58,5,,75,1994-03-16,1994-04-19,2,,94,06,4.0
94SH00549, 88633203,88,63,K3203,2,61,0,4.6,10.1,58,5,,75,1994-03-16,,,,94,06,6.0
94SH00550, 91635230,91,63,K5230,2,61,216,3.9,8.6,54,7,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00551, 91635542,91,63,K5542,2,61,225,4.4,9.7,60,4,,75,1994-03-16,1994-05-09,2,,94,06,3.0
94SH00552, 90634770,90,63,K4770,2,60,239,5.6,12.3,60,4,,75,1994-03-16,1994-04-19,2,,94,06,4.0
94SH00553, 90634832,90,63,K4832,2,68,139,3.8,8.4,56,6,,75,1994-03-16,1994-05-03,X,,94,06,4.0
94SH00554, 92635902,92,63,K5902,2,62,159,4.1,9.0,60,4,,75,1994-03-16,1994-05-16,1,,94,06,2.0
94SH00555, 90100867,90,10,S0867,2,12,178,3.4,7.5,62,3,,75,1994-03-16,1994-04-19,1,,94,07,4.0
94SH00556, 90100732,90,10,S0732,2,12,158,3.9,8.6,64,2,,75,1994-03-16,1994-04-29,2,,94,07,4.0
94SH00557, 91101396,91,10,S1396,2,10,214,3.7,8.2,64,2,,75,1994-03-16,1994-04-19,2,,94,07,3.0
94SH00558, 87197837,87,19,S7837,2,12,174,4.1,9.0,56,6,,75,1994-03-16,1994-04-19,1,,94,07,7.0
94SH00559, 91101943,91,10,S1943,2,12,165,3.3,7.3,62,3,,75,1994-03-16,1994-04-19,2,,94,07,3.0
94SH00560, 91101294,91,10,S1294,2,10,0,3.5,7.7,64,2,,75,1994-03-16,,,,94,07,3.0
94SH00561, 89100011,89,10,S0011,2,13,156,3.2,7.1,62,3,,75,1994-03-16,1994-04-25,1,,94,07,5.0
94SH00562, 90100796,90,10,S0796,2,10,182,4.4,9.7,64,2,,75,1994-03-16,1994-04-19,2,,94,41,4.0
94SH00563, 92636598,92,63,K6598,2,62,167,3.3,7.3,62,3,,75,1994-03-16,1994-04-19,2,,94,06,2.0
94SH00564, 90100381,90,10,S0381,2,11,147,3.9,8.6,62,3,,75,1994-03-16,1994-04-19,2,,94,41,4.0
94SH00565, 90100782,90,10,S0782,2,10,173,3.0,6.6,64,2,,75,1994-03-16,1994-05-16,1,,94,07,4.0
94SH00566, 92103293,92,10,S3293,2,11,166,3.4,7.5,62,3,,75,1994-03-16,1994-04-25,1,,94,07,2.0
94SH00567, 91101361,91,10,S1361,2,10,0,5.0,11.0,58,5,,75,1994-03-16,,,,94,42,3.0
94SH00568, 88199190,88,19,S9190,2,13,183,3.8,8.4,62,3,,75,1994-03-16,1994-04-29,2,,94,07,6.0
94SH00569, 89199847,89,19,S9847,2,10,189,3.2,7.1,64,2,,75,1994-03-16,1994-04-19,2,,94,07,5.0
94SH00570, 90634437,90,63,K4437,2,68,203,4.3,9.5,58,5,,75,1994-03-16,1994-04-19,1,,94,06,4.0
94SH00571, 90100417,90,10,S0417,2,13,164,3.0,6.6,64,2,,75,1994-03-16,1994-04-19,2,,94,07,4.0
94SH00572, 89199909,89,19,S9909,2,13,161,3.5,7.7,56,6,,75,1994-03-16,1994-05-04,1,,94,07,5.0
94SH00573, 87632798,87,63,K2798,2,62,213,3.9,8.6,60,4,,75,1994-03-16,1994-05-10,5,,94,06,7.0
94SH00574, 92636268,92,63,K6268,2,61,165,3.7,8.2,64,2,,75,1994-03-16,1994-04-19,2,,94,06,2.0
94SH00575, 90100707,90,10,S0707,2,11,155,4.5,9.9,60,4,,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00576, 91101806,91,10,S1806,2,11,160,5.0,11.0,62,3,,75,1994-03-16,1994-05-04,1,,94,42,3.0
94SH00577, 90100628,90,10,S0628,2,11,174,3.1,6.8,64,2,,75,1994-03-16,1994-05-09,2,,94,07,4.0
94SH00578, 91635206,91,63,K5206,2,62,195,4.7,10.4,58,5,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00579, 92635894,92,63,K5894,2,68,154,3.8,8.4,60,4,,75,1994-03-16,1994-04-29,2,,94,06,2.0
94SH00580, 87198052,87,19,S8052,2,13,166,3.1,6.8,60,4,,75,1994-03-16,1994-04-25,1,,94,07,7.0
94SH00581, 90100818,90,10,S0818,2,12,140,2.2,4.9,64,2,,75,1994-03-16,1994-04-29,2,,94,07,4.0
94SH00582, 87198416,87,19,S8416,2,12,206,4.1,9.0,64,2,,75,1994-03-16,1994-04-19,2,,94,07,7.0
94SH00583, 90100323,90,10,S0323,2,12,164,3.0,6.6,64,2,,75,1994-03-16,1994-04-25,1,,94,07,4.0
94SH00584, 92102622,92,10,S2622,2,12,149,3.9,8.6,62,3,,75,1994-03-16,1994-04-19,2,,94,42,2.0
94SH00585, 89634266,89,63,K4266,2,68,232,3.4,7.5,64,2,,75,1994-03-16,1994-04-19,2,,94,06,5.0
94SH00586, 88199072,88,19,S9072,2,12,189,3.5,7.7,62,3,,75,1994-03-16,1994-04-19,1,,94,07,6.0
94SH00587, 87632936,87,63,K2936,2,61,258,4.2,9.3,54,7,,75,1994-03-16,1994-04-19,1,,94,06,7.0
94SH00588, 90100384,90,10,S0384,2,11,138,2.7,6.0,64,2,,75,1994-03-16,1994-04-19,2,,94,07,4.0
94SH00589, 90100575,90,10,S0575,2,13,154,4.0,8.8,62,3,,75,1994-03-16,1994-04-25,1,,94,41,4.0
94SH00590, 91101992,91,10,S1992,2,11,164,4.5,9.9,62,3,,75,1994-03-16,1994-04-25,1,,94,07,3.0
94SH00591, 90100452,90,10,S0452,2,12,164,3.7,8.2,62,3,,75,1994-03-16,1994-04-19,2,,94,07,4.0
94SH00592, 90100703,90,10,S0703,2,10,158,3.8,8.4,64,2,1 TAG '94,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00593, 90100560,90,10,S0560,2,11,195,2.9,6.4,62,3,,75,1994-03-16,1994-04-19,1,,94,07,4.0
94SH00594, 92636201,92,63,K6201,2,60,137,3.1,6.8,62,3,,75,1994-03-16,1994-04-29,2,,94,06,2.0
94SH00595, 88199040,88,19,S9040,2,10,180,3.0,6.6,64,2,,75,1994-03-16,1994-04-19,2,,94,07,6.0
94SH00596, 92102363,92,10,S2363,2,13,131,4.2,9.3,62,3,,75,1994-03-16,1994-04-29,2,,94,42,2.0
94SH00597, 92102495,92,10,S2495,2,10,149,3.3,7.3,64,2,,75,1994-03-16,1994-04-19,2,,94,42,2.0
94SH00598, 91101667,91,10,S1667,2,12,183,3.6,7.9,64,2,,75,1994-03-16,1994-04-19,1,,94,07,3.0
94SH00599, 92103174,92,10,S3174,2,10,150,3.6,7.9,62,3,,75,1994-03-16,1994-04-19,2,,94,42,2.0
94SH00600, 90634617,90,63,K4617,2,61,215,4.8,10.6,54,7,,75,1994-03-16,1994-04-25,1,,94,06,4.0
94SH00601, 92636238,92,63,K6238,2,60,197,4.0,8.8,58,5,,75,1994-03-16,1994-04-29,2,,94,06,2.0
94SH00602, 91102061,91,10,S2061,2,13,180,3.7,8.2,62,3,,75,1994-03-16,1994-05-04,1,,94,07,3.0
94SH00603, 90100808,90,10,S0808,2,12,182,4.8,10.6,54,7,,75,1994-03-16,1994-05-09,2,,94,41,4.0
94SH00604, 88198705,88,19,S8705,2,11,202,3.7,8.2,62,3,,75,1994-03-16,1994-04-29,2,,94,07,6.0
94SH00605, 92636123,92,63,K6123,2,61,167,3.4,7.5,64,2,,75,1994-03-16,1994-04-29,2,,94,06,2.0
94SH00606, 90100576,90,10,S0576,2,13,166,3.8,8.4,64,2,,75,1994-03-16,1994-04-19,1,,94,07,4.0
94SH00607, 88633604,88,63,K3604,2,62,177,3.7,8.2,60,4,,75,1994-03-16,1994-04-25,1,,94,06,6.0
94SH00608, 90100856,90,10,S0856,2,13,0,3.3,7.3,62,3,,75,1994-03-16,,,,94,07,4.0
94SH00609, 88198931,88,19,S8931,2,11,164,3.1,6.8,62,3,,75,1994-03-16,1994-04-29,2,,94,07,6.0
94SH00610, 89634208,89,63,K4208,2,61,203,3.5,7.7,64,2,,75,1994-03-16,1994-04-29,2,,94,06,5.0
94SH00611, 90100386,90,10,S0386,2,12,158,3.9,8.6,60,4,,75,1994-03-16,1994-04-25,1,,94,07,4.0
94SH00612, 90100741,90,10,S0741,2,11,139,3.5,7.7,64,2,,75,1994-03-16,1994-05-03,X,,94,07,4.0
94SH00613, 91101885,91,10,S1885,2,12,173,4.0,8.8,62,3,,75,1994-03-16,1994-04-29,2,,94,07,3.0
94SH00614, 92635984,92,63,K5984,2,61,177,3.2,7.1,62,3,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00615, 87198115,87,19,S8115,2,11,140,3.0,6.6,64,2,SLICK BPEN 24,75,1994-03-16,,1,,94,07,7.0
94SH00616, 87632470,87,63,K2470,2,60,190,3.7,8.2,54,7,,75,1994-03-16,1994-04-25,1,,94,06,7.0
94SH00617, 90100573,90,10,S0573,2,10,184,4.0,8.8,64,2,,75,1994-03-16,1994-04-19,2,,94,07,4.0
94SH00618, 90634963,90,63,K4963,2,61,177,4.0,8.8,60,4,,75,1994-03-16,1994-04-25,1,,94,06,4.0
94SH00619, 92636215,92,63,K6215,2,62,164,3.4,7.5,60,4,,75,1994-03-16,1994-04-29,2,,94,06,2.0
94SH00620, 88633688,88,63,K3688,2,61,227,3.6,7.9,56,6,,75,1994-03-16,1994-04-19,1,,94,06,6.0
94SH00621, 88633753,88,63,K3753,2,62,242,4.4,9.7,54,7,,75,1994-03-16,1994-04-25,1,,94,06,6.0
94SH00622, 90100456,90,10,S0456,2,12,170,4.3,9.5,58,5,,75,1994-03-16,1994-04-29,2,,94,41,4.0
94SH00623, 92636205,92,63,K6205,2,62,160,3.6,7.9,60,4,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00624, 92636046,92,63,K6046,2,68,165,3.8,8.4,62,3,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00625, 87633035,87,63,K3035,2,62,230,3.8,8.4,54,7,,75,1994-03-16,1994-04-19,1,,94,06,7.0
94SH00626, 90100513,90,10,S0513,2,11,166,4.7,10.4,62,3,,75,1994-03-16,1994-05-04,1,,94,41,4.0
94SH00627, 91101331,91,10,S1331,2,10,152,4.3,9.5,58,5,,75,1994-03-16,1994-04-25,1,,94,42,3.0
94SH00628, 90100794,90,10,S0794,2,10,186,3.7,8.2,60,4,,75,1994-03-16,1994-04-19,2,,94,07,4.0
94SH00629, 87197788,87,19,S7788,2,10,167,4.3,9.5,62,3,,75,1994-03-16,1994-04-25,1,,94,07,7.0
94SH00630, 90634897,90,63,K4897,2,68,220,2.9,6.4,56,6,,75,1994-03-16,1994-05-10,5,,94,06,4.0
94SH00631, 87197859,87,19,S7859,2,10,0,3.8,8.4,60,4,,75,1994-03-16,,,,94,07,7.0
94SH00632, 88199012,88,19,S9012,2,13,132,3.0,6.6,64,2,,75,1994-03-16,1994-04-19,1,,94,07,6.0
94SH00633, 90100519,90,10,S0519,2,10,145,3.7,8.2,64,2,,75,1994-03-16,1994-04-19,2,,94,41,4.0
94SH00634, 91101645,91,10,S1645,2,12,166,3.6,7.9,64,2,,75,1994-03-16,1994-04-19,2,,94,07,3.0
94SH00635, 90100436,90,10,S0436,2,12,168,4.6,10.1,56,6,,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00636, 91635159,91,63,K5159,2,68,202,4.4,9.7,58,5,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00637, 88199078,88,19,S9078,2,12,170,3.7,8.2,62,3,,75,1994-03-16,1994-04-19,1,,94,07,6.0
94SH00638, 89199573,89,19,S9573,2,12,215,4.0,8.8,58,5,,75,1994-03-16,1994-04-19,2,,94,07,5.0
94SH00639, 91635719,91,63,K5719,2,61,208,4.8,10.6,54,7,,75,1994-03-16,1994-05-04,1,,94,06,3.0
94SH00640, 90100451,90,10,S0451,2,13,0,3.8,8.4,60,4,,75,1994-03-16,,,,94,07,4.0
94SH00641, 91101889,91,10,S1889,2,13,194,4.6,10.1,64,2,,75,1994-03-16,1994-05-04,1,,94,07,3.0
94SH00642, 92636007,92,63,K6007,2,60,174,3.4,7.5,60,4,,75,1994-03-16,1994-05-04,1,,94,06,2.0
94SH00643, 92635922,92,63,K5922,2,61,157,3.2,7.1,60,4,,75,1994-03-16,1994-04-25,1,,94,06,2.0
94SH00644, 92102371,92,10,S2371,2,12,169,3.9,8.6,62,3,,75,1994-03-16,1994-04-19,1,,94,07,2.0
94SH00645, 91101725,91,10,S1725,2,13,185,3.9,8.6,60,4,,75,1994-03-16,1994-04-19,1,,94,07,3.0
94SH00646, 92635914,92,63,K5914,2,61,196,3.7,8.2,64,2,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00647, 90635106,90,63,K5106,2,61,199,3.7,8.2,62,3,,75,1994-03-16,1994-04-19,2,,94,06,4.0
94SH00648, 91101664,91,10,S1664,2,13,193,3.6,7.9,62,3,,75,1994-03-16,1994-04-29,2,,94,07,3.0
94SH00649, 91635572,91,63,K5572,2,60,189,5.6,12.3,58,5,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00650, 90100845,90,10,S0845,2,10,149,2.9,6.4,64,2,,75,1994-03-16,1994-04-19,1,,94,07,4.0
94SH00651, 92102696,92,10,S2696,2,12,141,3.2,7.1,64,2,,75,1994-03-16,1994-04-19,1,,94,07,2.0
94SH00652, 91101976,91,10,S1976,2,10,0,3.1,6.8,62,3,,75,1994-03-16,,,,94,07,3.0
94SH00653, 90100695,90,10,S0695,2,11,164,4.1,9.0,58,5,,75,1994-03-16,1994-04-25,1,,94,07,4.0
94SH00654, 90634545,90,63,K4545,2,60,209,4.4,9.7,60,4,,75,1994-03-16,1994-05-03,3,,94,06,4.0
94SH00655, 92636586,92,63,K6586,2,62,186,4.6,10.1,60,4,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00656, 92102901,92,10,S2901,2,11,136,3.2,7.1,64,2,,75,1994-03-16,1994-04-25,1,,94,07,2.0
94SH00657, 91101485,91,10,S1485,2,10,162,3.9,8.6,62,3,,75,1994-03-16,1994-04-19,1,,94,42,3.0
94SH00658, 90634798,90,63,K4798,2,62,199,4.6,10.1,54,7,,75,1994-03-16,1994-05-03,3,,94,06,4.0
94SH00659, 90100526,90,10,S0526,2,11,161,4.1,9.0,62,3,,75,1994-03-16,1994-05-04,1,,94,41,4.0
94SH00660, 89100094,89,10,S0094,2,13,172,3.2,7.1,64,2,,75,1994-03-16,1994-04-19,2,,94,07,5.0
94SH00661, 90100509,90,10,S0509,2,11,139,3.6,7.9,64,2,,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00662, 87632715,87,63,K2715,2,62,201,4.5,9.9,54,7,,75,1994-03-16,1994-04-25,1,,94,06,7.0
94SH00663, 91635352,91,63,K5352,2,61,208,3.2,7.1,62,3,,75,1994-03-16,1994-04-19,2,,94,06,3.0
94SH00664, 90100916,90,10,S0916,2,11,155,3.6,7.9,60,4,,75,1994-03-16,1994-04-25,1,,94,07,4.0
94SH00665, 88633470,88,63,K3470,2,60,171,3.4,7.5,56,6,,75,1994-03-16,1994-04-19,1,,94,06,6.0
94SH00666, 90100810,90,10,S0810,2,12,161,3.3,7.3,62,3,,75,1994-03-16,1994-04-19,2,,94,07,4.0
94SH00667, 91101416,91,10,S1416,2,13,169,3.2,7.1,62,3,,75,1994-03-16,1994-04-19,2,,94,07,3.0
94SH00668, 90100691,90,10,S0691,2,11,143,3.9,8.6,64,2,,75,1994-03-16,1994-04-19,2,,94,41,4.0
94SH00669, 92102279,92,10,S2279,2,12,118,3.0,6.6,64,2,,75,1994-03-16,1994-04-25,1,,94,42,2.0
94SH00670, 92103121,92,10,S3121,2,11,164,2.9,6.4,62,3,,75,1994-03-16,1994-04-19,2,,94,07,2.0
94SH00671, 91101481,91,10,S1481,2,13,189,3.9,8.6,56,6,,75,1994-03-16,1994-04-19,2,,94,42,3.0
94SH00672, 91635183,91,63,K5183,2,61,203,3.5,7.7,54,7,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00673, 92636550,92,63,K6550,2,61,179,4.3,9.5,58,5,,75,1994-03-16,1994-04-19,2,,94,06,2.0
94SH00674, 90100528,90,10,S0528,2,13,161,4.8,10.6,54,7,,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00675, 92636360,92,63,K6360,2,62,159,2.8,6.2,62,3,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00676, 90634678,90,63,K4678,2,60,196,4.2,9.3,58,5,,75,1994-03-16,1994-04-29,2,,94,06,4.0
94SH00677, 90100593,90,10,S0593,2,11,145,3.7,8.2,64,2,,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00678, 88633808,88,63,K3808,2,68,183,3.9,8.6,62,3,,75,1994-03-16,1994-04-29,2,,94,06,6.0
94SH00679, 92636124,92,63,K6124,2,60,197,4.3,9.5,58,5,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00680, 89199959,89,19,S9959,2,11,189,3.5,7.7,60,4,,75,1994-03-16,1994-04-19,1,,94,07,5.0
94SH00681, 90100440,90,10,S0440,2,13,140,4.4,9.7,64,2,,75,1994-03-16,1994-04-19,2,,94,41,4.0
94SH00682, 90634711,90,63,K4711,2,62,209,4.0,8.8,54,7,,75,1994-03-16,1994-04-29,2,,94,06,4.0
94SH00683, 90634491,90,63,K4491,2,62,187,3.9,8.6,56,6,,75,1994-03-16,1994-04-25,1,,94,06,4.0
94SH00684, 91101459,91,10,S1459,2,11,184,5.2,11.5,62,3,,75,1994-03-16,1994-04-29,2,,94,07,3.0
94SH00685, 91101931,91,10,S1931,2,10,148,4.2,9.3,62,3,,75,1994-03-16,1994-04-25,1,,94,42,3.0
94SH00686, 90100892,90,10,S0892,2,10,184,4.7,10.4,64,2,,75,1994-03-16,1994-04-19,1,,94,07,4.0
94SH00687, 92635918,92,63,K5918,2,61,166,3.6,7.9,58,5,,75,1994-03-16,1994-05-09,2,,94,06,2.0
94SH00688, 89100150,89,10,S0150,2,13,183,3.0,6.6,64,2,,75,1994-03-16,1994-05-04,1,,94,07,5.0
94SH00689, 92102466,92,10,S2466,2,10,171,3.4,7.5,64,2,,75,1994-03-16,1994-04-19,2,,94,07,2.0
94SH00690, 90634732,90,63,K4732,2,68,193,3.9,8.6,62,3,,75,1994-03-16,1994-04-25,1,,94,06,4.0
94SH00691, 91635493,91,63,K5493,2,60,213,4.5,9.9,58,5,,75,1994-03-16,1994-04-19,2,,94,06,3.0
94SH00692, 90634842,90,63,K4842,2,60,228,4.0,8.8,62,3,,75,1994-03-16,1994-04-19,1,,94,06,4.0
94SH00693, 91635269,91,63,K5269,2,68,183,4.4,9.7,60,4,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00694, 88633249,88,63,K3249,2,62,204,4.6,10.1,56,6,,75,1994-03-16,1994-04-29,2,,94,06,6.0
94SH00695, 90100697,90,10,S0697,2,12,167,5.2,11.5,58,5,,75,1994-03-16,1994-04-29,2,,94,41,4.0
94SH00696, 91635266,91,63,K5266,2,61,194,4.2,9.3,56,6,,75,1994-03-16,1994-04-19,2,,94,06,3.0
94SH00697, 89199574,89,19,S9574,2,11,167,3.2,7.1,60,4,,75,1994-03-16,1994-04-19,2,,94,07,5.0
94SH00698, 90100523,90,10,S0523,2,12,141,2.9,6.4,64,2,,75,1994-03-16,1994-04-29,2,,94,41,4.0
94SH00699, 90100596,90,10,S0596,2,13,141,4.5,9.9,60,4,1 TAG,75,1994-03-16,1994-04-25,1,,94,41,4.0
94SH00700, 90635076,90,63,K5076,2,60,236,5.2,11.5,56,6,,75,1994-03-16,1994-05-10,5,,94,06,4.0
94SH00701, 92102647,92,10,S2647,2,13,164,4.5,9.9,58,5,,75,1994-03-16,1994-04-25,1,,94,41,2.0
94SH00702, 91635545,91,63,K5545,2,60,188,4.1,9.0,56,6,,75,1994-03-16,1994-04-19,1,,94,06,3.0
94SH00703, 91635734,91,63,K5734,2,60,192,4.0,8.8,58,5,,75,1994-03-16,1994-04-19,1,,94,06,3.0
94SH00704, 91635252,91,63,K5252,2,61,210,4.5,9.9,58,5,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00705, 90100324,90,10,S0324,2,11,135,2.6,5.7,64,2,,75,1994-03-16,1994-04-29,2,,94,07,4.0
94SH00706, 92635941,92,63,K5941,2,60,199,4.4,9.7,64,2,,75,1994-03-16,1994-04-25,1,,94,06,2.0
94SH00707, 90100657,90,10,S0657,2,11,188,4.1,9.0,62,3,,75,1994-03-16,1994-05-16,1,,94,07,4.0
94SH00708, 92636151,92,63,K6151,2,61,151,4.2,9.3,54,7,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00709, 91635475,91,63,K5475,2,62,202,3.9,8.6,54,7,,75,1994-03-16,1994-04-19,1,,94,06,3.0
94SH00710, 91101934,91,10,S1934,2,13,206,3.1,6.8,62,3,,75,1994-03-16,1994-05-10,5,,94,07,3.0
94SH00711, 90100767,90,10,S0767,2,13,168,3.9,8.6,56,6,,75,1994-03-16,1994-05-04,1,,94,41,4.0
94SH00712, 90634812,90,63,K4812,2,61,182,2.6,5.7,62,3,,75,1994-03-16,1994-04-29,2,,94,06,4.0
94SH00713, 92103320,92,10,S3320,2,13,155,4.3,9.5,62,3,,75,1994-03-16,1994-04-25,1,,94,42,2.0
94SH00714, 92102399,92,10,S2399,2,13,165,4.0,8.8,62,3,,75,1994-03-16,1994-04-19,1,,94,07,2.0
94SH00715, 89199687,89,19,S9687,2,11,143,3.5,7.7,64,2,,75,1994-03-16,1994-04-19,1,,94,07,5.0
94SH00716, 91101936,91,10,S1936,2,11,142,4.0,8.8,60,4,,75,1994-03-16,1994-04-29,2,,94,42,3.0
94SH00717, 90100470,90,10,S0470,2,13,161,4.3,9.5,60,4,,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00718, 91101641,91,10,S1641,2,12,152,2.7,6.0,64,2,,75,1994-03-16,1994-04-19,1,,94,07,3.0
94SH00719, 91101329,91,10,S1329,2,12,155,3.3,7.3,64,2,,75,1994-03-16,1994-04-29,2,,94,07,3.0
94SH00720, 92102712,92,10,S2712,2,11,170,4.2,9.3,64,2,,75,1994-03-16,1994-04-19,2,,94,07,2.0
94SH00721, 90100641,90,10,S0641,2,12,171,4.3,9.5,58,5,,75,1994-03-16,1994-04-19,1,,94,41,4.0
94SH00722, 89199763,89,19,S9763,2,10,171,2.8,6.2,64,2,,75,1994-03-16,1994-04-19,1,,94,07,5.0
94SH00723, 89199825,89,19,S9825,2,11,181,2.5,5.5,64,2,,75,1994-03-16,1994-04-19,2,,94,07,5.0
94SH00724, 92102306,92,10,S2306,2,12,148,4.8,10.6,58,5,,75,1994-03-16,1994-04-29,2,,94,42,2.0
94SH00725, 92636107,92,63,K6107,2,62,188,3.8,8.4,56,6,,75,1994-03-16,1994-04-19,1,,94,06,2.0
94SH00726, 89100058,89,10,S0058,2,11,173,3.7,8.2,64,2,,75,1994-03-16,1994-04-25,1,,94,07,5.0
94SH00727, 92635913,92,63,K5913,2,62,151,3.8,8.4,62,3,,75,1994-03-16,1994-04-25,1,,94,06,2.0
94SH00728, 91101522,91,10,S1522,2,11,169,3.2,7.1,64,2,,75,1994-03-16,1994-04-19,1,,94,07,3.0
94SH00729, 90100602,90,10,S0602,2,10,143,4.4,9.7,60,4,,75,1994-03-16,1994-04-29,2,,94,41,4.0
94SH00730, 91101348,91,10,S1348,2,12,160,3.6,7.9,62,3,,75,1994-03-16,1994-04-19,1,,94,07,3.0
94SH00731, 92102794,92,10,S2794,2,11,166,4.4,9.7,64,2,,75,1994-03-16,1994-04-19,1,,94,07,2.0
94SH00732, 91635672,91,63,K5672,2,68,200,4.4,9.7,58,5,,75,1994-03-16,1994-04-19,2,,94,06,3.0
94SH00733, 90635084,90,63,K5084,2,68,196,3.8,8.4,58,5,,75,1994-03-16,1994-05-09,2,,94,06,4.0
94SH00734, 92636133,92,63,K6133,2,61,175,3.4,7.5,58,5,,75,1994-03-16,1994-04-29,2,,94,06,2.0
94SH00735, 91101929,91,10,S1929,2,11,152,3.4,7.5,62,3,,75,1994-03-16,1994-04-19,1,,94,07,3.0
94SH00736, 91101895,91,10,S1895,2,11,180,3.8,8.4,60,4,,75,1994-03-16,1994-04-29,2,,94,07,3.0
94SH00737, 91635246,91,63,K5246,2,62,191,4.2,9.3,62,3,,75,1994-03-16,1994-04-29,2,,94,06,3.0
94SH00738, 90635062,90,63,K5062,2,61,215,3.8,8.4,56,6,,75,1994-03-16,1994-04-19,2,,94,06,4.0
94SH00739, 88633368,88,63,K3368,2,61,212,4.4,9.7,56,6,SLICK BPEN 11,75,1994-03-16,,1,,94,06,6.0
94SH00740, 92102675,92,10,S2675,2,11,148,3.7,8.2,58,5,,75,1994-03-16,1994-04-25,1,,94,42,2.0
94SH00741, 90634448,90,63,K4448,2,62,188,3.5,7.7,62,3,,75,1994-03-16,1994-04-19,1,,94,06,4.0
94SH00742, 91635133,91,63,K5133,2,62,211,4.2,9.3,56,6,,75,1994-03-16,1994-04-25,1,,94,06,3.0
94SH00743, 90100521,90,10,S0521,2,10,147,4.1,9.0,56,6,,75,1994-03-16,1994-04-25,1,,94,41,4.0
94SH00744, 90100401,90,10,S0401,2,10,177,4.0,8.8,64,2,,75,1994-03-16,1994-04-29,2,,94,41,4.0
94SH00745, 91635813,91,63,K5813,2,61,213,4.7,10.4,58,5,,75,1994-03-16,1994-04-19,1,,94,06,3.0
94SH00746, 88633062,88,63,K3062,2,68,237,4.2,9.3,54,7,,75,1994-03-16,1994-05-16,1,,94,06,6.0
94SH00747, 91102100,91,10,S2100,2,10,167,3.4,7.5,62,3,,75,1994-03-16,1994-04-19,2,,94,42,3.0
94SH00748, 92635868,92,63,K5868,2,61,183,3.3,7.3,60,4,,75,1994-03-16,1994-04-29,2,,94,06,2.0
94SH00749, 92102900,92,10,S2900,2,10,155,3.3,7.3,64,2,,75,1994-03-16,1994-05-09,2,,94,07,2.0
