UID,ETAG,DATE,DAY,KG,LBS,FLWT,GRFL
20SH01806,Z4236,2020-02-20,51,89,195,40,4.0
20SH01807,Z4248,2020-02-20,51,87,190,80,8.0
20SH01808,Z4249,2020-02-20,51,84,184,70,7.0
20SH01809,Z4255,2020-02-20,51,98,216,50,5.0
20SH01810,Z4256,2020-02-18,49,102,223,120,12.0
20SH01811,Z4259,2020-02-20,51,97,213,90,9.0
20SH01812,Z4261,2020-02-20,51,104,229,60,6.0
20SH01813,Z4286,2020-02-20,51,82,179,70,7.0
20SH01814,Z4287,2020-02-20,51,81,177,80,8.0
20SH01815,Z4306,2020-02-19,50,94,207,90,9.0
20SH01816,Z4307,2020-02-20,51,85,187,60,6.0
20SH01817,Z4312,2020-02-20,51,96,211,100,10.0
20SH01818,Z4313,2020-02-20,51,86,188,100,10.0
20SH01819,Z4341,2020-02-20,51,93,204,60,6.0
20SH01820,Z4351,2020-02-20,51,96,211,50,5.0
20SH01821,Z4352,2020-02-20,51,81,177,60,6.0
20SH01822,Z4363,2020-02-20,51,100,219,60,6.0
20SH01823,Z4426,2020-02-20,51,87,190,60,6.0
20SH01824,Z4448,2020-02-20,51,77,168,70,7.0
20SH01825,Z4449,2020-02-20,51,84,185,60,6.0
20SH01826,Z4469,2020-02-18,49,67,146,120,12.0
20SH01827,Z4479,2020-02-18,49,100,219,100,10.0
20SH01828,Z4488,2020-02-20,51,100,220,100,10.0
20SH01829,Z4507,2020-02-20,51,93,205,80,8.0
20SH01830,Z4532,2020-02-20,51,105,231,30,3.0
20SH01831,Z4537,2020-02-18,49,68,150,80,8.0
20SH01832,Z4558,2020-02-20,51,96,210,60,6.0
20SH01833,Z4561,2020-02-20,51,85,186,40,4.0
20SH01834,Z4581,2020-02-20,51,81,178,30,3.0
20SH01835,Z4599,2020-02-20,51,97,212,80,8.0
20SH01836,Z4610,2020-02-20,51,118,259,40,4.0
20SH01837,Z4611,2020-02-20,51,84,185,60,6.0
20SH01838,Z4633,2020-02-20,51,86,188,40,4.0
20SH01839,Z4650,2020-02-18,49,87,191,100,10.0
20SH01840,Z4662,2020-02-20,51,115,253,90,9.0
20SH01841,Z4672,2020-02-20,51,100,219,80,8.0
20SH01842,Z4673,2020-02-18,49,89,195,140,14.0
20SH01843,Z4686,2020-02-20,51,83,182,80,8.0
20SH01844,Z4690,2020-02-20,51,86,189,50,5.0
20SH01845,Z4697,2020-02-18,49,71,155,80,8.0
20SH01846,Z4698,2020-02-20,51,84,184,70,7.0
20SH01847,Z4699,2020-02-20,51,85,186,80,8.0
20SH01848,Z4727,2020-02-20,51,83,182,60,6.0
20SH01849,Z4737,2020-02-18,49,86,189,130,13.0
20SH01850,Z4742,2020-02-18,49,75,165,90,9.0
20SH01851,Z4743,2020-02-18,49,74,163,110,11.0
20SH01852,Z4746,2020-02-18,49,83,183,110,11.0
20SH01853,Z4749,2020-02-18,49,71,155,120,12.0
20SH01854,Z4778,2020-02-20,51,102,223,70,7.0
20SH01855,Z4784,2020-02-20,51,101,221,70,7.0
20SH01856,Z4793,2020-02-20,51,87,190,70,7.0
20SH01857,Z4828,2020-02-20,51,91,200,70,7.0
20SH01858,Z4829,2020-02-18,49,73,160,90,9.0
20SH01859,Z4830,2020-02-18,49,90,198,100,10.0
20SH01860,Z4834,2020-02-20,51,76,167,50,5.0
20SH01861,Z4867,2020-02-19,50,146,321,100,10.0
20SH01862,Z4868,2020-02-20,51,96,210,60,6.0
20SH01863,Z4871,2020-02-18,49,82,179,90,9.0
20SH01864,Z4877,2020-02-18,49,92,201,100,10.0
20SH01865,Z4882,2020-02-18,49,82,180,80,8.0
20SH01866,Z4898,2020-02-20,51,85,187,80,8.0
20SH01867,Z4900,2020-02-20,51,95,209,90,9.0
20SH01868,Z4901,2020-02-20,51,99,218,60,6.0
20SH01869,Z4904,2020-02-20,51,89,196,70,7.0
20SH01870,Z4907,2020-02-18,49,85,186,100,10.0
20SH01871,Z4908,2020-02-18,49,83,182,130,13.0
20SH01872,Z4919,2020-02-18,49,88,194,110,11.0
20SH01873,Z4937,2020-02-18,49,84,185,80,8.0
20SH01874,Z4956,2020-02-18,49,86,188,90,9.0
20SH01875,Z5001,2020-02-20,51,86,189,30,3.0
20SH01876,Z5016,2020-02-18,49,77,168,80,8.0
20SH01877,Z5029,2020-02-20,51,92,202,70,7.0
20SH01878,Z5034,2020-02-18,49,97,213,120,12.0
20SH01879,Z5038,2020-02-20,51,100,219,40,4.0
20SH01880,Z5040,2020-02-18,49,86,189,100,10.0
20SH01881,Z5061,2020-02-20,51,99,217,110,11.0
20SH01882,Z5062,2020-02-19,50,79,174,100,10.0
20SH01883,Z5063,2020-02-18,49,87,190,110,11.0
20SH01884,Z5080,2020-02-18,49,88,193,120,12.0
20SH01885,Z5129,2020-02-20,51,101,222,80,8.0
20SH01886,Z5175,2020-02-20,51,86,188,40,4.0
20SH01887,Z5184,2020-02-20,51,80,176,70,7.0
20SH01888,Z5202,2020-02-20,51,93,204,60,6.0
20SH01889,Z5203,2020-02-20,51,79,173,50,5.0
20SH01890,Z5211,2020-02-20,51,72,157,60,6.0
20SH01891,Z5212,2020-02-20,51,74,162,80,8.0
20SH01892,Z5213,2020-02-20,51,87,190,60,6.0
20SH01893,Z5219,2020-02-20,51,74,163,40,4.0
20SH01894,Z5224,2020-02-20,51,101,221,60,6.0
20SH01895,Z5225,2020-02-20,51,92,201,50,5.0
20SH01896,Z5236,2020-02-20,51,84,184,50,5.0
20SH01897,Z5237,2020-02-20,51,78,172,60,6.0
20SH01898,Z5240,2020-02-20,51,89,196,60,6.0
20SH01899,Z5251,2020-02-20,51,68,150,50,5.0
20SH01900,Z5260,2020-02-20,51,78,172,70,7.0
20SH01901,Z5261,2020-02-19,50,95,208,90,9.0
20SH01902,Z5263,2020-02-20,51,73,161,50,5.0
20SH01903,Z5264,2020-02-20,51,86,188,100,10.0
20SH01904,Z5269,2020-02-20,51,76,166,40,4.0
20SH01905,Z5288,2020-02-20,51,63,138,60,6.0
20SH01906,Z5295,2020-02-20,51,89,195,60,6.0
20SH01907,Z5296,2020-02-20,51,93,205,70,7.0
20SH01908,Z5299,2020-02-20,51,66,144,70,7.0
20SH01909,Z5325,2020-02-19,50,93,204,100,10.0
20SH01910,Z5340,2020-02-20,51,94,206,50,5.0
20SH01911,Z5348,2020-02-20,51,104,228,90,9.0
20SH01912,Z5349,2020-02-20,51,77,168,50,5.0
20SH01913,Z5362,2020-02-20,51,68,150,70,7.0
20SH01914,Z5368,2020-02-20,51,73,161,40,4.0
20SH01915,Z5381,2020-02-20,51,80,175,50,5.0
20SH01916,Z5387,2020-02-20,51,99,218,60,6.0
20SH01917,Z5393,2020-02-20,51,69,152,60,6.0
20SH01918,Z5394,2020-02-20,51,77,169,50,5.0
20SH01919,Z5420,2020-02-18,49,79,174,130,13.0
20SH01920,Z5423,2020-02-20,51,101,222,50,5.0
20SH01921,Z5431,2020-02-18,49,73,160,80,8.0
20SH01922,Z5442,2020-02-20,51,85,186,40,4.0
20SH01923,Z5450,2020-02-19,50,86,188,120,12.0
20SH01924,Z5467,2020-02-18,49,77,169,90,9.0
20SH01925,Z5476,2020-02-20,51,86,189,70,7.0
20SH01926,Z5480,2020-02-20,51,71,155,70,7.0
20SH01927,Z5482,2020-02-20,51,87,191,60,6.0
20SH01928,Z5493,2020-02-18,49,89,196,110,11.0
20SH01929,Z5517,2020-02-18,49,84,185,140,14.0
20SH01930,Z5525,2020-02-18,49,79,174,140,14.0
20SH01931,Z5528,2020-02-20,51,73,161,40,4.0
20SH01932,Z5529,2020-02-18,49,70,154,100,10.0
20SH01933,Z5530,2020-02-18,49,80,175,120,12.0
20SH01934,Z5538,2020-02-18,49,72,157,80,8.0
20SH01935,Z5541,2020-02-20,51,69,151,90,9.0
20SH01936,Z5550,2020-02-20,51,74,162,60,6.0
20SH01937,Z5551,2020-02-20,51,87,190,80,8.0
20SH01938,Z5557,2020-02-20,51,94,206,80,8.0
20SH01939,Z5561,2020-02-20,51,101,222,70,7.0
20SH01940,Z5581,2020-02-20,51,92,201,70,7.0
20SH01941,Z5593,2020-02-20,51,91,200,70,7.0
20SH01942,Z5599,2020-02-18,49,86,188,140,14.0
20SH01943,Z5605,2020-02-18,49,85,186,120,12.0
20SH01944,Z5607,2020-02-19,50,89,196,80,8.0
20SH01945,Z5612,2020-02-20,51,82,180,50,5.0
20SH01946,Z5624,2020-02-18,49,70,154,120,12.0
20SH01947,Z5634,2020-02-18,49,80,176,140,14.0
20SH01948,Z5635,2020-02-20,51,87,191,70,7.0
20SH01949,Z5639,2020-02-20,51,64,140,60,6.0
20SH01950,Z5644,2020-02-20,51,70,154,50,5.0
20SH01951,Z5648,2020-02-20,51,70,154,80,8.0
20SH01952,Z5650,2020-02-18,49,66,145,130,13.0
20SH01953,Z5655,2020-02-20,51,84,184,60,6.0
20SH01954,Z5687,2020-02-20,51,82,179,50,5.0
20SH01955,Z5688,2020-02-20,51,85,187,60,6.0
20SH01956,Z5692,2020-02-20,51,90,198,40,4.0
20SH01957,Z5693,2020-02-18,49,68,149,110,11.0
20SH01958,Z5700,2020-02-20,51,80,176,50,5.0
20SH01959,Z5703,2020-02-20,51,70,153,80,8.0
20SH01960,Z5712,2020-02-20,51,73,161,50,5.0
20SH01961,Z5722,2020-02-19,50,103,227,100,10.0
20SH01962,Z5725,2020-02-20,51,68,150,60,6.0
20SH01963,Z5732,2020-02-20,51,67,147,70,7.0
20SH01964,Z5738,2020-02-18,49,72,157,140,14.0
20SH01965,Z5747,2020-02-20,51,74,163,60,6.0
20SH01966,Z5756,2020-02-20,51,82,180,80,8.0
20SH01967,Z5762,2020-02-20,51,88,194,60,6.0
20SH01968,Z5764,2020-02-20,51,84,185,80,8.0
20SH01969,Z5775,2020-02-19,50,108,238,100,10.0
20SH01970,Z5783,2020-02-18,49,82,179,100,10.0
20SH01971,Z5792,2020-02-18,49,74,163,100,10.0
20SH01972,Z5803,2020-02-18,49,59,129,90,9.0
20SH01973,Z5809,2020-02-20,51,83,182,60,6.0
20SH01974,Z5814,2020-02-20,51,75,164,90,9.0
20SH01975,Z5824,2020-02-20,51,86,188,70,7.0
20SH01976,Z5854,2020-02-20,51,84,184,60,6.0
20SH01977,Z5855,2020-02-18,49,84,185,160,16.0
20SH01978,Z5864,2020-02-20,51,77,168,80,8.0
20SH01979,Z5867,2020-02-20,51,81,177,70,7.0
20SH01980,Z5871,2020-02-20,51,75,165,70,7.0
20SH01981,Z5874,2020-02-20,51,63,139,80,8.0
20SH01982,Z5878,2020-02-18,49,80,176,90,9.0
20SH01983,Z5880,2020-02-20,51,77,168,60,6.0
20SH01984,Z5892,2020-02-20,51,73,161,50,5.0
20SH01985,Z5904,2020-02-20,51,83,182,70,7.0
20SH01986,Z5913,2020-02-19,50,96,210,110,11.0
20SH01987,Z5917,2020-02-20,51,92,202,100,10.0
20SH01988,Z5931,2020-02-18,49,83,183,150,15.0
20SH01989,Z5959,2020-02-20,51,82,179,50,5.0
20SH01990,Z5985,2020-02-20,51,80,175,50,5.0
20SH01991,Z5986,2020-02-20,51,60,131,80,8.0
20SH01992,Z5987,2020-02-20,51,69,151,110,11.0
20SH01993,Z6003,2020-02-20,51,77,168,90,9.0
20SH01994,Z6007,2020-02-18,49,63,138,100,10.0
20SH01995,Z6014,2020-02-20,51,73,160,60,6.0
20SH01996,Z6017,2020-02-20,51,89,195,60,6.0
20SH01997,Z6025,2020-02-20,51,80,175,70,7.0
20SH01998,Z6026,2020-02-20,51,88,193,60,6.0
20SH01999,Z6029,2020-02-18,49,83,183,130,13.0
20SH02000,Z6052,2020-02-20,51,70,154,60,6.0
20SH02001,Z6053,2020-02-20,51,63,139,40,4.0
20SH02002,Z6061,2020-02-20,51,83,183,50,5.0
20SH02003,Z6073,2020-02-20,51,86,188,60,6.0
20SH02004,Z6092,2020-02-20,51,75,164,90,9.0
20SH02005,Z6096,2020-02-18,49,66,145,100,10.0
20SH02006,Z6097,2020-02-18,49,85,186,110,11.0
20SH02007,Z6099,2020-02-18,49,79,174,150,15.0
20SH02008,Z6118,2020-02-19,50,112,245,110,11.0
20SH02009,Z6176,2020-02-18,49,70,153,150,15.0
20SH02010,Z6214,2020-02-18,49,55,120,110,11.0
20SH02011,Z6225,2020-02-20,51,82,180,90,9.0
20SH02012,Z6237,2020-02-20,51,75,165,80,8.0
20SH02013,Z6243,2020-02-20,51,86,188,70,7.0
20SH02014,Z6249,2020-02-20,51,76,167,60,6.0
20SH02015,Z6281,2020-02-18,49,69,151,90,9.0
20SH02016,Z6289,2020-02-20,51,72,158,60,6.0
20SH02017,Z6317,2020-02-20,51,81,178,60,6.0
20SH02018,Z6318,2020-02-20,51,85,186,70,7.0
20SH02019,Z6322,2020-02-20,51,75,165,100,10.0
20SH02020,Z6335,2020-02-20,51,90,198,60,6.0
20SH02021,Z6351,2020-02-20,51,82,180,80,8.0
20SH02022,Z6357,2020-02-20,51,71,156,70,7.0
20SH02023,Z6358,2020-02-20,51,73,161,70,7.0
20SH02024,Z6360,2020-02-20,51,74,162,50,5.0
20SH02025,Z6368,2020-02-20,51,69,151,70,7.0
20SH02026,Z6369,2020-02-20,51,69,152,60,6.0
20SH02027,Z6376,2020-02-20,51,77,168,90,9.0
20SH02028,Z6385,2020-02-19,50,60,132,50,5.0
20SH02029,Z6393,2020-02-20,51,75,165,90,9.0
20SH02030,Z6396,2020-02-20,51,81,177,70,7.0
20SH02031,Z6397,2020-02-20,51,80,175,80,8.0
20SH02032,Z6400,2020-02-20,51,73,161,90,9.0
20SH02033,Z6403,2020-02-20,51,53,117,40,4.0
20SH02034,Z6404,2020-02-20,51,51,112,50,5.0
20SH02035,Z6412,2020-02-20,51,77,168,70,7.0
20SH02036,Z6414,2020-02-20,51,81,178,50,5.0
20SH02037,Z6416,2020-02-20,51,75,165,80,8.0
20SH02038,Z6417,2020-02-20,51,67,146,90,9.0
20SH02039,Z6419,2020-02-20,51,78,171,90,9.0
20SH02040,Z6420,2020-02-20,51,64,140,50,5.0
20SH02041,Z6424,2020-02-20,51,67,147,50,5.0
20SH02042,Z6428,2020-02-20,51,64,141,60,6.0
20SH02043,Z6433,2020-02-20,51,77,168,70,7.0
20SH02044,Z6434,2020-02-20,51,78,172,80,8.0
20SH02045,Z6439,2020-02-20,51,71,155,60,6.0
20SH02046,Z6440,2020-02-20,51,75,165,60,6.0
20SH02047,Z6442,2020-02-20,51,69,151,80,8.0
20SH02048,Z6443,2020-02-20,51,73,160,90,9.0
20SH02049,Z6449,2020-02-20,51,84,185,100,10.0
20SH02050,Z6450,2020-02-20,51,80,175,80,8.0
20SH02051,Z6451,2020-02-20,51,73,161,60,6.0
20SH02052,Z6454,2020-02-20,51,82,179,50,5.0
20SH02053,Z6456,2020-02-20,51,84,184,70,7.0
20SH02054,Z6457,2020-02-20,51,72,157,60,6.0
20SH02055,Z6459,2020-02-20,51,75,165,80,8.0
20SH02056,Z6460,2020-02-20,51,83,183,60,6.0
20SH02057,Z6463,2020-02-20,51,72,158,110,11.0
20SH02058,Z6465,2020-02-20,51,65,142,60,6.0
20SH02059,Z6466,2020-02-20,51,67,147,70,7.0
20SH02060,Z6472,2020-02-20,51,64,140,50,5.0
20SH02061,Z6473,2020-02-20,51,76,167,60,6.0
20SH02062,Z6475,2020-02-20,51,60,131,60,6.0
20SH02063,Z6476,2020-02-20,51,79,173,60,6.0
20SH02064,Z6482,2020-02-20,51,71,155,60,6.0
20SH02065,Z6506,2020-02-20,51,59,129,90,9.0
20SH02066,Z6508,2020-02-20,51,67,147,70,7.0
20SH02067,Z6509,2020-02-20,51,74,163,70,7.0
20SH02068,Z6512,2020-02-20,51,59,129,60,6.0
20SH02069,Z6513,2020-02-20,51,66,145,70,7.0
20SH02070,Z6515,2020-02-19,50,73,161,60,6.0
20SH02071,Z6519,2020-02-20,51,67,147,70,7.0
20SH02072,Z6520,2020-02-20,51,65,143,80,8.0
20SH02073,Z6521,2020-02-20,51,67,146,90,9.0
20SH02074,Z6525,2020-02-20,51,68,149,50,5.0
20SH02075,Z6526,2020-02-20,51,64,141,50,5.0
20SH02076,Z6530,2020-02-20,51,72,158,60,6.0
20SH02077,Z6531,2020-02-20,51,65,142,50,5.0
20SH02078,Z6539,2020-02-20,51,72,157,80,8.0
20SH02079,Z6541,2020-02-20,51,81,177,80,8.0
20SH02080,Z6544,2020-02-20,51,89,196,70,7.0
20SH02081,Z6548,2020-02-20,51,68,150,80,8.0
20SH02082,Z6552,2020-02-20,51,87,190,100,10.0
20SH02083,Z6557,2020-02-20,51,67,147,60,6.0
20SH02084,Z6558,2020-02-20,51,75,165,60,6.0
20SH02085,Z6561,2020-02-20,51,59,130,40,4.0
20SH02086,Z6565,2020-02-20,51,75,165,80,8.0
20SH02087,Z6567,2020-02-20,51,68,149,50,5.0
20SH02088,Z6571,2020-02-20,51,58,127,50,5.0
20SH02089,Z6572,2020-02-20,51,63,138,50,5.0
20SH02090,Z6582,2020-02-20,51,66,144,50,5.0
20SH02091,Z6583,2020-02-20,51,68,150,50,5.0
20SH02092,Z6584,2020-02-20,51,55,121,50,5.0
20SH02093,Z6591,2020-02-20,51,71,156,80,8.0
20SH02094,Z6594,2020-02-20,51,67,146,50,5.0
20SH02095,Z6609,2020-02-20,51,59,130,40,4.0
20SH02096,Z6614,2020-02-20,51,79,174,70,7.0
20SH02097,Z6623,2020-02-20,51,73,161,90,9.0
20SH02098,Z6630,2020-02-20,51,59,129,60,6.0
20SH02099,Z6631,2020-02-20,51,70,154,80,8.0
20SH02100,Z6634,2020-02-19,50,65,143,80,8.0
20SH02101,Z6640,2020-02-20,51,76,167,70,7.0
20SH02102,Z6641,2020-02-20,51,74,163,60,6.0
20SH02103,Z6643,2020-02-20,51,75,165,90,9.0
20SH02104,Z6645,2020-02-20,51,69,152,50,5.0
20SH02105,Z6648,2020-02-19,50,66,145,80,8.0
20SH02106,Z6650,2020-02-19,50,92,201,80,8.0
20SH02107,Z6654,2020-02-20,51,57,124,60,6.0
20SH02108,Z6659,2020-02-20,51,66,144,80,8.0
20SH02109,Z6664,2020-02-20,51,60,131,60,6.0
20SH02110,Z6665,2020-02-20,51,55,120,40,4.0
20SH02111,Z6669,2020-02-20,51,67,146,80,8.0
20SH02112,Z6670,2020-02-20,51,69,151,60,6.0
20SH02113,Z6674,2020-02-20,51,61,133,50,5.0
20SH02114,Z6683,2020-02-20,51,66,145,70,7.0
20SH02115,Z6688,2020-02-20,51,65,143,50,5.0
20SH02116,Z6689,2020-02-20,51,71,156,50,5.0
20SH02117,Z6694,2020-02-19,50,61,134,90,9.0
20SH02118,Z6695,2020-02-19,50,74,162,80,8.0
20SH02119,Z6698,2020-02-19,50,67,147,90,9.0
20SH02120,Z6699,2020-02-20,51,73,161,70,7.0
20SH02121,Z6705,2020-02-20,51,56,123,60,6.0
20SH02122,Z6709,2020-02-20,51,67,147,60,6.0
20SH02123,Z6710,2020-02-20,51,74,163,70,7.0
20SH02124,Z6721,2020-02-20,51,82,179,110,11.0
20SH02125,Z6727,2020-02-20,51,61,133,50,5.0
20SH02126,Z6732,2020-02-19,50,58,127,60,6.0
20SH02127,Z6736,2020-02-20,51,70,153,60,6.0
20SH02128,Z6739,2020-02-20,51,75,165,60,6.0
20SH02129,Z6741,2020-02-20,51,60,131,80,8.0
20SH02130,Z6745,2020-02-20,51,47,103,40,4.0
20SH02131,Z6747,2020-02-20,51,69,151,50,5.0
20SH02132,Z6748,2020-02-19,50,61,133,70,7.0
20SH02133,Z6751,2020-02-20,51,80,176,70,7.0
20SH02134,Z6752,2020-02-19,50,61,134,60,6.0
20SH02135,Z6762,2020-02-20,51,81,177,50,5.0
20SH02136,Z6779,2020-02-20,51,52,114,40,4.0
20SH02137,Z6781,2020-02-20,51,70,153,80,8.0
20SH02138,Z6785,2020-02-20,51,78,171,60,6.0
20SH02139,Z6787,2020-02-20,51,53,116,50,5.0
20SH02140,Z6790,2020-02-20,51,60,131,50,5.0
20SH02141,Z6797,2020-02-20,51,70,154,80,8.0
20SH02142,Z6799,2020-02-20,51,78,172,100,10.0
20SH02143,Z6800,2020-02-19,50,67,147,80,8.0
20SH02144,Z6802,2020-02-20,51,78,172,60,6.0
20SH02145,Z6806,2020-02-19,50,70,153,70,7.0
20SH02146,Z6808,2020-02-20,51,58,128,50,5.0
20SH02147,Z6810,2020-02-20,51,77,168,70,7.0
20SH02148,Z6811,2020-02-20,51,65,143,60,6.0
20SH02149,Z6812,2020-02-20,51,58,128,50,5.0
20SH02150,Z6813,2020-02-20,51,56,122,40,4.0
20SH02151,Z6816,2020-02-20,51,71,155,50,5.0
20SH02152,Z6817,2020-02-20,51,78,172,40,4.0
20SH02153,Z6818,2020-02-20,51,79,173,70,7.0
20SH02154,Z6828,2020-02-20,51,75,164,70,7.0
20SH02155,Z6837,2020-02-20,51,68,150,90,9.0
20SH02156,Z6838,2020-02-20,51,68,149,60,6.0
20SH02157,Z6841,2020-02-20,51,63,138,50,5.0
20SH02158,Z6843,2020-02-19,50,66,145,80,8.0
20SH02159,Z6844,2020-02-20,51,85,186,60,6.0
20SH02160,Z6847,2020-02-19,50,44,96,60,6.0
20SH02161,Z6848,2020-02-20,51,63,139,70,7.0
20SH02162,Z6852,2020-02-19,50,75,164,90,9.0
20SH02163,Z6855,2020-02-19,50,64,140,60,6.0
20SH02164,Z6857,2020-02-20,51,63,139,60,6.0
20SH02165,Z6862,2020-02-20,51,59,129,40,4.0
20SH02166,Z6863,2020-02-20,51,53,116,40,4.0
20SH02167,Z6864,2020-02-20,51,71,156,60,6.0
20SH02168,Z6867,2020-02-20,51,57,125,50,5.0
20SH02169,Z6868,2020-02-20,51,63,139,70,7.0
20SH02170,Z6869,2020-02-20,51,68,149,70,7.0
20SH02171,Z6875,2020-02-20,51,78,171,60,6.0
20SH02172,Z6880,2020-02-20,51,89,196,80,8.0
20SH02173,Z6886,2020-02-20,51,59,130,50,5.0
20SH02174,Z6887,2020-02-19,50,66,145,70,7.0
20SH02175,Z6889,2020-02-20,51,68,150,70,7.0
20SH02176,Z6890,2020-02-20,51,86,189,90,9.0
20SH02177,Z6901,2020-02-20,51,75,164,90,9.0
20SH02178,Z6905,2020-02-20,51,59,129,50,5.0
20SH02179,Z6907,2020-02-19,50,69,151,70,7.0
20SH02180,Z6908,2020-02-20,51,77,168,70,7.0
20SH02181,Z6913,2020-02-20,51,77,168,50,5.0
20SH02182,Z6914,2020-02-20,51,65,143,70,7.0
20SH02183,Z6915,2020-02-19,50,67,146,60,6.0
20SH02184,Z6921,2020-02-20,51,74,163,60,6.0
20SH02185,Z6922,2020-02-20,51,58,127,40,4.0
20SH02186,Z6926,2020-02-20,51,81,178,80,8.0
20SH02187,Z6930,2020-02-20,51,61,133,60,6.0
20SH02188,Z6931,2020-02-20,51,62,136,50,5.0
20SH02189,Z6940,2020-02-20,51,56,123,80,8.0
20SH02190,Z6945,2020-02-20,51,72,158,50,5.0
20SH02191,Z6952,2020-02-20,51,58,128,60,6.0
20SH02192,Z6953,2020-02-20,51,64,140,60,6.0
20SH02193,Z6959,2020-02-20,51,67,147,40,4.0
20SH02194,Z6960,2020-02-20,51,60,132,50,5.0
20SH02195,Z6962,2020-02-20,51,61,134,100,10.0
20SH02196,Z6964,2020-02-20,51,58,128,50,5.0
20SH02197,Z6967,2020-02-20,51,50,109,30,3.0
20SH02198,Z6969,2020-02-20,51,62,136,40,4.0
20SH02199,Z6970,2020-02-20,51,64,141,80,8.0
20SH02200,Z6971,2020-02-20,51,67,147,70,7.0
20SH02201,Z6972,2020-02-19,50,59,129,80,8.0
20SH02202,Z6976,2020-02-20,51,80,176,60,6.0
20SH02203,Z6981,2020-02-19,50,68,149,90,9.0
20SH02204,Z6992,2020-02-20,51,76,167,60,6.0
20SH02205,Z6997,2020-02-19,50,55,120,70,7.0
20SH02206,Z6998,2020-02-20,51,58,127,60,6.0
20SH02207,Z6999,2020-02-20,51,63,138,60,6.0
20SH02208,Z7015,2020-02-20,51,64,140,80,8.0
20SH02209,Z7016,2020-02-19,50,53,116,70,7.0
20SH02210,Z7021,2020-02-20,51,86,188,70,7.0
20SH02211,Z7025,2020-02-20,51,77,168,60,6.0
20SH02212,Z7032,2020-02-20,51,60,131,60,6.0
20SH02213,Z7034,2020-02-19,50,62,135,60,6.0
20SH02214,Z7035,2020-02-19,50,60,132,70,7.0
20SH02215,Z7041,2020-02-20,51,71,156,60,6.0
20SH02216,Z7049,2020-02-20,51,65,142,50,5.0
20SH02217,Z7054,2020-02-20,51,73,160,80,8.0
20SH02218,Z7078,2020-02-19,50,54,119,60,6.0
20SH02219,Z7088,2020-02-20,51,77,169,80,8.0
20SH02220,Z7094,2020-02-20,51,75,164,70,7.0
20SH02221,Z7095,2020-02-19,50,65,142,70,7.0
20SH02222,Z7107,2020-02-20,51,72,157,90,9.0
20SH02223,Z7116,2020-02-19,50,54,119,70,7.0
20SH02224,Z7124,2020-02-20,51,73,161,40,4.0
20SH02225,Z7128,2020-02-19,50,64,141,80,8.0
20SH02226,Z7129,2020-02-19,50,50,110,60,6.0
20SH02227,Z7153,2020-02-19,50,68,150,80,8.0
20SH02228,Z7154,2020-02-19,50,63,139,70,7.0
20SH02229,Z7155,2020-02-20,51,72,158,60,6.0
20SH02230,Z7157,2020-02-20,51,52,114,50,5.0
20SH02231,Z7164,2020-02-20,51,61,133,40,4.0
20SH02232,Z7165,2020-02-19,50,69,151,70,7.0
20SH02233,Z7170,2020-02-20,51,66,145,70,7.0
20SH02234,Z7198,2020-02-19,50,54,119,80,8.0
20SH02235,Z7212,2020-02-19,50,67,147,100,10.0
20SH02236,Z7218,2020-02-20,51,58,127,60,6.0
20SH02237,Z7219,2020-02-20,51,73,161,70,7.0
20SH02238,Z7241,2020-02-19,50,74,162,80,8.0
20SH02239,Z7251,2020-02-19,50,67,146,70,7.0
20SH02240,Z7254,2020-02-20,51,56,123,50,5.0
20SH02241,Z7274,2020-02-20,51,64,140,60,6.0
20SH02242,Z7277,2020-02-20,51,72,157,60,6.0
20SH02243,Z7287,2020-02-20,51,61,134,80,8.0
20SH02244,Z7330,2020-02-19,50,62,136,70,7.0
20SH02245,Z7353,2020-02-19,50,62,135,90,9.0
20SH02246,Z7360,2020-02-19,50,77,168,80,8.0
20SH02247,Z7396,2020-02-19,50,60,131,80,8.0
20SH02248,Z7401,2020-02-19,50,58,127,60,6.0
20SH02249,Z7402,2020-02-19,50,71,155,70,7.0
20SH02250,Z7425,2020-02-19,50,57,124,60,6.0
20SH02251,Z7430,2020-02-20,51,74,163,80,8.0
20SH02252,Z7440,2020-02-20,51,80,176,70,7.0
20SH02253,Z7448,2020-02-19,50,60,132,70,7.0
20SH02254,Z7454,2020-02-19,50,66,144,60,6.0
20SH02255,Z7455,2020-02-20,51,76,167,60,6.0
20SH02256,Z7471,2020-02-19,50,86,189,40,4.0
