UID,ETAG,DATE,DAY,KG,LBS,FLWT,GRFL
20SH00849,R9706,2020-02-18,49,90,197,110,11.0
20SH00850,R9711,2020-02-18,49,96,211,110,11.0
20SH00851,R9728,2020-02-18,49,106,233,105,10.5
20SH00852,R9733,2020-02-18,49,70,153,70,7.0
20SH00853,R9735,2020-02-18,49,92,201,110,11.0
20SH00854,R9744,2020-02-18,49,101,221,110,11.0
20SH00855,R9759,2020-02-18,49,87,191,90,9.0
20SH00856,R9795,2020-02-18,49,80,176,100,10.0
20SH00857,R9809,2020-02-18,49,90,198,110,11.0
20SH00858,R9846,2020-02-18,49,91,200,100,10.0
20SH00859,R9859,2020-02-18,49,80,175,110,11.0
20SH00860,R9872,2020-02-18,49,88,194,80,8.0
20SH00861,R9879,2020-02-18,49,112,246,110,11.0
20SH00862,R9881,2020-02-18,49,82,180,100,10.0
20SH00863,R9902,2020-02-18,49,72,158,120,12.0
20SH00864,R9906,2020-02-18,49,87,190,120,12.0
20SH00865,R9918,2020-02-18,49,91,200,120,12.0
20SH00866,R9920,2020-02-19,50,90,198,110,11.0
20SH00867,R9951,2020-02-18,49,89,195,110,11.0
20SH00868,R9990,2020-02-19,50,90,197,130,13.0
20SH00869,R9998,2020-02-18,49,82,179,110,11.0
20SH00870,S0007,2020-02-19,50,92,201,100,10.0
20SH00871,S0009,2020-02-18,49,95,208,130,13.0
20SH00872,S0021,2020-02-18,49,80,176,90,9.0
20SH00873,S0022,2020-02-18,49,79,174,90,9.0
20SH00874,S0024,2020-02-18,49,102,223,130,13.0
20SH00875,S0026,2020-02-18,49,88,193,100,10.0
20SH00876,S0031,2020-02-18,49,96,211,120,12.0
20SH00877,S0037,2020-02-18,49,85,187,90,9.0
20SH00878,S0042,2020-02-18,49,91,199,110,11.0
20SH00879,S0045,2020-02-18,49,89,195,100,10.0
20SH00880,S0047,2020-02-18,49,75,165,90,9.0
20SH00881,S0053,2020-02-18,49,79,173,110,11.0
20SH00882,S0063,2020-02-18,49,83,183,120,12.0
20SH00883,S0073,2020-02-18,49,85,187,120,12.0
20SH00884,S0083,2020-02-18,49,85,186,100,10.0
20SH00885,S0091,2020-02-18,49,95,208,70,7.0
20SH00886,S0099,2020-02-18,49,93,204,130,13.0
20SH00887,S0105,2020-02-18,49,90,198,80,8.0
20SH00888,S0111,2020-02-18,49,86,189,100,10.0
20SH00889,S0124,2020-02-18,49,87,190,100,10.0
20SH00890,S0127,2020-02-18,49,88,193,100,10.0
20SH00891,S0141,2020-02-18,49,79,173,130,13.0
20SH00892,S0148,2020-02-18,49,81,178,80,8.0
20SH00893,S0154,2020-02-18,49,88,193,130,13.0
20SH00894,S0157,2020-02-18,49,90,197,110,11.0
20SH00895,S0170,2020-02-18,49,80,176,90,9.0
20SH00896,S0172,2020-02-19,50,76,166,90,9.0
20SH00897,S0173,2020-02-18,49,78,172,80,8.0
20SH00898,S0175,2020-02-18,49,86,188,100,10.0
20SH00899,S0185,2020-02-18,49,73,161,90,9.0
20SH00900,S0195,2020-02-18,49,72,158,100,10.0
20SH00901,S0198,2020-02-18,49,101,221,120,12.0
20SH00902,S0201,2020-02-19,50,93,205,90,9.0
20SH00903,S0219,2020-02-18,49,88,193,110,11.0
20SH00904,S0222,2020-02-18,49,79,174,90,9.0
20SH00905,S0223,2020-02-18,49,77,168,80,8.0
20SH00906,S0225,2020-02-18,49,94,207,100,10.0
20SH00907,S0249,2020-02-18,49,112,246,140,14.0
20SH00908,S0250,2020-02-18,49,75,164,80,8.0
20SH00909,S0259,2020-02-18,49,87,191,100,10.0
20SH00910,S0269,2020-02-18,49,88,193,130,13.0
20SH00911,S0274,2020-02-18,49,78,172,90,9.0
20SH00912,S0291,2020-02-18,49,89,195,110,11.0
20SH00913,S0294,2020-02-18,49,93,205,110,11.0
20SH00914,S0318,2020-02-18,49,90,197,110,11.0
20SH00915,S0322,2020-02-18,49,79,173,100,10.0
20SH00916,S0342,2020-02-18,49,75,165,110,11.0
20SH00917,S0343,2020-02-18,49,96,210,90,9.0
20SH00918,S0375,2020-02-18,49,79,174,80,8.0
20SH00919,S0379,2020-02-18,49,88,193,110,11.0
20SH00920,S0383,2020-02-18,49,78,172,100,10.0
20SH00921,S0395,2020-02-18,49,86,188,80,8.0
20SH00922,S0402,2020-02-18,49,81,178,90,9.0
20SH00923,S0406,2020-02-18,49,97,213,90,9.0
20SH00924,S0410,2020-02-18,49,74,162,80,8.0
20SH00925,S0411,2020-02-18,49,89,196,70,7.0
20SH00926,S0414,2020-02-18,49,92,201,70,7.0
20SH00927,S0421,2020-02-18,49,92,201,90,9.0
20SH00928,S0426,2020-02-18,49,83,182,100,10.0
20SH00929,S0436,2020-02-18,49,105,231,90,9.0
20SH00930,S0438,2020-02-19,50,84,184,110,11.0
20SH00931,S0447,2020-02-18,49,95,209,130,13.0
20SH00932,S0455,2020-02-18,49,95,209,110,11.0
20SH00933,S0465,2020-02-18,49,90,197,90,9.0
20SH00934,S0477,2020-02-18,49,77,169,70,7.0
20SH00935,S0498,2020-02-18,49,78,172,90,9.0
20SH00936,S0511,2020-02-18,49,85,187,100,10.0
20SH00937,S0516,2020-02-18,49,89,196,100,10.0
20SH00938,S0521,2020-02-18,49,86,189,100,10.0
20SH00939,S0527,2020-02-18,49,86,189,110,11.0
20SH00940,S0528,2020-02-18,49,82,180,70,7.0
20SH00941,S0535,2020-02-18,49,78,171,100,10.0
20SH00942,S0544,2020-02-18,49,92,202,100,10.0
20SH00943,S0560,2020-02-18,49,86,189,90,9.0
20SH00944,S0562,2020-02-18,49,91,200,120,12.0
20SH00945,S0564,2020-02-18,49,81,178,120,12.0
20SH00946,S0581,2020-02-18,49,79,173,120,12.0
20SH00947,S0620,2020-02-18,49,84,185,110,11.0
20SH00948,S0622,2020-02-18,49,85,187,130,13.0
20SH00949,S0662,2020-02-18,49,87,191,120,12.0
20SH00950,S0664,2020-02-18,49,90,197,120,12.0
20SH00951,S0678,2020-02-18,49,90,197,110,11.0
20SH00952,S0684,2020-02-18,49,96,210,100,10.0
20SH00953,S0685,2020-02-18,49,80,175,80,8.0
20SH00954,S0710,2020-02-18,49,88,194,90,9.0
20SH00955,S0720,2020-02-18,49,90,197,120,12.0
20SH00956,S0748,2020-02-18,49,94,206,110,11.0
20SH00957,S0755,2020-02-18,49,90,198,140,14.0
20SH00958,S0757,2020-02-18,49,100,219,120,12.0
20SH00959,S0759,2020-02-18,49,99,218,110,11.0
20SH00960,S0760,2020-02-19,50,90,198,110,11.0
20SH00961,S0763,2020-02-18,49,75,165,120,12.0
20SH00962,S0764,2020-02-18,49,77,169,140,14.0
20SH00963,S0769,2020-02-18,49,90,198,110,11.0
20SH00964,S0771,2020-02-18,49,86,188,90,9.0
20SH00965,S0773,2020-02-19,50,79,173,70,7.0
20SH00966,S0777,2020-02-18,49,81,178,140,14.0
20SH00967,S0792,2020-02-19,50,72,157,90,9.0
20SH00968,S0802,2020-02-19,50,85,186,90,9.0
20SH00969,S0817,2020-02-19,50,100,219,110,11.0
20SH00970,S0824,2020-02-18,49,85,186,120,12.0
20SH00971,S0825,2020-02-19,50,91,200,100,10.0
20SH00972,S0827,2020-02-18,49,104,228,120,12.0
20SH00973,S0830,2020-02-18,49,101,222,120,12.0
20SH00974,S0839,2020-02-18,49,89,195,120,12.0
20SH00975,S0843,2020-02-18,49,77,168,120,12.0
20SH00976,S0847,2020-02-18,49,90,197,130,13.0
20SH00977,S0848,2020-02-18,49,106,232,130,13.0
20SH00978,S0849,2020-02-18,49,88,194,140,14.0
20SH00979,S0855,2020-02-18,49,97,213,160,16.0
20SH00980,S0861,2020-02-18,49,79,173,100,10.0
20SH00981,S0863,2020-02-18,49,96,211,100,10.0
20SH00982,S0877,2020-02-19,50,79,174,90,9.0
20SH00983,S0883,2020-02-18,49,84,184,110,11.0
20SH00984,S0892,2020-02-18,49,99,217,120,12.0
20SH00985,S0904,2020-02-18,49,83,183,100,10.0
20SH00986,S0906,2020-02-18,49,89,195,120,12.0
20SH00987,S0920,2020-02-18,49,83,183,110,11.0
20SH00988,S0923,2020-02-18,49,71,156,100,10.0
20SH00989,S0926,2020-02-18,49,77,168,120,12.0
20SH00990,S0930,2020-02-19,50,90,198,100,10.0
20SH00991,S0933,2020-02-18,49,91,199,110,11.0
20SH00992,S0934,2020-02-18,49,90,198,110,11.0
20SH00993,S0948,2020-02-18,49,84,185,120,12.0
20SH00994,S0955,2020-02-18,49,92,202,100,10.0
20SH00995,S0963,2020-02-18,49,68,150,70,7.0
20SH00996,S0977,2020-02-18,49,87,191,120,12.0
20SH00997,S0982,2020-02-19,50,93,204,100,10.0
20SH00998,S0984,2020-02-18,49,86,189,80,8.0
20SH00999,S0988,2020-02-18,49,75,165,110,11.0
20SH01000,S0993,2020-02-18,49,79,174,140,14.0
20SH01001,S0995,2020-02-18,49,94,207,120,12.0
20SH01002,S1005,2020-02-19,50,81,177,120,12.0
20SH01003,S1012,2020-02-18,49,84,184,100,10.0
20SH01004,S1013,2020-02-19,50,111,244,150,15.0
20SH01005,S1014,2020-02-18,49,81,177,110,11.0
20SH01006,S1016,2020-02-18,49,76,167,140,14.0
20SH01007,S1023,2020-02-18,49,94,207,100,10.0
20SH01008,S1024,2020-02-18,49,86,188,110,11.0
20SH01009,S1025,2020-02-18,49,89,196,110,11.0
20SH01010,S1032,2020-02-18,49,74,162,120,12.0
20SH01011,S1033,2020-02-18,49,62,136,80,8.0
20SH01012,S1038,2020-02-19,50,89,195,100,10.0
20SH01013,S1040,2020-02-18,49,96,210,100,10.0
20SH01014,S1047,2020-02-18,49,86,188,110,11.0
20SH01015,S1050,2020-02-19,50,89,195,110,11.0
20SH01016,S1052,2020-02-18,49,86,188,90,9.0
20SH01017,S1055,2020-02-18,49,89,196,90,9.0
20SH01018,S1066,2020-02-19,50,84,184,110,11.0
20SH01019,S1067,2020-02-18,49,78,172,120,12.0
20SH01020,S1068,2020-02-18,49,81,178,110,11.0
20SH01021,S1070,2020-02-19,50,90,197,100,10.0
20SH01022,S1073,2020-02-19,50,91,200,80,8.0
20SH01023,S1074,2020-02-18,49,90,198,130,13.0
20SH01024,S1092,2020-02-18,49,79,173,100,10.0
20SH01025,S1095,2020-02-18,49,98,215,110,11.0
20SH01026,S1096,2020-02-18,49,82,179,140,14.0
20SH01027,S1098,2020-02-18,49,97,213,140,14.0
20SH01028,S1112,2020-02-18,49,87,191,100,10.0
20SH01029,S1127,2020-02-18,49,81,178,90,9.0
20SH01030,S1129,2020-02-18,49,77,168,80,8.0
20SH01031,S1134,2020-02-19,50,97,213,150,15.0
20SH01032,S1139,2020-02-18,49,77,169,100,10.0
20SH01033,S1145,2020-02-18,49,76,167,120,12.0
20SH01034,S1151,2020-02-18,49,84,185,100,10.0
20SH01035,S1157,2020-02-18,49,86,189,90,9.0
20SH01036,S1159,2020-02-19,50,107,235,130,13.0
20SH01037,S1165,2020-02-18,49,79,173,130,13.0
20SH01038,S1166,2020-02-18,49,87,191,80,8.0
20SH01039,S1175,2020-02-18,49,75,164,110,11.0
20SH01040,S1177,2020-02-18,49,74,162,80,8.0
20SH01041,S1190,2020-02-18,49,84,185,120,12.0
20SH01042,S1201,2020-02-18,49,86,189,100,10.0
20SH01043,S1202,2020-02-18,49,77,168,110,11.0
20SH01044,S1203,2020-02-18,49,75,164,110,11.0
20SH01045,S1206,2020-02-18,49,75,165,70,7.0
20SH01046,S1208,2020-02-18,49,80,176,130,13.0
20SH01047,S1215,2020-02-18,49,82,180,110,11.0
20SH01048,S1223,2020-02-18,49,73,160,100,10.0
20SH01049,S1230,2020-02-18,49,86,188,105,10.5
20SH01050,S1232,2020-02-18,49,91,199,100,10.0
20SH01051,S1234,2020-02-18,49,71,155,120,12.0
20SH01052,S1254,2020-02-18,49,88,193,130,13.0
20SH01053,S1258,2020-02-18,49,84,184,90,9.0
20SH01054,S1259,2020-02-18,49,92,201,140,14.0
20SH01055,S1261,2020-02-18,49,84,184,120,12.0
20SH01056,S1267,2020-02-18,49,80,175,120,12.0
20SH01057,S1271,2020-02-19,50,104,229,110,11.0
20SH01058,S1282,2020-02-18,49,64,141,118,11.8
20SH01059,S1287,2020-02-18,49,76,167,140,14.0
20SH01060,S1288,2020-02-18,49,77,168,90,9.0
20SH01061,S1289,2020-02-18,49,75,165,120,12.0
20SH01062,S1311,2020-02-18,49,78,172,90,9.0
20SH01063,S1313,2020-02-18,49,78,172,120,12.0
20SH01064,S1319,2020-02-18,49,75,164,130,13.0
20SH01065,S1326,2020-02-18,49,77,168,110,11.0
20SH01066,S1328,2020-02-18,49,80,175,100,10.0
20SH01067,S1329,2020-02-18,49,83,183,110,11.0
20SH01068,S1336,2020-02-18,49,84,185,90,9.0
20SH01069,S1341,2020-02-18,49,80,176,120,12.0
20SH01070,S1342,2020-02-18,49,85,187,140,14.0
20SH01071,S1346,2020-02-18,49,88,193,100,10.0
20SH01072,S1348,2020-02-18,49,87,191,70,7.0
20SH01073,S1350,2020-02-18,49,74,163,90,9.0
20SH01074,S1351,2020-02-18,49,78,171,80,8.0
20SH01075,S1352,2020-02-18,49,84,185,105,10.5
20SH01076,S1353,2020-02-18,49,83,183,140,14.0
20SH01077,S1355,2020-02-18,49,95,208,140,14.0
20SH01078,S1357,2020-02-18,49,91,199,110,11.0
20SH01079,S1358,2020-02-18,49,87,190,140,14.0
20SH01080,S1359,2020-02-18,49,75,165,80,8.0
20SH01081,S1361,2020-02-19,50,100,220,170,17.0
20SH01082,S1362,2020-02-19,50,104,229,150,15.0
20SH01083,S1364,2020-02-18,49,76,166,130,13.0
20SH01084,S1365,2020-02-18,49,85,187,150,15.0
20SH01085,S1374,2020-02-18,49,80,175,130,13.0
20SH01086,S1381,2020-02-18,49,76,166,100,10.0
20SH01087,S1387,2020-02-19,50,106,233,120,12.0
20SH01088,S1390,2020-02-18,49,71,155,110,11.0
20SH01089,S1393,2020-02-18,49,72,157,100,10.0
20SH01090,S1394,2020-02-18,49,88,194,90,9.0
20SH01091,S1395,2020-02-18,49,70,154,100,10.0
20SH01092,S1397,2020-02-18,49,95,209,110,11.0
20SH01093,S1402,2020-02-18,49,84,185,120,12.0
20SH01094,S1404,2020-02-18,49,75,164,118,11.8
20SH01095,S1406,2020-02-19,50,88,193,180,18.0
20SH01096,S1416,2020-02-18,49,69,152,100,10.0
20SH01097,S1419,2020-02-18,49,89,196,120,12.0
20SH01098,S1425,2020-02-18,49,79,174,120,12.0
20SH01099,S1426,2020-02-18,49,73,161,90,9.0
20SH01100,S1431,2020-02-18,49,81,177,110,11.0
20SH01101,S1435,2020-02-18,49,85,187,110,11.0
20SH01102,S1437,2020-02-18,49,76,166,100,10.0
20SH01103,S1443,2020-02-18,49,83,183,100,10.0
20SH01104,S1452,2020-02-18,49,80,175,100,10.0
20SH01105,S1471,2020-02-19,50,90,198,90,9.0
20SH01106,S1474,2020-02-18,49,84,184,90,9.0
20SH01107,S1475,2020-02-18,49,81,177,100,10.0
20SH01108,S1495,2020-02-18,49,86,189,80,8.0
20SH01109,S1496,2020-02-18,49,81,177,90,9.0
20SH01110,S1499,2020-02-19,50,105,231,110,11.0
20SH01111,S1513,2020-02-18,49,95,209,110,11.0
20SH01112,S1517,2020-02-18,49,74,163,110,11.0
20SH01113,S1520,2020-02-18,49,75,165,110,11.0
20SH01114,S1522,2020-02-19,50,76,166,160,16.0
20SH01115,S1535,2020-02-18,49,74,163,110,11.0
20SH01116,S1542,2020-02-18,49,74,162,110,11.0
20SH01117,S1553,2020-02-18,49,71,155,110,11.0
20SH01118,S1555,2020-02-19,50,59,130,90,9.0
20SH01119,S1562,2020-02-18,49,74,162,130,13.0
20SH01120,S1564,2020-02-18,49,76,167,110,11.0
20SH01121,S1570,2020-02-19,50,76,166,100,10.0
20SH01122,S1578,2020-02-18,49,61,133,120,12.0
20SH01123,S1583,2020-02-19,50,99,218,140,14.0
20SH01124,S1586,2020-02-18,49,75,165,120,12.0
20SH01125,S1589,2020-02-18,49,88,193,100,10.0
20SH01126,S1590,2020-02-18,49,78,172,90,9.0
20SH01127,S1594,2020-02-19,50,59,130,110,11.0
20SH01128,S1598,2020-02-18,49,79,173,130,13.0
20SH01129,S1604,2020-02-18,49,73,160,140,14.0
20SH01130,S1608,2020-02-18,49,78,171,130,13.0
20SH01131,S1609,2020-02-18,49,71,155,110,11.0
20SH01132,S1612,2020-02-19,50,76,167,100,10.0
20SH01133,S1623,2020-02-18,49,78,172,150,15.0
20SH01134,S1631,2020-02-18,49,66,144,80,8.0
20SH01135,S1632,2020-02-19,50,89,196,110,11.0
20SH01136,S1635,2020-02-18,49,68,150,110,11.0
20SH01137,S1639,2020-02-18,49,75,164,140,14.0
20SH01138,S1646,2020-02-18,49,72,158,110,11.0
20SH01139,S1650,2020-02-18,49,72,158,100,10.0
20SH01140,S1651,2020-02-18,49,67,146,90,9.0
20SH01141,S1655,2020-02-18,49,71,155,110,11.0
20SH01142,S1656,2020-02-18,49,62,136,100,10.0
20SH01143,S1660,2020-02-18,49,73,161,90,9.0
20SH01144,S1665,2020-02-18,49,58,128,100,10.0
20SH01145,S1669,2020-02-18,49,77,169,100,10.0
20SH01146,S1671,2020-02-19,50,95,208,140,14.0
20SH01147,S1673,2020-02-19,50,86,188,160,16.0
20SH01148,S1675,2020-02-18,49,62,136,90,9.0
20SH01149,S1677,2020-02-18,49,75,165,140,14.0
20SH01150,S1686,2020-02-18,49,69,151,130,13.0
20SH01151,S1692,2020-02-18,49,69,152,130,13.0
20SH01152,S1697,2020-02-18,49,62,136,110,11.0
20SH01153,S1699,2020-02-19,50,80,176,130,13.0
20SH01154,S1704,2020-02-19,50,61,133,90,9.0
20SH01155,S1706,2020-02-18,49,70,154,110,11.0
20SH01156,S1711,2020-02-18,49,83,182,100,10.0
20SH01157,S1722,2020-02-18,49,90,198,130,13.0
20SH01158,S1725,2020-02-18,49,89,196,100,10.0
20SH01159,S1730,2020-02-18,49,79,174,140,14.0
20SH01160,S1733,2020-02-18,49,72,157,100,10.0
20SH01161,S1740,2020-02-18,49,83,182,120,12.0
20SH01162,S1741,2020-02-18,49,83,183,130,13.0
20SH01163,S1744,2020-02-18,49,70,153,90,9.0
20SH01164,S1745,2020-02-18,49,67,146,110,11.0
20SH01165,S1748,2020-02-19,50,85,187,120,12.0
20SH01166,S1751,2020-02-19,50,90,198,120,12.0
20SH01167,S1753,2020-02-18,49,75,165,120,12.0
20SH01168,S1765,2020-02-18,49,63,139,110,11.0
20SH01169,S1769,2020-02-18,49,73,160,110,11.0
20SH01170,S1772,2020-02-18,49,70,153,150,15.0
20SH01171,S1775,2020-02-18,49,85,186,140,14.0
20SH01172,S1776,2020-02-18,49,75,164,160,16.0
20SH01173,S1782,2020-02-18,49,67,147,100,10.0
20SH01174,S1791,2020-02-19,50,79,174,110,11.0
20SH01175,S1792,2020-02-18,49,66,145,140,14.0
20SH01176,S1794,2020-02-18,49,65,143,150,15.0
20SH01177,S1796,2020-02-18,49,73,160,120,12.0
20SH01178,S1802,2020-02-18,49,78,171,130,13.0
20SH01179,S1808,2020-02-19,50,96,210,140,14.0
20SH01180,S1810,2020-02-18,49,87,190,70,7.0
20SH01181,S1824,2020-02-19,50,73,160,90,9.0
20SH01182,S1825,2020-02-18,49,64,141,90,9.0
20SH01183,S1826,2020-02-18,49,74,162,100,10.0
20SH01184,S1843,2020-02-19,50,78,171,90,9.0
20SH01185,S1844,2020-02-18,49,74,162,100,10.0
20SH01186,S1845,2020-02-18,49,79,174,110,11.0
20SH01187,S1858,2020-02-18,49,68,150,140,14.0
20SH01188,S1861,2020-02-18,49,61,133,70,7.0
20SH01189,S1872,2020-02-19,50,89,195,150,15.0
20SH01190,S1873,2020-02-19,50,82,179,130,13.0
20SH01191,S1878,2020-02-19,50,87,190,190,19.0
20SH01192,S1880,2020-02-18,49,72,157,140,14.0
20SH01193,S1881,2020-02-18,49,85,186,130,13.0
20SH01194,S1882,2020-02-18,49,72,157,130,13.0
20SH01195,S1887,2020-02-18,49,83,183,90,9.0
20SH01196,S1888,2020-02-18,49,68,150,110,11.0
20SH01197,S1893,2020-02-18,49,72,157,140,14.0
20SH01198,S1904,2020-02-18,49,70,154,90,9.0
20SH01199,S1913,2020-02-18,49,77,168,100,10.0
20SH01200,S1915,2020-02-19,50,65,142,90,9.0
20SH01201,S1919,2020-02-19,50,82,179,140,14.0
20SH01202,S1921,2020-02-19,50,73,160,100,10.0
20SH01203,S1922,2020-02-18,49,77,169,90,9.0
20SH01204,S1927,2020-02-18,49,75,165,80,8.0
20SH01205,S1928,2020-02-18,49,68,149,110,11.0
20SH01206,S1931,2020-02-19,50,95,208,100,10.0
20SH01207,S1932,2020-02-19,50,87,190,100,10.0
20SH01208,S1937,2020-02-19,50,91,200,70,7.0
20SH01209,S1938,2020-02-19,50,100,220,110,11.0
20SH01210,S1940,2020-02-19,50,88,193,100,10.0
20SH01211,S1941,2020-02-19,50,88,193,80,8.0
20SH01212,S1943,2020-02-19,50,88,193,100,10.0
20SH01213,S1944,2020-02-19,50,59,130,80,8.0
20SH01214,S1945,2020-02-19,50,74,163,100,10.0
20SH01215,S1946,2020-02-19,50,71,156,70,7.0
20SH01216,S1947,2020-02-19,50,79,173,100,10.0
20SH01217,S1949,2020-02-19,50,84,185,90,9.0
20SH01218,S1952,2020-02-19,50,80,175,100,10.0
20SH01219,S1961,2020-02-19,50,61,133,80,8.0
20SH01220,S1963,2020-02-19,50,51,111,70,7.0
20SH01221,S1965,2020-02-19,50,69,152,80,8.0
20SH01222,S1967,2020-02-19,50,69,151,70,7.0
20SH01223,S1970,2020-02-19,50,56,123,80,8.0
20SH01224,S1972,2020-02-19,50,61,134,120,12.0
20SH01225,S1974,2020-02-19,50,55,120,70,7.0
20SH01226,S1976,2020-02-19,50,68,149,80,8.0
20SH01227,S1977,2020-02-19,50,65,142,90,9.0
20SH01228,S1978,2020-02-19,50,59,130,80,8.0
20SH01229,S1979,2020-02-19,50,66,144,70,7.0
20SH01230,S1983,2020-02-19,50,62,135,60,6.0
20SH01231,S1987,2020-02-19,50,56,122,90,9.0
20SH01232,S1989,2020-02-19,50,79,174,90,9.0
20SH01233,S1996,2020-02-19,50,63,139,80,8.0
20SH01234,S1999,2020-02-19,50,55,120,60,6.0
20SH01235,S2000,2020-02-19,50,55,120,50,5.0
20SH01236,S2001,2020-02-19,50,70,154,90,9.0
20SH01237,S2008,2020-02-19,50,55,120,70,7.0
20SH01238,S2010,2020-02-19,50,87,191,80,8.0
20SH01239,S2019,2020-02-19,50,57,124,90,9.0
20SH01240,S2026,2020-02-19,50,71,155,70,7.0
20SH01241,S2027,2020-02-19,50,57,124,70,7.0
20SH01242,S2033,2020-02-19,50,64,140,70,7.0
20SH01243,S2034,2020-02-19,50,49,107,70,7.0
20SH01244,S2037,2020-02-19,50,59,130,70,7.0
20SH01245,S2038,2020-02-19,50,60,131,80,8.0
20SH01246,S2039,2020-02-19,50,61,134,90,9.0
20SH01247,S2042,2020-02-19,50,59,130,60,6.0
20SH01248,S2043,2020-02-19,50,67,146,70,7.0
20SH01249,S2047,2020-02-19,50,63,139,50,5.0
20SH01250,S2052,2020-02-19,50,56,122,80,8.0
20SH01251,S2055,2020-02-19,50,62,136,70,7.0
20SH01252,S2056,2020-02-19,50,60,132,70,7.0
20SH01253,S2058,2020-02-19,50,61,133,80,8.0
20SH01254,S2059,2020-02-19,50,59,129,80,8.0
20SH01255,S2060,2020-02-19,50,63,138,90,9.0
20SH01256,S2061,2020-02-19,50,66,145,80,8.0
20SH01257,S2063,2020-02-19,50,52,114,70,7.0
20SH01258,S2066,2020-02-19,50,54,118,70,7.0
20SH01259,S2067,2020-02-19,50,61,133,70,7.0
20SH01260,S2068,2020-02-19,50,60,132,80,8.0
20SH01261,S2070,2020-02-19,50,63,138,70,7.0
20SH01262,S2071,2020-02-19,50,59,130,100,10.0
20SH01263,S2075,2020-02-19,50,63,138,80,8.0
20SH01264,S2077,2020-02-19,50,61,134,80,8.0
20SH01265,S2082,2020-02-19,50,68,150,60,6.0
20SH01266,S2083,2020-02-19,50,65,143,50,5.0
20SH01267,S2084,2020-02-19,50,59,129,70,7.0
20SH01268,S2088,2020-02-19,50,73,160,80,8.0
20SH01269,S2090,2020-02-19,50,59,130,70,7.0
20SH01270,S2095,2020-02-19,50,57,125,90,9.0
20SH01271,S2096,2020-02-19,50,58,127,76,7.6
20SH01272,S2098,2020-02-19,50,74,163,90,9.0
20SH01273,S2099,2020-02-19,50,63,138,90,9.0
20SH01274,S2100,2020-02-19,50,80,176,80,8.0
20SH01275,S2103,2020-02-19,50,55,120,70,7.0
20SH01276,S2106,2020-02-19,50,53,116,80,8.0
20SH01277,S2107,2020-02-19,50,57,125,80,8.0
20SH01278,S2109,2020-02-19,50,57,124,60,6.0
20SH01279,S2112,2020-02-19,50,51,111,70,7.0
20SH01280,S2113,2020-02-19,50,49,107,70,7.0
20SH01281,S2114,2020-02-19,50,68,150,70,7.0
20SH01282,S2115,2020-02-19,50,67,147,80,8.0
20SH01283,S2121,2020-02-19,50,56,123,40,4.0
20SH01284,S2123,2020-02-19,50,64,140,70,7.0
20SH01285,S2135,2020-02-19,50,63,139,70,7.0
20SH01286,S2138,2020-02-19,50,64,141,80,8.0
20SH01287,S2139,2020-02-19,50,65,142,80,8.0
20SH01288,S2141,2020-02-19,50,55,120,90,9.0
20SH01289,S2143,2020-02-19,50,62,135,80,8.0
20SH01290,S2151,2020-02-19,50,65,143,70,7.0
20SH01291,S2156,2020-02-19,50,58,128,80,8.0
20SH01292,S2173,2020-02-19,50,61,133,60,6.0
20SH01293,S2175,2020-02-19,50,65,143,80,8.0
20SH01294,S2179,2020-02-19,50,60,131,80,8.0
20SH01295,S2198,2020-02-19,50,69,152,70,7.0
20SH01296,S2203,2020-02-19,50,70,153,80,8.0
20SH01297,S2206,2020-02-19,50,48,105,70,7.0
20SH01298,S2209,2020-02-19,50,58,127,60,6.0
20SH01299,S2217,2020-02-19,50,53,116,60,6.0
20SH01300,S2229,2020-02-19,50,63,138,90,9.0
20SH01301,S2230,2020-02-19,50,60,132,80,8.0
20SH01302,S2231,2020-02-19,50,54,119,60,6.0
20SH01303,S2233,2020-02-19,50,59,129,70,7.0
20SH01304,S2234,2020-02-19,50,50,110,60,6.0
20SH01305,S2236,2020-02-19,50,72,157,100,10.0
20SH01306,S2239,2020-02-19,50,52,113,70,7.0
20SH01307,S2241,2020-02-19,50,56,122,70,7.0
20SH01308,S2243,2020-02-19,50,66,145,70,7.0
20SH01309,S2248,2020-02-19,50,59,129,80,8.0
20SH01310,S2255,2020-02-19,50,48,105,70,7.0
20SH01311,S2260,2020-02-19,50,70,153,70,7.0
20SH01312,S2261,2020-02-19,50,62,136,60,6.0
20SH01313,S2264,2020-02-19,50,60,131,90,9.0
20SH01314,S2265,2020-02-19,50,60,132,70,7.0
20SH01315,S2266,2020-02-19,50,63,138,80,8.0
20SH01316,S2269,2020-02-19,50,65,142,70,7.0
20SH01317,S2270,2020-02-19,50,51,111,80,8.0
20SH01318,S2272,2020-02-19,50,53,117,60,6.0
20SH01319,S2273,2020-02-19,50,65,142,50,5.0
20SH01320,S2281,2020-02-19,50,54,119,50,5.0
20SH01321,S2282,2020-02-19,50,60,131,70,7.0
20SH01322,S2289,2020-02-19,50,51,111,60,6.0
20SH01323,S2292,2020-02-19,50,53,117,90,9.0
20SH01324,S2298,2020-02-19,50,58,128,100,10.0
20SH01325,S2307,2020-02-19,50,59,129,60,6.0
20SH01326,S2308,2020-02-19,50,65,143,70,7.0
20SH01327,S2311,2020-02-19,50,53,116,70,7.0
20SH01328,S2312,2020-02-19,50,52,114,80,8.0
20SH01329,S2314,2020-02-19,50,64,140,90,9.0
