UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK,PSHDAY,GRFL_365,AGE
07SH00604,2005115284,11,R5284,9.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.7,2.0
07SH00605,2005643337,64,K3337,12.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.3,2.0
07SH00606,2005115532,11,R5532,11.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.5,2.0
07SH00607,2002642199,64,K2199,14.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,14.7,5.0
07SH00608,1999110710,11,R0710,8.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,8.6,8.0
07SH00609,2003820756,82,X0756,8.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,8.4,4.0
07SH00610,2005643314,64,K3314,14.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,14.1,2.0
07SH00611,2004114900,11,R4900,11.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.5,3.0
07SH00612,2003642778,64,K2778,10.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.3,4.0
07SH00613,2003114088,11,R4088,10.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.7,4.0
07SH00614,2004115050,11,R5050,9.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.1,3.0
07SH00615,1999640871,64,K0871,10.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.1,8.0
07SH00616,2004114895,11,R4895,10.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.9,3.0
07SH00617,2003642865,64,K2865,9.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.1,4.0
07SH00618,2002642230,64,K2230,11.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.1,5.0
07SH00619,2005643348,64,K3348,13.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,13.3,2.0
07SH00620,2004114424,11,R4424,10.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.1,3.0
07SH00621,2005115377,11,R5377,9.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.1,2.0
07SH00622,2004643035,64,K3035,11.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.7,3.0
07SH00623,2005115496,11,R5496,10.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.3,2.0
07SH00624,2005115422,11,R5422,12.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.3,2.0
07SH00625,2002642190,64,K2190,9.6,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.5,5.0
07SH00626,2005115677,11,R5677,11.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00627,2003818742,81,Z8742,8.2,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,8.2,4.0
07SH00628,2000111374,11,R1374,8.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.1,7.0
07SH00629,2005643352,64,K3352,10.6,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00630,2003819916,81,Z9916,8.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,R9916=Z9916,2006-02-20,8.8,4.0
07SH00631,2004114299,11,R4299,12.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.9,3.0
07SH00632,2002050050,05,P0050,6.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,6.3,5.0
07SH00633,2004114819,11,R4819,9.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.5,3.0
07SH00634,2004050888,05,H0888,6.6,62,3,2,2007-02-22,53,Band 2 Ewe,2,,2006-02-20,6.6,3.0
07SH00635,2005115386,11,R5386,10.0,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.9,2.0
07SH00636,2005115499,11,R5499,17.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,17.5,2.0
07SH00637,1999090576,09,90576,11.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.9,8.0
07SH00638,2003819570,81,Z9570,12.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.3,4.0
07SH00639,2004114265,11,R4265,10.6,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,3.0
07SH00640,2002113490,11,R3490,11.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,5.0
07SH00641,2003818630,81,Z8630,11.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,10.9,4.0
07SH00642,2003114219,11,R4219,10.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,4.0
07SH00643,2004114533,11,R4533,12.2,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.1,3.0
07SH00644,2002112988,11,R2988,8.8,64,2,2,2007-02-22,53,Band 1 Ewe,1,SHORT STAPLE,2006-02-19,8.7,5.0
07SH00645,2003818695,81,Z8695,9.4,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,9.3,4.0
07SH00646,2005115231,11,R5231,9.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.3,2.0
07SH00647,2003820346,82,X0346,9.2,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,9.1,4.0
07SH00648,2000111186,11,R1186,13.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.5,7.0
07SH00649,2002113671,11,R3671,12.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.1,5.0
07SH00650,2000001103,00,01103,10.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,7.0
07SH00651,2002642266,64,K2266,12.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.7,5.0
07SH00652,2001112811,11,R2811,9.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.1,6.0
07SH00653,2002113727,11,R3727,11.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.1,5.0
07SH00654,1999110497,11,R0497,10.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.7,8.0
07SH00655,2000112079,11,R2079,9.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.5,7.0
07SH00656,2004114277,11,R4277,12.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.9,3.0
07SH00657,2003818749,81,Z8749,9.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.1,4.0
07SH00658,2004114948,11,R4948,9.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.5,3.0
07SH00659,2002113216,11,R3216,9.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.9,5.0
07SH00660,2002113785,11,R3785,8.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.3,5.0
07SH00661,2004114259,11,R4259,9.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.9,3.0
07SH00662,2005643446,64,K3446,12.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.3,2.0
07SH00663,2002113001,11,R3001,7.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,7.3,5.0
07SH00664,1999090905,09,90905,11.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.3,8.0
07SH00665,2003819409,81,Z9409,11.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.5,4.0
07SH00666,2002113354,11,R3354,14.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.8,5.0
07SH00667,2005051806,05,H1806,9.2,58,5,2,2007-02-22,53,Band 2 Ewe,2,,2006-02-19,9.1,2.0
07SH00668,2003819417,81,Z9417,8.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,7.9,4.0
07SH00669,1999110310,11,R0310,11.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.1,8.0
07SH00670,2005115784,11,R5784,12.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00671,2003820568,82,X0568,12.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.1,4.0
07SH00672,2005643482,64,K3482,11.2,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00673,2005115907,11,R5907,8.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,8.3,2.0
07SH00674,2005643432,64,K3432,8.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,8.3,2.0
07SH00675,2005115879,11,R5879,11.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00676,2002113013,11,R3013,7.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,7.2?,2006-02-19,7.1,5.0
07SH00677,2005643558,64,K3558,12.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00678,2002642337,64,K2337,12.8,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.7,5.0
07SH00679,2005643353,64,K3353,10.4,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.3,2.0
07SH00680,2004114336,11,R4336,9.6,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.5,3.0
07SH00681,2005643258,64,K3258,10.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00682,2000111628,11,R1628,10.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.1,7.0
07SH00683,2005643289,64,K3289,9.8,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.7,2.0
07SH00684,2005643514,64,K3514,10.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00685,2003303058,30, 3058,8.4,56,6,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,8.4,3.5
07SH00686,2001048414,04,A8414,9.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.1,6.0
07SH00687,2003303036,30, 3036,10.2,56,6,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.1,3.5
07SH00688,2000641267,64,K1267,11.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.5,7.0
07SH00689,2000641294,64,K1294,11.2,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.1,7.0
07SH00690,2005115541,11,R5541,10.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.1,2.0
07SH00691,1999640718,64,K0718,13.8,56,6,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.7,8.0
07SH00692,1999110627,11,R0627,10.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.7,8.0
07SH00693,2005643493,64,K3493,12.4,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.3,2.0
07SH00694,2005115841,11,R5841,11.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00695,2005115920,11,R5920,10.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.3,2.0
07SH00696,2005643438,64,K3438,9.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.5,2.0
07SH00697,2004115222,11,R5222,11.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.7,3.0
07SH00698,2005643387,64,K3387,12.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00699,2004114572,11,R4572,11.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.7,3.0
07SH00700,2003114123,11,R4123,10.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,4.0
07SH00701,2005115955,11,R5955,9.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.7,2.0
07SH00702,2001112734,11,R2734,9.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.5,6.0
07SH00703,2004114427,11,R4427,9.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.7,3.0
07SH00704,2001641659,64,K1659,8.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,8.5,6.0
07SH00705,2001112864,11,R2864,13.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.5,6.0
07SH00706,2005115247,11,R5247,13.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,13.1,2.0
07SH00707,2000111663,11,R1663,13.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.1,7.0
07SH00708,2001112254,11,R2254,11.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.1,6.0
07SH00709,2003819300,81,Z9300,9.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,9.5,4.0
07SH00710,1999640786,64,K0786,10.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,8.0
07SH00711,2003642977,64,K2977,12.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.5,4.0
07SH00712,2004115017,11,R5017,9.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.3,3.0
07SH00713,2001641928,64,K1928,10.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.7,6.0
07SH00714,2004643029,64,K3029,12.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.3,3.0
07SH00715,2005115436,11,R5436,12.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00716,2004114779,11,R4779,10.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.1,3.0
07SH00717,2004114620,11,R4620,10.6,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,3.0
07SH00718,2002642080,64,K2080,13.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.5,5.0
07SH00719,2005643393,64,K3393,10.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.9,2.0
07SH00720,2003819708,81,Z9708,9.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.5,4.0
07SH00721,2005643554,64,K3554,14.4,56,6,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,14.3,2.0
07SH00722,2003642829,64,K2829,11.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.5,4.0
07SH00723,2004114796,11,R4796,7.4,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,7.3,3.0
07SH00724,2002113227,11,R3227,8.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.5,5.0
07SH00725,2004643109,64,K3109,12.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.5,3.0
07SH00726,2005643363,64,K3363,10.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.7,2.0
07SH00727,2001112878,11,R2878,11.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.9,6.0
07SH00728,2005643239,64,K3239,11.4,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.3,2.0
07SH00729,2005643263,64,K3263,13.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,13.1,2.0
07SH00730,2004643023,64,K3023,10.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.9,3.0
07SH00731,2005115886,11,R5886,12.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00732,2003820714,82,X0714,9.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,9.5,4.0
07SH00733,2002642579,64,K2579,10.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.3,5.0
07SH00734,2001641810,64,K1810,10.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,6.0
07SH00735,2002113508,11,R3508,10.6,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.5,5.0
07SH00736,2001112555,11,R2555,10.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.3,6.0
07SH00737,2005643336,64,K3336,12.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00738,2003114085,11,R4085,9.4,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.3,4.0
07SH00739,2000000197,00,00197,10.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.7,7.0
07SH00740,2000111865,11,R1865,11.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.5,7.0
07SH00741,1999109988,10,S9988,10.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.1,8.0
07SH00742,2002113811,11,R3811,12.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.9,5.0
07SH00743,2005115537,11,R5537,10.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00744,2005643398,64,K3398,13.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,13.7,2.0
07SH00745,2004114781,11,R4781,8.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,7.9,3.0
07SH00746,2005115790,11,R5790,12.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00747,2004114927,11,R4927,10.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.1,3.0
07SH00748,2000111563,11,R1563,13.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.9,7.0
07SH00749,2004114823,11,R4823,9.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.7,3.0
07SH00750,2000111197,11,R1197,12.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.3,7.0
07SH00751,2005115466,11,R5466,12.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.1,2.0
07SH00752,2005643414,64,K3414,10.6,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00753,2005643405,64,K3405,11.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.3,2.0
07SH00754,2005116107,11,R6107,11.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00755,2005115798,11,R5798,15.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,15.5,2.0
07SH00756,2005115993,11,R5993,11.2,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00757,2002113037,11,R3037,11.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.3,5.0
07SH00758,2001641842,64,K1842,12.8,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,12.7,6.0
07SH00759,2003303039,30, 3039,9.2,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.1,3.5
07SH00760,2004115168,11,R5168,10.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,3.0
07SH00761,2005115756,11,R5756,11.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.9,2.0
07SH00762,1999046723,04,A6723,7.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,7.8,8.0
07SH00763,2005115567,11,R5567,11.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00764,2005643361,64,K3361,13.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,13.5,2.0
07SH00765,2002113090,11,R3090,9.4,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.3,5.0
07SH00766,2000641217,64,K1217,12.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.9,7.0
07SH00767,2001112615,11,R2615,8.6,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.5,6.0
07SH00768,2004115095,11,R5095,10.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,3.0
07SH00769,2001641877,64,K1877,9.0,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.9,6.0
07SH00770,2002113670,11,R3670,11.0,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.9,5.0
07SH00771,2005643427,64,K3427,13.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,13.7,2.0
07SH00772,2002049432,04,A9432,7.0,58,5,2,2007-02-22,53,Band 1 Ewe,1,SHORT STAPLE,2006-02-19,6.9,5.0
07SH00773,2003114135,11,R4135,10.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.1,4.0
07SH00774,2004114971,11,R4971,11.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.7,3.0
07SH00775,2001048373,04,A8373,6.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,6.8,6.0
07SH00776,2003114119,11,R4119,13.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.5,4.0
07SH00777,2001048380,04,A8380,6.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,6.5,6.0
07SH00778,2003819546,81,Z9546,10.8,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.7,4.0
07SH00779,1999110330,11,R0330,8.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.7,8.0
07SH00780,2003819455,81,Z9455,12.4,56,6,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,12.3,4.0
07SH00781,2002114006,11,R4006,9.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.5,5.0
07SH00782,2001112550,11,R2550,10.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.9,6.0
07SH00783,2003642878,64,K2878,11.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,11.1,4.0
07SH00784,2000000728,00,00728,9.6,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.5,7.0
07SH00785,2002113794,11,R3794,11.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,5.0
07SH00786,2005643322,64,K3322,11.8,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00787,2004114688,11,R4688,10.8,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.7,3.0
07SH00788,2005003006,00,03006,7.0,58,5,2,2007-02-22,53,Band 1 Ewe,1,503006,,7.0,2.0
07SH00789,2005643283,64,K3283,9.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.5,2.0
07SH00790,2000111285,11,R1285,10.8,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.7,7.0
07SH00791,2000641123,64,K1123,14.2,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,14.1,7.0
07SH00792,2004643075,64,K3075,10.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,3.0
07SH00793,2002113801,11,R3801,13.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,13.1,5.0
07SH00794,2001112891,11,R2891,9.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.1,6.0
07SH00795,2005115984,11,R5984,8.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,8.3,2.0
07SH00796,2002049641,04,A9641,8.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,8.5,5.0
07SH00797,2003818750,81,Z8750,9.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,9.1,4.0
07SH00798,2001112384,11,R2384,9.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.1,6.0
07SH00799,2001112374,11,R2374,10.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.9,6.0
07SH00800,1999090764,09,90764,10.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.7,8.0
07SH00801,2003820617,82,X0617,11.4,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,11.3,4.0
07SH00802,2001112377,11,R2377,9.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.1,6.0
07SH00803,2000047457,04,A7457,6.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,6.6,7.0
07SH00804,2002049034,04,A9034,8.0,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,8.0,5.0
07SH00805,2005115774,11,R5774,10.2,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.1,2.0
07SH00806,2001048531,04,A8531,9.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,9.3,6.0
07SH00807,2005115581,11,R5581,11.2,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00808,2005115946,11,R5946,12.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.9,2.0
07SH00809,2003303060,30, 3060,10.8,64,2,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-20,10.7,3.5
07SH00810,1999110347,11,R0347,9.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,8.9,8.0
07SH00811,1999090257,09,90257,10.4,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.3,8.0
07SH00812,2004114635,11,R4635,9.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.5,3.0
07SH00813,2002113806,11,R3806,13.0,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,12.9,5.0
07SH00814,2000001242,00,01242,8.6,58,5,2,2007-02-22,53,Band 1 Ewe,1,DEAD 2/25/07,2006-02-19,8.5,7.0
07SH00815,2000112054,11,R2054,10.0,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,9.9,7.0
07SH00816,2001112227,11,R2227,10.8,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,10.7,6.0
07SH00817,2005643339,64,K3339,12.0,58,5,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,11.9,2.0
07SH00818,2003050439,05,H0439,8.6,62,3,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-19,8.5,4.0
07SH00819,1999640946,64,K0946,10.6,60,4,2,2007-02-22,53,Band 1 Ewe,1,,2006-02-18,10.5,8.0
