UID,ID9,ETAG,BRD,SEX,LINE,RGRP,GRP,STM,YR,YLD,BAND,DAYSH,DATE,TIME,GRADE,FLGR1,GRFL,SPWT,LOT,MSG,PD,RMK,TABL,L,YEAR,AGE
92SH00001, 90000010,00010,00,1,97,,,97,90,,Q,135,0514,0000,48,9,9.2,237,,,1,BOUGHT 1991,X,,92,2.0
92SH00002, 85631235,K1235,63,2,61,,,06,85,,1,132,0511,1346,54,7,12.6,186,,,1,,A,,92,7.0
92SH00003, 85631237,K1237,63,2,60,,,06,85,,1,132,0511,1153,58,5,14.3,180,,,1,,A,,92,7.0
92SH00004, 85631249,K1249,63,2,63,,,06,85,,1,132,0511,1318,54,7,12.8,180,,,1,,B,,92,7.0
92SH00005, 85631266,K1266,63,2,60,,,06,85,,1,132,0511,1353,56,6,10.2,155,,,1,,B,,92,7.0
92SH00006, 85631336,K1336,63,2,63,7,,06,85,,3,72,0312,0950,58,5,7.6,157,34D,Grn 4,1,,A,,92,7.0
92SH00007, 85631413,K1413,63,2,60,,,06,85,,1,132,0511,1353,58,5,10.7,173,,,1,tureRBAG,B,,92,7.0
92SH00008, 85631421,K1421,63,2,60,,,06,85,,1,132,0511,1346,56,6,11.0,179,,,1,BIG-BAG,B,,92,7.0
92SH00009, 85631426,K1426,63,2,63,7,,06,85,,3,72,0312,0957,54,7,9.2,186,29A,Red 3,1,LTS,A,,92,7.0
92SH00010, 85631468,K1468,63,2,60,7,,06,85,,3,72,0312,0913,56,6,9.6,183,35A,Red 5,1,,A,,92,7.0
92SH00011, 85631485,K1485,63,2,60,,,06,85,,1,132,0511,1355,54,7,14.1,189,,,1,LT'S,A,,92,7.0
92SH00012, 85631490,K1490,63,2,60,,,06,85,,2,132,0511,1721,56,6,10.1,193,,,1,CHOKER,A,,92,7.0
92SH00013, 85631496,K1496,63,2,61,,,06,85,,X,134,0513,1133,54,7,12.5,156,,,1,X,B,,92,7.0
92SH00014, 85631497,K1497,63,2,60,,,06,85,,2,132,0511,1720,54,7,12.4,180,,,1,,B,,92,7.0
92SH00015, 85631501,K1501,63,2,61,,,06,85,,1,132,0511,1350,58,5,10.4,180,,,1,"?BAG,4TEATS",B,,92,7.0
92SH00016, 85631520,K1520,63,2,60,7,,06,85,,3,72,0312,1104,56,6,8.8,185,30A,Red 0,1,,A,,92,7.0
92SH00017, 85631536,K1536,63,2,60,,,06,85,,1,132,0511,1323,64,2,11.5,171,,,1,DYSTOCIA,A,,92,7.0
92SH00018, 85631582,K1582,63,2,63,,,06,85,,2,132,0511,1718,58,5,11.8,187,,,1,,B,,92,7.0
92SH00019, 85631604,K1604,63,2,63,,,06,85,,2,132,0511,1737,50,8,14.2,167,,,1,,B,,92,7.0
92SH00020, 85631605,K1605,63,2,63,,,06,85,,1,132,0511,1200,56,6,11.0,195,,,1,TENDER,A,,92,7.0
92SH00021, 85631609,K1609,63,2,61,,,06,85,,1,132,0511,1146,54,7,11.2,159,,,1,,B,,92,7.0
92SH00022, 85631639,K1639,63,2,60,,,06,85,,2,133,0512,1536,60,4,11.6,173,,,1,,B,,92,7.0
92SH00023, 85631664,K1664,63,2,60,7,,06,85,,3,72,0312,0952,56,6,8.2,171,31D,Grn 1,1,,A,,92,7.0
92SH00024, 85631673,K1673,63,2,61,,,06,85,,2,132,0511,1656,58,5,9.7,202,,,1,?FXEWE,B,,92,7.0
92SH00025, 85631702,K1702,63,2,61,7,,06,85,1,3,72,0312,1014,56,6,10.1,180,30B,Grn 0,1,CULLWRECK,A,,92,7.0
92SH00026, 85631719,K1719,63,2,61,,,06,85,,X,134,0513,1059,54,7,10.6,171,,,1,DYSTOCIA,B,,92,7.0
92SH00027, 85631723,K1723,63,2,68,,,06,85,,2,132,0511,1717,54,7,13.4,211,,,1,LTS,B,,92,7.0
92SH00028, 85631725,K1725,63,2,63,,,06,85,,1,132,0511,1347,56,6,13.4,184,,,1,,A,,92,7.0
92SH00029, 85631759,K1759,63,2,68,,,06,85,,1,132,0511,1159,56,6,14.6,190,,,1,,A,,92,7.0
92SH00030, 85631778,K1778,63,2,68,,,06,85,,1,132,0511,1126,50,8,10.4,208,,,1,,B,,92,7.0
92SH00031, 86631823,K1823,63,2,60,,,06,86,,1,132,0511,1154,60,4,10.7,168,,,1,,A,,92,6.0
92SH00032, 86631830,K1830,63,2,61,,,06,86,,2,132,0511,1653,54,7,10.1,147,,,1,,B,,92,6.0
92SH00033, 86631831,K1831,63,2,61,,,06,86,,1,132,0511,1153,54,7,10.9,149,,,1,ABT.3/11/91,A,,92,6.0
92SH00034, 86631840,K1840,63,2,63,7,,06,86,,3,72,0312,0907,58,5,9.7,156,30A,Red 0,1,CULLY,A,,92,6.0
92SH00035, 86631848,K1848,63,2,61,,,06,86,,1,132,0511,1348,54,7,11.6,179,,,1,L.EYE.CONJ.,B,,92,6.0
92SH00036, 86631849,K1849,63,2,61,,,06,86,,1,132,0511,1123,56,6,11.6,173,,,1,THINEWE,B,,92,6.0
92SH00037, 86631868,K1868,63,2,61,,,06,86,,X,134,0513,1110,54,7,12.4,175,,,1,X,A,,92,6.0
92SH00038, 86631869,K1869,63,2,61,,,06,86,,1,132,0511,1123,54,7,12.4,198,,,1,,A,,92,6.0
92SH00039, 86631880,K1880,63,2,60,,,06,86,,1,132,0511,1319,56,6,10.8,168,,,1,FLTS,A,,92,6.0
92SH00040, 86631882,K1882,63,2,61,,,06,86,,1,133,0512,1315,54,7,11.2,180,,,1,,B,,92,6.0
92SH00041, 86631883,K1883,63,2,60,,,06,86,,2,132,0511,1736,56,6,11.0,175,,,1,ULCER.R.EYE,A,,92,6.0
92SH00042, 86631884,K1884,63,2,60,,,06,86,,1,132,0511,1354,56,6,14.0,166,,,1,,B,,92,6.0
92SH00043, 86631907,K1907,63,2,61,,,06,86,,2,132,0511,1740,54,7,11.4,157,,,1,,A,,92,6.0
92SH00044, 86631910,K1910,63,2,63,7,,06,86,,3,72,0312,1301,54,7,7.9,173,29C,Grn 3,1,,A,,92,6.0
92SH00045, 86631919,K1919,63,2,63,,,06,86,,1,132,0511,1123,60,4,10.9,171,,,1,,A,,92,6.0
92SH00046, 86631923,K1923,63,2,68,,,06,86,,1,132,0511,1121,58,5,9.2,180,,,1,,B,,92,6.0
92SH00047, 86631939,K1939,63,2,63,,,06,86,,1,132,0511,1348,54,7,14.9,172,,,1,BIG BAG,A,,92,6.0
92SH00048, 86631942,K1942,63,2,60,7,,06,86,,3,72,0312,1152,58,5,9.2,178,30A,Red 0,1,,A,,92,6.0
92SH00049, 86631949,K1949,63,2,60,7,,06,86,,3,72,0312,0922,56,6,9.2,184,29A,Red 3,1,,A,,92,6.0
92SH00050, 86631950,K1950,63,2,60,,,06,86,,2,132,0511,1741,54,7,13.2,176,,,1,,B,,92,6.0
92SH00051, 86631966,K1966,63,2,68,7,,06,86,,3,72,0312,1051,58,5,8.8,132,32C,Grn 2,1,,A,,92,6.0
92SH00052, 86631971,K1971,63,2,60,,,06,86,,2,132,0511,1742,56,6,9.8,173,,,1,,B,,92,6.0
92SH00053, 86631980,K1980,63,2,60,,,06,86,,1,132,0511,1352,56,6,10.2,166,,,1,,B,,92,6.0
92SH00054, 86631997,K1997,63,2,60,,,06,86,,1,132,0511,1201,58,5,13.0,176,,,1,,A,,92,6.0
92SH00055, 86632001,K2001,63,2,61,,,06,86,,1,132,0511,1055,58,5,15.1,200,,,1,,A,,92,6.0
92SH00056, 86632005,K2005,63,2,61,,,06,86,,1,132,0511,1322,54,7,12.5,139,,,1,,B,,92,6.0
92SH00057, 86632016,K2016,63,2,60,,,06,86,,1,132,0511,1320,56,6,12.7,178,,,1,,B,,92,6.0
92SH00058, 86632021,K2021,63,2,60,7,,06,86,,3,72,0312,1033,58,5,8.9,158,34D,Grn 4,1,,A,,92,6.0
92SH00059, 86632030,K2030,63,2,63,,,06,86,,2,132,0511,1738,56,6,10.9,221,,,1,,B,,92,6.0
92SH00060, 86632038,K2038,63,2,60,7,,06,86,,3,72,0312,0948,58,5,7.9,160,35C,Grn 5,1,RET.PLA.AGE.X,A,,92,6.0
92SH00061, 86632042,K2042,63,2,60,2,X,06,86,,T,72,0312,1549,54,7,8.6,160,OVX,,3,OVX.EWE,A,,92,6.0
92SH00062, 86632056,K2056,63,2,61,,,06,86,,2,132,0511,1742,56,6,11.5,193,,,1,,B,,92,6.0
92SH00063, 86632057,K2057,63,2,61,7,,06,86,,3,72,0312,0855,56,6,8.8,161,30B,Grn 0,1,,A,,92,6.0
92SH00064, 86632067,K2067,63,2,60,7,,06,86,,3,72,0312,1038,56,6,9.0,186,30A,Red 0,1,SW.BAG,A,,92,6.0
92SH00065, 86632084,K2084,63,2,60,,,06,86,,1,132,0511,1151,48,9,13.7,201,,,1,"LTS, BLOB",B,,92,6.0
92SH00066, 86632091,K2091,63,2,68,,,06,86,,2,132,0511,1722,56,6,11.3,196,,,1,,B,,92,6.0
92SH00067, 86632099,K2099,63,2,68,,,06,86,,2,132,0511,1619,56,6,14.3,187,,,1,,A,,92,6.0
92SH00068, 86632103,K2103,63,2,63,,,06,86,,X,134,0513,1100,56,6,11.6,178,,,1,X,B,,92,6.0
92SH00069, 86632117,K2117,63,2,68,,,06,86,,1,132,0511,1129,58,5,12.0,171,,,1,,B,,92,6.0
92SH00070, 86632123,K2123,63,2,63,,,06,86,,1,132,0511,1101,62,3,9.4,186,,,1,,A,,92,6.0
92SH00071, 86632144,K2144,63,2,61,7,,06,86,,3,72,0312,0911,56,6,9.3,201,32A,Red 2,1,LTS,A,,92,6.0
92SH00072, 86632145,K2145,63,2,61,,,06,86,,1,132,0511,1319,56,6,12.4,163,,,1,,B,,92,6.0
92SH00073, 86632161,K2161,63,2,63,,,06,86,,1,132,0511,1349,56,6,10.1,166,,,1,"LT,4TEATS",A,,92,6.0
92SH00074, 86632166,K2166,63,2,60,7,,06,86,,3,72,0312,0904,56,6,10.9,188,31B,Red 1,1,,A,,92,6.0
92SH00075, 86632185,K2185,63,2,60,7,,06,86,,3,72,0312,0809,56,6,11.1,192,29C,Grn 3,1,,A,,92,6.0
92SH00076, 86632188,K2188,63,2,68,2,X,06,86,,T,72,0312,1528,58,5,10.0,196,OVX,,3,OVX.EWE,A,,92,6.0
92SH00077, 86632196,K2196,63,2,61,,,06,86,,2,134,0513,0919,54,7,16.7,194,,,1,SW.BAG,B,,92,6.0
92SH00078, 86632224,K2224,63,2,63,,,06,86,,1,132,0511,1318,54,7,15.1,173,,,1,,B,,92,6.0
92SH00079, 86632228,K2228,63,2,61,7,,06,86,,3,72,0312,1122,56,6,9.2,170,29A,Red 3,1,,A,,92,6.0
92SH00080, 86632232,K2232,63,2,63,7,,06,86,,3,72,0312,1154,54,7,9.4,157,35A,Red 5,1,,A,,92,6.0
92SH00081, 86632248,K2248,63,2,61,,,06,86,,2,132,0511,1722,58,5,12.0,173,,,1,,A,,92,6.0
92SH00082, 86632253,K2253,63,2,68,7,,06,86,,3,72,0312,1156,62,3,6.1,170,34D,Grn 4,1,LTS,A,,92,6.0
92SH00083, 86632265,K2265,63,2,68,,,06,86,,1,132,0511,1321,56,6,12.2,163,,,1,SW.BAG4TEATS,A,,92,6.0
92SH00084, 86632281,K2281,63,2,61,,,06,86,,1,132,0511,1323,58,5,10.3,163,,,1,,A,,92,6.0
92SH00085, 86632282,K2282,63,2,61,,,06,86,,1,132,0511,1054,54,7,10.9,179,,,1,SW.BAG,B,,92,6.0
92SH00086, 86632313,K2313,63,2,63,,,06,86,,2,132,0511,1742,56,6,12.1,192,,,1,,A,,92,6.0
92SH00087, 86632340,K2340,63,2,63,,,06,86,,2,134,0513,0842,50,8,13.1,212,,,1,,B,,92,6.0
92SH00088, 86632362,K2362,63,2,68,,,06,86,,1,132,0511,1320,54,7,12.5,179,,,1,,B,,92,6.0
92SH00089, 86632386,K2386,63,2,68,2,X,06,86,,T,72,0312,1547,56,6,11.2,186,OVX,,3,OVX.EWE,A,,92,6.0
92SH00090, 86632400,K2400,63,2,68,7,,06,86,,3,72,0312,1156,54,7,10.4,167,31D,Grn 1,1,RUPTURE,A,,92,6.0
92SH00091, 86632403,K2403,63,2,68,7,,06,86,,3,72,0312,0908,56,6,8.2,189,34D,Grn 4,1,,A,,92,6.0
92SH00092, 86632405,K2405,63,2,68,7,,06,86,,3,72,0312,1118,58,5,6.8,166,31B,Red 1,1,,A,,92,6.0
92SH00093, 86632406,K2406,63,2,68,7,,06,86,,3,72,0312,1144,58,5,7.1,190,30B,Grn 0,1,,A,,92,6.0
92SH00094, 87632427,K2427,63,2,60,,,06,87,,2,132,0511,1719,58,5,10.6,172,,,1,,A,,92,5.0
92SH00095, 87632440,K2440,63,2,68,,,06,87,,1,132,0511,1127,56,6,12.9,171,,,1,,A,,92,5.0
92SH00096, 87632448,K2448,63,2,60,,,06,87,,2,134,0513,0901,54,7,14.4,198,,,1,,A,,92,5.0
92SH00097, 87632457,K2457,63,2,61,7,,06,87,,3,72,0312,1112,54,7,11.3,178,30A,Red 0,1,,A,,92,5.0
92SH00098, 87632459,K2459,63,2,68,2,X,06,87,,T,72,0312,1550,56,6,10.2,176,OVX,,3,OVX.EWE,A,,92,5.0
92SH00099, 87632461,K2461,63,2,60,,,06,87,,1,132,0511,1151,54,7,13.5,157,,,1,LRG TEATS,B,,92,5.0
92SH00100, 87632464,K2464,63,2,63,,,06,87,,1,132,0511,1101,56,6,14.5,185,,,1,,A,,92,5.0
92SH00101, 87632466,K2466,63,2,63,7,,06,87,,3,72,0312,1035,56,6,8.0,179,35A,Red 5,1,,A,,92,5.0
92SH00102, 87632470,K2470,63,2,60,,,06,87,,2,132,0511,1743,54,7,11.6,173,,,1,SLOWEWE,A,,92,5.0
92SH00103, 87632476,K2476,63,2,60,,,06,87,,1,132,0511,1346,54,7,12.7,191,,,1,,B,,92,5.0
92SH00104, 87632482,K2482,63,2,63,2,X,06,87,,T,72,0312,1511,56,6,11.0,156,OVX,,3,OVX.EWE,A,,92,5.0
92SH00105, 87632488,K2488,63,2,61,7,,06,87,,3,72,0312,1120,56,6,9.3,150,31B,Red 1,1,,A,,92,5.0
92SH00106, 87632514,K2514,63,2,61,,,06,87,,1,132,0511,1323,56,6,11.8,164,,,1,,A,,92,5.0
92SH00107, 87632516,K2516,63,2,63,,,06,87,,1,132,0511,1145,54,7,15.2,201,,,1,"LTS, ENTR",A,,92,5.0
92SH00108, 87632521,K2521,63,2,63,,,06,87,,1,132,0511,1127,60,4,12.3,207,,,1,"VLT,WORN TAG",A,,92,5.0
92SH00109, 87632531,K2531,63,2,61,7,,06,87,,3,72,0312,0939,64,2,7.9,164,34D,Grn 4,1,,A,,92,5.0
92SH00110, 87632532,K2532,63,2,63,7,,06,87,,3,72,0312,1036,56,6,8.1,172,34D,Grn 4,1,,A,,92,5.0
92SH00111, 87632536,K2536,63,2,68,7,,06,87,,X,134,0513,1135,50,8,14.2,110,29A,Red 3,1,DEAD EWE,A,,92,5.0
92SH00112, 87632537,K2537,63,2,60,,,06,87,,1,132,0511,1320,56,6,13.2,175,,,1,5BAG,B,,92,5.0
92SH00113, 87632540,K2540,63,2,63,,,06,87,,1,132,0511,1145,54,7,11.8,193,,,1,,B,,92,5.0
92SH00114, 87632552,K2552,63,2,61,,,06,87,,1,132,0511,1146,56,6,12.7,181,,,1,,A,,92,5.0
92SH00115, 87632554,K2554,63,2,63,,,06,87,,1,132,0511,1159,56,6,14.4,153,,,1,,A,,92,5.0
92SH00116, 87632560,K2560,63,2,68,,,06,87,,1,132,0511,1151,62,3,12.0,212,,,1,LTS,B,,92,5.0
92SH00117, 87632565,K2565,63,2,68,2,X,06,87,,T,72,0312,1512,58,5,9.4,136,OVX,,3,OVX.EWE,A,,92,5.0
92SH00118, 87632570,K2570,63,2,63,,,06,87,,2,134,0513,0901,54,7,14.2,212,,,1,DYS.BREECH,A,,92,5.0
92SH00119, 87632602,K2602,63,2,68,7,,06,87,,3,72,0312,0843,56,6,12.0,187,35A,Red 5,1,,A,,92,5.0
92SH00120, 87632611,K2611,63,2,61,7,,06,87,,3,72,0312,1158,56,6,9.9,176,34D,Grn 4,1,,A,,92,5.0
92SH00121, 87632613,K2613,63,2,63,,,06,87,,1,132,0511,1355,54,7,12.4,215,,,1,LT'S,A,,92,5.0
92SH00122, 87632619,K2619,63,2,60,,,06,87,,3,72,0312,1117,62,3,5.8,113,29A,Red 3,1,SHORN CULL.XX,A,,92,5.0
92SH00123, 87632624,K2624,63,2,60,,,06,87,,1,132,0511,1201,56,6,13.3,175,,,1,LTS&CAKED,A,,92,5.0
92SH00124, 87632626,K2626,63,2,68,7,,06,87,,3,72,0312,1055,56,6,9.9,165,29A,Red 3,1,,A,,92,5.0
92SH00125, 87632639,K2639,63,2,63,,,06,87,,2,132,0511,0837,60,4,13.9,307,,,1,R.EYE9-11-91,B,,92,5.0
92SH00126, 87632648,K2648,63,2,68,,,06,87,,2,132,0511,1639,54,7,13.9,187,,,1,LT'S,A,,92,5.0
92SH00127, 87632657,K2657,63,2,63,,,06,87,,1,132,0511,1356,56,6,13.6,202,,,1,EWECOLOR3,B,,92,5.0
92SH00128, 87632685,K2685,63,2,60,,,06,87,,2,132,0511,1743,54,7,13.3,177,,,1,,A,,92,5.0
92SH00129, 87632688,K2688,63,2,68,7,,06,87,,3,72,0312,1132,56,6,9.9,188,34A,Red 4,1,DYSTOCIA,A,,92,5.0
92SH00130, 87632698,K2698,63,2,61,,,06,87,,1,132,0511,1124,54,7,16.4,188,,,1,,B,,92,5.0
92SH00131, 87632702,K2702,63,2,63,,,06,87,,2,134,0513,0859,56,6,15.4,212,,,1,SLOW EWE.X.RP,B,,92,5.0
92SH00132, 87632715,K2715,63,2,60,,,06,87,,1,132,0511,1125,56,6,15.1,184,,,1,,B,,92,5.0
92SH00133, 87632721,K2721,63,2,60,,,06,87,,1,132,0511,1056,60,4,14.6,179,,,1,,B,,92,5.0
92SH00134, 87632723,K2723,63,2,63,7,,06,87,,3,72,0312,0827,54,7,8.1,184,29C,Grn 3,1,,A,,92,5.0
92SH00135, 87632760,K2760,63,2,63,7,,06,87,,3,72,0312,1131,58,5,9.2,189,CO+,,1,LF.LAME,A,,92,5.0
92SH00136, 87632762,K2762,63,2,61,,,06,87,,X,132,0511,1745,56,6,9.7,110,,,1,X.SIDEWINDER,B,,92,5.0
92SH00137, 87632770,K2770,63,2,68,7,,06,87,,3,72,0312,1058,54,7,9.9,163,32A,Red 2,1,,A,,92,5.0
92SH00138, 87632776,K2776,63,2,61,7,,06,87,,3,72,0312,0833,54,7,11.3,206,31B,Red 1,1,LOST EARTAGS!,A,,92,5.0
92SH00139, 87632779,K2779,63,2,61,7,,06,87,,3,72,0312,0954,58,5,8.1,196,31B,Red 1,1,,A,,92,5.0
92SH00140, 87632784,K2784,63,2,61,,,06,87,,1,132,0511,1352,58,5,11.9,197,,,1,,B,,92,5.0
92SH00141, 87632794,K2794,63,2,61,,,06,87,,X,135,0514,0000,58,5,9.3,100,,,1,X.LUNGER.DEAD,B,,92,5.0
92SH00142, 87632798,K2798,63,2,63,,,06,87,,2,132,0511,1612,56,6,12.0,187,,,1,,A,,92,5.0
92SH00143, 87632808,K2808,63,2,63,,,06,87,,2,132,0511,1657,54,7,11.3,152,,,1,,A,,92,5.0
92SH00144, 87632809,K2809,63,2,63,7,,06,87,,3,72,0312,1059,54,7,10.3,192,31D,Grn 1,1,,A,,92,5.0
92SH00145, 87632846,K2846,63,2,68,,,06,87,,1,132,0511,1323,58,5,11.7,175,,,1,,B,,92,5.0
92SH00146, 87632852,K2852,63,2,63,7,,06,87,,3,72,0312,0937,58,5,10.5,159,30B,Grn 0,1,,A,,92,5.0
92SH00147, 87632868,K2868,63,2,60,,,06,87,,1,132,0511,1352,54,7,13.4,184,,,1,,B,,92,5.0
92SH00148, 87632891,K2891,63,2,61,2,X,06,87,,T,72,0312,1541,58,5,10.1,166,OVX,,3,"X,BAG",A,,92,5.0
92SH00149, 87632899,K2899,63,2,63,,,06,87,,1,132,0511,1350,56,6,10.4,203,,,1,,A,,92,5.0
92SH00150, 87632913,K2913,63,2,61,,,06,87,,2,132,0511,1635,58,5,12.1,182,,,1,,A,,92,5.0
92SH00151, 87632916,K2916,63,2,61,7,,06,87,,3,72,0312,0812,54,7,7.4,165,35C,Grn 5,1,,A,,92,5.0
92SH00152, 87632924,K2924,63,2,61,,,06,87,,1,132,0511,1318,56,6,15.0,197,,,1,DYSTOCIA,B,,92,5.0
92SH00153, 87632936,K2936,63,2,68,,,06,87,,1,132,0511,1316,54,7,11.3,215,,,1,,B,,92,5.0
92SH00154, 87632949,K2949,63,2,61,,,06,87,,X,72,0312,0841,64,2,8.0,133,,,1,THINCULL.XXX,A,,92,5.0
92SH00155, 87632970,K2970,63,2,63,,,06,87,,X,134,0513,1118,54,7,14.6,182,,,1,X,B,,92,5.0
92SH00156, 87632978,K2978,63,2,63,,,06,87,,1,132,0511,1352,54,7,13.3,207,,,1,,A,,92,5.0
92SH00157, 87632987,K2987,63,2,63,,,06,87,,1,132,0511,1201,58,5,14.4,206,,,1,,A,,92,5.0
92SH00158, 87633010,K3010,63,2,63,,,06,87,,1,132,0511,1125,58,5,13.7,198,,,1,,B,,92,5.0
92SH00159, 87633035,K3035,63,2,63,,,06,87,,1,132,0511,1202,56,6,13.6,187,,,1,L.EYE CLOUDY,B,,92,5.0
92SH00160, 87633053,K3053,63,2,60,,,06,87,,1,132,0511,1355,60,4,9.6,180,,,1,DYSTOCIA,B,,92,5.0
92SH00161, 88633062,K3062,63,2,60,,,06,88,,2,132,0511,1744,56,6,13.2,179,,,1,,A,,92,4.0
92SH00162, 88633066,K3066,63,2,60,7,,06,88,,3,72,0312,1200,54,7,12.2,200,30B,Grn 0,1,,A,,92,4.0
92SH00163, 88633070,K3070,63,2,61,,,06,88,,1,132,0511,1319,58,5,11.2,204,,,1,,A,,92,4.0
92SH00164, 88633072,K3072,63,2,60,7,,06,88,,3,72,0312,1125,56,6,10.8,200,30A,Red 0,1,,A,,92,4.0
92SH00165, 88633084,K3084,63,2,63,,,06,88,,1,132,0511,1353,58,5,13.5,214,,,1,,A,,92,4.0
92SH00166, 88633093,K3093,63,2,61,,,06,88,,1,132,0511,1353,54,7,15.8,186,,,1,AB.NOSE,B,,92,4.0
92SH00167, 88633096,K3096,63,2,63,,,06,88,,2,132,0511,1638,60,4,11.6,186,,,1,,B,,92,4.0
92SH00168, 88633098,K3098,63,2,61,7,,06,88,,3,72,0312,1257,56,6,10.4,170,30B,Grn 0,1,,A,,92,4.0
92SH00169, 88633101,K3101,63,2,60,7,S,06,88,,3,72,0312,1311,62,3,10.1,210,SPG,,1,,A,,92,4.0
92SH00170, 88633115,K3115,63,2,61,,,06,88,,1,132,0511,1317,56,6,12.0,187,,,1,,B,,92,4.0
92SH00171, 88633117,K3117,63,2,60,,,06,88,,1,132,0511,1355,58,5,13.1,215,,,1,,A,,92,4.0
92SH00172, 88633122,K3122,63,2,61,,,06,88,,1,132,0511,1357,54,7,11.2,150,,,1,,A,,92,4.0
92SH00173, 88633126,K3126,63,2,60,7,,06,88,,3,72,0312,0900,54,7,7.9,172,31B,Red 1,1,,A,,92,4.0
92SH00174, 88633128,K3128,63,2,60,,,06,88,,2,132,0511,1637,58,5,9.3,187,,,1,,B,,92,4.0
92SH00175, 88633130,K3130,63,2,60,,,06,88,,1,132,0511,1325,56,6,10.5,183,,,1,,A,,92,4.0
92SH00176, 88633131,K3131,63,2,60,7,,06,88,,3,72,0312,1047,54,7,11.7,210,29A,Red 3,1,HARDBAG,A,,92,4.0
92SH00177, 88633136,K3136,63,2,63,7,,06,88,,3,72,0312,1052,56,6,9.5,176,30A,Red 0,1,,A,,92,4.0
92SH00178, 88633172,K3172,63,2,63,,,06,88,,2,132,0511,1716,54,7,10.6,205,,,1,OUT BPEN 16,B,,92,4.0
92SH00179, 88633181,K3181,63,2,60,7,,06,88,,3,72,0312,1152,60,4,10.5,194,34A,Red 4,1,,A,,92,4.0
92SH00180, 88633203,K3203,63,2,63,,,06,88,,1,132,0511,1356,54,7,13.8,210,,,1,,A,,92,4.0
92SH00181, 88633219,K3219,63,2,60,7,,06,88,,3,72,0312,1000,56,6,9.9,178,30B,Grn 0,1,,A,,92,4.0
92SH00182, 88633221,K3221,63,2,61,,,06,88,,2,132,0511,1634,58,5,12.1,197,,,1,,B,,92,4.0
92SH00183, 88633228,K3228,63,2,61,,,06,88,,1,132,0511,1319,56,6,11.6,177,,,1,,B,,92,4.0
92SH00184, 88633235,K3235,63,2,60,7,,06,88,,3,72,0312,1157,58,5,9.5,165,34A,Red 4,1,,A,,92,4.0
92SH00185, 88633246,K3246,63,2,60,7,,06,88,,3,72,0312,1049,58,5,9.1,162,31B,Red 1,1,,A,,92,4.0
92SH00186, 88633248,K3248,63,2,60,7,,06,88,,3,72,0312,0808,56,6,9.9,210,29A,Red 3,1,,A,,92,4.0
92SH00187, 88633249,K3249,63,2,60,7,,06,88,,3,72,0312,0837,54,7,9.7,170,31D,Grn 1,1,,A,,92,4.0
92SH00188, 88633250,K3250,63,2,63,,,06,88,,1,132,0511,1144,58,5,8.5,202,,,1,,A,,92,4.0
92SH00189, 88633259,K3259,63,2,63,,,06,88,,1,132,0511,1057,58,5,12.0,186,,,1,,A,,92,4.0
92SH00190, 88633269,K3269,63,2,60,7,,06,88,,3,72,0312,0000,56,6,9.4,188,29C,Grn 3,1,,A,,92,4.0
92SH00191, 88633271,K3271,63,2,63,,,06,88,,1,132,0511,1159,58,5,10.5,184,,,1,,A,,92,4.0
92SH00192, 88633272,K3272,63,2,63,,,06,88,,1,132,0511,1148,58,5,13.4,172,,,1,,A,,92,4.0
92SH00193, 88633273,K3273,63,2,63,,,06,88,,1,132,0511,1057,56,6,14.2,192,,,1,,A,,92,4.0
92SH00194, 88633275,K3275,63,2,60,,,06,88,,1,132,0511,1354,54,7,12.1,191,,,1,,B,,92,4.0
92SH00195, 88633280,K3280,63,2,61,,,06,88,,1,132,0511,1324,56,6,10.7,160,,,1,FLTS,A,,92,4.0
92SH00196, 88633285,K3285,63,2,61,,,06,88,,1,132,0511,1124,54,7,13.7,152,,,1,,B,,92,4.0
92SH00197, 88633296,K3296,63,2,63,7,,06,88,,3,72,0312,0000,54,7,8.4,200,32A,Red 2,1,,A,,92,4.0
92SH00198, 88633302,K3302,63,2,60,7,,06,88,,3,72,0312,0855,56,6,8.6,186,32C,Grn 2,1,,A,,92,4.0
92SH00199, 88633309,K3309,63,2,61,7,,06,88,,3,72,0312,0923,62,3,9.6,184,34D,Grn 4,1,"SW.BAG,LTS",A,,92,4.0
92SH00200, 88633315,K3315,63,2,60,7,,06,88,,3,72,0312,1001,56,6,11.7,163,34D,Grn 4,1,,A,,92,4.0
92SH00201, 88633340,K3340,63,2,60,7,,06,88,,3,72,0312,1105,62,3,8.6,168,30A,Red 0,1,,A,,92,4.0
92SH00202, 88633347,K3347,63,2,63,,,06,88,,1,132,0511,1126,58,5,15.8,184,,,1,,A,,92,4.0
92SH00203, 88633360,K3360,63,2,61,2,X,06,88,,T,72,0312,1514,60,4,7.3,126,OVX,,3,OVX.EWE,A,,92,4.0
92SH00204, 88633362,K3362,63,2,61,7,,06,88,,3,72,0312,1040,54,7,10.4,202,29A,Red 3,1,,A,,92,4.0
92SH00205, 88633368,K3368,63,2,63,,,06,88,,2,132,0511,1657,56,6,12.2,175,,,1,,B,,92,4.0
92SH00206, 88633373,K3373,63,2,60,,,06,88,,1,132,0511,1100,60,4,9.9,168,,,1,,A,,92,4.0
92SH00207, 88633389,K3389,63,2,60,7,,06,88,,3,72,0312,0834,60,4,9.0,177,35A,Red 5,1,,A,,92,4.0
