UID,ID9,ETAG,BRD,SEX,LINE,RGRP,GRP,STM,YR,YLD,BAND,DAYSH,DATE,TIME,GRADE,FLGR1,GRFL,SPWT,LOT,MSG,PD,RMK,TABL,L,YEAR,AGE
92SH00559, 91635163,K5163,63,2,68,,,06,91,,1,133,0512,1155,54,7,14.0,152,,,1,,B,,92,1.0
92SH00560, 91635164,K5164,63,2,68,7,,06,91,,3,134,0513,1352,58,5,9.7,138,31B,Red 1,1,,B,,92,1.0
92SH00561, 91635165,K5165,63,1,68,,,06,91,,Y,135,0514,1328,50,8,11.6,148,,,1,,A,101,92,1.0
92SH00562, 91635168,K5168,63,1,68,,,06,91,,Y,135,0514,1421,56,6,13.5,148,,,1,,A,82,92,1.0
92SH00563, 91635171,K5171,63,2,68,,,06,91,,5,134,0513,1511,60,4,12.8,145,,,1,,B,,92,1.0
92SH00564, 91635173,K5173,63,2,68,,,06,91,,5,134,0513,1444,58,5,11.7,119,,,1,,A,,92,1.0
92SH00565, 91635176,K5176,63,2,68,7,,06,91,,5,134,0513,1537,58,5,12.3,108,35A,Red 5,1,,B,,92,1.0
92SH00566, 91635177,K5177,63,1,68,,,06,91,,Y,135,0514,1419,58,5,14.7,151,,,1,,A,78,92,1.0
92SH00567, 91635178,K5178,63,2,68,7,,06,91,,5,134,0513,1506,56,6,13.3,118,34D,Grn 4,1,,B,,92,1.0
92SH00568, 91635179,K5179,63,2,68,,,06,91,,5,134,0513,1544,54,7,10.4,128,,,1,,B,,92,1.0
92SH00569, 91635180,K5180,63,2,68,,,06,91,,2,134,0513,0837,54,7,13.3,160,,,1,,B,,92,1.0
92SH00570, 91635181,K5181,63,2,68,7,,06,91,,5,134,0513,1512,58,5,8.6,113,35C,Grn 5,1,,B,,92,1.0
92SH00571, 91635183,K5183,63,2,68,7,,06,91,,3,134,0513,1352,48,9,12.9,156,35C,Grn 5,1,,A,,92,1.0
92SH00572, 91635184,K5184,63,2,68,7,,06,91,,3,134,0513,1353,54,7,12.0,142,34D,Grn 4,1,,B,,92,1.0
92SH00573, 91635189,K5189,63,2,68,,,06,91,,2,132,0511,1431,58,5,10.4,152,,,1,,B,,92,1.0
92SH00574, 91635197,K5197,63,2,68,,,06,91,,2,133,0512,1432,50,8,12.3,138,,,1,DYS..COARSE,B,,92,1.0
92SH00575, 91635200,K5200,63,2,68,7,,06,91,,3,134,0513,1354,58,5,12.9,155,32A,Red 2,1,,B,,92,1.0
92SH00576, 91635201,K5201,63,2,68,,,06,91,,D,132,0511,0828,56,6,13.2,158,,,1,,B,,92,1.0
92SH00577, 91635202,K5202,63,2,68,,,06,91,,2,134,0513,0844,54,7,14.8,157,,,1,,B,,92,1.0
92SH00578, 91635203,K5203,63,2,68,,,06,91,,5,134,0513,1539,56,6,15.3,142,,,1,,A,,92,1.0
92SH00579, 91635204,K5204,63,1,68,,,06,91,,Y,135,0514,1321,58,5,13.5,147,,,1,,B,81,92,1.0
92SH00580, 91635205,K5205,63,1,68,,,06,91,,Y,135,0514,1338,58,5,15.0,158,,,1,,B,76,92,1.0
92SH00581, 91635206,K5206,63,2,68,,,06,91,,2,134,0513,0842,58,5,11.9,148,,,1,,A,,92,1.0
92SH00582, 91635207,K5207,63,1,68,,,06,91,,Y,135,0514,1339,54,7,15.0,150,,,1,,B,79,92,1.0
92SH00583, 91635210,K5210,63,2,68,,,06,91,,2,133,0512,1428,56,6,12.5,165,,,1,,B,,92,1.0
92SH00584, 91635211,K5211,63,2,68,,,06,91,,2,134,0513,0903,54,7,13.3,160,,,1,,B,,92,1.0
92SH00585, 91635218,K5218,63,2,68,7,,06,91,,3,134,0513,1351,56,6,12.6,137,31D,Grn 1,1,,B,,92,1.0
92SH00586, 91635224,K5224,63,2,68,7,,06,91,,5,134,0513,1542,56,6,12.1,130,29A,Red 3,1,,A,,92,1.0
92SH00587, 91635228,K5228,63,2,68,,,06,91,,2,133,0512,1428,58,5,10.5,142,,,1,,A,,92,1.0
92SH00588, 91635230,K5230,63,2,68,,,06,91,,5,134,0513,1507,56,6,13.7,171,,,1,,B,,92,1.0
92SH00589, 91635236,K5236,63,2,68,7,,06,91,,5,134,0513,1509,58,5,10.8,121,34D,Grn 4,1,,B,,92,1.0
92SH00590, 91635238,K5238,63,2,68,,,06,91,,5,134,0513,1114,56,6,17.4,153,,,1,,B,,92,1.0
92SH00591, 91635241,K5241,63,1,68,,,06,91,,Y,135,0514,1402,50,8,11.4,118,,,1,,A,90,92,1.0
92SH00592, 91635242,K5242,63,1,68,,,06,91,,Y,135,0514,1342,56,6,11.6,133,,,1,,A,75,92,1.0
92SH00593, 91635246,K5246,63,2,68,,,06,91,,2,134,0513,0902,58,5,11.0,150,,,1,,A,,92,1.0
92SH00594, 91635247,K5247,63,1,68,,,06,91,,Y,135,0514,1420,56,6,16.5,140,,,1,,B,89,92,1.0
92SH00595, 91635248,K5248,63,2,68,7,,06,91,,5,134,0513,1414,56,6,10.3,138,32A,Red 2,1,,A,,92,1.0
92SH00596, 91635249,K5249,63,2,68,7,,06,91,,3,134,0513,1356,56,6,8.6,132,32A,Red 2,1,VAG.DISCHARGE,A,,92,1.0
92SH00597, 91635250,K5250,63,2,68,7,,06,91,,5,134,0513,1508,58,5,11.8,114,35A,Red 5,1,,B,,92,1.0
92SH00598, 91635252,K5252,63,2,68,,,06,91,,2,134,0513,0835,54,7,12.8,140,,,1,,B,,92,1.0
92SH00599, 91635253,K5253,63,2,68,,,06,91,,5,134,0513,1426,54,7,14.7,145,,,1,DRY,A,,92,1.0
92SH00600, 91635255,K5255,63,2,68,,,06,91,,2,133,0512,1500,62,3,10.4,150,,,1,,B,,92,1.0
92SH00601, 91635259,K5259,63,1,68,,,06,91,,Y,135,0514,1422,58,5,16.4,156,,,1,,B,83,92,1.0
92SH00602, 91635260,K5260,63,2,68,,,06,91,,5,134,0513,1514,56,6,13.8,129,,,1,,A,,92,1.0
92SH00603, 91635266,K5266,63,2,68,,,06,91,,2,132,0511,1428,54,7,10.6,124,,,1,,B,,92,1.0
92SH00604, 91635267,K5267,63,2,68,,,06,91,,5,134,0513,1442,54,7,12.6,140,,,1,,A,,92,1.0
92SH00605, 91635268,K5268,63,2,68,,,06,91,,1,133,0512,1134,56,6,12.8,156,,,1,,B,,92,1.0
92SH00606, 91635269,K5269,63,2,68,7,,06,91,,5,134,0513,1544,56,6,13.2,111,34A,Red 4,1,,B,,92,1.0
92SH00607, 91635270,K5270,63,2,68,7,K,06,91,,5,134,0513,1510,56,6,9.9,107,34A,Red 4,1,,B,,92,1.0
92SH00608, 91635271,K5271,63,2,68,7,,06,91,,5,134,0513,1543,56,6,9.4,106,29A,Red 3,1,,A,,92,1.0
92SH00609, 91635273,K5273,63,2,68,7,,06,91,,5,134,0513,1533,56,6,11.4,124,30A,Red 0,1,,B,,92,1.0
92SH00610, 91635274,K5274,63,2,68,7,,06,91,,5,134,0513,1500,56,6,12.6,124,30A,Red 0,1,,B,,92,1.0
92SH00611, 91635277,K5277,63,2,68,7,,06,91,,5,134,0513,1533,54,7,13.0,129,35C,Grn 5,1,,A,,92,1.0
92SH00612, 91635278,K5278,63,2,68,7,,06,91,,3,134,0513,1358,58,5,8.9,140,35A,Red 5,1,,B,,92,1.0
92SH00613, 91635282,K5282,63,2,68,7,K,06,91,,5,134,0513,1541,58,5,9.6,101,32C,Grn 2,1,,A,,92,1.0
92SH00614, 91635285,K5285,63,2,68,7,K,06,91,,5,134,0513,1438,58,5,8.5,108,34D,Grn 4,1,,A,,92,1.0
92SH00615, 91635289,K5289,63,2,68,,,06,91,,5,134,0513,1421,56,6,12.3,146,,,1,,B,,92,1.0
92SH00616, 91635290,K5290,63,2,68,,,06,91,,2,134,0513,0843,58,5,9.3,157,,,1,,A,,92,1.0
92SH00617, 91635292,K5292,63,2,68,7,K,06,91,,5,134,0513,1445,56,6,11.8,95,31D,Grn 1,1,,A,,92,1.0
92SH00618, 91635293,K5293,63,2,68,7,,06,91,,5,134,0513,1510,56,6,11.7,107,29A,Red 3,1,,B,,92,1.0
92SH00619, 91635295,K5295,63,2,68,,,06,91,,5,134,0513,1538,54,7,15.8,137,,,1,,B,,92,1.0
92SH00620, 91635297,K5297,63,1,68,,,06,91,,Y,135,0514,1322,56,6,13.5,146,,,1,,B,81,92,1.0
92SH00621, 91635299,K5299,63,2,68,7,,06,91,,3,134,0513,1353,58,5,9.4,137,SPG,,1,,A,,92,1.0
92SH00622, 91635300,K5300,63,2,68,,,06,91,,2,134,0513,0906,58,5,12.7,138,,,1,,A,,92,1.0
92SH00623, 91635306,K5306,63,2,68,,,06,91,,2,134,0513,0906,56,6,14.4,159,,,1,,A,,92,1.0
92SH00624, 91635312,K5312,63,2,68,,,06,91,,1,133,0512,1135,60,4,12.6,148,,,1,,A,,92,1.0
92SH00625, 91635313,K5313,63,1,68,,,06,91,,Y,135,0514,1321,56,6,15.9,163,,,1,,B,,92,1.0
92SH00626, 91635317,K5317,63,1,68,,,06,91,,Y,135,0514,1424,58,5,16.1,145,,,1,,A,90,92,1.0
92SH00627, 91635319,K5319,63,2,68,,,06,91,,5,134,0513,1435,56,6,12.6,127,,,1,,B,,92,1.0
92SH00628, 91635323,K5323,63,2,68,7,,06,91,,3,134,0513,1349,56,6,9.4,131,29A,Red 3,1,,B,,92,1.0
92SH00629, 91635329,K5329,63,2,68,7,,06,91,,5,134,0513,1513,56,6,13.7,112,31D,Grn 1,1,,B,,92,1.0
92SH00630, 91635330,K5330,63,2,68,,,06,91,,5,134,0513,1513,50,8,13.4,138,,,1,,A,,92,1.0
92SH00631, 91635331,K5331,63,2,68,,,06,91,,2,133,0512,1535,54,7,11.2,136,,,1,,A,,92,1.0
92SH00632, 91635332,K5332,63,2,68,7,,06,91,,5,134,0513,1538,56,6,9.3,97,29C,Grn 3,1,,B,,92,1.0
92SH00633, 91635334,K5334,63,2,68,,,06,91,,5,134,0513,1506,56,6,14.4,130,,,1,,B,,92,1.0
92SH00634, 91635338,K5338,63,2,68,7,,06,91,,5,134,0513,1506,56,6,13.8,112,29C,Grn 3,1,,A,,92,1.0
92SH00635, 91635344,K5344,63,1,68,,,06,91,,Y,135,0514,1338,56,6,14.3,154,,,1,,A,68,92,1.0
92SH00636, 91635345,K5345,63,2,68,7,,06,91,,5,134,0513,1459,54,7,12.5,123,29A,Red 3,1,,A,,92,1.0
92SH00637, 91635346,K5346,63,2,68,,,06,91,,5,134,0513,1415,58,5,12.2,126,,,1,,B,,92,1.0
92SH00638, 91635350,K5350,63,2,68,7,,06,91,,5,134,0513,1546,54,7,10.2,111,30A,Red 0,1,,B,,92,1.0
92SH00639, 91635351,K5351,63,2,68,,,06,91,,1,133,0512,1138,60,4,12.3,143,,,1,,B,,92,1.0
92SH00640, 91635352,K5352,63,2,68,,,06,91,,1,133,0512,1137,60,4,10.3,138,,,1,,A,,92,1.0
92SH00641, 91635354,K5354,63,2,68,,,06,91,,2,134,0513,0836,60,4,11.7,137,,,1,,B,,92,1.0
92SH00642, 91635356,K5356,63,2,68,,,06,91,,1,133,0512,1157,56,6,11.4,124,,,1,,A,,92,1.0
92SH00643, 91635360,K5360,63,2,68,,,06,91,,2,132,0511,1425,54,7,13.3,138,,,1,,B,,92,1.0
92SH00644, 91635361,K5361,63,2,68,,,06,91,,5,134,0513,1443,56,6,13.8,126,,,1,,A,,92,1.0
92SH00645, 91635362,K5362,63,2,68,,,06,91,,D,132,0511,0828,54,7,5.8,142,,,1,,A,,92,1.0
92SH00646, 91635369,K5369,63,2,68,,,06,91,,5,134,0513,1545,58,5,11.0,127,,,1,,B,,92,1.0
92SH00647, 91635379,K5379,63,1,68,,,06,91,,Y,135,0514,1339,56,6,14.5,134,,,1,,A,79,92,1.0
92SH00648, 91635381,K5381,63,1,68,,,06,91,,Y,135,0514,1322,56,6,15.5,128,,,1,,A,75,92,1.0
92SH00649, 91635382,K5382,63,2,68,,,06,91,,5,134,0513,1420,56,6,13.5,130,,,1,,B,,92,1.0
92SH00650, 91635384,K5384,63,1,68,,,06,91,,Y,135,0514,1426,56,6,16.8,155,,,1,,A,92,92,1.0
92SH00651, 91635392,K5392,63,2,68,,,06,91,,X,134,0513,1424,56,6,11.4,123,,,1,DYS.VAG.PRO.,A,,92,1.0
92SH00652, 91635393,K5393,63,2,68,,,06,91,,2,133,0512,1431,56,6,12.1,136,,,1,VAG.PROLAPSE,A,,92,1.0
92SH00653, 91635399,K5399,63,2,68,,,06,91,,5,134,0513,1419,58,5,9.6,138,,,1,,B,,92,1.0
92SH00654, 91635403,K5403,63,2,68,,,06,91,,2,134,0513,0902,58,5,11.3,141,,,1,,B,,92,1.0
92SH00655, 91635407,K5407,63,1,68,,,06,91,,Y,135,0514,1401,56,6,17.2,159,,,1,,A,80,92,1.0
92SH00656, 91635408,K5408,63,1,68,,,06,91,,Y,135,0514,1423,56,6,13.9,151,,,1,,A,78,92,1.0
92SH00657, 91635411,K5411,63,2,68,,,06,91,,2,134,0513,0836,54,7,14.8,162,,,1,,B,,92,1.0
92SH00658, 91635412,K5412,63,2,68,7,,06,91,,3,134,0513,1347,56,6,9.5,143,34A,Red 4,1,,A,,92,1.0
92SH00659, 91635417,K5417,63,2,68,7,K,06,91,,5,134,0513,1418,56,6,10.0,118,35A,Red 5,1,,A,,92,1.0
92SH00660, 91635420,K5420,63,2,68,7,K,06,91,,3,134,0513,1358,56,6,9.7,114,34D,Grn 4,1,,B,,92,1.0
92SH00661, 91635422,K5422,63,2,68,7,,06,91,,5,134,0513,1507,56,6,10.9,121,35A,Red 5,1,,B,,92,1.0
92SH00662, 91635437,K5437,63,2,68,,,06,91,,5,134,0513,1509,56,6,14.7,157,,,1,,A,,92,1.0
92SH00663, 91635441,K5441,63,2,68,7,,06,91,,5,134,0513,1541,58,5,12.4,122,35A,Red 5,1,,B,,92,1.0
92SH00664, 91635442,K5442,63,1,68,,,06,91,,Y,135,0514,1424,56,6,11.1,139,,,1,,B,86,92,1.0
92SH00665, 91635444,K5444,63,1,68,,,06,91,,Y,135,0514,1327,56,6,13.3,144,,,1,,A,75,92,1.0
92SH00666, 91635445,K5445,63,2,68,,,06,91,,5,134,0513,1501,58,5,12.1,121,,,1,,A,,92,1.0
92SH00667, 91635446,K5446,63,1,68,,,06,91,,Y,135,0514,1324,56,6,14.2,138,,,1,,A,86,92,1.0
92SH00668, 91635447,K5447,63,1,68,,,06,91,,Y,135,0514,1416,58,5,14.4,147,,,1,,B,89,92,1.0
92SH00669, 91635448,K5448,63,2,68,,,06,91,,5,134,0513,1426,54,7,10.7,118,,,1,,A,,92,1.0
92SH00670, 91635460,K5460,63,1,68,,,06,91,,Y,135,0514,1426,56,6,17.8,151,,,1,,A,85,92,1.0
92SH00671, 91635463,K5463,63,1,68,,,06,91,,Y,135,0514,1344,58,5,17.2,156,,,1,,A,80,92,1.0
92SH00672, 91635464,K5464,63,2,68,,,06,91,,2,134,0513,0842,56,6,11.2,145,,,1,,A,,92,1.0
92SH00673, 91635466,K5466,63,2,68,,,06,91,,5,134,0513,1446,56,6,10.4,111,,,1,,B,,92,1.0
92SH00674, 91635472,K5472,63,2,68,,,06,91,,2,134,0513,0900,54,7,12.1,128,,,1,,B,,92,1.0
92SH00675, 91635473,K5473,63,2,68,,,06,91,,5,134,0513,1449,54,7,14.6,117,,,1,,A,,92,1.0
92SH00676, 91635475,K5475,63,2,68,,,06,91,,1,133,0512,1154,54,7,11.2,139,,,1,,B,,92,1.0
92SH00677, 91635477,K5477,63,2,68,,,06,91,,2,132,0511,1450,56,6,11.0,154,,,1,,B,,92,1.0
92SH00678, 91635478,K5478,63,2,68,,,06,91,,5,134,0513,1435,56,6,9.2,125,,,1,FIGHTER,B,,92,1.0
92SH00679, 91635481,K5481,63,2,68,,,06,91,,5,134,0513,1419,58,5,12.8,126,,,1,,A,,92,1.0
92SH00680, 91635482,K5482,63,1,68,,,06,91,,Y,135,0514,1418,56,6,16.4,152,,,1,,B,71,92,1.0
92SH00681, 91635483,K5483,63,2,68,7,,06,91,,5,134,0513,1509,58,5,12.1,124,SPG,,1,,A,,92,1.0
92SH00682, 91635484,K5484,63,2,68,7,,06,91,,5,134,0513,1415,56,6,11.6,129,SPG,,1,,A,,92,1.0
92SH00683, 91635486,K5486,63,2,68,,,06,91,,5,134,0513,1535,54,7,12.6,134,,,1,,A,,92,1.0
92SH00684, 91635487,K5487,63,2,68,7,,06,91,,5,134,0513,1512,54,7,11.4,117,30B,Grn 0,1,,A,,92,1.0
92SH00685, 91635491,K5491,63,2,68,,,06,91,,2,133,0512,1426,56,6,11.8,138,,,1,,A,,92,1.0
92SH00686, 91635492,K5492,63,1,68,,,06,91,,Y,135,0514,1341,54,7,14.6,140,,,1,,A,79,92,1.0
92SH00687, 91635493,K5493,63,2,68,,,06,91,,5,134,0513,1427,50,8,11.5,124,,,1,,A,,92,1.0
92SH00688, 91635497,K5497,63,2,68,,,06,91,,5,134,0513,1422,56,6,13.9,141,,,1,,B,,92,1.0
92SH00689, 91635502,K5502,63,2,68,7,K,06,91,,5,134,0513,1045,56,6,8.3,110,31B,Red 1,1,,A,,92,1.0
92SH00690, 91635508,K5508,63,2,68,,,06,91,,5,134,0513,1447,56,6,16.0,138,,,1,,B,,92,1.0
92SH00691, 91635509,K5509,63,2,68,,,06,91,,2,134,0513,0834,56,6,12.8,156,,,1,,A,,92,1.0
92SH00692, 91635511,K5511,63,1,68,,,06,91,,Y,135,0514,1358,56,6,15.5,160,,,1,,A,88,92,1.0
92SH00693, 91635513,K5513,63,2,68,7,,06,91,,5,134,0513,1412,58,5,11.2,120,34A,Red 4,1,,A,,92,1.0
92SH00694, 91635514,K5514,63,2,68,7,,06,91,,5,134,0513,1501,58,5,11.2,124,29A,Red 3,1,,A,,92,1.0
92SH00695, 91635515,K5515,63,2,68,7,,06,91,,5,134,0513,1514,54,7,12.5,113,29A,Red 3,1,,A,,92,1.0
92SH00696, 91635516,K5516,63,2,68,,,06,91,,5,134,0513,1534,56,6,12.5,108,,,1,,A,,92,1.0
92SH00697, 91635517,K5517,63,2,68,,,06,91,,5,134,0513,1511,54,7,13.3,113,,,1,,B,,92,1.0
92SH00698, 91635522,K5522,63,2,68,7,,06,91,,5,134,0513,1414,56,6,11.4,113,29C,Grn 3,1,,A,,92,1.0
92SH00699, 91635523,K5523,63,2,68,7,,06,91,,3,134,0513,1349,58,5,11.3,158,29C,Grn 3,1,,B,,92,1.0
92SH00700, 91635526,K5526,63,2,68,7,,06,91,,5,134,0513,1443,56,6,12.0,125,31D,Grn 1,1,,A,,92,1.0
92SH00701, 91635528,K5528,63,2,68,7,,06,91,,5,134,0513,1447,56,6,10.2,121,32A,Red 2,1,,B,,92,1.0
92SH00702, 91635540,K5540,63,2,68,,,06,91,,5,134,0513,1544,54,7,14.5,131,,,1,,A,,92,1.0
92SH00703, 91635542,K5542,63,2,68,,,06,91,,5,134,0513,1511,56,6,16.0,150,,,1,,A,,92,1.0
92SH00704, 91635545,K5545,63,2,68,,,06,91,,5,134,0513,1513,56,6,11.1,111,,,1,,B,,92,1.0
92SH00705, 91635552,K5552,63,2,68,,,06,91,,5,134,0513,1416,58,5,12.6,145,,,1,,B,,92,1.0
92SH00706, 91635553,K5553,63,2,68,,,06,91,,5,134,0513,1505,58,5,12.0,131,,,1,,B,,92,1.0
92SH00707, 91635555,K5555,63,2,68,7,,06,91,,3,134,0513,1356,56,6,10.7,132,32A,Red 2,1,,B,,92,1.0
92SH00708, 91635558,K5558,63,1,68,,,06,91,,Y,135,0514,1416,54,7,16.0,150,,,1,,B,93,92,1.0
92SH00709, 91635563,K5563,63,2,68,7,,06,91,,5,134,0513,1444,56,6,9.5,124,SPG,,1,,A,,92,1.0
92SH00710, 91635564,K5564,63,2,68,,,06,91,,1,133,0512,1133,62,3,13.7,144,,,1,,A,,92,1.0
92SH00711, 91635565,K5565,63,2,68,,,06,91,,2,134,0513,0840,58,5,9.3,161,,,1,,B,,92,1.0
92SH00712, 91635566,K5566,63,2,68,,,06,91,,5,134,0513,1502,56,6,11.8,139,,,1,,A,,92,1.0
92SH00713, 91635567,K5567,63,1,68,,,06,91,,Y,135,0514,1359,58,5,13.3,127,,,1,,A,76,92,1.0
92SH00714, 91635571,K5571,63,1,68,,,06,91,,Y,135,0514,1400,56,6,18.0,147,,,1,,A,82,92,1.0
92SH00715, 91635572,K5572,63,2,68,,,06,91,,2,134,0513,0839,54,7,11.9,130,,,1,,B,,92,1.0
92SH00716, 91635578,K5578,63,2,68,,,06,91,,5,134,0513,1422,58,5,12.9,137,,,1,,B,,92,1.0
92SH00717, 91635579,K5579,63,2,68,7,,06,91,,5,134,0513,1411,58,5,10.3,118,29A,Red 3,1,,B,,92,1.0
92SH00718, 91635580,K5580,63,2,68,7,,06,91,,5,134,0513,1419,54,7,11.6,128,29A,Red 3,1,,B,,92,1.0
92SH00719, 91635581,K5581,63,1,68,,,06,91,,Y,135,0514,1417,50,8,12.0,151,,,1,,A,80,92,1.0
92SH00720, 91635583,K5583,63,2,68,7,,06,91,,3,134,0513,1346,60,4,9.7,103,34D,Grn 4,1,,A,,92,1.0
92SH00721, 91635585,K5585,63,2,68,7,,06,91,,5,134,0513,1414,56,6,13.4,125,30A,Red 0,1,,B,,92,1.0
92SH00722, 91635586,K5586,63,2,68,7,,06,91,,5,134,0513,1153,54,7,10.7,113,32A,Red 2,1,,A,,92,1.0
92SH00723, 91635587,K5587,63,2,68,7,K,06,91,,3,134,0513,1353,50,8,10.3,99,32A,Red 2,1,,A,,92,1.0
92SH00724, 91635591,K5591,63,2,68,,,06,91,,5,134,0513,1505,56,6,15.4,150,,,1,,A,,92,1.0
92SH00725, 91635595,K5595,63,2,68,,,06,91,,5,134,0513,1511,54,7,14.7,134,,,1,,A,,92,1.0
92SH00726, 91635598,K5598,63,2,68,7,K,06,91,,5,134,0513,1459,58,5,11.8,119,31B,Red 1,1,,B,,92,1.0
92SH00727, 91635603,K5603,63,2,68,7,,06,91,,5,134,0513,1443,56,6,12.2,116,30B,Grn 0,1,,B,,92,1.0
92SH00728, 91635608,K5608,63,1,68,,,06,91,,Y,135,0514,1421,56,6,13.2,143,,,1,,A,83,92,1.0
92SH00729, 91635609,K5609,63,2,68,,,06,91,,2,132,0511,1430,56,6,10.2,138,,,1,DYSTOCIA,B,,92,1.0
92SH00730, 91635613,K5613,63,1,68,,,06,91,,Y,135,0514,1341,58,5,18.5,166,,,1,,B,82,92,1.0
92SH00731, 91635616,K5616,63,2,68,,,06,91,,2,133,0512,1437,54,7,13.3,136,,,1,,B,,92,1.0
92SH00732, 91635617,K5617,63,2,68,,,06,91,,2,133,0512,1427,56,6,14.4,148,,,1,,B,,92,1.0
92SH00733, 91635622,K5622,63,2,68,,,06,91,,2,133,0512,1425,54,7,12.1,160,,,1,,B,,92,1.0
92SH00734, 91635623,K5623,63,2,68,,,06,91,,2,132,0511,1447,54,7,13.1,146,,,1,,B,,92,1.0
92SH00735, 91635624,K5624,63,1,68,,,06,91,,Y,135,0514,1419,56,6,16.9,152,,,1,,A,72,92,1.0
92SH00736, 91635629,K5629,63,2,68,7,,06,91,,5,134,0513,1423,56,6,11.0,124,32A,Red 2,1,,B,,92,1.0
92SH00737, 91635631,K5631,63,1,68,,,06,91,,Y,135,0514,1344,50,8,13.0,155,,,1,,A,72,92,1.0
92SH00738, 91635632,K5632,63,1,68,,,06,91,,Y,135,0514,1425,58,5,14.8,139,,,1,,A,87,92,1.0
92SH00739, 91635635,K5635,63,2,68,,,06,91,,D,132,0511,0834,60,4,11.2,167,,,1,,B,,92,1.0
92SH00740, 91635638,K5638,63,1,68,,,06,91,,Y,135,0514,1329,56,6,13.9,128,,,1,,A,89,92,1.0
92SH00741, 91635639,K5639,63,1,68,,,06,91,,Y,135,0514,1404,56,6,14.9,168,,,1,AB.FACE.R.,A,100,92,1.0
92SH00742, 91635641,K5641,63,2,68,7,,06,91,,5,134,0513,1411,56,6,13.4,145,35A,Red 5,1,,A,,92,1.0
92SH00743, 91635643,K5643,63,2,68,,,06,91,,2,134,0513,0857,54,7,10.7,154,,,1,,B,,92,1.0
92SH00744, 91635644,K5644,63,2,68,,,06,91,,5,134,0513,1511,58,5,11.8,146,,,1,,B,,92,1.0
92SH00745, 91635645,K5645,63,2,68,,,06,91,,5,134,0513,1533,54,7,14.6,128,,,1,,B,,92,1.0
92SH00746, 91635646,K5646,63,2,68,,,06,91,,2,133,0512,1436,56,6,14.0,146,,,1,,B,,92,1.0
92SH00747, 91635651,K5651,63,2,68,7,,06,91,,5,134,0513,1126,54,7,13.0,131,34A,Red 4,1,,B,,92,1.0
92SH00748, 91635654,K5654,63,2,68,,,06,91,,5,134,0513,1535,56,6,14.5,156,,,1,,B,,92,1.0
92SH00749, 91635656,K5656,63,2,68,,,06,91,,5,134,0513,1425,56,6,13.9,116,,,1,,A,,92,1.0
92SH00750, 91635659,K5659,63,2,68,,,06,91,,2,134,0513,0904,56,6,9.9,147,,,1,,B,,92,1.0
92SH00751, 91635660,K5660,63,2,68,,,06,91,,2,133,0512,1428,58,5,11.4,144,,,1,,A,,92,1.0
92SH00752, 91635665,K5665,63,2,68,,,06,91,,2,134,0513,0904,56,6,11.4,150,,,1,DYSTOCIA,A,,92,1.0
92SH00753, 91635670,K5670,63,2,68,7,K,06,91,,5,134,0513,1538,56,6,10.2,118,31B,Red 1,1,,B,,92,1.0
92SH00754, 91635672,K5672,63,2,68,,,06,91,,5,134,0513,1503,56,6,14.3,138,,,1,,A,,92,1.0
92SH00755, 91635673,K5673,63,2,68,,,06,91,,5,134,0513,1539,56,6,12.4,144,,,1,,B,,92,1.0
92SH00756, 91635675,K5675,63,1,68,,,06,91,,Y,135,0514,1322,58,5,18.7,141,,,1,,A,80,92,1.0
92SH00757, 91635677,K5677,63,2,68,7,,06,91,,5,134,0513,1500,58,5,9.8,112,31D,Grn 1,1,,B,,92,1.0
92SH00758, 91635678,K5678,63,2,68,,,06,91,,5,134,0513,1412,58,5,9.0,139,,,1,,B,,92,1.0
92SH00759, 91635680,K5680,63,2,68,,,06,91,,1,133,0512,1154,56,6,13.8,163,,,1,DYSTOCIA,A,,92,1.0
92SH00760, 91635681,K5681,63,2,68,,,06,91,,5,134,0513,1427,58,5,12.0,133,,,1,,B,,92,1.0
92SH00761, 91635683,K5683,63,2,68,,,06,91,,D,132,0511,0836,58,5,12.0,176,,,1,,B,,92,1.0
92SH00762, 91635685,K5685,63,2,68,,,06,91,,2,133,0512,1425,56,6,11.5,147,,,1,,A,,92,1.0
92SH00763, 91635688,K5688,63,2,68,,,06,91,,5,134,0513,1543,58,5,15.4,140,,,1,,B,,92,1.0
92SH00764, 91635690,K5690,63,2,68,7,,06,91,,5,134,0513,1428,58,5,10.5,118,29A,Red 3,1,,B,,92,1.0
92SH00765, 91635697,K5697,63,2,68,7,,06,91,,3,134,0513,1348,58,5,9.2,127,32C,Grn 2,1,,B,,92,1.0
92SH00766, 91635710,K5710,63,2,68,7,,06,91,,5,134,0513,1421,58,5,10.0,123,35C,Grn 5,1,,A,,92,1.0
92SH00767, 91635711,K5711,63,2,68,7,,06,91,,3,134,0513,1348,56,6,10.3,120,34D,Grn 4,1,,A,,92,1.0
92SH00768, 91635715,K5715,63,2,68,7,,06,91,,5,134,0513,1545,54,7,14.3,137,32A,Red 2,1,,A,,92,1.0
92SH00769, 91635717,K5717,63,2,68,7,,06,91,,5,134,0513,1435,56,6,10.1,112,35A,Red 5,1,,A,,92,1.0
92SH00770, 91635719,K5719,63,2,68,,,06,91,,5,134,0513,1507,54,7,15.3,133,,,1,,A,,92,1.0
92SH00771, 91635724,K5724,63,2,68,7,K,06,91,,5,134,0513,1534,58,5,11.4,111,34A,Red 4,1,,A,,92,1.0
