UID,ID10,BRD,ETAG,SEX,LINE,GRFL,GRADE,FLGR1,SHDAY,DAYSH,BGRP,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
99SH01130,1997639992,63,K9992,1,00,8.6,62,3,1999-03-13,72,M,,05,2.0,202,1999-05-26,M,79,99
99SH01131,1997044371,04,A4371,1,82,8.0,64,2,1999-03-13,72,M,,30,2.0,203,1999-05-26,M,79,99
99SH01132,1997639689,63,K9689,1,68,14.0,62,3,1999-03-13,72,M,,06,2.0,256,1999-05-26,M,100,99
99SH01133,1996043079,04,A3079,1,81,11.4,62,3,1999-03-13,72,M,,30,3.0,221,1999-05-26,M,110,99
99SH01134,1997044395,04,A4395,1,81,9.8,56,6,1999-03-13,72,M,,30,2.0,220,1999-05-26,M,96,99
99SH01135,         0,00,J0131,1,00,19.4,64,2,1999-03-13,72,M,JARVIS,06,2.0,262,1999-05-26,M,97,99
99SH01136,1997044884,04,A4884,1,73,6.8,62,3,1999-03-13,72,M,,30,1.5,189,1999-05-26,M,82,99
99SH01137,1997639624,63,K9624,1,00,5.2,60,4,1999-03-13,72,M,,91,2.0,229,1999-05-26,M,62,99
99SH01138,1996638762,63,K8762,1,00,9.2,56,6,1999-03-13,72,M,,05,3.0,255,1999-05-26,M,102,99
99SH01139,1997107858,10,S7858,1,10,10.0,64,2,1999-03-13,72,M,,43,2.0,208,1999-05-26,M,90,99
99SH01140,1997639738,63,K9738,1,00,11.4,62,3,1999-03-13,72,M,,05,2.0,218,1999-05-26,M,78,99
99SH01141,1997639680,63,K9680,1,68,14.6,60,4,1999-03-13,72,M,,06,2.0,239,1999-05-26,M,99,99
99SH01142,1997108751,10,S8751,1,ID,13.0,62,3,1999-03-13,72,M,,07,2.0,203,1999-05-26,M,97,99
99SH01143,1996106772,10,S6772,1,13,14.6,62,3,1999-03-13,72,M,,43,3.0,237,1999-05-26,M,85,99
99SH01144,1997107808,10,S7808,1,11,12.2,62,3,1999-03-13,72,M,,07,2.0,224,1999-05-26,M,90,99
99SH01145,1997044142,04,A4142,1,00,8.4,54,7,1999-03-13,72,M,,71,2.0,197,1999-05-26,M,92,99
99SH01146,1996445593,44,T5593,1,42,13.4,62,3,1999-03-13,72,M,,02,3.0,231,1999-05-26,M,100,99
99SH01147,1997107846,10,S7846,1,12,11.0,64,2,1999-03-13,72,M,,07,2.0,192,1999-05-26,M,86,99
99SH01148,1997639603,63,K9603,1,00,9.2,56,6,1999-03-13,72,M,,05,2.0,173,1999-05-26,M,82,99
99SH01149,1997044203,04,A4203,1,00,7.2,60,4,1999-03-13,72,M,,71,2.0,225,1999-05-26,M,95,99
99SH01150,         0,00,J0093,1,00,17.6,60,4,1999-03-13,72,M,JARVIS,06,2.0,272,1999-05-26,M,110,99
99SH01151,1997446111,44,T6111,1,41,13.0,62,3,1999-03-13,72,M,DEAD,02,2.0,0,,*,89,99
99SH01152,1997639488,63,K9488,1,00,5.6,58,5,1999-03-13,72,M,?DORPER,91,2.0,200,1999-05-26,M,66,99
99SH01153,1997044572,04,A4572,1,81,7.0,62,3,1999-03-13,72,M,,30,2.0,182,1999-05-26,M,65,99
99SH01154,1997446383,44,T6383,1,41,12.4,60,4,1999-03-13,72,M,,02,2.0,218,1999-05-26,M,80,99
99SH01155,1997108152,10,S8152,1,10,15.2,62,3,1999-03-13,72,M,,07,2.0,237,1999-05-26,M,85,99
99SH01156,1997108450,10,S8450,1,10,10.4,62,3,1999-03-13,72,M,,07,2.0,245,1999-05-26,M,75,99
99SH01157,1997639368,63,K9368,1,00,5.6,58,5,1999-03-13,72,M,DORPER,91,2.0,218,1999-05-26,M,79,99
99SH01158,1997108679,10,S8679,1,12,9.6,62,3,1999-03-13,72,M,,07,2.0,193,1999-05-26,M,68,99
99SH01159,1997108575,10,S8575,1,12,10.8,60,4,1999-03-13,72,M,,43,2.0,205,1999-05-26,M,80,99
99SH01160,1997639765,63,K9765,1,68,13.6,56,6,1999-03-13,72,M,,06,2.0,244,1999-05-26,M,104,99
99SH01161,1997445938,44,T5938,1,42,8.6,62,3,1999-03-13,72,M,,02,2.0,184,1999-05-26,M,79,99
99SH01162,1997639484,63,K9484,1,00,7.2,58,5,1999-03-13,72,M,,91,2.0,187,1999-05-26,M,80,99
99SH01163,1996638744,63,K8744,1,60,12.2,60,4,1999-03-13,72,M,,06,3.0,257,1999-05-26,M,100,99
99SH01164,1997108554,10,S8554,1,13,12.4,64,2,1999-03-13,72,M,,43,2.0,187,1999-05-26,M,76,99
99SH01165,1997446150,44,T6150,1,41,13.4,60,4,1999-03-13,72,M,,02,2.0,237,1999-05-26,M,105,99
99SH01166,1997107990,10,S7990,1,10,11.8,62,3,1999-03-13,72,M,?54GRADE,07,2.0,213,1999-05-26,M,82,99
99SH01167,1997108442,10,S8442,1,11,11.4,62,3,1999-03-13,72,M,,07,2.0,225,1999-05-26,M,80,99
99SH01168,1997639688,63,K9688,1,00,7.6,58,5,1999-03-13,72,M,,05,2.0,177,1999-05-26,Y,90,99
99SH01169,1997446036,44,T6036,1,42,8.4,60,4,1999-03-13,72,M,,02,2.0,192,1999-05-26,M,82,99
99SH01170,1996445380,44,T5380,1,42,11.0,60,4,1999-03-13,72,M,,02,3.0,212,1999-05-26,M,88,99
99SH01171,1997446097,44,T6097,1,42,7.6,60,4,1999-03-13,72,M,,02,2.0,169,1999-05-26,M,80,99
99SH01172,1997639884,63,K9884,1,68,14.4,58,5,1999-03-13,72,M,,06,2.0,249,1999-05-26,M,109,99
99SH01173,1997044815,04,A4815,1,73,8.8,60,4,1999-03-13,72,M,,30,1.5,183,1999-05-26,M,90,99
99SH01174,1996107124,10,S7124,1,13,14.4,62,3,1999-03-13,72,M,,43,3.0,230,1999-05-26,M,100,99
99SH01175,1996445505,44,T5505,1,ID,14.2,60,4,1999-03-13,72,M,,02,3.0,260,1999-05-26,M,105,99
99SH01176,1997108398,10,S8398,1,12,10.6,58,5,1999-03-13,72,M,,43,2.0,186,1999-05-26,M,88,99
99SH01177,1997044678,04,A4678,1,81,7.2,60,4,1999-03-13,72,M,,30,2.0,224,1999-05-26,M,78,99
99SH01178,1997446372,44,T6372,1,41,11.8,60,4,1999-03-13,72,M,,02,2.0,225,1999-05-26,M,85,99
99SH01179,         0,00,I0064,1,ID,9.4,62,3,1999-03-13,72,M,KRAKOW,02,3.0,245,1999-05-26,M,86,99
99SH01180,1997639456,63,K9456,1,68,11.0,60,4,1999-03-13,72,M,,06,2.0,229,1999-05-26,M,105,99
99SH01181,1997107896,10,S7896,1,12,10.4,60,4,1999-03-13,72,M,?S7898,43,2.0,213,1999-05-26,M,82,99
99SH01182,1997044441,04,A4441,1,81,9.4,58,5,1999-03-13,72,M,BRITCHY,30,2.0,218,1999-05-26,M,90,99
99SH01183,1997446366,44,T6366,1,42,12.4,60,4,1999-03-13,72,M,,02,2.0,196,1999-05-26,M,93,99
99SH01184,1997639320,63,K9320,1,00,13.0,58,5,1999-03-13,72,M,,05,2.0,228,1999-05-26,M,90,99
99SH01185,1997044310,04,A4310,1,82,9.2,60,4,1999-03-13,72,M,,30,2.0,184,1999-05-26,M,90,99
99SH01186,1997446322,44,T6322,1,42,6.4,62,3,1999-03-13,72,M,,02,2.0,164,1999-05-26,M,75,99
99SH01187,1997108781,10,S8781,1,13,12.6,60,4,1999-03-13,72,M,,07,2.0,214,1999-05-26,M,95,99
99SH01188,1997044254,04,A4254,1,81,9.0,58,5,1999-03-13,72,M,,30,2.0,217,1999-05-26,M,90,99
99SH01189,1997107908,10,S7908,1,11,12.6,62,3,1999-03-13,72,M,,07,2.0,234,1999-05-26,M,82,99
99SH01190,1997107800,10,S7800,1,11,12.0,62,2,1999-03-13,72,M,,07,2.0,223,1999-05-26,M,87,99
99SH01191,1997044683,04,A4683,1,82,9.8,58,5,1999-03-13,72,M,,30,2.0,192,1999-05-26,M,90,99
99SH01192,1996043724,04,A3724,1,73,8.4,58,5,1999-03-13,72,M,,30,2.5,213,1999-05-26,M,100,99
99SH01193,1996106781,10,S6781,1,13,13.2,62,3,1999-03-13,72,M,NICE,43,3.0,239,1999-05-26,M,101,99
99SH01194,1996043678,04,A3678,1,73,9.2,64,2,1999-03-13,72,M,,30,2.5,231,1999-05-26,M,96,99
99SH01195,1997107847,10,S7847,1,12,12.6,62,3,1999-03-13,72,M,,07,2.0,191,1999-05-26,M,90,99
99SH01196,1997446331,44,T6331,1,42,9.6,60,4,1999-03-13,72,M,,02,2.0,151,1999-05-26,X,88,99
99SH01197,1997108530,10,S8530,1,10,12.2,64,2,1999-03-13,72,M,,07,2.0,185,1999-05-26,M,92,99
99SH01198,1997108286,10,S8286,1,12,9.6,58,5,1999-03-13,72,M,,43,2.0,191,1999-05-26,M,78,99
99SH01199,1997044095,04,A4095,1,82,7.4,60,4,1999-03-13,72,M,,30,2.0,206,1999-05-26,M,62,99
99SH01200,1997446016,44,T6016,1,41,10.2,60,4,1999-03-13,72,M,,02,2.0,207,1999-05-26,M,76,99
99SH01201,1997044660,04,A4660,1,81,8.8,62,3,1999-03-13,72,M,,30,2.0,186,1999-05-26,M,80,99
99SH01202,1996043234,04,A3234,1,81,12.0,64,2,1999-03-13,72,M,,30,3.0,235,1999-05-26,M,96,99
99SH01203,1996043760,04,A3760,1,73,8.8,56,6,1999-03-13,72,M,,30,2.5,239,1999-05-26,M,102,99
99SH01204,1997108790,10,S8790,1,12,8.4,62,3,1999-03-13,72,M,,43,2.0,182,1999-05-26,M,78,99
99SH01205,1997108008,10,S8008,1,13,14.0,62,3,1999-03-13,72,M,,43,2.0,242,1999-05-26,M,101,99
99SH01206,1997107842,10,S7842,1,13,15.6,60,4,1999-03-13,72,M,,43,2.0,212,1999-05-26,M,94,99
99SH01207,1997044328,04,A4328,1,81,9.0,64,2,1999-03-13,72,M,,30,2.0,216,1999-05-26,M,80,99
99SH01208,1996042854,04,A2854,1,82,8.6,58,5,1999-03-13,72,M,,30,3.0,145,1999-05-26,X,89,99
99SH01209,1997108451,10,S8451,1,10,12.6,62,3,1999-03-13,72,M,,07,2.0,229,1999-05-26,M,82,99
99SH01210,1997044314,04,A4314,1,81,9.2,58,5,1999-03-13,72,M,,30,2.0,227,1999-05-26,M,95,99
99SH01211,1997108098,10,S8098,1,13,13.2,60,4,1999-03-13,72,M,,43,2.0,232,1999-05-26,M,102,99
99SH01212,1997639549,63,K9549,1,68,10.2,62,3,1999-03-13,72,M,,06,2.0,240,1999-05-26,M,91,99
99SH01213,1997044487,04,A4487,1,82,7.4,64,2,1999-03-13,72,M,,30,2.0,204,1999-05-26,M,90,99
99SH01214,1996106877,10,S6877,1,11,15.4,60,4,1999-03-13,72,M,,07,3.0,235,1999-05-26,M,90,99
99SH01215,1997108046,10,S8046,1,12,10.6,62,3,1999-03-13,72,M,,43,2.0,203,1999-05-26,M,78,99
99SH01216,1997044591,04,A4591,1,81,10.4,56,6,1999-03-13,72,M,,30,2.0,197,1999-05-26,M,105,99
99SH01217,1997044849,04,A4849,1,73,9.4,60,4,1999-03-13,72,M,,30,1.5,199,1999-05-26,M,84,99
99SH01218,1996043946,04,A3946,1,73,9.4,62,3,1999-03-13,72,M,,30,2.5,209,1999-05-26,M,72,99
99SH01219,1997044879,04,A4879,1,73,5.4,58,5,1999-03-13,72,M,,30,1.5,177,1999-05-26,Y,73,99
99SH01220,1997639535,63,K9535,1,68,11.6,62,3,1999-03-13,72,M,,06,2.0,234,1999-05-26,M,90,99
99SH01221,1997044206,04,A4206,1,82,6.6,60,4,1999-03-13,72,M,,30,2.0,200,1999-05-26,M,80,99
99SH01222,1997044920,04,A4920,1,73,7.4,60,4,1999-03-13,72,M,,30,1.5,176,1999-05-26,Y,98,99
99SH01223,1997446285,44,T6285,1,42,10.0,60,4,1999-03-13,72,M,,02,2.0,214,1999-05-26,M,104,99
99SH01224,1997446021,44,T6021,1,42,8.2,58,5,1999-03-13,72,M,DEAD,02,2.0,0,,*,88,99
99SH01225,1997044171,04,A4171,1,82,9.0,60,4,1999-03-13,72,M,,30,2.0,208,1999-05-26,M,80,99
99SH01226,1997107855,10,S7855,1,13,13.4,62,3,1999-03-13,72,M,,43,2.0,232,1999-05-26,M,85,99
99SH01227,1997445953,44,T5953,1,41,9.2,62,3,1999-03-13,72,M,,02,2.0,205,1999-05-26,M,94,99
99SH01228,1996638596,63,K8596,1,00,11.2,58,5,1999-03-13,72,M,?K9596,05,3.0,215,1999-05-26,M,102,99
99SH01229,1997446032,44,T6032,1,42,8.2,62,3,1999-03-13,72,M,,02,2.0,182,1999-05-26,M,70,99
99SH01230,1997639379,63,K9379,1,00,8.8,62,3,1999-03-13,72,M,SCUR5,05,2.0,196,1999-05-26,M,79,99
99SH01231,1995638363,63,K8363,1,00,8.0,60,4,1999-03-13,72,M,,05,4.0,217,1999-05-26,M,83,99
99SH01232,1996638901,63,K8901,1,62,13.0,62,3,1999-03-13,72,M,,06,3.0,293,1999-05-26,M,100,99
99SH01233,1997108872,10,S8872,1,11,13.0,62,3,1999-03-13,72,M,,43,2.0,221,1999-05-26,M,80,99
99SH01234,1997639991,63,K9991,1,00,7.6,60,4,1999-03-13,72,M,,05,2.0,153,1999-05-26,M,80,99
99SH01235,1997044125,04,A4125,1,82,8.0,56,2,1999-03-13,72,M,,30,2.0,188,1999-05-26,M,80,99
99SH01236,1997044280,04,A4280,1,00,8.4,60,4,1999-03-13,72,M,,71,2.0,227,1999-05-26,M,80,99
99SH01237,1996043453,04,A3453,1,82,8.4,64,2,1999-03-13,72,M,,30,3.0,219,1999-05-26,M,75,99
99SH01238,1997108268,10,S8268,1,12,9.0,62,3,1999-03-13,72,M,,43,2.0,183,1999-05-26,M,80,99
99SH01239,1997639660,63,K9660,1,68,12.4,60,4,1999-03-13,72,M,,06,2.0,275,1999-05-26,M,90,99
99SH01240,1997107874,10,S7874,1,11,9.6,62,3,1999-03-13,72,M,,07,2.0,212,1999-05-26,M,75,99
99SH01241,1997108237,10,S8237,1,12,14.6,62,3,1999-03-13,72,M,,43,2.0,198,1999-05-26,M,90,99
99SH01242,         0,00,J0143,1,00,15.8,58,5,1999-03-13,72,M,JARVIS,06,2.0,251,1999-05-26,M,111,99
99SH01243,1997044574,04,A4574,1,82,9.4,58,5,1999-03-13,72,M,,30,2.0,222,1999-05-26,M,91,99
99SH01244,1997446368,44,T6368,1,42,6.4,62,3,1999-03-13,72,M,,02,2.0,167,1999-05-26,M,78,99
99SH01245,1997108489,10,S8489,1,12,10.0,64,2,1999-03-13,72,M,,07,2.0,218,1999-05-26,M,82,99
99SH01246,1997639643,63,K9643,1,00,10.2,58,5,1999-03-13,72,M,,05,2.0,197,1999-05-26,M,89,99
99SH01247,1997044800,04,A4800,1,73,9.4,58,5,1999-03-13,72,M,,30,1.5,190,1999-05-26,M,92,99
99SH01248,1997044779,04,A4779,1,73,8.8,56,6,1999-03-13,72,M,,30,1.5,208,1999-05-26,M,100,99
99SH01249,1997639697,63,K9697,1,00,8.8,62,3,1999-03-13,72,M,,05,2.0,190,1999-05-26,M,82,99
99SH01250,1997044774,04,A4774,1,73,6.6,58,5,1999-03-13,72,M,,30,1.5,194,1999-05-26,M,82,99
99SH01251,1997108050,10,S8050,1,10,13.6,62,3,1999-03-13,72,M,,43,2.0,235,1999-05-26,M,96,99
99SH01252,1997446390,44,T6390,1,42,8.0,64,2,1999-03-13,72,M,,02,2.0,177,1999-05-26,M,85,99
99SH01253,1997446051,44,T6051,1,42,7.2,60,4,1999-03-13,72,M,,02,2.0,162,1999-05-26,X,80,99
99SH01254,1997044149,04,A4149,1,82,6.8,60,4,1999-03-13,72,M,,30,2.0,183,1999-05-26,M,79,99
99SH01255,1997044868,04,A4868,1,73,4.8,62,3,1999-03-13,72,M,,30,1.5,202,1999-05-26,M,70,99
99SH01256,1997639570,63,K9570,1,68,9.4,58,5,1999-03-13,72,M,,06,2.0,217,1999-05-26,M,92,99
99SH01257,1997446191,44,T6191,1,42,10.0,60,4,1999-03-13,72,M,,02,2.0,208,1999-05-26,M,84,99
99SH01258,1997044414,04,A4414,1,82,7.8,64,2,1999-03-13,72,M,,30,2.0,202,1999-05-26,M,90,99
99SH01259,1997108595,10,S8595,1,12,11.4,60,4,1999-03-13,72,M,,43,2.0,184,1999-05-26,M,85,99
99SH01260,1997639464,63,K9464,1,68,15.2,62,3,1999-03-13,72,M,GOOD WOOL,06,2.0,240,1999-05-26,M,90,99
99SH01261,1997639301,63,K9301,1,00,10.0,62,3,1999-03-13,72,M,,05,2.0,212,1999-05-26,M,80,99
99SH01262,1996445225,44,T5225,1,42,12.4,62,3,1999-03-13,72,M,,02,3.0,213,1999-05-26,M,80,99
99SH01263,1996043880,04,A3880,1,73,10.0,54,7,1999-03-13,72,M,,30,2.5,218,1999-05-26,M,110,99
99SH01264,1997639360,63,K9360,1,00,4.2,56,6,1999-03-13,72,M,,91,2.0,203,1999-05-26,M,65,99
99SH01265,1997044247,04,A4247,1,82,8.6,60,4,1999-03-13,72,M,,30,2.0,197,1999-05-26,M,80,99
99SH01266,1997108775,10,S8775,1,12,7.8,60,4,1999-03-13,72,M,,42,2.0,177,1999-05-26,M,88,99
99SH01267,1997044898,04,A4898,1,73,7.0,62,3,1999-03-13,72,M,,30,1.5,215,1999-05-26,M,78,99
99SH01268,1997108224,10,S8224,1,11,9.0,64,2,1999-03-13,72,M,,07,2.0,196,1999-05-26,M,86,99
99SH01269,1997044528,04,A4528,1,81,9.2,60,4,1999-03-13,72,M,,30,2.0,222,1999-05-26,M,93,99
99SH01270,1997445856,44,T5856,1,42,7.8,62,3,1999-03-13,72,M,,02,2.0,185,1999-05-26,M,72,99
99SH01271,1997044493,04,A4493,1,82,6.8,58,5,1999-03-13,72,M,,30,2.0,188,1999-05-26,M,85,99
99SH01272,1997639325,63,K9325,1,00,6.2,60,4,1999-03-13,72,M,DORPER,91,2.0,201,1999-05-26,M,60,99
99SH01273,1997108043,10,S8043,1,10,9.8,60,4,1999-03-13,72,M,,43,2.0,207,1999-05-26,M,89,99
99SH01274,1997044571,04,A4571,1,82,9.0,58,5,1999-03-13,72,M,,30,2.0,200,1999-05-26,M,98,99
99SH01275,1997044201,04,A4201,1,81,8.0,60,4,1999-03-13,72,M,,30,2.0,204,1999-05-26,M,82,99
99SH01276,1997044611,04,A4611,1,82,6.6,62,3,1999-03-13,72,M,,30,2.0,172,1999-05-26,M,70,99
99SH01277,1997108124,10,S8124,1,10,8.6,58,5,1999-03-13,72,M,,07,2.0,194,1999-05-26,M,80,99
99SH01278,1997044887,04,A4887,1,73,7.2,60,4,1999-03-13,72,M,,30,1.5,154,1999-05-26,M,70,99
99SH01279,1996043176,04,A3176,1,82,6.8,60,4,1999-03-13,72,M,,30,3.0,209,1999-05-26,M,82,99
99SH01280,1996043713,04,A3713,1,73,11.4,56,6,1999-03-13,72,M,,30,2.5,215,1999-05-26,M,90,99
99SH01281,1996043926,04,A3926,1,73,9.0,56,6,1999-03-13,72,M,,30,2.5,220,1999-05-26,M,82,99
99SH01282,1997446101,44,T6101,1,42,9.4,60,4,1999-03-13,72,M,,02,2.0,169,1999-05-26,M,82,99
99SH01283,1997108667,10,S8667,1,ID,14.2,60,4,1999-03-13,72,M,,07,2.0,229,1999-05-26,M,92,99
99SH01284,1997445931,44,T5931,1,41,10.8,60,4,1999-03-13,72,M,,02,2.0,201,1999-05-26,M,85,99
99SH01285,1997639434,63,K9434,1,00,7.0,60,4,1999-03-13,72,M,DORPER,91,2.0,213,1999-05-26,M,70,99
99SH01286,1997044435,04,A4435,1,82,6.4,60,4,1999-03-13,72,M,,30,2.0,185,1999-05-26,M,79,99
99SH01287,1997108666,10,S8666,1,ID,11.0,62,3,1999-03-13,72,M,,07,2.0,221,1999-05-26,M,82,99
99SH01288,1997639687,63,K9687,1,00,8.0,58,5,1999-03-13,72,M,,05,2.0,211,1999-05-26,M,80,99
99SH01289,1997107853,10,S7853,1,13,15.2,60,4,1999-03-13,72,M,,43,2.0,233,1999-05-26,M,100,99
99SH01290,1997108059,10,S8059,1,12,11.8,62,3,1999-03-13,72,M,,07,2.0,195,1999-05-26,M,75,99
99SH01291,1998008363,00, 8363,1,00,6.2,62,3,1999-03-13,72,Y,,07,1.0,162,1999-05-26,Y,75,99
99SH01292,1998045404,04,A5404,1,82,4.8,64,2,1999-03-13,72,Y,,30,1.0,142,1999-05-26,Y,65,99
99SH01293,1998640059,64,K0059,1,61,7.2,60,4,1999-03-13,72,Y,,06,1.0,200,1999-05-26,Y,90,99
99SH01294,1998446587,44,T6587,1,41,8.0,60,4,1999-03-13,72,Y,,02,1.0,180,1999-05-26,Y,90,99
99SH01295,1998446845,44,T6845,1,42,6.0,58,5,1999-03-13,72,Y,,02,1.0,137,1999-05-26,Y,69,99
99SH01296,1998446636,44,T6636,1,ID,8.8,60,4,1999-03-13,72,Y,,02,1.0,178,1999-05-26,Y,94,99
99SH01297,1998446476,44,T6476,1,ID,7.0,64,2,1999-03-13,72,Y,,02,1.0,185,1999-05-26,Y,70,99
99SH01298,1998446444,44,T6444,1,ID,6.4,62,3,1999-03-13,72,Y,,02,1.0,172,1999-05-26,Y,75,99
99SH01299,1998109347,10,S9347,1,12,7.4,62,3,1999-03-13,72,Y,,07,1.0,155,1999-05-26,Y,75,99
99SH01300,1998045198,04,A5198,1,81,7.0,58,5,1999-03-13,72,Y,,30,1.0,162,1999-05-26,Y,90,99
99SH01301,1998640552,64,K0552,1,60,7.8,60,4,1999-03-13,72,Y,,06,1.0,186,1999-05-26,Y,83,99
99SH01302,1998640386,64,K0386,1,00,9.2,58,5,1999-03-13,72,Y,,05,1.0,177,1999-05-26,Y,90,99
99SH01303,1998109431,10,S9431,1,13,6.2,62,3,1999-03-13,72,Y,,43,1.0,140,1999-05-26,Y,68,99
99SH01304,1998109850,10,S9850,1,10,6.2,58,5,1999-03-13,72,Y,,43,1.0,153,1999-05-26,Y,75,99
99SH01305,1998109239,10,S9239,1,11,7.8,62,3,1999-03-13,72,Y,,07,1.0,138,1999-05-26,Y,66,99
99SH01306,1998045511,04,A5511,1,81,5.6,60,4,1999-03-13,72,Y,,30,1.0,149,1999-05-26,Y,68,99
99SH01307,1998008549,00, 8549,1,00,6.2,60,4,1999-03-13,72,Y,,06,1.0,150,1999-05-26,Y,72,99
99SH01308,1998446806,44,T6806,1,41,7.2,60,4,1999-03-13,72,Y,,02,1.0,163,1999-05-26,Y,72,99
99SH01309,1998008770,00, 8770,1,00,9.8,60,4,1999-03-13,72,Y,,06,1.0,174,1999-05-26,Y,80,99
99SH01310,1998446741,44,T6741,1,42,7.2,60,4,1999-03-13,72,Y,,02,1.0,156,1999-05-26,Y,73,99
99SH01311,1998446704,44,T6704,1,42,6.2,60,4,1999-03-13,72,Y,,02,1.0,157,1999-05-26,Y,71,99
99SH01312,1998045682,04,A5682,1,81,4.8,60,4,1999-03-13,72,Y,,30,1.0,163,1999-05-26,Y,72,99
99SH01313,1998446667,44,T6667,1,42,5.2,60,4,1999-03-13,72,Y,,02,1.0,160,1999-05-26,Y,80,99
99SH01314,1998008036,00, 8036,1,00,6.8,62,3,1999-03-13,72,Y,,30,1.0,152,1999-05-26,Y,78,99
99SH01315,1998446501,44,T6501,1,ID,6.6,62,3,1999-03-13,72,Y,,02,1.0,182,1999-05-26,Y,79,99
99SH01316,1998640236,64,K0236,1,00,6.0,60,4,1999-03-13,72,Y,,05,1.0,164,1999-05-26,Y,63,99
99SH01317,1998640279,64,K0279,1,60,11.2,58,5,1999-03-13,72,Y,,06,1.0,207,1999-05-26,Y,105,99
99SH01318,1998446430,44,T6430,1,ID,8.2,64,2,1999-03-13,72,Y,,02,1.0,177,1999-05-26,Y,66,99
99SH01319,1998109773,10,S9773,1,13,7.6,62,3,1999-03-13,72,Y,,43,1.0,161,1999-05-26,Y,68,99
99SH01320,1998109069,10,S9069,1,12,7.6,58,5,1999-03-13,72,Y,,07,1.0,164,1999-05-26,Y,74,99
99SH01321,1998045530,04,A5530,1,82,5.6,58,5,1999-03-13,72,Y,,30,1.0,179,1999-05-26,Y,80,99
99SH01322,1998640240,64,K0240,1,60,7.0,62,3,1999-03-13,72,Y,,06,1.0,166,1999-05-26,Y,82,99
99SH01323,1998045737,04,A5737,1,81,6.2,60,4,1999-03-13,72,Y,,30,1.0,158,1999-05-26,Y,80,99
99SH01324,1998045229,04,A5229,1,82,6.6,58,5,1999-03-13,72,Y,,30,1.0,148,1999-05-26,Y,80,99
99SH01325,1998109101,10,S9101,1,11,8.0,60,4,1999-03-13,72,Y,,07,1.0,149,1999-05-26,Y,79,99
99SH01326,1998640030,64,K0030,1,00,8.4,58,5,1999-03-13,72,Y,,05,1.0,175,1999-05-26,Y,80,99
99SH01327,1998640023,64,K0023,1,00,7.2,60,4,1999-03-13,72,Y,,05,1.0,175,1999-05-26,Y,82,99
99SH01328,1998008225,00, 8225,1,00,7.8,58,5,1999-03-13,72,Y,,06,1.0,182,1999-05-26,Y,92,99
99SH01329,1998109409,10,S9409,1,11,8.2,60,4,1999-03-13,72,Y,,43,1.0,174,1999-05-26,Y,79,99
99SH01330,1998640350,64,K0350,1,60,9.0,58,5,1999-03-13,72,Y,,06,1.0,201,1999-05-26,Y,84,99
99SH01331,1998446506,44,T6506,1,ID,8.8,62,3,1999-03-13,72,Y,,02,1.0,188,1999-05-26,Y,82,99
99SH01332,1998045563,04,A5563,1,82,5.0,62,3,1999-03-13,72,Y,,30,1.0,184,1999-05-26,Y,72,99
99SH01333,1998045493,04,A5493,1,81,6.4,58,5,1999-03-13,72,Y,,30,1.0,151,1999-05-26,Y,82,99
99SH01334,1998008353,00, 8353,1,00,7.4,62,3,1999-03-13,72,Y,,43,1.0,151,1999-05-26,Y,62,99
99SH01335,1998446742,44,T6742,1,42,6.6,62,3,1999-03-13,72,Y,,02,1.0,143,1999-05-26,Y,68,99
99SH01336,1998008655,00, 8655,1,00,5.8,58,5,1999-03-13,72,Y,,30,1.0,150,1999-05-26,Y,75,99
99SH01337,1998008581,00, 8581,1,00,7.2,64,2,1999-03-13,72,Y,,06,1.0,144,1999-05-26,X,80,99
99SH01338,1998109343,10,S9343,1,12,8.0,62,3,1999-03-13,72,Y,,07,1.0,154,1999-05-26,Y,84,99
99SH01339,1998640212,64,K0212,1,60,9.2,62,3,1999-03-13,72,Y,,06,1.0,185,1999-05-26,Y,86,99
99SH01340,1998446880,44,T6880,1,42,6.0,60,4,1999-03-13,72,Y,,02,1.0,154,1999-05-26,Y,78,99
99SH01341,1998446837,44,T6837,1,41,6.8,58,5,1999-03-13,72,Y,,02,1.0,170,1999-05-26,Y,89,99
99SH01342,1998446431,44,T6431,1,ID,9.0,62,3,1999-03-13,72,Y,NICE,02,1.0,224,1999-05-26,Y,80,99
99SH01343,1998446738,44,T6738,1,41,9.6,60,4,1999-03-13,72,Y,,02,1.0,142,1999-05-26,X,92,99
99SH01344,1998446432,44,T6432,1,ID,7.4,62,3,1999-03-13,72,Y,,02,1.0,187,1999-05-26,Y,70,99
99SH01345,1998446676,44,T6676,1,ID,9.4,60,4,1999-03-13,72,Y,,02,1.0,203,1999-05-26,Y,90,99
99SH01346,1998446893,44,T6893,1,42,9.6,60,4,1999-03-13,72,Y,,02,1.0,154,1999-05-26,Y,74,99
99SH01347,1998446775,44,T6775,1,42,6.0,64,2,1999-03-13,72,Y,,02,1.0,168,1999-05-26,Y,64,99
99SH01348,1998045377,04,A5377,1,82,5.2,60,4,1999-03-13,72,Y,,30,1.0,150,1999-05-26,Y,68,99
99SH01349,1998008357,00, 8357,1,00,5.2,62,3,1999-03-13,72,Y,,07,1.0,136,1999-05-26,Y,60,99
99SH01350,1998109137,10,S9137,1,10,6.2,64,2,1999-03-13,72,Y,,07,1.0,179,1999-05-26,Y,63,99
