UID,LAMB,SEX,BRWT,GRFL,FLWT,BAND,WDAY,LOT,RMK,ADG,DISP
12SH00058,Z0513,2,,4.6,46,,54,R3,Pregnant EL R3,,
12SH00059,Z0521,2,,0.0,0,,0,33,Missing EL CP,,
12SH00060,Z0649,2,,0.0,0,,0,33,Missing EL CP,,
12SH00061,Z0650,2,,0.0,0,,0,33,Missing EL CP,,
12SH00062,Z0743,2,,0.0,0,,0,R3,Missing EL R3,,
12SH00063,Z0757,2,,0.0,0,,0,R3,Missing EL R3,,
12SH00064,X5388,2,,10.2,102,,52,TC,TC,,
12SH00065,K4488,2,,8.2,82,,52,06,Band 1 Ewe,,
12SH00066,X8992,2,,6.2,62,,52,TC,TC,,
12SH00067,X7940,2,,11.2,112,,52,T3,T3,,
12SH00068,X8860,2,,11.2,112,,52,CM,CM,,
12SH00069,X8991,2,,6.4,64,,52,TC,TC,,
12SH00070,K4690,2,,12.0,120,,52,06,Band 1 Ewe,,
12SH00071,L0055,2,,9.8,98,,52,PC,Band 1 Ewe,,
12SH00072,X7359,2,,6.6,66,,52,C3,C3,,
12SH00073,X6689,2,,10.4,104,,52,TC,TC,,
12SH00074,K4457,2,,8.4,84,,52,06,Band 1 Ewe,,
12SH00075,K4721,2,,11.8,118,,52,06,Band 1 Ewe,,
12SH00076,K4336,2,,7.8,78,,52,06,Band 1 Ewe,,
12SH00077,K4232,2,,10.2,102,,52,06,Band 1 Ewe,,
12SH00078,X8719,2,,6.6,66,,52,CM,CM,,
12SH00079,K4451,2,,9.6,96,,52,06,Band 1 Ewe,,
12SH00080,X8680,2,,10.0,100,,52,TC,TC,,
12SH00081,T2248,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00082,T2488,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00083,K4625,2,,7.6,76,,52,06,Band 1 Ewe,,
12SH00084,X8658,2,,8.6,86,,52,CM,CM,,
12SH00085,K4388,2,,10.4,104,,52,06,Band 1 Ewe,,
12SH00086,K4670,2,,10.8,108,,52,06,Band 1 Ewe,,
12SH00087,X8787,2,,8.6,86,,52,T3,T3,,
12SH00088,X5871,2,,9.0,90,,52,TC,TC,,
12SH00089,X8909,2,,11.4,114,,52,CM,CM,,
12SH00090,X8949,2,,7.8,78,,52,CM,CM,,
12SH00091,X8777,2,,11.8,118,,52,CM,CM,,
12SH00092,X8659,2,,7.6,76,,52,CM,CM,,
12SH00093,K4414,2,,9.2,92,,52,06,Band 1 Ewe,,
12SH00094,X4980,2,,12.2,122,,52,TC,TC,,
12SH00095,K4422,2,,9.4,94,,52,06,Band 1 Ewe,,
12SH00096,K4602,2,,6.6,66,,52,06,Band 1 Ewe,,
12SH00097,X6809,2,,10.4,104,,52,C3,C3,,
12SH00098,K4578,2,,12.4,124,,52,06,Band 1 Ewe,,
12SH00099,T2663,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00100,X9025,2,,7.0,70,,52,CM,CM,,
12SH00101,L0125,2,,7.8,78,,52,PC,Band 1 Ewe,,
12SH00102,X9205,2,,6.2,62,,52,CM,CM,,
12SH00103,T1110,2,,7.2,72,,52,02,Band 1 Ewe,,
12SH00104,X7293,2,,8.2,82,,52,C3,C3,,
12SH00105,K4170,2,,10.2,102,,52,06,Band 1 Ewe,,
12SH00106,X5454,2,,12.8,128,,52,C3,C3,,
12SH00107,X8539,2,,8.8,88,,52,CM,CM,,
12SH00108,X8941,2,,7.2,72,,52,33,CP,,
12SH00109,X5336,2,,8.4,84,,52,TC,TC,,
12SH00110,T2923,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00111,K4659,2,,11.8,118,,52,06,Band 1 Ewe,,
12SH00112,K4450,2,,9.2,92,,52,06,Band 1 Ewe,,
12SH00113,X8986,2,,8.8,88,,52,33,CP,,
12SH00114,K4361,2,,9.0,90,,52,06,Band 1 Ewe,,
12SH00115,K4694,2,,8.6,86,,52,06,Band 1 Ewe,,
12SH00116,K4498,2,,9.6,96,,52,06,Band 1 Ewe,,
12SH00117,T3269,2,,12.0,120,,52,02,Band 1 Ewe,,
12SH00118,K4649,2,,8.6,86,,52,06,Band 1 Ewe,,
12SH00119,T2499,2,,9.3,93,,52,02,Band 1 Ewe,,
12SH00120,K4196,2,,10.2,102,,52,06,Band 1 Ewe,,
12SH00121,Z8975,2,,9.4,94,,52,01,Targ*Ramb OVX,,
12SH00122,K4439,2,,9.8,98,,52,06,Band 1 Ewe,,
12SH00123,K4623,2,,8.0,80,,52,06,Band 1 Ewe,,
12SH00124,T3314,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00125,X7750,2,,8.2,82,,52,TC,TC,,
12SH00126,K4357,2,,8.0,80,,52,06,Band 1 Ewe,,
12SH00127,03160,2,,9.6,96,,52,33,Band 1 Ewe CP,,
12SH00128,K4601,2,,12.6,126,,52,06,Band 1 Ewe,,
12SH00129,T2973,2,,7.8,78,,52,02,Band 1 Ewe,,
12SH00130,X7710,2,,8.0,80,,52,TC,TC,,
12SH00131,T2533,2,,10.8,108,,52,02,Band 1 Ewe,,
12SH00132,X4322,2,,9.4,94,,52,TC,TC,,
12SH00133,K4185,2,,7.6,76,,52,06,Band 1 Ewe,,
12SH00134,T2641,2,,6.4,64,,52,02,Band 1 Ewe,,
12SH00135,T3387,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00136,X7636,2,,7.5,75,,52,TC,TC,,
12SH00137,T2330,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00138,X5305,2,,6.4,64,,52,TC,TC,,
12SH00139,T2781,2,,12.8,128,,52,02,Band 1 Ewe,,
12SH00140,X7658,2,,6.2,62,,52,TC,TC,,
12SH00141,T2700,2,,10.0,100,,52,02,Band 1 Ewe,,
12SH00142,K4341,2,,9.4,94,,52,06,Band 1 Ewe,,
12SH00143,T2508,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00144,X8726,2,,9.2,92,,52,CM,CM,,
12SH00145,T3406,2,,9.7,97,,52,02,Band 1 Ewe,,
12SH00146,T2477,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00147,T1832,2,,9.8,98,,52,02,Band 1 Ewe,,
12SH00148,K4191,2,,6.8,68,,52,06,Band 1 Ewe,,
12SH00149,T2301,2,,10.8,108,,52,02,Band 1 Ewe,,
12SH00150,X6641,2,,10.0,100,,52,C3,C3,,
12SH00151,L0102,2,,7.2,72,,52,PC,Band 1 Ewe,,
12SH00152,T2670,2,,10.2,102,,52,02,Band 1 Ewe,,
12SH00153,X8947,2,,8.2,82,,52,33,CP,,
12SH00154,K4230,2,,12.0,120,,52,06,Band 1 Ewe,,
12SH00155,T1785,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00156,T3362,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00157,X7439,2,,8.2,82,,52,T3,T3,,
12SH00158,X6668,2,,5.4,54,,52,T3,T3,,
12SH00159,K4505,2,,10.6,106,,52,06,Band 1 Ewe,,
12SH00160,T1522,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00161,T3432,2,,9.3,93,,52,02,Band 1 Ewe,,
12SH00162,X5870,2,,7.4,74,,52,TC,TC,,
12SH00163,T3064,2,,10.4,104,,52,02,Band 1 Ewe,,
12SH00164,T3148,2,,10.7,107,,52,02,Band 1 Ewe,,
12SH00165,H4400,2,,6.6,66,,52,30,Band 1 Ewe,,
12SH00166,X8565,2,,10.6,106,,52,CM,CM,,
12SH00167,T1633,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00168,K4591,2,,9.2,92,,52,06,Band 1 Ewe,,
12SH00169,T3358,2,,11.1,111,,52,02,Band 1 Ewe,,
12SH00170,T2432,2,,6.8,68,,52,02,Band 1 Ewe,,
12SH00171,T2646,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00172,X6915,2,,7.4,74,,52,T3,T3,,
12SH00173,K4499,2,,10.0,100,,52,06,Band 1 Ewe,,
12SH00174,K4674,2,,9.0,90,,52,06,Band 1 Ewe,,
12SH00175,T2437,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00176,T3099,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00177,T3122,2,,12.8,128,,52,02,Band 1 Ewe,,
12SH00178,K4390,2,,8.6,86,,52,06,Band 1 Ewe,,
12SH00179,T1921,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00180,K4475,2,,9.2,92,,52,06,Band 1 Ewe,,
12SH00181,T2441,2,,7.0,70,,52,02,Band 1 Ewe,,
12SH00182,X7635,2,,10.0,100,,52,TC,TC,,
12SH00183,T2168,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00184,K4683,2,,13.5,135,,52,06,Band 1 Ewe,,
12SH00185,T1981,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00186,K4510,2,,9.5,95,,52,06,Band 1 Ewe,,
12SH00187,X9114,2,,8.5,85,,52,33,CP,,
12SH00188,T3110,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00189,T0986,2,,10.2,102,,52,02,Band 1 Ewe,,
12SH00190,X7667,2,,11.4,114,,52,TC,TC,,
12SH00191,H4429,2,,7.0,70,,52,30,Band 1 Ewe,,
12SH00192,T2710,2,,13.0,130,,52,02,Band 1 Ewe,,
12SH00193,T2062,2,,10.8,108,,52,02,Band 1 Ewe,,
12SH00194,X6831,2,,8.7,87,,52,T3,T3,,
12SH00195,T1541,2,,6.6,66,,52,02,Band 1 Ewe,,
12SH00196,X8782,2,,9.8,98,,52,CM,CM,,
12SH00197,T3438,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00198,T2819,2,,10.4,104,,52,02,Band 1 Ewe,,
12SH00199,T3451,2,,12.2,122,,52,02,Band 1 Ewe,,
12SH00200,T2460,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00201,T2704,2,,9.8,98,,52,02,Band 1 Ewe,,
12SH00202,K4330,2,,10.2,102,,52,06,Band 1 Ewe,,
12SH00203,T3396,2,,9.8,98,,52,02,Band 1 Ewe,,
12SH00204,T3470,2,,9.5,95,,52,02,Band 1 Ewe,,
12SH00205,K4628,2,,9.8,98,,52,06,Band 1 Ewe,,
12SH00206,T2560,2,,8.0,80,,52,02,Band 1 Ewe,,
12SH00207,T2803,2,,10.0,100,,52,02,Band 1 Ewe,,
12SH00208,K3725,2,,9.2,92,,52,06,Band 1 Ewe,,
12SH00209,K4686,2,,7.5,75,,52,06,Band 1 Ewe,,
12SH00210,K4626,2,,12.0,120,,52,06,Band 1 Ewe,,
12SH00211,T2763,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00212,T1293,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00213,K4599,2,,8.4,84,,52,06,Band 1 Ewe,,
12SH00214,T2581,2,,8.0,80,,52,02,Band 1 Ewe,,
12SH00215,K4192,2,,7.1,71,,52,06,Band 1 Ewe,,
12SH00216,T2787,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00217,Z8750,2,,9.6,96,,52,01,Targ*Ramb OVX,,
12SH00218,T2383,2,,10.8,108,,52,02,Band 1 Ewe,,
12SH00219,T2547,2,,5.4,54,,52,02,Band 1 Ewe,,
12SH00220,H4544,2,,7.2,72,,52,30,Band 1 Ewe,,
12SH00221,T3252,2,,7.4,74,,52,02,Band 1 Ewe,,
12SH00222,T2487,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00223,T1090,2,,6.2,62,,52,02,Band 1 Ewe,,
12SH00224,T2466,2,,7.4,74,,52,02,Band 1 Ewe,,
12SH00225,T2711,2,,11.2,112,,52,02,Band 1 Ewe,,
12SH00226,K4653,2,,10.8,108,,52,06,Band 1 Ewe,,
12SH00227,K4615,2,,10.8,108,,52,06,Band 1 Ewe,,
12SH00228,T3053,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00229,K4209,2,,8.2,82,,52,06,Band 1 Ewe,,
12SH00230,T3201,2,,7.8,78,,52,02,Band 1 Ewe,,
12SH00231,T2594,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00232,T2212,2,,11.2,112,,52,02,Band 1 Ewe,,
12SH00233,T3194,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00234,T2148,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00235,T2821,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00236,T0785,2,,9.8,98,,52,02,Band 1 Ewe,,
12SH00237,T2049,2,,10.0,100,,52,02,Band 1 Ewe,,
12SH00238,T2620,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00239,T2440,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00240,T1931,2,,4.7,47,,52,02,Band 1 Ewe,,
12SH00241,T2104,2,,6.8,68,,52,02,Band 1 Ewe,,
12SH00242,K3663,2,,10.8,108,,52,06,Band 1 Ewe,,
12SH00243,T1537,2,,11.0,110,,52,02,Band 1 Ewe,,
12SH00244,T9955,2,,11.0,110,,52,02,Band 1 Ewe,,
12SH00245,T2910,2,,9.8,98,,52,02,Band 1 Ewe,,
12SH00246,K4474,2,,8.9,89,,52,06,Band 1 Ewe,,
12SH00247,T3144,2,,8.0,80,,52,02,Band 1 Ewe,,
12SH00248,K4036,2,,8.2,82,,52,06,Band 1 Ewe,,
12SH00249,T1908,2,,12.4,124,,52,02,Band 1 Ewe,,
12SH00250,T2332,2,,10.8,108,,52,02,Band 1 Ewe,,
12SH00251,X0617,2,,10.4,104,,52,01,Targ*Ramb OVX,,
12SH00252,X8721,2,,10.6,106,,52,CM,CM,,
12SH00253,T3029,2,,6.0,60,,52,02,Band 1 Ewe,,
12SH00254,T2100,2,,13.2,132,,52,02,Band 1 Ewe,,
12SH00255,T2754,2,,7.2,72,,52,02,Band 1 Ewe,,
12SH00256,T1305,2,,7.4,74,,52,02,Band 1 Ewe,,
12SH00257,T0572,2,,11.8,118,,52,02,Band 1 Ewe,,
12SH00258,T2751,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00259,T2375,2,,11.6,116,,52,02,Band 1 Ewe,,
12SH00260,T2331,2,,11.4,114,,52,02,Band 1 Ewe,,
12SH00261,T1991,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00262,X8521,2,,9.6,96,,52,CM,CM,,
12SH00263,T3243,2,,6.6,66,,52,02,Band 1 Ewe,,
12SH00264,H2810,2,,6.8,68,,52,33,Band 1 Ewe CP,,
12SH00265,T3348,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00266,T2800,2,,14.2,142,,52,02,Band 1 Ewe,,
12SH00267,K4428,2,,10.4,104,,52,06,Band 1 Ewe,,
12SH00268,T2334,2,,7.8,78,,52,02,Band 1 Ewe,,
12SH00269,T2595,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00270,T2455,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00271,T3082,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00272,T3326,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00273,T2957,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00274,T1171,2,,11.2,112,,52,02,Band 1 Ewe,,
12SH00275,T1769,2,,11.6,116,,52,02,Band 1 Ewe,,
12SH00276,T0885,2,,12.0,120,,52,02,Band 1 Ewe,,
12SH00277,Z9898,2,,12.0,120,,52,01,Targ*Ramb OVX,,
12SH00278,K4564,2,,8.6,86,,52,06,Band 1 Ewe,,
12SH00279,T1399,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00280,T2813,2,,7.2,72,,52,02,Band 1 Ewe,,
12SH00281,T3079,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00282,X7250,2,,7.8,78,,52,T3,T3,,
12SH00283,K4500,2,,10.0,100,,52,06,Band 1 Ewe,,
12SH00284,T1122,2,,8.0,80,,52,02,Band 1 Ewe,,
12SH00285,X8974,2,,10.8,108,,52,CM,CM,,
12SH00286,L0225,2,,7.8,78,,52,PC,Band 1 Ewe,,
12SH00287,T2027,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00288,L0195,2,,8.4,84,,52,PC,Band 1 Ewe,,
12SH00289,T1809,2,,9.8,98,,52,02,Band 1 Ewe,,
12SH00290,T0691,2,,15.8,158,,52,02,Band 1 Ewe,,
12SH00291,T2552,2,,10.4,104,,52,02,Band 1 Ewe,,
12SH00292,T1871,2,,10.4,104,,52,02,Band 1 Ewe,,
12SH00293,T2601,2,,7.6,76,,52,02,Band 1 Ewe,,
12SH00294,X8910,2,,8.0,80,,52,CM,CM,,
12SH00295,T3098,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00296,T0803,2,,12.2,122,,52,02,Band 1 Ewe,,
12SH00297,T2683,2,,10.4,104,,52,02,Band 1 Ewe,,
12SH00298,T2497,2,,11.6,116,,52,02,Band 1 Ewe,,
12SH00299,T2530,2,,7.6,76,,52,02,Band 1 Ewe,,
12SH00300,X8647,2,,8.2,82,,52,CM,CM,,
12SH00301,T3142,2,,8.0,80,,52,02,Band 1 Ewe,,
12SH00302,T2586,2,,11.0,110,,52,02,Band 1 Ewe,,
12SH00303,T3318,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00304,T2798,2,,11.6,116,,52,02,Band 1 Ewe,,
12SH00305,T2694,2,,11.2,112,,52,02,Band 1 Ewe,,
12SH00306,T2636,2,,10.0,100,,52,02,Band 1 Ewe,,
12SH00307,T2521,2,,13.2,132,,52,02,Band 1 Ewe,,
12SH00308,X6134,2,,9.4,94,,52,T3,T3,,
12SH00309,K4695,2,,8.6,86,,52,06,Band 1 Ewe,,
12SH00310,T3075,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00311,T0788,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00312,T0805,2,,10.0,100,,52,02,Band 1 Ewe,,
12SH00313,K4383,2,,13.0,130,,52,06,Band 1 Ewe,,
12SH00314,T2201,2,,12.8,128,,52,02,Band 1 Ewe,,
12SH00315,T1520,2,,11.8,118,,52,02,Band 1 Ewe,,
12SH00316,T0798,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00317,T2041,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00318,T0925,2,,9.1,91,,52,02,Band 1 Ewe,,
12SH00319,T2634,2,,11.2,112,,52,02,Band 1 Ewe,,
12SH00320,T2065,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00321,T2368,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00322,T2542,2,,13.0,130,,52,02,Band 1 Ewe,,
12SH00323,T3251,2,,10.0,100,,52,02,Band 1 Ewe,,
12SH00324,T1518,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00325,T2296,2,,12.0,120,,52,02,Band 1 Ewe,,
12SH00326,T2845,2,,10.0,100,,52,02,Band 1 Ewe,,
12SH00327,T2650,2,,7.4,74,,52,02,Band 1 Ewe,,
12SH00328,X9261,2,,5.4,54,,52,TC,TC,,
12SH00329,T3400,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00330,T3054,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00331,T2490,2,,9.5,95,,52,02,Band 1 Ewe,,
12SH00332,X9070,2,,8.6,86,,52,33,CP,,
12SH00333,T3116,2,,10.8,108,,52,02,Band 1 Ewe,,
12SH00334,T1065,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00335,T2176,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00336,T2484,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00337,K4552,2,,10.2,102,,52,06,Band 1 Ewe,,
12SH00338,T2347,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00339,T1398,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00340,T2997,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00341,T3073,2,,10.4,104,,52,02,Band 1 Ewe,,
12SH00342,T2470,2,,10.8,108,,52,02,Band 1 Ewe,,
12SH00343,T1058,2,,11.6,116,,52,02,Band 1 Ewe,,
12SH00344,T2856,2,,12.4,124,,52,02,Band 1 Ewe,,
12SH00345,T3363,2,,7.2,72,,52,02,Band 1 Ewe,,
12SH00346,T2570,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00347,T1302,2,,11.2,112,,52,02,Band 1 Ewe,,
12SH00348,T2888,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00349,X9247,2,,8.2,82,,52,33,CP,,
12SH00350,T1933,2,,11.4,114,,52,02,Band 1 Ewe,,
12SH00351,T2151,2,,10.2,102,,52,02,Band 1 Ewe,,
12SH00352,X9507,2,,11.6,116,,52,33,CP,,
12SH00353,T1825,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00354,T2987,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00355,T1274,2,,10.2,102,,52,02,Band 1 Ewe,,
12SH00356,T1876,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00357,T2117,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00358,T3231,2,,6.8,68,,52,02,Band 1 Ewe,,
12SH00359,T3165,2,,11.4,114,,52,02,Band 1 Ewe,,
12SH00360,T0880,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00361,T2518,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00362,T3437,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00363,T0924,2,,7.8,78,,52,02,Band 1 Ewe,,
12SH00364,T3361,2,,7.0,70,,52,02,Band 1 Ewe,,
12SH00365,T2397,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00366,T2303,2,,9.0,90,,52,02,Band 1 Ewe,,
12SH00367,T3213,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00368,T3428,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00369,X8962,2,,7.0,70,,52,33,CP,,
12SH00370,T2655,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00371,T2306,2,,7.0,70,,52,02,Band 1 Ewe,,
12SH00372,T2519,2,,9.8,98,,52,02,Band 1 Ewe,,
12SH00373,T3313,2,,6.8,68,,52,02,Band 1 Ewe,,
12SH00374,T2829,2,,7.0,70,,52,02,Band 1 Ewe,,
12SH00375,T2145,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00376,T3461,2,,14.4,144,,52,02,Band 1 Ewe,,
12SH00377,T2577,2,,7.8,78,,52,02,Band 1 Ewe,,
12SH00378,T2649,2,,9.4,94,,52,02,Band 1 Ewe,,
12SH00379,T2638,2,,7.4,74,,52,02,Band 1 Ewe,,
12SH00380,T2873,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00381,T2011,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00382,T2602,2,,7.0,70,,52,02,Band 1 Ewe,,
12SH00383,T3093,2,,6.2,62,,52,02,Band 1 Ewe,,
12SH00384,T2667,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00385,X9286,2,,9.0,90,,52,33,CP,,
12SH00386,T3039,2,,9.6,96,,52,02,Band 1 Ewe,,
12SH00387,T2019,2,,9.7,97,,52,02,Band 1 Ewe,,
12SH00388,T2995,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00389,T0845,2,,8.6,86,,52,02,Band 1 Ewe,,
12SH00390,T2980,2,,7.2,72,,52,02,Band 1 Ewe,,
12SH00391,T2794,2,,6.2,62,,52,02,Band 1 Ewe,,
12SH00392,T0774,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00393,T2849,2,,8.2,82,,52,02,Band 1 Ewe,,
12SH00394,T3065,2,,8.4,84,,52,02,Band 1 Ewe,,
12SH00395,T0454,2,,10.6,106,,52,02,Band 1 Ewe,,
12SH00396,T2122,2,,7.8,78,,52,02,Band 1 Ewe,,
12SH00397,T2662,2,,10.5,105,,52,02,Band 1 Ewe,,
12SH00398,T1990,2,,9.2,92,,52,02,Band 1 Ewe,,
12SH00399,T1299,2,,8.8,88,,52,02,Band 1 Ewe,,
12SH00400,T2170,2,,9.4,94,,52,02,Band 1 Ewe,,
