UID,ID9,YR,ETAG,BRD,SEX,LINE,BGRP,RGRP,GRP,AGE,BAND,DATE,TIME,SPWT,DAYSH,GRFL,GRADE,FLGR1,LOT,BRAND,RMK,L,YEAR,STM
93SH03605, 92442573,92,T2573,44,2,42,Y,0,,1.0,5,0518,1544,74,138,6.0,62,3,,,,,93,02
93SH03606, 92442574,92,T2574,44,2,42,Y,0,,1.0,1,0517,0832,122,137,7.2,60,4,,,,,93,02
93SH03607, 92442575,92,T2575,44,1,42,,0,,1.0,Y,0517,1028,115,137,6.3,62,3,,,,57,93,02
93SH03608, 92442579,92,T2579,44,2,41,Y,0,,1.0,5,0519,1002,79,139,7.2,64,2,,,,,93,02
93SH03609, 92442580,92,T2580,44,1,41,,0,,1.0,Y,0517,0941,124,137,8.4,60,4,,,4TEATS,68,93,02
93SH03610, 92442584,92,T2584,44,2,41,Y,0,,1.0,5,0518,1520,90,138,6.8,58,5,,,,,93,02
93SH03611, 92442590,92,T2590,44,1,41,,0,,1.0,Y,0517,1003,131,137,6.8,64,2,,,NOTCH,60,93,02
93SH03612, 92442591,92,T2591,44,2,41,Y,0,,1.0,5,0518,1703,100,138,6.8,62,3,,,,,93,02
93SH03613, 92442593,92,T2593,44,2,41,Y,0,,1.0,5,0518,1720,101,138,7.3,64,2,,,,,93,02
93SH03614, 92442595,92,T2595,44,2,42,Y,0,,1.0,5,0519,1601,86,139,6.8,64,2,,,,,93,02
93SH03615, 92442600,92,T2600,44,2,42,Y,0,,1.0,2,0518,0848,87,138,6.3,62,3,,,4TEATS,,93,02
93SH03616, 92442601,92,T2601,44,1,41,,0,,1.0,Y,0517,1024,152,137,10.6,58,5,,,4TEATS,67,93,02
93SH03617, 92442602,92,T2602,44,2,41,Y,0,,1.0,2,0519,1105,135,139,7.8,58,5,,,4TEATS,,93,02
93SH03618, 92442603,92,T2603,44,2,41,Y,0,,1.0,1,0519,1215,148,139,10.3,58,5,,,4TEATS,,93,02
93SH03619, 92442604,92,T2604,44,2,41,Y,0,,1.0,5,0518,1656,95,138,6.4,62,3,,,,,93,02
93SH03620, 92442609,92,T2609,44,2,41,Y,0,,1.0,5,0518,1550,90,138,8.4,64,2,,,,,93,02
93SH03621, 92442610,92,T2610,44,2,41,Y,0,,1.0,5,0519,1428,81,139,7.2,60,4,,,,,93,02
93SH03622, 92442611,92,T2611,44,1,41,,0,,1.0,Y,0517,1027,147,137,7.6,58,5,,,,70,93,02
93SH03623, 92442614,92,T2614,44,1,42,,0,,1.0,Y,0517,0939,118,137,9.0,58,5,,,,73,93,02
93SH03624, 92442616,92,T2616,44,1,42,,0,,1.0,Y,0517,1050,112,137,7.9,62,3,,,,52,93,02
93SH03625, 92442618,92,T2618,44,2,41,Y,0,,1.0,1,0519,1214,124,139,9.0,64,2,,,ENTR,,93,02
93SH03626, 92442619,92,T2619,44,1,41,,0,,1.0,Y,0517,0956,132,137,8.8,60,4,,,,63,93,02
93SH03627, 92442621,92,T2621,44,1,41,,0,,1.0,Y,0517,1045,121,137,10.9,58,5,,,PULL4HRLATER,84,93,02
93SH03628, 92442629,92,T2629,44,2,42,Y,0,,1.0,5,0518,1546,101,138,7.7,62,3,,,,,93,02
93SH03629, 92442636,92,T2636,44,1,42,,0,,1.0,Y,0517,1041,116,137,7.8,60,4,,,,61,93,02
93SH03630, 92442637,92,T2637,44,2,42,Y,0,,1.0,1,0610,0000,116,161,9.2,62,3,,,,,93,02
93SH03631, 92442638,92,T2638,44,1,42,,0,,1.0,Y,0517,1114,114,137,8.3,58,5,,,,72,93,02
93SH03632, 92442639,92,T2639,44,2,42,Y,0,,1.0,5,0519,1507,84,139,6.0,62,3,,,,,93,02
93SH03633, 92442641,92,T2641,44,2,42,Y,0,,1.0,5,0518,1529,81,138,5.9,56,6,,,,,93,02
93SH03634, 92442643,92,T2643,44,1,42,,0,,1.0,Y,0517,1049,146,137,9.7,58,5,,,,67,93,02
93SH03635, 92442647,92,T2647,44,2,41,Y,0,,1.0,5,0519,1100,101,139,8.2,56,6,,,,,93,02
93SH03636, 92442650,92,T2650,44,2,41,Y,0,,1.0,5,0518,1607,95,138,8.8,62,3,,,,,93,02
93SH03637, 92442653,92,T2653,44,1,41,,0,,1.0,Y,0517,0933,120,137,8.3,60,4,,,,74,93,02
93SH03638, 92442654,92,T2654,44,1,41,,0,,1.0,Y,0517,0941,119,137,8.6,60,4,,,,66,93,02
93SH03639, 92442656,92,T2656,44,2,41,Y,0,,1.0,1,0610,0000,128,161,8.8,60,4,,,,,93,02
93SH03640, 92442676,92,T2676,44,2,42,Y,0,,1.0,1,0519,1208,113,139,6.6,58,5,,,4TEATS,,93,02
93SH03641, 92442677,92,T2677,44,2,41,Y,0,,1.0,5,0519,1122,100,139,7.6,64,2,,,,,93,02
93SH03642, 92442678,92,T2678,44,1,42,,0,,1.0,Y,0517,1055,124,137,7.4,62,3,,,,69,93,02
93SH03643, 92442680,92,T2680,44,2,42,Y,0,,1.0,5,0519,1101,73,139,6.9,60,4,,,4TEATS,,93,02
93SH03644, 92442685,92,T2685,44,1,42,,0,,1.0,Y,0517,1000,102,137,7.3,60,4,,,,67,93,02
93SH03645, 92442691,92,T2691,44,1,42,,0,,1.0,Y,0517,1113,136,137,7.2,62,3,,,,59,93,02
93SH03646, 92442692,92,T2692,44,2,41,Y,0,,1.0,1,0610,0000,114,161,7.9,60,4,,,,,93,02
93SH03647, 92442693,92,T2693,44,2,41,Y,0,,1.0,5,0518,1523,91,138,6.0,60,4,,,4TEATS,,93,02
93SH03648, 92442696,92,T2696,44,1,41,,0,,1.0,Y,0517,1059,127,137,8.9,62,3,,,,67,93,02
93SH03649, 92442698,92,T2698,44,1,42,,0,,1.0,Y,0517,1042,113,137,7.0,62,3,,,,61,93,02
93SH03650, 92442699,92,T2699,44,2,42,Y,0,,1.0,5,0519,1536,92,139,8.8,60,4,,,,,93,02
93SH03651, 92442700,92,T2700,44,2,41,Y,0,,1.0,1,0610,0000,111,161,7.4,60,4,,,,,93,02
93SH03652, 92442701,92,T2701,44,2,41,Y,0,,1.0,2,0518,0903,103,138,7.3,58,5,,,,,93,02
93SH03653, 92442702,92,T2702,44,2,42,Y,0,,1.0,2,0518,0933,93,138,6.4,60,4,,,,,93,02
93SH03654, 92442704,92,T2704,44,2,41,Y,0,,1.0,5,0519,1451,87,139,7.4,62,3,,,,,93,02
93SH03655, 92442705,92,T2705,44,1,41,,0,,1.0,Y,0517,1041,138,137,10.4,60,4,,,,71,93,02
93SH03656, 92442708,92,T2708,44,2,41,Y,0,,1.0,2,0518,1204,113,138,9.3,58,5,,,THICKMILK,,93,02
93SH03657, 92442714,92,T2714,44,1,41,,0,,1.0,Y,0517,1057,138,137,8.3,62,3,,,,65,93,02
93SH03658, 92442715,92,T2715,44,2,41,Y,0,,1.0,5,0517,1600,99,137,8.9,62,3,,,,,93,02
93SH03659, 92442718,92,T2718,44,2,48,Y,7,,1.0,3,0519,1336,94,139,8.1,64,2,31A,GRN8,,,93,02
93SH03660, 92442721,92,T2721,44,2,41,Y,0,,1.0,5,0519,1400,85,139,7.5,60,4,,,,,93,02
93SH03661, 92442722,92,T2722,44,3,00,,1,W,1.0,*,0520,0926,86,140,0.0,0,,BLK,,"BLACK,KEEP",,93,02
93SH03662, 92442723,92,T2723,44,2,48,Y,7,,1.0,3,0519,1036,99,139,7.5,58,5,31A,GRN8,4TEATS,,93,02
93SH03663, 92442726,92,T2726,44,2,48,Y,7,,1.0,3,0517,1702,108,137,6.7,60,4,34B,GRN7,,,93,02
93SH03664, 92442727,92,T2727,44,1,48,,0,,1.0,Y,0517,0955,139,137,7.0,64,2,,,,55,93,02
93SH03665, 92442728,92,T2728,44,2,48,Y,7,,1.0,3,0517,0914,149,137,6.3,60,4,31C,RED7,4TEATS,,93,02
93SH03666, 92442731,92,T2731,44,2,42,Y,0,,1.0,5,0519,1337,77,139,7.4,60,4,,,,,93,02
93SH03667, 92442732,92,T2732,44,2,48,Y,7,,1.0,3,0519,1410,90,139,7.1,60,4,33,RED3,4TEATS,,93,02
93SH03668, 92442733,92,T2733,44,2,48,Y,7,,1.0,3,0517,1704,100,137,6.5,58,5,31D,GRN1,4TEATS,,93,02
93SH03669, 92442735,92,T2735,44,1,41,,0,,1.0,Y,0517,1045,150,137,8.5,64,2,,,,64,93,02
93SH03670, 92442738,92,T2738,44,2,41,Y,0,,1.0,D,0517,0832,142,137,10.9,58,5,,,,,93,02
93SH03671, 92442740,92,T2740,44,2,42,Y,0,,1.0,5,0519,1010,77,139,6.6,62,3,,,,,93,02
93SH03672, 92442745,92,T2745,44,1,48,,0,,1.0,Y,0517,0943,114,137,7.5,62,3,,,,63,93,02
93SH03673, 92442757,92,T2757,44,2,41,Y,0,,1.0,1,0518,1144,107,138,7.1,58,5,,,,,93,02
93SH03674, 92442762,92,T2762,44,2,42,Y,0,,1.0,5,0519,1007,64,139,5.7,60,4,,,,,93,02
93SH03675, 92442763,92,T2763,44,2,41,Y,0,,1.0,1,0519,1206,127,139,9.4,58,5,,,ENTR,,93,02
93SH03676, 92442767,92,T2767,44,1,41,,0,,1.0,Y,0517,1113,124,137,6.7,62,3,,,,72,93,02
93SH03677, 92442775,92,T2775,44,2,42,Y,0,,1.0,5,0519,1409,94,139,5.8,62,3,,,,,93,02
93SH03678, 92442776,92,T2776,44,1,42,,0,,1.0,Y,0517,1007,117,137,5.7,62,3,,,,53,93,02
93SH03679, 92442780,92,T2780,44,2,48,Y,7,,1.0,1,0517,1131,121,137,7.7,64,2,35A,RED5,,,93,02
93SH03680, 92442783,92,T2783,44,2,42,Y,0,,1.0,5,0518,1652,93,138,8.8,60,4,,,4TEATS,,93,02
93SH03681, 92442788,92,T2788,44,1,42,,0,,1.0,Y,0517,0958,132,137,7.3,58,5,,,4TEATS,76,93,02
93SH03682, 92442797,92,T2797,44,2,48,Y,7,,1.0,3,0519,1206,132,139,8.2,64,2,33,RED3,4TEATS,,93,02
93SH03683, 92442809,92,T2809,44,2,48,Y,7,,1.0,N,0610,0000,133,161,11.7,60,4,34D,GRN4,,,93,02
93SH03684, 92442813,92,T2813,44,1,48,,0,,1.0,Y,0517,0946,112,137,8.0,58,5,,,,59,93,02
93SH03685, 92442815,92,T2815,44,2,48,Y,7,,1.0,3,0518,1414,112,138,6.8,60,4,30D,RED8,R.P.,,93,02
93SH03686, 92442816,92,T2816,44,1,48,,0,,1.0,Y,0517,1050,142,137,9.0,58,5,,,,72,93,02
93SH03687, 92442820,92,T2820,44,2,41,Y,0,,1.0,5,0519,1513,101,139,7.0,64,2,,,DYSTOCIA,,93,02
93SH03688, 92442821,92,T2821,44,2,41,Y,0,,1.0,5,0519,1405,106,139,8.1,56,6,,,,,93,02
93SH03689, 92442824,92,T2824,44,2,41,Y,0,,1.0,5,0519,1346,95,139,8.0,64,2,,,,,93,02
93SH03690, 92442831,92,T2831,44,2,48,Y,7,,1.0,3,0519,1602,122,139,7.7,58,5,31B,RED1,DYSTOCIA,,93,02
93SH03691, 92442839,92,T2839,44,1,48,,0,,1.0,Y,0517,1032,142,137,9.6,58,5,,,,58,93,02
93SH03692, 92442845,92,T2845,44,2,42,Y,0,,1.0,5,0518,1654,97,138,7.3,56,6,,,,,93,02
93SH03693, 92442849,92,T2849,44,2,42,Y,0,,1.0,5,0517,1613,96,137,7.5,56,6,,,4TEATS.ENTR,,93,02
93SH03694, 92442852,92,T2852,44,2,41,Y,0,,1.0,5,0519,1559,91,139,6.4,62,3,,,,,93,02
93SH03695, 92442856,92,T2856,44,1,48,,0,,1.0,Y,0517,0942,132,137,7.5,64,2,,,,63,93,02
93SH03696, 92442857,92,T2857,44,1,48,,0,,1.0,Y,0517,0944,147,137,6.8,64,2,,,,59,93,02
93SH03697, 92442860,92,T2860,44,2,48,Y,7,,1.0,3,0517,0852,134,137,7.2,62,3,34C,GRN3,4TEATS,,93,02
93SH03698, 92442863,92,T2863,44,2,48,Y,7,,1.0,3,0518,1424,114,138,7.2,64,2,35C,GRN5,,,93,02
93SH03699, 92442864,92,T2864,44,1,48,,0,,1.0,Y,0517,1025,148,137,9.6,58,5,,,,60,93,02
93SH03700, 92442873,92,T2873,44,2,48,Y,7,,1.0,3,0519,1514,111,139,8.5,58,5,29C,GRN9,4TEATS,,93,02
93SH03701, 92442875,92,T2875,44,2,41,Y,0,,1.0,2,0519,1535,116,139,6.8,60,4,,,BRN EARTIP,,93,02
93SH03702, 92442876,92,T2876,44,2,41,Y,0,,1.0,2,0518,0913,115,138,7.5,58,5,,,GDEWE,,93,02
93SH03703, 92442879,92,T2879,44,1,41,,0,,1.0,Y,0517,1059,114,137,8.0,60,4,,,,63,93,02
93SH03704, 92442880,92,T2880,44,2,41,Y,0,,1.0,5,0518,1519,87,138,6.5,64,2,,,,,93,02
93SH03705, 92442888,92,T2888,44,2,41,Y,0,,1.0,2,0518,1050,122,138,8.1,62,3,,,4TEATS,,93,02
93SH03706, 92442891,92,T2891,44,1,42,,0,,1.0,Y,0517,1001,132,137,6.5,64,2,,,,52,93,02
93SH03707, 92442894,92,T2894,44,2,48,Y,7,,1.0,3,0519,1202,119,139,6.0,62,3,33,RED3,,,93,02
93SH03708, 92442902,92,T2902,44,2,48,Y,7,,1.0,3,0517,1506,103,137,7.6,60,4,31B,RED1,,,93,02
93SH03709, 92442916,92,T2916,44,2,48,Y,7,,1.0,3,0519,1140,111,139,9.1,60,4,34A,RED4,HAIRY,,93,02
93SH03710, 92442919,92,T2919,44,2,42,Y,0,,1.0,5,0519,1512,74,139,6.8,62,3,,,4TEATS,,93,02
93SH03711, 92442928,92,T2928,44,2,41,Y,0,,1.0,5,0517,1511,96,137,6.4,62,3,,,4TEATS,,93,02
93SH03712, 92442932,92,T2932,44,2,42,Y,0,,1.0,5,0519,1515,67,139,6.2,58,5,,,4TEATS,,93,02
93SH03713, 92442936,92,T2936,44,1,41,,0,,1.0,Y,0517,0942,120,137,7.2,60,4,,,,67,93,02
93SH03714, 92442938,92,T2938,44,2,42,Y,0,,1.0,5,0519,1519,74,139,6.9,56,6,,,ENTR,,93,02
93SH03715, 92442945,92,T2945,44,2,48,Y,7,,1.0,N,0610,0000,118,161,7.5,60,4,31D,GRN1,,,93,02
93SH03716, 92442947,92,T2947,44,2,41,Y,0,,1.0,5,0519,1054,119,139,9.9,60,4,,,,,93,02
93SH03717, 92442948,92,T2948,44,2,48,Y,7,,1.0,3,0518,1525,95,138,6.6,62,3,32C,GRN2,,,93,02
93SH03718, 92442949,92,T2949,44,1,48,,0,,1.0,Y,0517,1044,138,137,6.5,62,3,,,,67,93,02
93SH03719, 92442950,92,T2950,44,2,41,Y,0,,1.0,5,0517,1703,96,137,7.9,62,3,,,,,93,02
93SH03720, 92442952,92,T2952,44,2,48,Y,7,,1.0,3,0517,1623,105,137,7.9,58,5,33,RED3,4TEATS,,93,02
93SH03721, 92442956,92,T2956,44,2,41,Y,0,,1.0,5,0519,1551,98,139,7.2,64,2,,,,,93,02
93SH03722, 92442957,92,T2957,44,2,48,Y,7,,1.0,3,0518,1418,138,138,8.1,62,3,32A,RED2,HAIRY,,93,02
93SH03723, 92442962,92,T2962,44,2,41,Y,0,,1.0,5,0519,1131,76,139,5.9,62,3,,,,,93,02
93SH03724, 92442973,92,T2973,44,2,42,Y,0,,1.0,5,0518,1645,79,138,7.3,60,4,,,ENTR,,93,02
93SH03725, 92442978,92,T2978,44,1,48,,0,,1.0,Y,0517,0948,146,137,8.6,60,4,,,4TEATS,54,93,02
93SH03726, 92442981,92,T2981,44,2,41,Y,0,,1.0,5,0519,1551,89,139,6.6,62,3,,,,,93,02
93SH03727, 92442984,92,T2984,44,2,48,Y,7,,1.0,N,0610,0000,115,161,7.1,60,4,30B,GRN0,,,93,02
93SH03728, 92442986,92,T2986,44,2,42,Y,0,,1.0,5,0519,1004,97,139,6.4,64,2,,,4TEATS.ENTR,,93,02
93SH03729, 92442990,92,T2990,44,1,48,,0,,1.0,Y,0517,0934,137,137,8.7,60,4,,,,55,93,02
93SH03730, 92442991,92,T2991,44,2,48,Y,7,,1.0,N,0610,0000,118,161,7.8,60,4,34B,GRN7,,,93,02
93SH03731, 92442992,92,T2992,44,2,48,Y,7,,1.0,3,0517,1558,104,137,7.4,62,3,33,RED3,4TEATS,,93,02
93SH03732, 92442997,92,T2997,44,2,48,Y,7,,1.0,3,0518,1551,87,138,6.7,62,3,29C,GRN9,4TEATS,,93,02
93SH03733, 92442998,92,T2998,44,2,48,Y,7,,1.0,3,0519,1455,100,139,6.3,64,2,34A,RED4,,,93,02
93SH03734, 92442999,92,T2999,44,2,42,Y,0,,1.0,5,0519,1345,83,139,6.8,62,3,,,4TEATS,,93,02
93SH03735, 92443001,92,T3001,44,1,48,,0,,1.0,Y,0517,1108,150,137,7.0,64,2,,,4TEATS,50,93,02
93SH03736, 92443004,92,T3004,44,2,41,Y,0,,1.0,5,0519,1431,104,139,7.9,62,3,,,ENTR,,93,02
93SH03737, 92443012,92,T3012,44,2,42,Y,0,,1.0,5,0519,1002,91,139,6.5,64,2,,,,,93,02
93SH03738, 92443013,92,T3013,44,2,42,,7,,1.0,5,0519,1342,94,139,6.1,60,4,AVR,,AT HENNINGER?,,93,02
93SH03739, 92443016,92,T3016,44,2,48,Y,7,,1.0,3,0518,1643,89,138,8.3,62,3,35C,GRN5,,,93,02
93SH03740, 92443020,92,T3020,44,2,41,Y,0,,1.0,5,0519,1514,101,139,8.5,60,4,,,4TEATS,,93,02
93SH03741, 92443023,92,T3023,44,2,41,Y,0,,1.0,5,0518,1717,84,138,8.2,56,6,,,4TEATS,,93,02
93SH03742, 92443026,92,T3026,44,2,48,Y,7,,1.0,3,0518,1413,131,138,5.8,62,3,34A,RED4,,,93,02
93SH03743, 92443028,92,T3028,44,2,48,Y,7,,1.0,3,0519,1052,85,139,6.0,64,2,33,RED3,,,93,02
93SH03744, 92443029,92,T3029,44,1,42,,0,,1.0,Y,0517,1031,117,137,8.6,62,3,,,,66,93,02
93SH03745, 92443030,92,T3030,44,1,48,,0,,1.0,Y,0517,0946,163,137,10.5,60,4,,,,55,93,02
93SH03746, 92443034,92,T3034,44,2,48,Y,7,,1.0,3,0518,1630,119,138,7.6,62,3,35A,RED5,,,93,02
93SH03747, 92443042,92,T3042,44,2,41,Y,0,,1.0,5,0519,1100,110,139,7.4,62,3,,,4TEATS,,93,02
93SH03748, 92443045,92,T3045,44,2,48,Y,7,,1.0,3,0517,0834,140,137,9.3,58,5,32A,RED2,ENTR,,93,02
93SH03749, 92443046,92,T3046,44,2,48,Y,7,,1.0,3,0518,1638,108,138,8.4,64,2,31A,GRN8,,,93,02
93SH03750, 92443049,92,T3049,44,1,48,,0,,1.0,Y,0517,1026,131,137,8.9,62,3,,,,62,93,02
93SH03751, 92443050,92,T3050,44,2,48,Y,7,,1.0,3,0518,1420,100,138,6.2,64,2,34B,GRN7,4TEATS,,93,02
93SH03752, 92443053,92,T3053,44,1,42,,0,,1.0,Y,0517,1031,115,137,6.2,64,2,,,,65,93,02
93SH03753, 92443054,92,T3054,44,2,48,Y,7,,1.0,3,0519,1407,101,139,8.9,60,4,29C,GRN9,,,93,02
93SH03754, 92443058,92,T3058,44,2,42,Y,0,,1.0,1,0519,1158,115,139,5.6,64,2,,,4TEATS,,93,02
93SH03755, 92443059,92,T3059,44,2,48,Y,7,,1.0,3,0519,1114,96,139,10.1,58,5,31B,RED1,,,93,02
93SH03756, 92443063,92,T3063,44,2,48,Y,7,,1.0,N,0610,0000,148,161,8.2,62,3,31A,GRN8,4TEATS,,93,02
93SH03757, 92443071,92,T3071,44,2,48,Y,7,,1.0,3,0517,1706,105,137,7.2,60,4,32C,GRN2,ENTR,,93,02
93SH03758, 92443073,92,T3073,44,2,41,Y,0,,1.0,1,0517,0905,138,137,6.9,62,3,,,,,93,02
93SH03759, 92443074,92,T3074,44,2,41,Y,0,,1.0,5,0519,1424,92,139,7.4,64,2,,,,,93,02
93SH03760, 92443077,92,T3077,44,1,42,,0,,1.0,Y,0517,0936,126,137,7.3,60,4,,,4TEATS,64,93,02
93SH03761, 92443080,92,T3080,44,2,48,Y,7,,1.0,3,0517,1627,105,137,7.0,58,5,34C,GRN3,,,93,02
93SH03762, 92443081,92,T3081,44,1,41,,0,,1.0,Y,0517,1027,131,137,6.7,64,2,,,,62,93,02
93SH03763, 92443083,92,T3083,44,1,42,,0,,1.0,Y,0517,1108,126,137,6.2,64,2,,,,54,93,02
93SH03764, 92443100,92,T3100,44,1,48,,0,,1.0,Y,0517,1042,135,137,7.1,62,3,,,4-FACE,54,93,02
93SH03765, 92443101,92,T3101,44,1,48,,0,,1.0,Y,0517,0944,149,137,8.1,60,4,,,4TEATS,48,93,02
93SH03766, 92443114,92,T3114,44,1,42,,0,,1.0,Y,0517,0932,112,137,6.4,62,3,,,,61,93,02
93SH03767, 92443116,92,T3116,44,1,41,,0,,1.0,Y,0517,1102,149,137,8.4,62,3,,,,69,93,02
93SH03768, 92443117,92,T3117,44,1,41,,0,,1.0,Y,0517,1027,134,137,7.6,60,4,,,,65,93,02
93SH03769, 92443121,92,T3121,44,1,48,,0,,1.0,Y,0517,1030,132,137,9.6,62,3,,,,57,93,02
93SH03770, 92443128,92,T3128,44,1,48,,0,,1.0,Y,0517,1050,122,137,7.5,60,4,,,,60,93,02
93SH03771, 92443142,92,T3142,44,2,48,Y,7,,1.0,3,0519,1433,105,139,5.8,64,2,31C,RED7,,,93,02
93SH03772, 92443146,92,T3146,44,2,48,Y,7,,1.0,3,0518,1721,101,138,6.7,64,2,30A,RED0,ENTR,,93,02
93SH03773, 92443148,92,T3148,44,2,48,Y,7,,1.0,3,0518,1717,82,138,6.0,64,2,29A,RED9,,,93,02
93SH03774, 92443150,92,T3150,44,2,48,Y,7,,1.0,3,0518,1552,90,138,7.7,62,3,30D,RED8,4TEATS,,93,02
93SH03775, 92443153,92,T3153,44,2,48,Y,7,,1.0,3,0518,1607,105,138,6.4,64,2,33,RED3,,,93,02
93SH03776, 92443158,92,T3158,44,2,48,Y,7,,1.0,3,0517,1622,93,137,7.5,60,4,32A,RED2,,,93,02
93SH03777, 92443161,92,T3161,44,2,48,Y,7,,1.0,3,0518,1605,103,138,10.4,58,5,34B,GRN7,4TEATS,,93,02
93SH03778, 92443164,92,T3164,44,2,48,Y,7,,1.0,3,0519,1116,93,139,8.1,64,2,29C,GRN9,,,93,02
93SH03779, 92443165,92,T3165,44,1,48,,0,,1.0,Y,0517,0957,134,137,7.9,64,2,,,,61,93,02
93SH03780, 92443167,92,T3167,44,1,48,,0,,1.0,Y,0517,1028,123,137,7.6,64,2,,,,53,93,02
93SH03781, 92443168,92,T3168,44,2,48,Y,7,,1.0,3,0518,1608,106,138,9.0,62,3,35C,GRN5,,,93,02
93SH03782, 92443171,92,T3171,44,2,42,Y,0,,1.0,5,0519,1519,97,139,7.9,62,3,,,4TEATS,,93,02
93SH03783, 92443172,92,T3172,44,2,42,Y,0,,1.0,5,0519,1434,87,139,7.5,58,5,,,,,93,02
93SH03784, 92443177,92,T3177,44,2,48,Y,7,,1.0,N,0610,0000,124,161,9.4,62,3,31D,GRN1,,,93,02
93SH03785, 92443183,92,T3183,44,2,48,Y,7,,1.0,3,0518,1421,117,138,7.0,64,2,34D,GRN4,,,93,02
93SH03786, 92443184,92,T3184,44,2,48,Y,7,,1.0,3,0519,1449,109,139,7.4,60,4,30B,GRN0,4TEATS,,93,02
93SH03787, 92443187,92,T3187,44,2,41,Y,0,,1.0,1,0519,1207,107,139,8.5,58,5,,,,,93,02
93SH03788, 92443191,92,T3191,44,1,48,,0,,1.0,Y,0517,0958,132,137,7.5,60,4,,,,65,93,02
93SH03789, 92443192,92,T3192,44,2,48,Y,7,,1.0,3,0518,1415,121,138,7.3,62,3,31B,RED1,4TEATS,,93,02
93SH03790, 92443193,92,T3193,44,2,48,Y,7,,1.0,3,0517,0841,132,137,7.7,64,2,29A,RED9,BRN EAR TIPS,,93,02
93SH03791, 92443207,92,T3207,44,2,48,Y,7,,1.0,3,0518,1410,112,138,5.1,58,5,31C,RED7,,,93,02
93SH03792, 92443216,92,T3216,44,2,42,Y,0,,1.0,5,0518,1706,71,138,6.7,58,5,,,,,93,02
93SH03793, 92443218,92,T3218,44,1,48,,0,,1.0,Y,0517,1101,159,137,7.7,62,3,,,,45,93,02
93SH03794, 92443222,92,T3222,44,2,48,,7,,1.0,J,0519,1630,117,139,9.2,58,5,AVR,,AT HENNINGER?,,93,02
93SH03795, 92443229,92,T3229,44,2,48,Y,7,,1.0,3,0517,0834,149,137,7.2,62,3,31D,GRN1,,,93,02
93SH03796, 92443241,92,T3241,44,1,48,,0,,1.0,Y,0517,0959,165,137,9.3,62,3,,,,63,93,02
93SH03797, 92443249,92,T3249,44,2,48,Y,7,,1.0,3,0519,1509,95,139,7.2,60,4,35A,RED5,DYSTOCIA,,93,02
93SH03798, 92443252,92,T3252,44,2,48,Y,7,,1.0,3,0519,1114,96,139,8.3,60,4,32C,GRN2,4TEATS,,93,02
93SH03799, 92443258,92,T3258,44,2,48,Y,7,,1.0,N,0610,0000,124,161,8.8,58,5,33,RED3,,,93,02
93SH03800, 92443262,92,T3262,44,2,41,Y,0,,1.0,5,0519,1000,102,139,6.2,62,3,,,,,93,02
93SH03801, 92443266,92,T3266,44,2,48,Y,7,,1.0,3,0519,1208,145,139,7.9,58,5,35A,RED5,4TEATS,,93,02
93SH03802, 92443270,92,T3270,44,2,48,Y,7,,1.0,N,0610,0000,110,161,5.7,62,3,31C,RED7,HMD BRED D294,,93,02
93SH03803, 92443279,92,T3279,44,2,48,Y,7,,1.0,3,0517,0913,155,137,6.4,58,5,34B,GRN7,,,93,02
93SH03804, 92443281,92,T3281,44,2,48,Y,7,,1.0,3,0518,1504,136,138,5.8,64,2,33,RED3,,,93,02
93SH03805, 92443288,92,T3288,44,1,48,,0,,1.0,Y,0517,1031,137,137,7.7,64,2,,,,69,93,02
93SH03806, 92443291,92,T3291,44,1,42,,0,,1.0,Y,0517,0936,119,137,5.9,64,2,,,,58,93,02
93SH03807, 92443301,92,T3301,44,2,48,Y,7,,1.0,3,0518,1532,106,138,7.9,60,4,29A,RED9,,,93,02
93SH03808, 92443302,92,T3302,44,2,48,Y,7,,1.0,3,0519,1517,103,139,8.4,64,2,32A,RED2,,,93,02
93SH03809, 92443304,92,T3304,44,1,42,,0,,1.0,Y,0517,0955,108,137,5.8,64,2,,,,55,93,02
93SH03810, 92443306,92,T3306,44,1,48,,0,,1.0,Y,0517,0956,141,137,8.2,58,5,,,,63,93,02
93SH03811, 92443311,92,T3311,44,2,48,Y,7,,1.0,3,0518,1421,123,138,6.9,64,2,34A,RED4,,,93,02
93SH03812, 92443312,92,T3312,44,1,48,,0,,1.0,Y,0517,1047,118,137,8.6,58,5,,,,66,93,02
93SH03813, 92443320,92,T3320,44,2,48,Y,7,,1.0,3,0518,1451,120,138,7.7,60,4,33,RED3,,,93,02
93SH03814, 92443338,92,T3338,44,1,48,,0,,1.0,Y,0517,1046,147,137,7.7,64,2,,,,51,93,02
93SH03815, 92443341,92,T3341,44,1,48,,0,,1.0,Y,0517,1109,129,137,6.4,62,3,,,,51,93,02
93SH03816, 92443343,92,T3343,44,2,42,Y,0,,1.0,5,0519,1007,77,139,6.6,58,5,,,4TEATS,,93,02
93SH03817, 92443344,92,T3344,44,2,42,Y,0,,1.0,5,0517,1507,80,137,6.1,60,4,,,4TEATS,,93,02
93SH03818, 92443348,92,T3348,44,2,48,Y,7,,1.0,N,0610,0000,130,161,10.8,62,3,32C,GRN2,4TEATS,,93,02
93SH03819, 92443349,92,T3349,44,2,48,Y,7,,1.0,3,0519,1510,107,139,6.9,60,4,31A,GRN8,,,93,02
