UID,ID,GRFL,FLWT,DAY,STM,CATEGORY,AGE
16SH00471,R8158,14.3,143,44,07,,6.0
16SH00472,R8167,10.8,108,43,07,Bleeder,6.0
16SH00473,R8189,7.2,72,43,07,Bleeder,6.0
16SH00474,R8193,10.8,108,43,07,Bleeder,6.0
16SH00475,R8213,9.0,90,43,07,Bleeder,6.0
16SH00476,R8223,8.4,84,43,07,Bleeder,6.0
16SH00477,R8236,7.4,74,43,07,Bleeder,6.0
16SH00478,R8240,13.2,132,43,07,Bleeder,6.0
16SH00479,R8257,7.4,74,43,07,Bleeder,6.0
16SH00480,R8291,12.8,128,43,07,Bleeder,6.0
16SH00481,R8296,10.8,108,43,07,Bleeder,6.0
16SH00482,R8312,1.3,13,43,07,Bleeder,6.0
16SH00483,R8325,7.8,78,43,07,Bleeder,6.0
16SH00484,R8336,8.4,84,43,07,Bleeder,6.0
16SH00485,R8339,8.8,88,43,07,Bleeder,6.0
16SH00486,R8341,7.0,70,43,07,Bleeder,6.0
16SH00487,R8397,16.2,162,43,07,Bleeder,6.0
16SH00488,R8403,11.8,118,43,07,Bleeder,6.0
16SH00489,R8419,10.2,102,43,07,Bleeder,6.0
16SH00490,R8425,13.2,132,44,07,,6.0
16SH00491,R8437,9.8,98,43,07,Bleeder,6.0
16SH00492,R8458,9.0,90,43,07,Bleeder,6.0
16SH00493,R8459,8.8,88,43,07,Bleeder,6.0
16SH00494,R8460,10.2,102,43,07,Bleeder,6.0
16SH00495,R8461,13.6,136,43,07,Bleeder,6.0
16SH00496,R8478,11.6,116,43,07,Bleeder,6.0
16SH00497,R8490,9.2,92,43,07,Bleeder,6.0
16SH00498,R8495,13.2,132,44,07,,6.0
16SH00499,R8501,12.6,126,43,07,Bleeder,6.0
16SH00500,R8529,10.6,106,43,07,Bleeder,6.0
16SH00501,R8543,13.2,132,43,07,Bleeder,6.0
16SH00502,R8548,8.0,80,43,07,Bleeder,6.0
16SH00503,R8550,9.9,99,44,07,,6.0
16SH00504,R8556,9.9,99,44,07,,6.0
16SH00505,R8570,1.0,10,43,07,Bleeder,6.0
16SH00506,R8572,10.8,108,43,07,Bleeder,6.0
16SH00507,R8579,9.6,96,43,07,Bleeder,6.0
16SH00508,R8590,7.4,74,43,07,Bleeder,6.0
16SH00509,R8615,16.8,168,43,07,Bleeder,6.0
16SH00510,R8617,11.2,112,43,07,Bleeder,6.0
16SH00511,R8621,14.3,143,44,07,,6.0
16SH00512,R8656,13.2,132,44,07,,5.0
16SH00513,R8658,9.0,90,43,07,Bleeder,5.0
16SH00514,R8663,1.2,12,43,07,Bleeder,5.0
16SH00515,R8681,9.9,99,44,07,,5.0
16SH00516,R8682,8.0,80,43,07,Bleeder,5.0
16SH00517,R8703,8.2,82,43,07,Bleeder,5.0
16SH00518,R8713,8.6,86,43,07,Bleeder,5.0
16SH00519,R8720,9.2,92,43,07,Bleeder,5.0
16SH00520,R8721,12.2,122,43,07,Bleeder,5.0
16SH00521,R8722,8.8,88,44,07,,5.0
16SH00522,R8734,7.0,70,43,07,Bleeder,5.0
16SH00523,R8744,8.8,88,43,07,Bleeder,5.0
16SH00524,R8765,7.4,74,43,07,Bleeder,5.0
16SH00525,R8766,7.8,78,43,07,Bleeder,5.0
16SH00526,R8774,10.6,106,43,07,Bleeder,5.0
16SH00527,R8798,9.2,92,43,07,Bleeder,5.0
16SH00528,R8803,7.2,72,43,07,Bleeder,5.0
16SH00529,R8814,8.8,88,44,07,,5.0
16SH00530,R8848,8.0,80,43,07,Bleeder,5.0
16SH00531,R8861,8.6,86,43,07,Bleeder,5.0
16SH00532,R8868,11.8,118,43,07,Bleeder,5.0
16SH00533,R8870,1.3,13,43,07,Bleeder,5.0
16SH00534,R8880,9.4,94,43,07,Bleeder,5.0
16SH00535,R8881,9.0,90,43,07,Bleeder,5.0
16SH00536,R8886,8.8,88,44,07,,5.0
16SH00537,R8930,9.0,90,43,07,Bleeder,5.0
16SH00538,R8961,6.6,66,43,07,Bleeder,5.0
16SH00539,R8980,10.4,104,43,07,Bleeder,5.0
16SH00540,R9008,11.4,114,43,07,Bleeder,5.0
16SH00541,R9026,8.6,86,43,07,Bleeder,5.0
16SH00542,R9030,7.8,78,43,07,Bleeder,5.0
16SH00543,R9033,10.8,108,43,07,Bleeder,5.0
16SH00544,R9037,8.6,86,43,07,Bleeder,5.0
16SH00545,R9057,9.0,90,43,07,Bleeder,5.0
16SH00546,R9066,1.4,14,43,07,Bleeder,5.0
16SH00547,R9069,8.0,80,43,07,Bleeder,5.0
16SH00548,R9086,8.0,80,43,07,Bleeder,5.0
16SH00549,R9089,7.4,74,43,07,Bleeder,5.0
16SH00550,R9109,8.8,88,43,07,Bleeder,5.0
16SH00551,R9120,1.3,13,43,07,Bleeder,5.0
16SH00552,R9141,9.1,91,44,07,,4.0
16SH00553,R9149,7.2,72,43,07,Bleeder,4.0
16SH00554,R9153,11.8,118,43,07,Bleeder,4.0
16SH00555,R9154,10.8,108,43,07,Bleeder,4.0
16SH00556,R9159,12.2,122,43,07,Bleeder,4.0
16SH00557,R9160,16.2,162,43,07,Bleeder,4.0
16SH00558,R9164,12.1,121,44,07,,4.0
16SH00559,R9168,11.4,114,43,07,Bleeder,4.0
16SH00560,R9169,10.6,106,43,07,Bleeder,4.0
16SH00561,R9185,8.0,80,43,07,Bleeder,4.0
16SH00562,R9204,9.0,90,43,07,Bleeder,4.0
16SH00563,R9206,1.0,10,43,07,Bleeder,4.0
16SH00564,R9208,12.6,126,43,07,Bleeder,4.0
16SH00565,R9210,10.4,104,43,07,Bleeder,4.0
16SH00566,R9226,14.0,140,44,07,,4.0
16SH00567,R9230,11.8,118,43,07,Bleeder,4.0
16SH00568,R9236,11.6,116,43,07,Bleeder,4.0
16SH00569,R9242,14.4,144,43,07,Bleeder,4.0
16SH00570,R9244,8.6,86,43,07,Bleeder,4.0
16SH00571,R9254,12.2,122,43,07,Bleeder,4.0
16SH00572,R9256,8.8,88,43,07,Bleeder,4.0
16SH00573,R9262,12.4,124,44,07,,4.0
16SH00574,R9264,12.1,121,44,07,,4.0
16SH00575,R9270,9.6,96,43,07,Bleeder,4.0
16SH00576,R9274,12.1,121,44,07,,4.0
16SH00577,R9293,9.8,98,43,07,Bleeder,4.0
16SH00578,R9299,14.4,144,43,07,Bleeder,4.0
16SH00579,R9328,12.6,126,43,07,Bleeder,4.0
16SH00580,R9332,8.4,84,43,07,Bleeder,4.0
16SH00581,R9352,9.4,94,43,07,Bleeder,4.0
16SH00582,R9358,13.2,132,43,07,Bleeder,4.0
16SH00583,R9398,7.6,76,43,07,Bleeder,4.0
16SH00584,R9401,10.8,108,43,07,Bleeder,4.0
16SH00585,R9402,11.6,116,43,07,Bleeder,4.0
16SH00586,R9425,14.3,143,44,07,,4.0
16SH00587,R9431,8.6,86,43,07,Bleeder,4.0
16SH00588,R9455,10.6,106,43,07,Bleeder,4.0
16SH00589,R9464,8.6,86,43,07,Bleeder,4.0
16SH00590,R9465,7.8,78,43,07,Bleeder,4.0
16SH00591,R9466,8.0,80,43,07,Bleeder,4.0
16SH00592,R9528,8.0,80,43,07,Bleeder,4.0
16SH00593,R9546,9.8,98,43,07,Bleeder,4.0
16SH00594,R9555,12.6,126,43,07,Bleeder,4.0
16SH00595,R9556,1.0,10,43,07,Bleeder,4.0
16SH00596,R9566,11.2,112,43,07,Bleeder,4.0
16SH00597,R9568,9.8,98,43,07,3 y.o. R,3.0
16SH00598,R9570,11.8,118,43,07,3 y.o. R,3.0
16SH00599,R9574,7.8,78,43,07,3 y.o. R,3.0
16SH00600,R9576,8.2,82,43,07,3 y.o. R,3.0
16SH00601,R9578,9.2,92,43,07,3 y.o. R,3.0
16SH00602,R9579,9.6,96,43,07,3 y.o. R,3.0
16SH00603,R9585,10.4,104,43,07,Bleeder,3.0
16SH00604,R9589,1.2,12,43,07,3 y.o. R,3.0
16SH00605,R9592,1.4,14,43,07,3 y.o. R,3.0
16SH00606,R9597,13.2,132,44,07,,3.0
16SH00607,R9598,12.1,121,44,07,,3.0
16SH00608,R9599,1.4,14,43,07,Bleeder,3.0
16SH00609,R9602,7.6,76,43,07,3 y.o. R,3.0
16SH00610,R9604,10.2,102,43,07,3 y.o. R,3.0
16SH00611,R9607,12.2,122,43,07,3 y.o. R,3.0
16SH00612,R9613,9.4,94,43,07,Bleeder,3.0
16SH00613,R9630,7.8,78,43,07,3 y.o. R,3.0
16SH00614,R9632,8.0,80,43,07,Bleeder,3.0
16SH00615,R9633,8.8,88,43,07,Bleeder,3.0
16SH00616,R9634,11.4,114,43,07,3 y.o. R,3.0
16SH00617,R9639,11.4,114,43,07,Bleeder,3.0
16SH00618,R9640,12.8,128,43,07,Bleeder,3.0
16SH00619,R9643,11.4,114,43,07,3 y.o. R,3.0
16SH00620,R9650,9.2,92,43,07,3 y.o. R,3.0
16SH00621,R9653,12.2,122,43,07,3 y.o. R,3.0
16SH00622,R9662,8.6,86,43,07,Bleeder,3.0
16SH00623,R9663,10.8,108,43,07,Bleeder,3.0
16SH00624,R9673,9.2,92,43,07,3 y.o. R,3.0
16SH00625,R9674,11.6,116,43,07,3 y.o. R,3.0
16SH00626,R9677,8.6,86,43,07,3 y.o. R,3.0
16SH00627,R9678,11.6,116,43,07,Bleeder,3.0
16SH00628,R9682,10.6,106,43,07,3 y.o. R,3.0
16SH00629,R9686,11.4,114,43,07,Bleeder,3.0
16SH00630,R9693,9.2,92,43,07,3 y.o. R,3.0
16SH00631,R9695,10.6,106,43,07,3 y.o. R,3.0
16SH00632,R9706,11.6,116,43,07,3 y.o. R,3.0
16SH00633,R9711,10.8,108,43,07,Bleeder,3.0
16SH00634,R9717,8.0,80,43,07,3 y.o. R,3.0
16SH00635,R9728,9.4,94,43,07,3 y.o. R,3.0
16SH00636,R9733,9.6,96,43,07,3 y.o. R,3.0
16SH00637,R9735,13.4,134,43,07,3 y.o. R,3.0
16SH00638,R9744,9.2,92,43,07,3 y.o. R,3.0
16SH00639,R9745,1.1,11,43,07,3 y.o. R,3.0
16SH00640,R9751,9.2,92,43,07,3 y.o. R,3.0
16SH00641,R9753,10.6,106,43,07,3 y.o. R,3.0
16SH00642,R9758,8.4,84,43,07,3 y.o. R,3.0
16SH00643,R9759,9.6,96,43,07,3 y.o. R,3.0
16SH00644,R9795,9.4,94,43,07,3 y.o. R,3.0
16SH00645,R9797,13.6,136,43,07,Bleeder,3.0
16SH00646,R9799,10.8,108,43,07,3 y.o. R,3.0
16SH00647,R9809,10.2,102,43,07,3 y.o. R,3.0
16SH00648,R9812,9.6,96,43,07,3 y.o. R,3.0
16SH00649,R9824,7.6,76,43,07,3 y.o. R,3.0
16SH00650,R9841,14.3,143,44,07,,3.0
16SH00651,R9846,11.6,116,43,07,3 y.o. R,3.0
16SH00652,R9849,10.6,106,43,07,3 y.o. R,3.0
16SH00653,R9859,13.6,136,43,07,3 y.o. R,3.0
16SH00654,R9870,1.0,10,43,07,3 y.o. R,3.0
16SH00655,R9872,7.2,72,43,07,3 y.o. R,3.0
16SH00656,R9879,11.6,116,43,07,3 y.o. R,3.0
16SH00657,R9881,9.6,96,43,07,3 y.o. R,3.0
16SH00658,R9902,1.1,11,43,07,3 y.o. R,3.0
16SH00659,R9906,11.2,112,43,07,3 y.o. R,3.0
16SH00660,R9911,1.1,11,43,07,Bleeder,3.0
16SH00661,R9918,12.6,126,43,07,3 y.o. R,3.0
16SH00662,R9920,12.4,124,43,07,3 y.o. R,3.0
16SH00663,R9922,16.2,162,44,07,,3.0
16SH00664,R9923,8.0,80,43,07,3 y.o. R,3.0
16SH00665,R9924,8.0,80,43,07,3 y.o. R,3.0
16SH00666,R9926,8.2,82,43,07,Bleeder,3.0
16SH00667,R9927,13.6,136,43,07,3 y.o. R,3.0
16SH00668,R9942,12.1,121,43,07,,3.0
16SH00669,R9951,15.2,152,43,07,3 y.o. R,3.0
16SH00670,R9960,12.6,126,43,07,3 y.o. R,3.0
16SH00671,R9973,9.6,96,43,07,3 y.o. R,3.0
16SH00672,R9983,11.2,112,43,07,White Ewes,2.0
16SH00673,R9990,9.8,98,43,07,White Ewes,2.0
16SH00674,R9992,16.5,165,44,07,,2.0
16SH00675,R9998,13.2,132,43,07,White Ewes,2.0
16SH00676,R9999,16.2,162,44,07,,2.0
16SH00677,S0002,7.2,72,43,07,White Ewes,2.0
16SH00678,S0005,1.3,13,43,07,White Ewes,2.0
16SH00679,S0007,10.4,104,43,07,Bleeder,2.0
16SH00680,S0009,14.2,142,43,07,White Ewes,2.0
16SH00681,S0013,6.8,68,43,07,Bleeder,2.0
16SH00682,S0015,9.6,96,43,07,White Ewes,2.0
16SH00683,S0018,18.6,186,43,07,White Ewes,2.0
16SH00684,S0021,11.6,116,43,07,White Ewes,2.0
16SH00685,S0022,8.8,88,43,07,Bleeder,2.0
16SH00686,S0024,10.7,107,44,07,,2.0
16SH00687,S0026,5.8,58,43,07,White Ewes,2.0
16SH00688,S0027,6.8,68,43,07,White Ewes,2.0
16SH00689,S0031,13.4,134,43,07,White Ewes,2.0
16SH00690,S0034,6.6,66,44,07,,2.0
16SH00691,S0037,9.6,96,43,07,Bleeder,2.0
16SH00692,S0038,11.8,118,43,07,White Ewes,2.0
16SH00693,S0041,11.8,118,44,07,,2.0
16SH00694,S0042,11.8,118,43,07,White Ewes,2.0
16SH00695,S0045,11.4,114,43,07,White Ewes,2.0
16SH00696,S0047,1.1,11,43,07,White Ewes,2.0
16SH00697,S0052,14.3,143,44,07,,2.0
16SH00698,S0053,9.8,98,43,07,White Ewes,2.0
16SH00699,S0058,11.8,118,44,07,,2.0
16SH00700,S0060,1.1,11,43,07,White Ewes,2.0
16SH00701,S0063,15.8,158,43,07,White Ewes,2.0
16SH00702,S0066,1.0,10,43,07,Bleeder,2.0
16SH00703,S0073,10.8,108,43,07,White Ewes,2.0
16SH00704,S0074,13.8,138,43,07,White Ewes,2.0
16SH00705,S0083,7.8,78,43,07,White Ewes,2.0
16SH00706,S0087,9.6,96,43,07,White Ewes,2.0
16SH00707,S0090,11.6,116,43,07,Bleeder,2.0
16SH00708,S0091,9.0,90,43,07,White Ewes,2.0
16SH00709,S0093,10.8,108,43,07,White Ewes,2.0
16SH00710,S0095,10.6,106,43,07,White Ewes,2.0
16SH00711,S0097,10.6,106,43,07,White Ewes,2.0
16SH00712,S0099,1.0,10,43,07,White Ewes,2.0
16SH00713,S0101,12.2,122,43,07,Bleeder,2.0
16SH00714,S0105,9.2,92,43,07,White Ewes,2.0
16SH00715,S0106,6.4,64,43,07,White Ewes,2.0
16SH00716,S0111,10.6,106,43,07,White Ewes,2.0
16SH00717,S0114,1.1,11,43,07,White Ewes,2.0
16SH00718,S0117,10.2,102,43,07,White Ewes,2.0
16SH00719,S0123,15.1,151,44,07,,2.0
16SH00720,S0124,11.0,110,43,07,,2.0
16SH00721,S0127,8.8,88,43,07,White Ewes,2.0
16SH00722,S0141,1.1,11,43,07,White Ewes,2.0
16SH00723,S0148,11.6,116,43,07,Bleeder,2.0
16SH00724,S0154,11.2,112,43,07,White Ewes,2.0
16SH00725,S0157,8.6,86,43,07,Bleeder,2.0
16SH00726,S0158,11.4,114,43,07,White Ewes,2.0
16SH00727,S0161,11.6,116,43,07,White Ewes,2.0
16SH00728,S0162,1.1,11,43,07,White Ewes,2.0
16SH00729,S0163,6.8,68,43,07,White Ewes,2.0
16SH00730,S0169,12.1,121,44,07,,2.0
16SH00731,S0170,9.2,92,43,07,White Ewes,2.0
16SH00732,S0171,8.2,82,43,07,White Ewes,2.0
16SH00733,S0172,13.8,138,43,07,White Ewes,2.0
16SH00734,S0173,12.2,122,43,07,White Ewes,2.0
16SH00735,S0175,10.2,102,43,07,White Ewes,2.0
16SH00736,S0176,13.2,132,43,07,White Ewes,2.0
16SH00737,S0179,8.2,82,43,07,White Ewes,2.0
16SH00738,S0182,13.2,132,43,07,White Ewes,2.0
16SH00739,S0185,8.6,86,43,07,Bleeder,2.0
16SH00740,S0195,8.0,80,43,07,White Ewes,2.0
16SH00741,S0197,11.6,116,43,07,White Ewes,2.0
16SH00742,S0198,9.8,98,43,07,White Ewes,2.0
16SH00743,S0200,9.8,98,43,07,White Ewes,2.0
16SH00744,S0201,8.4,84,43,07,White Ewes,2.0
16SH00745,S0205,8.0,80,43,07,White Ewes,2.0
16SH00746,S0209,15.4,154,44,07,,2.0
16SH00747,S0212,8.0,80,43,07,White Ewes,2.0
16SH00748,S0213,1.1,11,43,07,White Ewes,2.0
16SH00749,S0214,9.4,94,43,07,White Ewes,2.0
16SH00750,S0215,1.4,14,43,07,White Ewes,2.0
16SH00751,S0216,11.6,116,43,07,White Ewes,2.0
16SH00752,S0217,9.4,94,43,07,White Ewes,2.0
16SH00753,S0219,14.2,142,43,07,White Ewes,2.0
16SH00754,S0222,9.4,94,43,07,White Ewes,2.0
16SH00755,S0223,12.8,128,43,07,White Ewes,2.0
16SH00756,S0225,11.4,114,43,07,White Ewes,2.0
16SH00757,S0230,13.4,134,43,07,White Ewes,2.0
16SH00758,S0244,1.2,12,43,07,White Ewes,2.0
16SH00759,S0248,1.2,12,43,07,White Ewes,2.0
16SH00760,S0249,16.2,162,43,07,White Ewes,2.0
16SH00761,S0250,7.8,78,43,07,White Ewes,2.0
16SH00762,S0259,15.4,154,44,07,,2.0
16SH00763,S0265,1.6,16,43,07,White Ewes,2.0
16SH00764,S0269,11.2,112,43,07,White Ewes,2.0
16SH00765,S0273,12.8,128,43,07,White Ewes,2.0
16SH00766,S0274,8.8,88,43,07,White Ewes,2.0
16SH00767,S0276,15.4,154,43,07,White Ewes,2.0
16SH00768,S0286,6.8,68,43,07,Yearling R,1.0
16SH00769,S0291,7.0,70,43,07,Yearling R,1.0
16SH00770,S0293,7.7,77,43,07,,1.0
16SH00771,S0294,5.8,58,43,07,Yearling R,1.0
16SH00772,S0307,12.1,121,43,07,,1.0
16SH00773,S0310,6.6,66,44,07,,1.0
16SH00774,S0315,6.2,62,43,07,Yearling R,1.0
16SH00775,S0318,5.2,52,43,07,Yearling R,1.0
16SH00776,S0321,6.6,66,43,07,Yearling R,1.0
16SH00777,S0322,5.4,54,43,07,Yearling R,1.0
16SH00778,S0325,4.4,44,43,07,Yearling R,1.0
16SH00779,S0327,4.8,48,43,07,Yearling R,1.0
16SH00780,S0342,4.8,48,43,07,Yearling R,1.0
16SH00781,S0343,4.2,42,43,07,Yearling R,1.0
16SH00782,S0346,9.4,94,43,07,Yearling R,1.0
16SH00783,S0352,5.8,58,43,07,Yearling R,1.0
16SH00784,S0353,8.8,88,44,07,,1.0
16SH00785,S0362,7.8,78,43,07,Yearling R,1.0
16SH00786,S0368,5.6,56,43,07,Yearling R,1.0
16SH00787,S0370,8.4,84,43,07,Yearling R,1.0
16SH00788,S0375,4.0,40,43,07,Yearling R,1.0
16SH00789,S0376,9.8,98,43,07,Yearling R,1.0
16SH00790,S0377,11.0,110,44,07,,1.0
16SH00791,S0378,5.2,52,43,07,Yearling R,1.0
16SH00792,S0379,6.6,66,43,07,Yearling R,1.0
16SH00793,S0380,9.9,99,44,07,,1.0
16SH00794,S0383,5.2,52,43,07,Yearling R,1.0
16SH00795,S0390,5.2,52,43,07,Yearling R,1.0
16SH00796,S0392,7.2,72,43,07,Yearling R,1.0
16SH00797,S0395,6.8,68,43,07,Yearling R,1.0
16SH00798,S0400,5.8,58,43,07,Yearling R,1.0
16SH00799,S0401,6.0,60,43,07,Yearling R,1.0
16SH00800,S0402,7.8,78,43,07,Yearling R,1.0
16SH00801,S0404,11.0,110,44,07,,1.0
16SH00802,S0406,6.2,62,43,07,Yearling R,1.0
16SH00803,S0407,6.0,60,43,07,Yearling R,1.0
16SH00804,S0410,7.0,70,43,07,Yearling R,1.0
16SH00805,S0411,5.0,50,43,07,Yearling R,1.0
16SH00806,S0414,6.0,60,43,07,Yearling R,1.0
16SH00807,S0418,8.8,88,44,07,,1.0
16SH00808,S0421,6.6,66,43,07,Yearling R,1.0
16SH00809,S0425,4.4,44,43,07,Yearling R,1.0
16SH00810,S0426,6.2,62,43,07,Yearling R,1.0
16SH00811,S0427,4.6,46,43,07,Yearling R,1.0
16SH00812,S0429,7.7,77,44,07,,1.0
16SH00813,S0431,4.4,44,43,07,Yearling R,1.0
16SH00814,S0434,5.2,52,43,07,Yearling R,1.0
16SH00815,S0436,7.6,76,43,07,Yearling R,1.0
16SH00816,S0438,4.8,48,43,07,Yearling R,1.0
16SH00817,S0447,8.0,80,43,07,Yearling R,1.0
16SH00818,S0449,5.0,50,43,07,Yearling R,1.0
16SH00819,S0451,5.6,56,43,07,Yearling R,1.0
16SH00820,S0453,8.8,88,43,07,Yearling R,1.0
16SH00821,S0455,4.0,40,43,07,Yearling R,1.0
16SH00822,S0456,4.4,44,44,07,,1.0
16SH00823,S0462,11.0,110,44,07,,1.0
16SH00824,S0465,6.2,62,43,07,Yearling R,1.0
16SH00825,S0467,6.4,64,43,07,Yearling R,1.0
16SH00826,S0477,6.4,64,43,07,Yearling R,1.0
16SH00827,S0481,8.8,88,43,070,"YeAsnhng""R !*",1.0
16SH00828,S0498,4.6,46,43,07,Yearling R,1.0
16SH00829,S0503,6.4,64,43,07,Yearling R,1.0
16SH00830,S0511,5.0,50,43,07,Yearling R,1.0
16SH00831,S0514,6.0,60,43,07,Yearling R,1.0
16SH00832,S0516,8.2,82,43,07,Yearling R,1.0
16SH00833,S0521,5.0,50,43,07,Yearling R,1.0
16SH00834,S0527,11.8,118,43,07,Yearling R,1.0
16SH00835,S0528,5.4,54,43,07,Yearling R,1.0
16SH00836,S0531,6.6,66,43,07,Yearling R,1.0
16SH00837,S0535,5.2,52,43,07,Yearling R,1.0
16SH00838,S0544,5.6,56,43,07,Yearling R,1.0
16SH00839,S0548,11.0,110,44,07,,1.0
16SH00840,S0549,7.7,77,44,07,,1.0
16SH00841,S0557,7.4,74,43,07,Yearling R,1.0
16SH00842,S0560,10.0,100,43,07,Yearling R,1.0
16SH00843,S0562,6.4,64,43,07,Yearling R,1.0
16SH00844,S0564,6.0,60,43,07,Yearling R,1.0
16SH00845,S0570,7.7,77,44,07,,1.0
16SH00846,S0571,7.7,77,44,07,,1.0
16SH00847,S0576,5.0,50,43,07,Yearling R,1.0
16SH00848,S0581,5.6,56,43,07,Yearling R,1.0
16SH00849,S0583,2.2,22,44,07,,1.0
16SH00850,S0584,5.0,50,43,07,Yearling R,1.0
16SH00851,S0587,7.6,76,43,07,Yearling R,1.0
16SH00852,S0594,2.2,22,44,07,,1.0
16SH00853,S0595,8.8,88,43,07,,1.0
16SH00854,S0596,5.0,50,43,07,Yearling R,1.0
16SH00855,S0604,5.4,54,43,07,Yearling R,1.0
16SH00856,S0606,6.2,62,43,07,Yearling R,1.0
16SH00857,S0610,5.6,56,43,07,Yearling R,1.0
16SH00858,S0611,8.8,88,44,07,,1.0
16SH00859,S0612,3.3,33,44,07,,1.0
16SH00860,S0615,8.8,88,43,07,Yearling R,1.0
16SH00861,S0620,6.8,68,43,07,Yearling R,1.0
16SH00862,S0622,6.0,60,43,07,Yearling R,1.0
16SH00863,S0624,5.0,50,43,07,Yearling R,1.0
16SH00864,S0626,8.0,80,43,07,Yearling R,1.0
16SH00865,S0627,7.3,73,44,07,,1.0
16SH00866,S0644,5.5,55,43,07,,1.0
16SH00867,S0649,3.3,33,44,07,,1.0
16SH00868,S0653,4.4,44,43,07,Yearling R,1.0
16SH00869,S0662,7.2,72,43,07,Yearling R,1.0
16SH00870,S0664,8.0,80,43,01,Yearling R,1.0
16SH00871,S0666,9.0,90,43,07,Yearling R,1.0
16SH00872,S0667,5.0,50,43,07,Yearling R,1.0
16SH00873,S0668,6.6,66,44,07,,1.0
16SH00874,S0677,7.0,70,43,07,Yearling R,1.0
16SH00875,S0678,5.2,52,43,07,Yearling R,1.0
16SH00876,S0684,5.4,54,43,07,Yearling R,1.0
16SH00877,S0685,6.6,66,43,07,Yearling R,1.0
16SH00878,S0697,7.6,76,43,07,Yearling R,1.0
16SH00879,S0700,8.8,88,43,07,,1.0
16SH00880,S0702,7.6,76,43,07,Yearling R,1.0
16SH00881,S0704,11.0,110,44,07,,1.0
16SH00882,S0710,7.8,78,43,07,Yearling R,1.0
16SH00883,S0720,7.0,70,43,07,Yearling R,1.0
16SH00884,S0730,20.9,209,44,07,,2.0
16SH00885,S0732,22.0,220,44,07,,2.5
16SH00886,S0733,13.2,132,44,07,,2.0
16SH00887,S0734,18.7,187,44,07,,2.0
16SH00888,S0735,15.4,154,44,07,,2.0
16SH00889,S0736,11.0,110,44,07,,2.0
16SH00890,S0737,15.4,154,44,07,,2.0
16SH00891,S0738,14.3,143,44,07,,1.0
16SH00892,S0739,15.4,154,44,42,,3.0
16SH00893,S0740,17.6,176,44,41,,3.0
16SH00894,S0741,13.2,132,44,41,,3.0
16SH00895,S0742,22.0,220,44,07,,2.0
16SH00896,S0743,18.7,187,44,07,,2.0
16SH00897,T2439,9.0,90,43,02,Bleeder,7.0
16SH00898,T2460,8.4,84,43,02,White Ewes,7.0
16SH00899,T2471,6.0,60,43,02,White Ewes,7.0
16SH00900,T2487,8.4,84,43,02,White Ewes,7.0
16SH00901,T2488,10.2,102,43,02,White Ewes,7.0
16SH00902,T2497,1.1,11,43,02,White Ewes,7.0
16SH00903,T2530,6.6,66,44,02,,7.0
16SH00904,T2532,12.4,124,43,02,White Ewes,7.0
16SH00905,T2533,7.8,78,43,02,White Ewes,7.0
16SH00906,T2557,10.6,106,43,02,White Ewes,7.0
16SH00907,T2560,9.2,92,43,02,White Ewes,7.0
16SH00908,T2565,6.0,60,43,02,White Ewes,7.0
16SH00909,T2577,7.8,78,43,02,White Ewes,7.0
16SH00910,T2578,9.2,92,43,02,White Ewes,7.0
16SH00911,T2602,7.6,76,43,02,White Ewes,7.0
16SH00912,T2636,11.2,112,43,02,White Ewes,7.0
16SH00913,T2642,10.2,102,43,02,White Ewes,7.0
16SH00914,T2649,8.0,80,43,02,White Ewes,7.0
16SH00915,T2662,15.1,151,43,02,,7.0
16SH00916,T2727,11.6,116,43,02,White Ewes,7.0
16SH00917,T2751,11.4,114,43,02,White Ewes,7.0
16SH00918,T2763,9.0,90,43,02,White Ewes,7.0
16SH00919,T2798,10.8,108,43,02,White Ewes,7.0
16SH00920,T2849,6.0,60,43,02,White Ewes,6.0
16SH00921,T2873,10.2,102,43,02,White Ewes,6.0
16SH00922,T2878,1.0,10,43,02,White Ewes,6.0
16SH00923,T2879,17.2,172,43,02,White Ewes,6.0
16SH00924,T2885,11.6,116,43,02,White Ewes,6.0
16SH00925,T2971,10.6,106,43,02,White Ewes,6.0
16SH00926,T3034,9.0,90,43,02,White Ewes,6.0
16SH00927,T3053,8.6,86,43,02,White Ewes,6.0
16SH00928,T3142,9.6,96,43,02,White Ewes,6.0
16SH00929,T3146,8.8,88,43,02,White Ewes,6.0
16SH00930,T3148,11.2,112,43,02,White Ewes,6.0
16SH00931,T3176,8.2,82,43,02,White Ewes,6.0
16SH00932,T3225,10.6,106,43,02,White Ewes,6.0
16SH00933,T3231,8.4,84,43,02,White Ewes,6.0
16SH00934,T3243,8.4,84,43,02,White Ewes,6.0
16SH00935,T3248,8.2,82,43,02,White Ewes,6.0
16SH00936,T3255,10.2,102,43,02,White Ewes,6.0
16SH00937,T3269,1.1,11,43,02,White Ewes,6.0
16SH00938,T3308,9.0,90,43,02,White Ewes,6.0
16SH00939,T3313,8.6,86,43,02,White Ewes,6.0
16SH00940,T3314,11.4,114,43,02,White Ewes,6.0
16SH00941,T3316,7.8,78,43,02,White Ewes,6.0
16SH00942,T3320,14.2,142,43,02,White Ewes,6.0
16SH00943,T3351,14.0,140,43,02,,6.0
16SH00944,T3354,6.6,66,43,02,White Ewes,6.0
